,quarterlyOtherCurrentAssets,trailingChangesInAccountReceivables,trailingInterestExpense,annualCurrentAssets,annualInterestExpense,annualBeginningCashPosition,trailingBeginningCashPosition,annualChangesInAccountReceivables,annualGrossPPE,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,trailingCapitalExpenditure,annualOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,annualEbitda,annualDeferredIncomeTax,annualSellingGeneralAndAdministration,annualNetIncomeCommonStockholders,annualAccumulatedDepreciation,quarterlyChangeInAccountPayable,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyOperatingExpense,trailingDeferredIncomeTax,trailingNetIncomeCommonStockholders,annualBasicEPS,quarterlyCurrentDeferredRevenue,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,annualCapitalExpenditure,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyStockholdersEquity,annualTaxProvision,quarterlyTaxProvision,quarterlyRepaymentOfDebt,annualCurrentDeferredRevenue,annualStockBasedCompensation,annualCapitalStock,annualCurrentDebt,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,annualOtherCurrentAssets,annualOtherNonCashItems,annualNetOtherFinancingCharges,annualGrossProfit,quarterlyEbitda,annualTotalNonCurrentAssets,trailingDepreciationAndAmortization,trailingTaxProvision,quarterlyStockBasedCompensation,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,annualOperatingExpense,annualBasicAverageShares,quarterlyCurrentAssets,trailingNetIncomeContinuousOperations,annualPurchaseOfBusiness,quarterlyPurchaseOfBusiness,trailingOtherNonCashItems,annualFreeCashFlow,trailingOperatingExpense,trailingPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyPretaxIncome,annualCostOfRevenue,quarterlyTotalRevenue,quarterlyDilutedEPS,quarterlyIncomeTaxPayable,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,quarterlyOperatingIncome,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCashFlowFromContinuingFinancingActivities,trailingFreeCashFlow,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,annualNetIncome,quarterlyTotalAssets,trailingPretaxIncome,trailingNetIncome,annualPretaxIncome,annualGoodwill,trailingCashDividendsPaid,annualTotalAssets,quarterlyLongTermDebt,annualLongTermDebt,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,trailingPurchaseOfInvestment,annualAccountsReceivable,quarterlyBasicAverageShares,trailingInvestingCashFlow,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,quarterlyCurrentAccruedExpenses,trailingNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyOtherCurrentLiabilities,annualChangeInWorkingCapital,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicEPS,annualSaleOfInvestment,quarterlyInvestmentsAndAdvances,annualCommonStockIssuance,annualOtherShortTermInvestments,annualStockholdersEquity,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,annualDepreciationAndAmortization,annualTotalRevenue,trailingStockBasedCompensation,annualPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyNetIncome,annualInvestingCashFlow,trailingSaleOfInvestment,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,trailingEndCashPosition,quarterlyDilutedAverageShares,quarterlyEndCashPosition,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,trailingTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualAccountsPayable,trailingOperatingIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,annualNetPPE,quarterlyCashDividendsPaid,annualOtherIntangibleAssets,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,annualCurrentLiabilities,annualChangeInAccountPayable,quarterlyInterestExpense,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,annualRepurchaseOfCapitalStock,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherIntangibleAssets,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualDilutedAverageShares,trailingOtherIncomeExpense,annualCashAndCashEquivalents,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyOtherNonCurrentAssets,annualDilutedEPS,annualNetOtherInvestingChanges,annualInventory,trailingBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingCostOfRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangeInInventory,annualChangeInInventory,trailingChangeInInventory,trailingGrossProfit,trailingResearchAndDevelopment,quarterlyInventory,trailingDilutedAverageShares
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915062400,,,,,,,,,,,,,,,,18254000.0,,,24183000.0,,,,,,,,,,,,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614395000.0,,,,1071458000.0,711264706.0,,,,,,,,,,,,,,,24183000.0,,,,,,,,,,24183000.0,,,,,,,871643000.0,,82419000.0,,,,,,,,,,,,,,,,,,,,,257248000.0,,,18254000.0,,1089712000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711264706.0,,,,,,0.034,,,,,,,,,,,,,,,,,,
978220800,,,,,,,,,,,,,,,,178020000.0,,,118149000.0,,,,,,,,,,,,,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724652000.0,,,,1267389000.0,716054545.0,,,,,,,,,,,,,,,118149000.0,,,,,,,,,,118149000.0,,,,,,,1187060000.0,,82992000.0,,,,,,,,,,,,,,,,,,,,,462408000.0,,,178020000.0,,1445409000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716054545.0,,,,,,0.165,,,,,,,,,,,,,,,,,,
1009756800,,,,1117963000.0,9548000.0,193304000.0,,-32970000.0,159742000.0,,,,,50811000.0,,312460000.0,-2725000.0,1319659000.0,142061000.0,,,,,,,,,,,,,0.198,,,-17161000.0,,,353194000.0,-107562000.0,176339000.0,,,90878000.0,,,,,0.0,9531000.0,,,,695316000.0,14622000.0,0.0,,,368342000.0,,,,879644000.0,,0.0,,1389632000.0,717100000.0,,,0.0,,,88934000.0,,,,,,,,,142061000.0,,,,,,,,,,142061000.0,,,,232939000.0,7141000.0,,1486305000.0,,80065000.0,,,,180510000.0,,,,,,,,,-27435000.0,,,,115439000.0,,,,606661000.0,,,221702000.0,69973000.0,1611334000.0,,-251205000.0,,,-219100000.0,,,,602724000.0,,5443000.0,176143000.0,,,,,,,,,229673000.0,196496000.0,,110907000.0,,,-2864000.0,159742000.0,,84113000.0,,,,649971000.0,-21652000.0,,,,,,176143000.0,,,149608000.0,,717100000.0,,176143000.0,,3937000.0,,0.198,24228000.0,,,,,,,,,,,,,,,,,
1025395200,693606000.0,,,,,,,,,,,,,,,,,,,,,,,1000000.0,8410000.0,,,114713000.0,396008000.0,,,,,,,,,,,,,976863000.0,,19923000.0,,,,,,213157000.0,,,,,,,71678000.0,,,,,,,,,,,1282250000.0,,,,,,,,85000.0,56312000.0,,448757000.0,0.05,,,,52749000.0,739050000.0,213157000.0,,,,,,,2021264000.0,,,,,,,80479000.0,,,739014000.0,,,727780000.0,,,,390918000.0,,193331000.0,165849000.0,,224460000.0,,0.05,,,,,,,304939000.0,,,,,,,36389000.0,,,141302000.0,36401000.0,,377079000.0,,,36389000.0,,,727780000.0,,,5650000.0,,,,309402000.0,,,309402000.0,,,,,,,67570000.0,,,2087000.0,,,,,,1043989000.0,276738000.0,,,,,,,,56342000.0,,,,,,,,,,,,,,,,,,,
1033344000,841475000.0,,,,,,,,,42052000.0,,,,,,,,,,,,,309402000.0,1000000.0,11252000.0,,,104262000.0,412908000.0,,,,,,,,1734000.0,,,,,1057635000.0,,45126000.0,,,,,,215839000.0,,1713000.0,,,,,154120000.0,,,,,,,,-68593000.0,,,1404785000.0,,,,,,,,78015000.0,123056000.0,,539435000.0,0.078,,,,126527000.0,823535000.0,215839000.0,-25191000.0,,,-26311000.0,43255000.0,,2179874000.0,,,,,,,80481000.0,,,775089000.0,,,999102564.0,,,,443087000.0,,200650000.0,276186000.0,,217795000.0,-39463000.0,0.078,,,,,,,298276000.0,,,,,,,77930000.0,,,140169000.0,77930000.0,,385315000.0,,,77930000.0,-57527000.0,,999102564.0,269939000.0,,-350000.0,,,,269939000.0,,,269939000.0,,,,,-38498000.0,,0.0,,,3121000.0,,,27593000.0,,,1121811000.0,271851000.0,,,,,,16944000.0,,93380000.0,,,,,,,,,,,,,,,,,,,
1041292800,822820000.0,,,1455638000.0,9891000.0,176143000.0,,,226720000.0,42278000.0,,,,98536000.0,,232502000.0,4429000.0,1659309000.0,116429000.0,,,,269939000.0,1000000.0,28509000.0,,,172242000.0,624838000.0,,,0.135,,,160331000.0,67445000.0,-7913000.0,486436000.0,-101365000.0,271066000.0,,1023406000.0,41959000.0,-53585000.0,,,,1000000.0,0.0,226720000.0,,6795000.0,822820000.0,8651000.0,,,-88038000.0,805237000.0,,,,1236181000.0,-183000.0,67445000.0,148645000.0,1749814000.0,862437037.0,1455638000.0,,,,,204407000.0,,,26529000.0,-105071000.0,,509235000.0,,,116429000.0,,-115603000.0,929744000.0,226720000.0,-172000.0,,,-36441000.0,131336000.0,116429000.0,2260875000.0,,,158388000.0,152941000.0,,2260875000.0,80107000.0,80107000.0,,805237000.0,,198855000.0,,,,,486436000.0,,198855000.0,271066000.0,85758000.0,158885000.0,66535000.0,,186980000.0,,,,1023406000.0,,306437000.0,141997000.0,90505000.0,1891811000.0,,-233437000.0,,-51486000.0,-111855000.0,,152941000.0,-51486000.0,26529000.0,597273000.0,-34893000.0,336474000.0,-51486000.0,-65936000.0,,,336474000.0,,12765000.0,,306437000.0,305772000.0,336474000.0,172242000.0,,336474000.0,26282000.0,226720000.0,,285703000.0,-63860000.0,,0.0,929744000.0,,2233000.0,,,27565000.0,,336474000.0,1236181000.0,285703000.0,158885000.0,,862437037.0,,336474000.0,94895000.0,28509000.0,98536000.0,0.135,4724000.0,,,,,,,,,,,,,,,,,
1049068800,871722000.0,,,,,,,,,58463000.0,,,,,,,,,,,,,336474000.0,1000000.0,29523000.0,,,129063000.0,1179975000.0,,,,,,,68078000.0,-1335000.0,,,,,599029000.0,,-234928000.0,,,,,,251089000.0,,70000.0,,,,,-637971000.0,,,,,,-207222000.0,,453833000.0,,,1342844000.0,,,,,,,,-398862000.0,-665268000.0,,512215000.0,-0.425,,,,-667760000.0,934348000.0,251089000.0,0.0,,,-52585000.0,-148921000.0,,2548011000.0,,,,,,,229577000.0,,,1205167000.0,,,1000920000.0,,,,383659000.0,,202925000.0,279626000.0,,133100000.0,-195255000.0,-0.425,,,,,,,1009755000.0,,,,,,,-425391000.0,,,157042000.0,-430340000.0,,429186000.0,,,-425391000.0,-47174000.0,,1000920000.0,141219000.0,,7836000.0,,,,141219000.0,,,141219000.0,,,,,-51717000.0,,,,,5344000.0,,,29789000.0,,,1944103000.0,300628000.0,,,,,,-201506000.0,,261056000.0,,,,,,,,,,,,,,,,,,,
1056931200,840509000.0,,,,,,,,,57292000.0,,,,,,,,,,,,,141219000.0,1000000.0,48998000.0,,,146344000.0,506948000.0,,,,,,,71150000.0,863000.0,,,,,650831000.0,,17655000.0,,,,,,255638000.0,,80000.0,,,,,80538000.0,,,,,,-4790000.0,,137981000.0,,,1486244000.0,,,,,,,,-366535000.0,49982000.0,,556893000.0,0.032,,,,49945000.0,1037611000.0,255638000.0,0.0,,,-35112000.0,196191000.0,,2757238000.0,,,,,,,229536000.0,,,1270994000.0,,,1010218750.0,,,,435618000.0,,210280000.0,313649000.0,,170411000.0,163792000.0,0.032,,,,,,,1064176000.0,,,,,,,32327000.0,,,172331000.0,32327000.0,,476355000.0,,,32327000.0,-35035000.0,,1010218750.0,305011000.0,,18785000.0,,,,305011000.0,,,305011000.0,,,,,-58078000.0,,,,,18748000.0,,,30593000.0,,,2101787000.0,312567000.0,,,,,,161079000.0,,288843000.0,,,,,,,,,,,,,,,,,,,
1064880000,817940000.0,,,,,,,,,59917000.0,,,,,,,,,,,,,305011000.0,1000000.0,55702000.0,,,143930000.0,475269000.0,,,,,,,70702000.0,-201000.0,,,,,731934000.0,,37041000.0,,,,,,250419000.0,,4200000.0,,,,,147083000.0,,,,,,-2821000.0,,39135000.0,,,1570143000.0,,,,,,,,-292136000.0,111440000.0,,594169000.0,0.074,,,,118900000.0,1036345000.0,250419000.0,0.0,,,-21116000.0,143096000.0,,2854998000.0,,,,,,,229546000.0,,,1284855000.0,,,1005391892.0,,,,493910000.0,,213497000.0,267237000.0,,174611000.0,109625000.0,0.074,,,,,,,1082099000.0,,,,,,,74399000.0,,,172816000.0,74399000.0,,447086000.0,,,74399000.0,-34061000.0,,1005391892.0,414636000.0,,11262000.0,,,,414636000.0,,,414636000.0,,,,,-72661000.0,,,,,18722000.0,,,28183000.0,,,2118444000.0,310101000.0,,,,,,121980000.0,,294944000.0,,,,,,,,,,,,,,,,,,,
