date,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,trailingChangeInAccountPayable,annualCurrentDeferredRevenue,annualCostOfRevenue,annualOtherCurrentAssets,annualTotalRevenue,annualCurrentDebt,annualEndCashPosition,quarterlyCashDividendsPaid,annualOperatingIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,trailingCostOfRevenue,annualFreeCashFlow,trailingTaxProvision,quarterlyEndCashPosition,annualOtherShortTermInvestments,quarterlyInvestingCashFlow,quarterlyRetainedEarnings,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,annualNetOtherFinancingCharges,trailingEndCashPosition,quarterlyPurchaseOfInvestment,quarterlyEbitda,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,annualChangeInAccountPayable,quarterlyStockBasedCompensation,annualNetIncomeContinuousOperations,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,trailingNetIncomeContinuousOperations,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyFreeCashFlow,quarterlyChangeInWorkingCapital,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyTotalNonCurrentAssets,trailingNetIncome,quarterlyCurrentAssets,annualOperatingExpense,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,trailingPretaxIncome,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualAccountsReceivable,annualBeginningCashPosition,annualLongTermDebt,quarterlyLongTermDebt,annualCurrentAssets,quarterlyOtherCurrentAssets,annualNetIncome,quarterlyChangeInInventory,annualCashDividendsPaid,annualOtherNonCurrentAssets,annualSaleOfInvestment,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyStockholdersEquity,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,annualTotalAssets,quarterlyInventory,quarterlyGrossProfit,trailingCommonStockIssuance,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingNetIncomeCommonStockholders,annualRetainedEarnings,annualCurrentAccruedExpenses,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyRepaymentOfDebt,trailingOtherIncomeExpense,quarterlyOperatingExpense,quarterlyPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualStockBasedCompensation,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,quarterlyTaxProvision,annualOtherIncomeExpense,trailingChangeInInventory,quarterlyCapitalStock,annualTotalNonCurrentAssets,annualNetPPE,annualOperatingCashFlow,annualInventory,annualGrossProfit,quarterlyCurrentDebt,annualCurrentLiabilities,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,quarterlyInterestExpense,annualEbitda,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,trailingPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,trailingCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,trailingCashDividendsPaid,annualPretaxIncome,trailingOperatingExpense,trailingChangesInAccountReceivables,annualInterestExpense,annualChangesInAccountReceivables,quarterlyTotalAssets,trailingBeginningCashPosition,annualAccumulatedDepreciation,annualGoodwill,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,annualIncomeTaxPayable,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlySaleOfInvestment,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualRepaymentOfDebt,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyAccountsPayable,trailingStockBasedCompensation,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,annualOtherCurrentLiabilities,trailingGrossProfit,annualInvestingCashFlow,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,annualResearchAndDevelopment,annualBasicEPS,trailingBasicEPS,quarterlyBasicEPS,trailingDepreciationAndAmortization,quarterlyDilutedEPS,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingSaleOfInvestment,quarterlyBasicAverageShares,quarterlyDilutedAverageShares,annualDilutedEPS,trailingPurchaseOfInvestment,annualDilutedAverageShares,trailingDilutedEPS,annualBasicAverageShares,quarterlyNonCurrentDeferredRevenue
1970-01-01 00:00:01.569801600,54066000000.0,,,-594000000.0,,75667000.0,1005000.0,131508000.0,14805000.0,1237000.0,,-94359000.0,,7526000000.0,42661000000.0,-1017000.0,214000000.0,,,,,62000.0,,-16000.0,207000000.0,,,134573000.0,8550000.0,,,-211000.0,-2153000.0,,81000000.0,4758000000.0,,,,,991000.0,,,,3708000000.0,,150200000.0,,664000000.0,,4972000000.0,1694000000.0,170398000.0,,,579000.0,1237000.0,8085000.0,1066000.0,103412000.0,,21293000.0,,-211000.0,,,41035000.0,,,-211000.0,2903000.0,,522000.0,,8896000.0,,,,,-6975000.0,0.0,,,163423000.0,,,1000000.0,666000.0,,,,,3708000000.0,-11031000.0,5470000.0,,8107000000.0,,16000.0,,,,-411000000.0,,,-1485000000.0,,,,,,33000.0,138000000.0,,142130000.0,100104000.0,7617000.0,10131000.0,55841000.0,,35825000.0,31161000.0,-27879000.0,,-85463000.0,,,-49000000.0,-203000000.0,1237000.0,,,-1188000.0,,,,,,,-6413000000.0,,,-6217000000.0,759000.0,3879000000.0,-162000000.0,12201000.0,,,397000000.0,,,,,,-190000000.0,100104000.0,,563000.0,,-6812000000.0,,-33933000.0,,-21144000000.0,-566000000.0,,108000000.0,2143000000.0,28488000.0,-11824000.0,11405000000.0,-35934000.0,146000000.0,183000000.0,-8634000.0,171000.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2100000.0,,,,,,,,,,,,,,51500000.0,,,,,,,,,,51500000.0,51500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100000.0,2100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2100000.0,,,,,,,,,,,,,,51500000.0,,,,,,,,,,51500000.0,51500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100000.0,2100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9800000.0,,,,,,,,,,,-500000.0,,,,,,,,-7600000.0,,,,,,5000000.0,,,,,,,,,,36500000.0,2600000.0,,,,,,150900000.0,,22000000.0,,139300000.0,,,,,,118200000.0,163400000.0,,,,,,2000000.0,,3400000.0,,,,,,,,,0.0,,9500000.0,,,24100000.0,21700000.0,,,,,100000.0,,5700000.0,14800000.0,,,,,-300000.0,-300000.0,,,,2700000.0,,22100000.0,,2700000.0,,,,12200000.0,-500000.0,,103300000.0,,42500000.0,,-200000.0,,,12800000.0,,,,,,115200000.0,,,,3200000.0,,,,,,,,,,5100000.0,,,-14900000.0,,,,15400000.0,,,,,,,,172900000.0,,,,,,,,,,,,,,,,,,8700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8300000.0,,,,101200000.0,-14700000.0,163100000.0,200000.0,0.0,,13800000.0,-9400000.0,,,5200000.0,,0.0,,-9600000.0,,79800000.0,2300000.0,100000.0,,,-300000.0,132600000.0,13200000.0,,,-1100000.0,1300000.0,,,,23600000.0,-2600000.0,-3100000.0,1200000.0,,-61200000.0,-600000.0,163900000.0,,24000000.0,48100000.0,24700000.0,,,,,157300000.0,129500000.0,157300000.0,-16700000.0,16700000.0,,1200000.0,132500000.0,132500000.0,24000000.0,-14700000.0,-5500000.0,-5200000.0,,5000000.0,,,-6000000.0,38800000.0,100000.0,-4400000.0,30600000.0,9300000.0,,132600000.0,15600000.0,,30600000.0,,,200000.0,187900000.0,11100000.0,8000000.0,,2700000.0,-8200000.0,,-5000000.0,-9400000.0,,,,16700000.0,,,,16700000.0,,,,10600000.0,-5600000.0,,110300000.0,,48600000.0,48600000.0,-600000.0,1000000.0,,,163900000.0,110300000.0,12400000.0,11100000.0,61900000.0,200000.0,24700000.0,100000.0,,2800000.0,23100000.0,79700000.0,100000.0,,,16700000.0,,,-800000.0,5000000.0,-1700000.0,25400000.0,-19200000.0,-1400000.0,,,11300000.0,,,1600000.0,,,12800000.0,,187900000.0,,-19200000.0,,,,,,129500000.0,,2700000.0,,,13900000.0,,0.0,,,13200000.0,,,26700000.0,11300000.0,,-23600000.0,,,-7200000.0,15400000.0,,,,,,,,,,,,,,,,,,,,
,,10900000.0,-100000.0,,,,,,,,,,-100000.0,,,,,0.0,,-2300000.0,27500000.0,,2600000.0,,,,5200000.0,,,,,,,,,,50600000.0,2600000.0,-4400000.0,-4400000.0,,,,164100000.0,,39900000.0,,43900000.0,,,,,,130200000.0,176500000.0,,,,,,132600000.0,,1300000.0,,-1500000.0,,,,,,,0.0,,27500000.0,,,132600000.0,34500000.0,,,,,300000.0,,12600000.0,16100000.0,,,-300000.0,,-100000.0,-100000.0,,,,2000000.0,,,,2000000.0,,,,13500000.0,,,111000000.0,,48200000.0,,,,,,,,,,,300000.0,,,,2900000.0,,,-4000000.0,,,,,,,4900000.0,-2200000.0,5300000.0,-19200000.0,-2200000.0,,,20300000.0,,,,,,,,204000000.0,,,,,,,,,,,,,800000.0,,1200000.0,,,23300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,13200000.0,200000.0,,,,,,,,,,11300000.0,,,,,0.0,,-2100000.0,34900000.0,,2700000.0,,,,16500000.0,,,,,,,,,,84300000.0,13800000.0,9900000.0,-2000000.0,,,,163000000.0,,36400000.0,,31000000.0,,,,,,129500000.0,164500000.0,,,,,,133600000.0,,2100000.0,,6100000.0,,,,,,,-100000.0,,34900000.0,,,133500000.0,54600000.0,,,,,700000.0,,6500000.0,29700000.0,,,-1100000.0,,11300000.0,11300000.0,,,,2600000.0,,,,2600000.0,,,,15900000.0,,,110300000.0,,47500000.0,,,,,,,,,,,300000.0,,,,3000000.0,,,-2900000.0,,,,,,,5200000.0,12000000.0,-9200000.0,-19200000.0,-2100000.0,,,14100000.0,,,,,,,,199400000.0,,,,,,,,,,,,,600000.0,,0.0,,,16600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11200000.0,,,,,,,,,,,-500000.0,,,,,0.0,,-3700000.0,30400000.0,,2900000.0,,,,5300000.0,,,,,,,,,,40900000.0,2400000.0,8900000.0,7800000.0,,,,166200000.0,,22900000.0,,19400000.0,,,,,,138900000.0,158700000.0,,,,,,139300000.0,,1100000.0,,-1700000.0,,,,,,,0.0,,30400000.0,,,139300000.0,24500000.0,,,,,100000.0,,8500000.0,16400000.0,,,-2500000.0,,-500000.0,-500000.0,,,,1700000.0,,,,1700000.0,,,,14000000.0,,,112000000.0,,49900000.0,,,,,,,,,,,400000.0,,,,3000000.0,,,-4000000.0,,,,,,,4300000.0,10200000.0,-7400000.0,-26900000.0,-1300000.0,,,9200000.0,,,,,,,,189100000.0,,,,,,,,,,,,,-900000.0,,0.0,,,9800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10500000.0,,,,125900000.0,1400000.0,199800000.0,800000.0,0.0,,17000000.0,-5500000.0,,,8200000.0,,0.0,,-12000000.0,,,2900000.0,100000.0,,,600000.0,148500000.0,14000000.0,,,5200000.0,-1100000.0,,,,23500000.0,-2300000.0,-6200000.0,-2500000.0,,,,175800000.0,,28000000.0,56900000.0,34400000.0,,,,,182900000.0,145300000.0,182900000.0,-14500000.0,2000000.0,,1200000.0,148500000.0,148500000.0,28000000.0,1400000.0,5200000.0,-4600000.0,-15000000.0,4000000.0,,,5200000.0,45800000.0,0.0,100000.0,20900000.0,11100000.0,,148500000.0,12400000.0,,20900000.0,,,200000.0,203800000.0,13400000.0,11100000.0,,,-10600000.0,,-5500000.0,-5500000.0,,,,2000000.0,,,,2000000.0,,,,13400000.0,,,118000000.0,,53800000.0,53800000.0,,800000.0,,,175800000.0,118000000.0,15400000.0,13400000.0,73900000.0,800000.0,34400000.0,0.0,,3200000.0,28100000.0,,11000000.0,,,2000000.0,,,-1700000.0,4000000.0,-4600000.0,16900000.0,-27300000.0,-1600000.0,,,19600000.0,,,,,,12100000.0,,203800000.0,,-27300000.0,,,,,,145300000.0,,,,,400000.0,,0.0,,,14000000.0,,,5600000.0,19600000.0,,-20100000.0,,,-7200000.0,900000.0,,,,,,,,,,,,,,,,,,,,
,,12000000.0,-100000.0,,,,,,,,-4000000.0,,500000.0,,,,,0.0,,-10100000.0,,,3100000.0,,,,7100000.0,,,,,,,,,,45900000.0,4000000.0,-500000.0,-800000.0,,,,192100000.0,,34800000.0,,42100000.0,,,,,,155800000.0,204100000.0,,,,,,162000000.0,,1300000.0,,-400000.0,,,,,,,0.0,,22800000.0,,,162000000.0,26800000.0,,,,,100000.0,,14100000.0,19100000.0,,,-7300000.0,,500000.0,500000.0,,,,2300000.0,,,,2300000.0,,,,15100000.0,,,128500000.0,,59500000.0,,,,,,,,,,,1000000.0,,,,3500000.0,,,0.0,,,,,,,4100000.0,2400000.0,8000000.0,-27300000.0,-2900000.0,,,24700000.0,,,,,,,,226900000.0,,,,,,,,,,,,,300000.0,,2000000.0,,,16400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
