date,annualOperatingIncome,trailingFreeCashFlow,annualAccountsPayable,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,annualChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualTaxProvision,annualOtherCurrentAssets,quarterlyRetainedEarnings,trailingCostOfRevenue,trailingTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyBasicAverageShares,quarterlyTotalRevenue,trailingTaxProvision,annualNetIncomeContinuousOperations,trailingEndCashPosition,trailingPretaxIncome,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualPretaxIncome,annualCurrentDebt,annualInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,quarterlyFreeCashFlow,annualCostOfRevenue,quarterlyTotalAssets,annualFreeCashFlow,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,annualNetIncome,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,annualRepurchaseOfCapitalStock,annualOtherNonCashItems,annualTotalAssets,annualCurrentAssets,annualLongTermDebt,annualStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyCostOfRevenue,quarterlyDilutedEPS,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,annualCurrentLiabilities,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyAccountsReceivable,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualRetainedEarnings,quarterlyStockholdersEquity,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyLongTermDebt,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,annualCommonStockIssuance,quarterlyGrossProfit,quarterlyEndCashPosition,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyOperatingExpense,trailingGrossProfit,annualOtherIncomeExpense,annualNetPPE,annualTotalNonCurrentAssets,annualOperatingCashFlow,quarterlyCurrentDeferredRevenue,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualOtherIntangibleAssets,quarterlyDilutedAverageShares,annualGrossProfit,annualBasicAverageShares,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,annualEbitda,annualCashFlowFromContinuingFinancingActivities,quarterlyCapitalStock,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualChangeInInventory,quarterlyChangesInAccountReceivables,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,annualIncomeTaxPayable,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualBasicEPS,trailingOtherIncomeExpense,annualBeginningCashPosition,quarterlyNetOtherFinancingCharges,annualCapitalExpenditure,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,annualInvestingCashFlow,trailingInvestingCashFlow,trailingOperatingExpense,quarterlySaleOfInvestment,annualDilutedAverageShares,quarterlyGrossPPE,annualOperatingExpense,trailingCapitalExpenditure,annualPurchaseOfInvestment,trailingDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualAccumulatedDepreciation,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingInterestExpense,trailingNetIncome,quarterlyBasicEPS,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualChangesInAccountReceivables,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualDilutedEPS,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualInventory,trailingChangeInWorkingCapital,annualInterestExpense,annualRepaymentOfDebt,trailingChangesInAccountReceivables,annualCapitalStock,trailingSellingGeneralAndAdministration,trailingBasicAverageShares,quarterlyGoodwill,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,trailingPurchaseOfInvestment,annualStockBasedCompensation,annualGoodwill,trailingChangeInInventory,trailingChangeInAccountPayable,trailingSaleOfInvestment,annualOtherShortTermInvestments,trailingResearchAndDevelopment,trailingDilutedAverageShares
1970-01-01 00:00:00.315446400,208200000.0,133949000.0,,208200000.0,,,,,,,,,,,,,,,,,825986000.0,1365427000.0,,,,30026000.0,31300000.0,260571000.0,242510000.0,,,,,,,,,,,,279320000.0,,31300000.0,,,,,,,,,,,,,,,,,,26900000.0,,,,,6993000.0,211858000.0,,,,,,,,,,-4120000.0,,,,,412698000.0,,,,,539441000.0,,,,,,,,,,,,22231405.0,,-166100000.0,,208200000.0,,,,,,,-679000.0,,,,172547000.0,,-133096000.0,,,,,-18074000.0,,,,,,1.21,61412000.0,,,,,,,-280281000.0,260121000.0,,22231405.0,,,-278749000.0,,23390000.0,,,,,261250000.0,,212484000.0,,-127618000.0,,,98222000.0,211858000.0,,,,,,,-1358000.0,,,1.21,,,,18501000.0,,,-11093000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.347068800,262600000.0,,,262600000.0,,,,,,,,,,,,,,,,,,,,,,,42700000.0,,,,,,,,,,,,,,,,42700000.0,,,,,,,,,,,,,,,,,,38300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25197368.0,,,,262600000.0,,,,,,,,,,,,,,,,,,,,,,,,1.52,,,,,,,,,,,25197368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.378604800,299700000.0,,,299700000.0,,,,,,,,,,,,,,,,,,,,,,,48100000.0,,,,,,,,,,,,,,,,48100000.0,,,,,,,,,,,,,,,,,,41900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27385621.0,,,,299700000.0,,,,,,,,,,,,,,,,,,,,,,,,1.53,,,,,,,,,,,27385621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.410140800,367800000.0,,,367800000.0,,,,,,,,,,,,,,,,,,,,,,,80100000.0,,,,,,,,,,,,,,,,80100000.0,,,,,,,,,,,,,,,,,,66800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28305085.0,,,,367800000.0,,,,,,,,,,,,,,,,,,,,,,,,2.36,,,,,,,,,,,28305085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.441676800,376100000.0,,,376100000.0,,,,,,,,,,,,,,,,,,,,,,,88100000.0,,,,,,,,,,,,,,,,88100000.0,,,,,,,,,,,,,,,,,,72200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32088889.0,,,,376100000.0,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,,,,,,,,,32088889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.449539200,,,,,,,,,,,,,,,,,,,,,,,,32724000.0,105600000.0,,,,,,,,,,,,,,,,,,,,,29300000.0,,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32724000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105600000.0,,,,0.78,,,,,,,,,,,105600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.457401600,,,,,,,,,,,,,,,,,,,,,,,,32746000.0,94900000.0,,,,,,,,,,,,,,,,,,,,,23800000.0,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32746000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94900000.0,,,,0.62,,,,,,,,,,,94900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.465350400,,,,,,,,,,,,,,,,,,,,,,,,32930000.0,116900000.0,,,,,,,,,,,,,,,,,,,,,22500000.0,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32930000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116900000.0,,,,0.59,,,,,,,,,,,116900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.473299200,427800000.0,,,427800000.0,,,,,,,,,,,,,,,,,,,,,110400000.0,,100000000.0,,,,,,,,,,,,,,,,100000000.0,,,24400000.0,,,,,,,,,,,,,,,86400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32851711.0,,,,427800000.0,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,,,,,,,,,32851711.0,,,,,,,,,,,,,,,110400000.0,,,,,,,,,,,,,2.63,,110400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.481075200,,,,,,,,,,,,,,,,,,,,,,,,33246000.0,121600000.0,,,,,,,,,,,,,,,,,,,,,29600000.0,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33246000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121600000.0,,,,0.8,,,,,,,,,,,121600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
