,quarterlyNetIncomeCommonStockholders,annualBasicEPS,trailingTaxProvision,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualEndCashPosition,annualCurrentDebt,annualCurrentAccruedExpenses,quarterlyDilutedAverageShares,annualOtherCurrentAssets,annualBasicAverageShares,annualCostOfRevenue,quarterlyOtherNonCashItems,trailingOperatingIncome,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockBasedCompensation,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,quarterlyEbitda,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,trailingEndCashPosition,annualAccumulatedDepreciation,annualInvestmentsAndAdvances,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,annualFreeCashFlow,quarterlyDeferredIncomeTax,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,annualOtherNonCurrentAssets,annualChangeInWorkingCapital,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,trailingCostOfRevenue,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyIncomeTaxPayable,annualTotalAssets,quarterlyOtherCurrentAssets,annualNetIncome,annualRetainedEarnings,quarterlyBasicEPS,annualDilutedAverageShares,quarterlyLongTermDebt,annualLongTermDebt,quarterlyChangeInInventory,annualBeginningCashPosition,annualAccountsReceivable,annualCurrentAssets,trailingNetOtherInvestingChanges,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyGrossProfit,annualDilutedEPS,trailingRepurchaseOfCapitalStock,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,quarterlyOperatingExpense,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,trailingNetIncomeCommonStockholders,trailingChangeInAccountPayable,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,annualStockholdersEquity,quarterlyGoodwill,quarterlyNetIncome,trailingCommonStockIssuance,quarterlyNetIncomeContinuousOperations,annualTaxProvision,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyTaxProvision,annualInventory,trailingCashFlowFromContinuingFinancingActivities,annualStockBasedCompensation,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCommonStockIssuance,trailingOtherIncomeExpense,annualCapitalStock,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCurrentDebt,annualCurrentLiabilities,trailingChangeInInventory,annualOtherIntangibleAssets,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyBasicAverageShares,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,annualGrossProfit,trailingPurchaseOfBusiness,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,annualEbitda,annualNetPPE,annualPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,trailingCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInInventory,quarterlyTotalAssets,trailingPretaxIncome,trailingNetIncome,annualGoodwill,trailingChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,trailingBeginningCashPosition,quarterlyTotalNonCurrentAssets,annualChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingCapitalExpenditure,quarterlyOtherShortTermInvestments,annualOtherNonCurrentLiabilities,annualGrossPPE,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyChangesInAccountReceivables,annualInterestExpense,quarterlyRepurchaseOfCapitalStock,annualPretaxIncome,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyDilutedEPS,quarterlyAccountsPayable,annualRepaymentOfDebt,trailingGrossProfit,trailingChangeInWorkingCapital,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingRepaymentOfDebt,quarterlyCapitalStock,annualOtherIncomeExpense,annualTotalRevenue,quarterlyBeginningCashPosition,annualPurchaseOfInvestment,trailingTotalRevenue,trailingDeferredIncomeTax,annualCapitalExpenditure,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594259200,,,,,,,,,133397984.0,,,,,,,,,,,,97300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,97300000.0,97300000.0,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133397984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602208000,,,,,,,,,133397984.0,,,,,,,,,,,,78600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,78600000.0,78600000.0,,,,,,,,0.046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133397984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609897600,6000000.0,,,,,,,,133333333.0,,,,,,,,,,,,11100000.0,,,,,,66100000.0,,,,,,,,,116900000.0,,,,,,,,,,107200000.0,86000000.0,88800000.0,9500000.0,139800000.0,,,,3000000.0,,,0.045,,17700000.0,,,,,,,,100000.0,,75000000.0,,,,,13800000.0,,,30900000.0,,,,4300000.0,,,,,2700000.0,69100000.0,,,6000000.0,,6000000.0,,,,3400000.0,,,,45200000.0,,-62000000.0,13100000.0,32200000.0,,1000000.0,42400000.0,,,,,42400000.0,900000.0,,700000.0,,,,,,133333333.0,,9400000.0,,1000000.0,,,,,,,,,,,,,,186000000.0,,,,,,,46200000.0,,,11500000.0,,,,,,,,,,,,,,0.045,73800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617846400,8800000.0,0.248125,,-2200000.0,0.0,0.0,700000.0,,,7200000.0,133400504.0,313000000.0,,,,,65000000.0,,-83400000.0,,15400000.0,,0.0,,-63600000.0,,-2700000.0,6400000.0,35200000.0,-600000.0,,,,1300000.0,8900000.0,157400000.0,16500000.0,,,14100000.0,33100000.0,0.0,7100000.0,,,109900000.0,92400000.0,115400000.0,13800000.0,110100000.0,157400000.0,,157700000.0,7200000.0,33100000.0,-2700000.0,,133400504.0,52400000.0,52400000.0,1700000.0,32500000.0,,110100000.0,,-85200000.0,100000.0,,97400000.0,33100000.0,,,,18000000.0,0.248125,,65000000.0,,10000000.0,47600000.0,4200000.0,100000.0,,,,2600000.0,300000.0,300000.0,,8800000.0,,8800000.0,18800000.0,6500000.0,0.0,5200000.0,30500000.0,,,46300000.0,,-63600000.0,12500000.0,30500000.0,,2400000.0,7100000.0,,,,47300000.0,7100000.0,2000000.0,,700000.0,92400000.0,,,,12500000.0,,,14000000.0,,1300000.0,67100000.0,,,0.0,57100000.0,46300000.0,,16300000.0,-2200000.0,-49400000.0,,7100000.0,-3600000.0,157700000.0,,,,,-25400000.0,,47600000.0,,,91700000.0,,,100000.0,109900000.0,-35300000.0,,,5700000.0,,51900000.0,-1300000.0,,1600000.0,,,,,,50600000.0,,,,7200000.0,380100000.0,0.0,,,,-12100000.0,91700000.0,,-12100000.0,,-60600000.0,,,,,,,,,,,,,,
625795200,5200000.0,,,-2400000.0,0.0,,,,134193548.0,,,,,,,,,,-800000.0,,11400000.0,,,,,,1700000.0,1600000.0,,,,,,,,151200000.0,,,,6000000.0,,,,,,112500000.0,89400000.0,107400000.0,9800000.0,107500000.0,,,,3500000.0,,,0.03875,,49300000.0,,600000.0,,,,,,0.0,,93400000.0,,,,,14000000.0,,,61800000.0,,,,4200000.0,,,,,2600000.0,4900000.0,,,5200000.0,,5200000.0,,,0.0,3200000.0,,,,47300000.0,,-65200000.0,12500000.0,29900000.0,,200000.0,9100000.0,,,,,9100000.0,1600000.0,,700000.0,,,,,,134193548.0,,8400000.0,,1300000.0,,,,-100000.0,,,,8400000.0,-2400000.0,-4000000.0,,,,156100000.0,,,,,,,48600000.0,,,9200000.0,,,,,2000000.0,,,,,,,,1600000.0,0.03875,79500000.0,,,,,,,,,,7100000.0,,,,,,,,,,,,,,,,,,,,,,,
633744000,4300000.0,,,-4100000.0,0.0,,,,137600000.0,,,,,,,,,,-900000.0,,9000000.0,,,,,,5200000.0,-300000.0,,,,,,,,159200000.0,,,,800000.0,,,,,,114700000.0,102400000.0,109000000.0,7400000.0,118400000.0,,,,1900000.0,,,0.03125,,44900000.0,,-5600000.0,,,,,,0.0,,96900000.0,,,,,12100000.0,,,56800000.0,,,,4700000.0,,,,,3100000.0,8400000.0,,,4300000.0,,4300000.0,,,0.0,2400000.0,,,,48100000.0,,-66600000.0,11900000.0,35500000.0,,700000.0,4800000.0,,,,,4800000.0,1400000.0,,800000.0,,,,,,137600000.0,,6700000.0,,1100000.0,,,,200000.0,,,,4900000.0,-4100000.0,-5100000.0,,,,167600000.0,,,,,,,49200000.0,,,8800000.0,,,,,-4300000.0,,,,,,,,1600000.0,0.03125,92800000.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
641433600,1900000.0,,,-3800000.0,0.0,,,,132173913.0,,,,,,,,,,-800000.0,,5700000.0,,,,,,6300000.0,2700000.0,,-300000.0,,,,,,140700000.0,,,,2200000.0,,,,,,118400000.0,88800000.0,107400000.0,4000000.0,99000000.0,,,,2900000.0,,,0.014375,,40300000.0,,200000.0,,,,,,0.0,,98900000.0,,,,,8500000.0,,,51900000.0,,,,4500000.0,,,,,2900000.0,9500000.0,,,1900000.0,,1900000.0,,,0.0,900000.0,,,,50100000.0,,-68300000.0,11600000.0,35300000.0,,100000.0,1600000.0,,,,,1600000.0,1200000.0,,800000.0,,,,,,132173913.0,,2800000.0,,1100000.0,,,,0.0,,,,6000000.0,-3800000.0,-5400000.0,,,,150200000.0,,,,,,,51200000.0,,,11100000.0,,,,,-3200000.0,,,,,,,,1700000.0,0.014375,76900000.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
649382400,12700000.0,0.179375,,-5000000.0,0.0,0.0,800000.0,,,2600000.0,133797909.0,380400000.0,,,,,44700000.0,,-800000.0,,21300000.0,,0.0,,-69700000.0,,18200000.0,-300000.0,18300000.0,-1000000.0,,,,1000000.0,3700000.0,128100000.0,16700000.0,,,9300000.0,24000000.0,0.0,3900000.0,,,123200000.0,83400000.0,114000000.0,19700000.0,95000000.0,128100000.0,,149500000.0,2600000.0,24000000.0,18200000.0,,133797909.0,34100000.0,34100000.0,3500000.0,7100000.0,,95000000.0,,-3300000.0,0.0,,91100000.0,24000000.0,,,,22900000.0,0.179375,,44700000.0,,10200000.0,54500000.0,3200000.0,,,,,1600000.0,21400000.0,21400000.0,,12700000.0,,12700000.0,13400000.0,6500000.0,0.0,6900000.0,31800000.0,,,53500000.0,,-69700000.0,10600000.0,31800000.0,,1200000.0,3900000.0,,,,33600000.0,3900000.0,1100000.0,,800000.0,83400000.0,,,,10600000.0,,,19600000.0,,1000000.0,57400000.0,,,-100000.0,47200000.0,53500000.0,,14300000.0,-5000000.0,-7000000.0,,3900000.0,-1300000.0,149500000.0,,,,,-3200000.0,,54500000.0,,,82600000.0,,,0.0,123200000.0,2300000.0,,,5400000.0,,37400000.0,-1900000.0,,1600000.0,,,,,,40700000.0,,,,2100000.0,437800000.0,0.0,,,,-15300000.0,82600000.0,,-15300000.0,,-21500000.0,,,,,,,,,,,,,,
657331200,2800000.0,,,-9200000.0,0.0,,,,131764706.0,,,,-100000.0,,,,,,-1000000.0,,6700000.0,,,,,,20100000.0,9700000.0,,100000.0,,,,,,148900000.0,,,,5300000.0,,,,,,132200000.0,110700000.0,137300000.0,4900000.0,110700000.0,,,,2800000.0,,,0.02125,,27500000.0,,2400000.0,,,,,,0.0,,128000000.0,,,,,9300000.0,,,38200000.0,,,,4400000.0,,,,,2600000.0,23700000.0,,,2800000.0,,2800000.0,,,0.0,1500000.0,,,,60800000.0,,-71400000.0,10700000.0,29300000.0,,100000.0,1600000.0,,,,,1600000.0,700000.0,,800000.0,,,,,,131764706.0,,4300000.0,,1100000.0,,,,0.0,,,,14500000.0,-9200000.0,-7600000.0,,,,172600000.0,,,,,,,61900000.0,,,15100000.0,,,,,-2300000.0,,,,,,,,1800000.0,0.02125,94800000.0,,,,,,,,,,3900000.0,,,,,,,,,,,,,,,,,,,,,,,
