,timestamp,quarterlyNonCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,annualInvestmentsAndAdvances,annualNetIncomeContinuousOperations,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,annualCurrentAccruedExpenses,quarterlyGrossPPE,quarterlyIncomeTaxPayable,annualOperatingExpense,annualCashAndCashEquivalents,annualTaxProvision,quarterlyBasicEPS,quarterlyOperatingIncome,quarterlyTotalRevenue,annualInterestExpense,trailingBeginningCashPosition,annualChangesInAccountReceivables,trailingCostOfRevenue,trailingChangesInAccountReceivables,trailingChangeInAccountPayable,annualTotalRevenue,annualCurrentAssets,trailingResearchAndDevelopment,trailingOperatingExpense,quarterlyStockBasedCompensation,annualDeferredIncomeTax,quarterlyEbitda,annualNetOtherFinancingCharges,annualResearchAndDevelopment,annualCommonStockIssuance,annualOtherNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualOtherShortTermInvestments,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyDilutedAverageShares,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyPretaxIncome,quarterlyCurrentAssets,trailingNetIncomeCommonStockholders,quarterlyPurchaseOfBusiness,trailingNetIncome,annualTotalAssets,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,annualCurrentDebt,quarterlyRepaymentOfDebt,annualCostOfRevenue,annualOtherCurrentAssets,quarterlyOtherCurrentAssets,annualLongTermDebt,annualNetIncome,annualBeginningCashPosition,annualFreeCashFlow,annualTotalNonCurrentAssets,trailingTaxProvision,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,annualBasicEPS,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyResearchAndDevelopment,quarterlyCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,annualStockholdersEquity,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualOtherNonCashItems,annualPurchaseOfBusiness,trailingOtherNonCashItems,trailingStockBasedCompensation,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyCapitalExpenditure,annualCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,annualDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyDilutedEPS,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualDilutedEPS,annualPurchaseOfInvestment,quarterlyTaxProvision,quarterlyCurrentDeferredRevenue,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyNetPPE,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyOperatingExpense,annualNetPPE,annualCurrentLiabilities,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualGrossProfit,quarterlyAccountsReceivable,annualStockBasedCompensation,annualOperatingCashFlow,annualGoodwill,annualSaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,annualRepaymentOfDebt,quarterlyFreeCashFlow,annualBasicAverageShares,annualOtherNonCurrentLiabilities,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,trailingPretaxIncome,annualPretaxIncome,quarterlyBasicAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetIncomeCommonStockholders,annualEndCashPosition,quarterlyCashAndCashEquivalents,quarterlyTotalAssets,trailingCapitalExpenditure,annualNonCurrentDeferredRevenue,trailingTotalRevenue,trailingOtherIncomeExpense,annualOperatingIncome,trailingPurchaseOfInvestment,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,trailingInvestingCashFlow,annualAccountsPayable,quarterlyTotalNonCurrentAssets,annualGrossPPE,trailingOperatingIncome,quarterlyOtherIntangibleAssets,trailingEndCashPosition,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,annualIncomeTaxPayable,quarterlyInterestExpense,quarterlySaleOfInvestment,trailingCashDividendsPaid,trailingBasicAverageShares,annualChangeInInventory,trailingPurchaseOfBusiness,trailingNetOtherFinancingCharges,annualInventory,trailingDeferredIncomeTax,quarterlyDeferredIncomeTax,trailingDilutedEPS,trailingNetOtherInvestingChanges,quarterlyInventory,annualCashDividendsPaid,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyCashDividendsPaid,trailingInterestExpense,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,980899200,,,,,,-31864000.0,,,,,,,,,,,35613000.0,,,,,,42000.0,,,,,,5435000.0,,,,,,,,3366000.0,,,,,,,,,,,-31671000.0,,,,,,,,,,,,,37047000.0,,-37123000.0,,,66376000.0,,,,,,,3422000.0,,,,-31671000.0,,,,,32247000.0,,-0.595,,,,,53256000.0,-29329000.0,,,,,,,,,,,,,,,,,,,-0.595,,,,,,,,,59852000.0,,,,,,2013000.0,,,,,,,,,,-33600000.0,,,53256000.0,,,,,,,,,,,-31864000.0,,,,,,,,,,,-33600000.0,,63000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1012435200,,,,,,-29034000.0,,,,,,,,,,,45887000.0,,0.0,,,,272000.0,,,,,,22409000.0,,,,,,,,5308000.0,,,,,,,,,,,-28609000.0,,,,,,,,,,,,,29713000.0,,-65732000.0,,,19924000.0,,,,,,,6047000.0,,,,-28609000.0,,,,,32922000.0,,-0.34,,,,,84156000.0,9789000.0,,,,,,,,,,,,,,,,,,,-0.34,,,,,,,,,61137000.0,,,,,,16362000.0,,,,,,,,,,-29525000.0,,,84156000.0,,,,,,,,,,,-29034000.0,,,,,,,,,,,-29525000.0,,8000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1043971200,,,,,,-9716000.0,,,,,-342000.0,-2022000.0,,8487000.0,,,51128000.0,8709000.0,,,,,77000.0,,,,,,50991000.0,29967000.0,,,,,,0.0,4648000.0,2131000.0,4718000.0,,,,7300000.0,-4851000.0,66343000.0,,,-9716000.0,,4405000.0,,,,,,,,,,,39673000.0,,-75448000.0,,,95138000.0,,,19171000.0,,531000.0,,10363000.0,3045000.0,,,-9716000.0,11709000.0,3191000.0,9706000.0,,46480000.0,,-0.0925,,,,,105500000.0,-55875000.0,,,,,,,,-9555000.0,,,,1032000.0,,5549000.0,,,,,-0.0925,-27977000.0,,,,9581000.0,,,,29000.0,,4988000.0,28795000.0,,,40628000.0,,,5213000.0,,20677000.0,,,,,-4951000.0,,,105500000.0,5128000.0,,,-11156000.0,,-3000000.0,16009000.0,-233000.0,0.0,,-10008000.0,,,,8709000.0,,,,,,,-10500000.0,,98000.0,,,,,606000.0,,9839000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1051660800,,,,,,,15558000.0,,,,,,,,,,,,,0.0025,14318000.0,18913000.0,,,,,,,,,,,,,14318000.0,,,,,,,,,,,,,,,,,,366472000.0,,,401000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240000.0,,,,,,,,,,,,368000.0,368000.0,,,,,,0.001004,,,,,49000.0,,,,,,315000.0,,1240000.0,,,3355000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,114640000.0,,368000.0,,,,,,,,,,,,,,,,,,,,,,,,,9000.0,,,,,,,,,,,,,,,,,,,,,
5,1059609600,,,,,,,,,,,,,,,,,,,,0.0075,24006000.0,24006000.0,,,,,,,,,,,,,24006000.0,,,,,,,,,,,,,,,,,,351600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879000.0,879000.0,,,,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117200000.0,,879000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1067558400,,,,,,,,,,,,,,,,,,,,0.0075,24006000.0,24006000.0,,,,,,,,,,,,,24006000.0,,,,,,,,,,,,,,,,,,351600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879000.0,879000.0,,,,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117200000.0,,879000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1075507200,,132973000.0,,,,3514000.0,,-9915000.0,,2035000.0,-17000.0,-2916000.0,,17682000.0,12087000.0,,75032000.0,10463000.0,541000.0,,-68300000.0,24005000.0,22000.0,,,,,,96023000.0,74146000.0,,,,,-68300000.0,0.0,6962000.0,1647000.0,8296000.0,,,,25349000.0,-7018000.0,62967000.0,,,3514000.0,62967000.0,6011000.0,-71934000.0,25349000.0,,70006000.0,,,74146000.0,,,,87511000.0,-46237000.0,-71934000.0,,,132973000.0,,-7018000.0,49677000.0,1830000.0,78000.0,,17273000.0,8266000.0,8266000.0,,3514000.0,8709000.0,18865000.0,13365000.0,,71515000.0,,0.03,,,,,381636000.0,-46237000.0,,8296000.0,,,,,,-21144000.0,878000.0,878000.0,,1099000.0,,11190000.0,,,,,0.01,-39900000.0,,49677000.0,534000.0,26536000.0,,5069000.0,,32000.0,,5069000.0,70006000.0,,17682000.0,78750000.0,26536000.0,,21781000.0,,21851000.0,,,,32000.0,14908000.0,,,118420000.0,1830000.0,,,-9915000.0,,1754000.0,35812000.0,-179000.0,534000.0,,4239000.0,,35812000.0,878000.0,10463000.0,10463000.0,87511000.0,,,,,3718000.0,,3609000.0,,,,,2035000.0,13365000.0,12087000.0,,,,78000.0,,,,,,,,,,,,,,,,,,,,,,,,,
8,1083283200,,136241000.0,,1011000.0,,,28476000.0,-9216000.0,,1782000.0,,,,,11979000.0,,,,,0.0025,361000.0,34839000.0,,,,,,,,,,,,,4702000.0,,,,,,5560000.0,-13108000.0,,,,,-36000.0,,62891000.0,,-71497000.0,38173000.0,401592000.0,73350000.0,,524000.0,80692000.0,,,,,-44056000.0,,-6000.0,25988000.0,,,-7431000.0,,1754000.0,,,,,7782000.0,,,,,,,,,,0.0,,2127000.0,1548000.0,,,,7737000.0,1642000.0,,,,,,437000.0,437000.0,-278000.0,,6659000.0,,,0.0025,,,,,70000.0,52340000.0,560000.0,,,4548000.0,20000.0,,28115000.0,,,6363000.0,18648000.0,,24490000.0,,,,,-4903000.0,,10463000.0,33000.0,,,6381000.0,,,,,,,,,,,,,126752000.0,43733000.0,437000.0,,5560000.0,92977000.0,,,,,,,,,-40726000.0,,,,12285000.0,,,,,20000.0,4341000.0,,,1000.0,27902000.0,,,,,,,,,,,,,,,,,,,,
9,1091232000,,92373000.0,,7941000.0,,,32399000.0,-9910000.0,,1947000.0,,,,,14001000.0,,,,,0.005,1165000.0,40581000.0,,,,,,,,,,,,,5719000.0,,,,,,61093000.0,-73085000.0,,,,,,,2693000.0,,-70327000.0,55057000.0,430996000.0,89680000.0,,1518000.0,156968000.0,,,,,133187000.0,,760000.0,29160000.0,,,-8015000.0,,1689000.0,,,,,7374000.0,,,,,,,,,,-43000.0,,2074000.0,113736000.0,,,,63559000.0,113900000.0,,,,,,1170000.0,1170000.0,-484000.0,,14935000.0,,,0.0025,,,,,202000.0,61557000.0,540000.0,,,5986000.0,5000.0,,31234000.0,,,8182000.0,25078000.0,,29944000.0,,,,,55533000.0,,5560000.0,103000.0,,,14451000.0,,,,,,,,,,,,,258096000.0,116150000.0,1170000.0,,61093000.0,226513000.0,,,,,,,,,-45459000.0,,,,69545000.0,,,,,558000.0,4554000.0,,,5000.0,,,,,,,,,,,,,,,,,,,,,
