,trailingInvestingCashFlow,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingSaleOfInvestment,annualInvestingCashFlow,trailingPretaxIncome,trailingCashDividendsPaid,annualTotalAssets,trailingPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualBasicEPS,trailingNetIncome,annualLongTermDebt,annualStockholdersEquity,annualOtherNonCashItems,quarterlyOtherCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyCommonStockIssuance,quarterlyAccountsReceivable,annualCurrentLiabilities,annualRetainedEarnings,trailingStockBasedCompensation,annualInventory,quarterlyGoodwill,quarterlyBasicEPS,annualGoodwill,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,annualStockBasedCompensation,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,trailingChangeInWorkingCapital,quarterlyInventory,annualCapitalStock,annualAccountsPayable,annualChangeInAccountPayable,trailingOtherIncomeExpense,annualTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashDividendsPaid,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualOtherIntangibleAssets,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,annualDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,trailingTotalRevenue,annualEbitda,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualOperatingIncome,annualNetOtherInvestingChanges,annualGrossPPE,annualCashAndCashEquivalents,quarterlyCurrentDebt,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,trailingEndCashPosition,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,quarterlyOtherNonCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,trailingDeferredIncomeTax,trailingCapitalExpenditure,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,annualOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyGrossPPE,annualDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,trailingInterestExpense,trailingBeginningCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualChangesInAccountReceivables,trailingOperatingExpense,annualRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,annualDilutedAverageShares,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingRepurchaseOfCapitalStock,annualInterestExpense,quarterlyBasicAverageShares,quarterlyEndCashPosition,annualRepaymentOfDebt,quarterlyInvestingCashFlow,trailingResearchAndDevelopment,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyCurrentLiabilities,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,annualResearchAndDevelopment,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,annualGrossProfit,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCostOfRevenue,annualChangeInWorkingCapital,quarterlyNetPPE,annualOtherCurrentAssets,quarterlyRetainedEarnings,quarterlyTaxProvision,annualBasicAverageShares,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,quarterlyOperatingIncome,trailingTaxProvision,annualNetIncome,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualFreeCashFlow,annualBeginningCashPosition,annualOperatingExpense,annualCashDividendsPaid,annualCurrentDeferredRevenue,annualCostOfRevenue,annualPurchaseOfBusiness,trailingOtherNonCashItems,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyChangeInInventory,trailingBasicAverageShares,trailingChangeInInventory,quarterlyChangesInAccountReceivables,trailingChangesInAccountReceivables,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
1009756800,,,,2311000000.0,,1032000000.0,1032000000.0,,-2821000000.0,,,40305000000.0,,2345000000.0,1.644281,,1504000000.0,25495000000.0,-254000000.0,2175000000.0,,,,585000000.0,2100000000.0,,6456000000.0,,,3228000000.0,8587000000.0,22954000000.0,,2482000000.0,,,,1553000000.0,2448000000.0,2345000000.0,,,3228000000.0,1504000000.0,,,,2482000000.0,871000000.0,1092000000.0,,,19335000000.0,6160000000.0,,5468000000.0,-823000000.0,,13183000000.0,,6727000000.0,4431000000.0,3952000000.0,6456000000.0,13183000000.0,,871000000.0,1.638258,-214000000.0,6727000000.0,,4977000000.0,564000000.0,,,4392000000.0,-3623000000.0,10784000000.0,6727000000.0,3062000000.0,,,,,,,14747000000.0,5108000000.0,8293000000.0,40305000000.0,1032000000.0,3952000000.0,,19665000000.0,,,2311000000.0,,,,,-815000000.0,8293000000.0,,7656000000.0,10784000000.0,,-5316000000.0,,,1747000000.0,,,1092000000.0,,,-823000000.0,,20640000000.0,,,-2322000000.0,,,,2587504532.0,25495000000.0,2100000000.0,-1000000.0,1415000000.0,-9805000000.0,4239000000.0,,2175000000.0,,221000000.0,,,,,,,,8587000000.0,158000000.0,19665000000.0,,2528000000.0,20640000000.0,,,14576000000.0,14747000000.0,869000000.0,6160000000.0,,,,,124000000.0,5468000000.0,1747000000.0,22954000000.0,,2578026505.0,5138000000.0,4239000000.0,,-46000000.0,,,-9805000000.0,,4239000000.0,3062000000.0,-5316000000.0,3616000000.0,5313000000.0,10184000000.0,-1324000000.0,158000000.0,4759000000.0,,,,,,,,,,,,,,,
1017532800,,,,,,1090000000.0,1090000000.0,,,,,,,,,,,,,,2534883721.0,,,,,,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090000000.0,,,,,,,,,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,4858000000.0,,,,,,2534883721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4858000000.0,,,,,,4858000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,,,5428000000.0,,1392000000.0,1392000000.0,,,,,,,,,,,,,3634000000.0,2547000000.0,715000000.0,,,,,,1297000000.0,,3612000000.0,,,,,,0.5472,,,,,,,,1595000000.0,,16000000.0,,2785000000.0,,,,,,,,,,,12905000000.0,,12905000000.0,,,,,,,,,,,,,,,,,,,3454000000.0,,,,,,,15138000000.0,,27638000000.0,43077000000.0,1392000000.0,,,22322000000.0,,,,,,,,,,,,0.0,,,0.5472,,1453000000.0,,,1027000000.0,,,2386000000.0,,,,,,,,,,27939000000.0,,,,1442000000.0,,,,,,2547000000.0,,,,,4301000000.0,2859000000.0,8115000000.0,,,,,20755000000.0,2143000000.0,,,,,7023000000.0,,,1657000000.0,,,-5316000000.0,,25553000000.0,265000000.0,,5598000000.0,,,,,,1442000000.0,,,,-5316000000.0,,,,,,,,,,,,,,,,,,,,,
1033344000,,1311000000.0,,5383000000.0,-2991000000.0,1111000000.0,1111000000.0,,,,,,,,,,,,,4002000000.0,2528000000.0,676000000.0,,,,,,1211000000.0,,3664000000.0,,,,,,0.39,,,,,,,,1585000000.0,,10000000.0,,2794000000.0,,,,,,,,,,,10331000000.0,,10331000000.0,,,,,244000000.0,,,,,,,,7857000000.0,,,,,,3330000000.0,,,,1761000000.0,,,15249000000.0,,,41116000000.0,1111000000.0,,,22992000000.0,1084000000.0,-5846000000.0,,,,,,,,,,,,,0.39,,1335000000.0,,-688000000.0,949000000.0,,,25867000000.0,,,,,,,,0.0,,25867000000.0,,,,1486000000.0,,,,,,2528000000.0,6073000000.0,,1534000000.0,,3848000000.0,2606000000.0,8281000000.0,,,-244000000.0,,18124000000.0,1930000000.0,,,,,6968000000.0,,,1340000000.0,,,,,,229000000.0,,5059000000.0,,-227000000.0,,-5846000000.0,,1242000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,,2426000000.0,-7383000000.0,2876000000.0,2109000000.0,1678000000.0,1678000000.0,,-3182000000.0,,,45144000000.0,,2828000000.0,2.104578,,2736000000.0,28344000000.0,-224000000.0,1756000000.0,,1094000000.0,,690000000.0,2405000000.0,,6762000000.0,1760000000.0,,3707000000.0,8294000000.0,26978000000.0,,2971000000.0,,,,7860000000.0,,2828000000.0,,,3707000000.0,2736000000.0,,402000000.0,,2971000000.0,1008000000.0,1270000000.0,,,23151000000.0,8440000000.0,,6338000000.0,-2631000000.0,,12575000000.0,,5813000000.0,5830000000.0,4407000000.0,6762000000.0,12575000000.0,-84000000.0,1008000000.0,2.053952,-4726000000.0,5813000000.0,,6324000000.0,420000000.0,6073000000.0,,5634000000.0,-2072000000.0,12878000000.0,5813000000.0,2849000000.0,,,,-5939000000.0,,,16734000000.0,6289000000.0,11345000000.0,45144000000.0,1678000000.0,4407000000.0,,24274000000.0,1864000000.0,,2876000000.0,,,,,-1186000000.0,11345000000.0,,8977000000.0,12878000000.0,,-6540000000.0,,,1617000000.0,,1054000000.0,1270000000.0,,,-2631000000.0,,20870000000.0,,,-3676000000.0,,,-2677000000.0,2543389524.0,28344000000.0,2405000000.0,0.0,-2149000000.0,1888000000.0,5224000000.0,,1756000000.0,,218000000.0,,5813000000.0,,-1114000000.0,,6045000000.0,4157000000.0,8294000000.0,14000000.0,24274000000.0,84000000.0,3099000000.0,20870000000.0,3063000000.0,,17710000000.0,16734000000.0,1065000000.0,8440000000.0,,,2013000000.0,,-126000000.0,6338000000.0,1617000000.0,26978000000.0,335000000.0,2482207835.0,7805000000.0,5224000000.0,-562000000.0,-490000000.0,822000000.0,,1888000000.0,,5224000000.0,2849000000.0,-6540000000.0,4644000000.0,7962000000.0,12076000000.0,-1639000000.0,14000000.0,5441000000.0,,,,,,,,,,,,,,,
1049068800,,1759000000.0,,6210000000.0,176000000.0,1063000000.0,1063000000.0,,,,,,,,,,,,,5272000000.0,2472900000.0,843000000.0,,,,,6922000000.0,1363000000.0,,3928000000.0,,,,,,0.43,,,,,,,,2898000000.0,,-246000000.0,,3147000000.0,,,,,,,-1724000000.0,,,,12896000000.0,,5974000000.0,,,,,304000000.0,,,,,,,,5798000000.0,,,,,,2981000000.0,,,,,,,18649000000.0,,,46662000000.0,1063000000.0,,,24782000000.0,1540000000.0,139000000.0,,,,,,,,-122000000.0,,,,,0.42,167000000.0,1909000000.0,,451000000.0,1288000000.0,,,1696000000.0,,,,,,,,0.0,,28013000000.0,,,,1655000000.0,,,,,,2472900000.0,5974000000.0,,-52000000.0,,4358000000.0,3007000000.0,9541000000.0,,,-304000000.0,,21880000000.0,2164000000.0,,,,,9108000000.0,,,1282000000.0,,,,,26317000000.0,219000000.0,,5721000000.0,,-219000000.0,,-1707000000.0,,1351000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,1130000000.0,,6376000000.0,-1420000000.0,1316000000.0,1316000000.0,,,,,,,,,,,,,4439000000.0,2471900000.0,943000000.0,,,,,6583000000.0,1423000000.0,,4259000000.0,,,,,,0.53,,,,,,,,3022000000.0,,9000000.0,,3269000000.0,,,,,,,0.0,,,,11137000000.0,,4554000000.0,,,,,289000000.0,,,,,,,,5974000000.0,,,,,,3948000000.0,,,,,,,19218000000.0,,,45637000000.0,1316000000.0,,,25475000000.0,834000000.0,-2622000000.0,,,,,,,,32000000.0,,,,,0.52,310000000.0,1497000000.0,,-309000000.0,1433000000.0,,,-1214000000.0,,,,,,,,0.0,,26419000000.0,,,,1752000000.0,,,,,,2471900000.0,4554000000.0,,14000000.0,,4780000000.0,3317000000.0,9820000000.0,,,-289000000.0,,20162000000.0,2374000000.0,,,,,9398000000.0,,,1586000000.0,,,,,27633000000.0,270000000.0,,6203000000.0,,-296000000.0,,-2590000000.0,,1463000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,1878000000.0,,6500000000.0,130000000.0,1277000000.0,1277000000.0,,,,,,,,,,,,,4455000000.0,2478000000.0,878000000.0,,,,,7167000000.0,1500000000.0,,4253000000.0,,,,,,0.52,,,,,,,,3042000000.0,,25000000.0,,3231000000.0,,,,,,,0.0,,,,11851000000.0,,4684000000.0,,,,,361000000.0,,,,,,,,4554000000.0,,,,,,2582000000.0,,,,,,,17887000000.0,,,46329000000.0,1277000000.0,,,25814000000.0,1567000000.0,-1238000000.0,,,,,,,,,,,,,0.51,,1180000000.0,,76000000.0,1308000000.0,,,-468000000.0,,,,,,,,0.0,,28442000000.0,,,,1830000000.0,,,,,,2478000000.0,4684000000.0,,-925000000.0,,4710000000.0,3241000000.0,8345000000.0,,,-361000000.0,,20515000000.0,2363000000.0,,,,,9542000000.0,,,1548000000.0,,,,,28910000000.0,271000000.0,,6210000000.0,,-311000000.0,,-879000000.0,,1469000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,,1885000000.0,-10107000000.0,3149000000.0,962000000.0,1360000000.0,1360000000.0,,-1298000000.0,,,49317000000.0,,3138000000.0,2.03,,3191000000.0,30429000000.0,-248000000.0,1950000000.0,,1092000000.0,,1386000000.0,2912000000.0,,7613000000.0,1608000000.0,,4376000000.0,9320000000.0,29533000000.0,,3346000000.0,,,,10511000000.0,,3138000000.0,,,4376000000.0,3191000000.0,,311000000.0,,3346000000.0,1017000000.0,1665000000.0,,,24864000000.0,9478000000.0,0.0,7597000000.0,,,13259000000.0,,5646000000.0,6652000000.0,4708000000.0,7613000000.0,13259000000.0,432000000.0,1017000000.0,2.0,-5764000000.0,5646000000.0,,7275000000.0,99000000.0,4684000000.0,,5889000000.0,-63000000.0,14893000000.0,5646000000.0,2779000000.0,,,,-9970000000.0,,,18798000000.0,6024000000.0,12338000000.0,49317000000.0,1360000000.0,4708000000.0,,27044000000.0,1382000000.0,3412000000.0,3149000000.0,,,,,-1329000000.0,12338000000.0,,9325000000.0,14893000000.0,,-7296000000.0,,,1292000000.0,,239000000.0,1665000000.0,,,,,22273000000.0,,,-3731000000.0,,,-465000000.0,2508000000.0,30429000000.0,2912000000.0,0.0,-152000000.0,2038000000.0,5016000000.0,,1950000000.0,,243000000.0,,5646000000.0,,-335000000.0,,5122000000.0,3516000000.0,9320000000.0,14000000.0,27044000000.0,-432000000.0,3756000000.0,22273000000.0,2424000000.0,,18970000000.0,18798000000.0,1008000000.0,9478000000.0,,,1608000000.0,,457000000.0,7597000000.0,1292000000.0,29533000000.0,248000000.0,2470935961.0,6730000000.0,5016000000.0,-503000000.0,-78000000.0,-588000000.0,,1606000000.0,,5016000000.0,2779000000.0,-7296000000.0,5323000000.0,5798000000.0,13081000000.0,-1724000000.0,14000000.0,5894000000.0,,,,,,,,,,,,,,,
1080691200,,1162000000.0,,6376000000.0,-2398000000.0,1293000000.0,1293000000.0,,,,,,,,,,,,,4425000000.0,2464600000.0,947000000.0,,,,,8858000000.0,1536000000.0,,4326000000.0,,,,,,0.52,,,,,,,,3145000000.0,,31000000.0,,3424000000.0,,,,,,,-1968000000.0,,,,12106000000.0,,3248000000.0,,,,,309000000.0,,,,,,,,5646000000.0,,,,,,3399000000.0,,,,-1030000000.0,,,18942000000.0,,,48267000000.0,1293000000.0,,,27059000000.0,903000000.0,32000000.0,,,,,,,,-316000000.0,,,,,0.52,,1352000000.0,,-241000000.0,1597000000.0,,,467000000.0,,,,,,,,0.0,,29325000000.0,,,,1803000000.0,,,,,,2464600000.0,3248000000.0,,-1289000000.0,,5103000000.0,3609000000.0,9421000000.0,,,-309000000.0,,21208000000.0,2662000000.0,,,,,9521000000.0,,,1557000000.0,,,,,28858000000.0,264000000.0,,6639000000.0,,-259000000.0,,-2252000000.0,,1494000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,1666000000.0,,6296000000.0,322000000.0,1549000000.0,1549000000.0,,,,,,,,,,,,,4477000000.0,2456800000.0,964000000.0,,,,,8731000000.0,1594000000.0,,4482000000.0,,,,,,0.63,,,,,,,,3105000000.0,,-50000000.0,,3458000000.0,,,,,,,,,,,12301000000.0,,3570000000.0,,,,,316000000.0,0.0,,,,,,,3248000000.0,,,,,,2883000000.0,,,,-294000000.0,,,18391000000.0,,,48633000000.0,1549000000.0,,,27005000000.0,1340000000.0,-3024000000.0,,,,,,,,,,,,,0.63,,1387000000.0,,-160000000.0,1630000000.0,,,-1228000000.0,,,,,,,,0.0,,30157000000.0,,,,2110000000.0,,,,,,2456800000.0,3570000000.0,,-620000000.0,,5379000000.0,3585000000.0,8990000000.0,,,-316000000.0,,21628000000.0,2576000000.0,,,,,9401000000.0,,,1870000000.0,,,,,32375000000.0,321000000.0,,6973000000.0,,-326000000.0,,-740000000.0,,1794000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,2136000000.0,,6511000000.0,-390000000.0,1547000000.0,1547000000.0,,,,,,,,,,,,,4800000000.0,2440700000.0,1062000000.0,,,,,9005000000.0,1613000000.0,,4492000000.0,,,,,,0.63,,,,,,,,2915000000.0,,-84000000.0,,3440000000.0,,,,,,,,,,,12185000000.0,,3180000000.0,,,,,403000000.0,0.0,,,,,,,3570000000.0,,,,,,2616000000.0,,,,-1273000000.0,,,18410000000.0,,,49538000000.0,1547000000.0,,,27982000000.0,1839000000.0,-952000000.0,,,,,,,,,,,,,0.63,,1439000000.0,,115000000.0,1568000000.0,,,-1154000000.0,,,,,,,,0.0,,30992000000.0,,,,2120000000.0,,,,,,2440700000.0,3180000000.0,,-1570000000.0,,5444000000.0,3727000000.0,8984000000.0,,,-403000000.0,,21556000000.0,2470000000.0,,,,,9426000000.0,,,1864000000.0,,,,,33922000000.0,317000000.0,,7057000000.0,,-297000000.0,,-952000000.0,,1717000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,,1761000000.0,-7315000000.0,3350000000.0,2903000000.0,1378000000.0,1378000000.0,,-3219000000.0,,,54469000000.0,,3384000000.0,2.36,,2736000000.0,33783000000.0,-219000000.0,3484000000.0,,1234000000.0,,1388000000.0,1442000000.0,,8510000000.0,1882000000.0,,4851000000.0,11078000000.0,32902000000.0,,3558000000.0,,,,6525000000.0,60000000.0,3384000000.0,,,4851000000.0,2736000000.0,,129000000.0,,3558000000.0,1008000000.0,2020000000.0,,,28247000000.0,9470000000.0,,8497000000.0,,,14593000000.0,,6083000000.0,6725000000.0,5629000000.0,8510000000.0,14593000000.0,360000000.0,1008000000.0,2.34,-3124000000.0,6083000000.0,,7927000000.0,-221000000.0,3180000000.0,,6539000000.0,-258000000.0,16846000000.0,6083000000.0,4119000000.0,,,,-4718000000.0,,,20548000000.0,6893000000.0,13543000000.0,54469000000.0,1378000000.0,5629000000.0,,29858000000.0,1374000000.0,,3350000000.0,,,,,-1269000000.0,13543000000.0,,10413000000.0,16846000000.0,,-8349000000.0,,,1609000000.0,,418000000.0,2020000000.0,,,,,24611000000.0,,,-1874000000.0,,,-1289000000.0,2464529915.0,33783000000.0,1442000000.0,0.0,437000000.0,1894000000.0,5767000000.0,,3484000000.0,,261000000.0,,6083000000.0,,260000000.0,,5696000000.0,4162000000.0,11078000000.0,13000000.0,29858000000.0,-360000000.0,4207000000.0,24611000000.0,2952000000.0,,21622000000.0,20548000000.0,1126000000.0,9470000000.0,,,1602000000.0,,132000000.0,8497000000.0,1609000000.0,32902000000.0,224000000.0,2443644068.0,7578000000.0,5767000000.0,-387000000.0,23000000.0,820000000.0,,1534000000.0,,5767000000.0,4119000000.0,-8349000000.0,5456000000.0,5646000000.0,15083000000.0,-1993000000.0,13000000.0,6625000000.0,,,,,,,,,,,,,,,
1112227200,,1957000000.0,,6270000000.0,1206000000.0,1481000000.0,1481000000.0,,,,,,,,,,,,,6024000000.0,2332100000.0,1087000000.0,,,,,,1853000000.0,,4858000000.0,,,,,,0.63,,,,,,,,2592000000.0,,32000000.0,,3470000000.0,,,,,,,,,,,12282000000.0,,12282000000.0,,,,,285000000.0,,,,,,,,6083000000.0,,,,,,3455000000.0,,,,,,,20184000000.0,,,49646000000.0,1481000000.0,,,27383000000.0,1735000000.0,-3116000000.0,,,,,,,,,,,,,0.63,2625000000.0,1653000000.0,,209000000.0,1843000000.0,,,29462000000.0,,,,,,,,0.0,,29462000000.0,,,,1965000000.0,,,,,,2332100000.0,7289000000.0,,2403000000.0,,5488000000.0,3808000000.0,11322000000.0,,,-152000000.0,,22263000000.0,2720000000.0,,,,,8862000000.0,,,1758000000.0,,,,,,281000000.0,,7341000000.0,,-222000000.0,,-3116000000.0,,1680000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,1325000000.0,,7514000000.0,-2350000000.0,1646000000.0,1646000000.0,,,,,,,,,,,,,5477000000.0,2329600000.0,1096000000.0,,,,,,1975000000.0,,5091000000.0,,,,,,0.8458,,,,,,,,2493000000.0,,-50000000.0,,3968000000.0,,,,,,,,,,,9440000000.0,,9440000000.0,,,,,294000000.0,,,,,,,,7289000000.0,,,,,,5201000000.0,,,,,,,22650000000.0,,,53043000000.0,1646000000.0,,,32929000000.0,1062000000.0,1646000000.0,,,,,,,,,,,,,0.8458,312000000.0,1615000000.0,,,1965000000.0,,,30393000000.0,,,,,,,,-5297000000.0,,30393000000.0,,,,2143000000.0,,,,,,2329600000.0,4939000000.0,,-5248000000.0,,5895000000.0,4046000000.0,12643000000.0,,,-597000000.0,,20114000000.0,2866000000.0,,,,,10007000000.0,,,1938000000.0,,,,,,292000000.0,,7870000000.0,,-263000000.0,,1646000000.0,,1849000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,2538000000.0,,8040000000.0,-1407000000.0,1659000000.0,1659000000.0,,,,,,,,,,,,,6217000000.0,2344000000.0,1191000000.0,,,,,,2450000000.0,,5137000000.0,,,,,,0.71,,,,,,,,2435000000.0,,-74000000.0,,3889000000.0,,,,,,,,,,,7947000000.0,,7947000000.0,,,,,498000000.0,,,,,,,,4939000000.0,,,,,,4467000000.0,,,,,,,22932000000.0,,,54670000000.0,1659000000.0,,,36194000000.0,2253000000.0,-597000000.0,,,,,,,,,,,,,0.71,198000000.0,1503000000.0,,,1773000000.0,,,31738000000.0,,,,,,,,0.0,,31738000000.0,,,,2386000000.0,,,,,,2344000000.0,3532000000.0,,-3332000000.0,,6039000000.0,4151000000.0,12457000000.0,,,-197000000.0,,18476000000.0,2821000000.0,,,,,10475000000.0,,,1971000000.0,,,,,,305000000.0,,8489000000.0,,-285000000.0,,-597000000.0,,1888000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,,2260000000.0,-4040000000.0,4449000000.0,2789000000.0,1350000000.0,1350000000.0,,-7482000000.0,,,57732000000.0,,3472000000.0,2.63,,1319000000.0,32990000000.0,-352000000.0,6221000000.0,,1472000000.0,,1765000000.0,1079000000.0,,4612000000.0,2203000000.0,,5343000000.0,15328000000.0,32142000000.0,,3725000000.0,,,,6724000000.0,67000000.0,3472000000.0,,,5343000000.0,1319000000.0,,-72000000.0,,3725000000.0,994000000.0,1961000000.0,,,32212000000.0,9240000000.0,,8679000000.0,,,10933000000.0,,6321000000.0,8080000000.0,13294000000.0,4612000000.0,10933000000.0,688000000.0,994000000.0,2.62,-266000000.0,6321000000.0,,8670000000.0,-170000000.0,3532000000.0,,6905000000.0,-185000000.0,16514000000.0,6321000000.0,5993000000.0,,,,,,,24568000000.0,7265000000.0,10915000000.0,57732000000.0,1350000000.0,13294000000.0,,36289000000.0,1842000000.0,,4449000000.0,,,,,-1188000000.0,10915000000.0,,11544000000.0,16514000000.0,,-7835000000.0,,3589000000.0,1442000000.0,,600000000.0,1961000000.0,,,,,21443000000.0,,,-231000000.0,,,-185000000.0,2339694656.0,32990000000.0,1079000000.0,0.0,238000000.0,2176000000.0,6130000000.0,,6221000000.0,,294000000.0,,6321000000.0,,-1305000000.0,,6236000000.0,4748000000.0,15328000000.0,74000000.0,36289000000.0,594000000.0,4846000000.0,21443000000.0,3137000000.0,,23658000000.0,24568000000.0,1124000000.0,9240000000.0,,,1598000000.0,,872000000.0,8679000000.0,1442000000.0,32142000000.0,246000000.0,2330798479.0,8439000000.0,6130000000.0,-418000000.0,175000000.0,1801000000.0,,1488000000.0,,6130000000.0,5993000000.0,-7835000000.0,6892000000.0,6083000000.0,16753000000.0,-2139000000.0,74000000.0,8554000000.0,,,,,,,,,,,,,,,
1143763200,,2144000000.0,,8160000000.0,153000000.0,1947000000.0,1947000000.0,,,,,,,,,,,,,6904000000.0,2354900000.0,1134000000.0,,,,,,2312000000.0,,5292000000.0,,,,,,0.83,,,,,,,,1344000000.0,,242000000.0,,3926000000.0,,,,,,,,,,,11117000000.0,,11117000000.0,,,,,437000000.0,,,,,,,,6321000000.0,,,,,,6750000000.0,,58000000.0,,-169000000.0,,,25094000000.0,,,58848000000.0,1947000000.0,,,36933000000.0,1840000000.0,-1747000000.0,,,,,,,,,,,,,0.83,,1580000000.0,,-262000000.0,1936000000.0,,,-335000000.0,,,,,,,,0.0,,33754000000.0,,,,2546000000.0,,,,,,2339700000.0,6474000000.0,,-241000000.0,,5989000000.0,3880000000.0,15590000000.0,,,-154000000.0,,21915000000.0,2791000000.0,,,,,9504000000.0,,,2356000000.0,,,,,34089000000.0,400000000.0,,8301000000.0,,-304000000.0,,-1747000000.0,,2109000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
