,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingInvestingCashFlow,trailingSaleOfInvestment,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualStockholdersEquity,trailingPurchaseOfBusiness,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualLongTermDebt,trailingPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyCostOfRevenue,trailingChangeInInventory,quarterlyGoodwill,annualRetainedEarnings,annualCurrentLiabilities,annualStockBasedCompensation,annualGoodwill,annualInventory,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,quarterlyAccountsReceivable,annualDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualAccountsReceivable,trailingOperatingCashFlow,annualOperatingIncome,trailingGrossProfit,quarterlyOperatingExpense,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccountsPayable,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyDilutedEPS,annualCommonStockIssuance,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,trailingRepaymentOfDebt,quarterlyCapitalStock,annualEndCashPosition,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBasicEPS,trailingTotalRevenue,trailingNetOtherInvestingChanges,quarterlyCashAndCashEquivalents,annualEbitda,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyCurrentDebt,quarterlyTotalNonCurrentAssets,annualGrossPPE,annualCashAndCashEquivalents,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingPretaxIncome,quarterlyChangesInAccountReceivables,trailingEndCashPosition,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,trailingOperatingExpense,trailingSellingGeneralAndAdministration,annualDeferredIncomeTax,annualOtherNonCurrentAssets,trailingDeferredIncomeTax,annualCapitalExpenditure,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,annualDilutedEPS,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,quarterlyEbitda,annualOtherCurrentLiabilities,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualBasicAverageShares,quarterlyStockholdersEquity,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTaxProvision,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,trailingInterestExpense,quarterlyChangeInInventory,annualRepaymentOfDebt,quarterlyChangeInAccountPayable,annualInterestExpense,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,trailingChangeInAccountPayable,annualTotalRevenue,quarterlyCurrentLiabilities,annualGrossProfit,quarterlyPretaxIncome,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualOtherCurrentAssets,quarterlyTaxProvision,quarterlyNetPPE,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,annualDilutedAverageShares,quarterlyCapitalExpenditure,trailingTaxProvision,trailingNetIncome,trailingDepreciationAndAmortization,quarterlyOperatingIncome,annualChangeInInventory,quarterlyTotalRevenue,annualNetIncome,annualCashDividendsPaid,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCurrentDebt,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyBasicAverageShares,trailingOtherNonCashItems,annualBeginningCashPosition,annualCostOfRevenue,quarterlyBasicEPS,annualCurrentAccruedExpenses,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingResearchAndDevelopment,trailingDilutedEPS,trailingChangesInAccountReceivables,annualResearchAndDevelopment,trailingDilutedAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingBasicEPS
1393545600,-394607000.0,,78117000.0,79965000.0,,,,,,,,715035000.0,-96207000.0,,12420000.0,,,339832000.0,1063240000.0,,34046000.0,,,,,,,,,130402000.0,,1011768000.0,,11929000.0,,,7152336000.0,,5465518000.0,,,,,173217000.0,,,-8169000.0,,,,,,,,,,0.343137,,,7839000.0,,21782000.0,,232186680.0,874298000.0,,,,874298000.0,,970505000.0,,,-21214000.0,,225078000.0,2560391000.0,,,12691000.0,,,69081000.0,,1046757000.0,6825631000.0,-38133000.0,,78117000.0,,11526788000.0,-398138000.0,,1004000.0,,,,,,,,,,,305246000.0,,0.0,42079000.0,,-531238000.0,,,,,,,,,138567000.0,,,,8741000.0,,4260158000.0,75270000.0,874298000.0,,,7439000.0,,-592008000.0,,-74196000.0,,,299855000.0,,,645078000.0,,125876000.0,,7497000.0,,-51538000.0,8966397000.0,173217000.0,,,,-107772000.0,6180553000.0,,,45911000.0,,,2123841000.0,93384000.0,,-3531000.0,,,,126638000.0,,1363095000.0,,,223130000.0,,,,,,205994100.0,,,,0.372549,,,,,,,,,,,,,,,,
1401494400,-327089000.0,,137719000.0,122617000.0,,,,,,,,976383000.0,85941000.0,,882000.0,,,57215000.0,1417413000.0,,38854000.0,,,,,,,,,208926000.0,,1008855000.0,,24008000.0,,,7400113000.0,,5727229000.0,,,,,211423000.0,,,-8186000.0,,,,,,,,,,0.598039,,,8806000.0,,20612000.0,,232569180.0,960239000.0,,,,960239000.0,,874298000.0,,,-14139000.0,,465875000.0,2508748000.0,,,10287000.0,,,-132152000.0,,1004899000.0,7103319000.0,-31654000.0,,137719000.0,,11994626000.0,-331770000.0,,62839000.0,,,,,,,,,,,342492000.0,,0.0,57604000.0,,-540088000.0,,,,,,,,,213917000.0,,,,8550000.0,,4399344000.0,112636000.0,960239000.0,,,440000.0,,-389088000.0,,139929000.0,,,401332000.0,,,399707000.0,,203630000.0,,5719000.0,,-42157000.0,9485878000.0,211423000.0,,,,-86868000.0,6703612000.0,,,81013000.0,,,2253374000.0,83593000.0,,-4681000.0,,,,189909000.0,,1818745000.0,,,300394000.0,,,,,,206040000.0,,,,0.656863,,,,,,,,,,,,,,,,
1409443200,-176805000.0,,177757000.0,173440000.0,,,,,,,,1023240000.0,-126726000.0,,301000.0,,,47507000.0,1539632000.0,,38854000.0,,,,,,,,,83420000.0,,1050462000.0,,27434000.0,,,7724434000.0,,5797586000.0,,,,,231120000.0,,,-8210000.0,,,,,,,,,,0.764706,,,10516000.0,,20722000.0,,232792560.0,833513000.0,,,,833513000.0,,960239000.0,,,-13651000.0,,1104706000.0,2596262000.0,,,8381000.0,,,121593000.0,,1085110000.0,7251936000.0,-39509000.0,,177757000.0,,12290077000.0,-181008000.0,,4708000.0,,,,,,,,,-11587000.0,,383603000.0,,0.0,-23332000.0,,-345073000.0,,,,,,,,,270716000.0,,,,11299000.0,,4581479000.0,54549000.0,833513000.0,,,24960000.0,,-353607000.0,,86215000.0,,,474402000.0,,,431110000.0,,262335000.0,,10973000.0,,-39333000.0,9693815000.0,231120000.0,,,,-73211000.0,6820826000.0,,,88895000.0,,,2422921000.0,83844000.0,,-4203000.0,,,,243282000.0,,2014034000.0,,,-4470000.0,,,,,,206401080.0,,,,0.852941,,,,,,,,,,,,,,,,
1417305600,110013000.0,438359000.0,245323000.0,252671000.0,,,101117000.0,,,4827020000.0,,1179534000.0,448301000.0,34475000.0,-4000.0,6017602000.0,,49036000.0,1945505000.0,,38854000.0,2660034000.0,509829000.0,40718000.0,38854000.0,7742108000.0,12958267000.0,661438000.0,,198141000.0,38542000.0,1010143000.0,,20926000.0,20722000.0,,7742108000.0,-70606000.0,6017602000.0,198141000.0,,922038000.0,,276224000.0,158904000.0,,-8210000.0,,-788488000.0,,7197136000.0,326087000.0,460793000.0,1281814000.0,,71932000.0,1.04902,13599000.0,,11381000.0,,20722000.0,1281814000.0,233669760.0,1281814000.0,3.058824,,,1281814000.0,1006335000.0,833513000.0,84297000.0,,-21602000.0,17056000.0,1502489000.0,2488740000.0,246835000.0,1281814000.0,5192000.0,,,-171523000.0,,904378000.0,7706965000.0,-37502000.0,969784000.0,245323000.0,1010143000.0,12958267000.0,99829000.0,1179534000.0,32566000.0,,,75324000.0,904378000.0,,-22599000.0,891984000.0,-87931000.0,-8271000.0,246835000.0,460793000.0,-20424000.0,0.0,-1027000.0,-113001000.0,-166213000.0,,,2.745098,,,10469527000.0,638916000.0,,383135000.0,49036000.0,,311309000.0,12128000.0,206253180.0,4827020000.0,195904000.0,1281814000.0,341091000.0,-146798000.0,-15783000.0,,-32712000.0,-625592000.0,174139000.0,36551000.0,,638433000.0,,7779812000.0,509829000.0,1814022000.0,377943000.0,2488740000.0,10286000.0,-811087000.0,-32244000.0,10469527000.0,276224000.0,,7706965000.0,,-357741000.0,7197136000.0,,0.0,125272000.0,158904000.0,-1582612000.0,2660034000.0,71932000.0,232804800.0,-10184000.0,,,,362209000.0,-1367415000.0,2583938000.0,638916000.0,-32775000.0,142384000.0,-87931000.0,1502489000.0,-165272000.0,628693000.0,891984000.0,206576520.0,,970505000.0,5965790000.0,1.176471,,,,,,,,,,,,,,,,
1425081600,-730264000.0,,114963000.0,116917000.0,,,,,,,,923462000.0,-463384000.0,,8227000.0,,,47129000.0,1296863000.0,,38854000.0,,,,,,,,,69541000.0,,1082250000.0,,37446000.0,,,8412010000.0,,6411691000.0,,,,,204008000.0,,,-8208000.0,,,,,,,,,,0.490196,,,8306000.0,,20723000.0,,234922320.0,818430000.0,,,,818430000.0,,1281814000.0,,,-64979000.0,,646082000.0,2483355000.0,,,4071000.0,,,210670000.0,,997757000.0,7811655000.0,-57786000.0,,114963000.0,,13120645000.0,-759210000.0,,14722000.0,,,,,,,,,-186000.0,219000.0,429373000.0,,0.0,27616000.0,,-891354000.0,,,,,,,,,180714000.0,,,,10251000.0,,4952334000.0,-67194000.0,818430000.0,,,3583000.0,,-721222000.0,,-209671000.0,,,347276000.0,,,476502000.0,,176643000.0,,5936000.0,,-35456000.0,10637290000.0,204008000.0,,,,-125547000.0,7335153000.0,,,59726000.0,219000.0,,2766789000.0,73635000.0,,-28946000.0,,,,143268000.0,,1644139000.0,,,334074000.0,,,,,,206988600.0,,,,0.54902,,,,,,,,,,,,,,,,
1433030400,-264269000.0,,183016000.0,184584000.0,,,,,,,,1095805000.0,101727000.0,,1185000.0,,,47904000.0,1862061000.0,,38854000.0,,,,,,,,,70443000.0,,1091457000.0,,12311000.0,,,8759284000.0,,6786255000.0,,,,,259226000.0,,,-8210000.0,,,,,,,,,,0.77451,,,10600000.0,,20727000.0,,235661820.0,920157000.0,,,,920157000.0,,818430000.0,,,-9479000.0,,629703000.0,2592309000.0,,,3818000.0,,,-195379000.0,,1050032000.0,8419740000.0,-26181000.0,,183016000.0,,13895459000.0,-286052000.0,,1604000.0,,,,,,,,,-786000.0,771000.0,489776000.0,,0.0,-25207000.0,,-450679000.0,,,,,,,,,283628000.0,,,,10399000.0,,5138738000.0,59858000.0,920157000.0,,,4623000.0,,-397569000.0,,238674000.0,,,530543000.0,,,537680000.0,,279810000.0,,14387000.0,,-31187000.0,11303150000.0,259226000.0,,,,-602294000.0,7882060000.0,,,95226000.0,771000.0,,2941595000.0,60067000.0,,-21783000.0,,,,271317000.0,,2392604000.0,,,306138000.0,,,,,,207050820.0,,,,0.872549,,,,,,,,,,,,,,,,
1440979200,-93881000.0,,223312000.0,225037000.0,,,,,,,,1100417000.0,-114863000.0,,-6000.0,,,48456000.0,1923990000.0,,38854000.0,,,,,,,,,584737000.0,,1065222000.0,,31255000.0,,,8951571000.0,,6854010000.0,,,,,275493000.0,,,-8347000.0,,,,,,,,,,0.941176,,,11544000.0,,21258000.0,,235158960.0,847995000.0,,,,805294000.0,,920157000.0,,,-5337000.0,,817904000.0,2365737000.0,,,2812000.0,,,28854000.0,,907315000.0,8494678000.0,-196339000.0,,223312000.0,,14169375000.0,-104076000.0,,1056000.0,,,,,,,,,-22161000.0,719000.0,491795000.0,,0.0,-6299000.0,,-335607000.0,,-187000.0,,,,,,,323470000.0,,,,11549000.0,,5360016000.0,-8345000.0,805294000.0,,,-20230000.0,,-165315000.0,,20585000.0,,,567708000.0,,,540251000.0,,320658000.0,,12448000.0,,-50096000.0,11803638000.0,275493000.0,,,,-33331000.0,7954427000.0,,,95621000.0,719000.0,,3156560000.0,42701000.0,,-10195000.0,,,,292215000.0,,2491698000.0,,,-12637000.0,,,,,,210567780.0,,,,1.04902,,,,,,,,,,,,,,,,
1448841600,668768000.0,-98393000.0,281603000.0,292662000.0,,,30640000.0,,,5648944000.0,,1219989000.0,353151000.0,50876000.0,-1000.0,6655158000.0,,55438000.0,2257784000.0,,38854000.0,3429736000.0,594290000.0,43873000.0,38854000.0,8746104000.0,14419509000.0,394670000.0,,196601000.0,43666000.0,1314093000.0,,55042000.0,21364000.0,,8746104000.0,-105753000.0,6655158000.0,196601000.0,,1086016000.0,,308567000.0,116178000.0,39000.0,-8427000.0,,-419646000.0,,7875147000.0,225790000.0,538852000.0,1201272000.0,,42827000.0,1.186275,9405000.0,,13216000.0,,21364000.0,1158445000.0,235967820.0,1201272000.0,3.794118,,,1158445000.0,1222070000.0,805294000.0,136054000.0,,-25958000.0,-56534000.0,1624215000.0,2632959000.0,194529000.0,1158445000.0,1753000.0,,,-130577000.0,,894135000.0,8469437000.0,-75573000.0,1209616000.0,281603000.0,1314093000.0,14419509000.0,638337000.0,1219989000.0,13258000.0,,,-5637000.0,894135000.0,,-91355000.0,1047294000.0,-78351000.0,-55000.0,194529000.0,538852000.0,-23188000.0,0.0,-1747000.0,-86432000.0,364074000.0,,39000.0,3.392157,,,11786550000.0,802894000.0,,434258000.0,55438000.0,,-123369000.0,11674000.0,209292780.0,5648944000.0,-82712000.0,1158445000.0,390416000.0,-355879000.0,-44510000.0,,157199000.0,-817031000.0,176202000.0,12454000.0,,687783000.0,,9474008000.0,594290000.0,2133310000.0,432505000.0,2632959000.0,18105000.0,-511001000.0,-198198000.0,11786550000.0,308567000.0,,8469437000.0,,-55859000.0,7875147000.0,,0.0,139843000.0,116178000.0,-1313566000.0,3429736000.0,42827000.0,235428240.0,-30431000.0,,,,379216000.0,-1126907000.0,2945567000.0,802894000.0,-33192000.0,-232905000.0,-78351000.0,1624215000.0,-314937000.0,819200000.0,1047294000.0,212564940.0,,1281814000.0,7340698000.0,1.313725,,,,,,,,,,,,,,,,
1456704000,-215887000.0,,144080000.0,145452000.0,,,,,,,,1009220000.0,-437986000.0,,,,,23861000.0,1577309000.0,,39439000.0,,,,,,,,,61229000.0,,1382959000.0,,24011000.0,,,9373827000.0,,6568453000.0,,,,,237516000.0,,,-8552000.0,,,,,,,,,,0.617647,,,10077000.0,,21724000.0,,233494320.0,765639000.0,,,,720459000.0,,1158445000.0,,,-30046000.0,,625322000.0,2727384000.0,,,1157000.0,,,262453000.0,,1010169000.0,8101739000.0,-198457000.0,,144080000.0,,14195188000.0,-234340000.0,,5387000.0,,,,,,,,,-219000.0,,500205000.0,,0.0,43402000.0,,-426642000.0,,-398000.0,,,,,,,202850000.0,,,,11142000.0,,5820114000.0,-66586000.0,720459000.0,,,-7321000.0,,-677078000.0,,-250466000.0,,,416355000.0,,,524066000.0,,201693000.0,,5941000.0,,-104571000.0,11467804000.0,237516000.0,,,,-455048000.0,7577673000.0,,,56241000.0,,,3565264000.0,45180000.0,,-18453000.0,,,,178839000.0,,1993664000.0,,,-155513000.0,,,,,,214497840.0,,,,0.666667,,,,,,,,,,,,,,,,
1464652800,40505000.0,,218469000.0,224038000.0,,,,,,,,1113859000.0,95018000.0,,,,,131671000.0,2142785000.0,,39439000.0,,,,,,,,,45000000.0,,1454848000.0,,6579000.0,,,9673711000.0,,6713600000.0,,,,,280577000.0,,,-8639000.0,,,,,,,,,,0.931373,,,12675000.0,,22172000.0,,234515340.0,864560000.0,,,,815477000.0,,720459000.0,,,-14605000.0,,854055000.0,2793412000.0,,,1193000.0,,,-26369000.0,,1030798000.0,8484867000.0,-105221000.0,,218469000.0,,14847801000.0,19742000.0,,5294000.0,,,,,,,,,-752000.0,,525737000.0,,0.0,2136000.0,,-224266000.0,,515000.0,,,,,,,329032000.0,,,,11124000.0,,6118366000.0,-83041000.0,815477000.0,,,-2999000.0,,-191701000.0,,151813000.0,,,603030000.0,,,657408000.0,,327839000.0,,4812000.0,,-106254000.0,12054389000.0,280577000.0,,,,-131346000.0,7827459000.0,,,103801000.0,,,3775094000.0,49083000.0,,-20763000.0,,,,322453000.0,,2745815000.0,,,137554000.0,,,,,,217873020.0,,,,0.990196,,,,,,,,,,,,,,,,
1472601600,172302000.0,,235842000.0,233131000.0,,,,,,,,1150656000.0,618000.0,,18877000.0,,,120293000.0,2220409000.0,,39838000.0,,,,,,,,,78986000.0,,1467589000.0,,16337000.0,,,9674246000.0,,6410336000.0,,,,,289291000.0,,,-9031000.0,,,,,,,,,,0.990196,,,13033000.0,,23039000.0,,236454360.0,867630000.0,,,,816095000.0,,815477000.0,,,-9290000.0,,1489488000.0,2802345000.0,,,973000.0,,,-195976000.0,,1035058000.0,8235814000.0,-25069000.0,,235842000.0,,14998720000.0,156671000.0,,8231000.0,,,,,,,,,-18900000.0,,554529000.0,,0.0,8295000.0,,-116733000.0,,1123000.0,,,,,,,340531000.0,,,,12362000.0,,6545535000.0,32952000.0,816095000.0,,,13383000.0,,-23429000.0,,74561000.0,,,613485000.0,,,674822000.0,,339558000.0,,10965000.0,,-109947000.0,12196375000.0,289291000.0,,,,61049000.0,7560992000.0,,,106427000.0,,,4001905000.0,51535000.0,,-15631000.0,,,,324194000.0,,2833894000.0,,,-204636000.0,,,,,,228019980.0,,,,1.019608,,,,,,,,,,,,,,,,
1480464000,510884000.0,-85837000.0,313453000.0,310470000.0,,,25467000.0,,,7026042000.0,,1168149000.0,513434000.0,25902000.0,0.0,6275540000.0,,110006000.0,2615654000.0,,39838000.0,4306256000.0,706525000.0,55516000.0,39838000.0,9178926000.0,15361781000.0,-250883000.0,,330743000.0,50219000.0,1519278000.0,,25805000.0,23707000.0,,9178926000.0,-80200000.0,6275540000.0,330743000.0,,1262363000.0,,324095000.0,173614000.0,-309000.0,-9102000.0,,507804000.0,,7443689000.0,21432000.0,596519000.0,1383099000.0,,53570000.0,1.313725,19471000.0,,14434000.0,,23707000.0,1329529000.0,236842980.0,1383099000.0,4.04902,,,1329529000.0,1335095000.0,816095000.0,72732000.0,,-26259000.0,27378000.0,1804564000.0,2808880000.0,260553000.0,1329529000.0,1303000.0,,,-300952000.0,,853078000.0,8150214000.0,-30039000.0,1330469000.0,313453000.0,1519278000.0,15361781000.0,489292000.0,1168149000.0,6555000.0,,,97485000.0,853078000.0,,-76439000.0,1131479000.0,-86939000.0,-31000.0,260553000.0,596519000.0,-19902000.0,0.0,43652000.0,-260844000.0,82578000.0,,-309000.0,3.852941,,,12552901000.0,911844000.0,,462682000.0,110006000.0,,171084000.0,20888000.0,222789420.0,7026042000.0,30838000.0,1329529000.0,417378000.0,-358786000.0,24315000.0,,388681000.0,-499994000.0,45524000.0,4626000.0,,760972000.0,,10949999000.0,706525000.0,2393842000.0,461379000.0,2808880000.0,4184000.0,431365000.0,-105714000.0,12552901000.0,324095000.0,,8150214000.0,,25351000.0,7443689000.0,,0.0,150909000.0,173614000.0,-685063000.0,4306256000.0,53570000.0,235326240.0,-21592000.0,,,,436877000.0,-503527000.0,3376626000.0,911844000.0,-35324000.0,-28288000.0,-86939000.0,1804564000.0,-426486000.0,913091000.0,1131479000.0,230764800.0,,1158445000.0,8556157000.0,1.343137,,,,,,,,,,,,,,,,
1488240000,79324000.0,,130779000.0,122373000.0,,,,,,,,1276908000.0,-400469000.0,,99000.0,,,153445000.0,1884488000.0,,203136000.0,,,,,,,,,354712000.0,,1684417000.0,,1416000.0,,,10468676000.0,,6964623000.0,,,,,264713000.0,,,-9400000.0,,,,,,,,,,0.54902,,,11743000.0,,23709000.0,,236839920.0,984901000.0,,,,929060000.0,,1329529000.0,,,-52561000.0,,1186317000.0,3417579000.0,,,,,,264714000.0,,1159916000.0,8974338000.0,-34613000.0,,130779000.0,,16230113000.0,53539000.0,,5292000.0,,,,,,,,,-83000.0,,579362000.0,,0.0,-36229000.0,,15122000.0,,663000.0,,,,,,,188227000.0,,,,12505000.0,,7106053000.0,-766082000.0,929060000.0,,,-9383000.0,,-601711000.0,,-11061000.0,,,452940000.0,,,732807000.0,,189643000.0,,5062000.0,,-747878000.0,12812534000.0,264713000.0,,,,-562569000.0,8241531000.0,,,67270000.0,,,4334936000.0,55841000.0,,-25785000.0,,,,188227000.0,,2337428000.0,,,286289000.0,,,,,,236837880.0,,,,0.54902,,,,,,,,,,,,,,,,
1496188800,-239083000.0,,213645000.0,200708000.0,,,,,,,,1225888000.0,54908000.0,,594000.0,,,133554000.0,2593538000.0,,196471000.0,,,,,,,,,562665000.0,,1816933000.0,,-23625000.0,,,10433174000.0,,7342157000.0,,,,,335129000.0,,,-9378000.0,,,,,,,,,,0.892157,,,17675000.0,,23713000.0,,236863380.0,1039973000.0,,,,983968000.0,,929060000.0,,,-14607000.0,,1574468000.0,3487025000.0,,,,,,-247897000.0,,1142103000.0,9317499000.0,-25056000.0,,213645000.0,,16754505000.0,-260341000.0,,8048000.0,,,,,,,,,0.0,,615900000.0,,0.0,49426000.0,,-568972000.0,,1086000.0,,,,,,,333225000.0,,,,12312000.0,,7322571000.0,-107454000.0,983968000.0,,,12096000.0,,-53472000.0,,-45261000.0,,,668354000.0,,,749454000.0,,309600000.0,,12340000.0,,-178980000.0,13267480000.0,335129000.0,,,,-22416000.0,8568045000.0,,,108892000.0,,,4539203000.0,56005000.0,,-21258000.0,,,,333225000.0,,3261892000.0,,,401445000.0,,,,,,236861340.0,,,,0.892157,,,,,,,,,,,,,,,,
1504137600,487472000.0,,249165000.0,243590000.0,,,,,,,,1384576000.0,-146242000.0,,0.0,,,381679000.0,2551056000.0,,200108000.0,,,,,,,,,158104000.0,,1897016000.0,,-6708000.0,,,10921584000.0,,6860644000.0,,,,,335327000.0,,,-9403000.0,,,,,,,,,,1.039216,,,17489000.0,,23841000.0,,237327480.0,895510000.0,,,,837726000.0,,983968000.0,,,-41752000.0,,1336879000.0,3603730000.0,,,,,,308558000.0,,1202946000.0,9279913000.0,-6531000.0,,249165000.0,,16939373000.0,467408000.0,,11699000.0,,,,,,,,,-27021000.0,,653014000.0,,0.0,-17224000.0,,200585000.0,,1251000.0,,,,,,,375093000.0,,,,18486000.0,,7554260000.0,-84015000.0,837726000.0,,,-11963000.0,,-247402000.0,,199176000.0,,,710420000.0,,,1034693000.0,,368385000.0,,3139000.0,,-65750000.0,13335643000.0,335327000.0,,,,-545609000.0,8245220000.0,,,124795000.0,,,4778965000.0,57784000.0,,-20064000.0,,,,375093000.0,,3261476000.0,,,-549699000.0,,,,,,237326460.0,,,,1.039216,,,,,,,,,,,,,,,,
1512000000,669151000.0,-869817000.0,309590000.0,297782000.0,,,45375000.0,,,7872317000.0,,1650999000.0,1813146000.0,27651000.0,27000.0,7972515000.0,,380720000.0,3257563000.0,,196404000.0,4840978000.0,1135388000.0,61356000.0,196404000.0,10860890000.0,18745034000.0,1194296000.0,,129411000.0,66324000.0,1849910000.0,,26697000.0,24312000.0,,10860890000.0,-160820000.0,7972515000.0,129411000.0,,12646365000.0,,85556000.0,215068000.0,1034000.0,-9427000.0,,996864000.0,,9623514000.0,356669000.0,754668000.0,2708311000.0,,57439000.0,1.29,720000.0,,19417000.0,,24312000.0,2650872000.0,237564000.0,2708311000.0,3.38,,,2650872000.0,12646365000.0,837726000.0,-142220000.0,,-51900000.0,45884000.0,0.0,3436557000.0,319340000.0,2650872000.0,,,,-72264000.0,,880510000.0,10758902000.0,166546000.0,1189611000.0,309590000.0,1849910000.0,18745034000.0,624485000.0,1650999000.0,20336000.0,,,91050000.0,880510000.0,,-111773000.0,285889000.0,-104272000.0,50000.0,319340000.0,754668000.0,-27054000.0,0.0,95077000.0,253111000.0,165906000.0,,1034000.0,3.38,,,15308477000.0,810480000.0,,3785569000.0,380720000.0,,1321343000.0,18053000.0,237155000.0,7872317000.0,87734000.0,2650872000.0,417857000.0,100346000.0,55134000.0,,241091000.0,-1422968000.0,213815000.0,7164000.0,,528006000.0,,12646365000.0,1135388000.0,1624884000.0,461983000.0,3436557000.0,7110000.0,885091000.0,-48799000.0,15308477000.0,85556000.0,,10758902000.0,,-292374000.0,9623514000.0,,0.0,164201000.0,215068000.0,-187359000.0,4840978000.0,57439000.0,237156000.0,-44666000.0,,,,3785569000.0,-661494000.0,3785569000.0,810480000.0,-37608000.0,1056261000.0,-104272000.0,0.0,-1041407000.0,771754000.0,285889000.0,237562000.0,,1329529000.0,11021481000.0,1.29,,,,,,,,,,,,,,,,
1519776000,-142728000.0,,136215000.0,136817000.0,,,,,,,,1905378000.0,-1621287000.0,,,,,347048000.0,2440952000.0,,3644105000.0,,,,,,,,,266848000.0,,2045485000.0,,54511000.0,,,17580816000.0,,11593659000.0,,,,,324922000.0,,,-9617000.0,,,,,,,,,,0.53,,,19570000.0,,32929000.0,,254448000.0,1087353000.0,,,,1029585000.0,,2650872000.0,,,-51962000.0,,,7772160000.0,,,,,,-22406000.0,,1686995000.0,14769939000.0,-33425000.0,,136215000.0,,27944023000.0,-183538000.0,,12063000.0,,,,,,,,,-25355000.0,,923854000.0,,,33788000.0,,-208246000.0,,376000.0,,,,,,,214917000.0,,,,17766000.0,,13060930000.0,-1028210000.0,1029585000.0,,,2627000.0,,-548725000.0,,-46325000.0,,,539839000.0,,,1270902000.0,,269428000.0,,12088000.0,,-1164314000.0,20171863000.0,324922000.0,,,,-460059000.0,13499037000.0,,,132611000.0,,,4967580000.0,57768000.0,,-40810000.0,,,,214917000.0,,2980791000.0,,,-450349000.0,,,,,,253665000.0,,,,0.53,,,,,,,,,,,,,,,,
