,annualChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyOtherCurrentAssets,trailingChangeInCashSupplementalAsReported,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyBasicAverageShares,annualInterestExpense,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,annualCapitalExpenditure,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,annualCapitalStock,quarterlyCapitalStock,annualOtherIncomeExpense,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualRepaymentOfDebt,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepaymentOfDebt,trailingNetIncomeCommonStockholders,trailingInterestExpense,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,annualNetOtherFinancingCharges,quarterlyNetPPE,trailingTaxProvision,quarterlyCommonStockIssuance,quarterlyTaxProvision,annualPurchaseOfBusiness,annualOtherNonCashItems,quarterlyOtherNonCashItems,annualCurrentDebt,annualInventory,quarterlyPretaxIncome,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyCapitalExpenditure,trailingBeginningCashPosition,annualTotalLiabilitiesNetMinorityInterest,quarterlyOperatingCashFlow,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,annualGoodwill,trailingNetIncome,quarterlyTotalAssets,annualNonCurrentDeferredRevenue,annualNetIncome,quarterlyFreeCashFlow,trailingPurchaseOfInvestment,annualPretaxIncome,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualDilutedAverageShares,quarterlyDepreciationAndAmortization,quarterlyAccountsReceivable,annualInvestingCashFlow,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyNetIncome,trailingInvestingCashFlow,annualAccountsPayable,annualOperatingIncome,quarterlyInvestmentsAndAdvances,annualBasicAverageShares,annualOtherCurrentAssets,annualTotalRevenue,annualAccountsReceivable,quarterlyDilutedEPS,quarterlyLongTermDebt,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualDilutedEPS,annualPurchaseOfInvestment,annualLongTermDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualStockholdersEquity,annualTaxProvision,annualTotalAssets,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,trailingSaleOfInvestment,annualDepreciationAndAmortization,quarterlyEndCashPosition,quarterlyInventory,quarterlyPurchaseOfInvestment,quarterlyInvestingCashFlow,annualCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualSaleOfInvestment,quarterlyCashDividendsPaid,trailingEndCashPosition,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,annualNetPPE,quarterlyOtherIntangibleAssets,trailingOtherIncomeExpense,annualOperatingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentAssets,quarterlyOtherNonCurrentAssets,annualBasicEPS,annualCashAndCashEquivalents,trailingPretaxIncome,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentDeferredRevenue,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,trailingResearchAndDevelopment,quarterlyCurrentAccruedExpenses,trailingCommonStockIssuance,annualCostOfRevenue,trailingChangeInAccountPayable,annualResearchAndDevelopment,annualGrossProfit,annualStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,quarterlyChangeInInventory,trailingOtherNonCashItems,trailingPurchaseOfBusiness,trailingRepurchaseOfCapitalStock,annualIncomeTaxPayable,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingGrossProfit,trailingDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,annualChangeInInventory,trailingBasicEPS,quarterlyEbitda,quarterlyIncomeTaxPayable,trailingOperatingExpense,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingCostOfRevenue,quarterlyGrossProfit,trailingDeferredIncomeTax,quarterlyCostOfRevenue,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyResearchAndDevelopment,trailingOperatingCashFlow,annualOperatingExpense,trailingBasicAverageShares,trailingOperatingIncome,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyAccumulatedDepreciation,annualEbitda,annualAccumulatedDepreciation,quarterlyOperatingExpense
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,4132000000.0,4841000000.0,,,-3781000000.0,165080000000.0,,,19000000.0,2106000000.0,,,95476000000.0,5606000000.0,,,,4933000000.0,,2858000000.0,,,,,,,,,,28000000.0,,-9324000000.0,,,,,,-4000000.0,,,,,,,,35178000000.0,,,,,2131000000.0,,,,,167414000000.0,,,,,,,,,1790000000.0,,,,,2106000000.0,,,2655000000.0,-1847000000.0,,,,,493000000.0,,,,-22215000000.0,,,,,,2713000000.0,,,0.0,5539000000.0,594000000.0,,,,,0.213446,55964000000.0,,,7913000000.0,14882000000.0,524000000.0,182657000000.0,,,,379000000.0,,,,,2334000000.0,,,,,,,239000000.0,,,28545000000.0,,,87326000000.0,59000000.0,4841000000.0,,,35178000000.0,,87181000000.0,,0.213446,85883000000.0,,-107467000000.0,85883000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,7303000000.0,4632000000.0,,,-7913000000.0,204433000000.0,,,22000000.0,2608000000.0,,,142586000000.0,6098000000.0,,,,6195000000.0,,2986000000.0,,,,,,,,,,41000000.0,,12602000000.0,,,,,,-97000000.0,,,,,,,,34370000000.0,,,,,2637000000.0,,,,,208338000000.0,,,,,,,,,3415000000.0,,,,,2608000000.0,,,3217000000.0,1594000000.0,,,,,518000000.0,,,,-40188000000.0,13279000000.0,,,,,3364000000.0,,,0.0,6115000000.0,753000000.0,,,,,0.210491,67730000000.0,,,15216000000.0,30177000000.0,580000000.0,238967000000.0,,,,466000000.0,,,,,3905000000.0,,,,,,,105000000.0,,,2958000000.0,,,137629000000.0,78000000.0,4632000000.0,,,34370000000.0,,96381000000.0,,0.210491,95342000000.0,,-111346000000.0,95342000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,2314000000.0,4513000000.0,,,-15216000000.0,252249000000.0,,,16000000.0,3338000000.0,,,206874000000.0,7032000000.0,,,,6195000000.0,,2820000000.0,,,,,,,,,,15000000.0,,4683000000.0,,,,,,-175000000.0,,,,,,,,31810000000.0,,,,,3368000000.0,,,,,254915000000.0,,,,,,,,,5350000000.0,,,,,3338000000.0,,,3756000000.0,-936000000.0,,,,,865000000.0,,,,-34636000000.0,,,,,,3822000000.0,,,0.0,8836000000.0,474000000.0,,,,,0.269408,66994000000.0,,,17530000000.0,32664000000.0,388000000.0,288104000000.0,,,,580000000.0,,,,,2666000000.0,,,,,,,2476000000.0,,,4614000000.0,,,199208000000.0,126000000.0,4513000000.0,,,31810000000.0,,81230000000.0,,0.269408,80613036000.0,,-107323000000.0,80613036000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,,0.0,,,,0.065,12430769231.0,,,-55616000000.0,,,,,361000000.0,,,6195000000.0,,,29769000000.0,,34359000000.0,,,,,,,-91579000000.0,,5029000000.0,,,-62000000.0,,,-153000000.0,,,763000000.0,3792000000.0,,94425000000.0,,,7021000000.0,63000000.0,,,,-1741000000.0,,,,6342000000.0,,,,5029000000.0,761000000.0,20832000000.0,238468000000.0,,,,332893000000.0,,,6869000000.0,,,,,,7597000000.0,293989000000.0,,,225000000.0,1965000000.0,,,,808000000.0,,,,5663000000.0,,,,,0.065,155000000.0,,2153000000.0,,,,,,,,,825000000.0,,,,29408000000.0,,143740000000.0,-1468000000.0,,12430769231.0,33000000.0,5000000.0,-1300000000.0,361000000.0,79000000.0,,808000000.0,,,3297000000.0,,,,,128000000.0,,,297936000000.0,,224784000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,28408258000.0,6028160000.0,0.0,,17542446000.0,396265465000.0,,,129750000.0,5985962000.0,100250527000.0,-1609535000.0,336619430000.0,9759034000.0,,92998273000.0,1055190000.0,6195053000.0,6195053000.0,62723974000.0,,29408000000.0,,36667865000.0,,,,,,75146000.0,93923954000.0,6773052000.0,6028160000.0,,-162000.0,-36743000.0,,6200000.0,155200000.0,991705000.0,,2348005000.0,7451848000.0,,105171626000.0,35748179000.0,,8667162000.0,75146000.0,,6122748000.0,1351586000.0,-1046663000.0,,,403872313000.0,6007714000.0,,,,6028160000.0,2209392000.0,35460725000.0,336619430000.0,8667162000.0,,,441791056000.0,1351586000.0,5985962000.0,4398179000.0,,6258005000.0,-1478663000.0,,,16530258000.0,396265465000.0,-2134497000.0,,150467000.0,4469031000.0,-14202859000.0,75838000.0,,2308962000.0,,1055190000.0,6182392000.0,-44644000.0,12328125000.0,0.0,48008725000.0,4469031000.0,,155000000.0,,3675034000.0,0.483124,-121638903000.0,155000000.0,,45950704000.0,36667865000.0,135257000.0,441791056000.0,2384748000.0,,,551467000.0,45950704000.0,,-191486903000.0,191141000.0,7451848000.0,,61328974000.0,89750000.0,14533052000.0,92998273000.0,991705000.0,-44644000.0,2308962000.0,,106330527000.0,-4156497000.0,,285315124000.0,158506000.0,6028160000.0,158506000.0,,37357714000.0,403872313000.0,105171626000.0,285315124000.0,0.483124,92998273000.0,,2479954000.0,92998273000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,,0.0,,,,0.295,13050847458.0,,,58330000000.0,,,,,49289000000.0,5366000000.0,,7345000000.0,,,47211000000.0,,87883000000.0,1646000000.0,,,,,,-361000000.0,,4613000000.0,,38222000000.0,431000000.0,,,,,,4389000000.0,10410000000.0,,54378000000.0,,,13030000000.0,0.0,,,637000000.0,,-269000000.0,,,16701000000.0,,,,4613000000.0,4383000000.0,39956000000.0,473924000000.0,,,,528302000000.0,,,16432000000.0,,,,100006000000.0,,41073000000.0,96781000000.0,,,,8860000000.0,,,,3850000000.0,,,,327677000000.0,,,,,0.295,2262000000.0,,2536000000.0,,,,,,,,,3958000000.0,409000000.0,,,88284000000.0,,-59415000000.0,-1886000000.0,,13050847458.0,183000000.0,336000000.0,26313000000.0,149295000000.0,535000000.0,,3850000000.0,,,,,,,,1057000000.0,,,438956000000.0,,123011000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,,0.0,,,,,,,,69808000000.0,,,,,84890000000.0,7060000000.0,,7345000000.0,,,88284000000.0,,93396000000.0,3555000000.0,,,,,,-21000000.0,,6839000000.0,,0.0,115000000.0,,,,,,4483000000.0,13871000000.0,,88505000000.0,,,14821000000.0,0.0,,,666000000.0,,-1774000000.0,,,3301000000.0,,,,6839000000.0,4104000000.0,43281000000.0,494638000000.0,,,,583143000000.0,,,1527000000.0,,,,132443000000.0,,31704000000.0,114249000000.0,,,,12632000000.0,,,,4213000000.0,,,,336299000000.0,,,,,,3507000000.0,,4035000000.0,,,,,,,,,4368000000.0,475000000.0,,,120104000000.0,,-57538000000.0,10091000000.0,,,299000000.0,353000000.0,20219000000.0,217333000000.0,557000000.0,,4213000000.0,,,,,,,,922000000.0,,,488232000000.0,,120236000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,,0.0,,,,0.245,14759183673.0,,,151988000000.0,,,,,105034000000.0,6741000000.0,,7345000000.0,,,120104000000.0,,103235000000.0,5721000000.0,,,,,,1127000000.0,,6782000000.0,,0.0,176000000.0,,,,,,3915000000.0,16339000000.0,,109418000000.0,,-382000000.0,16968000000.0,0.0,,,669000000.0,,-32000000.0,,,-224000000.0,,,,6782000000.0,3889000000.0,44552000000.0,514304000000.0,,,,623722000000.0,,,-256000000.0,,,,153085000000.0,,5333000000.0,114924000000.0,,,,11394000000.0,,,,3616000000.0,,,,348618000000.0,,,,,0.245,2785000000.0,,5148000000.0,,,,,,,,,3739000000.0,475000000.0,,,125437000000.0,,-140307000000.0,11295000000.0,,14759183673.0,198000000.0,396000000.0,-4969000000.0,258119000000.0,1358000000.0,,3616000000.0,,,-1537000000.0,,,,,917000000.0,,,518785000000.0,,123290000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,52645000000.0,7894000000.0,0.0,,43651000000.0,122935000000.0,,,1565000000.0,15086000000.0,74601000000.0,-4646000000.0,574177000000.0,15465000000.0,,73932000000.0,7577000000.0,7345000000.0,7345000000.0,1542000000.0,,125437000000.0,,107234000000.0,4822000000.0,,,,,0.0,4122000000.0,37623000000.0,7894000000.0,,0.0,1180000000.0,-741000000.0,-134000000.0,,3719000000.0,,4696000000.0,19217000000.0,,76927000000.0,21787000000.0,-130000000.0,18252000000.0,0.0,,15581000000.0,2981000000.0,,-2571000000.0,,541886000000.0,6655000000.0,,4822000000.0,,7894000000.0,4791000000.0,34236000000.0,574177000000.0,18252000000.0,610000000.0,,651104000000.0,2981000000.0,15086000000.0,4084000000.0,,17483000000.0,-5022000000.0,178539000000.0,,-25465000000.0,122935000000.0,-4558000000.0,14299526066.0,,11711000000.0,-9881000000.0,38222000000.0,178539000000.0,3407000000.0,,7577000000.0,17167000000.0,393597000000.0,14299526066.0,0.0,162025000000.0,11711000000.0,,3393000000.0,,3746000000.0,1.055,-359344000000.0,3393000000.0,,96296000000.0,107234000000.0,1902000000.0,651104000000.0,3516000000.0,610000000.0,,585000000.0,96296000000.0,,-102084000000.0,-29381000000.0,19217000000.0,,862000000.0,480000000.0,-3940000000.0,252471000000.0,3719000000.0,393597000000.0,3407000000.0,,354727000000.0,-975000000.0,,116149000000.0,3621000000.0,7894000000.0,3621000000.0,,26433000000.0,541886000000.0,76927000000.0,116149000000.0,1.055,73932000000.0,,16984000000.0,252471000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
