,annualChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyOtherCurrentAssets,trailingChangeInCashSupplementalAsReported,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyBasicAverageShares,annualInterestExpense,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,annualCapitalExpenditure,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,annualCapitalStock,quarterlyCapitalStock,annualOtherIncomeExpense,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualRepaymentOfDebt,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepaymentOfDebt,trailingNetIncomeCommonStockholders,trailingInterestExpense,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,annualNetOtherFinancingCharges,quarterlyNetPPE,trailingTaxProvision,quarterlyCommonStockIssuance,quarterlyTaxProvision,annualPurchaseOfBusiness,annualOtherNonCashItems,quarterlyOtherNonCashItems,annualCurrentDebt,annualInventory,quarterlyPretaxIncome,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyCapitalExpenditure,trailingBeginningCashPosition,annualTotalLiabilitiesNetMinorityInterest,quarterlyOperatingCashFlow,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,annualGoodwill,trailingNetIncome,quarterlyTotalAssets,annualNonCurrentDeferredRevenue,annualNetIncome,quarterlyFreeCashFlow,trailingPurchaseOfInvestment,annualPretaxIncome,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualDilutedAverageShares,quarterlyDepreciationAndAmortization,quarterlyAccountsReceivable,annualInvestingCashFlow,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyNetIncome,trailingInvestingCashFlow,annualAccountsPayable,annualOperatingIncome,quarterlyInvestmentsAndAdvances,annualBasicAverageShares,annualOtherCurrentAssets,annualTotalRevenue,annualAccountsReceivable,quarterlyDilutedEPS,quarterlyLongTermDebt,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualDilutedEPS,annualPurchaseOfInvestment,annualLongTermDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualStockholdersEquity,annualTaxProvision,annualTotalAssets,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,trailingSaleOfInvestment,annualDepreciationAndAmortization,quarterlyEndCashPosition,quarterlyInventory,quarterlyPurchaseOfInvestment,quarterlyInvestingCashFlow,annualCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualSaleOfInvestment,quarterlyCashDividendsPaid,trailingEndCashPosition,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,annualNetPPE,quarterlyOtherIntangibleAssets,trailingOtherIncomeExpense,annualOperatingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentAssets,quarterlyOtherNonCurrentAssets,annualBasicEPS,annualCashAndCashEquivalents,trailingPretaxIncome,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentDeferredRevenue,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,trailingResearchAndDevelopment,quarterlyCurrentAccruedExpenses,trailingCommonStockIssuance,annualCostOfRevenue,trailingChangeInAccountPayable,annualResearchAndDevelopment,annualGrossProfit,annualStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,quarterlyChangeInInventory,trailingOtherNonCashItems,trailingPurchaseOfBusiness,trailingRepurchaseOfCapitalStock,annualIncomeTaxPayable,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingGrossProfit,trailingDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,annualChangeInInventory,trailingBasicEPS,quarterlyEbitda,quarterlyIncomeTaxPayable,trailingOperatingExpense,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingCostOfRevenue,quarterlyGrossProfit,trailingDeferredIncomeTax,quarterlyCostOfRevenue,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyResearchAndDevelopment,trailingOperatingCashFlow,annualOperatingExpense,trailingBasicAverageShares,trailingOperatingIncome,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyAccumulatedDepreciation,annualEbitda,annualAccumulatedDepreciation,quarterlyOperatingExpense
1206921600,,,0.0,,,,0.33,14727272727.0,,,69215000000.0,,,,,73741000000.0,9525000000.0,,7345000000.0,,,96296000000.0,,94098000000.0,902000000.0,,,,,,4795000000.0,,7435000000.0,,,575000000.0,,,,,,5532000000.0,20742000000.0,,80470000000.0,,-1230000000.0,23113000000.0,0.0,,,1120000000.0,,-360000000.0,,,3862000000.0,,,,7435000000.0,5534000000.0,37417000000.0,552966000000.0,,,,633436000000.0,,,3502000000.0,,,,182089000000.0,,-32784000000.0,109861000000.0,,,,14548000000.0,,,,4860000000.0,,,,381858000000.0,,,,,0.33,5589000000.0,,2087000000.0,,,,,,,,,4957000000.0,674000000.0,,,63512000000.0,,-101224000000.0,-33826000000.0,,14727272727.0,-49000000.0,590000000.0,-2124000000.0,255830000000.0,3872000000.0,,4860000000.0,,,-518000000.0,,,,,9053000000.0,,,536745000000.0,,123757000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,,0.0,,,,,,,,69012000000.0,,,,,69659000000.0,9397000000.0,,7345000000.0,,,63512000000.0,,80955000000.0,641000000.0,,,,,,6649000000.0,,8223000000.0,,,-766000000.0,,,,,,1587000000.0,21530000000.0,,75138000000.0,,265000000.0,20971000000.0,0.0,,,996000000.0,,-2047000000.0,,,17412000000.0,,,,8223000000.0,1638000000.0,32082000000.0,568468000000.0,,,,643606000000.0,,,15365000000.0,,,,177647000000.0,,4744000000.0,127316000000.0,,,,15421000000.0,,,,2242000000.0,,,,383795000000.0,,,,,,4082000000.0,,3926000000.0,,,,,,,,,2353000000.0,722000000.0,,,68256000000.0,,-81221000000.0,-14080000000.0,,,231000000.0,675000000.0,5080000000.0,247306000000.0,3819000000.0,,2242000000.0,,,-3285000000.0,,,,,9695000000.0,,,560228000000.0,,133836000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,,0.0,,,,-0.53,14730188679.0,,,50051000000.0,,,,,67676000000.0,8811000000.0,,7345000000.0,,,68256000000.0,,74672000000.0,667000000.0,-2267000000.0,,,,,2883000000.0,,9784000000.0,,,-3198000000.0,,,,,,-11042000000.0,21403000000.0,,74481000000.0,,0.0,11695000000.0,0.0,,,841000000.0,,-1772000000.0,,,17579000000.0,,,,9784000000.0,-10968000000.0,31778000000.0,591904000000.0,,,,666385000000.0,,,15807000000.0,,,,189360000000.0,,-11537000000.0,146357000000.0,,,,14242000000.0,,,,-7807000000.0,,,,393445000000.0,,,,,-0.53,4002000000.0,,3037000000.0,,,,,,,,,-7844000000.0,580000000.0,,,56719000000.0,,-89040000000.0,-41231000000.0,,14730188679.0,350000000.0,792000000.0,13102000000.0,257036000000.0,3608000000.0,,-7807000000.0,,,-881000000.0,,,,,9772000000.0,,,589266000000.0,,145975000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,-31807000000.0,7641000000.0,0.0,,96296000000.0,166920000000.0,,,2677000000.0,662000000.0,326448000000.0,-6377000000.0,648264000000.0,14025000000.0,,52749000000.0,9793000000.0,7345000000.0,7345000000.0,1314000000.0,,56719000000.0,-4703000000.0,78757000000.0,472000000.0,-2314000000.0,,,,0.0,2121000000.0,28913000000.0,7641000000.0,,,63000000.0,-1238000000.0,-25883000000.0,,3071000000.0,,1470000000.0,22563000000.0,,59376000000.0,55980000000.0,-273000000.0,16820000000.0,0.0,,873000000.0,2210000000.0,,-2198000000.0,,626171000000.0,23504000000.0,,472000000.0,,7641000000.0,1489000000.0,34387000000.0,648264000000.0,16820000000.0,617000000.0,,707640000000.0,2210000000.0,662000000.0,21306000000.0,,-2453000000.0,10776000000.0,212236000000.0,,7770000000.0,166920000000.0,-5951000000.0,14711111111.0,,18641000000.0,-116027000000.0,133000000.0,212236000000.0,1367000000.0,,9793000000.0,-2307000000.0,410266000000.0,14711111111.0,0.0,135664000000.0,18641000000.0,,3917000000.0,,4975000000.0,0.045,-623213000000.0,3917000000.0,,64489000000.0,78757000000.0,-3326000000.0,707640000000.0,1407000000.0,617000000.0,,975000000.0,64489000000.0,,-351728000000.0,-26890000000.0,22563000000.0,,782000000.0,620000000.0,12855000000.0,264985000000.0,3071000000.0,410266000000.0,1367000000.0,,514726000000.0,-1267000000.0,,174197000000.0,9500000000.0,7641000000.0,9500000000.0,,62357000000.0,626171000000.0,59376000000.0,174197000000.0,0.045,52749000000.0,,16448000000.0,264985000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,,,0.0,,,,0.11,14863636364.0,,,102017000000.0,,,,,82698000000.0,11040000000.0,,7345000000.0,,,64489000000.0,,82787000000.0,478000000.0,-719000000.0,,,,,3562000000.0,,10564000000.0,,,1052000000.0,,,,,,2770000000.0,29235000000.0,,94494000000.0,,2154000000.0,18455000000.0,0.0,,,3248000000.0,,-204000000.0,,,13044000000.0,,,,10564000000.0,2721000000.0,54546000000.0,655573000000.0,,,,750067000000.0,,,12840000000.0,,,,208249000000.0,,9251000000.0,159125000000.0,,,,21545000000.0,,,,1635000000.0,,,,401142000000.0,,,,,0.11,7913000000.0,,4366000000.0,,,,630812000000.0,,,,,1718000000.0,617000000.0,,,73740000000.0,2647000000.0,-87673000000.0,16039000000.0,,14863636364.0,1098000000.0,575000000.0,-21793000000.0,290947000000.0,6616000000.0,,1635000000.0,,,-222000000.0,,,,,10998000000.0,,,660047000000.0,,191435000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,0.0,,,,,,,,123693000000.0,,,,,78726000000.0,12219000000.0,,7345000000.0,,,73740000000.0,,90327000000.0,1000000000.0,-6712000000.0,,,,,4602000000.0,,8688000000.0,,,1700000000.0,,,,,,4540000000.0,30056000000.0,,90402000000.0,,,21167000000.0,0.0,,,2739000000.0,,-1158000000.0,,,44356000000.0,,,,8688000000.0,4610000000.0,54521000000.0,739818000000.0,,,,830220000000.0,,,43198000000.0,,,,212794000000.0,,27139000000.0,194756000000.0,,,,22540000000.0,,,,2712000000.0,,,,447205000000.0,,,,,,16195000000.0,,5049000000.0,,,,703481000000.0,,,,,2840000000.0,1114000000.0,,,100879000000.0,1887000000.0,-146633000000.0,-24034000000.0,,,1737000000.0,566000000.0,2834000000.0,291520000000.0,5416000000.0,,2712000000.0,,,-219000000.0,,,,,12833000000.0,,,733537000000.0,,211631000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,,0.0,,,,0.175,14725714286.0,,,125174000000.0,,,,,110180000000.0,11873000000.0,,7345000000.0,,,100879000000.0,,90522000000.0,969000000.0,-5604000000.0,,,,,3508000000.0,,8885000000.0,,400000000.0,881000000.0,,,,,,3666000000.0,31719000000.0,,121444000000.0,,,22642000000.0,0.0,,,2925000000.0,,38000000.0,,,6830000000.0,,,,8885000000.0,3476000000.0,48966000000.0,751761000000.0,,,,873205000000.0,,,6868000000.0,,,,213977000000.0,,-7433000000.0,213089000000.0,,,,21219000000.0,,,,2577000000.0,,,,463827000000.0,,,,,0.175,20329000000.0,,5623000000.0,,,,743950000000.0,,,,,2785000000.0,1114000000.0,,,93446000000.0,2020000000.0,-150597000000.0,-25786000000.0,,14725714286.0,1753000000.0,630000000.0,9405000000.0,324157000000.0,4874000000.0,,2577000000.0,,,-1366000000.0,,,,,12748000000.0,,,775669000000.0,,215785000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,27290000000.0,9742000000.0,0.0,,61675000000.0,411412000000.0,,,2464000000.0,13883000000.0,53789000000.0,-3639000000.0,818823000000.0,22438000000.0,,107243000000.0,11581000000.0,7345000000.0,7345000000.0,8267000000.0,,93446000000.0,-11912000000.0,84970000000.0,1007000000.0,1123000000.0,,,,0.0,5359000000.0,6356000000.0,9742000000.0,,79000000.0,1804000000.0,,477000000.0,,5011000000.0,1562000000.0,8943000000.0,34084000000.0,,116889000000.0,89662000000.0,,14892000000.0,0.0,,14482000000.0,4081000000.0,,-2315000000.0,,843969000000.0,29071000000.0,,1007000000.0,,9742000000.0,8774000000.0,-14010000000.0,818823000000.0,14892000000.0,914000000.0,,935712000000.0,4081000000.0,13883000000.0,26756000000.0,,19919000000.0,62437000000.0,241436000000.0,,-1667000000.0,411412000000.0,-2147000000.0,14691005291.0,,15326000000.0,-81743000000.0,484000000.0,241436000000.0,6959000000.0,,11581000000.0,19581000000.0,502423000000.0,14691005291.0,0.0,144023000000.0,15326000000.0,,23177000000.0,,7400000000.0,0.945,-485115000000.0,23177000000.0,809885000000.0,88965000000.0,84970000000.0,5437000000.0,935712000000.0,7139000000.0,914000000.0,,1423000000.0,88965000000.0,1562000000.0,-100212000000.0,-47962000000.0,34084000000.0,,3679000000.0,693000000.0,15910000000.0,348679000000.0,5011000000.0,502423000000.0,6959000000.0,809885000000.0,404673000000.0,-340000000.0,,253563000000.0,11841000000.0,9742000000.0,11841000000.0,,93301000000.0,843969000000.0,116889000000.0,253563000000.0,0.945,107243000000.0,,441000000.0,348679000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,,,0.0,,,,0.31,14680645161.0,,,91039000000.0,,,,,109101000000.0,13018000000.0,,7345000000.0,,,88965000000.0,,89672000000.0,933000000.0,-1058000000.0,,,,,103000000.0,,9633000000.0,,34000000.0,904000000.0,,,,,,5521000000.0,32918000000.0,,124651000000.0,,,19443000000.0,0.0,,,2617000000.0,,-522000000.0,,,22684000000.0,,,,9633000000.0,5495000000.0,50921000000.0,870831000000.0,,,,995482000000.0,,,22162000000.0,,,,246316000000.0,,-2199000000.0,444586000000.0,,,,18046000000.0,,,,4551000000.0,,,,525257000000.0,,,,,0.31,15425000000.0,,6862000000.0,,,,866019000000.0,,,,,4617000000.0,914000000.0,,,86766000000.0,1689000000.0,-122611000000.0,-32581000000.0,,14680645161.0,1525000000.0,778000000.0,6883000000.0,355417000000.0,10208000000.0,,4551000000.0,,,-302000000.0,,,,,11724000000.0,,,898937000000.0,,267237000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,0.0,,,,,,,,98459000000.0,,,,,84050000000.0,12826000000.0,,7644000000.0,,,86766000000.0,,105111000000.0,734000000.0,-2264000000.0,,,,,4139000000.0,,8659000000.0,,73000000.0,1438000000.0,,,,,,6687000000.0,34005000000.0,,95408000000.0,,,22164000000.0,0.0,,,1897000000.0,,-652000000.0,,,44517000000.0,,,,8659000000.0,6699000000.0,40339000000.0,937500000000.0,,,,1032908000000.0,,,43865000000.0,,,,238236000000.0,,-27411000000.0,449392000000.0,,,,17076000000.0,,,,5060000000.0,,,,581730000000.0,,,,,,22592000000.0,,6353000000.0,,,,889008000000.0,,,,,5249000000.0,658000000.0,,,59355000000.0,,-164455000000.0,-69150000000.0,,,1617000000.0,807000000.0,-6892000000.0,322286000000.0,3482000000.0,,5060000000.0,,,-292000000.0,,,,,9019000000.0,,,923013000000.0,,289297000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,,0.0,,,,0.205,15341463415.0,,,114437000000.0,,,,,76903000000.0,13012000000.0,,7644000000.0,,,59355000000.0,,111022000000.0,877000000.0,-573000000.0,,,,,5821000000.0,,7212000000.0,,0.0,990000000.0,,,,,,4321000000.0,35658000000.0,,90098000000.0,,146000000.0,24162000000.0,0.0,,,2089000000.0,,-952000000.0,,,34513000000.0,,,,7212000000.0,4326000000.0,43005000000.0,1009004000000.0,,,,1099102000000.0,,,33561000000.0,,,,233349000000.0,,-11803000000.0,488294000000.0,,,,17268000000.0,,,,3145000000.0,,,,626643000000.0,,,,,0.205,21586000000.0,,6831000000.0,,,,947304000000.0,,,,,3331000000.0,658000000.0,,,47552000000.0,,-177096000000.0,-64239000000.0,,15341463415.0,859000000.0,886000000.0,21663000000.0,310252000000.0,3643000000.0,,3145000000.0,,,-3814000000.0,,,,,9349000000.0,,,982962000000.0,,330757000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,-8027000000.0,7088000000.0,0.0,,88965000000.0,540902000000.0,,,3397000000.0,17311000000.0,200615000000.0,-3631000000.0,1061681000000.0,29276000000.0,,99102000000.0,12922000000.0,7644000000.0,7644000000.0,4802000000.0,,47552000000.0,-4433000000.0,112030000000.0,869000000.0,-538000000.0,,,,0.0,7492000000.0,41877000000.0,7088000000.0,,190000000.0,1077000000.0,-2167000000.0,-188000000.0,,3681000000.0,97000000.0,5818000000.0,33762000000.0,,109946000000.0,135624000000.0,-699000000.0,28282000000.0,0.0,,17938000000.0,7034000000.0,,-1505000000.0,,1054744000000.0,37541000000.0,,869000000.0,,7088000000.0,5797000000.0,49849000000.0,1061681000000.0,28282000000.0,619000000.0,,1171627000000.0,7034000000.0,17311000000.0,36036000000.0,,22347000000.0,75349000000.0,242884000000.0,,33386000000.0,540902000000.0,-4689000000.0,15053043478.0,,17706000000.0,-189475000000.0,297000000.0,242884000000.0,4555000000.0,,12922000000.0,22317000000.0,655106000000.0,15053043478.0,0.0,184114000000.0,17706000000.0,,22243000000.0,,9230000000.0,1.15,-687053000000.0,22243000000.0,1020982000000.0,80938000000.0,112030000000.0,4409000000.0,1171627000000.0,4741000000.0,619000000.0,,1410000000.0,80938000000.0,97000000.0,-222891000000.0,-23505000000.0,33762000000.0,,801000000.0,926000000.0,20223000000.0,341986000000.0,3681000000.0,655106000000.0,4555000000.0,1020982000000.0,504550000000.0,-281000000.0,,342158000000.0,9128000000.0,7088000000.0,9128000000.0,,139255000000.0,1054744000000.0,109946000000.0,342158000000.0,1.15,99102000000.0,,443000000.0,341986000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,,0.0,,,,0.38,15300000000.0,,,142049000000.0,,,,,81902000000.0,16071000000.0,,7644000000.0,,,80938000000.0,,118893000000.0,935000000.0,-604000000.0,,,,,86000000.0,,7900000000.0,,108000000.0,1320000000.0,,,,,,7266000000.0,34371000000.0,,95585000000.0,,-583000000.0,34096000000.0,0.0,,,5101000000.0,,-931000000.0,,,58487000000.0,,,,7900000000.0,7249000000.0,72417000000.0,1135489000000.0,,,,1231074000000.0,,,57556000000.0,,,,271487000000.0,,-21773000000.0,550723000000.0,,,,29061000000.0,,,,5814000000.0,,,,703955000000.0,,,,,0.38,22628000000.0,,7746000000.0,,,,1072757000000.0,,,,,5946000000.0,619000000.0,,,59165000000.0,,-197081000000.0,-57806000000.0,,15300000000.0,837000000.0,1261000000.0,-21649000000.0,353389000000.0,3807000000.0,,5814000000.0,,,-863000000.0,,,,,11226000000.0,,,1107128000000.0,,359067000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,0.0,,,,,,,,173047000000.0,,,,,105195000000.0,16534000000.0,,7916000000.0,,,59165000000.0,,134334000000.0,920000000.0,-1539000000.0,,,,,188000000.0,,8071000000.0,,0.0,1948000000.0,,,,,,9000000000.0,36023000000.0,,121096000000.0,,0.0,37688000000.0,0.0,,,5282000000.0,,-447000000.0,,,22351000000.0,,,,8071000000.0,9057000000.0,54152000000.0,1188968000000.0,,,,1310064000000.0,,,21904000000.0,,,,252333000000.0,,17888000000.0,593300000000.0,,,,32064000000.0,,,,6943000000.0,,,,708339000000.0,,,,,,24184000000.0,,8477000000.0,,,,1134616000000.0,,,,,7052000000.0,619000000.0,,,77053000000.0,,-198027000000.0,-26435000000.0,,,1080000000.0,1522000000.0,21137000000.0,357528000000.0,3305000000.0,,6943000000.0,,,-683000000.0,,,,,9401000000.0,,,1170639000000.0,,400612000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,,0.0,,,,0.11,16018181818.0,,,145724000000.0,,,,,229341000000.0,62958000000.0,,7916000000.0,,,77053000000.0,,121132000000.0,4721000000.0,-118000000.0,,,,,39000000.0,,13291000000.0,,16183000000.0,2021000000.0,,,,,,5309000000.0,99598000000.0,,352008000000.0,,0.0,38263000000.0,0.0,,,5359000000.0,,-1237000000.0,,,4640000000.0,,,,13291000000.0,5214000000.0,48292000000.0,1837398000000.0,,,,2189406000000.0,,,3403000000.0,,,,291507000000.0,,54918000000.0,1349446000000.0,,,,165039000000.0,,,,1762000000.0,,,,802837000000.0,,,,,0.11,47610000000.0,,12272000000.0,,,,1929829000000.0,,,,,3288000000.0,9241000000.0,,,131971000000.0,,-155757000000.0,68815000000.0,,16018181818.0,1008000000.0,7934000000.0,-17182000000.0,520848000000.0,3586000000.0,,1762000000.0,,,-5401000000.0,,,,,24487000000.0,,,2029427000000.0,,866369000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,29543000000.0,14423000000.0,0.0,,80938000000.0,1370985000000.0,,,20432000000.0,19475000000.0,127147000000.0,-5393000000.0,1849953000000.0,43142000000.0,,250456000000.0,88584000000.0,7916000000.0,7916000000.0,3555000000.0,,131971000000.0,-2789000000.0,130867000000.0,4612000000.0,-528000000.0,,,,0.0,1947000000.0,-12274000000.0,14423000000.0,,62000000.0,2155000000.0,,-2444000000.0,,2994000000.0,,8451000000.0,145158000000.0,,435471000000.0,69955000000.0,,43219000000.0,0.0,,22582000000.0,10530000000.0,,-2778000000.0,,2114082000000.0,-10130000000.0,,4612000000.0,,14423000000.0,8393000000.0,56222000000.0,1849953000000.0,43219000000.0,9203000000.0,,2285424000000.0,10530000000.0,19475000000.0,-12908000000.0,,30026000000.0,-4060000000.0,306691000000.0,,-21490000000.0,1370985000000.0,-7248000000.0,15580000000.0,,226903000000.0,-32109000000.0,16353000000.0,306691000000.0,4956000000.0,,88584000000.0,29913000000.0,832017000000.0,15580000000.0,0.0,231083000000.0,226903000000.0,,65177000000.0,,14647000000.0,1.25,-692939000000.0,65177000000.0,1968924000000.0,110481000000.0,130867000000.0,7444000000.0,2285424000000.0,6296000000.0,9203000000.0,,2159000000.0,110481000000.0,,-142074000000.0,-16683000000.0,145158000000.0,,630000000.0,9715000000.0,5420000000.0,557147000000.0,2994000000.0,832017000000.0,4956000000.0,1968924000000.0,587967000000.0,-301000000.0,,885808000000.0,24251000000.0,14423000000.0,24251000000.0,,75348000000.0,2114082000000.0,435471000000.0,885808000000.0,1.25,250456000000.0,,2260000000.0,557147000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,,0.0,,,,0.385,15750649351.0,,,138449000000.0,,,,,330309000000.0,69787000000.0,,7916000000.0,,,110481000000.0,,140554000000.0,5106000000.0,-1430000000.0,,,,,1588000000.0,,15332000000.0,,38000000.0,2537000000.0,,,,,,10340000000.0,113227000000.0,,498857000000.0,,-1477000000.0,49283000000.0,0.0,,,7137000000.0,,-810000000.0,,,109421000000.0,,,,15332000000.0,10349000000.0,78139000000.0,1952116000000.0,,,,2450973000000.0,,,108611000000.0,,,,309061000000.0,,76613000000.0,1517937000000.0,,,,234337000000.0,,,,6064000000.0,,,,836564000000.0,,,,,0.385,53062000000.0,,12138000000.0,,,,2151592000000.0,,,,,7803000000.0,12864000000.0,,,187094000000.0,,-173049000000.0,-36344000000.0,,15750649351.0,1586000000.0,9842000000.0,5625000000.0,639370000000.0,2981000000.0,,6064000000.0,,,-721000000.0,,,,,25465000000.0,,,2264819000000.0,,972486000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,0.0,,,,,,,,228406000000.0,,,,,372434000000.0,48606000000.0,,7916000000.0,,,187094000000.0,,146762000000.0,5532000000.0,-758000000.0,,,,,-37000000.0,,15395000000.0,,7000000.0,457000000.0,,,,,,10181000000.0,84589000000.0,,497044000000.0,,-4000000.0,55199000000.0,0.0,,,6615000000.0,,-476000000.0,,,95142000000.0,,,,15395000000.0,10201000000.0,65131000000.0,2147955000000.0,,,,2644999000000.0,,,94666000000.0,,,,318363000000.0,,63998000000.0,1707131000000.0,,,,215380000000.0,,,,7895000000.0,,,,865001000000.0,,,,,,78970000000.0,,13202000000.0,,,,2366729000000.0,,,,,9724000000.0,11702000000.0,,,251092000000.0,,-284911000000.0,-57863000000.0,,,2683000000.0,10663000000.0,19336000000.0,690797000000.0,3988000000.0,,7895000000.0,,,-1255000000.0,,,,,28142000000.0,,,2451318000000.0,,1055176000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
