,trailingNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,quarterlyOperatingExpense,trailingGrossProfit,annualRepaymentOfDebt,quarterlyDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOtherIncomeExpense,annualBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualGrossPPE,annualTotalNonCurrentAssets,trailingRepaymentOfDebt,annualDilutedAverageShares,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,trailingNetOtherFinancingCharges,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,annualNetOtherFinancingCharges,quarterlyOperatingIncome,annualStockBasedCompensation,annualBasicAverageShares,annualCapitalExpenditure,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCapitalStock,annualTotalRevenue,quarterlyOtherNonCashItems,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,trailingBeginningCashPosition,trailingFreeCashFlow,annualInterestExpense,trailingCashDividendsPaid,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualAccumulatedDepreciation,trailingNetIncome,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,annualGrossProfit,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,annualResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,annualTotalLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,trailingPretaxIncome,annualNetIncome,annualRetainedEarnings,trailingChangeInWorkingCapital,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualGainsLossesNotAffectingRetainedEarnings,annualOtherCurrentAssets,quarterlyBasicEPS,annualCostOfRevenue,trailingOperatingIncome,annualLongTermDebt,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,quarterlyNetIncomeContinuousOperations,annualPretaxIncome,annualInvestingCashFlow,annualEndCashPosition,annualCurrentDebt,trailingCommonStockIssuance,annualTaxProvision,annualTotalAssets,trailingTaxProvision,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualNonCurrentDeferredRevenue,annualOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,annualOtherNonCashItems,annualDilutedEPS,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualStockholdersEquity,quarterlyPurchaseOfInvestment,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,annualInvestmentsAndAdvances,annualDepreciationAndAmortization,annualSaleOfInvestment,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,trailingOperatingCashFlow,annualCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualBasicEPS,quarterlyDilutedAverageShares,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,annualNetPPE,annualCurrentLiabilities,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualEbitda,annualOperatingCashFlow,quarterlyOtherIntangibleAssets,annualChangeInInventory,trailingInterestExpense,annualGoodwill,trailingDilutedAverageShares,trailingBasicEPS,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,trailingChangeInAccountPayable,annualDeferredIncomeTax,trailingDeferredIncomeTax,quarterlyGoodwill,quarterlyChangeInInventory,trailingStockBasedCompensation,quarterlyAccountsReceivable,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,annualInventory,trailingChangesInAccountReceivables,quarterlyInventory,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfInvestment,trailingDilutedEPS,annualOtherIntangibleAssets
1404086400,,,8821532000.0,,,23476000.0,,,,120615000.0,,,1.21,48942000.0,425741000.0,425741000.0,,,-170936000.0,,,,,0.0,-45620000.0,96021000.0,,386190000.0,,,,,,,1311000.0,,-2795000.0,,,-62505000.0,130065698.0,,,48942000.0,-30183000.0,413806000.0,,150830000.0,,,,,-2695462000.0,,,,,,-5679000.0,,,39737000.0,189394000.0,,,,,17205231000.0,0.0,548664000.0,,,-347592000.0,,,,,172197000.0,14509769000.0,261225000.0,,2017000.0,,,,,0.0,207736000.0,186599000.0,,,,142361000.0,6836419000.0,268385000.0,,,,15657951000.0,15109287000.0,,,,,6254874000.0,,,,1.22,,,,,516519000.0,10220000.0,,172197000.0,,,,,,,,,,110395000.0,,,,,,,,,,,-2088000.0,,,,,-87152000.0,271445000.0,65089000.0,425741000.0,158086000.0,,,158086000.0,318640000.0,280878000.0,6836419000.0,,,,,,130248321.0,,-150217000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,,9045282000.0,,,2074000.0,,,,123126000.0,,,1.83,49425000.0,440028000.0,440028000.0,,,-3950000.0,,,,,0.0,-44074000.0,98095000.0,,425741000.0,,,,,,,1320000.0,,-13296000.0,,,-32452000.0,131529503.0,,,49425000.0,6397000.0,430525000.0,,158270000.0,,,,,-2799679000.0,,,,,,-7118000.0,,,14287000.0,231718000.0,,,,,17443354000.0,1590000.0,565296000.0,,,-256162000.0,,,,,241001000.0,14643675000.0,270106000.0,,406000.0,,,,,1590000.0,125121000.0,218422000.0,,,,149129000.0,6834306000.0,279297000.0,,,,15881178000.0,15315882000.0,,,,,6241768000.0,,,,1.83,,,,,530517000.0,11290000.0,,241001000.0,,,,,,,,,,111836000.0,,,,,,,,,,,-1601000.0,,,,,-184979000.0,281396000.0,129107000.0,440028000.0,241100000.0,,,241100000.0,304795000.0,286788000.0,6835896000.0,,,,,,131905995.0,,-152022000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,,541292000.0,9046405000.0,683567000.0,907000.0,3937000.0,,509460000.0,228105000.0,124799000.0,,-182859000.0,1.08,49502000.0,509460000.0,509460000.0,,281355000.0,-4141000.0,,158224000.0,,41425000.0,0.0,-42515000.0,101946000.0,233001000.0,440028000.0,17784819000.0,15542021000.0,,131237502.0,,,1320000.0,,-13725000.0,659148000.0,-5662000.0,144485000.0,132119949.0,,,49502000.0,14524000.0,440656000.0,-14408000.0,164573000.0,,130878250.0,-52825000.0,,-2891254000.0,49502000.0,484107000.0,,1320000.0,1685061000.0,-7070000.0,,,69432000.0,245212000.0,,,,,17784819000.0,907000.0,634702000.0,-2891254000.0,,-267085000.0,9332000.0,,1100240000.0,,151862000.0,14893565000.0,278657000.0,,,,,3573000.0,,907000.0,6043000.0,231487000.0,,,29148000.0,151284000.0,7129411000.0,286139000.0,7130318000.0,346134000.0,833816000.0,16176723000.0,15542021000.0,,683567000.0,-267085000.0,,6525852000.0,-5662000.0,-42515000.0,0.0,1.08,584821000.0,,6525852000.0,-593643000.0,541292000.0,10715000.0,,142530000.0,668516000.0,-816760000.0,509460000.0,,,9368000.0,16176723000.0,,,114084000.0,49502000.0,616133000.0,,101946000.0,-27123000.0,5.21,,509460000.0,9046405000.0,,-4406000.0,,298315000.0,442682000.0,,-320265000.0,289372000.0,35276000.0,509460000.0,142642000.0,,286139000.0,142642000.0,298315000.0,307966000.0,7130318000.0,,634702000.0,7129411000.0,,5.22,132677639.0,,-153011000.0,14893565000.0,907000.0,,307966000.0,1058815000.0,886641000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,,9097512000.0,,,-7885000.0,,,,127451000.0,,,1.56,50673000.0,194928000.0,194928000.0,,,-4209000.0,,,,,0.0,-40950000.0,94131000.0,,508276000.0,,,,,,,1322000.0,,-8679000.0,,,-107529000.0,132219579.0,,,50673000.0,-16900000.0,442367000.0,,156111000.0,,,,,-2989899000.0,,,,,,-6996000.0,,,-313348000.0,236380000.0,,,,,18314655000.0,733000.0,327230000.0,,,-223330000.0,,0.0,,,208053000.0,15324756000.0,272964000.0,,,,,,,733000.0,1973000.0,227701000.0,,,,158805000.0,7165503000.0,282619000.0,,,,16263748000.0,15936518000.0,,,,,6562331000.0,,,,1.57,,,,,541991000.0,10598000.0,,208053000.0,,,,,,,,,,116853000.0,,,,,,,,,,,-2198000.0,,,,,-442199000.0,283562000.0,97515000.0,194928000.0,208144000.0,,,208144000.0,262050000.0,290116000.0,7166236000.0,,,,,,133175773.0,,-153095000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,9210485000.0,,,59153000.0,,,,128962000.0,,,1.29,53403000.0,65126000.0,65126000.0,,,-584017000.0,,,,,0.0,-39523000.0,109158000.0,,194928000.0,,,,,,,1329000.0,,-43337000.0,,,-134358000.0,132319255.0,,,53403000.0,1281000.0,457459000.0,,171588000.0,,,,,-3092205000.0,,,,,,-4440000.0,,,-130986000.0,255522000.0,,,,,18611288000.0,657000.0,200095000.0,,,-217441000.0,1293000.0,-803000.0,,,173546000.0,15519083000.0,290215000.0,,,,,,,657000.0,95353000.0,212185000.0,,,,156909000.0,7109334000.0,282942000.0,,,,16320476000.0,16120381000.0,,,,,6487130000.0,,,,1.3,,,,,558213000.0,10335000.0,,172253000.0,,,,,,,,,,118627000.0,,,,,,,,,,,-4615000.0,,,,,-252150000.0,300550000.0,46548000.0,65126000.0,172324000.0,,,172324000.0,264616000.0,274743000.0,7109991000.0,,,,,,133086439.0,,-165145000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,,9829453000.0,,,-6116000.0,,,,130648000.0,,,1.53,54048000.0,318557000.0,318557000.0,,,-155427000.0,,,,,0.0,-38181000.0,103042000.0,,65126000.0,,,,,,,1369000.0,,-393561000.0,,,243227000.0,133973114.0,,,54048000.0,43268000.0,475360000.0,,179808000.0,,,,,-3212258000.0,,,,,,-3018000.0,,,253431000.0,302370000.0,,,,,19002878000.0,0.0,451320000.0,,,-182487000.0,39000.0,-78000.0,,,206115000.0,15790620000.0,299992000.0,,,,,,,0.0,577305000.0,309141000.0,,,,164904000.0,6952526000.0,307099000.0,,,,16781979000.0,16330659000.0,,,,,6306727000.0,,,,1.54,,,,,581239000.0,10464000.0,,206076000.0,,,,,,,,,,120184000.0,,,,,,,,,,-78000.0,-12640000.0,,,,,-292166000.0,310456000.0,69541000.0,318557000.0,206142000.0,,,206142000.0,268647000.0,271392000.0,6952526000.0,,,,,,134709460.0,,-166011000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,570149000.0,9840526000.0,742038000.0,553000.0,-4240000.0,,400507000.0,-108953000.0,133687000.0,,-850963000.0,1.13,53132000.0,400507000.0,400507000.0,,509460000.0,-107310000.0,,33810000.0,,42396000.0,30077000.0,-31387000.0,98802000.0,221376000.0,318557000.0,19228571000.0,16395900000.0,,134593177.0,,,1370000.0,,-10620000.0,741733000.0,-6582000.0,32470000.0,136981717.0,,,53132000.0,-3590000.0,480840000.0,-23251000.0,190008000.0,,133885758.0,-55865000.0,,-3303751000.0,53132000.0,520319000.0,,1370000.0,1856028000.0,-2936000.0,,,81950000.0,262482000.0,,,,,19228571000.0,553000.0,535405000.0,-3303751000.0,,-197989000.0,215000.0,-5701000.0,1218152000.0,,155567000.0,15924820000.0,312267000.0,,,,,24059000.0,,553000.0,15553000.0,251862000.0,,,40912000.0,157145000.0,7090226000.0,300090000.0,7090779000.0,690184000.0,1000889000.0,16931305000.0,16395900000.0,,742038000.0,-197989000.0,,6456948000.0,-6582000.0,-31387000.0,30077000.0,1.13,637876000.0,,6456948000.0,-655248000.0,570149000.0,11428000.0,,155352000.0,743594000.0,-1199517000.0,400507000.0,,,1861000.0,16931305000.0,,,122259000.0,53132000.0,697833000.0,,98802000.0,-17390000.0,5.51,,400507000.0,9840526000.0,-5701000.0,-3798000.0,,216919000.0,477923000.0,,-213002000.0,323695000.0,7776000.0,400507000.0,155428000.0,,300090000.0,155428000.0,216919000.0,236672000.0,7090779000.0,,535405000.0,7090226000.0,,5.54,137349671.0,,-170997000.0,15924820000.0,553000.0,,236672000.0,1175756000.0,1056754000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,,9846532000.0,,,-59683000.0,,,,138620000.0,,,1.73,55770000.0,97541000.0,97541000.0,,,-19682000.0,,,,,31964000.0,-77770000.0,99644000.0,,400507000.0,,,,,,,1372000.0,,-14882000.0,,,-196021000.0,137149999.0,,,55770000.0,-12858000.0,508498000.0,,204330000.0,,,,,-3430592000.0,,,,,,-2843000.0,,,-302966000.0,277782000.0,,,,,19723121000.0,628381000.0,299866000.0,,,-146799000.0,37000.0,-913000.0,,,237914000.0,16292529000.0,331546000.0,,,,,,,55770000.0,1102000.0,262900000.0,,,,165548000.0,7196858000.0,343564000.0,,,,17043390000.0,16743524000.0,,,,,6502580000.0,,,,1.73,,,,,628381000.0,11404000.0,,237877000.0,,,,,,,,,,127216000.0,,,,,,,0.0,,,-913000.0,-6290000.0,,,,,-384727000.0,342950000.0,76994000.0,97541000.0,237931000.0,,,237931000.0,182367000.0,250179000.0,7196858000.0,,,,,,137383044.0,,-171151000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,9856519000.0,,,78953000.0,,,,144480000.0,,,1.44,58093000.0,182306000.0,182306000.0,,,-137870000.0,,,,,33624000.0,-102997000.0,100876000.0,,97541000.0,,,,,,,1373000.0,,-13733000.0,,,144792000.0,137277401.0,,,58093000.0,-12359000.0,502307000.0,,189011000.0,,,,,-3540481000.0,,,,,,-2766000.0,,,84765000.0,267737000.0,,,,,19972681000.0,1549000.0,321315000.0,,,-134808000.0,36000.0,-120735000.0,,,197355000.0,16432200000.0,321480000.0,,,,,,,1549000.0,11702000.0,254004000.0,33624000.0,,,168816000.0,7536999000.0,348701000.0,,,,17395067000.0,17073752000.0,,,,,6833991000.0,,,,1.44,,,,,634946000.0,12011000.0,,197319000.0,,,,,,,,,,132469000.0,,,,,,,,,,-120735000.0,-18794000.0,,,,,-327764000.0,333491000.0,54925000.0,182306000.0,197444000.0,,,197444000.0,325614000.0,250044000.0,7538548000.0,,,,,,137437733.0,,-185084000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,,10036624000.0,,,-71100000.0,,,,143657000.0,,,2.59,57495000.0,65899000.0,65899000.0,,,-253543000.0,,,,,0.0,-100531000.0,100113000.0,,182306000.0,,,,,,,1373000.0,,-19918000.0,,,-268456000.0,137333785.0,,,57495000.0,22438000.0,516211000.0,,196632000.0,,,,,-3591604000.0,,,,,,-1275000.0,,,-116407000.0,306149000.0,,,,,20362663000.0,3845000.0,264828000.0,,,36043000.0,22000.0,119199000.0,,,356351000.0,16771059000.0,328361000.0,,,,,,,3845000.0,1343000.0,286231000.0,,,,175922000.0,7548188000.0,379276000.0,,,,17588657000.0,17323829000.0,,,,,6815970000.0,,,,2.6,,,,,664773000.0,11928000.0,,356329000.0,,,,,,,,,,131729000.0,,,,,,,170000000.0,,,119199000.0,-1006000.0,,,,,-154100000.0,340289000.0,207590000.0,65899000.0,356392000.0,,,356392000.0,176882000.0,275537000.0,7552033000.0,,,,,,137505054.0,,-185250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,599378000.0,10171416000.0,1034002000.0,808000.0,47107000.0,,214994000.0,-185513000.0,150448000.0,,-669415000.0,1.76,57023000.0,214994000.0,214994000.0,,400507000.0,-258320000.0,,-291645000.0,,45771000.0,32071000.0,-30510000.0,100998000.0,431925000.0,65899000.0,20755780000.0,17505223000.0,,137461637.0,,,1373000.0,,-24319000.0,1033708000.0,-9750000.0,28040000.0,137341078.0,,,57023000.0,-26000.0,518240000.0,-33495000.0,199624000.0,,137274820.0,-72852000.0,,-3743632000.0,57023000.0,577205000.0,,1373000.0,2045255000.0,-2578000.0,,,149095000.0,291816000.0,,,,,20755780000.0,808000.0,362048000.0,-3743632000.0,,94899000.0,210000.0,-7301000.0,1366803000.0,,242393000.0,17012148000.0,339644000.0,,,,,-2805000.0,,808000.0,1379000.0,267497000.0,,,-4723000.0,168168000.0,7695047000.0,312983000.0,7695855000.0,15526000.0,1070632000.0,17867271000.0,17505223000.0,,1034002000.0,94899000.0,,7030880000.0,,-30510000.0,32071000.0,1.76,678452000.0,,7030880000.0,-726749000.0,599378000.0,10428000.0,,242183000.0,1034013000.0,-1037352000.0,214994000.0,,,305000.0,17867271000.0,,,140020000.0,57023000.0,789598000.0,,100998000.0,-9462000.0,7.52,,214994000.0,10171416000.0,,-7405000.0,,175116000.0,531434000.0,,-170761000.0,350072000.0,92417000.0,214994000.0,242235000.0,,312983000.0,242235000.0,175116000.0,297113000.0,7695855000.0,,362048000.0,7695047000.0,,7.53,137519045.0,,-185264000.0,17012148000.0,808000.0,,297113000.0,1321032000.0,1143484000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,,10266622000.0,,,-131493000.0,,,,153847000.0,,,1.72,57183000.0,121705000.0,121705000.0,,,-21037000.0,,,,,0.0,-28613000.0,96672000.0,,214994000.0,,,,,,,1378000.0,,-10444000.0,,,-151404000.0,137448610.0,,,57183000.0,4611000.0,522326000.0,,193826000.0,,,,,-3852593000.0,,,,,,-2530000.0,,,-93289000.0,293462000.0,,,,,20919484000.0,0.0,400887000.0,,,133674000.0,20000.0,-5774000.0,,,235781000.0,17066891000.0,334447000.0,,,,,,,0.0,56817000.0,283018000.0,,,,174653000.0,7711799000.0,347780000.0,,,,17978421000.0,17577534000.0,,,,,7005729000.0,,,,1.72,,,,,640109000.0,13226000.0,,235781000.0,,,,,,,,,,140621000.0,,,,,,,,,,,-1992000.0,,,,,-235347000.0,347673000.0,91250000.0,121705000.0,235875000.0,,,235875000.0,183403000.0,327240000.0,7711799000.0,,,,,,137531242.0,,-185192000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,10282412000.0,,,7263000.0,,,,155444000.0,,,1.2,59176000.0,53477000.0,53477000.0,,,-1282940000.0,,,,,0.0,-42989000.0,94535000.0,,121705000.0,,,,,,,1381000.0,,-18305000.0,,,-205859000.0,137971632.0,,,59176000.0,-26583000.0,530512000.0,,196270000.0,,,,,-3969049000.0,,,,,,337000.0,,,-68228000.0,268898000.0,,,,,21088796000.0,122000.0,326807000.0,,,102546000.0,58000.0,-4326000.0,,,165194000.0,17119747000.0,337709000.0,,,,,,,122000.0,53216000.0,250593000.0,,,,178798000.0,7661211000.0,310820000.0,,,,17943745000.0,17616938000.0,,,,,6991759000.0,,,,1.2,,,,,601434000.0,14005000.0,,165194000.0,,,,,,,,,,141439000.0,,,,,,,105000000.0,,,,-19320000.0,,,,,-131267000.0,351714000.0,19026000.0,53477000.0,165225000.0,,,165225000.0,169854000.0,312066000.0,7661333000.0,,,,,,138173151.0,,-195531000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,10333813000.0,,,55115000.0,,,,156669000.0,,,1.72,58768000.0,36042000.0,36042000.0,,,-2342000.0,,,,,0.0,-40863000.0,84338000.0,,53477000.0,,,,,,,1381000.0,,-18368000.0,,,-63031000.0,138104883.0,,,58768000.0,43185000.0,550500000.0,,208044000.0,,,,,-4079946000.0,,,,,,2056000.0,,,-17435000.0,355213000.0,,,,,21492926000.0,600000.0,250588000.0,,,144647000.0,24000.0,-4460000.0,,,238199000.0,17412980000.0,353034000.0,,,,,,,600000.0,84000.0,336845000.0,,,,185787000.0,7843424000.0,367470000.0,,,,18177837000.0,17927249000.0,,,,,7128030000.0,,,,1.73,,,,,647887000.0,11679000.0,,238199000.0,,,,,,,,,,144990000.0,,,,,,,242000000.0,,,,-1811000.0,,,,,-309617000.0,364713000.0,77896000.0,36042000.0,238248000.0,,,238248000.0,155428000.0,325668000.0,7844024000.0,,,,,,138307046.0,,-195962000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,632776000.0,10388046000.0,876921000.0,0.0,52137000.0,,67088000.0,-128071000.0,169004000.0,,-1631976000.0,1.72,58473000.0,67088000.0,67088000.0,,329977000.0,-325657000.0,,-418947000.0,,50814000.0,32686000.0,-37419000.0,85377000.0,272042000.0,36042000.0,21935936000.0,18180229000.0,,138066686.0,,,1381000.0,,-26873000.0,876660000.0,-24493000.0,1347000.0,138110099.0,,,58473000.0,14617000.0,555292000.0,-29033000.0,206139000.0,,137911138.0,-73990000.0,,-4218379000.0,58473000.0,634964000.0,,1381000.0,2158628000.0,2267000.0,,,50881000.0,338684000.0,,,199661000.0,,21935936000.0,632776000.0,234592000.0,-4218379000.0,,188609000.0,39000.0,-9933000.0,1439243000.0,,237486000.0,17717557000.0,363239000.0,,,,,35830000.0,,0.0,976000.0,311811000.0,,,-16978000.0,180149000.0,8026775000.0,351305000.0,8026775000.0,111093000.0,1182267000.0,18414821000.0,18180229000.0,,876921000.0,188609000.0,,7329470000.0,,-37419000.0,32686000.0,1.72,719385000.0,,7329470000.0,-772657000.0,632776000.0,11904000.0,,237486000.0,876660000.0,-965381000.0,201906000.0,,,141000.0,18414821000.0,,,157100000.0,58473000.0,804279000.0,,85377000.0,2130000.0,6.35,,67088000.0,10388046000.0,,-5910000.0,52523000.0,163475000.0,584150000.0,,-289150000.0,375143000.0,83870000.0,201906000.0,237573000.0,,351305000.0,237573000.0,163475000.0,299197000.0,8026775000.0,,234592000.0,8026775000.0,,6.36,138245981.0,,-195972000.0,17717557000.0,632776000.0,,299197000.0,1388429000.0,1256257000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,,10335124000.0,,,746000.0,,,,172723000.0,,,1.03,58760000.0,137244000.0,137244000.0,,,-28851000.0,,,,,,-24162000.0,83209000.0,,201906000.0,,,,,,,1382000.0,,-16975000.0,,,72868000.0,138183976.0,,,58760000.0,5069000.0,560792000.0,,197792000.0,,,,,,,,,,,2538000.0,,,69501000.0,315913000.0,,,,,,1244000.0,304537000.0,,,128166000.0,0.0,-4368000.0,,,141590000.0,,356851000.0,4029000.0,,,,,,1244000.0,0.0,298938000.0,,,,190277000.0,8310079000.0,359537000.0,,,,18646447000.0,18341910000.0,,,,,7599455000.0,,,,1.03,,,,,645912000.0,13664000.0,,141590000.0,,,,,,,,,,159059000.0,,,,,,,,,,,-1724000.0,55113000.0,,,,-319280000.0,370515000.0,-1089000.0,271407000.0,141643000.0,,,141643000.0,164344000.0,293019000.0,8311323000.0,,,,,,138183976.0,,-195999000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,10398188000.0,,,31953000.0,,,,171187000.0,,,1.84,61505000.0,101565000.0,101565000.0,,,-30998000.0,,,,,,-22707000.0,92798000.0,,271407000.0,,,,,,,1382000.0,,-22002000.0,,,-233493000.0,138234894.0,,,61505000.0,-9204000.0,569239000.0,,207828000.0,,,,,,,,,,,3078000.0,,,78490000.0,309384000.0,,,,,,634030000.0,384371000.0,,,179066000.0,58000.0,-2734000.0,,,254543000.0,,364513000.0,6098000.0,,,,,,596000.0,833000.0,287382000.0,,,,190224000.0,8272820000.0,337164000.0,,,,18671008000.0,18286637000.0,,,,,7571278000.0,,,,1.84,,,,,634030000.0,14502000.0,,254543000.0,,,,,,,,,,156684000.0,,,,,,,,,,,-257000.0,56585000.0,,,,2599000.0,379015000.0,103300000.0,349897000.0,254662000.0,,,254662000.0,165421000.0,260619000.0,8272820000.0,,,,,,138234894.0,,-203071000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,10397398000.0,,,22354000.0,,,,170472000.0,,,1.39,,55887000.0,55887000.0,,,-98117000.0,,,,,,-21241000.0,92323000.0,,349897000.0,,,,,,,1382000.0,,-23115000.0,,,-245593000.0,138247503.0,,,61059000.0,30568000.0,575982000.0,,213088000.0,,,,,,,,,,,2434000.0,,,-68306000.0,356062000.0,,,,,,664357000.0,315723000.0,,,167946000.0,29000.0,-877000.0,,,192407000.0,,369626000.0,,,,,,,1037000.0,391000.0,332947000.0,,,,192422000.0,8264721000.0,367373000.0,,,,18662119000.0,18346396000.0,,,,,7533228000.0,,,,1.39,,,,,664357000.0,13934000.0,,192407000.0,,,,,,,,,,156539000.0,,,,,,,,,,,-785000.0,,,,,-178775000.0,383560000.0,33416000.0,281591000.0,192486000.0,,,192486000.0,173563000.0,242620000.0,8264721000.0,,,,,,138323064.0,,-203082000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,645672000.0,10632606000.0,974525000.0,150000.0,5990000.0,,91659000.0,15958000.0,173019000.0,,-515101000.0,2.79,,91659000.0,91659000.0,,201906000.0,-357135000.0,,-688502000.0,,56205000.0,,-26144000.0,96983000.0,360866000.0,281591000.0,,18130520000.0,,138289241.0,,,1385000.0,,-24840000.0,974175000.0,-11017000.0,-282284000.0,138322285.0,,,58415000.0,-6182000.0,578522000.0,-15804000.0,215576000.0,,138247513.0,-86932000.0,,,,687401000.0,,1385000.0,2284535000.0,2091000.0,,,-63727000.0,319752000.0,,,,,,645672000.0,249680000.0,,,350777000.0,-247000.0,-3038000.0,1521684000.0,,385636000.0,,374490000.0,,,,,20251000.0,,150000.0,51037000.0,294912000.0,,,61043000.0,189927000.0,7747594000.0,344348000.0,7747594000.0,52261000.0,1214179000.0,18380200000.0,18130520000.0,,974525000.0,350777000.0,,7040263000.0,,-26144000.0,,2.79,762851000.0,,7040263000.0,-805239000.0,645672000.0,14105000.0,,385636000.0,974175000.0,-596651000.0,217864000.0,,,-160000.0,18380200000.0,,,158914000.0,58415000.0,834283000.0,,96983000.0,10141000.0,7.05,,91659000.0,10632606000.0,,-13038000.0,,217432000.0,631196000.0,,-101195000.0,388595000.0,225240000.0,217864000.0,385734000.0,,344348000.0,385734000.0,217432000.0,182158000.0,7747594000.0,,249680000.0,7747594000.0,,7.05,138463943.0,,-203087000.0,,645672000.0,,182158000.0,1465479000.0,1301111000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
