,annualCostOfRevenue,trailingOperatingIncome,annualTotalRevenue,annualOtherCurrentAssets,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualOperatingIncome,annualEndCashPosition,trailingTotalRevenue,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,trailingEndCashPosition,trailingTaxProvision,quarterlyTotalAssets,annualFreeCashFlow,annualOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,annualPretaxIncome,annualCurrentDebt,quarterlyTotalNonCurrentAssets,annualNetIncome,annualCashDividendsPaid,annualAccountsReceivable,annualCurrentAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualTotalAssets,annualOtherNonCurrentAssets,trailingPretaxIncome,annualRepurchaseOfCapitalStock,annualLongTermDebt,quarterlyOtherCurrentAssets,annualStockholdersEquity,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualDepreciationAndAmortization,annualEbitda,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualDilutedEPS,annualCurrentLiabilities,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyInventory,annualCommonStockIssuance,annualOtherIntangibleAssets,annualSaleOfInvestment,quarterlyAccountsReceivable,annualOtherShortTermInvestments,annualDilutedAverageShares,annualCapitalStock,trailingOperatingCashFlow,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,annualBasicAverageShares,annualNetPPE,quarterlyAccumulatedDepreciation,trailingGrossProfit,annualTotalNonCurrentAssets,annualGrossProfit,annualBasicEPS,annualInventory,quarterlyNetPPE,annualChangeInInventory,annualCashCashEquivalentsAndMarketableSecurities,trailingRepaymentOfDebt,annualOtherNonCashItems,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,quarterlyOtherNonCurrentAssets,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,annualPurchaseOfInvestment,annualBeginningCashPosition,quarterlyOtherCurrentLiabilities,annualCapitalExpenditure,annualInvestingCashFlow,trailingInvestingCashFlow,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,trailingInterestExpense,trailingBeginningCashPosition,trailingPurchaseOfBusiness,trailingOperatingExpense,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,quarterlyOtherShortTermInvestments,annualRepaymentOfDebt,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualGoodwill,annualNetOtherFinancingCharges,annualInterestExpense,annualCurrentDeferredRevenue,quarterlyOperatingIncome,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,quarterlyBasicEPS,trailingResearchAndDevelopment,trailingNetOtherFinancingCharges,quarterlyCurrentAccruedExpenses,trailingCommonStockIssuance,quarterlyPurchaseOfBusiness,trailingOtherIncomeExpense,trailingChangeInAccountPayable,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyNetIncomeContinuousOperations,trailingCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyChangeInInventory,quarterlyCommonStockIssuance,trailingOtherNonCashItems,annualInvestmentsAndAdvances,quarterlyDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,trailingRepurchaseOfCapitalStock,quarterlyCapitalExpenditure,annualIncomeTaxPayable,quarterlyStockBasedCompensation,trailingStockBasedCompensation,quarterlyCashDividendsPaid,quarterlySellingGeneralAndAdministration,trailingPurchaseOfInvestment,trailingDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,trailingBasicEPS,quarterlyBasicAverageShares,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyDilutedEPS,quarterlyTotalRevenue,quarterlyEbitda,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,trailingCashDividendsPaid,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingDepreciationAndAmortization,trailingChangeInInventory,quarterlyNetIncome,quarterlyGrossProfit,annualOtherIncomeExpense,quarterlyPretaxIncome,trailingDeferredIncomeTax,quarterlyCostOfRevenue,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,trailingCapitalExpenditure,trailingChangeInWorkingCapital,quarterlyRepaymentOfDebt,quarterlyDeferredIncomeTax,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyEndCashPosition,trailingBasicAverageShares,quarterlySaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyBeginningCashPosition,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyOtherNonCashItems,quarterlyOperatingExpense
1325289600,105051000000.0,,131441000000.0,1848000000.0,33033000000.0,3234000000.0,24912000000.0,3401000000.0,67949000000.0,84016000000.0,,64715000000.0,14384000000.0,31381000000.0,,,3234000000.0,10960000000.0,42899000000.0,4320000000.0,,,117533000000.0,2197000000.0,12006000000.0,67949000000.0,,14361000000.0,5993000000.0,33517000000.0,10481000000.0,-1551000000.0,2623000000.0,84016000000.0,2820000000.0,328000000.0,9916000000.0,117533000000.0,2749000000.0,,,2820000000.0,1848000000.0,46394000000.0,,,3114000000.0,17877000000.0,10481000000.0,640000000.0,1.2165,64715000000.0,46394000000.0,24912000000.0,12511000000.0,,2361000000.0,1313000000.0,2623000000.0,0.0,8616000000.0,8616000000.0,,42899000000.0,42899000000.0,9216000000.0,49000000.0,8616000000.0,21578000000.0,-20475000000.0,,33517000000.0,26390000000.0,1.2165,12511000000.0,21578000000.0,1176000000.0,42899000000.0,,-953000000.0,328000000.0,-274000000.0,2749000000.0,8616000000.0,,42053000000.0,5993000000.0,2361000000.0,-63000000.0,25889000000.0,0.0,-7019000000.0,-535000000.0,,,49000000.0,42053000000.0,,,,,33033000000.0,,,0.0,,,-2505000000.0,0.0,5492000000.0,-20475000000.0,640000000.0,156000000.0,402000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,,,,,30221000000.0,,,88717000000.0,,67918000000.0,,,,,3347000000.0,,,,,,124949000000.0,,,71265000000.0,,,,36232000000.0,,,,,2734000000.0,530000000.0,,,,,,,2392000000.0,,,,,,,640000000.0,,,50230000000.0,,12105000000.0,,,,3433000000.0,,,,,37676000000.0,38176000000.0,,60000000.0,,,,,,,,,22938000000.0,,,,,,,3044000000.0,8616000000.0,,,7384000000.0,2471000000.0,,,0.0,,,,,,,,,,,35215000000.0,,,500000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,100160000000.0,,124036000000.0,931000000.0,28303000000.0,2113000000.0,30687000000.0,2919000000.0,57177000000.0,74391000000.0,,55064000000.0,14521000000.0,23888000000.0,,,2113000000.0,9779000000.0,23888000000.0,1209000000.0,,,114810000000.0,-8250000000.0,9355000000.0,57177000000.0,,12698000000.0,6391000000.0,40419000000.0,9092000000.0,-1551000000.0,2441000000.0,74391000000.0,1328000000.0,675000000.0,10653000000.0,114810000000.0,571000000.0,,,1328000000.0,931000000.0,53918000000.0,,,3197000000.0,16183000000.0,9092000000.0,875000000.0,1.0552,55064000000.0,53918000000.0,30687000000.0,11386000000.0,,2727000000.0,3313000000.0,2441000000.0,8213000000.0,8616000000.0,8616000000.0,,23888000000.0,32101000000.0,307000000.0,94000000.0,8616000000.0,28291000000.0,-22825000000.0,,40419000000.0,23876000000.0,1.0552,11386000000.0,28291000000.0,1176000000.0,32101000000.0,,-866000000.0,675000000.0,-260000000.0,571000000.0,8616000000.0,,51116000000.0,6391000000.0,2727000000.0,-17000000.0,31381000000.0,15553000000.0,-8557000000.0,-2918000000.0,,,94000000.0,51116000000.0,,,,,28303000000.0,546000000.0,546000000.0,8213000000.0,-13216000000.0,,-10243000000.0,15553000000.0,-7493000000.0,-22825000000.0,875000000.0,303000000.0,288000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,,,,,42678000000.0,,,53803000000.0,,46624000000.0,,,,,3742000000.0,,,,,,109418000000.0,,,50366000000.0,,,,55615000000.0,,,,,,236000000.0,,,,,,,1299000000.0,,,,,,,2923000000.0,,,58192000000.0,,3885000000.0,,,,2563000000.0,,,,,19440000000.0,24268000000.0,,195000000.0,,,,,,,,,10564000000.0,,,,,,,5312000000.0,8616000000.0,,,5722000000.0,669000000.0,,,10754000000.0,,,,,,10564000000.0,,,,,20524000000.0,105000000.0,,4828000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,32582000000.0,,37263000000.0,2543000000.0,25202000000.0,3275000000.0,44853000000.0,109000000.0,51964000000.0,57622000000.0,,48689000000.0,849000000.0,16670000000.0,,,3275000000.0,10603000000.0,16670000000.0,-1327000000.0,,,115998000000.0,-11026000000.0,3832000000.0,51964000000.0,,10712000000.0,5875000000.0,58376000000.0,10528000000.0,-1504000000.0,3335000000.0,57622000000.0,0.0,290000000.0,4447000000.0,115998000000.0,165000000.0,,,0.0,2543000000.0,63135000000.0,,,763000000.0,11645000000.0,10528000000.0,1587000000.0,1.2219,48689000000.0,63135000000.0,44853000000.0,4245000000.0,,2432000000.0,2672000000.0,3335000000.0,5069000000.0,8616000000.0,8616000000.0,,16670000000.0,21739000000.0,-9694000000.0,147000000.0,8616000000.0,10342000000.0,-5953000000.0,,58376000000.0,4681000000.0,1.2219,4245000000.0,10342000000.0,130000000.0,21739000000.0,,-422000000.0,290000000.0,-438000000.0,165000000.0,8616000000.0,,16295000000.0,5875000000.0,2432000000.0,-32000000.0,10288000000.0,9548000000.0,-1332000000.0,17982000000.0,,,147000000.0,16295000000.0,,,,,25202000000.0,124000000.0,124000000.0,5069000000.0,-3759000000.0,,-8825000000.0,9548000000.0,6382000000.0,-5953000000.0,1587000000.0,-240000000.0,170000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,,,,,53359000000.0,,,64548000000.0,,63664000000.0,,,,,3608000000.0,,,,,,138790000000.0,,,67272000000.0,,,,74242000000.0,,,,,,291000000.0,,,,,,,2903000000.0,,,,,,,1587000000.0,,,70363000000.0,,5972000000.0,,,,2960000000.0,,,,,22575000000.0,28125000000.0,,665000000.0,,,,,,,,,10950000000.0,,,,,,,9181000000.0,8616000000.0,,,20911000000.0,2440000000.0,,,8721000000.0,,,,,,10950000000.0,,,,,27178000000.0,130000000.0,,5550000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,70244000000.0,,80954000000.0,3347000000.0,27930000000.0,3338000000.0,54712000000.0,1365000000.0,70021000000.0,69157000000.0,,66683000000.0,4077000000.0,23212000000.0,,,3338000000.0,13318000000.0,23212000000.0,-685000000.0,,,145473000000.0,-4486000000.0,6633000000.0,70021000000.0,,14683000000.0,17360000000.0,76316000000.0,12845000000.0,-1551000000.0,3787000000.0,69157000000.0,350000000.0,959000000.0,7415000000.0,145473000000.0,92000000.0,,,350000000.0,3347000000.0,73829000000.0,,,1456000000.0,16495000000.0,12845000000.0,1789000000.0,1.4908,66683000000.0,73829000000.0,54712000000.0,9735000000.0,,2622000000.0,3073000000.0,3787000000.0,2000000000.0,8616000000.0,8616000000.0,,23212000000.0,25212000000.0,-985000000.0,764000000.0,8616000000.0,12223000000.0,-7059000000.0,,76316000000.0,10710000000.0,1.4908,9735000000.0,12223000000.0,-5551000000.0,25212000000.0,,-1534000000.0,959000000.0,-10232000000.0,92000000.0,8616000000.0,,19282000000.0,17360000000.0,2622000000.0,0.0,16670000000.0,12304000000.0,-3501000000.0,-696000000.0,,,764000000.0,19282000000.0,,,,,27930000000.0,261000000.0,261000000.0,2000000000.0,-12668000000.0,,-1643000000.0,12304000000.0,6542000000.0,-7059000000.0,1789000000.0,101000000.0,356000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,,,,,61106000000.0,,,81432000000.0,,69360000000.0,,,,,2066000000.0,,,,,,157472000000.0,,,71426000000.0,,,,76040000000.0,,,,,173000000.0,899000000.0,,,,,,,3504000000.0,,,,,,,1792000000.0,,,79915000000.0,,8615000000.0,,,,5332000000.0,,,,,31984000000.0,33984000000.0,,994000000.0,,,,,,,,,13330000000.0,,,,,,,7126000000.0,8616000000.0,,,14019000000.0,2757000000.0,,,15470000000.0,,,,,,13330000000.0,,,,,29166000000.0,252000000.0,,2000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,109637000000.0,,126566000000.0,3760000000.0,28150000000.0,10666000000.0,65465000000.0,1353000000.0,69302000000.0,81739000000.0,,58636000000.0,6986000000.0,28732000000.0,,,10666000000.0,12712000000.0,28732000000.0,263000000.0,,,160786000000.0,-3237000000.0,9943000000.0,69302000000.0,,14065000000.0,6950000000.0,79047000000.0,11550000000.0,-1723000000.0,3664000000.0,81739000000.0,7559000000.0,1497000000.0,10835000000.0,160786000000.0,163000000.0,,,7559000000.0,3760000000.0,84650000000.0,,,1700000000.0,16024000000.0,11550000000.0,1792000000.0,1.3405,58636000000.0,84650000000.0,65465000000.0,8665000000.0,,2798000000.0,0.0,3664000000.0,3074000000.0,8616000000.0,8616000000.0,,28732000000.0,31806000000.0,558000000.0,1032000000.0,8616000000.0,13865000000.0,-8333000000.0,,79047000000.0,16929000000.0,1.3405,8665000000.0,13865000000.0,1039000000.0,31806000000.0,,-1207000000.0,1497000000.0,-1424000000.0,163000000.0,8616000000.0,,22198000000.0,6950000000.0,2798000000.0,-1074000000.0,23233000000.0,0.0,-3795000000.0,4246000000.0,,,1032000000.0,22198000000.0,,,,,28150000000.0,543000000.0,543000000.0,3074000000.0,-16057000000.0,,-458000000.0,0.0,5499000000.0,-8333000000.0,1792000000.0,5489000000.0,259000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,,,,69202000000.0,,,84217000000.0,,62156000000.0,,,,,11270000000.0,,,,,,169655000000.0,,,73426000000.0,,,,85438000000.0,,,,,7307000000.0,2087000000.0,,,,,,,4849000000.0,,,,,,,1792000000.0,,,89934000000.0,,8515000000.0,,,,4976000000.0,,,,,28471000000.0,31687000000.0,,1239000000.0,,,,,,,,,14525000000.0,,,,,,,10063000000.0,8616000000.0,,,9180000000.0,3256000000.0,,,13651000000.0,,,,,,14525000000.0,,,,,30730000000.0,882000000.0,,3216000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,104905000000.0,,122422000000.0,6645000000.0,36386000000.0,11233000000.0,75381000000.0,1274000000.0,81401000000.0,94552000000.0,,70168000000.0,7365000000.0,29601000000.0,,,11233000000.0,14465000000.0,29601000000.0,-5692000000.0,,,184959000000.0,-318000000.0,10152000000.0,81401000000.0,,15739000000.0,7309000000.0,90407000000.0,13355000000.0,-1723000000.0,4162000000.0,94552000000.0,7080000000.0,2180000000.0,11383000000.0,184959000000.0,192000000.0,,,7080000000.0,6645000000.0,96650000000.0,,,2058000000.0,18042000000.0,13355000000.0,1792000000.0,1.55,70168000000.0,96650000000.0,75381000000.0,8734000000.0,,3617000000.0,1962000000.0,4162000000.0,1127000000.0,8616000000.0,8616000000.0,,29601000000.0,30728000000.0,3598000000.0,1299000000.0,8616000000.0,15167000000.0,-9678000000.0,,90407000000.0,17517000000.0,1.55,8734000000.0,15167000000.0,11000000.0,30728000000.0,,-479000000.0,2180000000.0,-1233000000.0,192000000.0,8616000000.0,,24845000000.0,7309000000.0,3617000000.0,0.0,28732000000.0,16173000000.0,-3916000000.0,1387000000.0,,,1299000000.0,24845000000.0,,,,,36386000000.0,860000000.0,860000000.0,1127000000.0,-6314000000.0,,916000000.0,16173000000.0,869000000.0,-9678000000.0,1792000000.0,98000000.0,245000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,,,,,79259000000.0,,,100648000000.0,,75495000000.0,,,,,10752000000.0,,,,,,195056000000.0,,,86247000000.0,,,,94408000000.0,,,,,6648000000.0,2018000000.0,,,,,,,10562000000.0,,,,,,,1798000000.0,,,102291000000.0,,9737000000.0,,,,4938000000.0,,,,,24738000000.0,27200000000.0,,1437000000.0,,,,,,,,,15435000000.0,,,,,,,13114000000.0,8616000000.0,,,7049000000.0,3905000000.0,,,16595000000.0,,,,,,15435000000.0,,,,,40358000000.0,817000000.0,,2462000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,108904000000.0,,125016000000.0,,43038000000.0,6814000000.0,85020000000.0,1141000000.0,97496000000.0,114857000000.0,,90682000000.0,5850000000.0,31550000000.0,,,6814000000.0,14634000000.0,31550000000.0,-4908000000.0,,,212492000000.0,-325000000.0,10262000000.0,97496000000.0,,15775000000.0,14498000000.0,97635000000.0,14063000000.0,-2841000000.0,6000000000.0,114857000000.0,2398000000.0,2209000000.0,11878000000.0,212492000000.0,212000000.0,,,2398000000.0,,108201000000.0,,,2261000000.0,18189000000.0,14063000000.0,1763000000.0,1.6322,90682000000.0,108201000000.0,85020000000.0,10207000000.0,,4237000000.0,0.0,6000000000.0,1800000000.0,8616000000.0,8616000000.0,,31550000000.0,33350000000.0,4150000000.0,1555000000.0,8616000000.0,16212000000.0,-11443000000.0,,97635000000.0,16112000000.0,1.6322,10207000000.0,16212000000.0,-1687000000.0,33350000000.0,,-560000000.0,2209000000.0,-291000000.0,212000000.0,8616000000.0,,27655000000.0,14498000000.0,4237000000.0,-673000000.0,29724000000.0,,-4475000000.0,1169000000.0,,,1555000000.0,27655000000.0,,,,,43038000000.0,771000000.0,771000000.0,1800000000.0,-2563000000.0,,3093000000.0,,1826000000.0,-11443000000.0,1763000000.0,75000000.0,153000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,,,,89944000000.0,,,110064000000.0,,89403000000.0,,,,,7282000000.0,,,,,,217214000000.0,,,96685000000.0,,,,107150000000.0,,,,,2528000000.0,2316000000.0,,,,,,,,,,,,,,1763000000.0,,,113758000000.0,,10888000000.0,,,,7352000000.0,,,,,22809000000.0,35336000000.0,,1803000000.0,,,,,,,,,16523000000.0,,,,,,,19250000000.0,8616000000.0,,,15509000000.0,4247000000.0,,,,,,,,,16523000000.0,,,,,42342000000.0,761000000.0,,12527000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,91128000000.0,,104543000000.0,,37140000000.0,17135000000.0,93328000000.0,1661000000.0,101592000000.0,115223000000.0,,84457000000.0,4733000000.0,24975000000.0,,,17135000000.0,12578000000.0,24975000000.0,5754000000.0,,,226517000000.0,-27095000000.0,8682000000.0,101592000000.0,,14239000000.0,15424000000.0,111294000000.0,12979000000.0,-3016000000.0,7582000000.0,115223000000.0,10729000000.0,3661000000.0,10848000000.0,226517000000.0,328000000.0,,,10729000000.0,,118356000000.0,,,2556000000.0,17006000000.0,12979000000.0,1816000000.0,1.5064,84457000000.0,118356000000.0,93328000000.0,10710000000.0,,4809000000.0,138000000.0,7582000000.0,4175000000.0,8616000000.0,8616000000.0,,24975000000.0,29150000000.0,-22249000000.0,2086000000.0,8616000000.0,17311000000.0,-13211000000.0,,111294000000.0,13415000000.0,1.5064,10710000000.0,17311000000.0,-158000000.0,29150000000.0,,-1694000000.0,3661000000.0,-503000000.0,328000000.0,8616000000.0,,30522000000.0,15424000000.0,4809000000.0,-526000000.0,31641000000.0,,-4846000000.0,12680000000.0,,,2086000000.0,30522000000.0,,,,,37140000000.0,1767000000.0,1767000000.0,4175000000.0,-6698000000.0,,-21572000000.0,,-6666000000.0,-13211000000.0,1816000000.0,225000000.0,211000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,4397000000.0,,,,,98351000000.0,,,110029000000.0,-27809000000.0,83999000000.0,,,95068000000.0,81909000000.0,24721000000.0,,,,17657000000.0,1902000000.0,239689000000.0,,,108720000000.0,10645000000.0,,,129660000000.0,,,,,15267000000.0,4200000000.0,,,,15052000000.0,,,,,6279000000.0,13410000000.0,,,,1816000000.0,,,124453000000.0,,10283000000.0,,,,10534000000.0,,,,-22963000000.0,17657000000.0,24253000000.0,,2338000000.0,,,,13159000000.0,,,,,19834000000.0,,,-7604000000.0,,,,28794000000.0,8616000000.0,-5152000000.0,,16811000000.0,4790000000.0,,,,,,12165000000.0,13410000000.0,,19834000000.0,294000000.0,22809000000.0,-2582000000.0,8762000000.0,40663000000.0,,,6596000000.0,,13150000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
