,annualCostOfRevenue,trailingOperatingIncome,annualTotalRevenue,annualOtherCurrentAssets,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualOperatingIncome,annualEndCashPosition,trailingTotalRevenue,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,trailingEndCashPosition,trailingTaxProvision,quarterlyTotalAssets,annualFreeCashFlow,annualOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,annualPretaxIncome,annualCurrentDebt,quarterlyTotalNonCurrentAssets,annualNetIncome,annualCashDividendsPaid,annualAccountsReceivable,annualCurrentAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualTotalAssets,annualOtherNonCurrentAssets,trailingPretaxIncome,annualRepurchaseOfCapitalStock,annualLongTermDebt,quarterlyOtherCurrentAssets,annualStockholdersEquity,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualDepreciationAndAmortization,annualEbitda,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualDilutedEPS,annualCurrentLiabilities,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyInventory,annualCommonStockIssuance,annualOtherIntangibleAssets,annualSaleOfInvestment,quarterlyAccountsReceivable,annualOtherShortTermInvestments,annualDilutedAverageShares,annualCapitalStock,trailingOperatingCashFlow,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,annualBasicAverageShares,annualNetPPE,quarterlyAccumulatedDepreciation,trailingGrossProfit,annualTotalNonCurrentAssets,annualGrossProfit,annualBasicEPS,annualInventory,quarterlyNetPPE,annualChangeInInventory,annualCashCashEquivalentsAndMarketableSecurities,trailingRepaymentOfDebt,annualOtherNonCashItems,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,quarterlyOtherNonCurrentAssets,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,annualPurchaseOfInvestment,annualBeginningCashPosition,quarterlyOtherCurrentLiabilities,annualCapitalExpenditure,annualInvestingCashFlow,trailingInvestingCashFlow,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,trailingInterestExpense,trailingBeginningCashPosition,trailingPurchaseOfBusiness,trailingOperatingExpense,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,quarterlyOtherShortTermInvestments,annualRepaymentOfDebt,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualGoodwill,annualNetOtherFinancingCharges,annualInterestExpense,annualCurrentDeferredRevenue,quarterlyOperatingIncome,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,quarterlyBasicEPS,trailingResearchAndDevelopment,trailingNetOtherFinancingCharges,quarterlyCurrentAccruedExpenses,trailingCommonStockIssuance,quarterlyPurchaseOfBusiness,trailingOtherIncomeExpense,trailingChangeInAccountPayable,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyNetIncomeContinuousOperations,trailingCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyChangeInInventory,quarterlyCommonStockIssuance,trailingOtherNonCashItems,annualInvestmentsAndAdvances,quarterlyDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,trailingRepurchaseOfCapitalStock,quarterlyCapitalExpenditure,annualIncomeTaxPayable,quarterlyStockBasedCompensation,trailingStockBasedCompensation,quarterlyCashDividendsPaid,quarterlySellingGeneralAndAdministration,trailingPurchaseOfInvestment,trailingDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,trailingBasicEPS,quarterlyBasicAverageShares,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyDilutedEPS,quarterlyTotalRevenue,quarterlyEbitda,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,trailingCashDividendsPaid,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingDepreciationAndAmortization,trailingChangeInInventory,quarterlyNetIncome,quarterlyGrossProfit,annualOtherIncomeExpense,quarterlyPretaxIncome,trailingDeferredIncomeTax,quarterlyCostOfRevenue,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,trailingCapitalExpenditure,trailingChangeInWorkingCapital,quarterlyRepaymentOfDebt,quarterlyDeferredIncomeTax,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyEndCashPosition,trailingBasicAverageShares,quarterlySaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyBeginningCashPosition,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyOtherNonCashItems,quarterlyOperatingExpense
1104451200,26952000000.0,,32737000000.0,180000000.0,56000000.0,1191000000.0,,308000000.0,7412000000.0,,,,1754000000.0,4478000000.0,,,,2330000000.0,892000000.0,631000000.0,,,,-1406000000.0,4031000000.0,,,3174000000.0,1740000000.0,,2598000000.0,-168000000.0,58000000.0,1941000000.0,,,3177000000.0,15095000000.0,0.0,,-2307000000.0,600000000.0,,7683000000.0,,,83000000.0,1837000000.0,2598000000.0,,0.2838,6221000000.0,,1319000000.0,,,,24000000.0,,,9154334038.0,,,,,1869000000.0,,9154334038.0,397000000.0,,,13154000000.0,5785000000.0,0.2838,41000000.0,,-1944000000.0,892000000.0,,1786000000.0,360000000.0,-655000000.0,,,,,,,-188000000.0,6473000000.0,,-3275000000.0,-2928000000.0,,,231000000.0,,,,,,,,,,-6471000000.0,,-1944000000.0,0.0,-1995000000.0,,,139000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,35639000000.0,,41735000000.0,0.0,78000000.0,1230000000.0,,474000000.0,4897000000.0,,,,1214000000.0,5586000000.0,,,,1455000000.0,762000000.0,-269000000.0,,,,997000000.0,4882000000.0,,,2221000000.0,2240000000.0,,1601000000.0,-1498000000.0,182000000.0,1179000000.0,,,3666000000.0,15376000000.0,400000000.0,,-2306000000.0,500000000.0,,10479000000.0,,,112000000.0,1326000000.0,1601000000.0,,0.2586,3667000000.0,,-94000000.0,,3959000000.0,,28000000.0,,,6191028616.0,,,,,5274000000.0,,6191028616.0,479000000.0,,,14197000000.0,6096000000.0,0.2586,55000000.0,,513000000.0,762000000.0,,5162000000.0,180000000.0,-49000000.0,,,,,,,-119000000.0,4478000000.0,,-4277000000.0,-4203000000.0,,,550000000.0,,,,,,,,,,-10456000000.0,,513000000.0,0.0,1108000000.0,,,-118000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,40058000000.0,,48264000000.0,0.0,72000000.0,732000000.0,,428000000.0,4107000000.0,,,,1943000000.0,5659000000.0,,,,1911000000.0,668000000.0,-566000000.0,,,,1093000000.0,6263000000.0,,,2679000000.0,2181000000.0,,2081000000.0,-37000000.0,211000000.0,1114000000.0,,,4376000000.0,15307000000.0,300000000.0,,-396000000.0,0.0,,11200000000.0,,,155000000.0,2098000000.0,2081000000.0,,0.2415,3375000000.0,,61000000.0,,,,44000000.0,,,8616977226.0,,,,,4561000000.0,,8616977226.0,575000000.0,,,14193000000.0,8206000000.0,0.2415,55000000.0,,-877000000.0,668000000.0,,4406000000.0,0.0,0.0,,,,,,,-48000000.0,5586000000.0,,-3468000000.0,-3930000000.0,,,732000000.0,,,,,,,,,,-12041000000.0,,-877000000.0,0.0,73000000.0,,,22000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,49503000000.0,,59318000000.0,0.0,126000000.0,0.0,,-202000000.0,3392000000.0,,,,3196000000.0,7103000000.0,,,,3770000000.0,1264000000.0,-377000000.0,,,,2175000000.0,6619000000.0,,,3835000000.0,2173000000.0,,4037000000.0,-492000000.0,135000000.0,1767000000.0,,,5187000000.0,15933000000.0,18000000.0,,,,,12541000000.0,,,2026000000.0,5222000000.0,3770000000.0,,0.4376,3392000000.0,,1372000000.0,,,21000000.0,10000000.0,,,8615173675.0,,,,,5102000000.0,,8615173675.0,589000000.0,,,14166000000.0,9815000000.0,0.4376,81000000.0,,-272000000.0,1264000000.0,,3076000000.0,,-17000000.0,,,,,,,-217000000.0,5659000000.0,,-2927000000.0,-3280000000.0,,,,,,,,,,,,,-6797000000.0,,61000000.0,0.0,1444000000.0,,,9000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,58688000000.0,,70569000000.0,6000000.0,25205000000.0,2100000000.0,7458000000.0,647000000.0,35563000000.0,35948000000.0,,33463000000.0,7159000000.0,7194000000.0,,,2100000000.0,4245000000.0,12416000000.0,364000000.0,,,59765000000.0,2856000000.0,4722000000.0,35563000000.0,,4892000000.0,6919000000.0,23817000000.0,4040000000.0,-485000000.0,9003000000.0,35948000000.0,,1891000000.0,5950000000.0,59765000000.0,1128000000.0,,,,6000000.0,18528000000.0,,,2277000000.0,7562000000.0,4040000000.0,483000000.0,0.4689,33463000000.0,18528000000.0,7458000000.0,9356000000.0,,1627000000.0,,9003000000.0,1697000000.0,8616000000.0,8616000000.0,,12416000000.0,14113000000.0,7748000000.0,80000000.0,8616000000.0,18189000000.0,-13241000000.0,,23817000000.0,11881000000.0,0.4689,9356000000.0,18189000000.0,-1960000000.0,14113000000.0,,202000000.0,1891000000.0,,1128000000.0,8616000000.0,,31430000000.0,6919000000.0,1627000000.0,,7103000000.0,23000000.0,-4892000000.0,-7780000000.0,,,80000000.0,31430000000.0,,,,,25205000000.0,,,1697000000.0,,,1546000000.0,23000000.0,91000000.0,-13241000000.0,483000000.0,38000000.0,393000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,,,,,10005000000.0,,,42094000000.0,,37030000000.0,,,,,2294000000.0,,,,,,65940000000.0,,,39324000000.0,,,,23846000000.0,,,,,1989000000.0,125000000.0,,,,,,,2494000000.0,,,,,,,484000000.0,,,23583000000.0,,6719000000.0,,,,1867000000.0,,,,,22588000000.0,22652000000.0,,66000000.0,,,,,,,,,18086000000.0,,,,,,,1086000000.0,8616000000.0,,,6331000000.0,1594000000.0,,,7000000.0,,,,,,,,,,,18287000000.0,,,64000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,74274000000.0,,91758000000.0,-147000000.0,18414000000.0,4698000000.0,11459000000.0,1671000000.0,55134000000.0,60245000000.0,,50436000000.0,8459000000.0,17369000000.0,,,4698000000.0,6738000000.0,29379000000.0,-430000000.0,,,85689000000.0,16854000000.0,9025000000.0,55134000000.0,,8409000000.0,11641000000.0,25444000000.0,6250000000.0,-142000000.0,12944000000.0,60245000000.0,,4534000000.0,7435000000.0,85689000000.0,1245000000.0,,,,-147000000.0,27284000000.0,,,2689000000.0,11148000000.0,6250000000.0,479000000.0,0.7254,50436000000.0,27284000000.0,11459000000.0,8741000000.0,,2001000000.0,25000000.0,12944000000.0,3405000000.0,8616000000.0,8616000000.0,,29379000000.0,32784000000.0,20514000000.0,62000000.0,8616000000.0,18703000000.0,-15362000000.0,,25444000000.0,17484000000.0,0.7254,8741000000.0,18703000000.0,596000000.0,32784000000.0,,-71000000.0,4534000000.0,-21000000.0,1245000000.0,8616000000.0,,34065000000.0,11641000000.0,2001000000.0,-9606000000.0,7209000000.0,-4424000000.0,-3660000000.0,-12994000000.0,,,62000000.0,34065000000.0,,,,,18414000000.0,,,3405000000.0,,,11167000000.0,-4424000000.0,10160000000.0,-15362000000.0,479000000.0,-159000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,,,,,17853000000.0,,,71255000000.0,,56098000000.0,,,,,4374000000.0,,,,,,97051000000.0,,,60472000000.0,,,,25796000000.0,,,,,4152000000.0,83000000.0,,,,,,,0.0,,,,,,,479000000.0,,,33039000000.0,,10267000000.0,,,,2904000000.0,,,,,32810000000.0,36660000000.0,,53000000.0,,,,,,,,,18397000000.0,,,,,,,1283000000.0,8616000000.0,,,5785000000.0,2017000000.0,,,0.0,,,,,,,,,,,21902000000.0,,,3850000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,96033000000.0,,122395000000.0,1546000000.0,34201000000.0,6630000000.0,18659000000.0,3006000000.0,69286000000.0,82337000000.0,,62656000000.0,14516000000.0,25889000000.0,,,6630000000.0,11577000000.0,41404000000.0,1495000000.0,,,110622000000.0,13171000000.0,11846000000.0,69286000000.0,,14583000000.0,3271000000.0,28285000000.0,10981000000.0,,2087000000.0,82337000000.0,6289000000.0,221000000.0,9997000000.0,110622000000.0,2129000000.0,,,6289000000.0,1546000000.0,37494000000.0,,,3985000000.0,18797000000.0,10981000000.0,479000000.0,1.2745,62656000000.0,37494000000.0,18659000000.0,13935000000.0,,2294000000.0,2343000000.0,2087000000.0,0.0,8616000000.0,8616000000.0,,41404000000.0,41404000000.0,17903000000.0,51000000.0,8616000000.0,18551000000.0,-18344000000.0,,28285000000.0,26362000000.0,1.2745,13935000000.0,18551000000.0,-5178000000.0,41404000000.0,,-450000000.0,221000000.0,-116000000.0,2129000000.0,8616000000.0,,36895000000.0,3271000000.0,2294000000.0,-6071000000.0,17369000000.0,0.0,-4732000000.0,-6078000000.0,,,51000000.0,36895000000.0,,,,,34201000000.0,,,0.0,-299000000.0,,2665000000.0,0.0,8520000000.0,-18344000000.0,479000000.0,-384000000.0,229000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,,,,,24133000000.0,,,84657000000.0,,62539000000.0,,,,,6346000000.0,,,,,,114541000000.0,,,68885000000.0,,,,29884000000.0,,,,,5996000000.0,245000000.0,,,,,,,1815000000.0,,,,,,,636000000.0,,,41801000000.0,,12162000000.0,,,,3938000000.0,,,,,38761000000.0,41761000000.0,,57000000.0,,,,,,,,,19297000000.0,,,,,,,2810000000.0,8616000000.0,,,5354000000.0,2190000000.0,,,0.0,,,,,,,,,,,34067000000.0,,,3000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
