,annualDilutedEPS,annualNonCurrentDeferredRevenue,annualNetIncome,trailingCashDividendsPaid,trailingPretaxIncome,quarterlyTotalNonCurrentAssets,annualLongTermDebt,annualTotalAssets,quarterlyTotalAssets,annualPretaxIncome,annualCashDividendsPaid,annualGoodwill,trailingNetIncome,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,trailingInvestingCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualSaleOfInvestment,annualCommonStockIssuance,annualOtherShortTermInvestments,annualStockholdersEquity,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,annualBasicAverageShares,quarterlyGoodwill,annualTotalRevenue,annualInvestingCashFlow,trailingResearchAndDevelopment,annualAccountsReceivable,annualRetainedEarnings,annualPurchaseOfInvestment,quarterlyNetIncome,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,annualEndCashPosition,trailingEndCashPosition,trailingTotalRevenue,quarterlyInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyDilutedEPS,annualOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,annualOtherIntangibleAssets,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,annualCurrentLiabilities,quarterlyCurrentDebt,annualNetPPE,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,annualBasicEPS,annualCashCashEquivalentsAndMarketableSecurities,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualNetOtherInvestingChanges,quarterlyFreeCashFlow,annualCashAndCashEquivalents,quarterlyOtherNonCurrentAssets,trailingInterestExpense,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyBasicAverageShares,quarterlyNetOtherInvestingChanges,annualBeginningCashPosition,trailingBeginningCashPosition,annualInterestExpense,annualNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,trailingOperatingExpense,quarterlySaleOfInvestment,annualCurrentAssets,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualEbitda,annualGrossPPE,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyGrossProfit,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingGrossProfit,annualOtherCurrentLiabilities,quarterlyOperatingExpense,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,quarterlyStockholdersEquity,annualCapitalExpenditure,trailingNetIncomeCommonStockholders,annualTaxProvision,quarterlyTaxProvision,annualChangeInInventory,trailingCostOfRevenue,annualNetOtherFinancingCharges,quarterlyNetPPE,quarterlyRepaymentOfDebt,annualCurrentDebt,annualOtherCurrentAssets,annualGrossProfit,trailingTaxProvision,quarterlyEbitda,annualOtherNonCashItems,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,annualInventory,quarterlyCommonStockIssuance,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,quarterlyBasicEPS,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,trailingNetIncomeContinuousOperations,annualDilutedAverageShares,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOperatingIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualFreeCashFlow,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyOperatingCashFlow,trailingFreeCashFlow,quarterlyGrossPPE,annualCostOfRevenue,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,annualPurchaseOfBusiness,annualChangesInAccountReceivables,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,trailingPurchaseOfInvestment,trailingSaleOfInvestment,trailingNetOtherFinancingCharges,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,trailingBasicEPS,trailingChangeInInventory,trailingOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualOtherIncomeExpense,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,trailingCommonStockIssuance,quarterlyIncomeTaxPayable,annualStockBasedCompensation,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,trailingOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyAccumulatedDepreciation,trailingDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,annualIncomeTaxPayable,trailingBasicAverageShares,trailingOtherNonCashItems,annualDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingDilutedEPS,annualAccumulatedDepreciation,annualRepurchaseOfCapitalStock,trailingChangeInWorkingCapital,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,annualInvestmentsAndAdvances,annualCurrentDeferredRevenue
1317340800,,,,,,687240976.84,,,1455034931.25,,,,,149116587.12,229549762.14,2341100.15,1683985.46,-11679244.89,,,,15130432.73,,,,,,-13360612.1,,,,,,,,,-13501987.85,,40632325.27,,,,397497895.72,78663488.46,-1129984.0,-13501987.85,,-0.032,,,,-2448261.95,,421937120.0,78663488.46,2112078.41,,190000000.0,,,78663488.46,,691324691.87,-3792684.44,,,,,104485805.07,,-28453806.51,,0.0,,,0.0,421937120.0,0.0,,,,,,,,,,,,,,286355418.27,422000000.0,29037644.81,81805110.19,,,,41551210.1,,,,,745568466.19,,,,,,,,548402071.24,-30000000.0,,,,,-11248533.69,,,,,,,,,,-0.032,-242482019.56,,,,,-13360612.1,-12513565.29,676194259.14,767793954.41,,,178154231.93,,,548402071.24,,,,,-1133984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,0.03,,11382900.84,,,668674950.88,0.0,1485441846.03,1485441846.03,13659848.54,-10464595.41,,,160806969.15,163969806.39,1283883.04,2257016.55,86465883.07,,-77238155.48,,32969051.09,,,,756382308.67,36742689.53,11032431.21,379430028.0,,803873926.57,20685811.94,,163969806.39,-231668177.08,,10813842.48,0.0,57678371.74,156591748.37,,,422781854.19,156591748.37,25077264.11,10813842.48,,,-11319830.87,32969051.09,,-3199765.23,104020316.25,,161866351.06,3640706.77,677730124.35,220000000.0,530176836.48,-20898129.06,161866351.06,289947745.92,710699175.44,-5318602.69,,0.03,161866351.06,1283883.04,104020316.25,0.0,29926974.53,161866351.06,0.0,,,0.0,,0.0,110505385.35,,10718000.05,11382900.84,,,,,816766895.15,169001395.1,0.0,61120538.12,530176836.48,289947745.92,422000000.0,39841461.11,78663488.46,,,2257016.55,59952840.38,422000000.0,,46086363.02,-164750000.0,756382308.67,-7460473.06,,30000.22,-87848.6,-52867110.8,,-5412402.69,530176836.48,3000000.0,220000000.0,0.0,163699144.86,,14585289.38,10718000.05,668674950.88,,422781854.19,,,,,,,-231668177.08,710699175.44,,379430028.0,,10944582.61,-20111379.27,677730124.35,816766895.15,-28358602.12,,200648430.26,,,530176836.48,640174781.71,175018975.73,,13629848.32,-3064670.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,,,,,662019545.75,,,1493954315.59,,,,,145505810.59,232395335.75,1458883.6,1836815.99,-67852356.52,,,,32943425.22,,,,,,-6870598.36,,,,,,,,,-7417342.9,,40395385.61,,,,434813396.84,94013994.54,-2321829.0,-7417342.9,,-0.018,,,,-2966074.39,,412074606.0,94013994.54,3210239.07,,220000000.0,,,94013994.54,,726082243.36,0.0,,,,,103398413.82,,-64888101.85,,0.0,,,0.0,412074606.0,0.0,,,,,,,,,,,,,,292675434.87,422000000.0,37905663.73,161866351.06,,,,41431133.43,,,,,748964965.77,,,,,,,,524360342.49,-135000000.0,,,,,-3660359.29,,,,,,,,,,-0.018,-239085519.98,,,,,-6870598.36,-3525469.7,693138818.14,831934769.84,,,183411474.32,,,524360342.49,,,,,-2323149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,,,,653377200.91,,,1492771944.89,,,,,158934053.46,238670990.49,1258683.04,445489.4,-6155573.82,,,,32489168.27,,,,,,-24598896.48,,,,,,,,,-24551326.09,,38984252.85,,,,438685513.33,82583818.03,-399675.35,-24551326.09,,,,,,-3722418.67,,,84400627.9,3865899.48,,219000000.0,,,84400627.9,,749498769.14,3457792.82,,,,,102577910.47,,-5139999.88,,0.0,,,0.0,,249051.91,,,,,,,,,,,,,,337023679.12,422000000.0,35596911.58,94013994.54,,,,40287873.27,,,,,724413639.68,,,,,,,,516675039.82,-32000000.0,,,,,-20732997.0,,,,,,,,,,,-263636846.07,,,,,-24598896.48,-4690961.69,717009600.87,839394743.98,,,194530965.04,,,516675039.82,,,,,-648727.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,,,,,647084372.85,,,1455007230.07,,,,,150607220.85,241113704.28,1458883.6,6276750.63,-6117133.01,,,,33530192.97,,,,,,-26121834.31,,,,,,,,,-24538126.11,,50654730.2,,,,426335395.76,81741287.71,-1915462.0,-24538126.11,,-0.058,,,,-3323836.67,,423071140.0,81741287.71,3228435.06,,221000000.0,,,81741287.71,,737905888.63,-3457792.82,,,,,101957127.97,,-1291757.2,,0.0,,,0.0,423071140.0,0.0,,,,,,,,0.0,,,,,,326546318.68,422000000.0,28667536.47,82583818.03,,,,51806783.37,,,,,699835799.33,,,,,,,,511048168.29,-53000000.0,,,,,-22893399.25,,,,,,,,,,-0.058,-288174972.18,,,,,-26121834.31,-23139246.9,704375695.66,807922857.22,,,179274757.32,,,511048168.29,,,,,-1865462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,-0.4,,-168358026.72,,,640008869.99,,1475038749.96,1475038749.96,-169435010.48,-13377545.94,,,161749492.42,192265245.43,1058482.48,1250200.56,96437592.94,,29540044.18,,32340896.95,249051.91,,,587988304.8,33717016.63,-114554698.85,420895067.0,,748254409.4,-7934697.35,,192265245.43,-400026203.8,-1243400.0,-111851231.62,,112981826.57,172904277.96,,,403659917.33,172904277.96,-3297731.0,-111851231.62,,,-116189460.26,32340896.95,-1193400.0,-3365216.21,101464670.47,,181154277.96,4255606.3,840151210.42,313029820.99,506684964.55,-47140181.37,181154277.96,348122570.97,872492107.37,-8250000.0,,-0.4,181154277.96,1058482.48,101464670.47,0.0,17231008.3,181154277.96,0.0,,,0.0,,0.0,156591748.37,,14388869.24,-168358026.72,,,,0.0,835029879.97,243016195.23,0.0,-121329124.61,506684964.55,348122570.97,422000000.0,29287720.3,81741287.71,,,1250200.56,114121502.27,422000000.0,,16312529.59,-220000000.0,587988304.8,-6948669.26,,2711017.52,,18984479.5,,-8250000.0,506684964.55,0.0,313029820.99,0.0,131457832.08,,-107588075.03,14388869.24,640008869.99,,403659917.33,,,,,,,-400026203.8,872492107.37,,420895067.0,,-111843681.33,-84833781.97,840151210.42,835029879.97,-54088850.63,,191037212.72,,,506684964.55,616796577.32,247647292.34,,-172146028.0,-2111331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,,,,,632951309.73,,,1453648451.14,,,,,119769312.61,206052147.01,1058482.48,1487459.4,-37809413.85,,,,29284859.05,,,,,,-18724426.21,,,,,,,,,-16258064.5,,37498106.28,,,,413585213.46,135094864.11,-910708.29,-16258064.5,,-0.04,,,-1000000.0,-3680205.11,,406451612.0,144337864.11,4714493.94,,314968603.7,,,144337864.11,,868788438.04,-9243000.0,,,,,100839537.97,,-27956622.58,,0.0,,,0.0,406451612.0,1000000.0,,,,,,,,,,,,,,333801139.72,422000000.0,24201672.91,172904277.96,,,,39115946.4,,,,,571730240.3,,,,,,,,500607841.32,-135000000.0,,,,,-14009932.27,,,,,,,,,,-0.04,-416284268.3,,,,,-18724426.21,-14914273.49,839503578.99,820697141.41,,,143970985.52,,,500607841.32,,,,,-2045238.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,,,,625664071.32,,,1482912052.12,,,,,193803547.35,296486724.89,1058482.48,100100.28,-42404217.87,,,,29282193.57,,,,,,-78742.99,,,,,,,,,-2471235.23,,40423541.81,,,,389701466.4,92690646.24,-1105479.81,-2471235.23,,,,,,-4768409.72,,,103503646.24,5053969.04,,314968603.7,,,103503646.24,,899168578.73,-1570000.0,,,,,100210055.47,,-36011476.84,,0.0,,,0.0,,1000000.0,,,,,,,,,,,,,,351150540.33,422000000.0,51361478.64,135094864.11,,,,42087071.52,,,,,569259005.07,,,,,,,,494634510.37,-30000000.0,,,,,4975226.05,,,,,,,,,,,-418755503.53,,,,,-78742.99,9274407.12,869886385.16,857247980.8,,,245165025.99,,,494634510.37,,,,,-1105479.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,,,,,619424187.19,,,1432725719.89,,,,,138750959.76,222010320.56,1058482.48,100100.28,19969509.99,,,,29298348.95,,,,,,-18478050.46,,,,,,,,,-18167950.22,,42789136.66,,,,401080428.79,120910156.23,-2169950.0,-18167950.22,,-0.04,,,,-4823029.73,,454198756.0,120910156.23,4360772.79,,314968603.7,,,120910156.23,,865693934.14,10813000.0,,,,,99582747.97,,13977539.72,,0.0,,,0.0,454198756.0,0.0,,,,,,,,,,,,,,338294095.49,422000000.0,29983117.43,92690646.24,,,,43917759.86,,,,,552857417.67,,,,,,,,486613835.63,-55000000.0,,,,,-14117277.67,,,,,,,,,,-0.04,-436923453.75,,,,,-18478050.46,-13934642.43,836395585.19,813301532.7,,,168734077.19,,,486613835.63,,,,,-2171950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,-0.26,,-108239018.44,,,1258621041.31,,2829360876.07,2829360876.07,-105004378.71,-52964630.12,6562344.06,,1949941111.01,407991348.42,0.0,0.0,-124392287.97,,-317529569.01,,131468000.0,11008727.28,200000000.0,,803573308.22,116512474.29,-72270975.62,416303917.0,6562344.06,2828194349.87,-506462626.25,,407991348.42,-222701516.4,,-71341768.49,,321133340.98,305897025.49,,,734199271.84,305897025.49,-502276488.15,-71341768.49,,,-24697077.67,131468000.0,,-39692985.56,173810162.12,,337743216.12,39434350.77,1534254587.66,482613152.34,993731248.59,-226602488.48,337743216.12,475472131.25,1665722587.66,258590000.0,,-0.26,337743216.12,0.0,173810162.12,-280864407.25,-466962959.24,337743216.12,0.0,,,15718684.47,,-269855679.97,490533435.19,,53139856.13,-108239018.44,,,,,1570739834.76,441844125.73,0.0,64647951.71,993731248.59,475472131.25,422000000.0,320383150.16,120910156.23,,,0.0,325505719.03,422000000.0,,-184636409.7,-660300000.0,803573308.22,-290351030.46,,4547816.57,4547816.57,-132009783.83,,258590000.0,993731248.59,-440300000.0,482613152.34,15718684.47,425929419.14,,-28288808.28,60745119.16,1258621041.31,,734199271.84,,,,,,,-222701516.4,1665722587.66,,416303917.0,,-67723159.05,-5122568.87,1534254587.66,1570739834.76,-516953518.94,,2270324261.17,,,993731248.59,2402264930.73,450626496.81,,-109552195.28,-285028362.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,,,,,1216674721.84,,,2708255836.73,,,,,394775124.02,501417608.41,0.0,0.0,-141677057.66,,,,131468000.0,,,,,,45563218.38,,6562344.06,,,,,,,47337245.01,,60036855.5,,,,709677619.63,164219967.83,-51513479.77,47337245.01,,0.112,,,,-11265133.31,,422653973.0,190474567.83,9460647.59,,550950738.0,,,190474567.83,,1498812754.77,-34515394.34,,,,,172991709.07,,-83873449.55,,0.0,,,0.0,422653973.0,-8802712.65,,,,,,,,,,,,,,403515168.84,422000000.0,51613594.3,305897025.49,,,,61119715.22,,,,,851033756.57,,,,11171932.75,,,,955791154.97,-91776611.07,,,,,66195798.72,,,,,,,,,,0.112,-175364271.39,,,,,56735151.13,-9506120.92,1367344754.77,1491581114.89,,,446388718.32,,,955791154.97,,,,,-71244173.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,,,,1295724942.16,,,2864350199.23,,,,,429362846.53,478665891.77,0.0,0.0,56185775.22,,,,133468000.0,,,,,,-28287670.34,,6562344.06,,,,,,,-26519239.25,0.0,69679055.68,,,,727554713.92,220405743.05,4325428.78,-26519239.25,,,,,,-12639777.97,,,278586933.68,15009838.83,,470612356.0,,,278586933.68,,1433148077.57,95715394.34,,,,,171351438.42,,-50926969.33,,0.0,,,9540.41,,50501115.13,,,,,,,,,,,,,,524237855.42,422000000.0,61105895.7,164219967.83,,,,81762883.46,,0.0,,,899502007.96,,,,-926627.52,,,,1042561638.51,-93223388.93,,,,,-14204459.03,,,,,,,,,,,-201883510.64,,,,,-29214297.86,-20656987.76,1299680077.57,1568625257.07,,,490468742.23,,,1042561638.51,,,,,-54040949.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,,,,,1148797062.11,,,2686615732.91,,,,,538160890.15,444372288.34,0.0,0.0,123920081.53,,,,114900000.0,,,,,,70473508.1,,6562344.06,,,,,,,69728436.23,,69208920.41,,,,628352633.69,344325824.58,215365599.61,69728436.23,,0.17,,,,-9807473.31,,410167272.0,344325824.58,8021934.43,,425700320.0,,,344325824.58,,1136158695.04,-21557935.33,,,,,161274058.02,,-21802503.79,,0.0,,,0.0,410167272.0,48000507.43,,,,,,,,0.0,,,,,,441295040.81,422000000.0,40161036.83,220405743.05,,,,71581063.23,,,,,1018648110.94,,,,-3142336.16,,,,914673656.64,-394975000.0,,,,,75353106.37,,,,,0.0,,,,,0.17,-132155074.41,,,,,67331171.94,-31420026.4,1021258695.04,1537818670.8,,,578321926.98,,,914673656.64,,,,,-1741023.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,0.05,,21416206.7,,,1268222358.43,,2507883349.66,2507883349.66,18046226.76,-43055376.65,6562344.06,,259183395.31,404135634.03,30370000.0,11000000.0,-218863001.25,,-63598316.76,,134270000.0,7864263.33,200000000.0,,919530631.51,82974629.95,-74737038.0,428324134.0,6562344.06,1806333093.44,87653788.55,,404135634.03,-232056930.86,-58420500.0,-69130235.29,,86623803.71,125462823.33,,,572992423.57,125462823.33,-80523760.07,-69130235.29,,,-121924706.15,134270000.0,0.0,-9342992.06,160501145.59,,163962823.33,13049124.99,928854025.3,318051050.0,1039609481.9,-107897373.68,163962823.33,476989158.86,1063124025.3,3217725.62,,0.05,163962823.33,30370000.0,160501145.59,-8351822.34,-100458560.61,163962823.33,0.0,,,0.0,,-98050732.25,305897025.49,,44097875.98,21416206.7,,,,0.0,1239660991.23,285548635.3,0.0,145118732.69,1039609481.9,476989158.86,422000000.0,31970310.6,344325824.58,,,11000000.0,92311881.67,422000000.0,,-180434202.16,-468800000.0,919530631.51,-149164109.6,,5034208.62,-2068760.45,70451073.04,,42859790.29,1039609481.9,111175000.0,318051050.0,0.0,184850837.43,,-63756673.46,46690112.19,1268222358.43,,572992423.57,0.0,,,,,,-232056930.86,1063124025.3,,428324134.0,,-76805798.45,-60341571.07,928854025.3,1239660991.23,-257061483.28,,291153705.91,,,1039609481.9,1621482256.01,306775543.58,,13012018.14,-22137962.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,,,,,1239473812.77,,,2432303667.74,,,,,275512191.89,411871456.22,30370000.0,11000000.0,-101211194.57,,,,134270000.0,,,,,,-33024650.9,,6562344.06,,,,,,,-25520328.32,,39145100.73,,,,555941601.18,62751628.76,-22882934.54,-25520328.32,,-0.06,,,,-6411673.47,,425338805.0,62751628.76,6082424.58,,310000000.0,,,62751628.76,,1020568994.28,0.0,,,,,158636140.45,,-49057822.28,,0.0,,,0.0,425338805.0,32265.13,,,,,,,,,,,,,,433116059.45,422000000.0,15097690.52,163962823.33,,,,41012621.59,,,,,894010303.19,,,,600291.52,,,,1012591197.43,-128135125.0,,,,,-26341934.8,,,,,,,,,,-0.06,-257577259.18,,,,,-32424359.38,-25914931.07,886298994.28,1192829854.97,,,290609882.41,,,1012591197.43,,,,,-23865199.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,,,,1269888475.17,,,2423588566.42,,,,,287710219.17,388306989.93,30370000.0,11000000.0,91186805.4,,,,134270000.0,,,,,,-33750211.14,,6562344.06,,,,,,,-22304416.61,,51678652.15,,,,536995442.32,115438434.16,-2673536.79,-22304416.61,,,,,,-6698518.82,,,121938434.16,4052734.96,,344585200.0,,,121938434.16,,1045631848.64,0.0,,,,,158271251.61,,21096812.17,,0.0,,,0.0,,-32265.13,,,,,,,,,,,,,,405085207.8,422000000.0,19863999.4,62751628.76,,,,54299493.53,,,,,871692232.63,,,,1311586.84,,,,1030376803.41,-89915925.0,,,,,-28385889.34,,,,,,,,,,,-279881675.79,,,,,-32438624.3,-34435494.13,911361848.64,1153700091.25,,,307574218.57,,,1030376803.41,,,,,-3641271.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,,,,,1285494777.01,,,2332478888.18,,,,,227448430.99,339845719.67,30370000.0,11000000.0,-52030446.0,,,,134270000.0,,,,,,-52780731.55,,6562344.06,,,,,,,-34639537.34,,54429423.1,,,,509136428.96,63407988.16,-7122663.71,-34639537.34,,-0.08,,,,-4387972.14,,432994217.0,101907988.16,521457.04,,202427934.0,,,101907988.16,,1005354826.3,0.0,,,,,156710011.78,,82760958.74,,0.0,,,0.0,432994217.0,-1109482.78,,,,,,,,,,,,,,439061632.07,422000000.0,14572374.12,115438434.16,,,,56726001.46,,,,,838023472.52,,,,739929.16,,,,1046620276.38,-296369451.0,,,,,-51519345.35,,,,,,,,,,-0.08,-314521213.14,,,,,-52040802.39,-42153627.34,871084826.3,1046984111.17,,,242020805.11,,,1046620276.38,,,,,-6013180.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,-0.49,,-207817373.56,,,1199928654.28,,2077492109.79,2077492109.79,-290886116.48,-22801825.42,6562344.06,,224668424.38,273293153.87,31310282.67,11000000.0,112368586.31,,239230504.08,,135210282.67,,,,712663072.55,91791586.62,-177163623.99,424117089.0,6562344.06,1076596258.89,-12645538.74,,273293153.87,-439874304.42,,-125353091.29,,92549215.05,175776574.47,,,390738839.19,175776574.47,20033596.3,-125353091.29,,,-187276344.44,135210282.67,,-5303660.99,156100837.99,,182276574.47,12382748.88,792308270.13,205844240.0,968345513.69,145654400.12,182276574.47,398349980.01,927518552.8,50000000.0,,-0.49,182276574.47,31310282.67,156100837.99,-1141749.18,79267361.93,182276574.47,0.0,,,7082519.02,,-32266.4,125462823.33,,22799958.75,-207817373.56,,,,,877563455.51,237802391.03,0.0,-176294571.11,968345513.69,398349980.01,422000000.0,11722928.42,63407988.16,,,11000000.0,96495220.32,422000000.0,,50313751.14,-483603480.0,712663072.55,-11587089.56,,5833101.1,3181293.58,92685835.25,,50000000.0,968345513.69,30817021.0,205844240.0,7082519.02,61256992.46,,-161599581.53,21382430.59,1199928654.28,,390738839.19,,,,,,,-439874304.42,927518552.8,,424117089.0,,-173982330.41,-84772291.9,792308270.13,877563455.51,134067310.56,,236391352.8,,,968345513.69,1015339266.43,248533336.9,,-296719217.58,21932562.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,,,,,1196510477.0,,,1989807728.99,,,,,224227232.67,289614264.27,31310282.67,11000000.0,-81807012.4,,,,135210282.67,,,,,,-43664095.66,,6562344.06,,,,,,,-30331649.3,,46867688.32,,,,358597914.97,93969562.07,-24017452.6,-30331649.3,,-0.07,,,,-4173934.73,,433309276.0,101269713.51,4332061.71,,180000000.0,,,101269713.51,,883498267.66,0.0,,,,,154225181.89,,-51363559.35,,0.0,,,0.0,433309276.0,0.0,,,,,,,,,,,,,,351702534.57,422000000.0,5145823.14,175776574.47,,,,49353108.17,,,,,682331423.25,,,,787543.48,,,,964239784.58,-86315080.0,,,,,-38544490.47,,,,,,,,,,-0.07,-470205953.72,,,,,-42876552.18,-44207285.03,748287984.99,793297251.99,,,229373055.81,,,964239784.58,,,,,-24130522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,,,1164197474.06,,,1956454872.12,,,,,234735390.48,310091318.73,33800649.71,11000000.0,6560336.31,,,,137700649.71,,,,,,-37613322.05,,6562344.06,,,,,,,-31832578.3,,47844153.85,,,,337102337.11,100529898.38,-4036983.29,-31832578.3,,,,,,-3939695.41,,,105529898.38,5162520.78,,170000000.0,,,105529898.38,,884984950.34,-2500000.0,,,,,153851956.47,,20017588.9,,0.0,,,2964494.19,,0.0,,,,,,,,,,,,,,393527663.23,422000000.0,20966332.63,93969562.07,,,,47711154.2,,,,,651899201.48,,,,554690.78,,,,932553392.58,-69591080.0,,,,,-31896110.49,,,,,,,,,,,-502038532.02,,,,,-37058631.27,-26744821.57,747284300.63,792257398.06,,,255701723.11,,,932553392.58,,,,,-5335607.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,,,,,1136031720.81,,,1900317325.13,,,,,216407898.49,273293552.12,31310282.67,11000000.0,26094422.09,,,,135210282.67,,,,,,-41747125.91,,6562344.06,,,,,,,-29543668.44,,43819105.4,,,,323129394.04,126624320.47,-4474941.97,-29543668.44,,-0.07,,,,-3627986.54,,422052406.0,126624320.47,1567909.59,,170000000.0,,,126624320.47,,873407200.77,-1500000.0,,,,,152278190.32,,31471771.96,,0.0,,,3414296.27,422052406.0,0.0,,,,,,,,,,,,,,370631958.0,422000000.0,-109077.1,100529898.38,,,,45177035.29,,,,,620916287.5,,,,555971.0,,,,903274368.33,-20103860.0,,,,,-39623245.32,,,,,,,,,,-0.07,-531582200.46,,,,,-41191154.91,-45286112.39,738196918.1,764285604.32,,,216298821.39,,,903274368.33,,,,,-4471941.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
