date,annualChangeInCashSupplementalAsReported,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingNetIncomeCommonStockholders,quarterlyOtherCurrentAssets,annualOtherNonCurrentLiabilities,annualInterestExpense,annualEbitda,quarterlyCapitalStock,quarterlyBasicEPS,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,annualTotalNonCurrentAssets,annualOtherIncomeExpense,trailingGrossProfit,annualSellingGeneralAndAdministration,trailingRepurchaseOfCapitalStock,annualCapitalExpenditure,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,trailingOperatingCashFlow,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalStock,trailingRepaymentOfDebt,annualRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,annualCashFlowFromContinuingFinancingActivities,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingInterestExpense,annualNetOtherFinancingCharges,trailingChangeInInventory,annualStockBasedCompensation,annualNetIncomeContinuousOperations,annualOtherNonCashItems,quarterlyNetPPE,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,trailingOtherNonCashItems,annualCurrentDebt,annualAccumulatedDepreciation,trailingTaxProvision,annualInventory,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyGrossPPE,annualGrossProfit,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,annualFreeCashFlow,annualOperatingExpense,annualResearchAndDevelopment,quarterlyRetainedEarnings,quarterlyOtherCurrentLiabilities,annualBeginningCashPosition,trailingOperatingExpense,annualCostOfRevenue,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,trailingCostOfRevenue,trailingBeginningCashPosition,quarterlyAccumulatedDepreciation,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualTotalLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyAccountsReceivable,annualRetainedEarnings,quarterlyTotalNonCurrentAssets,trailingNetIncome,quarterlyTotalAssets,trailingNetOtherInvestingChanges,annualNetIncome,annualNonCurrentDeferredRevenue,annualCashDividendsPaid,annualChangeInWorkingCapital,annualPretaxIncome,annualDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,annualGoodwill,annualOtherShortTermInvestments,annualInvestingCashFlow,annualCommonStockIssuance,annualAccountsPayable,trailingInvestingCashFlow,annualTotalRevenue,annualOtherCurrentAssets,annualAccountsReceivable,trailingResearchAndDevelopment,annualOperatingIncome,annualBasicAverageShares,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,trailingPurchaseOfInvestment,annualLongTermDebt,quarterlyDilutedEPS,trailingTotalRevenue,annualPurchaseOfInvestment,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualDilutedEPS,annualStockholdersEquity,annualTaxProvision,annualTotalAssets,trailingSaleOfInvestment,trailingCommonStockIssuance,annualCurrentLiabilities,trailingStockBasedCompensation,quarterlyInventory,quarterlyCashCashEquivalentsAndMarketableSecurities,annualInvestmentsAndAdvances,trailingOperatingIncome,annualSaleOfInvestment,quarterlyCurrentDebt,trailingEndCashPosition,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetPPE,annualOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,annualOperatingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualCurrentAssets,quarterlyOtherNonCurrentAssets,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualBasicEPS,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,quarterlyPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyChangeInWorkingCapital,trailingDilutedAverageShares,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,quarterlyOperatingCashFlow,quarterlyNetOtherFinancingCharges,trailingCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlySaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyOtherNonCashItems,quarterlyChangesInAccountReceivables,quarterlyCostOfRevenue,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualDeferredIncomeTax,quarterlyOtherIncomeExpense,quarterlyDeferredIncomeTax,trailingChangesInAccountReceivables,quarterlyCashDividendsPaid,quarterlyTotalRevenue,quarterlyNetIncome,quarterlyTaxProvision,quarterlyChangeInInventory,annualChangesInAccountReceivables,trailingBasicEPS,annualChangeInAccountPayable,quarterlyEndCashPosition,quarterlyOperatingIncome,quarterlyChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyEbitda,quarterlyResearchAndDevelopment,quarterlyCurrentAccruedExpenses,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,trailingChangeInAccountPayable,annualIncomeTaxPayable,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,annualCurrentDeferredRevenue,quarterlyGrossProfit,trailingBasicAverageShares,quarterlyDepreciationAndAmortization,quarterlyRepaymentOfDebt,trailingDeferredIncomeTax,trailingDepreciationAndAmortization,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyDilutedAverageShares
1970-01-01 00:00:00.978220800,46000000.0,571000000.0,,14431000000.0,,,,6005000000.0,,,4069000000.0,,,,19472000000.0,227000000.0,-88000000.0,,-9869000000.0,,,16190000000.0,,,-35343000000.0,-3703000000.0,,,,,260000000.0,1355000000.0,-119000000.0,-236000000.0,,4069000000.0,3756000000.0,,,14589000000.0,-42000000.0,931000000.0,,2500000000.0,,,6321000000.0,,,862000000.0,,3756000000.0,3663000000.0,,,,84000000.0,6121000000.0,,-1850000000.0,,36357000000.0,8444000000.0,,,,42210000000.0,,,,,14431000000.0,,-7561000000.0,4069000000.0,10403000000.0,0.0,,,5023456790.0,,,,-5758000000.0,0.0,,-11627000000.0,7577000000.0,,,280000000.0,3914000000.0,5023456790.0,-1937000000.0,,,-131000000.0,,,55829000000.0,,130000000.0,,0.81,50355000000.0,,92565000000.0,1000000.0,179000000.0,,120000000.0,,,,13351000000.0,,,9015000000.0,,81174000000.0,,,,3756000000.0,,,,,174000000.0,-5711000000.0,0.81,174000000.0,17089000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.009756800,36000000.0,,,,,,,6237000000.0,,,4284000000.0,,,,,179000000.0,,,,,,,,,,-6843000000.0,,,,,,,466000000.0,,,4284000000.0,4155000000.0,,,,,443000000.0,,,,,,,,,,4155000000.0,3533000000.0,,,,130000000.0,,,,,,,,,,44079000000.0,,,,,,,,4284000000.0,8411000000.0,-601000000.0,,,5040000000.0,,,,-5728000000.0,18000000.0,,,7592000000.0,,,,4059000000.0,5040000000.0,,,,,,,,,166000000.0,,0.85,54049000000.0,,98128000000.0,,,,,,,,,,,,,83293000000.0,,,,4155000000.0,,,,,215000000.0,-5753000000.0,0.85,215000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.041292800,1518000000.0,,,,,,,6484000000.0,,,4212000000.0,,,,,184000000.0,,,,,,,,,,-1399000000.0,,,,,,,-1878000000.0,,,4212000000.0,4228000000.0,,-6000000.0,,,34000000.0,,,,,,,,,,4228000000.0,3672000000.0,,,,166000000.0,,,,,,,,,,44285000000.0,,,,,,,,4212000000.0,6226000000.0,-847000000.0,,4213000000.0,5074698795.0,,,,-2354000000.0,37000000.0,,,7686000000.0,,,,4014000000.0,5074698795.0,,,,,,,,,1684000000.0,,0.83,56827000000.0,1000000.0,101120000000.0,,,,,,,,,,,,,97934000000.0,,,,4228000000.0,,,,,1718000000.0,-2476000000.0,0.83,1718000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.072828800,-1320000000.0,,,,,,,6149000000.0,,,4450000000.0,,,,,167000000.0,,-2670000000.0,,,,,,,,-8803000000.0,,,,,,,-1673000000.0,,,4450000000.0,3837000000.0,,0.0,,,365000000.0,,,,,,,,,,1167000000.0,3847000000.0,,,,1684000000.0,,,,,,,,4000000000.0,,45066000000.0,,,,,,,,4450000000.0,,-415000000.0,,5198000000.0,5235294118.0,,,,-1795000000.0,88000000.0,,,7594000000.0,,,,3747000000.0,5235294118.0,,,,,,,,,364000000.0,,0.85,57292000000.0,748000000.0,102366000000.0,,,,,,,,,0.0,,,,100042000000.0,,,,3837000000.0,,,,,376000000.0,692000000.0,0.85,376000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.104451200,-106000000.0,,,,,,,7058000000.0,,,4496000000.0,,,,,167000000.0,,-2889000000.0,,,,,,,,-8787000000.0,,,,,,,-1441000000.0,,,4496000000.0,4486000000.0,,,,,11000000.0,,,,,,,,,,1597000000.0,3805000000.0,,,,364000000.0,,,,,,,,4764000000.0,,43167000000.0,,,,,,,,4496000000.0,4638000000.0,-1079000000.0,,5196000000.0,5352380952.0,,,202000000.0,-547000000.0,68000000.0,,,8351000000.0,,,,4546000000.0,5352380952.0,,,,,,,,-202000000.0,258000000.0,,0.84,63499000000.0,700000000.0,106674000000.0,,,,,,,,,,,,,103216000000.0,,,,4486000000.0,,,,,269000000.0,1651000000.0,0.84,471000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.135987200,87000000.0,,,,,,,7783000000.0,,,8450000000.0,,,,,207000000.0,,-3454000000.0,,,,,,,,-2721000000.0,,,,,,,-4245000000.0,,,8437000000.0,5189000000.0,,,,,399000000.0,,,,,,,,,,1735000000.0,4052000000.0,,,,258000000.0,,,,,,,,8011000000.0,,43770000000.0,,,,,,,,8450000000.0,3584000000.0,-1138000000.0,,10012000000.0,5451612903.0,,,234000000.0,-844000000.0,46000000.0,,,9153000000.0,,,,5101000000.0,5451612903.0,,,,,307000000.0,,,-114000000.0,345000000.0,,1.55,69875000000.0,1549000000.0,113666000000.0,,,,,,,,,133000000.0,,,,107342000000.0,,,,5189000000.0,,,,,359000000.0,1594000000.0,1.55,593000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.167523200,-40000000.0,,,,,,,7014000000.0,,,7759000000.0,,,,,192000000.0,,-2903000000.0,,,,,,,,-5749000000.0,,,,,,,-2731000000.0,,,7760000000.0,5400000000.0,,,,,1119000000.0,,,,,,,,,,2497000000.0,5201000000.0,,,,345000000.0,,,,,,,,9453000000.0,,43635000000.0,,,,,,,,7759000000.0,1682000000.0,-1155000000.0,,9169000000.0,5502836879.0,,,195000000.0,-2770000000.0,36000000.0,,,9541000000.0,,,,4340000000.0,5502836879.0,,,,,515000000.0,,,-294000000.0,305000000.0,,1.41,76767000000.0,1411000000.0,120421000000.0,,,,,,,,,106000000.0,,,,108961000000.0,,,,5400000000.0,,,,,310000000.0,321000000.0,1.41,505000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.199059200,269000000.0,,,,,,,5719000000.0,,,15180000000.0,40000000.0,,8110000000.0,,183000000.0,,-2481000000.0,,,,,,,,-5849000000.0,,,,,,,-1609000000.0,,,15180000000.0,,,,,,2000000.0,,,,,,,,,,3484000000.0,7710000000.0,,,,305000000.0,,,,,,,,12574000000.0,,64631000000.0,,,,,,,,15182000000.0,,-1168000000.0,,18265000000.0,5580882353.0,,,,-8484000000.0,23000000.0,,,10690000000.0,,,,2980000000.0,5580882353.0,,,,,192000000.0,,,-369000000.0,574000000.0,,2.72,91014000000.0,3083000000.0,155668000000.0,,,,,,,1079000000.0,,202000000.0,,,,142239000000.0,,,,5965000000.0,,,,,576000000.0,-5836000000.0,2.72,576000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.230681600,160000000.0,,133548000000.0,,,10656000000.0,1998000000.0,13955000000.0,,,8284000000.0,35000000.0,146519000000.0,4630000000.0,,1773000000.0,,-5807000000.0,,,,,,5661000000.0,,-10438000000.0,,,-6222000000.0,224000000.0,,,-1000000000.0,,22000000.0,8280000000.0,9339000000.0,,-515000000.0,,,1705000000.0,-31728000000.0,,690000000.0,,,,15900000000.0,,,3114000000.0,9505000000.0,198000000.0,,,574000000.0,,1728000000.0,,,,,,12220000000.0,-34000000.0,61516000000.0,,,54979000000.0,,,,,8284000000.0,156000000.0,-1265000000.0,113000000.0,9027000000.0,5636941336.0,,,,-2539000000.0,1776000000.0,5334000000.0,,17628000000.0,558000000.0,6842000000.0,,6395000000.0,5632895671.0,,,,,29584000000.0,,,-147000000.0,734000000.0,,1.47,97801000000.0,747000000.0,159338000000.0,,,8595000000.0,,,,1595000000.0,,100000000.0,,,52921000000.0,101820000000.0,2228000000.0,1703000000.0,,8921000000.0,,,12819000000.0,,793000000.0,-750000000.0,1.47,793000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.262217600,6360000000.0,,137773000000.0,,0.0,10625000000.0,1486000000.0,15984000000.0,5728000000.0,,9639000000.0,31000000.0,151207000000.0,,,1752000000.0,,-5341000000.0,,7715000000.0,20497000000.0,,,5728000000.0,,-8637000000.0,12804000000.0,106387000000.0,,354000000.0,,,-6611000000.0,,40000000.0,9639000000.0,11000000.0,103359000000.0,-72000000.0,,,46000000.0,-34414000000.0,,1040000000.0,22250000000.0,,137773000000.0,16137000000.0,,25287000000.0,2766000000.0,9610000000.0,206000000.0,,354000000.0,734000000.0,,2660000000.0,,167000000.0,,,-34414000000.0,12804000000.0,-350000000.0,70041000000.0,,1650000000.0,,151207000000.0,,176494000000.0,,9639000000.0,167000000.0,-1362000000.0,-82000000.0,11519000000.0,5697441733.0,10625000000.0,,,8027000000.0,16000000.0,20497000000.0,,18797000000.0,0.0,1650000000.0,,6527000000.0,5691839821.0,,,23958000000.0,,23958000000.0,,,-47000000.0,7094000000.0,47791000000.0,1.69,106387000000.0,1880000000.0,176494000000.0,,,22250000000.0,,1040000000.0,7715000000.0,,,283000000.0,46000000.0,,47791000000.0,103359000000.0,7000000.0,,31000000.0,8107000000.0,70041000000.0,,25287000000.0,7000000.0,7715000000.0,11172000000.0,1.69,7715000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
