date,annualOperatingIncome,quarterlyBasicAverageShares,annualAccountsPayable,annualResearchAndDevelopment,trailingOperatingIncome,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherShortTermInvestments,annualCommonStockIssuance,annualFreeCashFlow,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,annualTotalLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,trailingTotalRevenue,quarterlyRetainedEarnings,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,annualOtherCurrentAssets,quarterlyTotalRevenue,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,quarterlyTotalNonCurrentAssets,trailingTaxProvision,trailingNetIncome,trailingEndCashPosition,quarterlyOperatingIncome,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingPretaxIncome,annualPretaxIncome,annualInvestmentsAndAdvances,annualCashDividendsPaid,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,annualOperatingExpense,annualNetIncomeContinuousOperations,annualCurrentDeferredRevenue,annualGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,annualCostOfRevenue,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,annualStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualCurrentAssets,annualOtherNonCashItems,annualLongTermDebt,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,annualRetainedEarnings,quarterlyStockholdersEquity,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTotalAssets,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,annualTaxProvision,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyChangeInInventory,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyInventory,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,trailingGrossProfit,annualNetPPE,annualTotalNonCurrentAssets,annualOperatingCashFlow,annualDilutedEPS,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyPretaxIncome,annualGrossProfit,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyCapitalStock,trailingRepaymentOfDebt,annualInventory,quarterlyNetPPE,annualEbitda,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualBasicEPS,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyDilutedAverageShares,annualChangeInInventory,quarterlyChangesInAccountReceivables,annualBasicAverageShares,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualDeferredIncomeTax,trailingOperatingExpense,annualInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,annualCapitalExpenditure,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyAccountsPayable,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,annualChangesInAccountReceivables,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualAccumulatedDepreciation,annualNonCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCommonStockIssuance,trailingCapitalExpenditure,quarterlyResearchAndDevelopment,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingChangeInInventory,quarterlyEbitda,quarterlyBasicEPS,quarterlyStockBasedCompensation,annualDilutedAverageShares,annualChangeInCashSupplementalAsReported,annualStockBasedCompensation,annualGoodwill,annualNetOtherFinancingCharges,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualCapitalStock,annualTotalRevenue,trailingPurchaseOfBusiness,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
2011-12-31,7279000000.0,,963000000.0,,,,20419000000.0,0.0,0.0,342000000.0,247000000.0,6545000000.0,362000000.0,,2911000000.0,-150000000.0,23330000000.0,2745000000.0,20419000000.0,,,4562000000.0,-911000000.0,0.0,142000000.0,52000000.0,3789000000,-233000000.0,0.0,2745000000.0,42339000000.0,,,,1711000000,196000000.0,23330000000.0,4484000000.0,,6824000000.0,601000000.0,-509000000.0,959000000.0,48884000000.0,717000000.0,4537000000.0,,595000000.0,,6316000000.0,-19000000.0,,959000000,959000000.0,80000000.0,,23363000000.0,52000000.0,689000000.0,371000000.0,6545000000.0,80000000.0,13173000000.0,1307000000.0,1733000000.0,4484000000.0,9626000000.0,1120000000.0,,2911000000.0,4562000000.0,23363000000.0,-1472000000.0,2745000000.0,48884000000.0,1419000000.0,-152000000.0,2287000000.0,206000000.0,1120000000.0,-253000000.0,601000000.0,,-115000000.0,,206000000.0,4231000000.0,,2498000000.0,2056000000.0,,13173000000.0,,28979000000.0,42339000000.0,5315000000.0,4.48,345000000.0,,1548000000.0,7996000000.0,0.0,569000000.0,569000000.0,2745000000.0,-15000000.0,0.0,,2498000000.0,28979000000.0,8376000000.0,2745000000.0,589000000.0,2745000000.0,2965000000.0,-269000000.0,,42050000000.0,4.49,-1320000000.0,,196000000.0,,33000000.0,,-708000000.0,,999000000.0,1307000000.0,,-13071000000.0,106000000.0,-54000000.0,-7677000000.0,689000000.0,3968000000.0,0.0,1301000000.0,,,,-12827000000.0,,,-4973000000.0,306000000.0,4231000000.0,306000000.0,42050000000.0,963000000.0,,-456000000.0,49000000.0,,,-13071000000.0,,,-220000000.0,595000000.0,0.0,,,,233000000.0,233000000.0,,,1943000000,,,1001000000.0,-1223000000.0,15000000.0,9626000000.0,475000000.0,,6291000000.0,,,,133000000.0,-72000000.0,-380000000.0,0.0,14312000000.0,,,,,,,,,,,
2012-03-31,,1000000000.0,,,,,,,,,48000000.0,6702000000.0,394000000.0,,3890000000.0,-150000000.0,,,19479000000.0,,,5441000000.0,,,-146000000.0,,3644000000,,0.0,,43175000000.0,,,,1730000000,,23369000000.0,,,,,,1029000000.0,49877000000.0,,,,,,,-43000000.0,1.03,1039000000,1029000000.0,,,,1092000000.0,728000000.0,,,,,,1770000000.0,,9628000000.0,,,,,24170000000.0,-1333000000.0,2665000000.0,,,-55000000.0,,446000000.0,,-212000000.0,361000000.0,,-117000000.0,,,4266000000.0,,2499000000.0,1874000000.0,,12145000000.0,,,,,,144000000.0,,1568000000.0,,0.0,572000000.0,,,-7000000.0,0.0,,,29891000000.0,,2665000000.0,529000000.0,2665000000.0,2745000000.0,,,,,-1315000000.0,,1245000000.0,,48000000.0,1002000000.0,,,,2328000000.0,,,126000000.0,-27000000.0,,,,37000000.0,1272000000.0,,,,,,,,,,438000000.0,,1960000000.0,,-212000000.0,,529000000.0,,,,,-80000000.0,516000000.0,,,,,247000000.0,,,,2010000000,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,,1000000000.0,,,,,,,,,87000000.0,6360000000.0,421000000.0,,3879000000.0,-200000000.0,,,19980000000.0,,,5991000000.0,,,8000000.0,,3278000000,,0.0,,44644000000.0,,,,1259000000,,23859000000.0,,,,,,750000000.0,51004000000.0,,,,,,,-819000000.0,0.75,754000000,750000000.0,,,,960000000.0,586000000.0,,,,,,1830000000.0,,9626000000.0,,,,,24699000000.0,-1563000000.0,2330000000.0,,,-105000000.0,,406000000.0,,-254000000.0,328000000.0,,-145000000.0,,,4242000000.0,,2664000000.0,1448000000.0,,12628000000.0,,,,,,189000000.0,,1065000000.0,,-15000000.0,592000000.0,,,-1439000000.0,0.0,,,31173000000.0,,2330000000.0,311000000.0,2330000000.0,2665000000.0,,,,,-1582000000.0,,1295000000.0,,35000000.0,1000000000.0,,30000000.0,,2542000000.0,,,107000000.0,469000000.0,,,,130000000.0,763000000.0,,,,,,,,,,88000000.0,,2201000000.0,,-171000000.0,,311000000.0,,,,,-335000000.0,487000000.0,,,,,295000000.0,,,,1521000000,0.75,7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,,1001000000.0,,,,,,,,,45000000.0,6374000000.0,398000000.0,,3964000000.0,-200000000.0,,,20370000000.0,,,6409000000.0,,,487000000.0,,3436000000,,,,45710000000.0,,,,1458000000,,24334000000.0,,,,,,618000000.0,52084000000.0,,,,,,,186000000.0,0.62,622000000,618000000.0,,,,632000000.0,907000000.0,,,,,,1825000000.0,,9629000000.0,,,,,25172000000.0,-1719000000.0,2536000000.0,,,-45000000.0,,361000000.0,,-228000000.0,353000000.0,,-368000000.0,,,4299000000.0,,2851000000.0,1611000000.0,,12642000000.0,,,,,,153000000.0,,1060000000.0,,0.0,453000000.0,,,0.0,0.0,,,32412000000.0,,2530000000.0,438000000.0,2530000000.0,2336000000.0,,,,,-1659000000.0,,1299000000.0,,33000000.0,1001000000.0,,49000000.0,,2485000000.0,,,269000000.0,70000000.0,,,,2000000.0,1845000000.0,,,,,,,,,,148000000.0,,2260000000.0,,-198000000.0,,461000000.0,,,,,200000000.0,538000000.0,,,,,257000000.0,,,,1491000000,0.62,3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,5994000000.0,,1018000000.0,,,,18359000000.0,758000000.0,,-930000000.0,297000000.0,5863000000.0,470000000.0,,4415000000.0,-200000000.0,22774000000.0,2093000000.0,18359000000.0,,,3142000000.0,-999000000.0,,-763000000.0,37000000.0,4189000000,-301000000.0,0.0,2093000000.0,41419000000.0,,,,1501000000,1848000000.0,22774000000.0,-665000000.0,,-913000000.0,213000000.0,-750000000.0,-3062000000.0,47282000000.0,899000000.0,-677000000.0,,463000000.0,,7654000000.0,-239000000.0,,-3092000000,-3062000000.0,168000000.0,,21845000000.0,37000000.0,129000000.0,431000000.0,5863000000.0,580000000.0,12095000000.0,1910000000.0,2229000000.0,-665000000.0,8837000000.0,1247000000.0,,4415000000.0,3142000000.0,21845000000.0,-2019000000.0,2093000000.0,47282000000.0,1722000000.0,-89000000.0,-236000000.0,261000000.0,1247000000.0,-1000000.0,213000000.0,,-6065000000.0,,261000000.0,2602000000.0,,2695000000.0,1960000000.0,,12095000000.0,,28717000000.0,41419000000.0,5439000000.0,-0.66,459000000.0,,-4606000000.0,6893000000.0,-22000000.0,453000000.0,453000000.0,2093000000.0,-16000000.0,0.0,,2695000000.0,28717000000.0,918000000.0,2093000000.0,-1514000000.0,2093000000.0,2530000000.0,-6741000000.0,,48988000000.0,-0.66,-1911000000.0,,1848000000.0,,-24000000.0,,-616000000.0,-88000000.0,1001000000.0,1910000000.0,,-20271000000.0,115000000.0,-89000000.0,-37000000.0,129000000.0,2745000000.0,-1000000.0,1672000000.0,,-236000000.0,,-6521000000.0,,,-6369000000.0,41000000.0,2602000000.0,41000000.0,48988000000.0,1018000000.0,,-181000000.0,-23000000.0,,,-20271000000.0,620000000.0,620000000.0,-437000000.0,463000000.0,,,,,154000000.0,154000000.0,,,-4160000000,,3000000.0,1001000000.0,-652000000.0,16000000.0,8837000000.0,617000000.0,,423000000.0,,,,109000000.0,0.0,-1462000000.0,0.0,14547000000.0,,,,,,,,,,,
2013-03-31,,1001000000.0,,,,,,,,,45000000.0,6206000000.0,415000000.0,,3173000000.0,-200000000.0,,,20587000000.0,,,3916000000.0,,,-90000000.0,,3437000000,,,,42791000000.0,,,,1494000000,,23760000000.0,,,,,,847000000.0,48997000000.0,,,,,,,-345000000.0,0.85,861000000,847000000.0,,,,675000000.0,845000000.0,,,,,,1844000000.0,,8835000000.0,,,,,22546000000.0,-1489000000.0,2342000000.0,,,-79000000.0,,380000000.0,,,70000000.0,,-108000000.0,,,2873000000.0,,2809000000.0,1593000000.0,,14104000000.0,,,,,,99000000.0,,1281000000.0,,,453000000.0,,,-1205000000.0,0.0,,,30172000000.0,,2342000000.0,420000000.0,2342000000.0,2097000000.0,,,,,-1430000000.0,,694000000.0,,108000000.0,1001000000.0,,69000000.0,,2773000000.0,,,5000000.0,651000000.0,,,,18000000.0,1085000000.0,,,,,,,,,,37000000.0,,2202000000.0,,-151000000.0,,420000000.0,,,,,245000000.0,387000000.0,,,,,240000000.0,,,,1804000000,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,1001000000.0,,,,,,,,,96000000.0,6753000000.0,453000000.0,,3823000000.0,-200000000.0,,,20001000000.0,,,-4839000000.0,,,319000000.0,,3201000000,,,,33142000000.0,,,,1225000000,,23824000000.0,,,,,,-8555000000.0,39895000000.0,,,,,,,-660000000.0,-8.55,-8196000000,-8555000000.0,,,,533000000.0,945000000.0,,,,,,1832000000.0,,6478000000.0,,,,,13521000000.0,-1590000000.0,2422000000.0,,,-23000000.0,,424000000.0,,-69000000.0,54000000.0,,-9474000000.0,,,2378000000.0,,2823000000.0,1369000000.0,,14423000000.0,,,,,,144000000.0,,-8409000000.0,,0.0,323000000.0,,,-2066000000.0,0.0,,,23082000000.0,,2422000000.0,-213000000.0,2422000000.0,2342000000.0,,,,,-1556000000.0,,1370000000.0,,139000000.0,1001000000.0,,-72000000.0,,2722000000.0,,,-3000000.0,791000000.0,,,,0.0,896000000.0,,,,,,,,,,117000000.0,,1840000000.0,,-348000000.0,,-213000000.0,,,,,88000000.0,113000000.0,,,,,496000000.0,,,,-7817000000,-8.55,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,1001000000.0,,,,,,,,,93000000.0,5981000000.0,441000000.0,,3353000000.0,-50000000.0,,,20476000000.0,,,-4717000000.0,,,180000000.0,,2985000000,,,,33856000000.0,,,,956000000,,23829000000.0,,,,,,172000000.0,39837000000.0,,,,,,,26000000.0,0.17,18000000,172000000.0,,,,492000000.0,914000000.0,,,,,,1788000000.0,,6415000000.0,,,,,13619000000.0,-881000000.0,2283000000.0,,,-86000000.0,,430000000.0,,-47000000.0,191000000.0,,-71000000.0,,,2731000000.0,,2776000000.0,1197000000.0,,14571000000.0,,,,,,241000000.0,,766000000.0,,0.0,323000000.0,,,-565000000.0,0.0,,,23529000000.0,,2283000000.0,748000000.0,2283000000.0,2430000000.0,,,,,-1205000000.0,,861000000.0,,98000000.0,1001000000.0,,99000000.0,,2857000000.0,,,-5000000.0,-496000000.0,,,,0.0,1231000000.0,,,,,,,,,,358000000.0,,1847000000.0,,1000000.0,,748000000.0,,,,,-147000000.0,87000000.0,,,,,287000000.0,,,,1305000000,0.17,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,4443000000.0,,1058000000.0,,,,18563000000.0,1521000000.0,2910000000.0,-1262000000.0,120000000.0,6212000000.0,442000000.0,,2884000000.0,-58000000.0,21447000000.0,2404000000.0,18563000000.0,,,-7581000000.0,-28000000.0,1521000000.0,329000000.0,41000000.0,2926000000,-262000000.0,,2404000000.0,31236000000.0,,,,839000000,179000000.0,21447000000.0,-10366000000.0,,-9467000000.0,147000000.0,-508000000.0,-2830000000.0,37448000000.0,825000000.0,-10097000000.0,,-69000000.0,,7243000000.0,-349000000.0,,-2772000000,-2830000000.0,18000000.0,,13533000000.0,41000000.0,180000000.0,400000000.0,6212000000.0,920000000.0,12901000000.0,2005000000.0,1813000000.0,-10366000000.0,5835000000.0,1107000000.0,,2884000000.0,-7581000000.0,13533000000.0,-1258000000.0,2404000000.0,37448000000.0,1732000000.0,-45000000.0,630000000.0,246000000.0,1107000000.0,-72000000.0,147000000.0,,-3774000000.0,,246000000.0,2258000000.0,,2679000000.0,1113000000.0,,12901000000.0,,21688000000.0,31236000000.0,4239000000.0,-10.14,274000000.0,,-3110000000.0,5268000000.0,0.0,320000000.0,320000000.0,2404000000.0,-2576000000.0,0.0,,2679000000.0,21688000000.0,-7257000000.0,2404000000.0,-338000000.0,2404000000.0,2283000000.0,-13351000000.0,,51188000000.0,-10.14,-1365000000.0,,179000000.0,,156000000.0,,-352000000.0,-72000000.0,1022000000.0,2005000000.0,,-29500000000.0,-68000000.0,388000000.0,0.0,180000000.0,2097000000.0,0.0,1016000000.0,,630000000.0,,-5237000000.0,,,-5501000000.0,75000000.0,2258000000.0,75000000.0,51188000000.0,1058000000.0,,645000000.0,28000000.0,-338000000.0,,-29500000000.0,646000000.0,646000000.0,141000000.0,-69000000.0,,,,,341000000.0,341000000.0,,,-2512000000,,0.0,1022000000.0,327000000.0,8000000.0,5835000000.0,-63000000.0,,1342000000.0,,,,478000000.0,,-6412000000.0,0.0,12511000000.0,,,,,,,,,,,
2014-03-31,,1165000000.0,,,,,,,,,106000000.0,6250000000.0,402000000.0,,2492000000.0,-58000000.0,,,19042000000.0,,,-7551000000.0,,,201000000.0,,2632000000,,,,31560000000.0,,,,767000000,,21534000000.0,,,,,,88000000.0,37810000000.0,,,,,,,-31000000.0,0.08,127000000,88000000.0,,,,424000000.0,1073000000.0,,,,,,1692000000.0,,5835000000.0,,,,,13588000000.0,-516000000.0,2672000000.0,,,-40000000.0,,410000000.0,,42000000.0,142000000.0,,-153000000.0,,,2478000000.0,,2657000000.0,940000000.0,,12991000000.0,,,,,,173000000.0,,416000000.0,,,312000000.0,,,-75000000.0,0.0,,,21910000000.0,,2672000000.0,289000000.0,2672000000.0,2404000000.0,,,,,-616000000.0,,180000000.0,,175000000.0,1165000000.0,,-14000000.0,,2734000000.0,,,2000000.0,188000000.0,,,,25000000.0,585000000.0,,,,,,,,,,100000000.0,,1871000000.0,,-302000000.0,,289000000.0,,,,,252000000.0,-51000000.0,186000000.0,,,,341000000.0,,,,993000000,0.08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,1165000000.0,,,,,,,,,96000000.0,6534000000.0,400000000.0,,2275000000.0,-58000000.0,,,19166000000.0,,,-7878000000.0,,,203000000.0,,2432000000,,,,30901000000.0,,,,623000000,,21441000000.0,,,,,,-269000000.0,37435000000.0,,,,,,,-128000000.0,-0.23,-223000000,-269000000.0,,,,386000000.0,1053000000.0,,,,,,1590000000.0,,5519000000.0,,,,,13262000000.0,-540000000.0,2549000000.0,,,-39000000.0,,377000000.0,,-37000000.0,131000000.0,,-525000000.0,,,2546000000.0,,2644000000.0,842000000.0,,12973000000.0,,,,,,219000000.0,,-100000000.0,,,311000000.0,,,-18000000.0,0.0,,,21377000000.0,,2549000000.0,123000000.0,2549000000.0,2672000000.0,,,,,-616000000.0,,187000000.0,,177000000.0,1165000000.0,,15000000.0,,2789000000.0,,,0.0,-76000000.0,,,,27000000.0,488000000.0,,,,,,,,,,105000000.0,,1659000000.0,,-77000000.0,,123000000.0,,,,,-127000000.0,-43000000.0,0.0,,,,324000000.0,,,,477000000,-0.23,-7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,1165000000.0,,,,,,,,,98000000.0,6709000000.0,412000000.0,,2441000000.0,-59000000.0,,,19026000000.0,,,-7812000000.0,,,160000000.0,,2598000000,,,,30781000000.0,,,,786000000,,21467000000.0,,,,,,125000000.0,37490000000.0,,,,,,,199000000.0,0.11,177000000,125000000.0,,,,320000000.0,1058000000.0,,,,,,1642000000.0,,5519000000.0,,,,,13237000000.0,-570000000.0,2705000000.0,,,-2000000.0,,408000000.0,,-12000000.0,61000000.0,,-138000000.0,,,2587000000.0,,2700000000.0,956000000.0,,12885000000.0,,,,,,170000000.0,,452000000.0,,,310000000.0,,,-71000000.0,0.0,,,21425000000.0,,2705000000.0,275000000.0,2705000000.0,2549000000.0,,,,,-653000000.0,,209000000.0,,176000000.0,1165000000.0,,-14000000.0,,2701000000.0,,,2000000.0,-122000000.0,,,,67000000.0,852000000.0,,,,,,,,,,198000000.0,,1661000000.0,,-138000000.0,,275000000.0,,,,,156000000.0,-135000000.0,0.0,,,,373000000.0,,,,1040000000,0.11,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,2515000000.0,,974000000.0,,,-329000000.0,18457000000.0,,186000000.0,-136000000.0,122000000.0,6150000000.0,434000000.0,,2560000000.0,-57000000.0,21017000000.0,2699000000.0,18457000000.0,,,-10739000000.0,-751000000.0,,207000000.0,34000000.0,2577000000,-92000000.0,,2699000000.0,27729000000.0,,,,336000000,333000000.0,21017000000.0,-2907000000.0,,-2653000000.0,241000000.0,-232000000.0,-2851000000.0,33879000000.0,894000000.0,-2959000000.0,,-199000000.0,,6830000000.0,-176000000.0,,-3040000000,-2851000000.0,120000000.0,,10247000000.0,34000000.0,166000000.0,419000000.0,6150000000.0,771000000.0,12748000000.0,2044000000.0,1906000000.0,-2907000000.0,4426000000.0,679000000.0,,2560000000.0,-10739000000.0,10247000000.0,-324000000.0,2699000000.0,33879000000.0,1648000000.0,-11000000.0,306000000.0,184000000.0,679000000.0,-71000000.0,241000000.0,,-3560000000.0,,184000000.0,2036000000.0,,2722000000.0,671000000.0,,12748000000.0,,19193000000.0,27729000000.0,2296000000.0,-2.5,335000000.0,,-3421000000.0,3409000000.0,,308000000.0,308000000.0,2699000000.0,-24000000.0,0.0,,2722000000.0,19193000000.0,-303000000.0,2699000000.0,-381000000.0,2699000000.0,2705000000.0,-4379000000.0,,53136000000.0,-2.5,-547000000.0,,333000000.0,,174000000.0,,-78000000.0,-11000000.0,1165000000.0,2044000000.0,,-33943000000.0,29000000.0,-50000000.0,,166000000.0,2404000000.0,1000000.0,371000000.0,,306000000.0,,-1950000000.0,,,-2432000000.0,84000000.0,2036000000.0,84000000.0,53136000000.0,974000000.0,,-234000000.0,-24000000.0,-381000000.0,,-33943000000.0,753000000.0,753000000.0,-6000000.0,-199000000.0,0.0,,,,366000000.0,366000000.0,,,-2813000000,,1000000.0,1165000000.0,275000000.0,-5000000.0,4426000000.0,33000000.0,,-60000000.0,,,,702000000.0,,-188000000.0,0.0,10239000000.0,,,,,,,,,,,
2015-03-31,,1165000000.0,,,,,,,,,70000000.0,5750000000.0,421000000.0,,2327000000.0,-58000000.0,,,18401000000.0,,,-10641000000.0,,,180000000.0,,2245000000,,,,27767000000.0,,,,373000000,,20728000000.0,,,,,,57000000.0,33517000000.0,,,,,,,-198000000.0,0.05,89000000,57000000.0,,,,366000000.0,1145000000.0,,,,,,1708000000.0,,4426000000.0,,,,,10185000000.0,-468000000.0,2258000000.0,,,-1000000.0,,416000000.0,,-24000000.0,220000000.0,-154000000.0,21000000.0,,,2033000000.0,,2710000000.0,537000000.0,,12605000000.0,,,,,,164000000.0,,194000000.0,,,306000000.0,,,-184000000.0,0.0,,,19281000000.0,,2258000000.0,105000000.0,2258000000.0,2699000000.0,,,,,-514000000.0,,298000000.0,,175000000.0,1165000000.0,,2000000.0,,2851000000.0,,,-43000000.0,-283000000.0,,,,33000000.0,316000000.0,,,,,,,,,,29000000.0,,1506000000.0,,-278000000.0,,105000000.0,,,,,-441000000.0,-360000000.0,0.0,,,,494000000.0,,,,790000000,0.05,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,1165000000.0,,,,,,,,,74000000.0,6790000000.0,419000000.0,,2588000000.0,-58000000.0,,,17833000000.0,,,-10714000000.0,,,149000000.0,,2231000000,,,,26403000000.0,,,,390000000,,20421000000.0,,,,,,-9000000.0,33193000000.0,,,,,,,26000000.0,-0.01,-9000000,-9000000.0,,,,335000000.0,1056000000.0,,,,,,1689000000.0,,4291000000.0,,,,,10169000000.0,-498000000.0,2122000000.0,,,-6000000.0,,354000000.0,,-41000000.0,220000000.0,74000000.0,-101000000.0,,,2069000000.0,,2465000000.0,542000000.0,,12361000000.0,,,,,,152000000.0,,94000000.0,,,305000000.0,,,-88000000.0,0.0,,,18331000000.0,,2122000000.0,103000000.0,2122000000.0,2258000000.0,,,,,-499000000.0,,462000000.0,,173000000.0,1165000000.0,,52000000.0,,2569000000.0,,,1000000.0,-142000000.0,,,,0.0,525000000.0,,,,,,,,,,24000000.0,,1319000000.0,,50000000.0,,103000000.0,,,,,-116000000.0,-303000000.0,0.0,,,,783000000.0,,,,686000000,-0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,1165000000.0,,,,,,,,,46000000.0,8460000000.0,432000000.0,,3346000000.0,-23000000.0,,,16679000000.0,,,-11001000000.0,,,790000000.0,,2315000000,,,,23937000000.0,,,,449000000,,20025000000.0,,,,,,-264000000.0,32397000000.0,,,,,,,866000000.0,-0.23,-252000000,-264000000.0,,,,276000000.0,1594000000.0,,,,,,1742000000.0,,3115000000.0,,,,,9775000000.0,458000000.0,3317000000.0,,,-3000000.0,,291000000.0,,48000000.0,216000000.0,27000000.0,-371000000.0,,,1500000000.0,,2006000000.0,573000000.0,,11283000000.0,,,,,,124000000.0,,-130000000.0,,,273000000.0,,,-493000000.0,0.0,,,17150000000.0,,3317000000.0,122000000.0,3317000000.0,2122000000.0,,,,,-389000000.0,,1038000000.0,,184000000.0,1165000000.0,,-26000000.0,,2634000000.0,,,-16000000.0,-531000000.0,,,,0.0,1255000000.0,,,,,,,,,,1000000.0,,1322000000.0,,-90000000.0,,122000000.0,,,,,1177000000.0,-411000000.0,0.0,,,,985000000.0,,,,486000000,-0.23,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
