date,trailingOtherIncomeExpense,quarterlyCurrentDeferredRevenue,annualDilutedEPS,trailingGrossProfit,quarterlyCashAndCashEquivalents,annualNetPPE,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualCashFlowFromContinuingFinancingActivities,annualInventory,quarterlyCapitalStock,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,annualEbitda,quarterlyNetPPE,annualOtherIncomeExpense,quarterlyTaxProvision,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyCurrentDebt,trailingChangeInCashSupplementalAsReported,quarterlyCapitalExpenditure,annualGrossPPE,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualBasicAverageShares,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,annualPurchaseOfBusiness,trailingInvestingCashFlow,trailingDeferredIncomeTax,quarterlyOperatingCashFlow,trailingCapitalExpenditure,annualCapitalExpenditure,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualInvestingCashFlow,quarterlySaleOfInvestment,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,trailingInterestExpense,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,trailingNetIncome,trailingNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,trailingOperatingExpense,trailingChangeInInventory,quarterlyStockBasedCompensation,annualDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualNetOtherFinancingCharges,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualGoodwill,annualInterestExpense,annualStockBasedCompensation,annualRepaymentOfDebt,annualPurchaseOfInvestment,quarterlyBasicEPS,annualCapitalStock,annualTotalRevenue,trailingChangeInWorkingCapital,annualAccountsPayable,quarterlyBasicAverageShares,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashDividendsPaid,trailingChangeInAccountPayable,trailingOperatingIncome,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualOtherShortTermInvestments,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualChangeInWorkingCapital,trailingCostOfRevenue,trailingTotalRevenue,quarterlyRetainedEarnings,annualOtherCurrentAssets,annualOperatingIncome,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyOperatingIncome,trailingTaxProvision,trailingEndCashPosition,trailingPretaxIncome,annualNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,annualPretaxIncome,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,annualOperatingExpense,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualCostOfRevenue,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyOtherCurrentAssets,annualTotalAssets,annualCurrentAssets,annualOtherNonCurrentAssets,annualStockholdersEquity,annualLongTermDebt,annualOtherNonCashItems,annualBasicEPS,annualRepurchaseOfCapitalStock,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyAccountsReceivable,annualRetainedEarnings,annualNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyChangeInAccountPayable,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,quarterlyResearchAndDevelopment,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,annualChangesInAccountReceivables,quarterlyIncomeTaxPayable,quarterlyInvestmentsAndAdvances,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
,,159000000.0,3.89,,3528000000.0,12961000000.0,3057000000.0,4854000000.0,13614000000.0,12314000000.0,4854000000.0,,-2281000000.0,7096000000.0,2000000.0,,0.0,965000000.0,2862000000.0,12961000000.0,54000000.0,343000000.0,4791000000.0,,1000000.0,,-580000000.0,19546000000.0,-490000000.0,-1270000000.0,438344000.0,22000000.0,,433620000.0,,-6585000000.0,,653000000.0,4009000000.0,0.0,-939000000.0,,,,,730000000.0,,-1480000000.0,-180000000.0,19546000000.0,-1263000000.0,-6585000000.0,-3000000.0,-1236000000.0,586000000.0,4000000.0,7303000000.0,981000000.0,,,,-233000000.0,,,156000000.0,12260000000.0,,,,62000000.0,439373000.0,,1326000000.0,-481000000.0,987000000.0,-999000000.0,,,12260000000.0,66000000.0,95000000.0,241000000.0,-1014000000.0,-2048000000.0,1.41,2000000.0,99137000000.0,,7303000000.0,432437000.0,2362000000.0,338000000.0,-237000000.0,,,-3000000.0,13526000000.0,3044000000.0,1326000000.0,12260000000.0,,292000000.0,1000000000.0,14622000000.0,2362000000.0,3528000000.0,180000000.0,,,7834000000.0,12976000000.0,2759000000.0,32218000000.0,-724000000.0,-22000000.0,1767000000.0,3528000000.0,949000000.0,,,,1709000000.0,14622000000.0,27140000000.0,2767000000.0,1000000.0,609000000.0,1577000000.0,9555000000.0,13614000000.0,-446000000.0,159000000.0,,156000000.0,150000000.0,86823000000.0,1.39,0.0,9518000000.0,609000000.0,622000000.0,,12976000000.0,27140000000.0,13526000000.0,653000000.0,12361000000.0,1381000000.0,28000000.0,3.94,-632000000.0,908000000.0,2523000000.0,,28210000000.0,12260000000.0,,-2000000.0,12361000000.0,2523000000.0,1026000000.0,7834000000.0,1709000000.0,66000000.0,-56000000.0,2303000000.0,,-719000000.0,,3528000000.0,7096000000.0,981000000.0,1381000000.0,3059000000.0,-56000000.0,4008000000.0,21000000.0,,1026000000.0,,,,,,,,,,,,,,,,,,
,,,,,3897000000.0,,,5576000000.0,,,,,,,2000000.0,,-115000000.0,646000000.0,,13251000000.0,,225000000.0,3528000000.0,,12000000.0,,-488000000.0,,,121000000.0,438643000.0,13000000.0,,,,-6772000000.0,,667000000.0,,,-100000000.0,,,,,1102000000.0,,,-36000000.0,20023000000.0,369000000.0,,,,498000000.0,-2000000.0,8825000000.0,,,,,409000000.0,,,173000000.0,14135000000.0,,,,93000000.0,,,1679000000.0,,659000000.0,,,,,,,,,,0.96,,,,,433423000.0,,,,,,6000000.0,15405000000.0,2332000000.0,,14135000000.0,,213000000.0,,,2356000000.0,,,,,8099000000.0,,,23715000000.0,-856000000.0,,,,639000000.0,,,,,16491000000.0,29323000000.0,,,416000000.0,,,13918000000.0,,,,,614000000.0,,0.95,0.0,,416000000.0,421000000.0,,14903000000.0,,,,,,,,,,1945000000.0,,20726000000.0,,,-9000000.0,12665000000.0,,1175000000.0,,,,1283000000.0,,,-855000000.0,,3897000000.0,8152000000.0,990000000.0,1366000000.0,2350000000.0,-1055000000.0,2989000000.0,10000000.0,,,,,,,,,,,,,,,,,,,,
,,1199000000.0,,,4413000000.0,,,5651000000.0,,,,,,,2000000.0,,5000000.0,739000000.0,,13386000000.0,,185000000.0,3897000000.0,,64000000.0,,-455000000.0,,,114000000.0,439812000.0,25000000.0,,,,-6933000000.0,,593000000.0,,,-1000000.0,,,,,423000000.0,,,0.0,20319000000.0,516000000.0,,,,695000000.0,35000000.0,7441000000.0,,,,,-418000000.0,,,111000000.0,2264000000.0,,,,66000000.0,,,1238000000.0,,764000000.0,,,,,,,,,,1.26,,,,,435975000.0,,,,,,-18000000.0,15110000000.0,2361000000.0,,13045000000.0,,217000000.0,,,5761000000.0,,,,,5478000000.0,,,24871000000.0,-260000000.0,,,,738000000.0,,,,,18806000000.0,29089000000.0,,,547000000.0,,,13979000000.0,,,,,-32000000.0,,1.24,0.0,,547000000.0,554000000.0,,0.0,,,,,,,,,,2077000000.0,,21766000000.0,,,20000000.0,10112000000.0,,1300000000.0,,,,-1046000000.0,,,0.0,,4413000000.0,7582000000.0,955000000.0,4806000000.0,2367000000.0,533000000.0,3105000000.0,16000000.0,,,,,,,,,,,,,,,,,,,,
,,1212000000.0,,,5448000000.0,,,6510000000.0,,,,,,,2000000.0,,-120000000.0,712000000.0,,13546000000.0,,248000000.0,4413000000.0,,54000000.0,,-436000000.0,,,-19000000.0,440780000.0,25000000.0,,,,-7091000000.0,,597000000.0,,,3000000.0,,,,,1349000000.0,,,0.0,20637000000.0,1035000000.0,,,,697000000.0,-18000000.0,7788000000.0,,,,,633000000.0,,,81000000.0,13509000000.0,,,,51000000.0,,,1062000000.0,,737000000.0,,,,,,,,,,1.05,,,,,436488000.0,,,-120000000.0,,,5000000.0,15863000000.0,2313000000.0,,13509000000.0,,221000000.0,,,5850000000.0,,,,,5802000000.0,,,24083000000.0,-521000000.0,,,,722000000.0,,,,,19359000000.0,30006000000.0,,,459000000.0,,,14143000000.0,,,,,913000000.0,,1.04,0.0,,459000000.0,464000000.0,,15279000000.0,,,,,,,,,,1911000000.0,,21038000000.0,,,-1000000.0,10472000000.0,,1134000000.0,,,,401000000.0,,,-261000000.0,,5448000000.0,7635000000.0,963000000.0,4887000000.0,2323000000.0,-73000000.0,3045000000.0,6000000.0,,,,,,,,,,,,,,,,,,,,
,,204000000.0,4.63,,4644000000.0,13881000000.0,3437000000.0,6124000000.0,14443000000.0,13208000000.0,6124000000.0,,44000000.0,7894000000.0,2000000.0,,-57000000.0,954000000.0,3150000000.0,13881000000.0,53000000.0,332000000.0,5448000000.0,,0.0,,-704000000.0,21022000000.0,-898000000.0,-172000000.0,441907000.0,36000000.0,,435741000.0,,-7141000000.0,,562000000.0,3528000000.0,0.0,0.0,,,,,563000000.0,,-2083000000.0,0.0,21022000000.0,-804000000.0,-7141000000.0,7000000.0,-2251000000.0,495000000.0,-8000000.0,7872000000.0,1016000000.0,,,,-418000000.0,,,-122000000.0,2181000000.0,,,,75000000.0,440512000.0,,1480000000.0,1116000000.0,990000000.0,-98000000.0,,,2181000000.0,63000000.0,99000000.0,285000000.0,-287000000.0,-2572000000.0,1.41,2000000.0,105156000000.0,,7872000000.0,436752000.0,6014000000.0,718000000.0,-271000000.0,,,0.0,15840000000.0,3098000000.0,1480000000.0,13257000000.0,,295000000.0,990000000.0,19271000000.0,6014000000.0,4644000000.0,206000000.0,,,6283000000.0,0.0,3053000000.0,32487000000.0,-935000000.0,19000000.0,2061000000.0,4644000000.0,954000000.0,,,,2039000000.0,19271000000.0,30283000000.0,3051000000.0,0.0,617000000.0,1354000000.0,10155000000.0,14443000000.0,-3560000000.0,204000000.0,,-122000000.0,-141000000.0,91948000000.0,1.4,0.0,10104000000.0,617000000.0,622000000.0,,0.0,30283000000.0,15840000000.0,562000000.0,10833000000.0,4998000000.0,-7000000.0,4.68,-36000000.0,946000000.0,2037000000.0,,28418000000.0,13257000000.0,,9000000.0,10833000000.0,2037000000.0,1201000000.0,6283000000.0,2039000000.0,63000000.0,80000000.0,2385000000.0,,-1135000000.0,,4644000000.0,7894000000.0,1016000000.0,4998000000.0,3115000000.0,-303000000.0,4069000000.0,21000000.0,,1201000000.0,,,,,,,,,,,,,,,,,,
,,1240000000.0,,,4699000000.0,,,6439000000.0,,,,,,,2000000.0,,0.0,659000000.0,,14254000000.0,,228000000.0,4644000000.0,,,,-574000000.0,,,-71000000.0,442420000.0,27000000.0,,,,-7333000000.0,,592000000.0,,,-98000000.0,,,,,939000000.0,,,0.0,21587000000.0,55000000.0,,,,544000000.0,3000000.0,9199000000.0,,,,,219000000.0,,,-41000000.0,2424000000.0,,,,112000000.0,,,1740000000.0,,686000000.0,,,,,,,,,,0.97,,,,,437970000.0,,,,,,8000000.0,17473000000.0,2501000000.0,,14933000000.0,,231000000.0,,,5977000000.0,,,,,6571000000.0,,,25017000000.0,-809000000.0,,,,668000000.0,,,,,20910000000.0,32319000000.0,,,425000000.0,,,14846000000.0,,,,,365000000.0,,0.96,0.0,,425000000.0,431000000.0,,0.0,,,,,,,,,,2070000000.0,,21824000000.0,,,13000000.0,11221000000.0,,1145000000.0,,,,1311000000.0,,,-826000000.0,,4699000000.0,9337000000.0,990000000.0,4987000000.0,2525000000.0,-1420000000.0,3193000000.0,6000000.0,,,,,,,,,,,,,,,,,,,,
,,1270000000.0,,,5130000000.0,,,6482000000.0,,,,,,,2000000.0,,-43000000.0,728000000.0,,14348000000.0,,255000000.0,4699000000.0,,,,-447000000.0,,,-153000000.0,442829000.0,26000000.0,,,,-7486000000.0,,584000000.0,,,4000000.0,,,,,713000000.0,,,0.0,21834000000.0,431000000.0,,,,952000000.0,-6000000.0,7707000000.0,,,,,-60000000.0,,,-157000000.0,1470000000.0,,,,73000000.0,,,1352000000.0,,994000000.0,,,,,,,,,,1.05,,,,,439776000.0,,,,,,-3000000.0,16634000000.0,2531000000.0,,13884000000.0,,240000000.0,,,5973000000.0,,,,,6899000000.0,,,26306000000.0,-556000000.0,,,,724000000.0,,,,,19857000000.0,31566000000.0,,,463000000.0,,,14932000000.0,,,,,266000000.0,,1.05,0.0,,463000000.0,473000000.0,,0.0,,,,,,,,,,3005000000.0,,23043000000.0,,,-14000000.0,11515000000.0,,1244000000.0,,,,-1368000000.0,,,-65000000.0,,5130000000.0,8267000000.0,988000000.0,4985000000.0,2539000000.0,1023000000.0,3263000000.0,18000000.0,,,,,,,,,,,,,,,,,,,,
,,1297000000.0,,,5736000000.0,,,7275000000.0,,,,,,,2000000.0,,-46000000.0,724000000.0,,14583000000.0,,245000000.0,5130000000.0,,,,-405000000.0,,,-318000000.0,442720000.0,25000000.0,,,,-7684000000.0,,585000000.0,,,4000000.0,,,,,1490000000.0,,,-171000000.0,22267000000.0,606000000.0,,,,304000000.0,1000000.0,8361000000.0,,,,,699000000.0,,,-69000000.0,2973000000.0,,,,66000000.0,,,1539000000.0,,749000000.0,,,,,,,,,,1.08,,,,,439446000.0,,,-136000000.0,,,14000000.0,17533000000.0,2487000000.0,,14687000000.0,,237000000.0,,,5993000000.0,,,,,7051000000.0,,,25794000000.0,-491000000.0,,,,737000000.0,,,,,20680000000.0,32701000000.0,,,473000000.0,,,15168000000.0,,,,,1085000000.0,,1.07,0.0,,473000000.0,479000000.0,,0.0,,,,,,,,,,2056000000.0,,22554000000.0,,,-4000000.0,11819000000.0,,1115000000.0,,,,660000000.0,,,-596000000.0,,5736000000.0,8483000000.0,1008000000.0,4985000000.0,2503000000.0,-187000000.0,3240000000.0,1000000.0,,,,,,,,,,,,,,,,,,,,
,,250000000.0,4.65,,5738000000.0,14830000000.0,3984000000.0,7315000000.0,15436000000.0,14182000000.0,7315000000.0,,-786000000.0,8456000000.0,2000000.0,,-14000000.0,1086000000.0,3310000000.0,14830000000.0,38000000.0,381000000.0,5736000000.0,,,,-567000000.0,22675000000.0,-563000000.0,-244000000.0,441887000.0,35000000.0,,438693000.0,,-7845000000.0,,606000000.0,4644000000.0,0.0,6000000.0,,,,,842000000.0,,-1993000000.0,-163000000.0,22675000000.0,2000000.0,-7845000000.0,-63000000.0,-2093000000.0,606000000.0,-61000000.0,8491000000.0,1004000000.0,,,,-193000000.0,,,-76000000.0,14412000000.0,,,,76000000.0,442485000.0,,1577000000.0,1094000000.0,1121000000.0,-84000000.0,,,14412000000.0,,113000000.0,327000000.0,-103000000.0,-2503000000.0,1.59,2000000.0,112640000000.0,,8491000000.0,437875000.0,6097000000.0,529000000.0,-311000000.0,,,3000000.0,17588000000.0,3380000000.0,1577000000.0,14412000000.0,,321000000.0,1109000000.0,20509000000.0,6097000000.0,5738000000.0,665000000.0,,,7458000000.0,16919000000.0,3220000000.0,35523000000.0,-647000000.0,-3000000.0,2088000000.0,5738000000.0,1091000000.0,,,,2058000000.0,20509000000.0,33024000000.0,3197000000.0,,697000000.0,1991000000.0,10962000000.0,15436000000.0,-584000000.0,250000000.0,,-76000000.0,275000000.0,98458000000.0,1.58,0.0,10899000000.0,697000000.0,705000000.0,,16919000000.0,33024000000.0,17588000000.0,606000000.0,12303000000.0,5093000000.0,22000000.0,4.69,-334000000.0,1029000000.0,2231000000.0,,31037000000.0,14412000000.0,,2000000.0,12303000000.0,2231000000.0,1148000000.0,7458000000.0,2058000000.0,,-74000000.0,2406000000.0,,-606000000.0,,5738000000.0,8456000000.0,1004000000.0,5093000000.0,3395000000.0,21000000.0,4486000000.0,13000000.0,,1148000000.0,,,,,,,,,,,,,,,,,,
,,1305000000.0,,,5969000000.0,,,7619000000.0,,,,,,,2000000.0,,,779000000.0,,14798000000.0,,274000000.0,5738000000.0,,,,-555000000.0,,,-108000000.0,442210000.0,26000000.0,,,,-7961000000.0,,659000000.0,,,-115000000.0,,,,,1128000000.0,,,-18000000.0,22759000000.0,231000000.0,,,,342000000.0,,9783000000.0,,,,,303000000.0,,,-388000000.0,16019000000.0,,,,150000000.0,,,1650000000.0,,805000000.0,,,,,,,,,,1.13,,,,,438760000.0,,,,,,-22000000.0,19156000000.0,2696000000.0,,16019000000.0,,254000000.0,,,6024000000.0,,,,,7782000000.0,,,26866000000.0,-426000000.0,,,,770000000.0,,,,,22043000000.0,34613000000.0,,,496000000.0,,,15457000000.0,,,,,573000000.0,,1.12,0.0,,496000000.0,505000000.0,,18511000000.0,,,,,,,,,,2224000000.0,,23385000000.0,,,-14000000.0,12359000000.0,,1248000000.0,,,,1445000000.0,,,-653000000.0,,5969000000.0,9644000000.0,990000000.0,5034000000.0,2711000000.0,-1328000000.0,3481000000.0,22000000.0,,,,,,,,,,,,,,,,,,,,
,,1318000000.0,,,5866000000.0,,,7453000000.0,,,,,,,2000000.0,,,870000000.0,,14872000000.0,,263000000.0,5969000000.0,,1200000000.0,,-612000000.0,,,-265000000.0,442896000.0,27000000.0,,,,-8012000000.0,,670000000.0,,,39000000.0,,,,,900000000.0,,,-84000000.0,22884000000.0,-103000000.0,,,,295000000.0,,8302000000.0,,,,,-48000000.0,,,-797000000.0,18249000000.0,,,,86000000.0,,,1587000000.0,,897000000.0,,,,,,,,,,1.36,,,,,440384000.0,,,,,,5000000.0,18058000000.0,2671000000.0,,18249000000.0,,260000000.0,,,4926000000.0,,,,,5937000000.0,,,27454000000.0,-231000000.0,,,,877000000.0,,,,,23175000000.0,33600000000.0,,,598000000.0,,,15542000000.0,,,,,288000000.0,,1.35,0.0,,598000000.0,607000000.0,,17298000000.0,,,,,,,,,,2391000000.0,,23897000000.0,,,21000000.0,10206000000.0,,1287000000.0,,,,-1208000000.0,,,-527000000.0,,5866000000.0,8558000000.0,1096000000.0,3830000000.0,2680000000.0,933000000.0,3557000000.0,5000000.0,,,,,,,,,,,,,,,,,,,,
,,1336000000.0,,,5063000000.0,,,6805000000.0,,,,,,,2000000.0,,-13000000.0,799000000.0,,15083000000.0,,280000000.0,5866000000.0,,1200000000.0,,-421000000.0,,,-1470000000.0,443132000.0,31000000.0,,,,-8232000000.0,,774000000.0,,,-28000000.0,,,,,1229000000.0,,,-123000000.0,23315000000.0,-803000000.0,,,,223000000.0,,8895000000.0,,,,,408000000.0,,,-726000000.0,4345000000.0,,,,65000000.0,,,1742000000.0,,830000000.0,,,,,,,,,,1.17,,,,,440070000.0,,,-2358000000.0,,,29000000.0,17634000000.0,2579000000.0,,16736000000.0,,262000000.0,,,5941000000.0,,,,,6164000000.0,,,26101000000.0,-376000000.0,,,,821000000.0,,,,,22677000000.0,33491000000.0,,,516000000.0,,,15857000000.0,,,,,808000000.0,,1.17,0.0,,516000000.0,519000000.0,,0.0,,,,,,,,,,2160000000.0,,22687000000.0,,,-21000000.0,10587000000.0,,1195000000.0,,,,549000000.0,,,-595000000.0,,5063000000.0,8869000000.0,1115000000.0,4826000000.0,2593000000.0,-285000000.0,3414000000.0,-1000000.0,,,,,,,,,,,,,,,,,,,,
,,299000000.0,5.37,,4801000000.0,15401000000.0,4285000000.0,6419000000.0,16141000000.0,15134000000.0,6419000000.0,,-2324000000.0,8908000000.0,2000000.0,,77000000.0,1156000000.0,3728000000.0,15401000000.0,54000000.0,378000000.0,5063000000.0,,1283000000.0,,-805000000.0,23664000000.0,-890000000.0,-481000000.0,442404000.0,40000000.0,,439455000.0,,-8263000000.0,,740000000.0,5738000000.0,0.0,46000000.0,,,,,1028000000.0,,-2393000000.0,-256000000.0,23664000000.0,-262000000.0,-8263000000.0,-101000000.0,-2480000000.0,574000000.0,-59000000.0,9011000000.0,1193000000.0,,,,-116000000.0,,,-1121000000.0,1696000000.0,,,,93000000.0,442716000.0,,1618000000.0,-937000000.0,1196000000.0,-58000000.0,,,1696000000.0,,124000000.0,394000000.0,-51000000.0,-1501000000.0,1.75,2000000.0,116199000000.0,,9011000000.0,438835000.0,6057000000.0,880000000.0,-351000000.0,,,-17000000.0,17299000000.0,3499000000.0,1618000000.0,16540000000.0,,351000000.0,1195000000.0,22597000000.0,6057000000.0,4801000000.0,547000000.0,,,6518000000.0,0.0,3624000000.0,35778000000.0,-468000000.0,-20000000.0,2409000000.0,4801000000.0,1156000000.0,,,,2377000000.0,22597000000.0,33440000000.0,3604000000.0,1283000000.0,767000000.0,1892000000.0,11510000000.0,16141000000.0,-2865000000.0,299000000.0,,-1121000000.0,223000000.0,101065000000.0,1.73,0.0,11445000000.0,767000000.0,778000000.0,,0.0,33440000000.0,17299000000.0,740000000.0,10617000000.0,4864000000.0,-5000000.0,5.41,-481000000.0,1127000000.0,3281000000.0,,31096000000.0,16540000000.0,,-6000000.0,10617000000.0,3281000000.0,1224000000.0,6518000000.0,2377000000.0,,94000000.0,1434000000.0,,-705000000.0,,4801000000.0,8908000000.0,1193000000.0,4864000000.0,3526000000.0,-210000000.0,4682000000.0,28000000.0,,1224000000.0,,,,,,,,,,,,,,,,,,
,,1350000000.0,,,5054000000.0,,,6283000000.0,,,,,,,2000000.0,,,762000000.0,,15867000000.0,,275000000.0,4801000000.0,,1281000000.0,,-715000000.0,,,-224000000.0,441386000.0,33000000.0,,,,-8489000000.0,,726000000.0,,,-145000000.0,,,,,811000000.0,,,-142000000.0,24356000000.0,253000000.0,,,,584000000.0,,10378000000.0,,,,,-48000000.0,,,-1105000000.0,2036000000.0,,,,186000000.0,,,1229000000.0,,795000000.0,,,,,,,,,,1.1,,,,,438342000.0,,,,,,-11000000.0,18858000000.0,2806000000.0,,18293000000.0,,271000000.0,,,6078000000.0,,,,,6704000000.0,,,27220000000.0,-197000000.0,,,,767000000.0,,,,,24371000000.0,35451000000.0,,,480000000.0,,,16593000000.0,,,,,96000000.0,,1.09,0.0,,480000000.0,487000000.0,,0.0,,,,,,,,,,3248000000.0,,23621000000.0,,,-4000000.0,10848000000.0,,1359000000.0,,,,1435000000.0,,,-332000000.0,,5054000000.0,10382000000.0,1233000000.0,4845000000.0,2832000000.0,-1473000000.0,3599000000.0,19000000.0,,,,,,,,,,,,,,,,,,,,
,,,,,3633000000.0,,,4855000000.0,,,,,,,2000000.0,,,841000000.0,,16065000000.0,,286000000.0,5054000000.0,,89000000.0,,-624000000.0,,,-1563000000.0,441559000.0,31000000.0,,,,-8637000000.0,,794000000.0,,,-6000000.0,,,,,791000000.0,,,-71000000.0,24702000000.0,-1421000000.0,,,,302000000.0,,8222000000.0,,,,,-151000000.0,,,-1344000000.0,2280000000.0,,,,101000000.0,,,1222000000.0,,872000000.0,,,,,,,,,,1.24,,,,,439648000.0,,,,,,1000000.0,15529000000.0,2835000000.0,,15433000000.0,,285000000.0,,,5721000000.0,,,,,7001000000.0,,,28170000000.0,-302000000.0,,,,856000000.0,,,,,21154000000.0,32388000000.0,,,546000000.0,,,16859000000.0,,,,,167000000.0,,1.24,835000000.0,,546000000.0,555000000.0,,313000000.0,,,,,,,,,,3465000000.0,,24469000000.0,,,4000000.0,11000000000.0,,1453000000.0,,,,-1917000000.0,,,-620000000.0,,3633000000.0,8908000000.0,,4886000000.0,2845000000.0,1375000000.0,3701000000.0,9000000.0,,,,,,,,,,,,,,,,,,,,
,,,,,4884000000.0,,,6021000000.0,,,,,,,2000000.0,,-83000000.0,835000000.0,,16491000000.0,,286000000.0,3633000000.0,,1193000000.0,,-461000000.0,,,-301000000.0,441066000.0,30000000.0,,,,-8961000000.0,,840000000.0,,,-2000000.0,,,,,1859000000.0,,,-137000000.0,25452000000.0,1251000000.0,,,,382000000.0,,8828000000.0,,,,,751000000.0,,,-1126000000.0,2303000000.0,,,,75000000.0,,,1137000000.0,,865000000.0,,,,,,,,,,1.24,,,,,438815000.0,,,-176000000.0,,,35000000.0,16542000000.0,2731000000.0,,16999000000.0,,291000000.0,,,5126000000.0,,,,,7225000000.0,,,26769000000.0,-288000000.0,,,,858000000.0,,,,,22125000000.0,33873000000.0,,,545000000.0,,,17331000000.0,,,,,1398000000.0,,1.24,1205000000.0,,545000000.0,549000000.0,,294000000.0,,,,,,,,,,3259000000.0,,23162000000.0,,,-1000000.0,11505000000.0,,1300000000.0,,,,434000000.0,,,-368000000.0,,4884000000.0,8927000000.0,,3921000000.0,2749000000.0,106000000.0,3607000000.0,-3000000.0,,,,,,,,,,,,,,,,,,,,
