,annualOperatingCashFlow,trailingGrossProfit,annualCapitalStock,annualDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,annualGrossProfit,annualOtherIntangibleAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,annualNetPPE,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyTaxProvision,trailingRepaymentOfDebt,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,trailingChangeInCashSupplementalAsReported,annualDilutedEPS,annualChangeInInventory,quarterlyInterestExpense,annualOtherNonCashItems,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,annualGrossPPE,quarterlyCapitalExpenditure,annualBeginningCashPosition,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyOperatingCashFlow,trailingInvestingCashFlow,trailingCapitalExpenditure,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyGrossPPE,trailingOperatingExpense,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualBasicEPS,annualPurchaseOfInvestment,annualOperatingExpense,annualCapitalExpenditure,trailingInterestExpense,quarterlyAccountsPayable,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,trailingNetIncome,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,trailingNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,annualChangeInWorkingCapital,quarterlyEbitda,quarterlyOtherShortTermInvestments,annualInventory,annualNetOtherFinancingCharges,quarterlyDilutedAverageShares,annualInterestExpense,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,annualResearchAndDevelopment,annualCostOfRevenue,quarterlyCashDividendsPaid,annualOtherCurrentAssets,annualTotalRevenue,trailingResearchAndDevelopment,trailingFreeCashFlow,quarterlyBasicEPS,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualTaxProvision,annualEndCashPosition,annualTotalLiabilitiesNetMinorityInterest,trailingTotalRevenue,trailingCostOfRevenue,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyTotalRevenue,trailingTaxProvision,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualPretaxIncome,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualFreeCashFlow,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,annualCurrentDebt,quarterlyTotalAssets,quarterlyNetIncomeContinuousOperations,annualAccountsReceivable,quarterlyOtherNonCurrentLiabilities,trailingSaleOfInvestment,annualOtherNonCurrentAssets,quarterlyNetIncome,annualSellingGeneralAndAdministration,trailingPretaxIncome,quarterlyOtherCurrentAssets,annualTotalAssets,annualCurrentAssets,quarterlyNetOtherInvestingChanges,annualLongTermDebt,annualStockholdersEquity,annualBasicAverageShares,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyAccountsReceivable,annualDepreciationAndAmortization,annualRetainedEarnings,quarterlyStockholdersEquity,annualEbitda,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,annualSaleOfInvestment,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyLongTermDebt,quarterlyInventory,quarterlyEndCashPosition,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyOperatingExpense,quarterlyInvestingCashFlow,annualStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,quarterlyCashFlowFromContinuingFinancingActivities,annualAccumulatedDepreciation,annualCashFlowFromContinuingFinancingActivities,annualGoodwill,trailingDilutedAverageShares,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,trailingCommonStockIssuance,trailingStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,trailingPurchaseOfBusiness,annualDeferredIncomeTax,trailingOperatingCashFlow,annualInvestmentsAndAdvances,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyDeferredIncomeTax,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingChangeInWorkingCapital,quarterlyAccumulatedDepreciation,trailingChangeInInventory,quarterlyInvestmentsAndAdvances,annualChangesInAccountReceivables,annualGainsLossesNotAffectingRetainedEarnings,trailingBasicEPS,annualChangeInAccountPayable,quarterlyChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyCurrentAccruedExpenses,annualOtherIncomeExpense,trailingChangeInAccountPayable,annualIncomeTaxPayable,quarterlyIncomeTaxPayable,annualCurrentDeferredRevenue,trailingBasicAverageShares,annualRepurchaseOfCapitalStock,trailingDeferredIncomeTax,trailingDepreciationAndAmortization,trailingOtherNonCashItems,trailingRepurchaseOfCapitalStock
1356912000,6334192911.0,,3462729405.0,3454221593.0,104591189.0,7946710602.0,1285160144.0,20363400354.0,19933932589.0,20309640029.0,25687040600.0,3462729405.0,14311032700.0,266956726.0,,20363400354.0,,1727561539.0,19933932589.0,-15929121685.0,,,1.51,-1777502974.0,650449541.0,840472135.0,12263116944.0,823009490.0,19933932589.0,-865617016.0,11082467747.0,-133020516.0,570737118.0,754459008.0,1285160144.0,,,,,-2636199396.0,19933932589.0,,5089561522.0,2367310446.0,988037398.0,1.51,-21186052655.0,2294418816.0,-2692177016.0,,7293223286.0,,,104591189.0,,,,1519865828.0,,,,,,0.0,988037398.0,5595875399.0,-24806600755.0,-241759996.0,2378011080.0,53760325.0,15936439736.0,1087351895.0,,840472135.0,7293223286.0,6988128621.0,5652291786.0,,150609495923.0,-388745150.0,3067610836.0,158556206525.0,,,,408297234.0,,980389006.0,16678343146.0,34225712077.0,,,52446443807.0,27237583456.0,14583075191.0,6988128621.0,92217370.0,,-3205931124.0,3504878627.0,53452516322.0,,5294482653.0,20309640029.0,34225712077.0,5215874606.0,6274871659.0,,,3642015895.0,,1424083488.0,-2226112080.0,25687040600.0,12263116944.0,78133484407.0,1460604813.0,4076986366.0,570737118.0,,823009490.0,1424083488.0,1744169972.0,,3067610836.0,78133484407.0,52446443807.0,-130963331.0,6298869383.0,42819959840.0,3454221593.0,5215874606.0,51390612472.0,,4076986366.0,1280900489.0,14583075191.0,42819959840.0,8396244283.0,27237583456.0,,21265032995.0,,2061903850.0,6298869383.0,15936439736.0,16678343146.0,53760325.0,450000000.0,542038022.0,961410662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,,,,98539103.0,,,21894333438.0,,21673627734.0,,3462729405.0,16678343146.0,298556524.0,,,,1294328978.0,20066426848.0,-1856774299.0,0.28,,,,177151725.0,,13559120278.0,817779860.0,,-253440325.0,,,,-104720955.0,1280334954.0,,,,,,20066426848.0,,2981718431.0,662720286.0,945669046.0,,,,,,6785224748.0,,,,,,,1241831660.0,,,,,,,,,,,1471480703.0,220705704.0,,,3466281007.0,,,,,,,,,,,,0.28,378976174.0,,,,,,,54153662801.0,28256101859.0,15553633873.0,7108764076.0,,3466281007.0,-3776500000.0,658365424.0,45979395727.0,,,,35364865935.0,,,,,,,970558682.0,,26151504160.0,,80305166961.0,995772454.0,,630854529.0,,,970558682.0,,,3702903060.0,,,5879722.0,,,,,44215945936.0,,4498003164.0,,,43827274765.0,,,,,,1763449791.0,6363562853.0,16230712906.0,17341063432.0,,,521618131.0,-1020026132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,,,252948892.0,,,24777515320.0,,24514683507.0,,3462729405.0,17341063432.0,-8912030.0,,,,180110398.0,19872133978.0,-11268419353.0,,,,,322946680.0,,14094294468.0,775818167.0,,-750175705.0,,,,-1031266458.0,1298040758.0,,,,,,19872133978.0,,8903259729.0,594860100.0,824294122.0,,,,,,9611107871.0,,,,,,,989403029.0,,,,,,,,,,,503057078.0,262831813.0,,,,,,,,,,,,,,,,575026563.0,,,,,,,58772132872.0,33957009973.0,14092119902.0,7286135225.0,,,-8195500000.0,540656983.0,41995500493.0,,,,41243145198.0,,,,,,,269850732.0,,25870005539.0,,84642138411.0,189022428.0,,584876806.0,,,269850732.0,,,3058729472.0,,,-143894245.0,,,,,40272449787.0,,6516308498.0,,,42373762872.0,,,,,,1723050706.0,6434378596.0,12353847510.0,17935923532.0,,,733647677.0,-161368787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,,,,145550506.0,,,25916701971.0,,25890239269.0,,3462729405.0,17935923532.0,322990746.0,,,,1644709770.0,19543760017.0,-274588066.0,0.35,,,,52947556.0,,12546011834.0,824269157.0,,-123505772.0,,,,-771890.0,1302912621.0,,,,,,19543760017.0,,4101187751.0,1550560996.0,920407519.0,,,,,,9727385842.0,,,,,,,1031270704.0,,,,,,,,,,,1697657326.0,26462702.0,,,3513048629.0,,,,,,,-1474913884.0,,,,,0.35,497066794.0,,,,,,,58681053434.0,32638271668.0,15321686922.0,7179549513.0,,3513048629.0,-3564756987.0,591341004.0,43960198556.0,,,,39817821181.0,,,,,,,1229567020.0,,25850592294.0,,84531645728.0,1321719024.0,,523505293.0,,,1229567020.0,,,1466709952.0,,,0.0,,,,,42275785222.0,,5618258215.0,,,43589474585.0,,,,,,1684413334.0,6494691724.0,13224015862.0,19486484528.0,,,653142630.0,388456079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,5232520379.0,,3462729405.0,3461173975.0,96752142.0,7467276081.0,1357135222.0,24079491351.0,20002661097.0,23992113234.0,28011371140.0,3462729405.0,19486484528.0,525792260.0,,24079491351.0,,1660984853.0,20002661097.0,-12820051388.0,,,1.03,957948718.0,636646105.0,852319195.0,15245862473.0,2775394846.0,20002661097.0,-1065036665.0,16678343146.0,0.0,672772192.0,1762109755.0,1357135222.0,,,,,-3479150233.0,20002661097.0,,-3030121146.0,179677000.0,1321590453.0,1.03,-14244341860.0,2846876874.0,-2192158467.0,,11290991245.0,,,96752142.0,,,,1357893815.0,,,,,,,1321590453.0,2987818382.0,-26219833106.0,-348572501.0,2297630958.0,87378117.0,14683971325.0,625350452.0,,852319195.0,11290991245.0,6828171882.0,4620399207.0,,168422914887.0,-512525191.0,2740592965.0,175890190968.0,,,,797369082.0,,1138427500.0,19666161528.0,43126977148.0,,,60755282921.0,36298805266.0,15773225054.0,6828171882.0,-49801205.0,,1292415127.0,1249998501.0,43955096192.0,,3641706499.0,23992113234.0,43126977148.0,3565009194.0,4780133999.0,,,3040361912.0,,1095032760.0,-2277796231.0,28011371140.0,15245862473.0,88766654061.0,1135192593.0,8253842633.0,672772192.0,,2775394846.0,1095032760.0,2248438613.0,,2740592965.0,88766654061.0,60755282921.0,88213318.0,6045455252.0,44522786074.0,3461173975.0,3565009194.0,41658733942.0,,8253842633.0,1444746449.0,15773225054.0,44522786074.0,7077199643.0,36298805266.0,,12956044765.0,,2296362250.0,6045455252.0,14683971325.0,19666161528.0,87378117.0,,938468435.0,-2686211393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,,,,63074578.0,,,23313882263.0,,23116908252.0,,3462729405.0,19666161528.0,153733800.0,,,,504323900.0,19764235696.0,-3033377887.0,0.1,,,,201361760.0,,15346398350.0,2626924070.0,,-249135906.0,,,,51059913.0,1345938110.0,,,,,,19764235696.0,,1468110099.0,-1215204982.0,1521255916.0,,,,,,12321130536.0,,,,,,,299472168.0,,,,,,,,,,,705685660.0,196974011.0,,,3473793490.0,,,,,,,,,,,,0.1,391636383.0,,,,,,,63172183035.0,38028402349.0,16120604403.0,6919796646.0,,3473793490.0,-2063000000.0,62704227.0,41288867790.0,,,,44948198995.0,,,,,,,347379349.0,,27814110285.0,,90986293320.0,350590100.0,,722575248.0,,,347379349.0,,,3972142118.0,,,2458853.0,,,,,40480670322.0,,8297009252.0,,,44917992736.0,,,,,,808197468.0,6121008550.0,15433469020.0,18450956546.0,,,508725300.0,-833014940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,,,106524135.0,,,26926393878.0,,26688521195.0,,3462729405.0,18450956546.0,406993521.0,,,,1246199614.0,20041724528.0,-10441205512.0,,,,,441189490.0,,17308979401.0,2387475960.0,,-1206523344.0,,,,-1838118852.0,2230028558.0,,,,,,20041724528.0,,4412253804.0,2366731405.0,1524178942.0,,,,,,15105118788.0,,,,,,,1017229752.0,,,,,,,,,,,1687389104.0,237872683.0,,,,,,,,,,,,,,,,565362448.0,,,,,,,65844543887.0,44154099891.0,15238203177.0,6976508324.0,,,-4806422287.0,2542217565.0,51647400505.0,,,,51130608215.0,,,,,,,848963477.0,,30484680478.0,,96329224365.0,839206093.0,,662061334.0,,,848963477.0,,,2489935362.0,,,-126512591.0,,,,,49912764452.0,,9418508668.0,,,44111390725.0,,,,,,1734636053.0,6194730559.0,14241023718.0,20817687951.0,,,717406301.0,-1733471200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,,,,100753894.0,,,24815154029.0,,24370829672.0,,3462729405.0,20817687951.0,339796939.0,,,,1497221271.0,20074670221.0,-5431378751.0,0.32,,,,139063037.0,,18407439453.0,2584141209.0,,-394101885.0,,,,-170979707.0,2070877701.0,,,,,,20074670221.0,,3671035903.0,-1055778342.0,1334687428.0,,,,,,12564663842.0,,,,,,,1327754866.0,,,,,,,,,,,1636284308.0,444324357.0,,,,,,,,,,-1944422079.0,,,,,0.32,479189057.0,,,,,,,64326196557.0,40054008608.0,16366375042.0,7135728573.0,,3525537075.0,-3536206796.0,61994923.0,54490939837.0,,,,47189737181.0,,,,,,,1128171864.0,,29268764403.0,,93594960960.0,1157424332.0,,754200640.0,,,1128171864.0,,,3181173333.0,,,69883559.0,,,,,52535784430.0,,9958440061.0,,,45286775738.0,,,,,,1955155407.0,6267637303.0,14789203588.0,19761909609.0,,,627400541.0,-189000198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,1735447985.0,,3462729405.0,,93646453.0,6608800384.0,1763800213.0,25737907081.0,20503822033.0,25338863649.0,28630270101.0,3462729405.0,19761909609.0,113734854.0,,25737907081.0,,616070641.0,20503822033.0,-8770863145.0,,,0.82,493752280.0,450705461.0,904382536.0,20929923138.0,946730307.0,20503822033.0,112070385.0,19666161528.0,,122465354.0,-429031572.0,1763800213.0,,,,,-2999813269.0,20503822033.0,,3076208143.0,-367691070.0,1088903573.0,0.82,-13948827358.0,2962723116.0,-1737690750.0,,10948491668.0,,472977494.0,93646453.0,,,,1001620482.0,,472977494.0,,,,,1088903573.0,-271942989.0,-27676825295.0,-3236735378.0,1066776102.0,399043432.0,14190219045.0,-2387070218.0,,986506957.0,10948491668.0,7815811844.0,3646077268.0,,192224685633.0,82844528.0,5388476435.0,198833486017.0,,,,957223916.0,,1014259114.0,19394218539.0,48296108291.0,,,66692104776.0,40480296447.0,16503584546.0,7815811844.0,-46800760.0,,-3543198275.0,-2669159480.0,51406277885.0,,2849556312.0,25338863649.0,48296108291.0,2850649245.0,3863815426.0,,,-2242765.0,,526134555.0,-2307112414.0,28630270101.0,20929923138.0,95322374877.0,502335787.0,9520750628.0,122465354.0,,946730307.0,526134555.0,2393411804.0,,5388476435.0,95322374877.0,66692104776.0,7369419.0,6926751353.0,45733876161.0,3476401518.0,2850649245.0,49295466429.0,,9520750628.0,1525876339.0,16503584546.0,45733876161.0,6376198722.0,40480296447.0,,12627607949.0,,2110811456.0,6926751353.0,14190219045.0,19394218539.0,399043432.0,,1109190974.0,-244326931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,,,,98146790.0,,,22788258981.0,,22556605540.0,,3462729405.0,19394218539.0,109079219.0,,,,269371857.0,20406740344.0,-9781279171.0,0.04,,,,86400621.0,,19153229829.0,945759767.0,,-254996005.0,,,,191000128.0,1750201714.0,,,,,,20406740344.0,,1832742900.0,-2049745181.0,1475821493.0,,,,,,10518757105.0,,,,,,,-20825371.0,,563071520.0,,,,,,,,,355772478.0,231653441.0,,,3372606275.0,,,,,,,,,,,,0.04,493504220.0,,,,,,,66405294834.0,39509806155.0,16638488796.0,7991371505.0,,3372606275.0,-1699062813.0,-131089502.0,32466197420.0,,,,47501177660.0,,,,,,,134904251.0,,28329876311.0,,94735171145.0,160292638.0,,126580750.0,,,134904251.0,,,5477170474.0,,,125320414.0,,,,,31867081098.0,,9237690578.0,,,45916214671.0,,,,,,599116322.0,7003656815.0,16321029458.0,17344473358.0,,,619941693.0,5179316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,,,95508630.0,,,23865880718.0,,23502209465.0,,3462729405.0,17344473358.0,280646183.0,,,,1037541239.0,20310191162.0,-14405454311.0,,,,,376311172.0,,16609541487.0,1119935887.0,,-616355037.0,,,,-1003440951.0,1854021933.0,,,,,,20310191162.0,,6595064616.0,878903705.0,1278837206.0,,,,,,8260636910.0,,,,,,,976279863.0,,453758033.0,,,,,,,,,1413852411.0,363671253.0,,,,,,,,,,,,,,,,524382498.0,,,,,,,61213680191.0,34542619016.0,16707401593.0,8130088924.0,,,-6748337187.0,4249367382.0,43079327965.0,,,,42672707940.0,,,,,,,761458677.0,,28840523446.0,,90054203637.0,756895056.0,,125733152.0,,,761458677.0,,,5811752330.0,,,-156411888.0,,,,,41436459538.0,,9753229170.0,,,46070241578.0,,,,,,1642868427.0,7262731557.0,12272983715.0,18223377063.0,,,666588564.0,-912184800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,,,,112430074.0,,,20935845747.0,,20085042190.0,,3462729405.0,18223377063.0,-288966526.0,,,,10467318.0,20090701047.0,-357373634.0,0.09,,,,5910622.0,,15503063185.0,232864368.0,,-572123767.0,,,,-288984076.0,2735936585.0,,,,,,20090701047.0,,5873561062.0,-894954395.0,7275039835.0,,,,,,10644397876.0,,,,,,,105811700.0,,458378468.0,,,,,,,,,16377940.0,850803557.0,,,,,,,,,,-867540339.0,,,,,0.09,462394574.0,,,,,,,61952294433.0,42299996995.0,17040395503.0,1755954519.0,,3697232911.0,-5903791679.0,27136225.0,39335329475.0,,,,44055951514.0,,,,,,,332750962.0,,29803164901.0,,91755459334.0,299433844.0,,126815979.0,,,332750962.0,,,5067577695.0,,,-25239439.0,,,,,38632226686.0,,11626245814.0,,,46419864347.0,,,,,,703102789.0,865973493.0,13264306673.0,17328422668.0,,,597291089.0,-585517344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,1902023306.0,,3462729405.0,,108999878.0,4304236024.0,2389365046.0,21452454972.0,21977031446.0,20680508461.0,32540862216.0,3462729405.0,17328422668.0,378904177.0,,21452454972.0,,-152962627.0,21977031446.0,-6724661302.0,,,0.18,1518493092.0,683457643.0,1222276984.0,15811616985.0,348689549.0,21977031446.0,-320927098.0,19394218539.0,,165695414.0,2818573709.0,2389365046.0,,,,,-794954150.0,21977031446.0,,-2732561765.0,-623371517.0,9627863379.0,0.18,-11505725875.0,3096121921.0,-1764401907.0,,8575021445.0,,634158495.0,108999878.0,,,,146847911.0,,634158495.0,,,,,9627863379.0,-2689167388.0,-31268768418.0,-1132923550.0,530495016.0,771946511.0,13368854801.0,1717148810.0,,932117495.0,8575021445.0,1417740176.0,1208114103.0,,181478255317.0,23013241.0,3043080773.0,185782491341.0,,,,1061519751.0,,479663053.0,16705051151.0,41921728990.0,,,57214348891.0,40503988814.0,16314100071.0,1417740176.0,595725771.0,,2845465804.0,-4007792706.0,70901636481.0,,684754734.0,20680508461.0,41921728990.0,637218130.0,1164417787.0,,,137621399.0,,-591895760.0,-1112991674.0,32540862216.0,15811616985.0,89755211107.0,-531866804.0,11032925096.0,165695414.0,,348689549.0,-591895760.0,2541801043.0,,3043080773.0,89755211107.0,57214348891.0,652056684.0,347600000.0,45906380055.0,3540100722.0,637218130.0,69542487995.0,,11032925096.0,1644061816.0,16314100071.0,45906380055.0,3740597098.0,40503988814.0,,11568806813.0,,1359148486.0,347600000.0,13368854801.0,16705051151.0,771946511.0,,1212300575.0,697568678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,,,,115922446.0,,,19917143706.0,,19263197822.0,,3462729405.0,16705051151.0,98945334.0,,,,322959965.0,21823257911.0,-6707688737.0,0.06,,,,53560806.0,,16932391486.0,304064678.0,,-365535771.0,,,,552942892.0,2319934414.0,,,,,,21823257911.0,,1748474918.0,-1471331499.0,8321848440.0,,,,,,9142185793.0,,,,,,,293072207.0,,688191341.0,,,,,,,,,376520771.0,653945884.0,,,3356194533.0,,,,,,,-110743887.0,,,,,0.06,505014204.0,,,,,,,59680139730.0,43260347968.0,16515471743.0,1552064926.0,,3356194533.0,-2008427099.0,378333825.0,38849828509.0,,,,44812412894.0,,,,,,,201371672.0,,33216730926.0,,92896870656.0,224014631.0,,166735414.0,,,201371672.0,,,2733736027.0,,,31845203.0,,,,,37943767877.0,,11620877166.0,,,46115081207.0,,,,,,906060632.0,419984894.0,17211322645.0,15233719652.0,,,612988425.0,-590552041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,,108315876.0,,,19618158674.0,,18941760694.0,,3462729405.0,15233719652.0,187898070.0,,,,531811231.0,21768706413.0,-9909169301.0,,,,,489000683.0,,16164786580.0,279311524.0,,-148639856.0,,,,-1763875860.0,2359821230.0,,,,,,21768706413.0,,250872156.0,-1780529191.0,9040432456.0,,,,,,9244963884.0,,,,,,,750212070.0,,613549508.0,,,,,,,,,1020811914.0,676397980.0,,,,,,,,,,-271839560.0,,,,,,591924775.0,,,,,,,63030116908.0,43410227529.0,16441203875.0,1261682570.0,,,-1426652314.0,-231711165.0,51354605901.0,,,,44671910099.0,,,,,,,272005073.0,,30169989111.0,,93200106019.0,343913161.0,,154018204.0,,,272005073.0,,,6778258601.0,,,-17951262.0,,,,,49888994658.0,,11640376482.0,,,46279551673.0,,,,,,1465611243.0,232600000.0,14809807323.0,13453190461.0,,,715399173.0,-1345045644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,,,,130268632.0,,,16260958261.0,,15338300937.0,,3462729405.0,13453190461.0,154101673.0,,,,696391885.0,21533694823.0,-8741493022.0,0.15,,,,184653780.0,,14561754615.0,277948514.0,,-271071410.0,,,,201137670.0,2343629831.0,,,,,,21533694823.0,,1935019394.0,-3602667246.0,2731810726.0,,,,,,10564955880.0,,,,,,,704971731.0,,608304268.0,,,,0.0,,,,,881045665.0,922657324.0,,,,,,,,,,-666849352.0,,,,,0.15,487179680.0,,,,,,,54974938146.0,35943585067.0,16956120746.0,1213116950.0,,3432779133.0,-3170986757.0,126990736.0,50284306677.0,,,,37156702017.0,,,,,,,514916870.0,,31329669156.0,,86304607302.0,542290212.0,,162909953.0,,,514916870.0,,,2772193679.0,,,27681505.0,,,,,49007522402.0,,12001292460.0,,,46871390214.0,,,,,,1276784275.0,169099347.0,13290130329.0,9850523215.0,,,571812544.0,-1464107743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,4325998967.0,,3462729405.0,,108114322.0,6997955213.0,2436209742.0,13564387001.0,21449269187.0,13078661138.0,33509925591.0,3462729405.0,9850523215.0,651786894.0,,13564387001.0,,482373754.0,21449269187.0,-4731141084.0,,,0.23,-1669829602.0,669237060.0,741571622.0,14868139788.0,351096646.0,21449269187.0,-850901780.0,16705051151.0,,173508547.0,502124721.0,2436209742.0,,,,,-2768748710.0,21449269187.0,,2454028223.0,-1590255061.0,2322802386.0,0.23,-7560005916.0,2812939570.0,-1636148817.0,,11817151021.0,,592223368.0,108114322.0,,,,2436759635.0,,592223368.0,,,,0.0,2322802386.0,-8444782997.0,-30089492144.0,-1198001332.0,1151610814.0,485725863.0,15412386091.0,-507670577.0,,977871593.0,11817151021.0,1222114852.0,4185015643.0,,195310265014.0,-42300933.0,2717042190.0,202308220227.0,,,,648885348.0,,1092731971.0,8260268154.0,38561245038.0,,,53874166667.0,37339130186.0,16528405632.0,1222114852.0,33502033.0,,-953939746.0,2416236754.0,61819479140.0,,940804864.0,13078661138.0,38561245038.0,787538113.0,2033536835.0,,,2689850150.0,,-200755502.0,-1091733732.0,33509925591.0,14868139788.0,87384092258.0,-169413140.0,13542788474.0,173508547.0,,351096646.0,-200755502.0,2233004007.0,,2717042190.0,87384092258.0,53874166667.0,-8073413.0,228100000.0,46597873215.0,3424078752.0,787538113.0,58469980077.0,,13542788474.0,1861478129.0,16528405632.0,46597873215.0,4872886557.0,37339130186.0,,6388394691.0,,3349499063.0,228100000.0,15412386091.0,8260268154.0,485725863.0,228000000.0,912739428.0,630956718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,,,,69250281.0,,,16826118675.0,,16458874264.0,,3462729405.0,8260268154.0,317061802.0,,,,860120769.0,21080211868.0,-8278971970.0,0.16,,,,24923881.0,,13956824404.0,343180612.0,,-648849599.0,,,,2773014288.0,3016726990.0,,,,,,21080211868.0,,1401236419.0,2104921989.0,2924004731.0,,,,,,11509648927.0,,,,,,,1137254973.0,,,,,,,,,,,885044650.0,367244411.0,,,3382818038.0,,,,,,,-846385113.0,,,,,0.16,526754992.0,,,,,,,56215073272.0,39147405094.0,17069656518.0,1160883638.0,,3382818038.0,-1605358874.0,333274901.0,44684133049.0,,,,40308288732.0,,,,,,,541250886.0,,33525033421.0,,89740106693.0,543058967.0,,766614742.0,,,541250886.0,,,1869764261.0,,,86257525.0,,,,,42846438029.0,,12553213036.0,,,47205035875.0,,,,,,1837695020.0,204850000.0,16235127361.0,10365190143.0,,,700440047.0,-752575977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
