,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,trailingOperatingExpense,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingCapitalExpenditure,quarterlyGrossPPE,annualOtherNonCurrentAssets,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyBasicAverageShares,annualRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyStockBasedCompensation,trailingNetIncomeCommonStockholders,annualNetOtherFinancingCharges,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyChangeInAccountPayable,annualInterestExpense,annualRepaymentOfDebt,trailingChangesInAccountReceivables,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTotalRevenue,trailingRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyChangeInInventory,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyOtherNonCashItems,annualTotalNonCurrentAssets,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingChangeInAccountPayable,annualGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyDilutedEPS,annualChangeInWorkingCapital,quarterlyPurchaseOfBusiness,annualOtherCurrentAssets,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,annualChangeInInventory,quarterlyCapitalExpenditure,trailingTaxProvision,quarterlyAccumulatedDepreciation,annualCurrentDebt,annualPurchaseOfBusiness,annualFreeCashFlow,annualCostOfRevenue,trailingOtherNonCashItems,annualBeginningCashPosition,annualNetIncome,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,trailingSaleOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,annualTotalAssets,annualOtherNonCashItems,annualBasicAverageShares,trailingNetIncome,quarterlyOtherCurrentLiabilities,annualStockholdersEquity,trailingPurchaseOfInvestment,annualLongTermDebt,quarterlyCurrentAccruedExpenses,trailingChangeInInventory,trailingStockBasedCompensation,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyDilutedAverageShares,annualDepreciationAndAmortization,quarterlyCommonStockIssuance,quarterlyCostOfRevenue,annualRetainedEarnings,quarterlyGoodwill,annualInventory,annualBasicEPS,trailingChangeInWorkingCapital,quarterlyLongTermDebt,annualGoodwill,quarterlyNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualPurchaseOfInvestment,annualCommonStockIssuance,quarterlyOtherIncomeExpense,annualCapitalStock,annualStockBasedCompensation,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyInventory,annualOperatingIncome,annualOtherIncomeExpense,annualAccountsPayable,annualOperatingCashFlow,trailingOperatingIncome,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashAndCashEquivalents,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIntangibleAssets,annualChangeInAccountPayable,trailingRepaymentOfDebt,quarterlyCapitalStock,annualEndCashPosition,quarterlyBeginningCashPosition,annualCashFlowFromContinuingFinancingActivities,annualEbitda,trailingTotalRevenue,trailingChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,annualGrossPPE,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyCurrentDebt,trailingEndCashPosition,quarterlyBasicEPS,annualCashAndCashEquivalents,trailingPretaxIncome,annualNetOtherInvestingChanges,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,annualIncomeTaxPayable,quarterlyNetIncomeCommonStockholders,annualPretaxIncome,annualDilutedEPS,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingOtherIncomeExpense,quarterlyInvestmentsAndAdvances,trailingBasicEPS,annualOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,trailingNetOtherFinancingCharges,trailingDilutedEPS,annualCashDividendsPaid,quarterlyCashDividendsPaid,trailingDilutedAverageShares,trailingInterestExpense,trailingResearchAndDevelopment,annualInvestmentsAndAdvances
699321600,,,,,,,209500000.0,,,,,,,,135000000.0,,4500000.0,,,,,,,18000000.0,138900000.0,,,,,,239900000.0,0.0,,,20800000.0,,,,,0.0,-13800000.0,,,62800000.0,80700000.0,-12900000.0,,,,,263100000.0,196800000.0,,,59900000.0,,12600000.0,,,0.08,,,,,18000000.0,7200000.0,108600000.0,164600000.0,197100000.0,,,600000.0,17900000.0,,-13800000.0,,-44900000.0,,,,,,,,,5000000.0,,3600000.0,18200000.0,,10800000.0,10800000.0,,,,,,57700000.0,,,,,,,,,135000000.0,,100000.0,116400000.0,,,,,,7000000.0,,2000000.0,,,,100000.0,,,,,208900000.0,,,,,,,,30100000.0,,,30100000.0,2800000.0,,,,,,,0.0,,,,,,,,,200000.0,,0.08,,,,,1600000.0,209400000.0,,,10800000.0,,,20000000.0,4400000.0,186200000.0,449300000.0,2300000.0,,,,,,,,,,,,,,,,,,,,,,,,
707270400,,,,,,,223800000.0,,,,,,,,143000000.0,,7900000.0,,,,,,,17000000.0,148300000.0,,,,,,254900000.0,0.0,,,26800000.0,,,,,0.0,-14500000.0,,,73500000.0,97200000.0,-4400000.0,,,,,278500000.0,210300000.0,,,70500000.0,,12700000.0,,,0.1,,,,,23800000.0,9500000.0,123000000.0,176200000.0,239800000.0,,,500000.0,23700000.0,,-14500000.0,,-47600000.0,,,,,,,,,11200000.0,,3800000.0,25300000.0,,14300000.0,14300000.0,,,,,,61800000.0,,,,,,,,,143000000.0,,500000.0,142600000.0,,,,,,6900000.0,,2000000.0,,,,200000.0,,,,,213200000.0,,,,,,,,41400000.0,,,41400000.0,3100000.0,,,,,,,0.0,,,,,,,,,200000.0,,0.1,,,,,3400000.0,223000000.0,,,14300000.0,,,19800000.0,10800000.0,199400000.0,477900000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
715219200,,,,,-70800000.0,,252900000.0,2200000.0,,309400000.0,295700000.0,-53100000.0,-2300000.0,,,,11400000.0,,,280400000.0,,,,18500000.0,141300000.0,63300000.0,65600000.0,,,2300000.0,282100000.0,0.0,,48700000.0,46800000.0,,,,,0.0,-29200000.0,1002300000.0,,106700000.0,148300000.0,15000000.0,,,,221700000.0,280400000.0,207100000.0,,413000000.0,101500000.0,,12900000.0,220000000.0,41200000.0,,34000000.0,,18500000.0,,42000000.0,16400000.0,148500000.0,199800000.0,349700000.0,63300000.0,,5100000.0,41600000.0,7400000.0,-29400000.0,,-53100000.0,200000.0,,38500000.0,589300000.0,,9000000.0,63300000.0,,16400000.0,,4300000.0,40500000.0,-70600000.0,25600000.0,25600000.0,1800000.0,502100000.0,600000.0,147209302.0,,65600000.0,282100000.0,,6800000.0,,,,,207100000.0,,13700000.0,5100000.0,201400000.0,148500000.0,,198200000.0,0.43,,6800000.0,,1800000.0,,,7900000.0,400000.0,,,,,198200000.0,103600000.0,800000.0,141300000.0,109300000.0,,199800000.0,,57800000.0,,57800000.0,57800000.0,5200000.0,12900000.0,19700000.0,,,,0.0,0.0,10000000.0,117300000.0,,,,252900000.0,,,200000.0,,,57800000.0,,0.0,,2200000.0,220000000.0,147209302.0,,25600000.0,104500000.0,0.43,19700000.0,11100000.0,221700000.0,502100000.0,100000.0,4300000.0,,,,,,,,,,,,,,,,,,,,,,,
723081600,,,,,,,272600000.0,,,,,,,,142500000.0,,8300000.0,,,,,,,17400000.0,153300000.0,,,,,,305600000.0,0.0,,,31400000.0,,,,,0.0,-19300000.0,,,77300000.0,105100000.0,-3200000.0,,,,,298800000.0,218400000.0,,,73700000.0,,12800000.0,,,0.12,,,,,28200000.0,11100000.0,165600000.0,216100000.0,252500000.0,,,6300000.0,27800000.0,,-19300000.0,,-56500000.0,,,,,,,,,16000000.0,,4400000.0,29000000.0,,17100000.0,17100000.0,,,,,,64900000.0,,,,,,,,,142500000.0,,6300000.0,147400000.0,,,,,,6800000.0,,1600000.0,,,,400000.0,,,,,201400000.0,,,,,,,,73800000.0,,,73800000.0,3600000.0,,,,,,,57800000.0,,,,,,,,,200000.0,,0.12,,,,,2400000.0,231200000.0,,,17100000.0,,,19500000.0,9700000.0,238000000.0,536800000.0,100000.0,,,,,,,,,,,,,,,,,,,,,,,,
730857600,,,,,,,290200000.0,,,,,,,,145454545.0,,-20100000.0,,,,,,,21100000.0,150700000.0,,,,,,340000000.0,0.0,,,30200000.0,,,,,0.0,-17600000.0,,,75700000.0,100900000.0,-13100000.0,,,,,316000000.0,213500000.0,,,70700000.0,,13000000.0,,,0.11,,,,,25800000.0,9800000.0,181700000.0,228900000.0,242300000.0,,,18400000.0,25200000.0,,-17600000.0,,-61300000.0,,,,,,,,,1600000.0,,4700000.0,900000.0,,16000000.0,16000000.0,,,,,,62600000.0,,,,,,,,,145454545.0,,18500000.0,141400000.0,,,,,,6700000.0,,1600000.0,,,,600000.0,,,,,214600000.0,,,,,,,,75400000.0,,,75400000.0,5000000.0,,,,,,,0.0,,,,,,,,,200000.0,,0.11,,,,,2200000.0,226500000.0,,,16000000.0,,,19400000.0,-16700000.0,250500000.0,566500000.0,-100000.0,,,,,,,,,,,,,,,,,,,,,,,,
738806400,,,,,,,318500000.0,,,,,,,,141428571.0,,14800000.0,,,,,,,21700000.0,187500000.0,,,,,,360200000.0,0.0,,,36000000.0,,,,,0.0,-28300000.0,,,83500000.0,115300000.0,-36500000.0,,,,,365000000.0,268400000.0,,,79300000.0,,10400000.0,,,0.14,,,,,32300000.0,12500000.0,201500000.0,253100000.0,282800000.0,,,-2200000.0,31800000.0,,-28300000.0,,-65400000.0,,,,,,,,,8500000.0,,4900000.0,38900000.0,,19800000.0,19800000.0,,,,,,80700000.0,,,,,,,,,141428571.0,,200000.0,167500000.0,,,,,,4300000.0,,1200000.0,,,,500000.0,,,,,251000000.0,,,,,,,,83900000.0,,,83900000.0,4200000.0,,,,,,,0.0,,,,,,,,,200000.0,,0.14,,,,,1700000.0,278800000.0,,,19800000.0,,,19200000.0,10600000.0,274000000.0,639000000.0,100000.0,,,,,,,,,,,,,,,,,,,,,,,,
746755200,,,,,-120600000.0,,370900000.0,1600000.0,,365400000.0,344100000.0,-73500000.0,-6600000.0,,,,11700000.0,,,378500000.0,,,,23700000.0,203700000.0,86900000.0,82200000.0,,,0.0,396600000.0,0.0,,26800000.0,64500000.0,,,,,0.0,-54000000.0,1216800000.0,,128900000.0,184900000.0,-9000000.0,,,,318000000.0,378500000.0,286100000.0,,506200000.0,120400000.0,,13800000.0,299900000.0,56300000.0,,14700000.0,,23700000.0,,56800000.0,22900000.0,231400000.0,297400000.0,439200000.0,86900000.0,,6500000.0,56000000.0,-61800000.0,-55400000.0,,-73500000.0,200000.0,,-3600000.0,710600000.0,,57800000.0,86900000.0,,700000.0,,5200000.0,48200000.0,-119200000.0,33900000.0,33900000.0,4300000.0,696500000.0,700000.0,147288136.0,,82200000.0,396600000.0,,4300000.0,,,,,286100000.0,,21300000.0,6600000.0,254300000.0,231400000.0,,260100000.0,0.59,,4300000.0,,4300000.0,,,31600000.0,1000000.0,,,,,260100000.0,140800000.0,2500000.0,203700000.0,117000000.0,,297400000.0,,84500000.0,,84500000.0,84500000.0,8500000.0,13800000.0,19000000.0,,,,0.0,0.0,29000000.0,162100000.0,,,,370900000.0,,,200000.0,,,84500000.0,,0.0,,1600000.0,299900000.0,147288136.0,,33900000.0,143200000.0,0.59,19000000.0,-7200000.0,318000000.0,696500000.0,-100000.0,5200000.0,,,,,,,,,,,,,,,,,,,,,,,
754617600,,,,,,,404400000.0,,,,,,,,146666667.0,,8800000.0,,,,,,,25200000.0,220100000.0,,,,,,421100000.0,0.0,,,42300000.0,,,,,0.0,-33500000.0,,,101800000.0,137600000.0,-9600000.0,,,,,396100000.0,306400000.0,,,95300000.0,,13600000.0,,,0.15,,,,,36600000.0,14600000.0,257500000.0,324500000.0,322800000.0,,,2500000.0,35800000.0,,-33500000.0,,-79900000.0,,,,,,,,,6300000.0,,5500000.0,37300000.0,,22000000.0,22000000.0,,,,,,86100000.0,,,,,,,,,146666667.0,,1200000.0,185200000.0,,,,,,4200000.0,,3900000.0,,,,800000.0,,,,,269700000.0,,,,,,,,90800000.0,,,90800000.0,6500000.0,,,,,,,84500000.0,,,,,,,,,200000.0,,0.15,,,,,1600000.0,320000000.0,,,22000000.0,,,18900000.0,3800000.0,345000000.0,741100000.0,1300000.0,,,,,,,,,,,,,,,,,,,,,,,,
762393600,,,,,,,439300000.0,,,,,,,,149285714.0,,-26600000.0,,,,,,,30300000.0,204200000.0,,,,,,448500000.0,0.0,,,39800000.0,,,,,0.0,-36500000.0,,,95500000.0,129700000.0,-22800000.0,,,,,391100000.0,304300000.0,,,89900000.0,,13600000.0,,,0.14,,,,,34700000.0,13800000.0,274400000.0,355200000.0,303200000.0,,,6300000.0,34200000.0,,-36500000.0,,-84100000.0,,,,,,,,,-30100000.0,,5700000.0,0.0,,20900000.0,20900000.0,,,,,,99900000.0,,,,,,,,,149285714.0,,6400000.0,173500000.0,,,,,,4200000.0,,3700000.0,,,,500000.0,,,,,292400000.0,,,,,,,,60700000.0,,,60700000.0,5600000.0,,,,,,,0.0,,,,,,,,,200000.0,,0.14,,,,,1300000.0,317900000.0,,,20900000.0,,,18800000.0,-36500000.0,375300000.0,766400000.0,-100000.0,,,,,,,,,,,,,,,,,,,,,,,,
770342400,,,,,,,478800000.0,,,,,,,,148421053.0,,15300000.0,,,,,,,35600000.0,241400000.0,,,,,,478500000.0,0.0,,,54000000.0,,,,,0.0,-39700000.0,,,107400000.0,154000000.0,-28600000.0,,,,,438300000.0,352800000.0,,,100000000.0,,14600000.0,,,0.19,,,,,46800000.0,18600000.0,302600000.0,387600000.0,358200000.0,,,1800000.0,46600000.0,,-39700000.0,,-91200000.0,,,,,,,,,12800000.0,,7600000.0,50900000.0,,28200000.0,28200000.0,,,,,,111200000.0,,,,,,,,,148421053.0,,1800000.0,204200000.0,,,,,,4100000.0,,2900000.0,,,,300000.0,,,,,321100000.0,,,,,,,,73600000.0,,,73600000.0,7400000.0,,,,,,,0.0,,,,,,,,,200000.0,,0.19,,,,,1400000.0,367400000.0,,,28200000.0,,,18600000.0,11200000.0,407600000.0,845900000.0,100000.0,,,,,,,,,,,,,,,,,,,,,,,,
778291200,,,,,-173000000.0,,539000000.0,3200000.0,,464300000.0,431200000.0,-102900000.0,-300000.0,,,,-18900000.0,,,424400000.0,,,,27000000.0,242800000.0,116400000.0,96000000.0,,,1300000.0,528400000.0,100000.0,,-28300000.0,87800000.0,,,,,0.0,-62000000.0,1508000000.0,,159600000.0,233800000.0,-13000000.0,,,,457700000.0,424400000.0,339000000.0,,655000000.0,146000000.0,,14700000.0,353700000.0,76600000.0,,-21400000.0,,27000000.0,,74800000.0,29600000.0,347800000.0,436100000.0,523800000.0,116400000.0,,4600000.0,74200000.0,-74000000.0,-63300000.0,,-102900000.0,200000.0,,-44700000.0,853000000.0,,84500000.0,116400000.0,,-17300000.0,,7700000.0,40100000.0,-171700000.0,45200000.0,45200000.0,3000000.0,882100000.0,-100000.0,149230769.0,,96000000.0,528400000.0,,4000000.0,,,,,339000000.0,,33100000.0,4700000.0,290000000.0,347800000.0,,334100000.0,0.78,,4000000.0,,3000000.0,,,14100000.0,600000.0,,,,,334100000.0,190700000.0,2200000.0,242800000.0,128300000.0,,436100000.0,,56200000.0,,56200000.0,56200000.0,13600000.0,14700000.0,18400000.0,,,,0.0,0.0,15200000.0,223800000.0,,,,539000000.0,,,200000.0,,,56200000.0,,100000.0,,3200000.0,353700000.0,149230769.0,,45200000.0,193000000.0,0.78,18400000.0,-23200000.0,457700000.0,882100000.0,0.0,7700000.0,,,,,,,,,,,,,,,,,,,,,,,
786153600,,,,,,,593800000.0,,,,,,,,145263158.0,,7600000.0,,,,,,,29100000.0,249500000.0,,,,,,559700000.0,0.0,,,54500000.0,,,,,0.0,-55100000.0,,,122400000.0,167900000.0,-15700000.0,,,-2800000.0,,433700000.0,362400000.0,,,113400000.0,,15300000.0,,,0.19,,,,,45800000.0,18200000.0,375400000.0,482200000.0,389800000.0,,,3600000.0,45500000.0,,-55100000.0,,-111600000.0,,,,,,,,,-10100000.0,,8800000.0,41400000.0,,27600000.0,27600000.0,,,,,,112700000.0,,,,,,,,,145263158.0,,3700000.0,221900000.0,,,,,,4000000.0,,2500000.0,,,,400000.0,,,,,349800000.0,,,,,,,,46200000.0,,,46200000.0,9000000.0,,,,,,,56200000.0,,,,,,,,,200000.0,,0.19,,,,,3200000.0,377700000.0,,,27600000.0,,,18300000.0,-13700000.0,503700000.0,937400000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
793929600,,,,,,,644700000.0,,,,,,,,148750000.0,,-37000000.0,,,,,,,30700000.0,242100000.0,,,,,,586900000.0,0.0,,,48800000.0,,,,,0.0,-51700000.0,,,119500000.0,158700000.0,-25700000.0,,,-1400000.0,,421700000.0,351000000.0,,,109900000.0,,29800000.0,,,0.16,,,,,39400000.0,15600000.0,426900000.0,524300000.0,364100000.0,,,18300000.0,39200000.0,,-51700000.0,,-120400000.0,,,,,,,,,-38200000.0,,9100000.0,-4900000.0,,23800000.0,23800000.0,,,,,,108700000.0,,,,,,,,,148750000.0,,3300000.0,205400000.0,,,,,,18900000.0,,1800000.0,,,,200000.0,,,,,375400000.0,,,,,,,,7900000.0,,,7900000.0,9600000.0,,,,,,,0.0,,,,,,,,,200000.0,,0.16,,,,,3600000.0,380800000.0,,,23800000.0,,,18100000.0,-56600000.0,546000000.0,967700000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
801878400,,,,,,,704200000.0,,,,,,,,147272727.0,,18600000.0,,,,,,,37600000.0,252800000.0,,,,,,622500000.0,0.0,,,63900000.0,,,,,0.0,-60000000.0,,,134800000.0,187900000.0,-3400000.0,,,-8100000.0,,426100000.0,373000000.0,,,124000000.0,,27000000.0,,,0.22,,,,,53100000.0,20700000.0,459300000.0,573700000.0,425500000.0,,,900000.0,53100000.0,,-60000000.0,,-130500000.0,,,,,,,,,-5500000.0,,9200000.0,53700000.0,,32400000.0,32400000.0,,,,,,120000000.0,,,,,,,,,147272727.0,,3200000.0,237600000.0,,,,,,16600000.0,,1200000.0,,,,0.0,,,,,378800000.0,,,,,,,,2500000.0,,,2500000.0,10800000.0,,,,,,,0.0,,,,,,,,,200000.0,,0.22,,,,,4700000.0,400000000.0,,,32400000.0,,,18000000.0,-6300000.0,596400000.0,1022500000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
809827200,,,,,-258100000.0,,792300000.0,2000000.0,,571700000.0,523400000.0,-148100000.0,-7200000.0,,,,9000000.0,,,447800000.0,,,,35900000.0,300600000.0,138800000.0,103400000.0,,,-100000.0,684700000.0,0.0,,-49800000.0,108900000.0,,,,,0.0,-89900000.0,1808100000.0,,195000000.0,285000000.0,-16900000.0,,,14300000.0,664000000.0,447800000.0,417500000.0,,799400000.0,176100000.0,,9600000.0,427100000.0,89500000.0,,-1800000.0,,35900000.0,,89900000.0,35000000.0,486600000.0,644200000.0,628800000.0,138800000.0,,4000000.0,90000000.0,-61700000.0,-91300000.0,,-148100000.0,13500000.0,,-78000000.0,1008700000.0,,56200000.0,138800000.0,,4000000.0,,8400000.0,89900000.0,-256700000.0,54900000.0,54900000.0,1200000.0,1111800000.0,2000000.0,149247312.0,,103400000.0,684700000.0,,,,,,,417500000.0,,48300000.0,7400000.0,343800000.0,486600000.0,,395800000.0,0.93,,,,1200000.0,,,17600000.0,0.0,,,,,395800000.0,227700000.0,600000.0,300600000.0,180100000.0,,644200000.0,,6400000.0,,6400000.0,6400000.0,18900000.0,9600000.0,17800000.0,,,,0.0,0.0,26800000.0,276000000.0,,,,792300000.0,,,13500000.0,,,6400000.0,,0.0,,2000000.0,427100000.0,149247312.0,,54900000.0,228300000.0,0.93,17800000.0,-1400000.0,664000000.0,1111800000.0,-100000.0,8400000.0,,,,,,,,,,,,,,,,,,,,,,,
817689600,,,,,,,861500000.0,,,,,,,,151304348.0,,14900000.0,,,,,,,41500000.0,319400000.0,,,,,,723000000.0,0.0,,,68100000.0,,,,,0.0,-69100000.0,,,150500000.0,205900000.0,-26800000.0,,,-5300000.0,,475800000.0,464200000.0,,,137800000.0,,9100000.0,,,0.23,,,,,55400000.0,20600000.0,521400000.0,700800000.0,463000000.0,,,8500000.0,55400000.0,,-69100000.0,,-160700000.0,,,,,,,,,-3500000.0,,8500000.0,57100000.0,,34800000.0,34800000.0,,,,,,126300000.0,,,,,,,,,151304348.0,,3500000.0,257100000.0,,,,,,,,600000.0,,,,0.0,,,,,422500000.0,,,,,,,,2900000.0,,,2900000.0,12700000.0,,,,,,,6400000.0,,,,,,,,,18500000.0,,0.23,,,,,2000000.0,473300000.0,,,34800000.0,,,17700000.0,-12000000.0,720500000.0,1196300000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
825552000,,,,,,,907500000.0,,,,,,,,151666667.0,,-67900000.0,,,,,,,31800000.0,335700000.0,,,,,,752800000.0,0.0,,,57100000.0,,,,,0.0,-51800000.0,,,146300000.0,189700000.0,-65500000.0,,,10500000.0,,533100000.0,527700000.0,,,132600000.0,,11800000.0,,,0.18,,,,,43400000.0,16100000.0,548700000.0,739000000.0,425800000.0,,,68300000.0,43400000.0,,-51800000.0,,-168500000.0,,,,,,,,,100000.0,,,-16400000.0,,27300000.0,27300000.0,,,,,,107600000.0,,,,,,,,,151666667.0,,2500000.0,236100000.0,,,,,,,,,,,,0.0,,,,,488100000.0,,,,,,,,3000000.0,,,3000000.0,13700000.0,,,,,,,0.0,,,,,,,,,84400000.0,,0.18,,,,,2700000.0,539500000.0,,,27300000.0,,,17500000.0,-68200000.0,759200000.0,1292300000.0,-100000.0,,,,,,,,,,,,,,,,,,,,,,,,
833500800,,,,,,,964200000.0,,,,,,,,150400000.0,,-6100000.0,,,,,,,41500000.0,376800000.0,,,,,,794900000.0,0.0,,,75600000.0,,,,,0.0,-62300000.0,,,170200000.0,230700000.0,-41700000.0,,,-8700000.0,,592700000.0,589800000.0,,,155100000.0,,19300000.0,,,0.25,,,,,59700000.0,22100000.0,586300000.0,787600000.0,524200000.0,,,21900000.0,60500000.0,,-62300000.0,,-176600000.0,,,,,,,,,-2500000.0,,,37900000.0,,37600000.0,37600000.0,,,,,,115200000.0,,,,,,,,,150400000.0,,8400000.0,293500000.0,,,,,,,,,,,,-100000.0,,,,,531300000.0,,,,,,,,4800000.0,,,4800000.0,15100000.0,,,,,,,0.0,,,,,,,,700000.0,97800000.0,,0.25,,,,,6300000.0,609100000.0,,,37600000.0,,,17400000.0,-24400000.0,811300000.0,1404000000.0,100000.0,,,,,,,,,,,,,,,,,,,,,,,,
841449600,,,,,-288200000.0,,1061200000.0,5200000.0,,729600000.0,666100000.0,-198300000.0,6100000.0,,,,-2900000.0,,,613100000.0,,,,37800000.0,381300000.0,167200000.0,117200000.0,,,0.0,865600000.0,0.0,,-6800000.0,131700000.0,,,,,0.0,-96300000.0,2242600000.0,,262600000.0,372300000.0,-24700000.0,,,3600000.0,885300000.0,613100000.0,612900000.0,,998500000.0,240600000.0,,19900000.0,632800000.0,99800000.0,,-62000000.0,,37800000.0,,108500000.0,41000000.0,628800000.0,862900000.0,829600000.0,167200000.0,,-100000.0,109700000.0,-158700000.0,-105000000.0,,-198300000.0,114400000.0,,-114000000.0,1244100000.0,,10700000.0,167200000.0,,-900000.0,,,95600000.0,-279500000.0,67500000.0,67500000.0,,1498400000.0,100000.0,151238000.0,,117200000.0,865600000.0,,,,,,,612900000.0,,63500000.0,3300000.0,457300000.0,628800000.0,,555900000.0,1.11,,,,,,,17700000.0,-1200000.0,,,,,555900000.0,268900000.0,-1900000.0,381300000.0,174200000.0,,862900000.0,,3900000.0,,3900000.0,3900000.0,22000000.0,19900000.0,17200000.0,,,,0.0,0.0,98600000.0,332400000.0,,,,1061200000.0,,,114400000.0,,,3900000.0,,0.0,,5200000.0,632800000.0,151238000.0,,67500000.0,267000000.0,1.11,17200000.0,-9400000.0,885300000.0,1498400000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
849312000,,,,,,,1115300000.0,,,,,,,,115337257.0,,-31900000.0,,,,,,,44000000.0,417300000.0,,,,,,906500000.0,0.0,,,79300000.0,,,,,0.0,-54200000.0,,,195900000.0,257700000.0,-54600000.0,,,-10900000.0,,676700000.0,541100000.0,,,178400000.0,,152800000.0,,,0.25,,,,,60800000.0,22800000.0,666800000.0,899800000.0,569100000.0,,,41500000.0,61800000.0,,-54200000.0,,-215500000.0,,,,,,,,,0.0,,19800000.0,12700000.0,,38000000.0,38000000.0,,,,,,121900000.0,,,,,,,,,115337257.0,,2900000.0,311400000.0,,,,,,133000000.0,,,,,,200000.0,,,,,610500000.0,,,,,,,,3900000.0,,,3900000.0,17500000.0,,,,,,,3900000.0,,,,,,,,1200000.0,1900000.0,,0.25,,,,,6900000.0,693900000.0,,,38000000.0,,,17000000.0,-41500000.0,923700000.0,1600400000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
857088000,,,,,,,1164400000.0,,,,,,,,147000000.0,,-85700000.0,,,,,,,41300000.0,390600000.0,,,,,,940300000.0,0.0,,,67200000.0,,,,,0.0,-49100000.0,,,195700000.0,244900000.0,-53700000.0,,,800000.0,,731100000.0,509100000.0,,,177700000.0,,235200000.0,,,0.19,,,,,47100000.0,17700000.0,696200000.0,931100000.0,538000000.0,,,87300000.0,49200000.0,,-49100000.0,,-233300000.0,,,,,,,,,700000.0,,19300000.0,-37500000.0,,29400000.0,29400000.0,,,,,,118500000.0,,,,,,,,,154736842.0,,4400000.0,293100000.0,,,,,,215900000.0,,,,,,0.0,,,,,664200000.0,,,,,,,,4600000.0,,,4600000.0,18000000.0,,,,,,,0.0,,,,,,,,2100000.0,,,0.2,,,,,5500000.0,744300000.0,,,29400000.0,,,16900000.0,-86600000.0,953500000.0,1684600000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
