date,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,quarterlyEbitda,quarterlyPurchaseOfInvestment,annualNetOtherFinancingCharges,quarterlyInvestingCashFlow,quarterlyEndCashPosition,trailingEndCashPosition,annualCashAndCashEquivalents,trailingTaxProvision,annualTaxProvision,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyGrossProfit,annualCostOfRevenue,annualNetIncomeContinuousOperations,annualDilutedAverageShares,annualTotalRevenue,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualDeferredIncomeTax,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyGrossPPE,annualDilutedEPS,quarterlyCurrentAssets,annualCommonStockIssuance,annualOperatingExpense,annualOtherNonCurrentAssets,quarterlyOtherNonCashItems,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,annualBasicAverageShares,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,trailingCostOfRevenue,annualChangeInWorkingCapital,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingNetOtherInvestingChanges,quarterlyRetainedEarnings,quarterlyDilutedEPS,annualCurrentAssets,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,trailingOperatingExpense,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualRetainedEarnings,trailingNetIncomeCommonStockholders,trailingNetIncome,annualTotalAssets,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,annualNetIncomeCommonStockholders,quarterlyLongTermDebt,annualNetIncome,annualAccountsReceivable,annualBeginningCashPosition,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,annualFreeCashFlow,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,annualStockholdersEquity,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlyOtherCurrentAssets,annualLongTermDebt,trailingStockBasedCompensation,annualCurrentLiabilities,annualStockBasedCompensation,quarterlyBasicEPS,quarterlyCurrentDebt,annualInventory,quarterlyCapitalExpenditure,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,annualDepreciationAndAmortization,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCurrentDeferredRevenue,quarterlyInventory,trailingOperatingCashFlow,trailingOtherIncomeExpense,quarterlyInvestmentsAndAdvances,annualCapitalStock,trailingOtherNonCashItems,quarterlyOtherIncomeExpense,annualPurchaseOfBusiness,annualNetPPE,quarterlyOperatingExpense,annualGrossProfit,quarterlyPretaxIncome,annualOperatingCashFlow,quarterlyPurchaseOfBusiness,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingCashFlow,annualOtherIntangibleAssets,trailingPurchaseOfBusiness,quarterlyChangeInCashSupplementalAsReported,annualEbitda,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,annualBasicEPS,trailingChangeInCashSupplementalAsReported,annualChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,annualGrossPPE,annualGoodwill,annualNetOtherInvestingChanges,trailingInterestExpense,annualOtherCurrentLiabilities,quarterlyDilutedAverageShares,trailingPretaxIncome,annualInterestExpense,annualPretaxIncome,trailingChangesInAccountReceivables,annualPurchaseOfInvestment,annualRepaymentOfDebt,quarterlyTotalAssets,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,annualOtherIncomeExpense,annualInvestingCashFlow,annualCapitalExpenditure,trailingGrossProfit,annualAccountsPayable,trailingInvestingCashFlow,quarterlyOtherIntangibleAssets,trailingOperatingIncome,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,annualNonCurrentDeferredRevenue,quarterlyAccountsPayable,trailingTotalRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingRepaymentOfDebt,annualOperatingIncome,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlyChangeInInventory,trailingDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyOtherShortTermInvestments,trailingCashDividendsPaid,trailingChangeInInventory,annualCashDividendsPaid,trailingDilutedEPS,annualChangeInAccountPayable,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,annualChangeInInventory,annualOtherShortTermInvestments,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1970-01-01 00:00:01.009756800,,,,,,,,1888368000.0,,65039000.0,-531000.0,,,-200672000.0,,,,,,,,2386504000.0,-254738000.0,67565000.0,2543668000.0,2082235000.0,,,,,391583000.0,,-3.770266,,,347359000.0,,,,,1689113000.0,,67565000.0,1909798000.0,,,8255832000.0,,,,-25387000.0,,,,,119666000.0,2687806000.0,,,,,,8989000.0,86889000.0,5391088000.0,,,-254738000.0,,-254738000.0,,,,,,,,,,,,,3701975000.0,,,,,48191000.0,,,,,,,,-218952000.0,,438311000.0,,,,,,,,,718932000.0,-2872000.0,,,100618000.0,,,,,157164000.0,,,,,,,,,-168674000.0,,109148000.0,,,,,-3.770266,-101004000.0,,,,,,,144203000.0,,,184705000.0,74977000.0,-255269000.0,18378000.0,,,,,,-15461000.0,3213000.0,,,3004544000.0,,-521410000.0,,316738000.0,,,,,,,,-327349000.0,,,11260376000.0,,-39791000.0,-190195000.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.041292800,,,,,,,,,,,-28999000.0,,,,,,,,,,,1853096000.0,3431000.0,67565000.0,2473319000.0,,,,,,,,-58.145134,,,525307000.0,,,,,1287730000.0,,67565000.0,,,,,,,,,,,,,,,,,,,,,,1518644000.0,,,-3928576000.0,,-3928576000.0,,,,,,,,449611000.0,,,,,230914000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620223000.0,,,,,,,,,,,159752000.0,,,,,-58.145134,,,,,,,,,,,,62606000.0,32430000.0,,,,,,,,-2024000.0,,,,,,,,,,,,,,,,,,,,,94916000.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.072828800,,335800000.0,,,,,,,116360000.0,,11335000.0,,,,,,,1283000.0,,19717000.0,,2506635000.0,57032000.0,67565000.0,2707902000.0,,4951000.0,,79607000.0,,,,0.84,,,247263000.0,118320000.0,,-202466000.0,755958000.0,1303709000.0,,67565000.0,,,,,29207000.0,,,,,,423617000.0,,,,,,,,-4204115000.0,,,1495715000.0,,,57032000.0,,57032000.0,180387000.0,104897000.0,,,,68777000.0,1072098000.0,,,,,,188283000.0,-90569000.0,-54061000.0,,616555000.0,,547751000.0,,,,,,,,-56894000.0,,63436000.0,,,,,,,,,,,,,,,782154000.0,,201267000.0,,138713000.0,,,,116360000.0,,15633000.0,,,17440000.0,,,,,0.84,,11463000.0,,,984620000.0,127076000.0,3181000.0,,169370000.0,,,2788000.0,68367000.0,,,-56894000.0,,,139403000.0,,117151000.0,-51960000.0,-69936000.0,,41298000.0,,,,,,,,,116360000.0,,,,,,,,-45996000.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.104451200,,362278000.0,,,-825000.0,,,,179137000.0,,-1535000.0,,,,,,,1214000.0,,27002000.0,,2645293000.0,16260000.0,67565000.0,2806128000.0,,-13521000.0,,54411000.0,,,,0.24,,,204406000.0,119070000.0,,-258045000.0,738458000.0,1317803000.0,,67565000.0,,,,,37492000.0,,,,,,472557000.0,,,,,,,,-4187855000.0,,,1478706000.0,,,16260000.0,,16260000.0,167868000.0,116360000.0,,,,46463000.0,1006149000.0,,,,,,156976000.0,-52360000.0,-55311000.0,,649461000.0,,579345000.0,,,,,,,,23254000.0,,64095000.0,,,,,,,,,,,,,,,793316000.0,,160835000.0,,119898000.0,,,,179137000.0,,14838000.0,,,20524000.0,,,,,0.24,,62777000.0,,,1051361000.0,44813000.0,-12584000.0,,184413000.0,,,3119000.0,14725000.0,,,-7550000.0,,,88997000.0,,61415000.0,-84076000.0,-73435000.0,,31440000.0,,,,,,,,,179137000.0,,,,,,,,-43571000.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.112227200,,,-12049000.0,,,-20595000.0,221725000.0,,,,,-27526000.0,444483000.0,,,,,,-22727000.0,,129849000.0,,,,,,,,,,,,,,,,,-14550000.0,,,,0.0,,,,,,,48259000.0,-3001000.0,,,-0.336372,,,,,,,,314634000.0,,,,,,1879000.0,,,,,,-22727000.0,-22727000.0,67565000.0,,,,123031000.0,,,-287000.0,,,,,,,,,-0.336372,,,-22607000.0,11807000.0,,,,,37337000.0,,,37050000.0,,,,,,,,,944000.0,,,157375000.0,,-37879000.0,,,,,,23458000.0,,,42588000.0,,-15152000.0,,,,,,,,,,,,,,67565000.0,,,,,,,,851000.0,,,,,,,,,,,15477000.0,0.0,179137000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.120089600,,,30540000.0,,,-29190000.0,251949000.0,,,,,15258000.0,741691000.0,,,,,,970000.0,,158373000.0,,,,,,,,,,,,,,,,,-11077000.0,,,,0.0,,,,,,,40697000.0,6017000.0,,,0.014357,,,,,,,,583318000.0,,,,,,-884000.0,,,,,,970000.0,970000.0,67565000.0,,,,120227000.0,,,-221000.0,,,,,,,,,0.014357,,,-28510000.0,11702000.0,,,,,5382000.0,,,5605000.0,,,,,,,,,-269000.0,,,143115000.0,,1617000.0,,,,,,51889000.0,,,30224000.0,,647000.0,,,,,,,,,,,,,,67565000.0,,,,,,,,23379000.0,,,,,,,,,,,15282000.0,0.0,221725000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.128038400,,,77501000.0,,,-22930000.0,273474000.0,,,,,61868000.0,998414000.0,,,,,,26083000.0,,217134000.0,,,,,,,,,,,,,,,,,1375000.0,,,,0.0,,,,,,,-147561000.0,11843000.0,,,0.386043,,,,,,,,781280000.0,,,,,,-104000.0,,,,,,26083000.0,21123000.0,67565000.0,,,,128141000.0,,,-173000.0,,,,,,,,,0.386043,,,-23410000.0,14881000.0,,,,,112532000.0,,,133558000.0,,,,,,,,,915000.0,,,155266000.0,,43472000.0,,,,,,-92627000.0,,,21525000.0,,17389000.0,,,,,,,,,,,,,,67565000.0,,,,,,,,-116037000.0,,,,,,,,,,,15633000.0,0.0,251949000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.135987200,,405507000.0,-44544000.0,,0.0,-33334000.0,403716000.0,,403716000.0,,61488000.0,-62783000.0,752257000.0,,232754000.0,1113522000.0,,25705000.0,-134945000.0,,-398342000.0,2829832000.0,-130619000.0,66809000.0,2936845000.0,,-6417000.0,,114513000.0,701620000.0,,1116786000.0,-1.96,755692000.0,19500000.0,120196000.0,62512000.0,,-307867000.0,411902000.0,1113522000.0,-18003000.0,66809000.0,,,,,30585000.0,89190000.0,99654000.0,,-87563000.0,,755692000.0,-18003000.0,,,,190207000.0,405507000.0,1150599000.0,-87563000.0,,,1776584000.0,636700000.0,-6533000.0,-130619000.0,341136000.0,-130619000.0,190207000.0,179137000.0,-134945000.0,-129415000.0,,-78607000.0,1020892000.0,50715000.0,-320683000.0,411902000.0,30766000.0,,636700000.0,,46714000.0,46714000.0,341136000.0,,701620000.0,,,25705000.0,,-17993000.0,14106000.0,,345438000.0,,64631000.0,167728000.0,-307867000.0,,169225000.0,62512000.0,232754000.0,,,,,672000.0,,-8466000.0,,808919000.0,-335559000.0,107013000.0,-76341000.0,13913000.0,,,,403716000.0,31193000.0,149461000.0,,130242000.0,51448000.0,58604000.0,,0.0,808919000.0,-1.96,,224579000.0,,1020892000.0,1116786000.0,,-5642000.0,,0.0,,,52496000.0,-69131000.0,,,,1776584000.0,13200000.0,30766000.0,,-8311000.0,-106049000.0,-92520000.0,,37654000.0,,149461000.0,,18239000.0,,273474000.0,672000.0,403716000.0,403716000.0,403716000.0,,,37654000.0,,-6417000.0,,-13183000.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.143763200,,,23173000.0,,,-14325000.0,408829000.0,,,,,8063000.0,516567000.0,,,1248626000.0,,,5287000.0,,138735000.0,,,,,,,,,827723000.0,,1135693000.0,,854772000.0,,,,861000.0,,,,-24717000.0,,,,,,,29648000.0,551000.0,,-86446000.0,0.02,,,,,140655000.0,196229000.0,375071000.0,377832000.0,,,,,618058000.0,-8869000.0,,340363000.0,,,,5287000.0,1117000.0,63971508.0,,,,123395000.0,420903000.0,40540000.0,,,,,37345000.0,,,,,0.02,25939000.0,,-19335000.0,7813000.0,,,,,0.0,-322231000.0,,-25496000.0,71241000.0,386150000.0,,,,,,,9313000.0,,,130672000.0,,1835000.0,,,,,,39157000.0,,,5113000.0,,718000.0,,0.0,813462000.0,,,,,1037530000.0,,,,,,64480376.0,,,,,,,1892302000.0,19822000.0,,,,,,,,,12172000.0,,15110000.0,1743000.0,403716000.0,672000.0,408829000.0,,408829000.0,,,40563000.0,,-2247000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.151625600,,,28175000.0,,,31215000.0,603432000.0,,,,,11682000.0,768230000.0,,,1606188000.0,,,9682000.0,,163451000.0,,,,,,,,,1185912000.0,,1153745000.0,,1267759000.0,,,,709000.0,,,,0.0,,,,,,,141882000.0,-530000.0,,-76763000.0,0.15,,,,,157864000.0,291509000.0,464672000.0,604779000.0,,,,,681006000.0,24529000.0,,338840000.0,,,,9682000.0,9682000.0,64462679.0,,,,137145000.0,420276000.0,41436000.0,,,,,49929000.0,,,,,0.15,28045000.0,,-12632000.0,8348000.0,,,,,0.0,-340544000.0,,-4344000.0,76766000.0,622200000.0,,,,,,,8888000.0,,,151769000.0,,15036000.0,,,,,,164982000.0,,,194603000.0,,5354000.0,,0.0,813201000.0,,,,,1085367000.0,,,,,,65329597.0,,,,,,,2353126000.0,152350000.0,,,,,,,,,37536000.0,,16493000.0,0.0,408829000.0,672000.0,603432000.0,,603432000.0,,,70995000.0,,11049000.0,,,,,,,,,,,,,,,,,,,,,,,,,
