,quarterlyGrossPPE,annualOtherNonCurrentAssets,trailingOperatingExpense,annualCapitalExpenditure,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,annualOperatingExpense,trailingDeferredIncomeTax,annualSellingGeneralAndAdministration,quarterlySaleOfInvestment,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,annualCurrentAssets,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,trailingInterestExpense,trailingCapitalExpenditure,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,annualCurrentAccruedExpenses,quarterlyBasicEPS,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyStockBasedCompensation,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingNetIncomeCommonStockholders,annualTaxProvision,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,quarterlyEbitda,annualRepaymentOfDebt,annualInterestExpense,trailingChangeInAccountPayable,quarterlyChangeInAccountPayable,annualTotalRevenue,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyChangeInInventory,annualGrossProfit,quarterlyPretaxIncome,annualTotalNonCurrentAssets,trailingFreeCashFlow,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,annualTotalLiabilitiesNetMinorityInterest,annualDilutedEPS,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,annualChangeInInventory,trailingNetIncome,annualBasicEPS,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyDilutedAverageShares,trailingDepreciationAndAmortization,trailingTaxProvision,annualCashDividendsPaid,trailingOtherNonCashItems,annualCurrentDeferredRevenue,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualCurrentDebt,annualPurchaseOfBusiness,annualNetIncome,annualSaleOfInvestment,annualIncomeTaxPayable,trailingInvestingCashFlow,trailingSaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualStockholdersEquity,annualOtherNonCashItems,trailingCashDividendsPaid,quarterlyCommonStockIssuance,annualNonCurrentDeferredTaxesLiabilities,annualLongTermDebt,quarterlyDilutedEPS,quarterlyGoodwill,annualRetainedEarnings,annualStockBasedCompensation,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyCurrentAccruedExpenses,annualGoodwill,annualTotalAssets,quarterlyCostOfRevenue,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,trailingChangeInInventory,annualInventory,quarterlyLongTermDebt,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualPurchaseOfInvestment,annualDilutedAverageShares,quarterlyOtherIncomeExpense,annualCapitalStock,trailingChangeInWorkingCapital,quarterlyOperatingExpense,quarterlyInventory,annualOtherIntangibleAssets,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingGrossProfit,quarterlyBasicAverageShares,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,quarterlyDepreciationAndAmortization,annualChangeInAccountPayable,quarterlyBeginningCashPosition,annualBasicAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,annualEndCashPosition,trailingNetOtherInvestingChanges,quarterlyCashAndCashEquivalents,annualEbitda,trailingRepaymentOfDebt,annualOperatingIncome,trailingTotalRevenue,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,trailingChangeInCashSupplementalAsReported,trailingPretaxIncome,trailingEndCashPosition,quarterlyCurrentDebt,annualGrossPPE,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualNetOtherInvestingChanges,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingResearchAndDevelopment,trailingDilutedEPS,trailingChangesInAccountReceivables,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingBasicEPS
1151625600,3591387968000.0,,,,,,,,,220453502500.0,,,,,,26912505500.0,,,,,-377805768700.0,29202931500.0,,-216101693100.0,0.0,759276219000.0,,32.065964,,,30233623200.0,,558062294900.0,-131814016300.0,,,,,,3160329794800.0,196862114700.0,,,,,,,529890055100.0,-154947318900.0,,53825011000.0,,,,,3732363688300.0,3022904234800.0,53023361900.0,,,495762707700.0,,,,459688498200.0,,4259734274800.0,24736600800.0,1623797512700.0,1432432420400.0,,,,-131584973700.0,1736944557100.0,1049969000.0,,,,,,,97457626300.0,-2158955547600.0,,,,,,,,,,-142120933300.0,-97572147600.0,,32180485300.0,32180485300.0,,3217361402200.0,1121736133500.0,,,,,,,30.920751,291227665900.0,,,1035387073300.0,,40196976300.0,,,1207054502000.0,,,,,864635815000.0,,,,177737057600.0,,,,21644525700.0,,,502977549600.0,944228118500.0,,,,,,203275307500.0,,,-12482821700.0,,1001206000.0,,,,169949609200.0,,700183228200.0,,1017750793100.0,622308744200.0,,,558062294900.0,,,,,,6749541858100.0,,,,1101694906000.0,,,-257329361100.0,5382501100.0,,,4661245952600.0,7282638509600.0,-229157121300.0,,32180485300.0,,,10481905546400.0,4008245500.0,,,,,,,,,,,,,,,
1159574400,3643123548460.0,,,,,,,,,158541822910.0,,,,,,-20891364870.0,,,,,-16651527320.0,-33806113590.0,,-144587129750.0,0.0,908597326380.0,,1.180303,,,-29525441340.0,,555450638860.0,-192769336200.0,,,,,,3237571403300.0,142830712300.0,,,,,,,430220479950.0,-183327549560.0,,-26084698510.0,,,,,4218993430950.0,3444006415490.0,,,,449341390170.0,,,,471413058140.0,,4424720261280.0,-7553939840.0,1620674186610.0,1441976297270.0,,,,-126547314270.0,1854610261030.0,1049549000.0,,,,,,,156189509890.0,-2201147251190.0,,,,,,,,,,-5653014820.0,24747446330.0,,1652424340.0,1652424340.0,,3318186105030.0,1173221281400.0,,,,,,,1.180303,300741229880.0,,,,,26792880370.0,,,1424389781080.0,,,,,868467020980.0,,,,238067135270.0,,,,13927576580.0,,,451111844820.0,1152920068080.0,,,,,,584486095120.0,,,14843427900.0,,1001293000.0,,,,163722077170.0,,558062294900.0,,1026863697000.0,625324582380.0,,,555450638860.0,,,,,,6927552984830.0,,,,1335394927340.0,,,-246069911050.0,6019545810.0,,,4440772383440.0,7868726676770.0,-101799867940.0,,1652424340.0,,,11146546415780.0,38600696410.0,,,,,,,,,,,,,,,
1167523200,3716088225010.0,,,,,,,,,124784197550.0,,,,,,178917916590.0,,,,,-98251457650.0,31030179750.0,,-82971249410.0,0.0,972204008510.0,,159.51431,,,-2017627690.0,,733527745860.0,-243001894540.0,,,,,,3460984369220.0,391642262920.0,,,,,,,787691187010.0,198402245710.0,,179870240830.0,,,,,4841854517220.0,3760847464290.0,,,,612106405260.0,,,,488780416180.0,,4681030761190.0,61543954010.0,1780846328800.0,1452651587590.0,,,,-152200418940.0,2608535133890.0,1048692000.0,,,,,,,181207919900.0,-2263436637420.0,,,,,,,,,,178010242740.0,229720119810.0,,159990472320.0,159990472320.0,,3423129480680.0,1198023893920.0,,,,,,,152.371878,301767743550.0,,,1699065484690.0,,54520562740.0,,,1820843946880.0,,,,,1003511667900.0,,,,254389612610.0,,,,50473184720.0,,,608773270420.0,966490063070.0,,,,,,552943261850.0,,,-27478158030.0,,1001333000.0,,,,212724346330.0,,555450638860.0,,1222308162040.0,625557985150.0,,,733527745860.0,,,,,,7103029384570.0,,,,1536098999120.0,,,-240961161940.0,9047080280.0,,,4639604656750.0,8441878225480.0,77519700870.0,,159990472320.0,,,11944883901790.0,73098453250.0,,,,,,,,,,,,,,,
1175299200,3690336000000.0,401640000000.0,,-527515000000.0,70286000000.0,,1788427000000.0,,1788427000000.0,198820477040.0,-2268805000000.0,-13193000000.0,,,4546723000000.0,432439935320.0,,,,,310243753670.0,-39619997660.0,,-115493000000.0,0.0,2148451000000.0,70338731040.0,,96801000000.0,271370000000.0,-4775554170.0,,799899000000.0,-147844752960.0,,53888000000.0,126328000000.0,,485287000000.0,3370704000000.0,484184935320.0,-283074000000.0,567375000000.0,,,8295695000000.0,,517992153670.0,20670622750.0,2406094000000.0,-105807765380.0,7169639000000.0,,,33513000000.0,4546723000000.0,3551852000000.0,,8306688000000.0,120.29,91147123260.0,,,0.0,493315000000.0,-182465000000.0,4754836000000.0,-24916830860.0,1719506000000.0,1421531000000.0,-119202000000.0,,126.15,-117182293090.0,2087493279440.0,,,,-25052000000.0,,752367000000.0,703098000000.0,-186952056090.0,-2268805000000.0,126803000000.0,5889601000000.0,95461000000.0,,126328000000.0,702600000000.0,70286000000.0,,,66564705380.0,404132581460.0,-715430000000.0,-67114023370.0,-67589023370.0,,281589000000.0,485287000000.0,3370704000000.0,346976000000.0,,,261102000000.0,1001005000000.0,,304669000000.0,1719506000000.0,3838000000.0,1490452000000.0,3551852000000.0,70338731040.0,304669000000.0,11716362000000.0,1569501125770.0,247903000000.0,400009000000.0,,940875000000.0,1001005000000.0,1490452000000.0,3888736000000.0,,261102000000.0,752367000000.0,-1014906000000.0,1050171000.0,-62442262660.0,0.0,,85552218350.0,940875000000.0,233255000000.0,23505000000.0,1293214000000.0,7783000000.0,493315000000.0,233255000000.0,1421531000000.0,-115493000000.0,65551830.0,,,561028000000.0,4754836000000.0,2148451000000.0,-146387032700.0,,733527745860.0,1001403000.0,1293214000000.0,0.0,799899000000.0,,799899000000.0,1069421000000.0,,617667000000.0,,,7169639000000.0,,,,95461000000.0,3690336000000.0,799899000000.0,-270545565910.0,546900028840.0,-6085000000.0,,401640000000.0,8306688000000.0,286950288370.0,102037000000.0,-67589023370.0,,3888736000000.0,11716362000000.0,155662604840.0,,281589000000.0,,,,,,,,,,,,,
1183161600,3797401221570.0,,,,,,,,,220703239680.0,,,,,,99513514320.0,,,,,-386723310600.0,23893096260.0,,-9113861460.0,0.0,886507767420.0,,66.506557,,,-369480870.0,,451012981980.0,-400270942500.0,,,,,,3549972198960.0,294106772520.0,,,,,,,648438926850.0,-210480935610.0,,83872157490.0,,,,,4329576834660.0,3390233302830.0,-2216885220.0,,,403349949750.0,,,,516657416550.0,,4902272183160.0,39657613380.0,1785208403550.0,1450828216200.0,,,,-104439925920.0,1979062700010.0,1052584000.0,,,,,,,131535189720.0,-2346573005370.0,,,,,,,,,,-349898383890.0,-94094461560.0,,66506556600.0,66506556600.0,,3595910987130.0,1316460339810.0,,,,4310610150.0,,,62.811748,311226052830.0,,,,,66137075730.0,,,1330623773160.0,,,,,1025925215700.0,,,,280435980330.0,,,,3817968990.0,,,548925412530.0,1190713683720.0,,,,,,235112993610.0,,,-12562349580.0,,1002496000.0,,,,194593258200.0,,800911365870.0,,967670398530.0,629841723060.0,,,451012981980.0,,,,,,7550834219610.0,,,,1121128119870.0,,,-524662835400.0,152595599310.0,,,5332224755550.0,8292505485990.0,-198534387480.0,,66506556600.0,,,11880411054270.0,73526693130.0,,,,,,,,,,,,,,,
1191110400,3773552398350.0,,,,,,,,,393697456610.0,,,,,,90363174730.0,,,,,-73129948350.0,-41460524130.0,,-106323125540.0,0.0,972638441090.0,,73.484666,,,-65422258800.0,,625997495080.0,-147763915170.0,,,,,,3503381432480.0,262963604950.0,,,,,,,577888003070.0,-109981098280.0,,87837139350.0,,,,,4986164200540.0,3970353518410.0,-6394599030.0,,,535060221400.0,,,,494414015740.0,,4941040023070.0,34905216160.0,1839757495170.0,1410331480570.0,,,,-127496049880.0,2079730856270.0,1051680000.0,,,,,,,314998973590.0,-2363220917780.0,,,,,,,,,,177324239520.0,25202587560.0,,73599485390.0,73599485390.0,,3634275993080.0,1371522391550.0,,,,397001240.0,,,70.040072,306339199720.0,,,1320772044370.0,,115164249370.0,,,1501842853200.0,,,,,1013629106120.0,,,,293134923870.0,,,,67399216730.0,,,487524828340.0,1260147195250.0,,,,,,593273854930.0,,,46992470.0,,1002981000.0,,,,172600430220.0,,451012981980.0,,1120411510820.0,628293890880.0,,,625997495080.0,,,,,,7465123466640.0,,,,1511028436400.0,,,-413874128060.0,6544728030.0,,,4924505973310.0,8911393541480.0,-102293462320.0,,73599485390.0,,,12451287667180.0,139808476690.0,,,,,,,,,,,,,,,
1199059200,3879848058030.0,,,,,,,,,-569804741600.0,,,,,,185648823910.0,,,,,57930820190.0,22149969580.0,,-113557618960.0,0.0,975522537680.0,,195.596293,,,-455723860790.0,,1003800173110.0,22607331360.0,,,,,,3629931880870.0,365118830700.0,,,,,,,679892712730.0,171250005040.0,,282776354300.0,,,,,5446630245610.0,4391304420590.0,2464172200.0,,,491226117450.0,,,,472113565440.0,,4645579600840.0,132558401660.0,2002906035200.0,1405163765320.0,,,,-98565873870.0,2803062525490.0,1052176000.0,,,,,,,-26952173570.0,-2474684292710.0,,,,,,,,,,392089069210.0,400846724700.0,,196266908360.0,196266908360.0,,3619872642970.0,1520845001170.0,,,,2222085830.0,,,186.654748,316307147300.0,,,,,202861297650.0,,,2123169812760.0,,,,,723147435700.0,,,,302559522170.0,,,,132446632350.0,,,494243888820.0,1079915073220.0,,,,,,263999110220.0,,,-12073891090.0,,1003126000.0,,,,179470006790.0,,625997495080.0,,1475913738550.0,618084284300.0,,,1003800173110.0,,,,,,7511232939930.0,,,,1692075584090.0,,,1144974879030.0,4135464470.0,,,5300883065370.0,9036884021430.0,302280850830.0,,196266908360.0,,,12957863185540.0,118954988810.0,,,,,,,,,,,,,,,
1206921600,3600161000000.0,496438000000.0,,-474552000000.0,,,1714445000000.0,,1714445000000.0,1448847045310.0,-2356812000000.0,20040000000.0,,,5009663000000.0,495202274940.0,,,,,119409438760.0,15457458290.0,,-371527000000.0,0.0,894007391440.0,200803000000.0,,286532000000.0,481959000000.0,526881600460.0,,1086431000000.0,-385014473690.0,,203478000000.0,369435000000.0,,505544000000.0,3465089000000.0,647809274940.0,-34701000000.0,553237000000.0,,,8871414000000.0,,964872469470.0,8487028850.0,2581392000000.0,15216064840.0,7543076000000.0,,,283132000000.0,5009663000000.0,4023367000000.0,379871312050.0,8810801000000.0,351.1,424850701220.0,,,0.0,427709000000.0,-282513000000.0,4787434000000.0,-2177530400.0,2059361000000.0,1243349000000.0,-140725000000.0,,368.33,-144050150330.0,2088246345410.0,,,,-25098000000.0,,1144399000000.0,799899000000.0,85936010260.0,-2356812000000.0,363656000000.0,6290022000000.0,355103000000.0,,369435000000.0,1493443000000.0,,,,67017075160.0,425729149300.0,-910442000000.0,29912840340.0,35691840340.0,,260032000000.0,505544000000.0,3465089000000.0,373724000000.0,,29497302780.0,268600000000.0,729059000000.0,,304423000000.0,2059361000000.0,4130000000.0,1183620000000.0,4023367000000.0,200803000000.0,304423000000.0,12552739000000.0,1123373875940.0,505518000000.0,428010000000.0,,1021595000000.0,729059000000.0,1183620000000.0,4335648000000.0,,268600000000.0,1144399000000.0,-2386573000000.0,1052212000.0,-85308682820.0,0.0,,469670194530.0,1021595000000.0,263490000000.0,118335000000.0,1514140000000.0,36427000000.0,427709000000.0,263490000000.0,1243349000000.0,-371527000000.0,-508751800.0,,,757684000000.0,4787434000000.0,894007391440.0,-118653695210.0,,1003800173110.0,1003001000.0,1514140000000.0,0.0,1086431000000.0,,1086431000000.0,1447564000000.0,,866947000000.0,,,7543076000000.0,,,,355103000000.0,3600161000000.0,1086431000000.0,-2593010915570.0,535912756950.0,5366000000.0,,496438000000.0,8810801000000.0,281678998970.0,466317000000.0,35691840340.0,,4335648000000.0,12552739000000.0,149668841370.0,,260032000000.0,,,,,,,,,,,,,
1214784000,3600785930050.0,,,,,,,,,256584539360.0,,,,,,73598131530.0,,,,,-362468142730.0,-21134239790.0,,-283878507330.0,203589636570.0,921835182800.0,,34.924809,,,318606630.0,,789294824720.0,-214634666410.0,,,,,,3596325437230.0,219626170280.0,,,,,,,612574347280.0,-137956670790.0,,63084112740.0,,,,,4914613469960.0,4124469027560.0,-1593033150.0,,,543011899730.0,,,,505416317390.0,,4822005142840.0,19116397800.0,2098343265180.0,1236618533240.0,,,,-111512320500.0,1982795260700.0,1051148000.0,,,,,,,113848769120.0,-2364167396810.0,,,,,,,,,,-299277827780.0,-217395923870.0,,35046729300.0,35046729300.0,,3893691625230.0,1673746829600.0,,,,318606630.0,,,33.341865,343882755980.0,,,1205182679080.0,,62765506110.0,,,1370220913420.0,,,,,652824984870.0,,,,275488532740.0,,,,-9558198900.0,,,538976215750.0,1210386587370.0,,,,,,321261685250.0,,,-12638062990.0,,1003466000.0,,,,146028038750.0,,1088572652500.0,,1294711142110.0,631903149500.0,,,789294824720.0,,,,,,7902506446100.0,,,,1466121509050.0,,,-493096861030.0,4779099450.0,,,5782922738920.0,8946474170400.0,-328908244370.0,,35046729300.0,,,12817119916060.0,113530162490.0,,,,,,,,,,,,,,,
1222732800,3554837376360.0,,,,,,,,,246541458880.0,,,,,,11020451520.0,,,,,-168844779590.0,-15635920570.0,,-430963233960.0,324679456320.0,984211093440.0,,20.70107,,,-742470150.0,,698315149200.0,-271642756910.0,,,,,,3419201049960.0,184161643330.0,,,,,,,555473142960.0,-225082434090.0,,7311645720.0,,,,,5110522460640.0,4494966663720.0,-11016906570.0,,,539472295080.0,,,,473349585960.0,,4748543014560.0,-8901133920.0,2077355111520.0,1224435743400.0,,,,-123837898980.0,2064639205920.0,1049952000.0,,,,,,,121819348000.0,-2330401632960.0,,,,,,,,,,-84848487220.0,73812156470.0,,20769312480.0,20769312480.0,,3863727916560.0,1788068259120.0,,,,105256890.0,,,19.792837,339938543040.0,,,1129914178440.0,,51075554160.0,,,1509166062960.0,,,,,647027663280.0,,,,237787434720.0,,,,112959628080.0,,,544452691440.0,1360284001560.0,,,,,,306347359080.0,,,134089150.0,,1003495000.0,,,,173141191810.0,,789294824720.0,,1171664735160.0,0.0,,,698315149200.0,,,,,,7813818025320.0,,,,1671611757000.0,,,-399877609730.0,6569884560.0,,,5732966039760.0,9243509678280.0,-50025742510.0,,20769312480.0,,,12924340485960.0,119382841750.0,,,,,,,,,,,,,,,
1230681600,3478183000000.0,,,,,,,,,835499001760.0,,,,,,128602000000.0,,,,,-338267077680.0,19274160360.0,,-680085000000.0,125062000000.0,1080718000000.0,,10.37,,,-361136480.0,,786763000000.0,-110347576680.0,,,,,,3195722000000.0,206096000000.0,,,,,,,590505000000.0,180312104880.0,,66451000000.0,,,,,4718003000000.0,4288522000000.0,251376939720.0,,,461903000000.0,,,,530317000000.0,,4817917000000.0,64395000000.0,2095453000000.0,1178109000000.0,,,,-124988780520.0,2154584000000.0,1043455000.0,,,,,,,147300882880.0,-2300074000000.0,,,,,,,,,,84458315000.0,108616767400.0,,2056000000.0,10409000000.0,,222506000000.0,1763167000000.0,,,,-45863520.0,,,9.98,426210000000.0,,,,,80088000000.0,,,1564079000000.0,,,,,685005000000.0,,4454450000000.0,,220054000000.0,,,,84083000000.0,,,461903000000.0,1082772000000.0,,,,,,374189000000.0,,,-30165026160.0,,1003516000.0,,,,-18584230560.0,,698315149200.0,,1317080000000.0,0.0,,,786763000000.0,,,,,,7844881000000.0,,,,1364549000000.0,,,-835873529240.0,139645000000.0,,,792890000000.0,9106439000000.0,-16372013120.0,,10409000000.0,,,12562884000000.0,18750995760.0,,,,,,,,,,,,,,,
1238457600,3510800000000.0,818815000000.0,,-496125000000.0,46683000000.0,,1686030000000.0,,1686030000000.0,596208000000.0,-2334937000000.0,-153262000000.0,,,3620635000000.0,-99878000000.0,,,,,563569000000.0,-135766000000.0,,-733443000000.0,49909000000.0,1597625000000.0,46683000000.0,,-425642000000.0,257369000000.0,180000000.0,621000000.0,660789000000.0,-484717000000.0,,-72741000000.0,-98938000000.0,,389077000000.0,2964653000000.0,-55073000000.0,-264467000000.0,572201000000.0,,,7729993000000.0,,310112000000.0,343159000000.0,2069489000000.0,-311635000000.0,8392876000000.0,,,-88972000000.0,3620635000000.0,3810900000000.0,71078000000.0,8796909000000.0,-98.59,409990000000.0,,-3480000000.0,49909000000.0,466912000000.0,-306011000000.0,4986009000000.0,-147202000000.0,1916951000000.0,1175863000000.0,160432000000.0,,-98.59,-135786000000.0,1524060000000.0,,,,-42594000000.0,,1326360000000.0,1086431000000.0,-115511000000.0,-2334937000000.0,-102214000000.0,5660504000000.0,451155000000.0,,-98938000000.0,1934833000000.0,46683000000.0,,,-125974000000.0,442120000000.0,-1081342000000.0,-164433000000.0,-165140000000.0,,250737000000.0,389077000000.0,2964653000000.0,438225000000.0,,0.0,188359000000.0,660147000000.0,,443958000000.0,1916951000000.0,3446000000.0,963837000000.0,3810900000000.0,46683000000.0,443958000000.0,12013511000000.0,1213948000000.0,267458000000.0,405443000000.0,,813068000000.0,660147000000.0,963837000000.0,4798430000000.0,,188359000000.0,1326360000000.0,-2675118000000.0,1003499000.0,-71261000000.0,0.0,,409990000000.0,813068000000.0,396348000000.0,-8530000000.0,1127701000000.0,378000000.0,466912000000.0,396348000000.0,1175863000000.0,-733443000000.0,75000000.0,,,407153000000.0,4986009000000.0,1597625000000.0,104858000000.0,,786763000000.0,1003499000.0,1127701000000.0,0.0,660789000000.0,,660789000000.0,802689000000.0,,383459000000.0,,,8392876000000.0,,,,451155000000.0,3510800000000.0,660789000000.0,-946270000000.0,151704000000.0,-605000000.0,,818815000000.0,8796909000000.0,306334000000.0,-174955000000.0,-165140000000.0,,4798430000000.0,12013511000000.0,5705000000.0,,250737000000.0,,,,,,,,,,,,,
1246320000,3534093000000.0,,,,,,,,,356990000000.0,,,,,,160392000000.0,,,,,-35119000000.0,-2127000000.0,,-692281000000.0,34786000000.0,949395000000.0,,-36.96,,,-1260000000.0,586000000.0,807931000000.0,-172858000000.0,,,,,,2969349000000.0,235032000000.0,,,,,,,538429000000.0,-11911000000.0,,-32944000000.0,,,,,3833463000000.0,3649460000000.0,-8280000000.0,,,378037000000.0,,-170574000000.0,,488856000000.0,,5472463000000.0,-12188000000.0,1879858000000.0,1169022000000.0,,,,-97432000000.0,1599853000000.0,1003529000.0,,,,,,,265254000000.0,-2365071000000.0,,,,,,,,,,147142000000.0,56918000000.0,,-20756000000.0,-37093000000.0,,233673000000.0,1700799000000.0,,,,,,,-36.96,443493000000.0,,,,,33018000000.0,,,1061424000000.0,,,,,1067052000000.0,,4913582000000.0,,195595000000.0,,,,-1962000000.0,,,378037000000.0,834128000000.0,,,,,,401445000000.0,,,-12623000000.0,,1003529000.0,,,,87240000000.0,,660789000000.0,,1296787000000.0,0.0,,,807931000000.0,,,,,,8532999000000.0,,,,966248000000.0,,,-435153000000.0,180736000000.0,,,812914000000.0,9121923000000.0,-40514000000.0,,-37093000000.0,,,12366462000000.0,21938000000.0,,,,,,,,,,,,,,,
1254268800,3468512000000.0,,,,,,,,,190789000000.0,,,,,,156122000000.0,,,,,95832000000.0,-32009000000.0,,-740969000000.0,35539000000.0,972207000000.0,,-26.22,,,4415000000.0,568000000.0,838485000000.0,-157091000000.0,,,,,,2882600000000.0,367097000000.0,,,,,,,526390000000.0,-70595000000.0,,-17026000000.0,,,,,3986537000000.0,3835894000000.0,-57351000000.0,,,370268000000.0,,80661000000.0,,520146000000.0,,5469550000000.0,-1699000000.0,1841006000000.0,1115975000000.0,,,,-92279000000.0,1661210000000.0,1003523000.0,,,,,,,33641000000.0,-2352537000000.0,,,,,,,,,,30554000000.0,175514000000.0,,-15327000000.0,-26308000000.0,,207954000000.0,1673317000000.0,,,,,,,-26.22,433214000000.0,,,,,55845000000.0,,,1134820000000.0,,,,,1024432000000.0,,4982729000000.0,,191139000000.0,,,,-375000000.0,,,370268000000.0,869564000000.0,,,,,,387335000000.0,,,140000000.0,,1003523000.0,,,,212625000000.0,,807931000000.0,,1358631000000.0,0.0,,,838485000000.0,,,,,,8487285000000.0,,,,1134525000000.0,,,-261855000000.0,171498000000.0,,,807310000000.0,9305444000000.0,83235000000.0,,-26308000000.0,,,12473822000000.0,27351000000.0,,,,,,,,,,,,,,,
1262217600,3437749000000.0,,,,,,,,,315018000000.0,,,,,,324584000000.0,,,,,48472000000.0,4570000000.0,,-698288000000.0,56841000000.0,1030870000000.0,,78.89,,,-445000000.0,457000000.0,1004785000000.0,-208791000000.0,,,,,,3005136000000.0,472517000000.0,,,,,,,727024000000.0,240564000000.0,,123865000000.0,,,,,4212352000000.0,4010098000000.0,44105000000.0,,,402440000000.0,,-2470000000.0,,526229000000.0,,5504142000000.0,33244000000.0,1920173000000.0,1086883000000.0,,,,-89183000000.0,2237865000000.0,1005137000.0,,,,,,,51381000000.0,-2350866000000.0,,,,,,,,,,166300000000.0,309886000000.0,,90621000000.0,79167000000.0,,205201000000.0,1813048000000.0,,,,,,,78.76,429005000000.0,,,,,93191000000.0,,,1510841000000.0,,,,,966328000000.0,,5140549000000.0,,198426000000.0,,,,133698000000.0,,,402440000000.0,637790000000.0,,,,,,388781000000.0,,,-12633000000.0,,1003514000.0,,,,175734000000.0,,838485000000.0,,1531014000000.0,0.0,,,1004785000000.0,,,,,-290905000000.0,8609498000000.0,,,,1072989000000.0,,,-437548000000.0,172918000000.0,,,793283000000.0,9514240000000.0,220703000000.0,,79167000000.0,,,12821850000000.0,128393000000.0,,,,,,,,,,,,,,,
