,annualAccountsPayable,trailingFreeCashFlow,trailingOperatingIncome,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCommonStockIssuance,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,trailingTotalRevenue,annualOtherCurrentAssets,trailingCostOfRevenue,quarterlyRetainedEarnings,annualOperatingIncome,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyOperatingIncome,trailingEndCashPosition,trailingPretaxIncome,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualPretaxIncome,annualFreeCashFlow,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualCostOfRevenue,annualNetIncome,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualRepurchaseOfCapitalStock,annualTotalAssets,annualOtherNonCashItems,annualCurrentAssets,annualStockholdersEquity,quarterlyOtherCurrentAssets,annualLongTermDebt,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,annualDepreciationAndAmortization,trailingNetIncomeCommonStockholders,quarterlyAccountsReceivable,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyInvestmentsAndAdvances,annualBasicAverageShares,annualSaleOfInvestment,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualCommonStockIssuance,annualAccountsReceivable,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyDilutedEPS,quarterlyInventory,quarterlyChangeInInventory,annualOtherIncomeExpense,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,trailingGrossProfit,annualNetPPE,annualBasicEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualGrossProfit,quarterlyDilutedAverageShares,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,annualEbitda,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTaxProvision,annualGrossPPE,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualChangeInInventory,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualIncomeTaxPayable,quarterlyOtherIntangibleAssets,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyBasicEPS,quarterlySaleOfInvestment,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,annualOperatingExpense,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,annualInvestingCashFlow,quarterlyChangeInWorkingCapital,trailingInterestExpense,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,trailingBeginningCashPosition,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,annualDilutedAverageShares,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingChangeInInventory,annualDilutedEPS,trailingStockBasedCompensation,quarterlyStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualChangeInCashSupplementalAsReported,annualInventory,trailingNetOtherFinancingCharges,quarterlyEbitda,annualOtherCurrentLiabilities,trailingChangeInWorkingCapital,annualInterestExpense,annualGoodwill,annualRepaymentOfDebt,trailingChangesInAccountReceivables,annualStockBasedCompensation,annualTotalRevenue,annualCapitalStock,trailingChangeInAccountPayable,trailingCashDividendsPaid,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingBasicEPS
993859200,,,,153596000.0,,,,39793000.0,6488000.0,,,6778000.0,10555000.0,,,,,,,,-39365000.0,,,,58614000.0,,15462162.0,-1342000.0,,,,,,164151000.0,,-5721000.0,,,,-13061000.0,160005000.0,120212000.0,,,,,,,7669000.0,-5721000.0,-5721000.0,,,,,,2962000.0,,18947000.0,,,,20388000.0,,46690000.0,-4146000.0,,0.0,,,,,,,,-2221000.0,2886000.0,,-1112000.0,,,3107000.0,,11924000.0,13266000.0,-0.37,6794000.0,1696000.0,,,,,3107000.0,,,,3107000.0,,,,15462162.0,,156000.0,,,2853000.0,,81399000.0,,-5721000.0,,,,,3267000.0,,,125371000.0,-2250000.0,13596000.0,,34283000.0,-150634000.0,,4530000.0,,,,-2787000.0,,,,-0.37,,,,,232033000.0,,,,254000.0,,,-10811000.0,,,-11408000.0,,,,,,,,,0.0,,,9278000.0,,,,,,,,,,,5146000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,,,161936000.0,,,,47172000.0,6056000.0,,,6805000.0,10407000.0,,,,,,,,-42884000.0,,,,65045000.0,,15300000.0,942000.0,,,,,,172343000.0,,-3519000.0,,,,1705000.0,164678000.0,117506000.0,,,,,,,7539000.0,-3519000.0,-3519000.0,,,,,,2969000.0,,23863000.0,,,,25285000.0,,51242000.0,-7665000.0,,-310000.0,,,,,,,,-2543000.0,2868000.0,,-505000.0,,,3408000.0,,13803000.0,12861000.0,-0.23,8937000.0,-2174000.0,,,,,3408000.0,,,,3408000.0,,,,15300000.0,,156000.0,,,3107000.0,,78214000.0,,-3519000.0,,,,,3956000.0,,,124174000.0,-2234000.0,-1405000.0,,34813000.0,-153912000.0,,4479000.0,,,,-178000.0,,,,-0.23,,,,,232126000.0,,,,301000.0,,,3939000.0,,,1267000.0,,,,,,,,,0.0,,,13899000.0,,,,,,,,,,,6998000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,11104000.0,,,158609000.0,,-533000.0,,41891000.0,7276000.0,10124000.0,,8006000.0,10124000.0,3668000.0,,168733000.0,-9097000.0,,209000.0,,-44340000.0,3968000.0,-279000.0,3668000.0,68681000.0,-11845000.0,,2865000.0,,,,,120053000.0,168733000.0,,-1456000.0,,-11845000.0,-3530000.0,7579000.0,159079000.0,117188000.0,,196778000.0,-11845000.0,10649000.0,28594000.0,,8134000.0,-1456000.0,-1456000.0,,159079000.0,,41891000.0,-9654000.0,209000.0,,27452000.0,158609000.0,26634000.0,,23719000.0,,50534000.0,-9654000.0,-44340000.0,31000.0,27452000.0,4429000.0,-11845000.0,,15585526.0,,,-3092000.0,1990000.0,,-609000.0,,23719000.0,3668000.0,,18147000.0,15282000.0,,7698000.0,337000.0,-1651000.0,,5612000.0,117188000.0,3668000.0,,74744000.0,-0.76,3668000.0,3668000.0,27366000.0,59196000.0,,,156000.0,,3823000.0,3408000.0,30602000.0,74744000.0,,-1456000.0,,230299000.0,,,3712000.0,,-746000.0,120053000.0,-3126000.0,-7353000.0,,10649000.0,-155555000.0,,27366000.0,,,3509000.0,-3232000.0,,8134000.0,,,,,,-9142000.0,230299000.0,,,55228000.0,260000.0,-155555000.0,,10705000.0,,-9276000.0,4856000.0,,,,,1990000.0,,15585526.0,,0.0,,,11104000.0,-533000.0,,-0.76,,,-6702000.0,,159000.0,7698000.0,,10141000.0,0.0,,14162000.0,4429000.0,,,,255974000.0,156000.0,,,,,,,,,,,,,,,,,
1017532800,,,,40819000.0,,,,37533000.0,4392000.0,,,7160000.0,122708000.0,,,,,,,,-43757000.0,,,,61681000.0,,15568362.0,3734000.0,,,,,,163527000.0,,583000.0,,,,1284000.0,154456000.0,116923000.0,,,,,,,8591000.0,583000.0,583000.0,,,,,,184000.0,,27835000.0,,,,18957000.0,,46395000.0,-9071000.0,,0.0,,4429000.0,,,,,112127000.0,-2676000.0,1990000.0,,734000.0,,,2999000.0,,15286000.0,11552000.0,0.04,7874000.0,-1098000.0,,,,,2999000.0,,,,2999000.0,,,,15568362.0,,156000.0,,,3668000.0,,75064000.0,,583000.0,,,,,3885000.0,,,5120000.0,-3622000.0,-2899000.0,,11199000.0,-158389000.0,,26231000.0,,,,-93000.0,,,,0.04,,,,,233453000.0,,,,-669000.0,,,4906000.0,,,832000.0,,,,,,,,,0.0,,,7864000.0,-533000.0,,,,,,,,,,8126000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,,,38521000.0,,,,43990000.0,4235000.0,,,8285000.0,88487000.0,,,,,,,,-42508000.0,,,,62044000.0,,15568362.0,3247000.0,,,,,,127008000.0,,994000.0,,,,3580000.0,157660000.0,113670000.0,,,,,,,7418000.0,1249000.0,1249000.0,,,,,,2842000.0,,26092000.0,,,,19891000.0,,46277000.0,30652000.0,,0.0,,,,,,,70850000.0,-3118000.0,2358000.0,,745000.0,,,2795000.0,,15767000.0,12520000.0,0.03,8289000.0,-2701000.0,,,,,2795000.0,,,,2795000.0,,,,15568362.0,,623000.0,,,2999000.0,,76064000.0,,2607000.0,1358000.0,,,,1385000.0,,,4265000.0,-3776000.0,-4442000.0,,8015000.0,-161772000.0,,29591000.0,,,,-103000.0,,,,0.03,,,,,237836000.0,,,,-204000.0,,,7356000.0,,,2583000.0,,,,,,,,,0.0,,,8164000.0,-533000.0,,,,,,,,,,7482000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,,,40626000.0,,,,55420000.0,3644000.0,,,7333000.0,87603000.0,,,,,,,,-39055000.0,,,,72933000.0,,61560000.0,7082000.0,,,,,,128229000.0,,3078000.0,,,,9883000.0,163453000.0,108033000.0,,,,,,,5798000.0,3453000.0,3809000.0,,,,,,5378000.0,,27723000.0,,,,22466000.0,,54272000.0,35224000.0,,0.0,,,,,,,69704000.0,-2391000.0,3874000.0,,-233000.0,,,9694000.0,,18661000.0,11579000.0,0.05,7471000.0,2079000.0,,,,,9694000.0,,,,9694000.0,,,,61560000.0,,623000.0,,,2795000.0,,71868000.0,,6149000.0,2340000.0,,,,700000.0,,,4352000.0,-2409000.0,-3002000.0,,31736000.0,-149701000.0,,4429000.0,,,,-4136000.0,,,,0.05,,,,,221569000.0,,,,6899000.0,,,12292000.0,,,3801000.0,,,,,,,,,0.0,,,8551000.0,-533000.0,,,,,,,,,,11328000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,9902000.0,,,47155000.0,,-3907000.0,,56307000.0,4155000.0,79843000.0,,7518000.0,79843000.0,15537000.0,7183000.0,126998000.0,6043000.0,,1031000.0,,-35377000.0,20957000.0,0.0,15537000.0,70346000.0,9366000.0,,6843000.0,,,,,8372000.0,126998000.0,,3314000.0,,16549000.0,20699000.0,5952000.0,162912000.0,106605000.0,,194559000.0,8963000.0,6134000.0,30294000.0,,7530000.0,3678000.0,3695000.0,,162912000.0,806000.0,56307000.0,35914000.0,1031000.0,60055000.0,28881000.0,47155000.0,16426000.0,,24099000.0,,51830000.0,35914000.0,-35377000.0,0.0,28881000.0,,7969000.0,,44272222.0,,60055000.0,109000.0,3659000.0,,740000.0,,24099000.0,15537000.0,,18516000.0,11673000.0,,7006000.0,1831000.0,2001000.0,,34132000.0,106605000.0,15537000.0,,72954000.0,0.18,15537000.0,15537000.0,27517000.0,67677000.0,,,623000.0,,-14187000.0,9694000.0,37383000.0,72954000.0,,7145000.0,3450000.0,225983000.0,,,438000.0,,111000.0,8372000.0,-3626000.0,-3844000.0,,6134000.0,-153029000.0,,27517000.0,,,3668000.0,972000.0,,7530000.0,,,,,,-13433000.0,225983000.0,,,46720000.0,5843000.0,-153029000.0,2187000.0,9578000.0,,-8076000.0,-1173000.0,,,,,3659000.0,,44272222.0,,0.0,,,9902000.0,-3907000.0,,0.18,,,-3360000.0,,11869000.0,7006000.0,,10998000.0,0.0,,6409000.0,,,,,262236000.0,623000.0,,,,,,,,,,,,,,,,,
1049068800,,,,46055000.0,,,,51928000.0,3657000.0,,,8520000.0,73518000.0,,,,,,,,-31958000.0,,,,68651000.0,,62281670.0,5424000.0,,,,,,119573000.0,,3419000.0,,,,1505000.0,158554000.0,106626000.0,,,,,,,7343000.0,3419000.0,3419000.0,,,,,,1063000.0,,28048000.0,,,,20806000.0,,51050000.0,38981000.0,,0.0,,,,,,,54583000.0,-3771000.0,2637000.0,,583000.0,,,10863000.0,,17601000.0,12177000.0,0.05,10984000.0,-4578000.0,,,,,10863000.0,,,,10863000.0,,,,63665325.0,,623000.0,,,15537000.0,,73570000.0,,5515000.0,2096000.0,,,,492000.0,,,8033000.0,-2679000.0,-5087000.0,,6010000.0,-154397000.0,,27046000.0,,,,-84000.0,,,,0.05,,,,,227967000.0,,,,-4674000.0,,,4184000.0,,,-2081000.0,,,,,,,,,0.0,,,9974000.0,-3907000.0,,,,,,3000.0,,,,9081000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,,,48453000.0,,,,58099000.0,3623000.0,,,8879000.0,72840000.0,,,,,,,,-28779000.0,,,,78536000.0,,56760000.0,6001000.0,,,,,,121293000.0,,2838000.0,,,,5528000.0,163113000.0,105014000.0,,,,,,,7129000.0,3180000.0,3180000.0,,,,,,1012000.0,,31434000.0,,,,23154000.0,,60033000.0,41820000.0,,0.0,,,,,,,53778000.0,-2208000.0,2637000.0,,-453000.0,,,15261000.0,,18503000.0,12502000.0,0.05,8917000.0,524000.0,,,,,15261000.0,,,,15261000.0,,,,56760000.0,,623000.0,,,10863000.0,,73172000.0,,5129000.0,1949000.0,,,,419000.0,,,7813000.0,-2197000.0,-1119000.0,,5798000.0,-156634000.0,,26044000.0,,,,-92000.0,,,,0.05,,,,,229806000.0,,,,4398000.0,,,7725000.0,,,677000.0,,,,,,,,,0.0,,,9206000.0,-3907000.0,,,,,,,,,,9624000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,,,48974000.0,,,,63388000.0,3678000.0,,,8570000.0,71498000.0,,,,,,,,-26050000.0,,,,80723000.0,,68200000.0,5636000.0,,,,,,120472000.0,,2728000.0,,,,186000.0,167464000.0,104076000.0,,,,,,,7106000.0,2728000.0,2728000.0,,,,,,993000.0,,29991000.0,,,,29497000.0,,62839000.0,46992000.0,,0.0,,,,,,,51993000.0,-2900000.0,3447000.0,,-140000.0,,,15775000.0,,17884000.0,12248000.0,0.04,7560000.0,2359000.0,,,,,15775000.0,,,,15775000.0,,,,68200000.0,,630000.0,,,15261000.0,,73460000.0,,4780000.0,2052000.0,,,,716000.0,,,8656000.0,-2947000.0,281000.0,,26187000.0,-158753000.0,,4429000.0,,,,-92000.0,,,,0.04,,,,,232213000.0,,,,514000.0,,,3133000.0,,,-3484000.0,,,,,,,,,0.0,,,10327000.0,-3907000.0,,,,,,,,,,9314000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,9059000.0,,,41006000.0,,-5176000.0,,72195000.0,4175000.0,78361000.0,,10002000.0,78361000.0,25383000.0,10646000.0,119367000.0,-4590000.0,,1176000.0,,-17186000.0,27264000.0,-534000.0,25383000.0,96519000.0,18191000.0,,10203000.0,,,,,7489000.0,119367000.0,,8660000.0,,28837000.0,16716000.0,9497000.0,174649000.0,102454000.0,,246061000.0,18191000.0,24751000.0,35971000.0,,25295000.0,8864000.0,8864000.0,,174649000.0,,72195000.0,55282000.0,1176000.0,48188000.0,24132000.0,41006000.0,15133000.0,,29353000.0,,72139000.0,55282000.0,-17186000.0,597000.0,24132000.0,,17290000.0,,59620690.0,,48188000.0,-3064000.0,4878000.0,,3948000.0,2011000.0,29353000.0,25383000.0,,24380000.0,14177000.0,,7837000.0,1330000.0,3938000.0,,28302000.0,102454000.0,25383000.0,,73274000.0,0.29,25383000.0,25383000.0,4429000.0,78368000.0,,,637000.0,,-6513000.0,15775000.0,42397000.0,73274000.0,,13413000.0,4549000.0,234325000.0,,,738000.0,,-365000.0,7489000.0,-3763000.0,-588000.0,,24751000.0,-161051000.0,,4429000.0,,,15537000.0,-1754000.0,,25295000.0,,,,,,-11586000.0,234325000.0,,,51104000.0,9608000.0,-161051000.0,1718000.0,13260000.0,,-11943000.0,298000.0,,,,,4878000.0,,61642857.0,,326000.0,,,9059000.0,-5176000.0,,0.29,,,-2022000.0,695000.0,9846000.0,7837000.0,,14378000.0,326000.0,,2365000.0,,,,,324429000.0,637000.0,,,,,,,,,,,,,,,,,
1080691200,,,,47882000.0,,,,83312000.0,3775000.0,,,9018000.0,77007000.0,,,,,,,,-13251000.0,,,,77724000.0,,63721000.0,6712000.0,,,,,,124889000.0,,3935000.0,,,,6074000.0,184186000.0,100874000.0,,,,,,,17078000.0,3935000.0,3935000.0,,,,,,1143000.0,,25082000.0,,,,27700000.0,,58219000.0,59297000.0,,0.0,,,,,,,55051000.0,-1165000.0,4878000.0,,1395000.0,,,38161000.0,,19505000.0,12793000.0,0.06,7735000.0,-25000.0,,,,,38161000.0,,,,38161000.0,,,,64304000.0,,638000.0,,,25383000.0,,71994000.0,,6347000.0,2412000.0,,,,1760000.0,,,5041000.0,-1514000.0,6355000.0,,6005000.0,-162885000.0,,22875000.0,,,,-207000.0,,,,0.06,,,,,234879000.0,,,,12778000.0,,,7588000.0,,,1445000.0,,,,,,,,,9476000.0,,,8283000.0,-5176000.0,,,,,,80000.0,,,,10487000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,,,40894000.0,,,,78097000.0,3971000.0,,,9175000.0,74976000.0,,,,,,,,-8785000.0,,,,91509000.0,,63800000.0,11054000.0,,,,,,115870000.0,,4466000.0,,,,12695000.0,179557000.0,101460000.0,,,,,,,17361000.0,4466000.0,4466000.0,,,,,,737000.0,,28685000.0,,,,24885000.0,,67309000.0,63687000.0,,0.0,,,,,,,53796000.0,-2765000.0,3819000.0,,-1734000.0,,,36509000.0,,24200000.0,13146000.0,0.07,7494000.0,-224000.0,,,,,36509000.0,,,,36509000.0,,,,63800000.0,,639000.0,,,38161000.0,,71828000.0,,7520000.0,3054000.0,,,,1800000.0,,,5036000.0,-2863000.0,-14445000.0,,25203000.0,-162231000.0,,4429000.0,,,,-1978000.0,,,,0.07,,,,,234059000.0,,,,-1652000.0,,,15558000.0,,,6016000.0,,,,,,,,,0.0,,,7173000.0,-5285000.0,,,,,,33000.0,,,,15025000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,,,44089000.0,,,0.0,85501000.0,3559000.0,,,9226000.0,73310000.0,,,,,,,,-4203000.0,,,,80174000.0,,65457143.0,9423000.0,,,,,,117399000.0,,4582000.0,,,,7307000.0,185789000.0,100288000.0,,,,,,,17074000.0,4582000.0,4582000.0,,,,,,731000.0,,29668000.0,,,,27489000.0,,57966000.0,68390000.0,,0.0,,,,,,,51288000.0,-3318000.0,4948000.0,,-53000.0,,,41191000.0,,22208000.0,12785000.0,0.07,8053000.0,177000.0,,,,,41191000.0,,,,41191000.0,,,,65457143.0,,639000.0,,,36509000.0,,72514000.0,,7706000.0,3124000.0,,,,1664000.0,,,5030000.0,-3321000.0,-2628000.0,,23345000.0,-163564000.0,,4429000.0,,,,-153000.0,,,,0.07,,,,,236078000.0,,,,4682000.0,,,10628000.0,0.0,,1633000.0,,828000.0,,,,,,,0.0,,,9391000.0,-5202000.0,,,,,,39000.0,,,,12982000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,8144000.0,,,41371000.0,,-7331000.0,0.0,80973000.0,3919000.0,74203000.0,,9090000.0,74203000.0,37249000.0,9245000.0,115574000.0,5089000.0,,850000.0,,-3294000.0,30571000.0,-428000.0,39628000.0,70822000.0,14268000.0,,3382000.0,,,,,5030000.0,115574000.0,,909000.0,,23513000.0,24811000.0,-1265000.0,182809000.0,101836000.0,-1240000.0,237925000.0,13892000.0,22009000.0,36509000.0,,20197000.0,909000.0,1285000.0,-10000000.0,182809000.0,,80973000.0,67235000.0,850000.0,49528000.0,28005000.0,41371000.0,15224000.0,,26675000.0,,54431000.0,67235000.0,-3294000.0,-428000.0,28005000.0,,13892000.0,,63145455.0,,49528000.0,-5903000.0,4478000.0,,93000.0,152000.0,26675000.0,37249000.0,,16391000.0,13009000.0,,6000000.0,2678000.0,-299000.0,,38123000.0,101836000.0,39628000.0,,75398000.0,0.22,39628000.0,39628000.0,4429000.0,82304000.0,,,639000.0,,-12526000.0,41191000.0,45795000.0,75398000.0,,1940000.0,655000.0,241751000.0,,,1535000.0,,2606000.0,5030000.0,-5614000.0,-1808000.0,,22009000.0,-166353000.0,,4429000.0,,,24803000.0,129000.0,,20197000.0,,,,,,-13312000.0,241751000.0,,,51733000.0,-3362000.0,-166353000.0,779000.0,4349000.0,0.0,-13151000.0,-4005000.0,,444000.0,,,4478000.0,,64623077.0,,192000.0,,,8144000.0,-7331000.0,,0.22,,,-2209000.0,0.0,12446000.0,6000000.0,,7301000.0,192000.0,,6759000.0,,,,,320229000.0,639000.0,,,,,,,,,,,,,,,,,
1112227200,,,,42740000.0,,,,80413000.0,3771000.0,,,8700000.0,70544000.0,,,,,,,,-2372000.0,,,,71353000.0,,63901000.0,2773000.0,,,,,,113284000.0,,922000.0,,,,3724000.0,181641000.0,101228000.0,,,,,,,20332000.0,922000.0,916000.0,,,,,,839000.0,,29348000.0,,,,23520000.0,,56109000.0,68357000.0,,-4000.0,,,,,,,47022000.0,-2944000.0,3190000.0,,200000.0,,,38617000.0,,15244000.0,12471000.0,0.01,7591000.0,-1103000.0,,,,,38617000.0,,,,38617000.0,,,,64567000.0,,639000.0,,,37249000.0,,75671000.0,,1389000.0,473000.0,,,,1584000.0,,,5029000.0,-3118000.0,-2530000.0,,21128000.0,-168238000.0,,4429000.0,,,,-26000.0,,,,0.01,,,,,243909000.0,,,,1368000.0,,,6842000.0,,,3713000.0,,-1432000.0,,,,,,,0.0,,,8363000.0,-7134000.0,,,,,,3000.0,,,,6544000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,,,41087000.0,,,,78314000.0,3807000.0,,,9347000.0,68046000.0,,,,,,,,375000.0,,,,81274000.0,,68700000.0,5419000.0,,,,,,109133000.0,,2748000.0,,,,-5689000.0,180381000.0,102067000.0,,,,,,,17368000.0,2748000.0,2742000.0,,,,,,28000.0,,27085000.0,,,,25200000.0,,62701000.0,71248000.0,,0.0,,,,,,,45766000.0,-3662000.0,4912000.0,,475000.0,,,32368000.0,,18573000.0,13154000.0,0.04,8630000.0,-2694000.0,,,,,32368000.0,,,,32368000.0,,,,68700000.0,,644000.0,,,38617000.0,,77650000.0,,4305000.0,1563000.0,,,,1589000.0,,,5027000.0,-4354000.0,-1252000.0,,19988000.0,-168860000.0,,4429000.0,,,,-22000.0,,,,0.04,,,,,246510000.0,,,,-6249000.0,,,-1335000.0,,,-8663000.0,,1121000.0,,,,,,,0.0,,,8975000.0,-8946000.0,,,,,,28000.0,,,,9226000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,,,44635000.0,,,,80053000.0,3812000.0,,,8111000.0,66639000.0,,,,,,,,2366000.0,,,,79332000.0,,66333333.0,4205000.0,,,,,,111274000.0,,1990000.0,,,,4291000.0,184797000.0,104744000.0,,,,,,,17136000.0,1990000.0,1921000.0,,,,,,6000.0,,30345000.0,,,,24320000.0,,63204000.0,73523000.0,,0.0,,,,,,,45759000.0,-6880000.0,3744000.0,,216000.0,,,36739000.0,,16128000.0,11923000.0,0.03,7700000.0,1313000.0,,,,,36739000.0,,,,36739000.0,,,,66333333.0,,644000.0,,,32368000.0,,81773000.0,,2887000.0,966000.0,,,,1534000.0,,,5026000.0,-7008000.0,-48000.0,,18542000.0,-171538000.0,,4429000.0,,,,13000.0,,,,0.03,,,,,253311000.0,,,,4371000.0,,,11299000.0,,,6309000.0,,-752000.0,,,,,,,0.0,,,9264000.0,-8679000.0,,,,,,17000.0,,,,8017000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,12264000.0,,,42668000.0,,-10609000.0,,83075000.0,4998000.0,74424000.0,,9082000.0,74424000.0,36000000.0,3184000.0,117092000.0,1951000.0,,6000.0,,4447000.0,16133000.0,-347000.0,36000000.0,76908000.0,7695000.0,,3736000.0,,,,,5026000.0,117092000.0,,2081000.0,,10879000.0,3178000.0,852000.0,190772000.0,107697000.0,,241707000.0,7741000.0,18090000.0,35240000.0,,27372000.0,2081000.0,2116000.0,,190772000.0,,83075000.0,73680000.0,6000.0,44502000.0,25378000.0,42668000.0,16388000.0,,25886000.0,,59693000.0,73680000.0,4447000.0,-343000.0,25378000.0,4429000.0,7741000.0,,64508333.0,,44502000.0,-7152000.0,2550000.0,,12000.0,54000.0,25886000.0,36000000.0,,17215000.0,13479000.0,,6601000.0,-590000.0,903000.0,,24584000.0,107697000.0,36000000.0,,85178000.0,0.12,36000000.0,36000000.0,,67160000.0,,,644000.0,,-5195000.0,36739000.0,32521000.0,85178000.0,,2298000.0,182000.0,258449000.0,,,1450000.0,,-3074000.0,5026000.0,-6926000.0,-1365000.0,,18090000.0,-173271000.0,,,,,37249000.0,-6000.0,,27372000.0,,,,,,-21406000.0,258449000.0,,,51027000.0,-739000.0,-173271000.0,-3850000.0,7778000.0,,-20638000.0,592000.0,,-2787000.0,,,2550000.0,,64567000.0,,0.0,,,12264000.0,-10609000.0,,0.12,,,-41000.0,6000.0,-1249000.0,6601000.0,,8734000.0,0.0,,6157000.0,4429000.0,,,,308867000.0,644000.0,,,,,,,,,,,,,,,,,
