date,trailingNetIncomeContinuousOperations,annualBasicEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyDilutedAverageShares,annualNetIncomeContinuousOperations,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualCurrentAccruedExpenses,quarterlyGrossPPE,annualCapitalExpenditure,annualOperatingExpense,annualCashAndCashEquivalents,annualTaxProvision,trailingDeferredIncomeTax,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,annualChangesInAccountReceivables,trailingCostOfRevenue,trailingBeginningCashPosition,annualCurrentAssets,annualInterestExpense,trailingChangesInAccountReceivables,annualTotalRevenue,quarterlyChangeInInventory,quarterlyEbitda,annualOtherNonCurrentAssets,annualNetOtherFinancingCharges,trailingOperatingExpense,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualNetIncomeCommonStockholders,annualChangeInAccountPayable,annualDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyBasicEPS,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyNetOtherInvestingChanges,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyPurchaseOfBusiness,trailingNetIncome,quarterlyCurrentAssets,annualTotalAssets,quarterlyCurrentLiabilities,trailingNetIncomeCommonStockholders,annualTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualCashDividendsPaid,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,annualCostOfRevenue,annualCurrentDebt,annualDilutedEPS,annualLongTermDebt,annualNetIncome,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,annualFreeCashFlow,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,trailingTaxProvision,trailingOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyLongTermDebt,annualAccountsReceivable,trailingOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,quarterlyTaxProvision,quarterlyBasicAverageShares,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyInventory,quarterlyNetPPE,quarterlyOperatingExpense,quarterlyAccountsReceivable,annualGrossProfit,annualCurrentLiabilities,quarterlyCurrentAccruedExpenses,annualNetPPE,quarterlyCostOfRevenue,annualSaleOfInvestment,annualOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualInventory,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualEbitda,trailingRepaymentOfDebt,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,trailingPretaxIncome,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,trailingInterestExpense,annualPretaxIncome,quarterlyCashAndCashEquivalents,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyTotalAssets,annualOperatingIncome,trailingTotalRevenue,trailingOtherIncomeExpense,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,quarterlyTotalNonCurrentAssets,annualBasicAverageShares,trailingChangeInCashSupplementalAsReported,quarterlyDilutedEPS,trailingEndCashPosition,trailingInvestingCashFlow,quarterlyCurrentDebt,annualAccountsPayable,annualGrossPPE,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,trailingChangeInInventory,trailingDilutedEPS,annualOtherIntangibleAssets,annualGoodwill,annualStockBasedCompensation,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyOtherIntangibleAssets,quarterlyCurrentDeferredRevenue,quarterlyGoodwill,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
,,1.37,6468000000.0,93500000.0,,320600000.0,300800000.0,,-43600000.0,-20500000.0,-40000000.0,487300000.0,-800000.0,308200000.0,46600000.0,10455300000.0,-608100000.0,1546200000.0,11400000.0,55100000.0,,879200000.0,,20700000.0,,,866500000.0,158300000.0,,3665300000.0,,190100000.0,1483500000.0,-8100000.0,,,,11400000.0,-145700000.0,-50900000.0,5613000000.0,-800000.0,303600000.0,,10200000.0,-3418200000.0,,,,-15200000.0,5613000000.0,70000000.0,1510200000.0,-4600000.0,,,-19200000.0,,866500000.0,9687900000.0,855000000.0,,6468000000.0,221356000.0,3218100000.0,1510200000.0,,-204900000.0,159300000.0,-3418200000.0,259600000.0,-700000.0,103600000.0,1640700000.0,104200000.0,1.37,2703100000.0,321900000.0,103600000.0,8821400000.0,94600000.0,,,,,21400000.0,,300800000.0,3218100000.0,12700000.0,0.0,,1592200000.0,-65300000.0,32300000.0,22500000.0,-198500000.0,323800000.0,-127900000.0,90000000.0,-652100000.0,61000000.0,61000000.0,2703100000.0,188800000.0,,-5100000.0,348100000.0,1592200000.0,,9000000.0,,13100000.0,146200000.0,218100000.0,7037100000.0,393800000.0,188800000.0,2024600000.0,855000000.0,46600000.0,7037100000.0,391900000.0,31000000.0,702700000.0,-34300000.0,218100000.0,-1300000.0,45700000.0,146200000.0,-37900000.0,,857800000.0,,259600000.0,,-147900000.0,11400000.0,-800000.0,,,348100000.0,-4600000.0,11400000.0,11400000.0,,375700000.0,11400000.0,57000000.0,,9687900000.0,478400000.0,,,20400000.0,51300000.0,8821400000.0,221252000.0,,,,,104200000.0,308200000.0,10455300000.0,81500000.0,6500000.0,38600000.0,-500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6483800000.0,95600000.0,221482000.0,,,,49200000.0,31900000.0,,358100000.0,-800000.0,263900000.0,,10333600000.0,,,,,,765700000.0,,,,,,,,,21200000.0,193500000.0,,,,,,30900000.0,-135100000.0,-53900000.0,,-1800000.0,,,,,,0.16,,,5710500000.0,71000000.0,1495200000.0,500000.0,,,-13500000.0,,780600000.0,,773300000.0,,,,2997500000.0,,,,,-3252300000.0,248900000.0,,,,,,,,109000000.0,,,,,,,-60400000.0,,303700000.0,,,0.0,,,,14300000.0,,,,-122100000.0,215000000.0,,43300000.0,38900000.0,2728200000.0,,,,364700000.0,1637700000.0,,27700000.0,221432000.0,13200000.0,,200100000.0,7081300000.0,262500000.0,184900000.0,,,46600000.0,,407600000.0,,,19500000.0,,,11400000.0,1100000.0,92900000.0,,,,,,,,,,,,,30900000.0,,,,30900000.0,34900000.0,,9628200000.0,,,,68900000.0,,8847600000.0,,,0.157575,,,58400000.0,,,83600000.0,,38900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6772900000.0,108800000.0,221538000.0,,,,-56100000.0,24400000.0,,352700000.0,-800000.0,337600000.0,,10546900000.0,,,,,,690300000.0,,,,,,,,,,205600000.0,,,,,,30800000.0,-186700000.0,-53700000.0,,-5800000.0,,,,,,0.3,0.0,,5815600000.0,86200000.0,1511300000.0,100000.0,,,-61600000.0,,920400000.0,,957300000.0,,,,3014400000.0,,,,,-3298900000.0,245100000.0,,,,,,,,98900000.0,,,,,,,62400000.0,,308400000.0,,,0.0,,,,-14700000.0,,,,-125200000.0,124200000.0,,69400000.0,69800000.0,2752800000.0,,,,362600000.0,1736100000.0,,16800000.0,221512000.0,15400000.0,,205800000.0,7248000000.0,243900000.0,229000000.0,,,46600000.0,,337600000.0,,,-100000.0,,,30900000.0,1100000.0,-1000000.0,,,,,,,,,,,,,30800000.0,,,,30800000.0,65900000.0,,9934200000.0,,,,-41900000.0,,9013800000.0,,,0.297466,,,164200000.0,,,80700000.0,,38600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6988100000.0,213700000.0,221558000.0,,,,-17900000.0,29300000.0,,469400000.0,-800000.0,418000000.0,,10736100000.0,,,,,,887600000.0,,,,,,,,,,314200000.0,,,,,,41100000.0,-195900000.0,-53900000.0,,-800000.0,,,,,0.0,0.68,0.0,,6042600000.0,192300000.0,1612100000.0,700000.0,,,-31200000.0,,1028600000.0,,945500000.0,,,,3116000000.0,,,,,-3351500000.0,269100000.0,,,,,,,,92900000.0,,,,,,,-54900000.0,,314100000.0,,,0.0,,,,16400000.0,,,,-165400000.0,261100000.0,,153000000.0,154700000.0,2828100000.0,,,,371700000.0,1836700000.0,,39300000.0,221536000.0,16200000.0,,209200000.0,7384600000.0,255700000.0,93900000.0,,,46600000.0,,418200000.0,,,10300000.0,,,30800000.0,1100000.0,95700000.0,,,,,,,,,,,,,41100000.0,,,,41100000.0,150700000.0,,10250900000.0,,,,-61100000.0,,9222300000.0,,,0.68,,,71800000.0,,,83600000.0,,38300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.445,7503700000.0,101600000.0,221564000.0,340800000.0,319000000.0,,19500000.0,57700000.0,0.0,-229900000.0,-800000.0,339300000.0,48000000.0,11587800000.0,-1025500000.0,430600000.0,21200000.0,89400000.0,,750900000.0,,51300000.0,,,994300000.0,156700000.0,,3094500000.0,,261600000.0,1634200000.0,-8900000.0,,,,21200000.0,-637800000.0,-53700000.0,6483700000.0,-5000000.0,319800000.0,,143300000.0,-3749800000.0,0.0,0.31,,-5300000.0,6483700000.0,80700000.0,1630700000.0,1300000.0,,,-1051800000.0,,994300000.0,10785500000.0,1020000000.0,,7503700000.0,221536000.0,3134900000.0,1630700000.0,,-215200000.0,11400000.0,-3749800000.0,262500000.0,,83500000.0,2144200000.0,219000000.0,1.445,3136600000.0,335700000.0,83500000.0,9791200000.0,841100000.0,,,,,377100000.0,,319000000.0,3134900000.0,-13400000.0,1634200000.0,,1934200000.0,-1158100000.0,-24900000.0,,324200000.0,387900000.0,9200000.0,240800000.0,-1155500000.0,75100000.0,72300000.0,3136600000.0,94900000.0,,-400000.0,365700000.0,1934200000.0,,5600000.0,221544000.0,18400000.0,1100000.0,203900000.0,7838000000.0,-331500000.0,94900000.0,950300000.0,1020000000.0,48000000.0,7838000000.0,980800000.0,22900000.0,841100000.0,-19900000.0,203900000.0,-1400000.0,41100000.0,1100000.0,653500000.0,,974800000.0,,262500000.0,,9800000.0,21200000.0,-800000.0,,,365700000.0,2600000.0,21200000.0,21200000.0,,430200000.0,21200000.0,68300000.0,,10785500000.0,519700000.0,,,85400000.0,63200000.0,9791200000.0,221506000.0,,0.31,,,219000000.0,339300000.0,11587800000.0,140000000.0,,40900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7386200000.0,120700000.0,221904762.0,,,,-900000.0,22500000.0,,239400000.0,-800000.0,368600000.0,,11487000000.0,,,,,,859600000.0,,,,,,,,,28700000.0,240100000.0,,,,,,53400000.0,-119700000.0,-56000000.0,,-3600000.0,,,,,-211000000.0,0.315,,,6348100000.0,95200000.0,1648400000.0,47600000.0,,,-167300000.0,,870400000.0,,1038100000.0,,,,3145900000.0,,,,,-3573400000.0,257300000.0,,,,,,,,817000000.0,,,,,,,-46700000.0,,321600000.0,,,1628300000.0,,,,9400000.0,,,,-153200000.0,198600000.0,,83100000.0,80100000.0,3121900000.0,,,,424600000.0,1901400000.0,,12100000.0,221904762.0,16300000.0,,173700000.0,7913600000.0,118700000.0,98900000.0,,,,,620200000.0,,,32200000.0,,,21200000.0,1100000.0,198600000.0,,,,,,,,,,,,,53400000.0,,,,53400000.0,69900000.0,,10733900000.0,,,,-42900000.0,,9863500000.0,,,0.315,,,244900000.0,,,102300000.0,,42600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7525300000.0,103200000.0,221887338.0,,,,44700000.0,18300000.0,,219200000.0,-800000.0,391100000.0,,11659200000.0,,,,,,718000000.0,,,,,,,,,,223700000.0,,,,,,11500000.0,-202500000.0,-54500000.0,,-6000000.0,,,,,0.0,0.294293,,,6452800000.0,78900000.0,1661700000.0,-800000.0,,,-201700000.0,,893400000.0,,1072500000.0,,,,3160500000.0,,,,,-3632000000.0,275800000.0,,,,,,,,78300000.0,,,,,,,-64100000.0,,321300000.0,,,1645700000.0,,,,-9300000.0,,,,-188300000.0,224700000.0,,68400000.0,67800000.0,3141400000.0,,,,456800000.0,1991100000.0,,10500000.0,221887338.0,17900000.0,,191200000.0,8027200000.0,116000000.0,85000000.0,,,,,498800000.0,,,-41900000.0,,,53400000.0,1100000.0,224700000.0,,,,,,,,,,,,,11500000.0,,,,11500000.0,65300000.0,,10887600000.0,,,,31500000.0,,9994200000.0,,,0.294293,,,224600000.0,,,102300000.0,,42500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7512700000.0,201400000.0,221570000.0,,,,-87300000.0,51400000.0,,318400000.0,-800000.0,368700000.0,,11830700000.0,,,,,,866600000.0,,,,,,,,,,323500000.0,,,,,,17700000.0,-191000000.0,-54600000.0,,-4500000.0,,,,,0.0,0.71,,,6459900000.0,179100000.0,1767300000.0,300000.0,,,-191300000.0,,880100000.0,,1052800000.0,,,,3266700000.0,,,,,-3689300000.0,271900000.0,,,,,,,,60300000.0,,,,,,,-22600000.0,,324700000.0,,,0.0,,,,7800000.0,,,,,219800000.0,,161500000.0,160200000.0,3104800000.0,,,,398400000.0,2063900000.0,,17600000.0,221566000.0,19600000.0,,220500000.0,8141400000.0,117000000.0,78100000.0,,,,,548200000.0,,,6200000.0,,,11500000.0,1100000.0,219800000.0,,,,,,,,,,,,,17700000.0,,,,17700000.0,157600000.0,,10981200000.0,,,,8600000.0,,10101100000.0,,,0.71,,,285700000.0,,,101900000.0,,42500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.615,7629200000.0,108600000.0,221600000.0,382100000.0,329600000.0,,-88800000.0,16100000.0,-211000000.0,227400000.0,-200000.0,365000000.0,50700000.0,12306900000.0,-731600000.0,470500000.0,9800000.0,53900000.0,,832600000.0,,-150200000.0,,,1011200000.0,172800000.0,,3276800000.0,,232600000.0,1445100000.0,-18900000.0,,,,9800000.0,-241500000.0,-54600000.0,6195900000.0,-9900000.0,358300000.0,,108300000.0,-3980400000.0,0.0,0.295,,-132300000.0,6195900000.0,82800000.0,1780700000.0,-3500000.0,,,-238000000.0,,1011200000.0,11112400000.0,1433300000.0,,7629200000.0,221600000.0,3281400000.0,1780700000.0,,-219700000.0,21200000.0,-3980400000.0,273900000.0,,53900000.0,2272400000.0,637900000.0,1.615,2977800000.0,376200000.0,53900000.0,10101200000.0,731000000.0,,,,,145700000.0,,329600000.0,3281400000.0,-24000000.0,1445100000.0,,2112700000.0,-798300000.0,-26800000.0,,12300000.0,411100000.0,,87900000.0,-754700000.0,69100000.0,68100000.0,2977800000.0,81800000.0,,,329700000.0,2112700000.0,,13700000.0,221600000.0,20700000.0,1100000.0,211800000.0,8326500000.0,118800000.0,81800000.0,1004400000.0,1433300000.0,50700000.0,8326500000.0,605200000.0,16600000.0,731000000.0,-7900000.0,211800000.0,,17700000.0,1100000.0,87900000.0,,1019900000.0,,273900000.0,,-11400000.0,9800000.0,-200000.0,,,329700000.0,43600000.0,9800000.0,9800000.0,,436000000.0,9800000.0,65500000.0,,11112400000.0,533900000.0,,,-147400000.0,74500000.0,10101200000.0,221600000.0,,0.295,,,637900000.0,365000000.0,12306900000.0,104600000.0,,45200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7583600000.0,154200000.0,221600000.0,,,25400000.0,45700000.0,35900000.0,,275800000.0,-200000.0,388100000.0,,12215700000.0,,,,,,952800000.0,,,,,,,,,63300000.0,287000000.0,,,,,,14500000.0,-176800000.0,-59100000.0,,-7200000.0,,,,,0.0,0.485,,,6199400000.0,131200000.0,1832200000.0,-3800000.0,,,-173000000.0,,936200000.0,,1384200000.0,,,,3331500000.0,,,,,-3789500000.0,262200000.0,,,,,,,,64400000.0,,,,,,,-112100000.0,,332900000.0,,,1421500000.0,,,,5100000.0,,,,-159000000.0,293600000.0,,110600000.0,110600000.0,2980600000.0,,,,416000000.0,2141700000.0,,20600000.0,221600000.0,20500000.0,,151000000.0,8426200000.0,121600000.0,106600000.0,,,,,677000000.0,,,4700000.0,,,9800000.0,1100000.0,293600000.0,,,,,,,,,,,,,14500000.0,,,,14500000.0,108000000.0,,11116800000.0,,,,-9600000.0,,10180600000.0,,,0.485,,,580100000.0,,,110600000.0,,45200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7847500000.0,103300000.0,221600000.0,,,10400000.0,-12700000.0,1400000.0,,223200000.0,-200000.0,475600000.0,,12405000000.0,,,,,,750300000.0,,,,,,,,,,232500000.0,,,,,,16200000.0,-192200000.0,-58900000.0,,-5600000.0,,,,,0.0,0.28,,,6114300000.0,77800000.0,1837600000.0,-700000.0,,,-191500000.0,,1010100000.0,,1733200000.0,,,,3337400000.0,,,,,-3838800000.0,253700000.0,,,,,,,,49400000.0,,,,,,,39300000.0,,338600000.0,,,0.0,,,,11600000.0,,,,-173600000.0,154600000.0,,64600000.0,64300000.0,2829900000.0,,,,440700000.0,2189900000.0,,13200000.0,221600000.0,19700000.0,,172800000.0,8566200000.0,119900000.0,85900000.0,,,,,527100000.0,,,1700000.0,,,14500000.0,1100000.0,154600000.0,,,,,,,,,,,,,16200000.0,,,,16200000.0,61800000.0,,11386600000.0,,,,38200000.0,,10376500000.0,,,0.28,,,816900000.0,,,109600000.0,,45100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7956700000.0,194800000.0,221600000.0,,,,43900000.0,16900000.0,,317500000.0,-200000.0,471100000.0,,12659800000.0,,,,,,843100000.0,,,,,,,,,,324900000.0,,,,,,11000000.0,-271400000.0,-59000000.0,,-8500000.0,,,,,0.0,0.69,,,6214800000.0,170200000.0,1934500000.0,-3400000.0,,,-268000000.0,,962300000.0,,1741900000.0,,,,3435600000.0,,,,,-3896200000.0,267100000.0,,,,,,,,54700000.0,,,,,,,-49500000.0,,343300000.0,,,0.0,,,,11300000.0,,,,-254800000.0,315700000.0,,157800000.0,155900000.0,2799500000.0,,,,424200000.0,2290300000.0,,12400000.0,221600000.0,19800000.0,,204200000.0,8763600000.0,122700000.0,84300000.0,,,,,525600000.0,,,-5200000.0,,,16200000.0,1100000.0,315700000.0,,,,,,,,,,,,,11000000.0,,,,11000000.0,153300000.0,,11594000000.0,,,,67500000.0,,10631700000.0,,,0.69,,,846600000.0,,,110100000.0,,44600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.73,8445400000.0,91300000.0,221600000.0,395700000.0,344900000.0,,-51000000.0,1000000.0,0.0,216300000.0,-600000.0,427900000.0,,13140100000.0,-838900000.0,489200000.0,56900000.0,44300000.0,,804100000.0,,41700000.0,,,1043100000.0,180600000.0,,3350300000.0,,218500000.0,1759500000.0,-7100000.0,,,,56900000.0,-277300000.0,-59000000.0,7230700000.0,200000.0,383100000.0,,55200000.0,-4201700000.0,0.0,0.27,,25900000.0,7230700000.0,60800000.0,1938000000.0,-7000000.0,,,-270300000.0,,1043100000.0,12085900000.0,1214700000.0,,8445400000.0,221600000.0,3438700000.0,1938000000.0,,-236000000.0,9800000.0,-4201700000.0,260100000.0,-310800000.0,185000000.0,2317500000.0,324300000.0,1.73,3606700000.0,393300000.0,185000000.0,11042800000.0,891600000.0,,,,,195500000.0,,344900000.0,3438700000.0,-21100000.0,1759500000.0,,2321100000.0,-902800000.0,-35100000.0,,73200000.0,442300000.0,,127700000.0,-917700000.0,62700000.0,62500000.0,3606700000.0,84500000.0,,,462500000.0,2321100000.0,,-1900000.0,221600000.0,15200000.0,1100000.0,223800000.0,8938400000.0,125000000.0,84500000.0,1032800000.0,1214700000.0,,8938400000.0,587800000.0,,891600000.0,45900000.0,223800000.0,-358500000.0,11000000.0,1100000.0,127700000.0,,1062900000.0,,260100000.0,,47100000.0,56900000.0,-600000.0,,,462500000.0,-14900000.0,56900000.0,56900000.0,,440000000.0,56900000.0,60000000.0,,12085900000.0,543600000.0,,,-54400000.0,75200000.0,11042800000.0,221600000.0,,0.27,,,324300000.0,427900000.0,13140100000.0,112000000.0,,45700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8280800000.0,152900000.0,222200000.0,,,-32800000.0,85700000.0,29700000.0,,279600000.0,-600000.0,356900000.0,,,,,,,,897400000.0,,,,,,,,,65700000.0,266500000.0,,,,,,97600000.0,-250900000.0,-60700000.0,,-100000.0,,,,,,0.435,,,7257700000.0,119700000.0,1973900000.0,-5100000.0,,,-245800000.0,,913200000.0,,1023100000.0,,,,3597100000.0,,,,,,259700000.0,,,,,,,,59000000.0,,,,,,,-23100000.0,,343900000.0,,,0.0,122100000.0,,,15300000.0,,,,-226000000.0,314700000.0,,99200000.0,99200000.0,3606700000.0,,,,441700000.0,2366900000.0,,20500000.0,222200000.0,13300000.0,,167400000.0,9050000000.0,126700000.0,361600000.0,,,,,617800000.0,,,40700000.0,,,56900000.0,1100000.0,314700000.0,,,,,,,,,,,,,97600000.0,,,,97600000.0,96600000.0,,12079600000.0,,,,58600000.0,,11166400000.0,,,0.435,,,224500000.0,,,100200000.0,,46600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8490600000.0,109000000.0,226200000.0,,,7500000.0,15200000.0,13300000.0,,235900000.0,-600000.0,374900000.0,,,,,,,,717200000.0,,,,,,,,,,229500000.0,,,,,,54800000.0,-219400000.0,-62200000.0,,3600000.0,,,,,,0.3,,,7499100000.0,82600000.0,1979300000.0,3200000.0,,,-222600000.0,,1043900000.0,,991500000.0,,,,3620800000.0,,,,,,342800000.0,,,,,,,,71100000.0,,,,,,,-26000000.0,,349900000.0,,,0.0,17400000.0,,,-20400000.0,,,,-210200000.0,202600000.0,,71400000.0,70100000.0,3717400000.0,,,,462200000.0,2449100000.0,,11200000.0,226200000.0,19900000.0,,185200000.0,9173500000.0,126900000.0,297300000.0,,,,,481300000.0,,,-42800000.0,,,97600000.0,1100000.0,202600000.0,,,,,,,,,,,,,54800000.0,,,,54800000.0,67600000.0,,12312300000.0,,,,53100000.0,,11268400000.0,,,0.3,,,154400000.0,,,100400000.0,,46500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8612500000.0,235900000.0,226400000.0,,,,-155800000.0,58000000.0,,360800000.0,-600000.0,438300000.0,,,,,,,,898900000.0,,,,,,,,,,356100000.0,,,,,,139200000.0,-142700000.0,-62200000.0,,-6000000.0,,,,,,0.795,,,7621700000.0,210400000.0,2097000000.0,-22800000.0,,,-258000000.0,,1087700000.0,,990800000.0,,,,3745200000.0,,,,,,333000000.0,-30600000.0,,,,,,,309700000.0,,,,,,,49100000.0,,353100000.0,,,0.0,5900000.0,,,8300000.0,,,,-242700000.0,178000000.0,,182600000.0,182500000.0,3855800000.0,,,,440400000.0,2462100000.0,,27800000.0,226400000.0,20800000.0,,211500000.0,9366500000.0,124900000.0,427300000.0,,,,,538100000.0,,,84400000.0,,,54800000.0,1100000.0,178000000.0,,,,,,,,,,,,,139200000.0,,,,139200000.0,179900000.0,,12558600000.0,,,,-121000000.0,,11470900000.0,,,0.795,,,112100000.0,,,99300000.0,,46400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.68,8571100000.0,79200000.0,226600000.0,390900000.0,346300000.0,,21700000.0,13200000.0,0.0,205700000.0,-400000.0,402400000.0,,13770600000.0,-963600000.0,505000000.0,5800000.0,70400000.0,,740100000.0,,19800000.0,,,826800000.0,187100000.0,,3253600000.0,,210000000.0,1803000000.0,6800000.0,,151200000.0,,5800000.0,-306200000.0,-62200000.0,7211800000.0,-6200000.0,378200000.0,,114200000.0,-4251500000.0,,0.15,,-33200000.0,7211800000.0,48600000.0,2068900000.0,-100000.0,,,-307900000.0,,826800000.0,12495200000.0,1359300000.0,,8571100000.0,225400000.0,3724100000.0,2068900000.0,2700000.0,-247300000.0,56900000.0,-4251500000.0,306000000.0,-1000000.0,199900000.0,2171600000.0,473200000.0,1.68,3522200000.0,388400000.0,199900000.0,11668400000.0,871200000.0,22200000.0,,,,-3100000.0,,346300000.0,3724100000.0,-8700000.0,1803000000.0,5800000.0,2381200000.0,-1034300000.0,3600000.0,,-3100000.0,413700000.0,,175900000.0,-919200000.0,37700000.0,36600000.0,3522200000.0,93800000.0,,,483700000.0,2381200000.0,,10900000.0,226600000.0,16700000.0,1100000.0,223500000.0,9519100000.0,126500000.0,93800000.0,1082000000.0,1359300000.0,,9519100000.0,534400000.0,,871200000.0,-133400000.0,223500000.0,-183000000.0,139200000.0,1100000.0,175900000.0,,1062100000.0,,306000000.0,,-51100000.0,5800000.0,-400000.0,,,483700000.0,-24800000.0,5800000.0,5800000.0,,461300000.0,5800000.0,34100000.0,,12495200000.0,577000000.0,,,29100000.0,70700000.0,11668400000.0,225400000.0,,0.15,,,473200000.0,402400000.0,13770600000.0,113800000.0,,47600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8570400000.0,145900000.0,226800000.0,,,-31200000.0,21500000.0,22800000.0,,274700000.0,-400000.0,323800000.0,,,,,,,,843800000.0,,,,,,,,,27400000.0,272300000.0,,,,,,4800000.0,-220000000.0,-66500000.0,,-17600000.0,,,,,,0.425,,,7221900000.0,121800000.0,2098900000.0,19200000.0,,,-239200000.0,,768500000.0,,1348500000.0,,,,3764600000.0,,,,,,310200000.0,,,,,,,,175900000.0,,,,,,,-9300000.0,,323500000.0,,,0.0,6200000.0,,,-2600000.0,,,,,228300000.0,,100200000.0,99100000.0,3522700000.0,,,,497900000.0,2424600000.0,,21600000.0,226800000.0,23700000.0,,197200000.0,9626600000.0,128800000.0,390600000.0,,,,,569100000.0,,,-1000000.0,,,5800000.0,1100000.0,228300000.0,,,,,,,,,,,,,4800000.0,,,,4800000.0,96500000.0,,12535000000.0,,,,9200000.0,,11766500000.0,,,0.425,,,526800000.0,,,102500000.0,,48000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
