date,annualCashDividendsPaid,quarterlyLongTermDebt,annualPretaxIncome,annualLongTermDebt,quarterlyOtherCurrentLiabilities,trailingPretaxIncome,annualAccountsReceivable,annualGoodwill,annualNetIncome,trailingCashDividendsPaid,annualTotalAssets,trailingNetIncome,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,annualOtherNonCashItems,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,quarterlyBasicEPS,annualCommonStockIssuance,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,annualStockholdersEquity,quarterlyNetIncome,quarterlyGoodwill,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyInventory,annualDepreciationAndAmortization,annualTotalRevenue,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,trailingOperatingCashFlow,trailingOperatingIncome,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,annualCurrentLiabilities,annualOtherIncomeExpense,quarterlyCashDividendsPaid,annualNetPPE,annualOtherShortTermInvestments,annualOperatingIncome,annualOtherIntangibleAssets,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualChangeInAccountPayable,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyFreeCashFlow,annualInvestmentsAndAdvances,annualBasicEPS,quarterlyOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualCashAndCashEquivalents,quarterlyDilutedAverageShares,annualNetOtherInvestingChanges,quarterlyOtherNonCurrentAssets,annualChangesInAccountReceivables,quarterlyChangeInInventory,annualBeginningCashPosition,annualCurrentAssets,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,annualInterestExpense,quarterlyDilutedEPS,quarterlyChangesInAccountReceivables,annualOtherNonCurrentAssets,annualDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,trailingChangeInCashSupplementalAsReported,annualNetIncomeCommonStockholders,trailingOperatingExpense,trailingCapitalExpenditure,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualGrossPPE,annualRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,trailingGrossProfit,quarterlyOperatingExpense,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualDilutedAverageShares,quarterlyNetOtherInvestingChanges,annualDilutedEPS,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,annualCapitalExpenditure,trailingDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,annualCapitalStock,annualCostOfRevenue,quarterlyTaxProvision,annualTaxProvision,annualCurrentDebt,quarterlyRepaymentOfDebt,trailingCostOfRevenue,quarterlyEbitda,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyPretaxIncome,annualNetOtherFinancingCharges,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,annualOtherCurrentAssets,trailingDepreciationAndAmortization,annualInventory,trailingTaxProvision,annualBasicAverageShares,trailingOtherNonCashItems,annualChangeInWorkingCapital,annualPurchaseOfBusiness,quarterlyOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,quarterlyRetainedEarnings,annualFreeCashFlow,quarterlyPurchaseOfBusiness,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingFreeCashFlow,quarterlyGrossPPE,annualOperatingExpense,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualChangeInInventory,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualNonCurrentDeferredRevenue,trailingInterestExpense,quarterlyPurchaseOfInvestment,annualSaleOfInvestment,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,annualPurchaseOfInvestment,quarterlyStockBasedCompensation,trailingOtherIncomeExpense,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,quarterlySaleOfInvestment,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
2003-09-30,,3633000000.0,,,68000000.0,,,,,,,,15638000000.0,18512000000.0,1362000000.0,1414000000.0,,,,1050000000.0,58000000.0,,,,,0.517678,,6507000000.0,594463924.0,,307000000.0,,,296000000.0,20000000.0,328000000.0,,,,1824000000.0,,,,,,656000000.0,-226000000.0,306000000.0,,,-117000000.0,,,,,,242000000.0,656000000.0,,,,,64000000.0,656000000.0,,1007000000.0,-4000000.0,,,9753000000.0,,306000000.0,,,12707000000.0,,,,594791235.0,,1433000000.0,,,,,55000000.0,,,0.517678,,,,101000000.0,0.0,,,,,,,,,2631000000.0,598000000.0,,677000000.0,1317000000.0,,,,,,235000000.0,,,,-17000000.0,,,854000000.0,8759000000.0,,,,,,,102000000.0,,,,,684000000.0,,,398000000.0,,1498000000.0,,,,,,,,,,,442000000.0,,,,6027000000.0,,,,86000000.0,-151000000.0,,3494000000.0,,2874000000.0,3246000000.0,,2091000000.0,,453000000.0,-1996000000.0,-176000000.0,-147000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,-669000000.0,3684000000.0,1000000000.0,3684000000.0,61000000.0,,1521000000.0,,867000000.0,,18680000000.0,,15636000000.0,18680000000.0,1521000000.0,1446000000.0,,,,1013000000.0,27000000.0,,,,,,2000000.0,6335000000.0,,9200000000.0,397000000.0,,-461000000.0,403000000.0,-6000000.0,310000000.0,911000000.0,7606000000.0,6302000000.0,1638000000.0,,,,-1228000000.0,683000000.0,683000000.0,-111000000.0,396000000.0,3145000000.0,61000000.0,-120000000.0,1539000000.0,,1191000000.0,12622000000.0,,229000000.0,683000000.0,6335000000.0,1654000000.0,,,70000000.0,683000000.0,1542000000.0,571000000.0,0.0,2102000000.0,1013000000.0,9480000000.0,-311000000.0,501000000.0,,1.475933,12622000000.0,259000000.0,683000000.0,683000000.0,,-98000000.0,1475000000.0,,,709000000.0,3044000000.0,36000000.0,,262000000.0,,,1475000000.0,22000000.0,259000000.0,0.0,,858000000.0,,,-2317000000.0,,3856000000.0,,2639000000.0,656000000.0,,710000000.0,1542000000.0,,,,-26000000.0,,222000000.0,,61000000.0,592862477.0,-32000000.0,1.475933,,971000000.0,9200000000.0,-577000000.0,,971000000.0,,2639000000.0,5542000000.0,19000000.0,156000000.0,571000000.0,,,717000000.0,15636000000.0,2064000000.0,422000000.0,-3000000.0,1539000000.0,0.0,,36000000.0,,310000000.0,,581327015.0,,-93000000.0,,488000000.0,9480000000.0,,1638000000.0,6302000000.0,1077000000.0,,,-78000000.0,191000000.0,,3856000000.0,873000000.0,3044000000.0,3145000000.0,-20000000.0,2156000000.0,844000000.0,709000000.0,-2317000000.0,-572000000.0,-208000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,3685000000.0,,,15000000.0,,,,,,,,15612000000.0,18211000000.0,1200000000.0,1407000000.0,,,,1041000000.0,-134000000.0,,,,,0.055072,,6328000000.0,594707779.0,,37000000.0,,,42000000.0,-1000000.0,325000000.0,,,,1602000000.0,,,,,,549000000.0,-224000000.0,36000000.0,,,-119000000.0,,,,,,220000000.0,549000000.0,,,,,61000000.0,549000000.0,,491000000.0,0.0,,,9076000000.0,,172000000.0,,,12790000000.0,,,,595168122.0,,1289000000.0,,,,,4000000.0,,,0.055072,,,,276000000.0,,,,,,,,,,2649000000.0,683000000.0,,311000000.0,1210000000.0,,,,,,213000000.0,,,,-14000000.0,,,1032000000.0,9135000000.0,,,,,,,-6000000.0,,,,,318000000.0,,,36000000.0,,1533000000.0,1000000.0,,,,,,,,,,98000000.0,,,,6210000000.0,,,,-22000000.0,4000000.0,,3850000000.0,,2599000000.0,2748000000.0,,1718000000.0,,290000000.0,-2317000000.0,-200000000.0,-118000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,,4075000000.0,,,51000000.0,,,,,,,,15987000000.0,18767000000.0,1227000000.0,1398000000.0,,,,1069000000.0,60000000.0,,,,,0.319418,,6754000000.0,594886357.0,,192000000.0,,,180000000.0,29000000.0,336000000.0,,,,1610000000.0,,,,,,609000000.0,-589000000.0,191000000.0,,,-123000000.0,,,,,,216000000.0,609000000.0,,,,,52000000.0,609000000.0,,481000000.0,0.0,,,9549000000.0,,191000000.0,,,12992000000.0,,,,595433453.0,,1404000000.0,,,,,33000000.0,,,0.319418,,,,269000000.0,,,,,,,,,,2673000000.0,549000000.0,,468000000.0,1277000000.0,,,,,,211000000.0,,,,-14000000.0,,,986000000.0,9218000000.0,,,,,,,54000000.0,,,,,473000000.0,,,234000000.0,,1591000000.0,,,,,,,,,,,257000000.0,,,,6276000000.0,,,,35000000.0,-141000000.0,,3908000000.0,,2780000000.0,2795000000.0,,1866000000.0,,344000000.0,-2317000000.0,305000000.0,-153000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,4106000000.0,,,54000000.0,,,,,,,,16190000000.0,18791000000.0,1389000000.0,1488000000.0,,,,1057000000.0,-235000000.0,,,,,0.57275,,6765000000.0,595017047.0,,344000000.0,,,328000000.0,-1000000.0,324000000.0,,,,1602000000.0,,,,,,374000000.0,-326000000.0,344000000.0,,,-122000000.0,,,,,,252000000.0,374000000.0,,,,,63000000.0,374000000.0,,230000000.0,1000000.0,,,9327000000.0,,370000000.0,,,13093000000.0,,,,595656492.0,,1518000000.0,,,,,30000000.0,,,0.57275,,,,285000000.0,,,,,,,,,,2683000000.0,609000000.0,,735000000.0,1407000000.0,,,,,,243000000.0,,,,-12000000.0,,,871000000.0,9464000000.0,,,,,,,100000000.0,,,,,744000000.0,,,428000000.0,,1579000000.0,,,,,,,,,,,492000000.0,,,,6496000000.0,,,,-9000000.0,-68000000.0,,3896000000.0,,2601000000.0,2562000000.0,,2223000000.0,,531000000.0,-2317000000.0,-440000000.0,-161000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,-487000000.0,4013000000.0,1130000000.0,4013000000.0,0.0,,1648000000.0,,1011000000.0,,19643000000.0,,16751000000.0,19643000000.0,1648000000.0,1590000000.0,,,,1015000000.0,31000000.0,,-7000000.0,,,,,6598000000.0,,9962000000.0,438000000.0,,-1463000000.0,314000000.0,-3000000.0,312000000.0,939000000.0,8098000000.0,6808000000.0,1570000000.0,,,,-629000000.0,405000000.0,405000000.0,-324000000.0,437000000.0,3083000000.0,24000000.0,-123000000.0,1624000000.0,,1341000000.0,13840000000.0,,251000000.0,405000000.0,6598000000.0,1808000000.0,,,69000000.0,405000000.0,1738000000.0,302000000.0,-42000000.0,2280000000.0,1015000000.0,9681000000.0,,456000000.0,,1.696222,13840000000.0,458000000.0,405000000.0,405000000.0,,-60000000.0,1287000000.0,,,683000000.0,2892000000.0,0.0,,245000000.0,,,1287000000.0,-3000000.0,458000000.0,,,1008000000.0,,,-2709000000.0,,4333000000.0,,2696000000.0,374000000.0,,737000000.0,1738000000.0,,,,-278000000.0,,242000000.0,,0.0,595411288.0,-20000000.0,1.696222,,1043000000.0,9962000000.0,-619000000.0,,1043000000.0,,2696000000.0,5851000000.0,119000000.0,267000000.0,302000000.0,,,746000000.0,16751000000.0,2247000000.0,433000000.0,-40000000.0,1624000000.0,,,0.0,,312000000.0,,594261818.0,,-157000000.0,,495000000.0,9681000000.0,,1570000000.0,6808000000.0,1189000000.0,,,-7000000.0,48000000.0,,4333000000.0,906000000.0,2892000000.0,3083000000.0,-9000000.0,2327000000.0,863000000.0,643000000.0,-2709000000.0,-294000000.0,-187000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,3979000000.0,,,0.0,,,,,,,,16615000000.0,19179000000.0,1362000000.0,1511000000.0,,,,980000000.0,-78000000.0,,,,,0.132173,,6522000000.0,594867623.0,,73000000.0,,,69000000.0,2000000.0,329000000.0,,,,1563000000.0,,,,,,327000000.0,-293000000.0,72000000.0,,,-123000000.0,,,,,,226000000.0,327000000.0,,,,,54000000.0,327000000.0,,415000000.0,4000000.0,,,9328000000.0,,149000000.0,,,13763000000.0,,,,595935260.0,,1263000000.0,,,,,0.0,,,0.132173,,,,387000000.0,,,,,,,,,,2709000000.0,405000000.0,,339000000.0,1266000000.0,,,,,,226000000.0,,,,-110000000.0,,,1125000000.0,9851000000.0,,,,,,,-8000000.0,,,,,339000000.0,,,61000000.0,,1589000000.0,,,,,,,,,,,113000000.0,,,,6755000000.0,,,,-7000000.0,-73000000.0,,4298000000.0,,2564000000.0,2806000000.0,,1850000000.0,,263000000.0,-2709000000.0,-45000000.0,-114000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,3920000000.0,,,0.0,,,,,,,,16472000000.0,19053000000.0,1370000000.0,1551000000.0,,,,846000000.0,-9000000.0,,,,,0.506664,,6334000000.0,595326498.0,,302000000.0,,,302000000.0,1000000.0,340000000.0,,,,1568000000.0,,,,,,318000000.0,-180000000.0,301000000.0,,,-129000000.0,,,,,,230000000.0,318000000.0,,,,,56000000.0,318000000.0,,390000000.0,5000000.0,,,9148000000.0,,252000000.0,,,13658000000.0,,,,595910714.0,,1228000000.0,,,,,0.0,,,0.506664,,,,303000000.0,,,,,,,,,,2717000000.0,327000000.0,,507000000.0,1375000000.0,,,,,,230000000.0,,,,96000000.0,,,1049000000.0,9905000000.0,,,,,,,-80000000.0,,,,,507000000.0,,,222000000.0,,1586000000.0,,,,,,,,,,,277000000.0,,,,6885000000.0,,,,10000000.0,-63000000.0,,4295000000.0,,2581000000.0,2814000000.0,,2058000000.0,,397000000.0,-2709000000.0,-224000000.0,-145000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,3979000000.0,,,0.0,,,,,,,,16400000000.0,19255000000.0,1545000000.0,1630000000.0,,,,822000000.0,133000000.0,,,,,0.517678,,6374000000.0,594133462.0,,309000000.0,,,302000000.0,-17000000.0,330000000.0,,,,1573000000.0,,,,,,451000000.0,-298000000.0,308000000.0,,,-129000000.0,,,,,,239000000.0,451000000.0,,,,,59000000.0,451000000.0,,449000000.0,-15000000.0,,,9267000000.0,,402000000.0,,,13604000000.0,,,,595311145.0,,1241000000.0,,,,,0.0,,,0.517678,,,,273000000.0,-84000000.0,,,,,,,,,2728000000.0,318000000.0,,761000000.0,1491000000.0,,,,,,239000000.0,,,,-11000000.0,,,953000000.0,9988000000.0,,,,,,,144000000.0,,,,,761000000.0,,,446000000.0,,1555000000.0,,,,,,,,,,,522000000.0,,,,6987000000.0,,,,23000000.0,-75000000.0,,4264000000.0,,2855000000.0,2893000000.0,,2391000000.0,,540000000.0,-2709000000.0,-107000000.0,-138000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,-509000000.0,3983000000.0,1213000000.0,3983000000.0,19000000.0,,1699000000.0,9019000000.0,934000000.0,,19436000000.0,,16427000000.0,19436000000.0,1699000000.0,1616000000.0,,,,823000000.0,-44000000.0,,,,,,,6366000000.0,,9963000000.0,250000000.0,9019000000.0,-1071000000.0,253000000.0,-14000000.0,322000000.0,931000000.0,8703000000.0,6992000000.0,1560000000.0,,,,-798000000.0,407000000.0,407000000.0,-300000000.0,249000000.0,3107000000.0,-28000000.0,-128000000.0,1531000000.0,,1464000000.0,4482000000.0,,236000000.0,407000000.0,6366000000.0,1879000000.0,,,54000000.0,407000000.0,1730000000.0,300000000.0,2000000.0,2395000000.0,823000000.0,9473000000.0,-256000000.0,434000000.0,,1.564049,4482000000.0,245000000.0,407000000.0,407000000.0,,-39000000.0,1395000000.0,,,405000000.0,3009000000.0,6000000.0,,223000000.0,,,1395000000.0,-16000000.0,245000000.0,-127000000.0,,930000000.0,,,-2770000000.0,,4301000000.0,,0.0,451000000.0,,788000000.0,1730000000.0,,,,2000000.0,,236000000.0,,19000000.0,594610563.0,-14000000.0,1.564049,,1058000000.0,9963000000.0,-642000000.0,,1058000000.0,,0.0,6308000000.0,231000000.0,287000000.0,300000000.0,,,788000000.0,16427000000.0,2395000000.0,484000000.0,-4000000.0,1531000000.0,,,6000000.0,,322000000.0,,594610563.0,,-20000000.0,,552000000.0,9473000000.0,,1560000000.0,6992000000.0,1237000000.0,,,-42000000.0,191000000.0,,4301000000.0,931000000.0,3009000000.0,3107000000.0,-8000000.0,2404000000.0,926000000.0,679000000.0,-2770000000.0,-422000000.0,-245000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,3971000000.0,,,64000000.0,,,,,,,,16409000000.0,19077000000.0,1421000000.0,1564000000.0,,,,833000000.0,-122000000.0,,,,,0.231303,,6331000000.0,588458537.0,,137000000.0,9023000000.0,,174000000.0,38000000.0,332000000.0,,,,1527000000.0,,,,,,285000000.0,-198000000.0,136000000.0,,,-140000000.0,,,,,,224000000.0,285000000.0,,,,,53000000.0,285000000.0,,452000000.0,8000000.0,,,9200000000.0,,125000000.0,,,4355000000.0,,,,589225378.0,,1561000000.0,,,,,32000000.0,,,0.231303,,,,306000000.0,-168000000.0,,,,,,,,,0.0,407000000.0,,367000000.0,1237000000.0,,,,,,224000000.0,,,,-14000000.0,,,1116000000.0,9877000000.0,,,,,,,-46000000.0,,,,,367000000.0,,,128000000.0,,1470000000.0,,,,,,,,,,,143000000.0,,,,6835000000.0,,,,-17000000.0,-195000000.0,,4240000000.0,,2668000000.0,2869000000.0,,1931000000.0,,229000000.0,-2770000000.0,-153000000.0,-104000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,3984000000.0,,,133000000.0,,,,,,,,16560000000.0,19230000000.0,1437000000.0,1568000000.0,,,,835000000.0,-61000000.0,,,,,0.29739,,6358000000.0,584586855.0,,173000000.0,9190000000.0,,179000000.0,3000000.0,345000000.0,,,,1539000000.0,,,,,,224000000.0,-209000000.0,171000000.0,,,-140000000.0,,,,,,227000000.0,224000000.0,,,,,57000000.0,224000000.0,,425000000.0,8000000.0,,,9335000000.0,,331000000.0,,,4294000000.0,,,,586324069.0,,1630000000.0,,,,,88000000.0,,,0.286375,,,,392000000.0,-123000000.0,,,,,,,,,0.0,285000000.0,,533000000.0,1346000000.0,,,,,,228000000.0,,,,-11000000.0,,,1073000000.0,9895000000.0,,,,,,,72000000.0,,,,,533000000.0,,,251000000.0,,1446000000.0,,,,,,,,,,,305000000.0,,,,6753000000.0,,,,22000000.0,-8000000.0,,4216000000.0,,2670000000.0,2977000000.0,,2101000000.0,,467000000.0,-2770000000.0,-319000000.0,-136000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,3785000000.0,,,109000000.0,,,,,,,,16625000000.0,19776000000.0,1654000000.0,1632000000.0,,,,844000000.0,267000000.0,,,,,0.715938,,6159000000.0,583220514.0,,419000000.0,9299000000.0,,388000000.0,-5000000.0,323000000.0,,,,1530000000.0,,,,,,491000000.0,-310000000.0,418000000.0,,,-139000000.0,,,,,,249000000.0,491000000.0,,,,,60000000.0,491000000.0,,795000000.0,5000000.0,,,9583000000.0,,478000000.0,,,4348000000.0,,,,585068178.0,,1534000000.0,,26000000.0,,,72000000.0,,,0.715938,,,,455000000.0,-67000000.0,,,,,,,,,0.0,224000000.0,,798000000.0,1501000000.0,,,,,,249000000.0,,,,-14000000.0,,,1019000000.0,10193000000.0,,,,,,,96000000.0,,,,,798000000.0,,,484000000.0,,1444000000.0,,,,,,,,,,,549000000.0,,,,6970000000.0,,,,-8000000.0,-67000000.0,,4214000000.0,,3151000000.0,3424000000.0,,2430000000.0,,633000000.0,-2770000000.0,-58000000.0,-155000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,-553000000.0,3681000000.0,1038000000.0,3681000000.0,862000000.0,,1369000000.0,6552000000.0,1120000000.0,,20132000000.0,,16867000000.0,20132000000.0,1369000000.0,-33000000.0,,,,1233000000.0,-157000000.0,,-23000000.0,,,,,5912000000.0,,10481000000.0,391000000.0,6552000000.0,-1290000000.0,178000000.0,-35000000.0,73000000.0,681000000.0,6641000000.0,7169000000.0,998000000.0,,,,-912000000.0,334000000.0,334000000.0,-573000000.0,390000000.0,3739000000.0,1000000.0,-134000000.0,625000000.0,,1258000000.0,4108000000.0,,-19000000.0,334000000.0,5912000000.0,2125000000.0,,,52000000.0,334000000.0,1309000000.0,597000000.0,12000000.0,1939000000.0,1233000000.0,9651000000.0,-412000000.0,738000000.0,,1.905496,4108000000.0,513000000.0,334000000.0,334000000.0,,-26000000.0,5582000000.0,,-1000000.0,407000000.0,3265000000.0,1039000000.0,,221000000.0,,,5582000000.0,-121000000.0,513000000.0,-54000000.0,,1115000000.0,,,-1095000000.0,,1720000000.0,,0.0,491000000.0,,243000000.0,1309000000.0,,,,-73000000.0,,-19000000.0,,862000000.0,585149422.0,13000000.0,1.905496,,971000000.0,10481000000.0,-453000000.0,,971000000.0,,0.0,4702000000.0,-3000000.0,119000000.0,597000000.0,,,243000000.0,16867000000.0,1939000000.0,175000000.0,33000000.0,625000000.0,,,1039000000.0,,73000000.0,,585149422.0,,-45000000.0,,262000000.0,9651000000.0,,998000000.0,7169000000.0,1672000000.0,,,-118000000.0,225000000.0,,1720000000.0,681000000.0,3265000000.0,3739000000.0,-5000000.0,210000000.0,919000000.0,796000000.0,-1095000000.0,-382000000.0,-58000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,3275000000.0,,,654000000.0,,,,,,,,16999000000.0,20038000000.0,1285000000.0,1267000000.0,,,,1241000000.0,16000000.0,,,,,0.385505,,5503000000.0,582028987.0,,224000000.0,6674000000.0,,210000000.0,6000000.0,80000000.0,,,,987000000.0,,,,,,350000000.0,-316000000.0,223000000.0,,,-154000000.0,,,,,,176000000.0,350000000.0,,,,,53000000.0,350000000.0,,1252000000.0,10000000.0,,,9528000000.0,,189000000.0,,,4123000000.0,,,,584491253.0,,5602000000.0,,-8000000.0,,,868000000.0,,,0.385505,,,,526000000.0,-55000000.0,,,,,,,,,0.0,334000000.0,,402000000.0,1058000000.0,,,,,,176000000.0,,,,-4000000.0,,,1061000000.0,10510000000.0,,,,,,,-31000000.0,,,,,402000000.0,,,179000000.0,,600000000.0,,-1000000.0,,,,,,,,,226000000.0,,,,7152000000.0,,,,-42000000.0,-103000000.0,,1695000000.0,,3039000000.0,4025000000.0,,1669000000.0,,287000000.0,-1095000000.0,45000000.0,-98000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,3375000000.0,,,486000000.0,,,,,,,,16944000000.0,20025000000.0,1269000000.0,1276000000.0,,,,1250000000.0,72000000.0,,,,,0.649851,,5591000000.0,581859403.0,,377000000.0,6749000000.0,,264000000.0,6000000.0,82000000.0,,,,966000000.0,,,,,,422000000.0,199000000.0,375000000.0,,,-155000000.0,,,,,,179000000.0,422000000.0,,,,,51000000.0,422000000.0,,866000000.0,5000000.0,,,9256000000.0,,301000000.0,,,3459000000.0,,,,584834305.0,,5448000000.0,,0.0,,,798000000.0,,,0.638837,,,,543000000.0,-20000000.0,,,,,,,,,0.0,350000000.0,,534000000.0,1288000000.0,,,,,,179000000.0,,,,-8000000.0,,,1025000000.0,10769000000.0,,,,,,,46000000.0,,,,,534000000.0,,,310000000.0,,1288000000.0,,,,,,,,,,,355000000.0,,,,7352000000.0,,,,-19000000.0,7000000.0,,2383000000.0,,3081000000.0,3665000000.0,,1810000000.0,,443000000.0,-1095000000.0,-570000000.0,-142000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,3418000000.0,,,79000000.0,,,,,,,,13355000000.0,22918000000.0,1327000000.0,1307000000.0,,,,889000000.0,7033000000.0,,,,,5.099681,,5338000000.0,582223501.0,,2969000000.0,6804000000.0,,315000000.0,-6000000.0,85000000.0,,,,1031000000.0,,,,,,7455000000.0,7294000000.0,2968000000.0,,,-154000000.0,,,,,,182000000.0,7455000000.0,,,,,-40000000.0,7455000000.0,,406000000.0,4000000.0,,,9334000000.0,,284000000.0,,,3484000000.0,,,,585115884.0,,1730000000.0,,-2000000.0,,,92000000.0,,,5.077652,,,,517000000.0,-76000000.0,,,,,,,,,0.0,422000000.0,,494000000.0,2562000000.0,,,,,,182000000.0,,,,-21000000.0,,,949000000.0,13584000000.0,,,,,,,31000000.0,,,,,494000000.0,,,346000000.0,,1337000000.0,,,,,,,,,,,312000000.0,,,,10163000000.0,,,,-9000000.0,-110000000.0,,2432000000.0,,9563000000.0,3996000000.0,,1801000000.0,,427000000.0,-1095000000.0,-689000000.0,-143000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,-618000000.0,4264000000.0,1251000000.0,4264000000.0,4000000.0,,1565000000.0,6935000000.0,4004000000.0,,22831000000.0,,13153000000.0,22831000000.0,1565000000.0,1427000000.0,,,,783000000.0,42000000.0,,-3000000.0,,,,,6021000000.0,,13571000000.0,434000000.0,6935000000.0,5883000000.0,307000000.0,-40000000.0,,724000000.0,7296000000.0,10355000000.0,974000000.0,,,,-464000000.0,7497000000.0,7497000000.0,-1294000000.0,432000000.0,3239000000.0,-34000000.0,-155000000.0,1452000000.0,,1297000000.0,3438000000.0,,187000000.0,7497000000.0,6021000000.0,1816000000.0,,,-52000000.0,7497000000.0,1532000000.0,595000000.0,-62000000.0,2021000000.0,783000000.0,9260000000.0,-168000000.0,434000000.0,,6.873004,3438000000.0,284000000.0,7497000000.0,7497000000.0,,-37000000.0,1328000000.0,,,334000000.0,9678000000.0,4000000.0,,12000000.0,,,1328000000.0,-124000000.0,284000000.0,-17000000.0,,3998000000.0,,,-2726000000.0,,4178000000.0,,0.0,7455000000.0,,591000000.0,1532000000.0,,,,7163000000.0,,187000000.0,,4000000.0,585449065.0,-4000000.0,6.828946,,1108000000.0,13571000000.0,-608000000.0,,1108000000.0,,0.0,5275000000.0,109000000.0,155000000.0,595000000.0,,,591000000.0,13153000000.0,2021000000.0,416000000.0,-43000000.0,1452000000.0,,0.0,4000000.0,,,,581696186.0,,-133000000.0,,404000000.0,9260000000.0,,974000000.0,10355000000.0,1208000000.0,,,-54000000.0,73000000.0,,4178000000.0,724000000.0,9678000000.0,3239000000.0,,2018000000.0,1096000000.0,659000000.0,-2726000000.0,750000000.0,-225000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
