,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualLongTermDebt,annualCashDividendsPaid,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlyLongTermDebt,annualAccountsReceivable,annualNetIncome,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,annualGoodwill,annualTotalAssets,quarterlyTotalAssets,annualPretaxIncome,trailingNetIncome,quarterlyAccountsReceivable,trailingInvestingCashFlow,trailingNetOtherInvestingChanges,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,annualDepreciationAndAmortization,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualRetainedEarnings,quarterlyInventory,quarterlyNetIncome,trailingStockBasedCompensation,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,trailingCommonStockIssuance,quarterlyGoodwill,quarterlyOtherIncomeExpense,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,trailingOperatingCashFlow,annualBasicEPS,trailingOtherIncomeExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,annualEndCashPosition,annualOtherIncomeExpense,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,annualOperatingIncome,quarterlyDepreciationAndAmortization,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,annualCurrentLiabilities,annualNetPPE,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,trailingPretaxIncome,annualNetOtherInvestingChanges,quarterlyTotalLiabilitiesNetMinorityInterest,annualCashAndCashEquivalents,quarterlyOtherNonCurrentAssets,annualBeginningCashPosition,annualCurrentAssets,annualChangesInAccountReceivables,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,trailingChangesInAccountReceivables,quarterlyIncomeTaxPayable,trailingInterestExpense,trailingBeginningCashPosition,annualInterestExpense,annualOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,quarterlyChangesInAccountReceivables,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,trailingOperatingExpense,annualDilutedAverageShares,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,annualGrossPPE,annualRepaymentOfDebt,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,annualDilutedEPS,annualChangeInCashSupplementalAsReported,annualBasicAverageShares,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyOperatingExpense,quarterlyGrossProfit,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingDeferredIncomeTax,quarterlyCurrentDeferredRevenue,annualCapitalExpenditure,trailingGrossProfit,trailingNetIncomeCommonStockholders,quarterlyDilutedEPS,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualCurrentDeferredRevenue,annualOtherCurrentAssets,annualCapitalStock,annualTotalRevenue,annualCostOfRevenue,annualTaxProvision,annualCurrentDebt,annualStockBasedCompensation,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,annualGrossProfit,quarterlyEbitda,quarterlyNetPPE,annualNetOtherFinancingCharges,quarterlyRetainedEarnings,trailingTaxProvision,quarterlyTaxProvision,annualInventory,trailingChangeInInventory,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyBasicAverageShares,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,annualTotalLiabilitiesNetMinorityInterest,annualNonCurrentDeferredTaxesLiabilities,quarterlyNonCurrentDeferredRevenue,annualFreeCashFlow,quarterlyChangeInWorkingCapital,annualChangeInInventory,quarterlyCurrentAssets,annualOperatingExpense,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyOperatingCashFlow,annualNetIncomeContinuousOperations,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyPurchaseOfInvestment,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,annualIncomeTaxPayable,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,quarterlyPurchaseOfBusiness,annualPurchaseOfInvestment,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingRepurchaseOfCapitalStock,trailingBasicEPS
867628800,70200000.0,200000.0,,,0.0,0.129018,29600000.0,,,,,,,102300000.0,,,2000000.0,,,,,,,,,2900000.0,,,,,600000.0,500000.0,,,500000.0,,,0.0,,1000000.0,,,,,,3875428.0,-1900000.0,-800000.0,,500000.0,200000.0,,,,,,,,,,2800000.0,200000.0,,,200000.0,200000.0,,,,600000.0,300000.0,-500000.0,,,96800000.0,,,,,75800000.0,,-100000.0,,,,,700000.0,,,,,,,400000.0,,,,,,,,,,,,,,26500000.0,300000.0,,,1600000.0,,,,-100000.0,,4100000.0,5600000.0,,,,,,,,0.129018,,100000.0,,,,,,,,,,900000.0,,2100000.0,92300000.0,,6500000.0,,400000.0,,,100000.0,,,900000.0,,,1500000.0,400000.0,,,,3875428.0,,5600000.0,,,,,-600000.0,,5500000.0,,92400000.0,4700000.0,,1500000.0,,-100000.0,-2000000.0,,,,,,,,,,,,,,,,,,,,
875577600,72800000.0,-100000.0,,,400000.0,0.142364,32100000.0,,,,,,,105500000.0,,,2200000.0,,,,,,,,,3500000.0,,,,,700000.0,600000.0,,,600000.0,,,0.0,,1000000.0,,,,,,4214549.0,-2700000.0,-400000.0,,600000.0,600000.0,,,,,,,,,,2800000.0,600000.0,,,100000.0,600000.0,,,,700000.0,600000.0,-2300000.0,,,99100000.0,,,,,78500000.0,,0.0,,,,,1300000.0,,,,,,,0.0,,,,,,,,,,,,,,27000000.0,200000.0,,,1300000.0,,,,100000.0,,4200000.0,5900000.0,,,,,,,,0.142364,,100000.0,,,,,,,,,,1000000.0,,2300000.0,94400000.0,,6600000.0,,400000.0,,,100000.0,,,400000.0,,,1700000.0,2600000.0,,,,4214549.0,0.0,5900000.0,,,,,-500000.0,,6400000.0,,94500000.0,4800000.0,,500000.0,,-100000.0,-2800000.0,,,,,,,,,,,,,,,,,,,,
883526400,73400000.0,1200000.0,32100000.0,-1700000.0,-500000.0,,32100000.0,2100000.0,2000000.0,,,,107900000.0,107900000.0,3200000.0,,2100000.0,,,27200000.0,2300000.0,,,,,2400000.0,,,600000.0,6900000.0,600000.0,700000.0,,-10900000.0,700000.0,,,100000.0,,1200000.0,,,0.475556,,6800000.0,,-4300000.0,-400000.0,,700000.0,100000.0,100000.0,200000.0,,,5800000.0,,2600000.0,,,2400000.0,100000.0,6200000.0,98000000.0,1200000.0,100000.0,4100000.0,8200000.0,73400000.0,700000.0,100000.0,-1800000.0,,-100000.0,102100000.0,100000.0,300000.0,,-100000.0,80700000.0,100000.0,100000.0,100000.0,5800000.0,,,1100000.0,,,,,2600000.0,100000.0,0.0,300000.0,200000.0,,-23200000.0,900000.0,1900000.0,,,3965341.0,,,121200000.0,,27200000.0,600000.0,,,2600000.0,0.475556,0.0,3965341.0,-100000.0,2400000.0,4100000.0,5900000.0,,1200000.0,,,-11200000.0,,,,,0.0,,1100000.0,2400000.0,22300000.0,,1200000.0,1200000.0,,,1100000.0,22300000.0,2400000.0,98000000.0,1100000.0,6900000.0,,400000.0,600000.0,,300000.0,,102100000.0,600000.0,-900000.0,,1800000.0,1200000.0,,,,,100000.0,5900000.0,80700000.0,1200000.0,,-7100000.0,1300000.0,,5800000.0,16500000.0,121200000.0,6200000.0,,2600000.0,2000000.0,-23200000.0,-4400000.0,,,,,,,,,,,,,,,,,,,,
891302400,73700000.0,100000.0,,,200000.0,0.075631,32100000.0,,,,,,,111200000.0,,,2300000.0,,,,,,,,,2900000.0,,,,,600000.0,300000.0,,,300000.0,,,100000.0,,1200000.0,,,,,,3966627.0,-4200000.0,-400000.0,,300000.0,300000.0,,,,,,,,,,2300000.0,300000.0,,,3200000.0,300000.0,,,,700000.0,400000.0,-1900000.0,,,105600000.0,,,,,84000000.0,,0.0,,,,,800000.0,,,,,,,-100000.0,200000.0,,,,,,,,,,,,,27200000.0,100000.0,,,3200000.0,,,,0.0,,4500000.0,5600000.0,,,,,,,,0.075631,,100000.0,,,,,,,,,,500000.0,,1700000.0,101600000.0,,6800000.0,,200000.0,,,200000.0,,,500000.0,,,1100000.0,2100000.0,,,,3966627.0,,5600000.0,,,,,1500000.0,,5600000.0,,124800000.0,9400000.0,,2300000.0,,-23200000.0,-4200000.0,,,,,,,,,,,,,,,,,,,,
899164800,73800000.0,6100000.0,,,-100000.0,0.244689,32100000.0,,,,,,,115500000.0,,,1900000.0,,,,,,,,,3400000.0,,,,,600000.0,1000000.0,,,1000000.0,,,100000.0,,1400000.0,,,,,,4086820.0,-4300000.0,-400000.0,,1000000.0,200000.0,,,,,,,,,,2400000.0,200000.0,,,6100000.0,200000.0,,,,800000.0,-100000.0,-2600000.0,,,109900000.0,,,,,87600000.0,,0.0,,,,,500000.0,,,,,,,0.0,300000.0,,,,,,,,,,,,,27900000.0,300000.0,,,3200000.0,,,,0.0,,4400000.0,6700000.0,,,,,,,,0.244689,,100000.0,,,,,,,,,,1700000.0,,2800000.0,105800000.0,,7300000.0,,700000.0,,,100000.0,,,600000.0,,,2300000.0,2500000.0,,,,4086820.0,,6700000.0,,,,,100000.0,,5600000.0,,129000000.0,12700000.0,,1700000.0,,-23200000.0,-4300000.0,,,,,,,,,,,,,,,,,,,,
907113600,74700000.0,-100000.0,,,0.0,0.177956,32100000.0,,,,,,,118900000.0,,,2100000.0,,,,,,,,,2700000.0,,,,,600000.0,700000.0,,,700000.0,,,100000.0,,1500000.0,,,,,,3933557.0,-3900000.0,700000.0,,700000.0,100000.0,,,,,,,,,,2300000.0,200000.0,,,9100000.0,200000.0,,,,800000.0,1000000.0,-3600000.0,,,112600000.0,,,,,90700000.0,,-100000.0,,,,,1300000.0,,,,,,,-1200000.0,300000.0,,,,,,,,,,,,,28200000.0,200000.0,,,3300000.0,,,,0.0,,4800000.0,6700000.0,,,,,,,,0.177956,,100000.0,,,,,,,,,,1200000.0,,2500000.0,108800000.0,,7600000.0,,500000.0,,,100000.0,,,300000.0,,,1900000.0,3500000.0,,,,3933557.0,100000.0,6700000.0,,,,,-900000.0,,6300000.0,,132100000.0,15000000.0,,300000.0,,-23300000.0,-3900000.0,,,,,,,,,,,,,,,,,,,,
915062400,76000000.0,200000.0,32100000.0,-1800000.0,-100000.0,,32100000.0,2000000.0,2700000.0,,,,119400000.0,119400000.0,4500000.0,,2000000.0,,,28400000.0,2200000.0,,,,,3000000.0,,,400000.0,7800000.0,600000.0,600000.0,,-14300000.0,600000.0,,,0.0,,2500000.0,,,0.653333,,6900000.0,,-1900000.0,-1700000.0,,500000.0,100000.0,100000.0,100000.0,,,7600000.0,,3100000.0,,,2300000.0,100000.0,14100000.0,110100000.0,7800000.0,100000.0,7400000.0,9800000.0,76000000.0,900000.0,700000.0,1200000.0,,-100000.0,113800000.0,100000.0,300000.0,,0.0,91000000.0,100000.0,-100000.0,100000.0,5600000.0,,,900000.0,,,,,3200000.0,-100000.0,1200000.0,300000.0,200000.0,,-24500000.0,1300000.0,2600000.0,,,4086000.0,,,134600000.0,,28400000.0,100000.0,,,3100000.0,0.644444,0.0,4041000.0,0.0,3000000.0,4500000.0,6500000.0,,200000.0,,,-14300000.0,,,,,0.0,,900000.0,2300000.0,25500000.0,,1800000.0,7800000.0,,,1000000.0,25500000.0,2600000.0,110100000.0,2000000.0,7800000.0,,400000.0,600000.0,,0.0,,113800000.0,800000.0,1400000.0,,2000000.0,-1200000.0,,,,,1100000.0,6500000.0,91000000.0,2500000.0,,-6900000.0,700000.0,,5600000.0,17900000.0,134600000.0,14100000.0,,3100000.0,2700000.0,-24500000.0,-1900000.0,,,,,,,,,,,,,,,,,,,,
922838400,76000000.0,-100000.0,,,0.0,0.093427,32000000.0,,,,,,,122000000.0,,,1900000.0,,,,,,,,,3500000.0,,,,,600000.0,400000.0,,,400000.0,,,100000.0,,2600000.0,,,,,,4495493.0,-3500000.0,-500000.0,,400000.0,100000.0,,,,,,,,,,2200000.0,100000.0,,,10600000.0,100000.0,,,,800000.0,-200000.0,-2200000.0,,,117000000.0,,,,,93600000.0,,-100000.0,,,,,600000.0,,,,,,,-100000.0,300000.0,,,,,,,,,,,,,28400000.0,100000.0,,,2600000.0,,,,0.0,,4500000.0,5900000.0,,,,,,,,0.088978,,100000.0,,,,,,,,,,700000.0,,1900000.0,113300000.0,,7700000.0,,300000.0,,,200000.0,,,400000.0,,,1400000.0,2200000.0,,,,4281418.0,,5900000.0,,,,,500000.0,,5000000.0,,137800000.0,16600000.0,,1300000.0,,-24500000.0,-3500000.0,,,,,,,,,,,,,,,,,,,,
930700800,80600000.0,100000.0,,,0.0,0.142364,35100000.0,,,,,,,127700000.0,,,1900000.0,,,,,,,,,3100000.0,,,,,600000.0,700000.0,,,700000.0,,,100000.0,,3200000.0,,,,,,4916973.0,-6700000.0,-600000.0,,700000.0,100000.0,,,,,,,,,,2500000.0,100000.0,,,7200000.0,100000.0,,,,700000.0,1700000.0,-4000000.0,,,122400000.0,,,,,96000000.0,,-100000.0,,,,,300000.0,,,,,,,0.0,300000.0,,,,,,,,,,,,,31700000.0,100000.0,,,4200000.0,,,,0.0,,5000000.0,6800000.0,,,,,,,,0.142364,,100000.0,,,,,,,,,,1200000.0,,2400000.0,119000000.0,,5000000.0,,500000.0,,,7600000.0,,,700000.0,,,1800000.0,3900000.0,,,,4916973.0,,6800000.0,,,,,900000.0,,5300000.0,,143500000.0,14600000.0,,2700000.0,,-24500000.0,-6700000.0,,,,,,,,,,,,,,,,,,,,
938649600,81900000.0,8700000.0,,,200000.0,0.249138,35100000.0,,,,,,,129900000.0,,,2600000.0,,,,,,,,,3400000.0,,,,,600000.0,1100000.0,,,1100000.0,,,-100000.0,,3200000.0,,,,,,4495502.0,-1300000.0,-500000.0,,1100000.0,300000.0,,,,,,,,,,2500000.0,300000.0,,,8700000.0,300000.0,,,,800000.0,800000.0,-1400000.0,,,123000000.0,,,,,97600000.0,,0.0,,,,,1100000.0,,,,,,,0.0,300000.0,,,,,,,,,,,,,32300000.0,100000.0,,,2600000.0,,,,0.0,,4600000.0,7400000.0,,,,,,,,0.244689,,,,,,,,,,,,1900000.0,,3400000.0,119600000.0,,5600000.0,,800000.0,,,0.0,,,500000.0,,,2800000.0,1700000.0,,,,4415224.0,0.0,7400000.0,,,,,-1700000.0,,6900000.0,,144100000.0,14700000.0,,-100000.0,,-24500000.0,-1300000.0,,,,,,,,,,,,,,,,,,,,
946598400,82100000.0,8800000.0,34500000.0,-2200000.0,-200000.0,,34500000.0,2300000.0,3000000.0,,,,132500000.0,132500000.0,5000000.0,,2300000.0,,,32800000.0,,,,,,3700000.0,,,8000000.0,5900000.0,700000.0,800000.0,,-15300000.0,800000.0,,,0.0,,3800000.0,,,0.657778,,7900000.0,,-3800000.0,-600000.0,,800000.0,100000.0,100000.0,100000.0,,,8200000.0,,4000000.0,,,2700000.0,100000.0,16500000.0,122800000.0,8800000.0,100000.0,7500000.0,10500000.0,82100000.0,900000.0,800000.0,-200000.0,,-100000.0,126500000.0,100000.0,,,0.0,99700000.0,100000.0,0.0,100000.0,6000000.0,,,900000.0,,,,,3300000.0,0.0,0.0,,200000.0,,-26700000.0,1100000.0,2900000.0,,,4491000.0,,,149500000.0,,32800000.0,300000.0,,,4000000.0,0.648889,0.0,4412250.0,0.0,3700000.0,4400000.0,6700000.0,,8800000.0,,,-15300000.0,,,,,0.0,,900000.0,2700000.0,26800000.0,,2000000.0,8800000.0,,,1300000.0,26800000.0,2800000.0,122800000.0,3100000.0,5900000.0,,500000.0,700000.0,,200000.0,,126500000.0,,1200000.0,,2300000.0,100000.0,,,,,600000.0,6700000.0,99700000.0,3800000.0,,-7800000.0,1500000.0,-100000.0,6000000.0,18600000.0,149500000.0,16500000.0,,3600000.0,3000000.0,-26700000.0,-3800000.0,,,,,,,,,,,,,,,,,,,,
954460800,82261000.0,13535000.0,,,492000.0,0.053333,34251000.0,,,,,,,135277000.0,,,2253000.0,,,,,,,,,3909000.0,,,,,658000.0,252000.0,,,252000.0,,,11000.0,,3868000.0,,,,,,4603529.0,-3118000.0,-572000.0,,235000.0,614000.0,,,,,,,,,,2575000.0,614000.0,,,13535000.0,614000.0,,,,891000.0,324000.0,-4040000.0,,,128892000.0,,,,,102828000.0,,271000.0,,,,52000.0,1014000.0,,,,,,,-100000.0,,,,,,,,,,,,,,32449000.0,122000.0,,,2152000.0,,,,0.0,,5101000.0,6348000.0,,,,,,,,0.048889,,45000.0,,,,,,,,,,426000.0,,1844000.0,124940000.0,,5599000.0,,174000.0,,,127000.0,,,,,,1247000.0,4526000.0,,,,4502760.0,-179000.0,6348000.0,,,,,-1527000.0,,6385000.0,,151640000.0,19611000.0,,-916000.0,,-26700000.0,-3124000.0,,,,,,,,,,,,,,,,,,,,
962323200,82324000.0,14762000.0,,,-357000.0,0.217778,33966000.0,,,,,,,139388000.0,,,2110000.0,,,,,,,,,5505000.0,,,,,659000.0,1006000.0,,,1006000.0,,,9000.0,,3978000.0,,,,,,4599483.0,-4610000.0,-565000.0,,991000.0,257000.0,,,,,,,,,,2579000.0,257000.0,,,14762000.0,257000.0,,,,978000.0,831000.0,-1381000.0,,,132704000.0,,,,,106431000.0,,287000.0,,,,-1000.0,950000.0,,,,,,,0.0,,,,,,,,,,,,,,32957000.0,614000.0,,,2893000.0,,,,0.0,,4683000.0,7239000.0,,,,,,,,0.213333,,45000.0,,,,,,,,,,1679000.0,,3166000.0,128896000.0,,6028000.0,,673000.0,,,79000.0,,,,,,2556000.0,1020000.0,,,,4512807.0,110000.0,7239000.0,,,,,1600000.0,,6684000.0,,155596000.0,23160000.0,,3233000.0,,-26700000.0,-4614000.0,,,,,,,,,,,,,,,,,,,,
970272000,83508000.0,18263000.0,,,287000.0,0.137778,33688000.0,,,,,,,140074000.0,,,1126000.0,,,,,,,,,1839000.0,,,,,628000.0,636000.0,,,636000.0,,,10000.0,,4821000.0,,,,,,4601621.0,-2403000.0,-552000.0,,622000.0,544000.0,,,,,,,,,,2683000.0,544000.0,,,18263000.0,544000.0,,,,1076000.0,311000.0,-2190000.0,,,134147000.0,,,,,106868000.0,,299000.0,,,,31000.0,1530000.0,,,,,,,0.0,,,,,,,,,,,,,,33206000.0,257000.0,,,2316000.0,,,,0.0,,5015000.0,7022000.0,,,,,,,,0.133333,,45000.0,,,,,,,,,,999000.0,,2684000.0,130532000.0,,6098000.0,,363000.0,,,38000.0,,,,,,2007000.0,2463000.0,,,,4520511.0,1073000.0,7022000.0,,,,,-2102000.0,,5927000.0,,157232000.0,22418000.0,,227000.0,,-26700000.0,-2417000.0,,,,,,,,,,,,,,,,,,,,
978220800,100846000.0,3119000.0,50717000.0,-2257000.0,-152000.0,,50717000.0,1967000.0,2451000.0,,,,144407000.0,144407000.0,4070000.0,,1967000.0,,,33129000.0,,,,,,3211000.0,,,280000.0,6070000.0,730000.0,557000.0,,-14371000.0,557000.0,,,13000.0,,5165000.0,,,0.528889,,10690000.0,,-4240000.0,-568000.0,,542000.0,392000.0,392000.0,42000.0,,,7830000.0,,3168000.0,,,2585000.0,392000.0,9498000.0,134306000.0,3119000.0,392000.0,3951000.0,10536000.0,100846000.0,1110000.0,103000.0,-2804000.0,,-100000.0,138005000.0,392000.0,,,-29000.0,111278000.0,392000.0,0.0,122000.0,6402000.0,,-102000.0,1211000.0,,,,,4055000.0,0.0,0.0,,179000.0,,-29288000.0,1425000.0,2390000.0,,,4599000.0,,,163594000.0,,33129000.0,544000.0,,,3168000.0,0.52,270000.0,4515750.0,-29000.0,3211000.0,4921000.0,6941000.0,,3119000.0,,,-14366000.0,,,,,44000.0,,1211000.0,2585000.0,27551000.0,,1619000.0,3119000.0,,,967000.0,27551000.0,2842000.0,134306000.0,1569000.0,6070000.0,,410000.0,730000.0,,36000.0,,138005000.0,,-2209000.0,,2020000.0,2681000.0,,,,,421000.0,6941000.0,111278000.0,5165000.0,,-10415000.0,-180000.0,-20000.0,6402000.0,19721000.0,163594000.0,9498000.0,,1407000.0,2451000.0,-29288000.0,-4211000.0,,,,,,,,,,,,,,,,,,,,
985996800,100555000.0,8214000.0,,,81000.0,0.057778,50439000.0,,,,,,,148686000.0,,,2043000.0,,,,,,,,,2994000.0,,,,,704000.0,271000.0,,,271000.0,,,86000.0,,5173000.0,,,,,,4629415.0,-5594000.0,-583000.0,,256000.0,473000.0,,,,,,,,,,2491000.0,473000.0,,,8214000.0,473000.0,,,,1085000.0,120000.0,-3862000.0,,,142725000.0,,,,,115861000.0,,0.0,,,,26000.0,824000.0,,,,,,,-100000.0,,,,,,,,,,,,,,32825000.0,392000.0,,,3174000.0,,,,0.0,,5521000.0,6960000.0,,,,,,,,0.053333,,44000.0,,,,,,,,,,440000.0,,2147000.0,139178000.0,,5742000.0,,169000.0,,,108000.0,,,,,,1439000.0,3936000.0,,,,4538913.0,8000.0,6960000.0,,,,,865000.0,,5961000.0,,168466000.0,14382000.0,,1739000.0,,-29288000.0,-5601000.0,,,,,,,,,,,,,,,,,,,,
993859200,101052000.0,13314000.0,,,93000.0,0.195556,50161000.0,,,,,,,156348000.0,,,2445000.0,,,,,,,,,3710000.0,,,,,668000.0,897000.0,,,897000.0,,,14000.0,,5549000.0,,,,,,4635029.0,-7685000.0,-519000.0,,885000.0,566000.0,,,,,,,,,,2495000.0,566000.0,,,13314000.0,566000.0,,,,1142000.0,551000.0,-5158000.0,,,149802000.0,,,,,123072000.0,,0.0,,,,36000.0,486000.0,,,,,,,0.0,,,,,,,,,,,,,,33276000.0,473000.0,,,4077000.0,,,,0.0,,5473000.0,7974000.0,,,,,,,,0.191111,,45000.0,,,,,,,,,,1509000.0,,3259000.0,146146000.0,,6107000.0,,612000.0,,,73000.0,,,,,,2501000.0,5249000.0,,,,4548546.0,376000.0,7974000.0,,,,,673000.0,,6546000.0,,175434000.0,21101000.0,,2529000.0,,-29288000.0,-7687000.0,,,,,,,,,,,,,,,,,,,,
1001808000,101570000.0,17662000.0,,,160000.0,0.315556,49648000.0,,,,,,,161072000.0,,,2655000.0,,,,,,,,,3389000.0,,,,,651000.0,1457000.0,,,1457000.0,,,5000.0,,6050000.0,,,,,,4658064.0,-4025000.0,-673000.0,,1445000.0,726000.0,,,,,,,,,,2502000.0,726000.0,,,17662000.0,726000.0,,,,1175000.0,591000.0,-3697000.0,,,152979000.0,,,,,126851000.0,,0.0,,,,17000.0,1552000.0,,,,,,,,,,,,,,,,,,,,,34221000.0,566000.0,,,3319000.0,,,,0.0,,5458000.0,8947000.0,,,,,,,,0.311111,,44000.0,,,,,,,,,,2397000.0,,4226000.0,149405000.0,,6875000.0,,940000.0,,,160000.0,,,,,,3489000.0,3855000.0,,,,4562025.0,501000.0,8947000.0,,,,,-2249000.0,,8093000.0,,178693000.0,24370000.0,,330000.0,,-29288000.0,-4027000.0,,,,,,,,,,,,,,,,,,,,
1009756800,102487000.0,17446000.0,49370000.0,-2296000.0,327000.0,,49370000.0,2610000.0,3321000.0,,,,163534000.0,163534000.0,5505000.0,,2610000.0,,,34645000.0,,,,,,3307000.0,,,590000.0,7026000.0,616000.0,696000.0,,-21334000.0,696000.0,,,53000.0,,6564000.0,,,0.715556,,13102000.0,,-4030000.0,-521000.0,,684000.0,1053000.0,1053000.0,82000.0,,,9585000.0,,4745000.0,,,2240000.0,1053000.0,25498000.0,152653000.0,17446000.0,1053000.0,8893000.0,12586000.0,102487000.0,1135000.0,907000.0,265000.0,,-100000.0,156059000.0,1053000.0,,,0.0,128889000.0,1053000.0,0.0,392000.0,7475000.0,,35000.0,1037000.0,,,,,4537000.0,0.0,,,178000.0,,-31519000.0,1628000.0,3270000.0,,,4662000.0,,,184172000.0,,34645000.0,726000.0,,,4745000.0,0.702222,661000.0,4558500.0,0.0,3307000.0,5950000.0,8106000.0,,17446000.0,,,-21345000.0,,,,,45000.0,,1037000.0,2240000.0,31987000.0,,2184000.0,17446000.0,,,1159000.0,31987000.0,2954000.0,152653000.0,2169000.0,7026000.0,,463000.0,616000.0,,249000.0,,156059000.0,,1471000.0,,2156000.0,62000.0,,,,,743000.0,8106000.0,128889000.0,6564000.0,,-12452000.0,2182000.0,114000.0,7475000.0,22402000.0,184172000.0,25498000.0,,4295000.0,3321000.0,-31519000.0,-4030000.0,,,,,,,,,,,,,,,,,,,,
1017532800,102530000.0,21294000.0,,,-684000.0,0.115556,49100000.0,,,,,,,167396000.0,,,2473000.0,,,,,,,,,4169000.0,,,,,650000.0,548000.0,,,548000.0,,,28000.0,,6568000.0,,,,,,4752000.0,-6066000.0,-614000.0,,536000.0,369000.0,,,,,,,,,,2157000.0,369000.0,,,21294000.0,369000.0,,,,1116000.0,463000.0,-4925000.0,,,161262000.0,,,,,132644000.0,,0.0,,,,-34000.0,579000.0,,,,,,,-100000.0,272000.0,,,,,,,,,,,,,34752000.0,1053000.0,,,3755000.0,,,,0.0,,5859000.0,7744000.0,,,,,,,,0.111111,,,,,,,,,,,,921000.0,,2697000.0,157925000.0,,6934000.0,,373000.0,,,272000.0,,,,,,1885000.0,4241000.0,,,,4614750.0,-28000.0,7744000.0,,,,,-28000.0,,6134000.0,,189444000.0,29218000.0,,1141000.0,,-31519000.0,-6066000.0,,,,,,,,,,,,,,,,,,,,
1025395200,104230000.0,11647000.0,,,303000.0,0.177778,49100000.0,,,,,,,173804000.0,,,2267000.0,,,,,,,,,2143000.0,,,,,693000.0,908000.0,,,908000.0,,,5000.0,,7722000.0,,,,,,5145428.0,-6209000.0,-611000.0,,898000.0,672000.0,,,,,,,,,,2837000.0,672000.0,,,11647000.0,672000.0,,,,1112000.0,572000.0,-3647000.0,,,166601000.0,,,,,123523000.0,,306000.0,,,,-43000.0,599000.0,,,,,,,0.0,,,,,,,,,,,,,,50281000.0,369000.0,,,4615000.0,,,,-73000.0,,6122000.0,8644000.0,,,,,,,,0.173333,,,,,,,,,,,,1574000.0,,3369000.0,163019000.0,,7205000.0,,666000.0,,,15334000.0,,,,,,2522000.0,4023000.0,,,,5015488.0,750000.0,8644000.0,,,,,143000.0,,7203000.0,,166178000.0,18405000.0,,2489000.0,,-3159000.0,-6136000.0,,,,,,,,,,,,,,,,,,,,
