date,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,annualCurrentAssets,annualChangesInAccountReceivables,annualBeginningCashPosition,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualSellingGeneralAndAdministration,quarterlyDilutedEPS,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,annualAccumulatedDepreciation,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualOtherIncomeExpense,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentDeferredRevenue,annualCapitalExpenditure,trailingGrossProfit,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,annualDilutedAverageShares,annualInventory,annualTaxProvision,quarterlyAccumulatedDepreciation,annualStockBasedCompensation,trailingCostOfRevenue,quarterlyBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNetPPE,quarterlyTaxProvision,annualCostOfRevenue,annualCapitalStock,annualOtherCurrentAssets,annualOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,annualTotalNonCurrentAssets,annualNetOtherFinancingCharges,quarterlyEbitda,annualGrossProfit,trailingTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualNonCurrentDeferredTaxesLiabilities,quarterlyNonCurrentDeferredRevenue,annualOperatingExpense,quarterlyPurchaseOfBusiness,annualBasicAverageShares,annualFreeCashFlow,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,trailingSellingGeneralAndAdministration,quarterlyPretaxIncome,quarterlyRetainedEarnings,annualPurchaseOfBusiness,trailingOperatingExpense,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOperatingIncome,trailingFreeCashFlow,quarterlyGrossPPE,annualNonCurrentDeferredRevenue,trailingPretaxIncome,annualNetIncome,quarterlyTotalAssets,trailingNetIncome,annualPretaxIncome,annualTotalAssets,annualGoodwill,quarterlyTotalNonCurrentAssets,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,trailingInvestingCashFlow,annualBasicEPS,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualSaleOfInvestment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualStockholdersEquity,quarterlyInvestmentsAndAdvances,annualOperatingIncome,annualDepreciationAndAmortization,quarterlyBasicEPS,annualTotalRevenue,annualPurchaseOfInvestment,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,annualRetainedEarnings,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyGoodwill,quarterlyNetIncomeCommonStockholders,trailingEndCashPosition,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,trailingOperatingCashFlow,quarterlyInventory,quarterlyOtherIncomeExpense,annualDilutedEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,trailingOtherIncomeExpense,annualChangeInAccountPayable,quarterlyCashAndCashEquivalents,trailingOperatingIncome,annualNetPPE,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCurrentLiabilities,annualOtherShortTermInvestments,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualOtherIntangibleAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,annualOtherNonCurrentAssets,annualEbitda,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyDilutedAverageShares,annualCashCashEquivalentsAndMarketableSecurities,trailingChangeInInventory,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,quarterlyStockBasedCompensation,trailingPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyRepurchaseOfCapitalStock,annualResearchAndDevelopment,trailingCashDividendsPaid,trailingStockBasedCompensation,annualRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,trailingChangeInWorkingCapital,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,trailingCapitalExpenditure,quarterlyDepreciationAndAmortization,annualLongTermDebt,annualRepurchaseOfCapitalStock,trailingRepaymentOfDebt,trailingBasicAverageShares,annualOtherCurrentLiabilities,quarterlyLongTermDebt,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,quarterlyChangeInAccountPayable,trailingBasicEPS,quarterlyChangeInWorkingCapital,trailingDeferredIncomeTax,trailingNetOtherInvestingChanges,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualInterestExpense,trailingOtherNonCashItems,trailingPurchaseOfInvestment,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,trailingDilutedEPS,annualCashDividendsPaid,quarterlyCashDividendsPaid,annualCurrentDebt,trailingDilutedAverageShares,trailingInterestExpense,trailingResearchAndDevelopment,annualOtherNonCurrentLiabilities,trailingCommonStockIssuance,trailingChangeInAccountPayable
2016-12-31,,11529000000.0,4997000000.0,-266000000.0,0.0,8547000000.0,139000000.0,1148000000.0,,82000000.0,,-31000000.0,,,,-11000000.0,,,,,-41000000.0,8021000000.0,2064000000.0,3081000000.0,49000000.0,,,1635450566.0,14000000.0,29000000.0,,170000000.0,15517000000.0,,415000000.0,,,3129000000.0,2000000.0,35000000.0,-32000000.0,,,18538000000.0,-189000000.0,,1232000000.0,322000000.0,2901000000.0,350000000.0,,1139000000.0,,1635450566.0,832000000.0,2062000000.0,405000000.0,4678000000.0,,,0.0,4628000000.0,,,,85000000.0,-11000000.0,,,,,5955000000.0,,,2384000000.0,82000000.0,,2064000000.0,114000000.0,23535000000.0,15762000000.0,,,719000000.0,-2480000000.0,0.050139,,,,,,,371000000.0,,1901000000.0,20625000000.0,,93000000.0,236000000.0,,4361000000.0,0.0,,,-57000000.0,,496000000.0,,,20076000000.0,1712000000.0,3071000000.0,,,,23538000000.0,6099000000.0,,,0.050139,378000000.0,998000000.0,-1520000000.0,315000000.0,,3393000000.0,108000000.0,873000000.0,,2523000000.0,261000000.0,,,2007000000.0,,,,302000000.0,,329000000.0,617000000.0,,,3071000000.0,-510000000.0,,3332000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,,,,,,,,,,,,,,3448000000.0,,594000000.0,1034000000.0,,,,,,,,,-26000000.0,,,,,,,,,,82000000.0,,,,,0.0,866000000.0,,,440000000.0,,,,,,,-27000000.0,,,,,,472000000.0,,,,823000000.0,2910000000.0,-25000000.0,,,78000000.0,,,440000000.0,,,,,,,,,,,,,,,,,,1876000000.0,,1740000000.0,,,,,,,,,,,,599000000.0,394000000.0,,390000000.0,,,394000000.0,,,,5184000000.0,839000000.0,,,,,4000000.0,,,,,,,,,,,,,896000000.0,,,,,,,,,,798000000.0,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,51000000.0,,7467000000.0,-447000000.0,3071000000.0,,220000000.0,2434000000.0,,1326000000.0,260000000.0,-93000000.0,1045000000.0,2000000.0,5184000000.0,100000000.0,845000000.0,1394000000.0,997000000.0,1047000000.0,-77000000.0,,,2116000000.0,188000000.0,26141000000.0,0.0,1635450566.0,30000000.0,278000000.0,-93000000.0,362000000.0,,,1047000000.0,127000000.0,113000000.0,7171000000.0,2000000.0,51000000.0,-105000000.0,0.0,-2967000000.0,22533000000.0,20000000.0,549000000.0,3810000000.0,,3852000000.0,304000000.0,,2406000000.0,-5000000.0,1635450566.0,2423000000.0,,455000000.0,,647000000.0,1227000000.0,-133000000.0,,-253000000.0,3586000000.0,-27000000.0,1319000000.0,-16000000.0,1000000.0,7467000000.0,3527000000.0,549000000.0,,220000000.0,,,1326000000.0,30000000000.0,,1597000000.0,30000000000.0,16262000000.0,22533000000.0,,1161000000.0,,0.81,188000000.0,0.0,2192000000.0,1161000000.0,-4000000.0,,261000000.0,325000000.0,0.0,26141000000.0,4118000000.0,1404000000.0,379000000.0,,10981000000.0,,855000000.0,536000000.0,1227000000.0,534000000.0,-483000000.0,16262000000.0,536000000.0,,99000000.0,5174000000.0,5174000000.0,248000000.0,304000000.0,,,30000000.0,74000000.0,0.81,325000000.0,1045000000.0,,4000000.0,5174000000.0,,127000000.0,2500000000.0,5174000000.0,3527000000.0,0.0,,,1717000000.0,3852000000.0,13000000.0,1717000000.0,4118000000.0,13000000.0,1783000000.0,997000000.0,-280000000.0,1000000.0,5174000000.0,-591000000.0,,5174000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,,,,,,,,0.514231,,,,,,5174000000.0,,810000000.0,1683000000.0,,,,,,,,,,,,,,,,1635450566.0,,,85000000.0,,,,,,,,,933000000.0,,,,,,,,,,,,,925000000.0,,,,74000000.0,4116000000.0,,,,,,,873000000.0,,,,,,,,,,,,,,,,,,2433000000.0,,2607000000.0,,,,,,,,,0.514231,,,810000000.0,841000000.0,,840000000.0,,,841000000.0,,,,7760000000.0,-322000000.0,,,,,23000000.0,,,,,,,,,,,,,,8000000.0,,,,,,,,,74000000.0,,,,1635450566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,102000000.0,,,,,,,,0.552753,,,,1487000000.0,2000000.0,7760000000.0,,833000000.0,1795000000.0,1793000000.0,1364000000.0,,,,,,31115000000.0,,,,,,,,1635450566.0,,119000000.0,95000000.0,,,,,,,,,1007000000.0,,,,,,,,,,,,,998000000.0,2972000000.0,,,1982000000.0,4503000000.0,,,,,12913000000.0,4369000000.0,962000000.0,,119000000.0,,,,35947000000.0,,,,,23034000000.0,,,,,247000000.0,,2708000000.0,1431000000.0,1731000000.0,,,441000000.0,,,4334000000.0,,,0.552753,,,833000000.0,904000000.0,,903000000.0,,16289000000.0,904000000.0,,,,9529000000.0,-251000000.0,423000000.0,,,31000000.0,-18000000.0,,,,,,9529000000.0,,,,9529000000.0,,,,9000000.0,,4810000000.0,,1605000000.0,,,,,1982000000.0,,,,1635450566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,139000000.0,,,,,,,,0.589503,,,,1738000000.0,2000000.0,9529000000.0,,977000000.0,1963000000.0,2766000000.0,1448000000.0,,,,,,34079000000.0,0.0,,,,,,,1635275043.0,,146000000.0,85000000.0,,,,,0.0,1607000000.0,,,1058000000.0,,,,,,,-15000000.0,,,,,,1049000000.0,3936000000.0,,,1644000000.0,4969000000.0,-49000000.0,,,0.0,15408000000.0,5173000000.0,986000000.0,,146000000.0,,,,39695000000.0,,,,,24287000000.0,,,,,439000000.0,,3006000000.0,1776000000.0,1977000000.0,,,399000000.0,,,5662000000.0,,,0.589503,,,977000000.0,964000000.0,,964000000.0,,16289000000.0,964000000.0,,,,11529000000.0,333000000.0,379000000.0,,,36000000.0,-10000000.0,,,,,,11529000000.0,,,,11529000000.0,,,0.0,9000000.0,,5572000000.0,,1535000000.0,,,,,1644000000.0,,,,1635275043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,55000000.0,,20778000000.0,-182000000.0,5174000000.0,,335000000.0,3972000000.0,-0.560297,1833000000.0,11000000.0,-167000000.0,1830000000.0,2000000.0,11529000000.0,-1634000000.0,1352000000.0,1836000000.0,903000000.0,1608000000.0,-144000000.0,,,12183000000.0,1467000000.0,37721000000.0,0.0,1579610444.0,35000000.0,171000000.0,-167000000.0,487000000.0,,1563457531.0,1608000000.0,168000000.0,-94000000.0,11708000000.0,2000000.0,55000000.0,1237000000.0,4886000000.0,-2557000000.0,23827000000.0,,-960000000.0,7277000000.0,,6833000000.0,354000000.0,27000000.0,3922000000.0,614000000.0,1538157335.0,5488000000.0,,1386000000.0,,-969000000.0,3040000000.0,-1230000000.0,,1932000000.0,5397000000.0,-48000000.0,1832000000.0,-4000000.0,4886000000.0,20778000000.0,6238000000.0,484000000.0,,335000000.0,27000000.0,,1833000000.0,44605000000.0,,2003000000.0,44605000000.0,17088000000.0,23827000000.0,,1483000000.0,,1.191686,1467000000.0,81000000.0,3561000000.0,1483000000.0,5868000000.0,,11000000.0,595000000.0,7741000000.0,37721000000.0,3784000000.0,3355000000.0,369000000.0,-0.560297,18985000000.0,-200000000.0,1352000000.0,-876000000.0,3040000000.0,-875000000.0,-1190000000.0,17088000000.0,-876000000.0,,7741000000.0,17356000000.0,17356000000.0,-950000000.0,354000000.0,,,35000000.0,-1544000000.0,1.160413,595000000.0,1830000000.0,,780000000.0,17356000000.0,,168000000.0,5632000000.0,17437000000.0,6238000000.0,81000000.0,-40000000.0,9000000.0,1763000000.0,6833000000.0,,1763000000.0,3784000000.0,,3724000000.0,903000000.0,1932000000.0,,17356000000.0,-24000000.0,1563457531.0,17437000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,,,,,,,,,0.58,,,,2124000000.0,2000000.0,17356000000.0,,1039000000.0,2033000000.0,1481000000.0,1399000000.0,,,,,,39305000000.0,,,,,,,,1623496079.0,,251000000.0,139000000.0,,,,,,,,,1142000000.0,,,,,,,,,,,,,1125000000.0,4027000000.0,,,926000000.0,5736000000.0,,,,,22174000000.0,6435000000.0,994000000.0,,251000000.0,,,,46530000000.0,,,,,24356000000.0,34000000.0,,,,,3459000000.0,3703000000.0,1841000000.0,-2467000000.0,59000000.0,,742000000.0,,,4381000000.0,,,0.6,,,1039000000.0,987000000.0,,986000000.0,,17088000000.0,987000000.0,,,,14704000000.0,-3409000000.0,340000000.0,,,20000000.0,4000000.0,,,,,,14704000000.0,,,,18163000000.0,,,,17000000.0,,7177000000.0,92000000.0,1684000000.0,,,,,926000000.0,,,,1673393874.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,,,,,,,,0.56,,,,2453000000.0,2000000.0,14704000000.0,,1050000000.0,1941000000.0,1822000000.0,1453000000.0,,,,,,40925000000.0,,,,,,,,1625037300.0,,293000000.0,132000000.0,,,,,,,,,1082000000.0,,,,,,,,,,,,,1060000000.0,4954000000.0,,,1889000000.0,5898000000.0,,,,,23848000000.0,7200000000.0,891000000.0,,293000000.0,,,,48892000000.0,,,,,25044000000.0,,,,,,587000000.0,3957000000.0,1685000000.0,4437000000.0,,,668000000.0,,,4927000000.0,,,0.58,,,1050000000.0,927000000.0,,928000000.0,,17140000000.0,927000000.0,,,,19350000000.0,2559000000.0,258000000.0,,,27000000.0,47000000.0,,,,,,19350000000.0,,,,19937000000.0,,,,22000000.0,,7868000000.0,,1669000000.0,,,,,1889000000.0,,,,1674868688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,,,,,,,,0.62,,,,2496000000.0,2000000.0,19350000000.0,,1237000000.0,2211000000.0,1277000000.0,1617000000.0,,,,,,41540000000.0,,,,,,,,1634503258.0,,306000000.0,145000000.0,,,,,,,,,1186000000.0,,,,,,,,,,,,,1168000000.0,5980000000.0,,,1352000000.0,6507000000.0,,,,,25266000000.0,7632000000.0,974000000.0,,306000000.0,,,,49941000000.0,,,,,24675000000.0,,,,,,653000000.0,4296000000.0,1734000000.0,709000000.0,,,674000000.0,,,4613000000.0,,,0.62,,,1237000000.0,1026000000.0,,1023000000.0,,17140000000.0,1026000000.0,,,,20036000000.0,-680000000.0,242000000.0,,,32000000.0,58000000.0,,,,,,20036000000.0,,,,20689000000.0,,,,18000000.0,,8306000000.0,,1637000000.0,,,,,1352000000.0,,,,1665903469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
