,quarterlyOtherCurrentAssets,annualCurrentAssets,annualBeginningCashPosition,annualDilutedAverageShares,quarterlyDilutedEPS,annualGrossPPE,quarterlySaleOfInvestment,annualEbitda,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualNetIncomeCommonStockholders,annualAccumulatedDepreciation,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingExpense,quarterlyGrossProfit,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,annualCurrentAccruedExpenses,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,annualTaxProvision,annualBasicAverageShares,annualCurrentDeferredRevenue,trailingCostOfRevenue,trailingResearchAndDevelopment,annualStockBasedCompensation,annualCapitalStock,quarterlyTaxProvision,quarterlyNetPPE,annualResearchAndDevelopment,annualTotalNonCurrentAssets,annualOtherCurrentAssets,quarterlyOtherNonCashItems,annualNetOtherFinancingCharges,annualGrossProfit,quarterlyStockBasedCompensation,quarterlyEbitda,trailingTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyResearchAndDevelopment,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentAssets,quarterlyPretaxIncome,annualFreeCashFlow,trailingNetIncomeContinuousOperations,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyOperatingCashFlow,quarterlyTotalRevenue,annualCostOfRevenue,annualNetIncomeContinuousOperations,quarterlyGrossPPE,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,annualOperatingExpense,quarterlyOperatingIncome,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualNetIncome,trailingPretaxIncome,annualPretaxIncome,annualGoodwill,annualTotalAssets,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,trailingNetIncome,quarterlyTotalAssets,annualNonCurrentDeferredRevenue,quarterlyOtherShortTermInvestments,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualChangeInWorkingCapital,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,annualOtherShortTermInvestments,annualStockholdersEquity,annualOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualDepreciationAndAmortization,quarterlyBasicAverageShares,annualTotalRevenue,annualPurchaseOfInvestment,quarterlySellingGeneralAndAdministration,annualRetainedEarnings,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyBasicEPS,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,trailingOtherIncomeExpense,trailingTotalRevenue,annualOperatingCashFlow,trailingOperatingIncome,annualNetPPE,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,annualOtherIntangibleAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,annualBasicEPS,annualCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfInvestment,annualInvestmentsAndAdvances,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,annualCashAndCashEquivalents,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualNetOtherInvestingChanges,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyRepaymentOfDebt,quarterlyChangeInInventory,trailingDeferredIncomeTax,annualRepaymentOfDebt,quarterlyAccountsPayable,quarterlyCommonStockIssuance,trailingFreeCashFlow,trailingRepurchaseOfCapitalStock,quarterlyInventory,annualOtherNonCashItems,trailingChangeInCashSupplementalAsReported,quarterlyAccountsReceivable,trailingCapitalExpenditure,quarterlyCurrentDebt,annualCommonStockIssuance,quarterlyRepurchaseOfCapitalStock,annualInventory,quarterlyLongTermDebt,trailingRepaymentOfDebt,trailingCashDividendsPaid,trailingChangeInInventory,trailingChangesInAccountReceivables,annualInterestExpense,quarterlyInterestExpense,annualCurrentDebt,quarterlyOtherNonCurrentLiabilities,trailingPurchaseOfBusiness,trailingOtherNonCashItems,annualCashDividendsPaid,trailingDilutedEPS,annualChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingOperatingCashFlow,trailingInterestExpense,trailingNetOtherFinancingCharges,quarterlyPurchaseOfBusiness,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,annualAccountsPayable,annualChangeInAccountPayable,trailingBasicEPS,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,quarterlyNetOtherInvestingChanges,trailingCommonStockIssuance,trailingEndCashPosition,annualChangeInInventory,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingBeginningCashPosition,trailingChangeInAccountPayable,trailingInvestingCashFlow,annualLongTermDebt,annualRepurchaseOfCapitalStock,annualAccountsReceivable,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,annualDeferredIncomeTax,trailingDilutedAverageShares
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,52345000.0,22586000.0,234975000.0,,17995000.0,,-87496000.0,116000.0,112533000.0,-125885000.0,-10851000.0,,,,,,,,,,-3292000.0,-370000.0,11756000.0,2605000.0,,-4620000.0,234975000.0,45820000.0,,,5788000.0,60000.0,,,52451000.0,50868000.0,,,-3000000.0,72557000.0,,,,582630000.0,,,0.0,,,-50013000.0,,,,,,,25023000.0,-86955000.0,,,,,,164984000.0,,,,-86955000.0,,-91354000.0,0.0,103213000.0,,,,,487000.0,,,,25259000.0,,,18050000.0,7974000.0,-479417000.0,-92427000.0,,4931000.0,,97580000.0,-26125000.0,,-480402000.0,,,-10140000.0,,,56531000.0,19294000.0,,,,,,,-49643000.0,,7144000.0,884000.0,,,,-0.535738,-0.535738,155013000.0,427617000.0,,7604000.0,,,27268000.0,,,,,19294000.0,,925000.0,-1750000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,,,,-0.056755,,7950000.0,,,,,,19294000.0,,,30383000.0,26223000.0,,,,,,,,,,,,,,,,,-489000.0,,,,,-48000.0,,,213000.0,-3030000.0,,,7697000.0,11924000.0,,,-4002000.0,,,,,,5420000.0,46911000.0,,,,,,,460000.0,,-4160000.0,,-3033000.0,,,,,,,,,,,,,20688000.0,,2836000.0,,,,,,,,234975000.0,,,18459000.0,,,-3603000.0,,-3603000.0,-0.056755,,,-13336000.0,-3046000.0,22130000.0,70000.0,,,,,,,,,,,,,,-8000000.0,,1130000.0,,,,234975000.0,,,,2387000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,,-0.043145,,,,,,,,,,,42854000.0,42315000.0,,,,,,,,,,,,,,,,,-63000.0,,,,,,,,,-539000.0,,,,15566000.0,,,-513000.0,,,,,,,68886000.0,,,,,,,,,-539000.0,,,,,,,,,,,,,,,26571000.0,,,,,,,,,,234975000.0,,,27288000.0,,,-405000.0,,-405000.0,-0.043145,,,-10138000.0,,,-120000.0,,,,,,,,,,,,,,,,,,,,234975000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,,,-0.038506,,,,,,,,,,,61608000.0,61688000.0,,,,,,,,,,,,,,,,,46000.0,,,,,,,,,80000.0,,,,20013000.0,,,375000.0,,,,,,,99244000.0,,,,,,,,,80000.0,,,,,,,,,,,,,,,37556000.0,,,,,,,,,,234975000.0,,,41595000.0,,,684000.0,,684000.0,-0.038506,,,-9048000.0,,,,,,,,,,,,,,,,,,,,,,,234975000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,1275000.0,280801000.0,19294000.0,234975000.0,,30842000.0,,23370000.0,60000.0,161349000.0,-19280000.0,-14063000.0,,60000.0,1166000.0,100554000.0,124327000.0,,,263330000.0,59000.0,13965000.0,-12134000.0,6538000.0,11345000.0,-492539000.0,2616000.0,234975000.0,263330000.0,,,5917000.0,60000.0,3122000.0,16779000.0,74050000.0,57402000.0,1275000.0,,-30153000.0,254553000.0,,23773000.0,,830742000.0,,26547000.0,59000.0,280801000.0,25537000.0,229735000.0,,,-493765000.0,8711000.0,,182265000.0,142753000.0,19650000.0,30842000.0,,,355912000.0,,235399000.0,23773000.0,-14063000.0,,19650000.0,,21397000.0,331000.0,338203000.0,11345000.0,57402000.0,,338203000.0,8711000.0,197991000.0,6538000.0,57938000.0,212933000.0,,5221000.0,232950000.0,197991000.0,-492539000.0,19154000.0,474830000.0,4216000.0,,397306000.0,-422760000.0,74007000.0,-493765000.0,331000.0,22974000.0,-198720000.0,22974000.0,,-29193000.0,33259000.0,13242000.0,,,100000.0,,,241869000.0,,16779000.0,50000.0,33259000.0,237000.0,231250000.0,-0.082,-0.082,355912000.0,474830000.0,,5221000.0,,60000.0,231250000.0,830742000.0,,237000.0,,33259000.0,,1166000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,2345000.0,,,,0.075333,,350445000.0,,,,,,33259000.0,94000.0,1428000.0,144383000.0,187110000.0,,,282267000.0,48000.0,,,,,11652000.0,,,,,,,,10018000.0,76976000.0,,,,,,,3822000.0,44300000.0,,,24856000.0,30442000.0,,363628000.0,44376000.0,,,,-465639000.0,9088000.0,64609000.0,269155000.0,,,76976000.0,1714000.0,,420702000.0,-500000.0,,42727000.0,,-1175000.0,,,,,,9963000.0,110541000.0,,474169000.0,,254139000.0,18325000.0,82045000.0,,6774000.0,4754000.0,,,,,41815000.0,,234975000.0,,,113941000.0,,331000.0,33891000.0,,33891000.0,0.075333,,,17714000.0,-57320000.0,40033000.0,533000.0,,,,,,,40033000.0,,294172000.0,,,,,-406593000.0,,1573000.0,302000.0,,462517000.0,234975000.0,193000.0,-500000.0,,63434000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,,,0.04,,,,,,,,,104000.0,-7846000.0,236264000.0,252490000.0,,,494108000.0,38000.0,,,,,1350429000.0,,,,,,,,4539000.0,247781000.0,,,,,,,,16226000.0,,,,41128000.0,,1894963000.0,20307000.0,,,,-449265000.0,9547000.0,,353679000.0,,,247781000.0,5327000.0,,666353000.0,,,16226000.0,,,,,,,,,285669000.0,,2180632000.0,,1686491000.0,109177000.0,101189000.0,,,5385000.0,,,,,163850000.0,,181052883.0,,,195136000.0,,331000.0,16374000.0,,16374000.0,0.04,,,7653000.0,,,91000.0,,,,,,,60100000.0,,1746591000.0,,,,,,,,265000.0,,830203000.0,194425836.0,150000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,,,,,0.006667,,,,,,,,,104000.0,35494000.0,411118000.0,400303000.0,44786000.0,964230000.0,772873000.0,31000.0,,,,,1463956000.0,,,,397863000.0,155245000.0,,,-5471000.0,269649000.0,,,,,,,,-10815000.0,12208000.0,,,57128000.0,,1235131000.0,-4167000.0,,75141000.0,892319000.0,-447363000.0,5439000.0,,556994000.0,,,269649000.0,17561000.0,737074000.0,1008186000.0,,,-10815000.0,,,,86053000.0,,,,,1389108000.0,75141000.0,2624239000.0,,1014633000.0,153835000.0,156691000.0,,,1063256000.0,,,,,152097000.0,,235635391.0,,,353990000.0,,331000.0,1902000.0,,1902000.0,0.006667,,,1902000.0,,,3366000.0,5555000.0,1362093000.0,,71911000.0,,,32042000.0,,1046675000.0,,,,,,,,522000.0,,1160283000.0,250053955.0,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
