date,quarterlyCurrentAssets,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualOperatingIncome,quarterlyRetainedEarnings,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,quarterlyOtherNonCashItems,annualOtherCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualResearchAndDevelopment,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,trailingTotalRevenue,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,annualDilutedAverageShares,quarterlyTotalNonCurrentAssets,trailingEndCashPosition,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualNetOtherInvestingChanges,annualDilutedEPS,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,quarterlyFreeCashFlow,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualCostOfRevenue,annualBasicAverageShares,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualCurrentDebt,quarterlyDilutedEPS,annualPretaxIncome,quarterlyTotalAssets,trailingOperatingIncome,annualFreeCashFlow,annualInvestmentsAndAdvances,annualSellingGeneralAndAdministration,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyGrossProfit,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualOtherNonCurrentAssets,annualCurrentAssets,annualOtherNonCashItems,annualStockholdersEquity,annualLongTermDebt,annualDepreciationAndAmortization,quarterlyOtherCurrentAssets,trailingPretaxIncome,annualTotalAssets,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyAccountsReceivable,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyInventory,quarterlyLongTermDebt,trailingNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyCurrentAccruedExpenses,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,annualCommonStockIssuance,annualOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,annualGrossProfit,quarterlyOperatingExpense,trailingRepaymentOfDebt,quarterlyCapitalStock,annualOtherIncomeExpense,annualNetPPE,quarterlyBasicEPS,annualTotalNonCurrentAssets,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,annualRepaymentOfDebt,quarterlyCashAndCashEquivalents,annualEbitda,quarterlyStockholdersEquity,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,annualCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,trailingChangeInCashSupplementalAsReported,annualBeginningCashPosition,annualPurchaseOfBusiness,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,trailingOtherNonCashItems,trailingOtherIncomeExpense,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,quarterlyDilutedAverageShares,quarterlyGrossPPE,trailingOperatingExpense,annualAccumulatedDepreciation,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualInvestingCashFlow,trailingInvestingCashFlow,trailingDeferredIncomeTax,quarterlyOperatingCashFlow,trailingCapitalExpenditure,annualCapitalExpenditure,annualBasicEPS,trailingSellingGeneralAndAdministration,annualPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,trailingNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,annualChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyTotalRevenue,trailingInterestExpense,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,trailingPurchaseOfBusiness,trailingStockBasedCompensation,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,annualNetOtherFinancingCharges,quarterlyNetPPE,annualStockBasedCompensation,annualChangeInCashSupplementalAsReported,trailingChangeInInventory,annualInventory,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyEbitda,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,trailingResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,trailingChangeInWorkingCapital,annualCapitalStock,annualGoodwill,annualInterestExpense,trailingChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,annualChangeInAccountPayable,annualSaleOfInvestment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,trailingBasicEPS,annualOtherShortTermInvestments,trailingNetOtherInvestingChanges,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,trailingDilutedEPS,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingChangeInAccountPayable
1970-01-01 00:00:00.315446400,,318112000.0,,66800000.0,,,-29500000.0,66800000.0,,,,,1096858000.0,,,2556025000.0,0.0,,,-19100000.0,,26000000.0,,274279000.0,,-106903000.0,,0.15,,3900000.0,,,,,26000000.0,3900000.0,,,,,,436325000.0,0.0,,,,,,,,,,29900000.0,,19100000.0,12900000.0,,,334785000.0,0.0,,,,,,10400000.0,,,3900000.0,,,443791000.0,,,426953000.0,,,,,,,,,,,,66800000.0,,-215500000.0,,,,,-29900000.0,0.0,,1459167000.0,,,66800000.0,,,,,,,-317260000.0,,,,-98732000.0,0.0,,,213436000.0,,-42400000.0,12017000.0,-16737000.0,,,,,,,,1022842000.0,,,,,0.0,-191690000.0,-155724000.0,,-108841000.0,,0.15,912315000.0,,,441688000.0,,,,,,,,86252000.0,-62710000.0,,,,356276000.0,-99740000.0,26006000.0,,443791000.0,,,,,-70792000.0,,,-99050000.0,,,,,110527000.0,,-103989000.0,,,,-34803000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.347068800,,,,9700000.0,,,16000000.0,78500000.0,,300000.0,,,,,,,0.0,,3900000.0,30300000.0,,26666667.0,,,,,,0.18,1500000.0,4800000.0,,,,50100000.0,26666667.0,4800000.0,,2800000.0,,8700000.0,,,0.0,,16700000.0,,,,,,,400000.0,38000000.0,,23800000.0,15000000.0,,,,54100000.0,17400000.0,,,,,14300000.0,,,4800000.0,,,,,,,,,,,,,,1000000.0,,,1500000.0,28400000.0,,,,500000.0,14700000.0,,16100000.0,0.0,,,,,11700000.0,,,,,,,,25600000.0,,,,0.0,,,,,0.0,,,,,,,18700000.0,,,,-10900000.0,,,,0.0,,,,,,0.18,,,,,,,,,,,,,,,,,,,,1000000.0,,,,,,,20900000.0,11500000.0,,,,,,,,,,,1600000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.378604800,,,,14700000.0,,,28900000.0,103200000.0,,400000.0,,,,,,,0.0,,5600000.0,47000000.0,,27307692.0,,,,,,0.26,1600000.0,7100000.0,,,,65100000.0,27307692.0,7100000.0,,1400000.0,,12700000.0,,,0.0,,21100000.0,,,,,,,5600000.0,48800000.0,,30300000.0,27600000.0,,,,77300000.0,23600000.0,,,,,18100000.0,,,7100000.0,,,,,,,,,,,,,,1000000.0,,,1600000.0,38100000.0,,,,600000.0,21900000.0,,28500000.0,0.0,,,,,17000000.0,,,,,,,,34700000.0,,,,0.0,,,,,0.0,,,,,,,23400000.0,,,,-12800000.0,,,,0.0,,,,,,0.26,,,,,,,,,,,,,,,,,,,,1300000.0,,,,,,,27900000.0,16700000.0,,,,,,,,,,,2600000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.410140800,,,,16300000.0,,,19300000.0,111700000.0,,500000.0,,,,,,,0.0,,5300000.0,35500000.0,,27586207.0,,,,,,0.29,1300000.0,8000000.0,,,,71300000.0,27586207.0,8000000.0,,1400000.0,,13300000.0,,,0.0,,21200000.0,,,,,,,1500000.0,48700000.0,,40100000.0,17600000.0,,,,75600000.0,33100000.0,,,,,16200000.0,,,8000000.0,,,,,,,,,,,,,,700000.0,,,1300000.0,40400000.0,,,,500000.0,24700000.0,,26900000.0,0.0,,,,,19200000.0,,,,,,,,40000000.0,,,,0.0,,,,,0.0,,,,,,,24100000.0,,,,-15300000.0,,,,0.0,,,,,,0.29,,,,,,,,,,,,,,,,,,,,1700000.0,,,,,,,27300000.0,14800000.0,,,,,,,,,,,3400000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.441676800,,,,16100000.0,,,16300000.0,129300000.0,,500000.0,,,,,,,0.0,,6600000.0,36700000.0,,30645161.0,,,,,,0.31,16400000.0,9500000.0,,,,85200000.0,30645161.0,9500000.0,,1500000.0,,16100000.0,,,0.0,,24600000.0,,,,,,,2300000.0,68800000.0,,63600000.0,14100000.0,,,,100300000.0,40700000.0,,,,,20400000.0,,,9500000.0,,,,,,,,,,,,,,500000.0,,,16400000.0,44100000.0,,,,1400000.0,28700000.0,,31500000.0,0.0,,,,,19500000.0,,,,,,,,46800000.0,,,,0.0,,,,,0.0,,,,,,,28000000.0,,,,-18100000.0,,,,0.0,,,,,,0.31,,,,,,,,,,,,,,,,,,,,2200000.0,,,,,,,25400000.0,18900000.0,,,,,,,,,,,1400000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.449539200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,2700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,31268000.0,,,,,,,,,,,,,,,,,,,,,,,31268000.0,,,,,,,,,,,,,,,,,,,37300000.0,,,,,37300000.0,,,,,,,,,,,,,,,,,,,37300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.457401600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,3400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,31268000.0,,,,,,,,,,,,,,,,,,,,,,,31268000.0,,,,,,,,,,,,,,,,,,,39400000.0,,,,,39400000.0,,,,,,,,,,,,,,,,,,,39400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.465350400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,31268000.0,,,,,,,,,,,,,,,,,,,,,,,31268000.0,,,,,,,,,,,,,,,,,,,35400000.0,,,,,35400000.0,,,,,,,,,,,,,,,,,,,35400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.473299200,75800000.0,,,18100000.0,49900000.0,,16900000.0,153300000.0,,600000.0,,,,,,,0.0,16900000.0,7800000.0,36700000.0,19800000.0,31388889.0,33500000.0,,,,,0.36,21500000.0,11300000.0,,0.0,,102900000.0,31388889.0,11300000.0,,2000000.0,,19100000.0,109300000.0,,0.0,,28500000.0,,2800000.0,,,36700000.0,1500000.0,1500000.0,75800000.0,,72600000.0,14100000.0,,600000.0,,109300000.0,49900000.0,,,,,19800000.0,,,11300000.0,27200000.0,14100000.0,,2800000.0,,,,,,,,,,,,,21500000.0,50400000.0,,,,2400000.0,32000000.0,,33500000.0,0.0,21500000.0,,,21500000.0,21900000.0,72600000.0,,,,,,,53300000.0,2000000.0,-21300000.0,,0.0,,,,,0.0,,,,,,,32300000.0,,53300000.0,,-21300000.0,,,,0.0,,,,,,0.36,,,,,,-94000000.0,17800000.0,,,,41200000.0,,,,,,,,,2800000.0,,,32000000.0,,,,27200000.0,17800000.0,,-94000000.0,,,,,,,,,1400000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.481075200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,2700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,31256000.0,,,,,,,,,,,,,,,,,,,,,,,31256000.0,,,,,,,,,,,,,,,,,,,42800000.0,,,,,42800000.0,,,,,,,,,,,,,,,,,,,42800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
