date,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualInvestmentsAndAdvances,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualCapitalExpenditure,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,trailingBeginningCashPosition,quarterlyChangeInInventory,annualInterestExpense,trailingChangesInAccountReceivables,quarterlyInvestingCashFlow,annualTotalRevenue,quarterlyEndCashPosition,trailingResearchAndDevelopment,annualCurrentAssets,trailingCostOfRevenue,quarterlyDilutedEPS,annualChangesInAccountReceivables,quarterlyStockBasedCompensation,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,annualDilutedEPS,trailingOperatingExpense,annualOtherNonCurrentAssets,annualNetOtherFinancingCharges,annualResearchAndDevelopment,quarterlyCashDividendsPaid,annualAccumulatedDepreciation,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyEbitda,annualChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualBasicAverageShares,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualCommonStockIssuance,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyPretaxIncome,quarterlyOperatingExpense,trailingFreeCashFlow,quarterlyGoodwill,trailingCommonStockIssuance,quarterlyBasicAverageShares,quarterlyNetOtherInvestingChanges,quarterlyCurrentLiabilities,quarterlyCurrentDeferredRevenue,quarterlyCurrentAssets,trailingChangeInAccountPayable,trailingNetIncomeCommonStockholders,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualTaxProvision,annualCurrentDeferredRevenue,annualTotalAssets,annualOtherCurrentAssets,annualCostOfRevenue,quarterlyOtherCurrentAssets,annualLongTermDebt,annualNetIncome,annualBeginningCashPosition,annualCashDividendsPaid,annualTotalNonCurrentAssets,trailingDepreciationAndAmortization,trailingTaxProvision,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,quarterlyResearchAndDevelopment,quarterlyOtherNonCurrentAssets,annualSaleOfInvestment,annualOtherNonCashItems,annualPurchaseOfBusiness,annualStockholdersEquity,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeContinuousOperations,trailingStockBasedCompensation,annualInvestingCashFlow,annualDepreciationAndAmortization,annualChangeInInventory,quarterlyBasicEPS,quarterlyCapitalExpenditure,trailingSaleOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualCapitalStock,trailingNetIncome,annualGoodwill,quarterlyTaxProvision,annualStockBasedCompensation,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetPPE,quarterlyCostOfRevenue,annualNetPPE,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,annualOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyAccountsReceivable,trailingNetOtherInvestingChanges,annualOtherIntangibleAssets,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,annualInventory,trailingChangeInInventory,trailingChangeInWorkingCapital,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,trailingGrossProfit,annualOtherCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,trailingPretaxIncome,annualNetOtherInvestingChanges,annualPretaxIncome,trailingPurchaseOfInvestment,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyTotalNonCurrentAssets,trailingOtherIncomeExpense,annualNonCurrentDeferredRevenue,trailingTotalRevenue,annualBasicEPS,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,annualOtherIncomeExpense,annualOperatingIncome,annualGrossPPE,trailingInvestingCashFlow,quarterlySaleOfInvestment,annualAccountsPayable,quarterlyChangesInAccountReceivables,trailingCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingEndCashPosition,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyDepreciationAndAmortization,quarterlyDilutedAverageShares,quarterlyInterestExpense,trailingBasicAverageShares,trailingDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherShortTermInvestments,trailingOtherNonCashItems,trailingDilutedEPS,trailingBasicEPS,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,annualOtherShortTermInvestments,annualIncomeTaxPayable,trailingDilutedAverageShares
1988-12-31,,,,,,-432300000.0,420100000.0,390000000.0,,,,,,,177700000.0,140500000.0,,148000000.0,40000000.0,24100000.0,,,,32700000.0,,,714600000.0,,,213300000.0,,,,,39000000.0,,0.1,,36500000.0,,,,-22000000.0,,,275300000.0,-432300000.0,,275300000.0,380487805.0,420100000.0,,,-33000000.0,,0.0,,,,,,,,144800000.0,,213300000.0,,,-33000000.0,,155700000.0,2200000.0,,-22000000.0,33000000.0,,575800000.0,8300000.0,462000000.0,8300000.0,246200000.0,39000000.0,0.0,,362500000.0,,,130400000.0,29100000.0,,,,36500000.0,,,,155700000.0,,9400000.0,,0.0,,,,,,,,,142600000.0,,,246200000.0,,,,,,,,,96300000.0,118500000.0,,118500000.0,,144800000.0,0.0,,,,207500000.0,252600000.0,,96300000.0,,,,,,122200000.0,,,29100000.0,207500000.0,,142600000.0,,24100000.0,,,,73000000.0,,0.0,,,575800000.0,,,362500000.0,,,,0.1025,,,1100000.0,104600000.0,140500000.0,,,,,,,24100000.0,,2200000.0,24100000.0,,,,,,,,,,,,,,,,,
1989-03-31,,,,,,195000000.0,,,,,,,,,195000000.0,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,195000000.0,,,,,,,,,,,,,,,393856000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11400000.0,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393856000.0,,,,,,,,,,,,,,,
1989-06-30,,,,,,198600000.0,,,,,,,,,198600000.0,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,198600000.0,,,,,,,,,,,,,,,393856000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500000.0,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393856000.0,,,,,,,,,,,,,,,
1989-09-30,,,,,,184200000.0,,,,,,,,,184200000.0,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,184200000.0,,,,,,,,,,,,,,,393856000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10700000.0,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393856000.0,,,,,,,,,,,,,,,
1989-12-31,,,,,,-483800000.0,315500000.0,376000000.0,,,,,,,171300000.0,158300000.0,,156000000.0,47100000.0,4800000.0,,,,22200000.0,,,749100000.0,,,168800000.0,,,,,61100000.0,,0.1625,,9300000.0,,,,-33100000.0,,,171500000.0,-483800000.0,,171500000.0,376000000.0,315500000.0,,,28100000.0,,0.0,,,,,,,,144000000.0,,168800000.0,,,28100000.0,,191700000.0,700000.0,,-33100000.0,32000000.0,,507200000.0,8700000.0,499100000.0,8700000.0,143000000.0,61100000.0,0.0,,338400000.0,,,136900000.0,28500000.0,,,,9300000.0,,,,191700000.0,,12500000.0,,0.0,,,,,,,,,143300000.0,,,143000000.0,,,,,,,,,74300000.0,125200000.0,,125200000.0,,144000000.0,0.0,,,,203900000.0,250000000.0,,74300000.0,,,,,,113100000.0,,,28500000.0,203900000.0,,143300000.0,,4800000.0,,,,79100000.0,,0.0,,,507200000.0,,,338400000.0,,,,0.1625,,,7300000.0,94000000.0,158300000.0,,,,,,,4800000.0,,700000.0,4800000.0,,,,,,,,,,,,,,,,,
1990-03-31,,-18500000.0,,,,21800000.0,317100000.0,,60600000.0,,,44700000.0,,,180600000.0,163600000.0,,,,,,,1300000.0,,,-4400000.0,,0.0,,,,0.03,,,,,,,,,,,,,-500000.0,,27100000.0,,180100000.0,,,,,38800000.0,,,17900000.0,38800000.0,,,,353333333.0,0.0,137000000.0,,181900000.0,,,,33500000.0,203000000.0,,,-36900000.0,,,,,,9700000.0,,,,,,,,,28300000.0,,,,8500000.0,,,,,0.0,10600000.0,,,,,0.03,-4400000.0,,8400000.0,10600000.0,-2600000.0,91600000.0,,,151800000.0,,,,7300000.0,,,,-100000.0,72400000.0,126700000.0,120000000.0,,,,,100000.0,,,,,500000.0,,,,4800000.0,,,,,-7000000.0,,203000000.0,,,,,,,,,,,,,520100000.0,10600000.0,,338200000.0,,,,,,,,,,,,,,,,5200000.0,,700000.0,5200000.0,5300000.0,353333333.0,3800000.0,,,,,,,,,,,,,,
1990-06-30,,-400000.0,,,,23600000.0,447600000.0,,66800000.0,,,59400000.0,,,203000000.0,215200000.0,,,,,,,3400000.0,,,-4100000.0,,0.0,,,,0.03,,,,,,,,,,,,,0.0,,29200000.0,,259700000.0,,,,,50300000.0,,,18900000.0,43200000.0,,,,383333333.0,0.0,187900000.0,,260000000.0,,,,37600000.0,302500000.0,,,-40900000.0,,,,,,16700000.0,,,,,,,,,55500000.0,,,,6300000.0,,,,,100000.0,11500000.0,,,,,0.03,-4100000.0,,-16600000.0,11500000.0,16800000.0,127500000.0,,,204200000.0,,,,7400000.0,,,,-100000.0,118900000.0,174300000.0,136200000.0,,,,,200000.0,,,,,-2500000.0,,,,0.0,,,,,12700000.0,,309500000.0,,,,,,,,,,,,,750100000.0,11500000.0,,490100000.0,,,,,,,,,,,,,,,,2700000.0,,1000000.0,2700000.0,5600000.0,383333333.0,4600000.0,,,,,,,,,,,,,,
1990-09-30,,-16800000.0,,,,25700000.0,455100000.0,,74400000.0,,,57300000.0,,,229900000.0,228800000.0,,,,,,,-4200000.0,,,-11800000.0,,0.0,,,,0.025,,,,,,,,,,,,,-1600000.0,,33200000.0,,293000000.0,,,,,62100000.0,,,20300000.0,48700000.0,,,,472000000.0,0.0,162100000.0,,274200000.0,,,,41200000.0,315400000.0,,,-46400000.0,,,,,,16200000.0,,,,,,,,,73600000.0,,,,6300000.0,,,,,-100000.0,11800000.0,,,,,0.025,-11800000.0,,13500000.0,11800000.0,2500000.0,103800000.0,,,219400000.0,,,,8500000.0,,,,0.0,124300000.0,182400000.0,155500000.0,,,,,0.0,,,,,900000.0,,,,0.0,,,,,-9300000.0,,307600000.0,,,,,,,,,,,,,770500000.0,11800000.0,,496300000.0,,,,,,,,,,,,,,,,3600000.0,,1000000.0,3600000.0,7500000.0,472000000.0,5400000.0,,,,,,,,,,,,,,
1990-12-31,,44400000.0,-15200000.0,,,4500000.0,439500000.0,420000000.0,65000000.0,,,72400000.0,-33000000.0,,226500000.0,246900000.0,,191100000.0,35700000.0,600000.0,,,-1000000.0,18800000.0,,-12700000.0,840000000.0,0.0,,237400000.0,,,,,35700000.0,,0.085,,5800000.0,0.0,,,-51100000.0,,-13100000.0,258200000.0,11700000.0,,258200000.0,420000000.0,439500000.0,8700000.0,2300000.0,63800000.0,,37000000.0,4800000.0,60500000.0,,,,,0.0,181300000.0,,237400000.0,,,63800000.0,53300000.0,305000000.0,900000.0,,-51100000.0,26400000.0,,744500000.0,14200000.0,573300000.0,14200000.0,186100000.0,35700000.0,4800000.0,,507100000.0,,,165500000.0,72100000.0,,,,5800000.0,,,,305000000.0,0.0,1700000.0,,-33000000.0,25600000.0,-500000.0,,-12700000.0,,-44800000.0,1700000.0,53300000.0,108000000.0,,,186100000.0,,,,3100000.0,,,,5200000.0,125100000.0,195800000.0,161500000.0,195800000.0,,181300000.0,70000000.0,2000000.0,,,305500000.0,266700000.0,-3100000.0,125100000.0,,,0.0,,,101200000.0,,40600000.0,72100000.0,305500000.0,,108000000.0,,600000.0,-4200000.0,,0.0,62100000.0,,0.0,-39500000.0,,744500000.0,1700000.0,,507100000.0,,,,0.085,,,5300000.0,75600000.0,246900000.0,,,72400000.0,,,,600000.0,,900000.0,600000.0,7200000.0,,4900000.0,,,,,,,,,,,,,,
1991-03-31,,-28300000.0,,,,11000000.0,454700000.0,,61800000.0,,,59700000.0,,,203700000.0,256500000.0,,,,,,,-4300000.0,,,-10500000.0,,0.0,,,,0.01,,,,,,,,,,,,-100000.0,,,19400000.0,,300000000.0,,,,,67700000.0,,,6600000.0,50800000.0,,,,390000000.0,0.0,154700000.0,,254400000.0,,,,42400000.0,308400000.0,,,-57000000.0,,,,,,13800000.0,,,,,,,,,79600000.0,,,,5800000.0,,,,,0.0,3900000.0,,,,,0.01,-10500000.0,,34600000.0,3900000.0,-16100000.0,94100000.0,,,220400000.0,,,,2700000.0,,,,0.0,128700000.0,199500000.0,141900000.0,,,,,400000.0,,,,,8400000.0,,,,600000.0,,,,,-26600000.0,,303400000.0,,,,,,,,,,,,,763100000.0,3900000.0,,508700000.0,,,,,,,,,,,,,,,,9000000.0,,900000.0,9000000.0,8400000.0,390000000.0,4400000.0,,,,,,,,,,,,,,
1991-06-30,,-700000.0,,,,11200000.0,450800000.0,,59600000.0,,,54600000.0,,,201900000.0,259700000.0,,,,,,,5400000.0,,,-9800000.0,,0.0,,,,0.01,,,,,,,,,,,,0.0,,,19700000.0,,287000000.0,,,,,72000000.0,,,7400000.0,48400000.0,,,,420000000.0,0.0,163800000.0,,247300000.0,,,,39900000.0,310900000.0,,,-62400000.0,,,,,,15000000.0,,,,,,,,,67800000.0,,,,5900000.0,,,,,-100000.0,4200000.0,,,,,0.01,-9800000.0,,-800000.0,4200000.0,12100000.0,108400000.0,,,219200000.0,,,,3200000.0,,,,0.0,122300000.0,197300000.0,142300000.0,,,,,500000.0,,,,,1000000.0,,,,0.0,,,,,2300000.0,,311200000.0,,,,,,,,,,,,,761700000.0,4200000.0,,514400000.0,,,,,,,,,,,,,,,,10000000.0,,800000.0,10000000.0,8500000.0,420000000.0,3800000.0,,,,,,,,,,,,,,
1991-09-30,,9700000.0,,,,11600000.0,449300000.0,,56700000.0,,,60000000.0,,,208100000.0,267600000.0,,,,,,,7500000.0,,,-9900000.0,,0.0,,,,0.01,,,,,,,,,,,,,,,19200000.0,,271800000.0,,,,,76300000.0,,,8100000.0,45100000.0,,,,430000000.0,0.0,177500000.0,,251100000.0,,,,37500000.0,316200000.0,,,-67900000.0,,,,,,15100000.0,,,,,,,,,59200000.0,,,,5700000.0,,,,,100000.0,4300000.0,,,,,0.01,-9900000.0,,-5800000.0,4300000.0,21600000.0,116700000.0,,,212600000.0,,,,3800000.0,,,,0.0,114800000.0,199700000.0,151400000.0,,,,,700000.0,,,,,6100000.0,,,,0.0,,,,,11700000.0,,309000000.0,,,,,,,,,,,,,765500000.0,4300000.0,,514400000.0,,,,,,,,,,,,,,,,16100000.0,,800000.0,16100000.0,7600000.0,430000000.0,3500000.0,,,,,,,,,,,,,,
1991-12-31,,14500000.0,,,,1100000.0,415700000.0,443333333.0,51600000.0,,,66100000.0,-41800000.0,,217900000.0,280500000.0,,194800000.0,13300000.0,,,,6400000.0,14500000.0,,-11600000.0,831600000.0,0.0,,216100000.0,,,,,13300000.0,,0.03,,5200000.0,-100000.0,,,-73600000.0,,,241800000.0,9800000.0,,241800000.0,443333333.0,415700000.0,-4800000.0,2100000.0,77200000.0,,0.0,4200000.0,50500000.0,,,,,0.0,173900000.0,,216100000.0,,,77200000.0,41800000.0,319300000.0,2300000.0,,-73600000.0,13000000.0,,735000000.0,13900000.0,601900000.0,13900000.0,182200000.0,13300000.0,600000.0,,518900000.0,,,161600000.0,59600000.0,,,,5200000.0,,100000.0,,319300000.0,-100000.0,900000.0,,-41800000.0,33200000.0,15000000.0,,-11600000.0,,-28500000.0,900000.0,24200000.0,105500000.0,,,182200000.0,,,,3300000.0,,,,5900000.0,109600000.0,206900000.0,166300000.0,206900000.0,,173900000.0,41800000.0,500000.0,,,306800000.0,229700000.0,-16100000.0,109600000.0,,,0.0,,,68100000.0,,12600000.0,59600000.0,306800000.0,,105500000.0,,,-600000.0,,0.0,26300000.0,,0.0,-500000.0,,735000000.0,900000.0,,518900000.0,,,,0.03,,,5800000.0,34900000.0,280500000.0,,,66100000.0,,,,,,2300000.0,,8700000.0,,2800000.0,,,,,,,,,,,,,,
1992-03-31,,-24700000.0,,,,11600000.0,450600000.0,,61600000.0,,,66800000.0,,,211700000.0,284900000.0,,,,,,,-600000.0,,,-19600000.0,,0.0,,,,0.0125,,,,,,,,,,,,,,,20700000.0,,278700000.0,,,,,82300000.0,,,8900000.0,50000000.0,,,,416000000.0,-12900000.0,171900000.0,,246400000.0,,,,40900000.0,323300000.0,,,-79800000.0,,,,,,12100000.0,,,,,,,,,57200000.0,,,,7700000.0,,,,,-100000.0,5200000.0,,,,,0.0125,-6700000.0,,40100000.0,5200000.0,-10400000.0,103000000.0,,,221500000.0,,,,3700000.0,,,,0.0,111800000.0,205100000.0,150100000.0,,,,,1100000.0,,,,,9800000.0,,,,0.0,,,,,-17100000.0,,314700000.0,,,,,,,,,,,,,773900000.0,5200000.0,,527500000.0,,,,,,,,,,,,,,,,9800000.0,,2100000.0,9800000.0,9100000.0,416000000.0,2700000.0,,,,,,,,,,,,,,
1992-06-30,,-600000.0,,,,16800000.0,463500000.0,,68600000.0,,,67100000.0,,,236600000.0,298800000.0,,,,,,,-7400000.0,,,-12600000.0,,0.0,,,,0.0175,,,,,,,,,,,,,,,26300000.0,,275500000.0,,,,,90400000.0,,,13900000.0,51800000.0,,,,462857143.0,0.0,188000000.0,,265000000.0,,,,42500000.0,333400000.0,,,-87300000.0,,,,,,10600000.0,,,,,,,,,57400000.0,,,,7500000.0,,,,,100000.0,8100000.0,,,,,0.0175,-12600000.0,,-4000000.0,8100000.0,16900000.0,120000000.0,,,218100000.0,,,,5800000.0,,,,100000.0,118900000.0,211500000.0,168000000.0,,,,,500000.0,,,,,800000.0,,,,0.0,,,,,4300000.0,,312900000.0,,,,,,,,,,,,,796900000.0,8100000.0,,531900000.0,,,,,,,,,,,,,,,,10600000.0,,900000.0,10600000.0,9500000.0,462857143.0,3000000.0,,,,,,,,,,,,,,
1992-09-30,,7300000.0,,,,19800000.0,447400000.0,,74100000.0,,,63200000.0,,,246100000.0,307000000.0,,,,,,,7100000.0,,,-8600000.0,,0.0,,,,0.0225,,,,,,,,,,,,,,,30200000.0,,241000000.0,,,,,100100000.0,,,16700000.0,54300000.0,,,,431111111.0,0.0,206400000.0,,262000000.0,,,,43900000.0,345100000.0,,,-95100000.0,,,,,,10500000.0,,,,,,,,,56800000.0,,,,7300000.0,,,,,0.0,9700000.0,,,,,0.0225,-8600000.0,,-19500000.0,9700000.0,27200000.0,128600000.0,,,184200000.0,,,,7000000.0,,,,-100000.0,112900000.0,211900000.0,172000000.0,,,,,700000.0,,,,,-1100000.0,,,,0.0,,,,,18600000.0,,311300000.0,,,,,,,,,,,,,792500000.0,9700000.0,,530500000.0,,,,,,,,,,,,,,,,9500000.0,,14600000.0,9500000.0,10200000.0,431111111.0,3000000.0,,,,,,,,,,,,,,
1992-12-31,,22200000.0,,,,12700000.0,421400000.0,451428571.0,74400000.0,,,62400000.0,-33900000.0,,254600000.0,306900000.0,,217700000.0,31600000.0,1700000.0,,,10100000.0,10900000.0,,-15600000.0,949000000.0,0.0,,230000000.0,,,,,31600000.0,,0.07,,6600000.0,0.0,,,-94100000.0,,,209000000.0,21000000.0,,209000000.0,451428571.0,421400000.0,4200000.0,2900000.0,108800000.0,,39000000.0,17200000.0,61700000.0,,,,,-9600000.0,212400000.0,,230000000.0,,,108800000.0,53400000.0,348400000.0,31500000.0,,-94100000.0,25100000.0,,769800000.0,10200000.0,670300000.0,10200000.0,137300000.0,31600000.0,0.0,,539800000.0,,,180600000.0,71700000.0,,,,6600000.0,,,,348400000.0,0.0,8700000.0,,-56400000.0,37100000.0,9200000.0,,-6000000.0,,-31500000.0,8700000.0,39200000.0,118500000.0,,,137300000.0,,,,8500000.0,,,,6700000.0,101300000.0,212800000.0,180200000.0,212800000.0,,212400000.0,72900000.0,600000.0,,,320400000.0,278700000.0,-7800000.0,101300000.0,,,0.0,,,98100000.0,,33200000.0,71700000.0,320400000.0,,118500000.0,,1700000.0,1700000.0,,-22500000.0,56700000.0,,0.0,-14900000.0,,769800000.0,8700000.0,,539800000.0,,,,0.07,,,6500000.0,61000000.0,306900000.0,,,62400000.0,,,,1700000.0,,31500000.0,1700000.0,8300000.0,,2200000.0,,,,,,,,,,,,,,
1993-03-31,,-8300000.0,,,,22300000.0,503000000.0,,63900000.0,,,67000000.0,,,248400000.0,315900000.0,,,,,,,-9200000.0,,,-9100000.0,,0.0,,,,-0.0575,,,,,,,,,,,,10600000.0,,,22300000.0,,308200000.0,,,,,82800000.0,,,17400000.0,41600000.0,,,,450434783.0,0.0,194800000.0,,272200000.0,,,,41600000.0,322500000.0,,,-102200000.0,,,,,,27700000.0,,,,,,,,,139200000.0,,,,21600000.0,,,,,0.0,10100000.0,,,,,-0.0575,-9100000.0,,1600000.0,-25900000.0,19700000.0,126900000.0,,,169000000.0,,,,7300000.0,,,,-2300000.0,110400000.0,213700000.0,184500000.0,,,,,500000.0,,,,,11600000.0,,,,1700000.0,,,,,10600000.0,,318000000.0,,,,,,,,,,,,,825500000.0,-25900000.0,,553300000.0,,,,,,,,,,,,,,,,13300000.0,,900000.0,13300000.0,,450434783.0,2500000.0,,,,,,,,,,,,,,
1993-06-30,,1500000.0,,,,24900000.0,548800000.0,,79800000.0,,,70400000.0,,,258900000.0,338900000.0,,,,,,,-4300000.0,,,-44300000.0,,0.0,,,,0.0275,,,,,,,,,,,,,,,35900000.0,,336000000.0,,,,,93900000.0,,,22100000.0,54900000.0,,,,465454545.0,-33000000.0,212800000.0,,304200000.0,,,,43900000.0,334800000.0,,,-107700000.0,,,,,,28600000.0,,,,,,,,,140100000.0,,,,23400000.0,,,,,-900000.0,12800000.0,,,,,0.0275,-11300000.0,,26100000.0,12800000.0,18400000.0,141500000.0,,,195900000.0,,,,9300000.0,,,,0.0,125300000.0,231200000.0,179100000.0,,,,,200000.0,,,,,2100000.0,,,,0.0,,,,,7100000.0,,324800000.0,,,,,,,,,,,,,883600000.0,12800000.0,,579400000.0,,,,,,,,,,,,,,,,15400000.0,,900000.0,15400000.0,,465454545.0,2800000.0,,,,,,,,,,,,,,
1993-09-30,,11600000.0,,,,30100000.0,547400000.0,,74200000.0,,,74300000.0,,,281000000.0,345300000.0,,,,,,,7400000.0,,,-11000000.0,,0.0,,,,0.0325,,,,,,,,,,-800000.0,,,,,30100000.0,,308800000.0,,,,,107600000.0,,,25000000.0,44100000.0,,,,446153846.0,-2000000.0,238600000.0,,319600000.0,,,,44100000.0,349000000.0,,,-115700000.0,,,,,,28000000.0,,,,,,,,,139500000.0,,,,23200000.0,,,,,0.0,14500000.0,,,,,0.0325,-9000000.0,,-26900000.0,14500000.0,35800000.0,163600000.0,,,169300000.0,,,,10500000.0,,,,-2400000.0,117800000.0,229600000.0,206800000.0,,,,,500000.0,,,,,-2900000.0,,,,0.0,,,,,26800000.0,,324000000.0,,,,,,,,,,,,,896400000.0,14500000.0,,576800000.0,,,,,,,,,,,,,,,,12400000.0,,700000.0,12400000.0,,446153846.0,2700000.0,,,,,,,,,,,,,,
1993-12-31,,36400000.0,,,,13400000.0,508800000.0,442500000.0,107200000.0,,,72400000.0,-40300000.0,,278800000.0,358300000.0,,221100000.0,53700000.0,6800000.0,,,11400000.0,10300000.0,,-29900000.0,1067100000.0,0.0,,277800000.0,,,,,17700000.0,,0.04,,21400000.0,100000.0,,-900000.0,-122600000.0,,,273400000.0,13400000.0,,273400000.0,442500000.0,508800000.0,41200000.0,1300000.0,123100000.0,,95500000.0,26600000.0,93800000.0,,,,,-19000000.0,235400000.0,,277800000.0,,,123100000.0,52900000.0,363700000.0,2200000.0,,-122600000.0,37300000.0,,872500000.0,28000000.0,753000000.0,28000000.0,131400000.0,17700000.0,1700000.0,-2600000.0,594700000.0,,,180200000.0,142000000.0,,,,21400000.0,,,,363700000.0,100000.0,16400000.0,,-94300000.0,40900000.0,5300000.0,,-10900000.0,,-37200000.0,16400000.0,61900000.0,160800000.0,,,131400000.0,,,,10200000.0,,,,15500000.0,107600000.0,235700000.0,171600000.0,235700000.0,,235400000.0,135800000.0,100000.0,,,337600000.0,314100000.0,-5700000.0,107600000.0,,,0.0,,,133900000.0,,51000000.0,142000000.0,337600000.0,,160800000.0,,6800000.0,5100000.0,,-54000000.0,91000000.0,,0.0,-36400000.0,,872500000.0,16400000.0,,594700000.0,,,,0.04,,,8400000.0,93000000.0,358300000.0,,,72400000.0,,,,6800000.0,,2200000.0,6800000.0,,,2200000.0,,,,,,,,,,,,,,
1994-03-31,,-15100000.0,,,,29500000.0,534500000.0,,86300000.0,,,78100000.0,,,289200000.0,369700000.0,,,,,,,-16500000.0,,,-14900000.0,,0.0,,,,0.0325,,,,,,,,,,-900000.0,,100000.0,,,40100000.0,,273000000.0,,,,,136800000.0,,,24600000.0,56800000.0,,,,446153846.0,-4600000.0,261500000.0,,315800000.0,,,,46200000.0,381900000.0,,,-131300000.0,,,,,,27900000.0,,,,,,,,,141600000.0,,,,23500000.0,,,,,0.0,14500000.0,,,,,0.0325,-10300000.0,,9200000.0,14500000.0,10100000.0,171500000.0,,,131400000.0,,,,10100000.0,,,,-2400000.0,126000000.0,238400000.0,202900000.0,,,,,400000.0,,,,,4600000.0,,,,6800000.0,,,,,-200000.0,,338700000.0,,,,,,,,,,,,,916400000.0,14500000.0,,600600000.0,,,,,,,,,,,,,,,,11400000.0,,11900000.0,11400000.0,10600000.0,446153846.0,2400000.0,,,,,,,,,,,,,,
