date,annualGoodwill,trailingNetIncome,annualTotalAssets,trailingPretaxIncome,quarterlyAccountsReceivable,quarterlyGoodwill,annualNetOtherInvestingChanges,quarterlyLongTermDebt,annualBasicAverageShares,annualRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyCurrentAccruedExpenses,annualPretaxIncome,annualNetIncome,annualCashDividendsPaid,quarterlyTotalAssets,annualFreeCashFlow,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,annualAccountsPayable,trailingTotalRevenue,annualOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,annualLongTermDebt,annualDepreciationAndAmortization,annualOperatingIncome,annualEndCashPosition,annualBasicEPS,annualStockholdersEquity,quarterlyInvestingCashFlow,annualDilutedAverageShares,annualTaxProvision,quarterlyPurchaseOfInvestment,annualCurrentAccruedExpenses,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,annualOtherShortTermInvestments,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,annualDilutedEPS,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetPPE,annualChangeInAccountPayable,annualOperatingCashFlow,trailingInterestExpense,quarterlyNetOtherInvestingChanges,annualNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualGrossPPE,trailingNetIncomeCommonStockholders,annualBeginningCashPosition,quarterlyChangesInAccountReceivables,annualInterestExpense,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalExpenditure,quarterlySaleOfInvestment,quarterlyCapitalStock,annualRepaymentOfDebt,annualSellingGeneralAndAdministration,quarterlyCashAndCashEquivalents,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyAccountsPayable,quarterlyTaxProvision,quarterlyNetPPE,trailingTaxProvision,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,quarterlyStockBasedCompensation,quarterlyAccumulatedDepreciation,annualCapitalStock,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,annualTotalRevenue,annualStockBasedCompensation,annualCurrentDebt,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyGrossPPE,annualDeferredIncomeTax,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalRevenue,annualChangesInAccountReceivables,quarterlyPretaxIncome,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingChangeInInventory,annualIncomeTaxPayable,annualCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualGrossProfit,annualInventory,annualOperatingExpense,trailingBeginningCashPosition,trailingGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,quarterlyCurrentLiabilities,trailingCapitalExpenditure,quarterlyOtherIncomeExpense,annualNonCurrentDeferredRevenue,trailingFreeCashFlow,annualTotalNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentAssets,trailingRepaymentOfDebt,trailingBasicAverageShares,annualOtherCurrentLiabilities,quarterlyGrossProfit,annualCostOfRevenue,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingBasicEPS,trailingOperatingIncome,quarterlyTotalNonCurrentAssets,annualEbitda,trailingDeferredIncomeTax,trailingNetOtherInvestingChanges,annualOtherIncomeExpense,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingOperatingExpense,trailingPurchaseOfInvestment,trailingEndCashPosition,annualChangeInInventory,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,annualOtherCurrentAssets,quarterlyCostOfRevenue,trailingDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentAssets,trailingDilutedAverageShares,quarterlyPurchaseOfBusiness,trailingResearchAndDevelopment,annualOtherNonCurrentLiabilities,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingInvestingCashFlow,annualOtherNonCurrentAssets,quarterlyEbitda
1970-01-01 00:00:00.725760000,,,5905200000.0,,,,3900000.0,151700000.0,1160000000.0,147200000.0,11800000.0,16600000.0,,,,146200000.0,81200000.0,-8400000.0,5905200000.0,67200000.0,9000000.0,25200000,-49600000.0,25200000.0,,,-171600000.0,81100000.0,,151700000.0,40500000.0,146200000.0,0.0,0.07,258800000.0,-11800000.0,1160000000.0,65000000.0,,,,204300000.0,34700000.0,,-2300000.0,1100000.0,,25200000.0,,0.0,,,,,,,0.07,,5646400000.0,89500000.0,,120700000.0,,3900000.0,81200000.0,53800000.0,,,150500000.0,,159500000.0,,,,-53500000.0,,,-22700000.0,340400000.0,204300000.0,258800000.0,0.0,-20600000.0,,20100000.0,89500000.0,,2000000.0,-17300000.0,,,,81200000.0,,749500000.0,,,,147200000.0,5646400000.0,,,-7100000.0,,32300000.0,,-8700000.0,-15700000.0,,-172800000.0,,177700000.0,,45300000.0,193500000.0,,45300000.0,174000000.0,-3100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.733536000,,,,,,,,152600000.0,,,49300000.0,51700000.0,,,,,,,6032000000.0,,9500000.0,35400000,,35400000.0,,,,104800000.0,1180000000.0,,,,,,,-12800000.0,,,,,,,33700000.0,,-2300000.0,300000.0,0.03,35400000.0,,0.0,,,,,,,,,5742100000.0,,,,,0.0,,,,,,,,,1180000000.0,,,,,,,253500000.0,289900000.0,204300000.0,-500000.0,,26000000.0,97800000.0,,,,,,,,,,,,,177500000.0,,0.03,,,,64500000.0,,-2500000.0,-12800000.0,,95600000.0,,,,61400000.0,236300000.0,,61400000.0,-75100000.0,-900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.741398400,,,,,,,,151000000.0,,,-4100000.0,-6200000.0,,,,,,,6092900000.0,,10700000.0,31600000,,31600000.0,,,,103800000.0,1053333333.0,,,,,,,-28000000.0,,,,,95000000.0,,32200000.0,,-2900000.0,500000.0,0.03,31600000.0,,0.0,,,,,,,,,5770600000.0,,,,,0.0,,,,,,,,,1053333333.0,,,,,,,249500000.0,322300000.0,0.0,-400000.0,,20400000.0,117100000.0,,,,,,,,,,,,,209400000.0,,0.03,,,,21800000.0,,2200000.0,-28000000.0,,111200000.0,,,,51900000.0,232400000.0,,52000000.0,-129100000.0,-2600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.749347200,,,,,,,,256900000.0,,,15600000.0,27300000.0,,,,,,,6409300000.0,,11400000.0,28900000,,22200000.0,,,,108800000.0,1110000000.0,,,,,,,-12900000.0,,,,,,,32900000.0,,-2900000.0,1400000.0,0.02,22200000.0,,0.0,,,,,,,,,6064900000.0,,,,,0.0,,,,,,,,,1110000000.0,,,,,,,265100000.0,344400000.0,0.0,-127100000.0,,18800000.0,122200000.0,,,,,,,,,,,,,228100000.0,,0.02,,,,40200000.0,,-11600000.0,-12900000.0,,-202300000.0,,,,47600000.0,238700000.0,,47700000.0,203200000.0,-1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.757296000,,,6896500000.0,,,,6200000.0,308700000.0,1307777778.0,253700000.0,14700000.0,-18100000.0,,,,206300000.0,117700000.0,-10900000.0,6896500000.0,54700000.0,12800000.0,28500000,-70900000.0,28500000.0,,,-37700000.0,116200000.0,,308700000.0,44400000.0,206300000.0,0.0,0.09,379200000.0,-17200000.0,1307777778.0,81900000.0,,,,279800000.0,33700000.0,,-2800000.0,1400000.0,,28500000.0,,0.0,,,,,,,0.09,,6517300000.0,136400000.0,,131800000.0,,6200000.0,117700000.0,75500000.0,,,204300000.0,,132400000.0,,,,-77100000.0,,,-128000000.0,433500000.0,279800000.0,379200000.0,0.0,0.0,,16700000.0,136400000.0,,3600000.0,14700000.0,,,,124400000.0,,965000000.0,,,,253700000.0,6517300000.0,,,-5400000.0,,5300000.0,,26600000.0,-23400000.0,,-42200000.0,,6100000.0,,45200000.0,257600000.0,,45200000.0,7100000.0,-900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.765072000,,,,,,,,305000000.0,,,51900000.0,74100000.0,,,,,,,7550300000.0,,12500000.0,38200000,,38200000.0,,,,132800000.0,1273333333.0,,,,,,,-14800000.0,,,,,,,35200000.0,,-4000000.0,1100000.0,0.03,38200000.0,,0.0,,,,,,,,,7158400000.0,,,,,0.0,,,,,,,,,1273333333.0,,,,,,,331800000.0,391900000.0,279800000.0,-200000.0,,25400000.0,142900000.0,,,,,,,,,,,,,283700000.0,,0.03,,,,88900000.0,,-22100000.0,-14800000.0,,-5400000.0,,,,63500000.0,287900000.0,,63600000.0,36300000.0,7300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.772934400,,,,,,,,305700000.0,,,2000000.0,12600000.0,,,,,,,7265800000.0,,13900000.0,32100000,,32100000.0,,,,115600000.0,1070000000.0,,,,,,,-5800000.0,,,,,,,43100000.0,,-4000000.0,500000.0,0.03,32100000.0,,0.0,,,,,,,,,6845300000.0,,,,,0.0,,,,,,,,,1070000000.0,,,,,,,333700000.0,420500000.0,0.0,-300000.0,,21100000.0,138200000.0,,,,,,,,,,,,,315900000.0,,0.03,,,,18400000.0,,-10700000.0,-5800000.0,,-92700000.0,,,,53200000.0,258200000.0,,53200000.0,63600000.0,1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.780883200,,,,,,,,206500000.0,,,69500000.0,63200000.0,,,,,,,7564800000.0,,14100000.0,31200000,,31200000.0,,,,110800000.0,1040000000.0,,,,,,,-7800000.0,,,,,,,54600000.0,,-4000000.0,800000.0,0.03,31200000.0,,0.0,,,,,,,,,7122700000.0,,,,,-1900000.0,,,,,,,,,1040000000.0,,,,,,,403300000.0,442100000.0,0.0,-200000.0,,20400000.0,136000000.0,,,,,,,,,,,,,343300000.0,,0.03,,,,69100000.0,,8200000.0,-5900000.0,,100700000.0,,,,51600000.0,248100000.0,,51600000.0,-76500000.0,-400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.788832000,,,7917900000.0,,,,-42300000.0,288800000.0,1720784250.0,373200000.0,-22600000.0,24500000.0,,,,224300000.0,135300000.0,-16000000.0,7917900000.0,174400000.0,14100000.0,33800000,-73800000.0,33800000.0,,,17300000.0,184500000.0,,288800000.0,54600000.0,224300000.0,0.0,0.078519,467000000.0,-45400000.0,1773960750.0,89000000.0,,,,380600000.0,65300000.0,,-4000000.0,45000000.0,,33800000.0,,0.0,,,,,,,0.076049,,7450900000.0,129100000.0,,205900000.0,,-40400000.0,135300000.0,100800000.0,,,279800000.0,,198200000.0,,,,-31500000.0,,,-35900000.0,543800000.0,380600000.0,467000000.0,0.0,-35200000.0,,22200000.0,129100000.0,,47400000.0,-31300000.0,,,,135300000.0,,1064600000.0,,,,373200000.0,7450900000.0,,,3800000.0,,29500000.0,,-6700000.0,-5000000.0,,14700000.0,,-5100000.0,,55900000.0,270400000.0,,56000000.0,-28500000.0,-4600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.796608000,,,,,,,,171100000.0,,,36700000.0,39700000.0,,,,,,,8271400000.0,,14100000.0,38400000,,38400000.0,,,,134100000.0,1280000000.0,,,,,,,-18000000.0,,,,,,,79300000.0,,-5100000.0,2100000.0,0.03,38400000.0,,0.0,,,,,,,,,7761600000.0,,,,,0.0,,,,,,,,,1280000000.0,,,,,,,417300000.0,509800000.0,380600000.0,,,25000000.0,136200000.0,,,,,,,,,,,,,406100000.0,,0.03,,,,57700000.0,,-3000000.0,-18000000.0,,3100000.0,,,,63400000.0,296900000.0,,63400000.0,1600000.0,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.804470400,,,,,,,,196300000.0,,,17900000.0,47100000.0,,,,,,,9066300000.0,,14600000.0,44400000,,44400000.0,,,,151500000.0,1110000000.0,,,,,,,-73200000.0,,,,,,,87700000.0,,-5200000.0,4300000.0,0.04,44400000.0,,0.0,,,,,,,,,8492100000.0,,,,,-48300000.0,,,,,,,,71100000.0,1110000000.0,,,,,,,434700000.0,574200000.0,0.0,,,28900000.0,152100000.0,,,,,,,,,,,,,445400000.0,,0.04,,,,72000000.0,,19100000.0,-24900000.0,,-689300000.0,,,,73300000.0,342700000.0,,73300000.0,703000000.0,-700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.812419200,,,,,,,,216200000.0,,,40100000.0,46100000.0,,,,,,,9583800000.0,,17800000.0,47200000,,47200000.0,,,,172400000.0,1180000000.0,,,,,,,-71000000.0,,,,,,,94000000.0,,-7000000.0,700000.0,0.04,47200000.0,,0.0,,,,,,,,,8962400000.0,,,,,-19800000.0,,,,,,,,69600000.0,1180000000.0,,,,,,,474600000.0,621400000.0,0.0,,,30800000.0,190000000.0,,,,,,,,,,,,,484800000.0,,0.04,,,,97300000.0,,13700000.0,-51200000.0,,29100000.0,,,,78100000.0,385600000.0,,78000000.0,12600000.0,-9400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.820368000,,,10552000000.0,,,,-107900000.0,246100000.0,1162923750.0,520500000.0,-45300000.0,-51200000.0,,,,277100000.0,172600000.0,-24200000.0,10552000000.0,81700000.0,22200000.0,42600000,-273500000.0,42600000.0,,,-1207300000.0,189000000.0,,246100000.0,68700000.0,277100000.0,429300000.0,0.143704,632900000.0,-111300000.0,1204713000.0,104500000.0,,,,429300000.0,96300000.0,113500000.0,-6900000.0,42700000.0,,42600000.0,113500000.0,429300000.0,,,,,80900000.0,,0.143704,,9919100000.0,243500000.0,,247300000.0,,-39800000.0,172600000.0,49400000.0,,,380600000.0,,357200000.0,80900000.0,,,-165600000.0,,,-2800000.0,646900000.0,429300000.0,632900000.0,0.0,,,19800000.0,243500000.0,,49800000.0,75500000.0,,,,172600000.0,,1419900000.0,,,,520500000.0,9919100000.0,,,-7000000.0,,20300000.0,,45700000.0,-71500000.0,,-550200000.0,,1220300000.0,,62400000.0,394800000.0,,62400000.0,503100000.0,2600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.828230400,,,,,,,,280000000.0,,,114100000.0,89600000.0,,,,,,,11097000000.0,,24800000.0,46900000,,46900000.0,,,,217900000.0,1178309000.0,,,,,,,-72400000.0,,,,,,,99100000.0,118400000.0,-7000000.0,2200000.0,0.04,46900000.0,,543300000.0,,,,,,,,,10413400000.0,,,,,-3700000.0,,,,,,,,76900000.0,1178309000.0,,,,,,,543300000.0,683600000.0,429300000.0,,,32700000.0,286700000.0,,,,,,,,,,,,,560500000.0,,0.04,,,,158300000.0,,28200000.0,-68700000.0,,-300300000.0,,,,79600000.0,446700000.0,,79600000.0,387300000.0,-400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.836092800,,,,,,,,300100000.0,,,71900000.0,58200000.0,,,,,,,11214000000.0,,23300000.0,70100000,,70100000.0,,,,218300000.0,1180093000.0,,,,,,,-10300000.0,,,,,,,101200000.0,135600000.0,-7000000.0,700000.0,0.06,70100000.0,,615200000.0,,,,,,,,,10456700000.0,,,,,0.0,,,,,,,,74600000.0,1180093000.0,,,,,,,615200000.0,757300000.0,543300000.0,,,48600000.0,279800000.0,,,,,,,,,,,,,623700000.0,,0.06,,,,68500000.0,,13700000.0,-10300000.0,,573300000.0,,,,118600000.0,491700000.0,,118700000.0,-596800000.0,-1400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.844041600,,,,,,,,294000000.0,,,23700000.0,37700000.0,,,,,,,12147200000.0,,24200000.0,57100000,,57100000.0,,,,188200000.0,1181844000.0,,,,,,,-31700000.0,,,,,,,107500000.0,148000000.0,-8700000.0,-200000.0,0.05,57100000.0,,664600000.0,,,,,,,,,11333000000.0,,,,,-100000.0,,,,,,,,72300000.0,1181844000.0,,,,,,,664600000.0,814200000.0,615200000.0,,,39400000.0,289200000.0,,,,,,,,,,,,,672000000.0,,0.05,,,,69300000.0,,-13900000.0,-31600000.0,,-253300000.0,,,,96400000.0,430100000.0,,96500000.0,241900000.0,-600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.851990400,,,13778800000.0,,,,-4700000.0,508900000.0,1174338000.0,723100000.0,-31900000.0,12400000.0,,,,394100000.0,233800000.0,-31500000.0,13778800000.0,197900000.0,26000000.0,59700000,-164500000.0,59700000.0,,,-1779900000.0,226000000.0,,508900000.0,98300000.0,394000000.0,633300000.0,0.198519,854600000.0,-50100000.0,1210956750.0,160300000.0,,,,633300000.0,118200000.0,127900000.0,-8800000.0,5200000.0,,59700000.0,127900000.0,633300000.0,,,,,68900000.0,,0.192593,,12924200000.0,315400000.0,,357700000.0,,-900000.0,233800000.0,177800000.0,,,455000000.0,,425900000.0,68900000.0,,,-159800000.0,,,-27500000.0,850300000.0,633300000.0,854600000.0,664600000.0,-11500000.0,,39500000.0,315400000.0,,7900000.0,-15300000.0,,,,233800000.0,,1850900000.0,,,,723100000.0,12924200000.0,,,-5200000.0,,61600000.0,,-43300000.0,-49200000.0,,-1799600000.0,,1810700000.0,,99100000.0,482300000.0,,99200000.0,1778300000.0,-2800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.859766400,,,,,,,,473600000.0,,,80500000.0,83700000.0,,,,,,,14643100000.0,,27800000.0,66700000,,66700000.0,,,,256600000.0,1189430000.0,,,,,,,-32700000.0,,,,,,,123200000.0,201900000.0,-8800000.0,5600000.0,0.06,66700000.0,,713400000.0,,,,,,,,,13705200000.0,,,,,0.0,,,,,,,,64000000.0,1189430000.0,,,,,,,713400000.0,937900000.0,633300000.0,,,43600000.0,322600000.0,,,,,,,,,,,,,781100000.0,,0.06,,,,116400000.0,,-3200000.0,-32700000.0,,6100000.0,,,,110300000.0,535600000.0,,110300000.0,95400000.0,-5500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.867628800,,,,,,,,498500000.0,,,19000000.0,35600000.0,,,,,,,14678300000.0,,29700000.0,64000000,,64000000.0,,,,250100000.0,1188390000.0,,,,,,,-36900000.0,,,,,,,133100000.0,190000000.0,-8800000.0,-2000000.0,0.05,64000000.0,,733400000.0,,,,,,,,,13685500000.0,,,,,0.0,,,,,,,,61900000.0,1188390000.0,,,,,,,733500000.0,992800000.0,713400000.0,,,41800000.0,332700000.0,,,,,,,,,,,,,836200000.0,,0.05,,,,72500000.0,,-16500000.0,-36900000.0,,9000000.0,,,,105800000.0,530800000.0,,105800000.0,-101200000.0,-3100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.875577600,,,,,,,,550900000.0,,,125500000.0,100700000.0,,,,,,,15631500000.0,,34900000.0,76500000,,76500000.0,,,,284400000.0,1193031000.0,,,,,,,-33600000.0,,,,,,,142400000.0,176200000.0,-8800000.0,7700000.0,0.07,76500000.0,,857500000.0,,,,,,,,,14553500000.0,,,,,0.0,,,,,,,,58000000.0,1193031000.0,,,,,,,857600000.0,1078000000.0,733400000.0,,,50400000.0,335800000.0,,,,,,,,,,,,,903000000.0,,0.07,,,,134300000.0,,24700000.0,-33600000.0,,9400000.0,,,,127000000.0,611900000.0,,126900000.0,24300000.0,-10800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.883526400,,,16481700000.0,,,,-1200000.0,361000000.0,1181452500.0,955500000.0,-61000000.0,-91300000.0,,,,447300000.0,270300000.0,-37100000.0,16481700000.0,128700000.0,32300000.0,63100000,-140600000.0,63100000.0,,,3000000.0,300200000.0,,361000000.0,124700000.0,447300000.0,797400000.0,0.228889,1145100000.0,-37400000.0,1226587500.0,177000000.0,,,,797400000.0,147900000.0,282600000.0,-10700000.0,-11300000.0,,63100000.0,282600000.0,797400000.0,,,,,55900000.0,,0.22,900000.0,15336600000.0,342300000.0,,268100000.0,,-1200000.0,270300000.0,164000000.0,,,633300000.0,,546500000.0,55900000.0,,900000.0,-139400000.0,,,-33600000.0,1091400000.0,797400000.0,1145100000.0,857500000.0,-8900000.0,,41200000.0,342300000.0,,0.0,36600000.0,,,,270300000.0,,2298800000.0,,,,955500000.0,15336600000.0,,,-29100000.0,,-55100000.0,,31600000.0,-36200000.0,,-21500000.0,,-100800000.0,,104300000.0,620500000.0,,104300000.0,-119300000.0,-9700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.891302400,,,,,,,,361000000.0,,,107500000.0,164500000.0,,,,,,,18193500000.0,,34200000.0,68000000,,68000000.0,,,,306100000.0,1199310000.0,,,,,,,-37800000.0,,,,,,,155600000.0,234100000.0,-10600000.0,0.0,0.06,68000000.0,,905200000.0,,,,,,,,,17016200000.0,,,,,0.0,,,,,,,,53700000.0,1199310000.0,,,,,,,905200000.0,1177300000.0,797400000.0,,,44400000.0,348700000.0,,,,,,,,,,,,,1012900000.0,,0.06,,,,202300000.0,,-57000000.0,-37800000.0,,6900000.0,,,,112300000.0,604400000.0,,112400000.0,44400000.0,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.899164800,,,,,,,,391000000.0,,,10500000.0,51300000.0,,,,,,,18265100000.0,,35300000.0,76300000,,76300000.0,,,,306400000.0,1198480000.0,,,,,,,-47600000.0,,,,,,,160600000.0,232400000.0,-10700000.0,30100000.0,0.07,76300000.0,,915500000.0,,,,,,,,,17050400000.0,,,,,0.0,,,,,,,,50800000.0,1198480000.0,1500000.0,,,,,,915500000.0,1214700000.0,905200000.0,,,49500000.0,364500000.0,,,,,,,,,,,,,1078700000.0,,0.07,,,,98900000.0,,-40800000.0,-47600000.0,,8400000.0,,,,125900000.0,638000000.0,,125800000.0,-23000000.0,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.907113600,,,,,,,,351000000.0,,,104800000.0,174700000.0,,,,,,,18846000000.0,,35100000.0,97800000,,97800000.0,,,,324700000.0,1199562000.0,,,,,,,-59400000.0,,,,,,,166800000.0,212500000.0,-10600000.0,-200000.0,0.09,97800000.0,,1020900000.0,,,,,,,,,17540100000.0,,,,,0.0,,,,,,,,49300000.0,1199562000.0,2400000.0,,,,,,1021000000.0,1305900000.0,915500000.0,,,64700000.0,389800000.0,,,,,,,,,,,,,1165800000.0,,0.08,,,,234100000.0,,-69800000.0,-59400000.0,,15200000.0,,,,162300000.0,705100000.0,,162500000.0,50300000.0,15900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
