date,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyRetainedEarnings,annualOperatingIncome,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualDilutedEPS,annualTotalLiabilitiesNetMinorityInterest,annualBasicAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashDividendsPaid,annualCommonStockIssuance,trailingOperatingIncome,annualFreeCashFlow,annualChangeInWorkingCapital,trailingCostOfRevenue,trailingTotalRevenue,annualOtherCurrentAssets,annualAccountsPayable,annualBasicEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingNetOtherInvestingChanges,quarterlyOtherNonCashItems,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,trailingTaxProvision,trailingEndCashPosition,trailingPretaxIncome,annualNetIncome,quarterlyTotalRevenue,trailingCashDividendsPaid,annualPretaxIncome,annualCurrentDebt,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingNetIncome,annualDilutedAverageShares,annualCurrentDeferredRevenue,annualCashDividendsPaid,quarterlyOperatingIncome,quarterlyFreeCashFlow,annualCostOfRevenue,quarterlyOperatingCashFlow,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyNetIncome,trailingSellingGeneralAndAdministration,annualSellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyNetIncomeContinuousOperations,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,annualStockholdersEquity,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualOtherNonCashItems,trailingDepreciationAndAmortization,annualRepurchaseOfCapitalStock,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyAccountsReceivable,annualCurrentLiabilities,annualRetainedEarnings,quarterlyDilutedAverageShares,annualNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGoodwill,annualTaxProvision,quarterlyOtherCurrentAssets,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,annualTotalAssets,quarterlyRepaymentOfDebt,quarterlyEndCashPosition,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPretaxIncome,annualOtherIncomeExpense,quarterlyOperatingExpense,annualOtherIntangibleAssets,trailingOtherIncomeExpense,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualEbitda,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualInventory,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualNetPPE,annualGrossPPE,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,annualTotalNonCurrentAssets,annualChangeInInventory,quarterlyNetPPE,trailingCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,trailingBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualInvestingCashFlow,trailingOperatingExpense,annualInvestmentsAndAdvances,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyInterestExpense,quarterlyDilutedEPS,trailingInvestingCashFlow,trailingCapitalExpenditure,quarterlyStockBasedCompensation,quarterlyCurrentDebt,quarterlyCommonStockIssuance,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualNetOtherFinancingCharges,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,annualNonCurrentDeferredRevenue,annualGoodwill,annualInterestExpense,annualStockBasedCompensation,annualEndCashPosition,annualRepaymentOfDebt,annualCapitalStock,trailingChangeInWorkingCapital,trailingDeferredIncomeTax,annualTotalRevenue,trailingGrossProfit,annualPurchaseOfInvestment,annualCapitalExpenditure,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyOtherShortTermInvestments,quarterlySaleOfInvestment,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingChangeInInventory,trailingChangeInAccountPayable,trailingSaleOfInvestment,annualOtherShortTermInvestments,trailingResearchAndDevelopment,trailingDilutedAverageShares
2010-12-31,,,,,585000000.0,1332000000.0,,0.39,,328204793.0,,,,1590000000.0,665000000.0,804000000.0,1271000000.0,9371000000.0,,,0.39,,-69000000.0,93000000.0,,,,332000000.0,807000000.0,1267000000.0,128000000.0,,-174000000.0,419000000.0,,,,930000000.0,328204793.0,,,,,3643000000.0,,,2000000.0,,111000000.0,,3840000000.0,,442000000.0,637000000.0,,,324000000.0,-1246000000.0,,,,,31000000.0,367000000.0,,,,,,,,128000000.0,,,,308000000.0,,574000000.0,,,,,,,,,,,,,1523000000.0,,930000000.0,4425000000.0,,,771000000.0,,,75000000.0,,,1939000000.0,,-1631000000.0,,,109000000.0,,,,,833000000.0,,155000000.0,,-1318000000.0,,700000000.0,,,,-54000000.0,-222000000.0,738000000.0,,,,,,,,,,18000000.0,-68000000.0,6510000000.0,,,,,,,,,935000000.0,-95000000.0,,,,,-98000000.0,-191000000.0,,,,58000000.0,,-443000000.0,147000000.0,-62000000.0,,-703000000.0,398000000.0,,,946000000.0,56000000.0,796000000.0,-278000000.0,,226000000.0,-21000000.0,8068000000.0,8100000000.0,-4000000.0,-168000000.0,,,,,,,,,,,,,,,,,,,,
2011-12-31,,,-489000000.0,,1014000000.0,,,0.810001,25610000000.0,306999693.0,,,0.0,,685000000.0,330000000.0,,,91000000.0,294000000.0,0.810001,23403000000.0,151000000.0,,,,,,,,253000000.0,,,196000000.0,384000000.0,,,,306999693.0,86000000.0,,,,3881000000.0,,781000000.0,72000000.0,,255000000.0,295000000.0,3888000000.0,,,416000000.0,,,,,1868000000.0,3033000000.0,,16408000000.0,6000000.0,,,,601000000.0,,2207000000.0,-6098000000.0,,253000000.0,,,,-59000000.0,,564000000.0,,,,27312000000.0,,,,,,,,638000000.0,,,,4902000000.0,781000000.0,,-186000000.0,,7476000000.0,,,,1403000000.0,,,552000000.0,,,9117000000.0,10382000000.0,,,1167000000.0,24279000000.0,119000000.0,,,,,,,1495000000.0,,-65000000.0,796000000.0,,,,,,,,,-1265000000.0,-187000000.0,-463000000.0,,334000000.0,,,5006000000.0,17000000.0,,,,,-96000000.0,,,,,,,,,,-15000000.0,,-28000000.0,,,349000000.0,-714000000.0,,90000000.0,6175000000.0,643000000.0,19000000.0,781000000.0,-726000000.0,1000000.0,,,8783000000.0,,-11000000.0,-482000000.0,,,,,,,,,,,,,,,,,,,,
2012-09-30,,,,,,,135000000.0,,,,,,,,,,,,,,,,,,-2000000.0,,-1000000.0,,,,,2417000000.0,,,,,177000000.0,,,,,361000000.0,205000000.0,,322000000.0,,,,,,,177000000.0,,,1406000000.0,179000000.0,,,,,,,,,,1000000.0,,,,,,,12000000.0,,,,,,,-117000000.0,1011000000.0,,-111000000.0,883000000.0,91000000.0,,,,,,,,,,,233000000.0,,1045000000.0,,,,0.0,,739000000.0,,,,,,,,,,,,,,54000000.0,,-63000000.0,18000000.0,,,,,,,,,-117000000.0,,,,,,,,,,-38000000.0,,,,,49000000.0,,,144000000.0,,142000000.0,,,,3000000.0,,,,510000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,2827000000.0,2349000000.0,-406000000.0,-5746000000.0,1169000000.0,,156000000.0,0.870001,24911000000.0,328204793.0,22562000000.0,,,,574000000.0,25000000.0,,,40000000.0,286000000.0,0.870001,22562000000.0,71000000.0,,-70000000.0,24239000000.0,0.0,,,,352000000.0,2338000000.0,,573000000.0,407000000.0,27066000000.0,61000000.0,,328204793.0,61000000.0,,291000000.0,235000000.0,3988000000.0,360000000.0,755000000.0,12000000.0,24911000000.0,359000000.0,262000000.0,4119000000.0,61000000.0,,460000000.0,1319000000.0,64000000.0,0.0,,2301000000.0,2827000000.0,1473000000.0,15588000000.0,-5000000.0,,,0.0,567000000.0,719000000.0,2349000000.0,-5746000000.0,,352000000.0,-37000000.0,415000000.0,6197000000.0,214000000.0,40000000.0,550000000.0,567000000.0,-145000000.0,1019000000.0,27066000000.0,-526000000.0,755000000.0,133000000.0,4948000000.0,2301000000.0,15588000000.0,291000000.0,719000000.0,,61000000.0,,5288000000.0,755000000.0,112000000.0,-42000000.0,1028000000.0,7373000000.0,,7373000000.0,-20000000.0,1692000000.0,883000000.0,,415000000.0,1000000.0,,9197000000.0,10739000000.0,755000000.0,755000000.0,1110000000.0,24239000000.0,137000000.0,9197000000.0,,48000000.0,,-340000000.0,156000000.0,1473000000.0,,-31000000.0,781000000.0,,,-1542000000.0,262000000.0,-125000000.0,-406000000.0,,10739000000.0,-1542000000.0,73000000.0,-558000000.0,,291000000.0,286000000.0,77000000.0,4948000000.0,20000000.0,82000000.0,20000000.0,2000000.0,,-150000000.0,-128000000.0,431000000.0,146000000.0,,,,30000000.0,407000000.0,,-26000000.0,414000000.0,182000000.0,,,431000000.0,-576000000.0,,82000000.0,6197000000.0,569000000.0,50000000.0,755000000.0,-854000000.0,1000000.0,,,9276000000.0,,-3000000.0,-536000000.0,,,,,,,,,,,,,,,,,,,,
2013-03-31,,,,,,,160000000.0,,,,,,,,,,,,,,,,,,-26000000.0,,-1000000.0,,,,,2263000000.0,,,,,34000000.0,,,,,259000000.0,104000000.0,,172000000.0,,,,,,,34000000.0,,,1350000000.0,38000000.0,,,,,,,,,,-7000000.0,,,,,328204793.0,,-42000000.0,,,,,,,-64000000.0,913000000.0,,-134000000.0,777000000.0,97000000.0,,,,,,,,,,,76000000.0,,1091000000.0,,,,-1000000.0,,755000000.0,,,,,,,,,,,,,,38000000.0,,-77000000.0,25000000.0,,,,,0.103594,328204793.0,,,-68000000.0,,,,,,,,,,7000000.0,,,,,-77000000.0,,,22000000.0,,143000000.0,0.103594,,,2000000.0,,,,379000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,2890000000.0,2387000000.0,,-5557000000.0,,,149000000.0,,,,22220000000.0,,,,,,,,,,,,,,-20000000.0,23895000000.0,-2000000.0,,,,,2380000000.0,,,,26785000000.0,155000000.0,,,,,403000000.0,387000000.0,,466000000.0,,,24607000000.0,,,,155000000.0,,,1395000000.0,157000000.0,,,,,2102000000.0,,,,,1000000.0,,830000000.0,,,328204793.0,,-32000000.0,395000000.0,6172000000.0,,49000000.0,,,-119000000.0,985000000.0,,-818000000.0,661000000.0,92000000.0,5132000000.0,2305000000.0,14986000000.0,274000000.0,,,,,,,241000000.0,,992000000.0,,,7208000000.0,-39000000.0,,777000000.0,,,1000000.0,,,,661000000.0,661000000.0,,,,9084000000.0,,84000000.0,,-457000000.0,-58000000.0,,,,,0.472266,328204793.0,-1639000000.0,237000000.0,-79000000.0,-591000000.0,,10723000000.0,,,,,,1914000000.0,18000000.0,,,,72000000.0,105000000.0,,,-116000000.0,0.0,131000000.0,0.472266,,,1000000.0,401000000.0,,,521000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,2472000000.0,2207000000.0,,-5558000000.0,,,146000000.0,,,,20553000000.0,,,,,,,,,,,,,,-20000000.0,24139000000.0,-1000000.0,,,,,2449000000.0,,,,26611000000.0,200000000.0,,,,,356000000.0,316000000.0,,386000000.0,,,22760000000.0,,,,200000000.0,,,1475000000.0,203000000.0,,,,,2596000000.0,,,,,1000000.0,,813000000.0,,,328204793.0,,42000000.0,386000000.0,6205000000.0,,40000000.0,,,-69000000.0,974000000.0,,-650000000.0,724000000.0,130000000.0,4997000000.0,3977000000.0,12960000000.0,268000000.0,,,,,,,273000000.0,,1119000000.0,,,7202000000.0,-2000000.0,,661000000.0,,,10000000.0,,,,470000000.0,470000000.0,,,,9071000000.0,,70000000.0,,-255000000.0,144000000.0,,,,,0.609376,328204793.0,-1719000000.0,465000000.0,-70000000.0,-417000000.0,,10790000000.0,,,,,,1964000000.0,41000000.0,,,,186000000.0,27000000.0,,,63000000.0,0.0,127000000.0,0.609376,,,2000000.0,57000000.0,,,546000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,2383000000.0,2142000000.0,-264000000.0,-5331000000.0,1109000000.0,,148000000.0,1.350001,22286000000.0,307407100.0,20144000000.0,,1243000000.0,,1769000000.0,866000000.0,,,104000000.0,319000000.0,1.350001,20144000000.0,132000000.0,,91000000.0,24179000000.0,0.0,,,,415000000.0,2643000000.0,,698000000.0,52000000.0,26562000000.0,26000000.0,,307407100.0,48000000.0,,91000000.0,962000000.0,3877000000.0,1077000000.0,594000000.0,-5000000.0,22286000000.0,460000000.0,403000000.0,4749000000.0,26000000.0,,748000000.0,1638000000.0,62000000.0,,,4363000000.0,2383000000.0,1380000000.0,12671000000.0,25000000.0,,,0.0,552000000.0,758000000.0,2142000000.0,-5331000000.0,288888600.0,415000000.0,232000000.0,396000000.0,6220000000.0,238000000.0,104000000.0,603000000.0,552000000.0,-130000000.0,1005000000.0,26562000000.0,-15601000000.0,594000000.0,429000000.0,5053000000.0,4363000000.0,12671000000.0,260000000.0,758000000.0,,48000000.0,,5858000000.0,594000000.0,108000000.0,200000000.0,1547000000.0,7216000000.0,,7216000000.0,-32000000.0,1921000000.0,724000000.0,,396000000.0,10000000.0,,9058000000.0,10848000000.0,594000000.0,594000000.0,2101000000.0,24179000000.0,19000000.0,9058000000.0,,46000000.0,,-1074000000.0,-102000000.0,1380000000.0,,-74000000.0,755000000.0,0.09,288888600.0,-1790000000.0,403000000.0,-115000000.0,-264000000.0,,10848000000.0,-1790000000.0,65000000.0,-382000000.0,,260000000.0,319000000.0,-1000000.0,5053000000.0,11000000.0,674000000.0,11000000.0,811000000.0,,-31000000.0,-130000000.0,561000000.0,219000000.0,0.09,,,257000000.0,52000000.0,,-161000000.0,475000000.0,9000000.0,,,561000000.0,-1863000000.0,,674000000.0,6220000000.0,620000000.0,262000000.0,594000000.0,-17203000000.0,10000000.0,,,9735000000.0,,-4000000.0,-332000000.0,,,,,,,,,,,,,,,,,,,,
2014-03-31,2295000000.0,1986000000.0,,-5208000000.0,,,153000000.0,,,,19960000000.0,,,,,,,,,,,,,,-11000000.0,24098000000.0,-2000000.0,,,,,2363000000.0,,,,26393000000.0,123000000.0,,,,,341000000.0,89000000.0,,147000000.0,,,21946000000.0,,,,123000000.0,,,1415000000.0,124000000.0,,,,,1748000000.0,,,,,-13000000.0,,810000000.0,,,328333005.0,,18000000.0,397000000.0,6222000000.0,,68000000.0,,,-73000000.0,948000000.0,,-219000000.0,435000000.0,97000000.0,5111000000.0,4536000000.0,12469000000.0,264000000.0,,,,,,,207000000.0,,1074000000.0,,,7177000000.0,-16000000.0,,594000000.0,,,10000000.0,,,,435000000.0,435000000.0,,,,9031000000.0,,83000000.0,,-232000000.0,-13000000.0,,,,,0.36,328333005.0,-1865000000.0,391000000.0,-58000000.0,-236000000.0,,10896000000.0,,,,,,1936000000.0,-52000000.0,,,632000000.0,6000000.0,-78000000.0,,,-159000000.0,0.0,153000000.0,0.36,,,19000000.0,44000000.0,,,513000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,2417000000.0,2120000000.0,,-4999000000.0,,,158000000.0,,,,19630000000.0,,,,,,,,,,,,,,22000000.0,24080000000.0,-3000000.0,,,,,2667000000.0,,,,26497000000.0,209000000.0,,,,,446000000.0,281000000.0,,365000000.0,,,21750000000.0,,,,209000000.0,,,1646000000.0,212000000.0,,,,,1775000000.0,,,,,49000000.0,,923000000.0,,,328333005.0,,40000000.0,359000000.0,6227000000.0,,65000000.0,,,-48000000.0,1021000000.0,,-564000000.0,545000000.0,133000000.0,5058000000.0,4834000000.0,12204000000.0,257000000.0,,,,,,,333000000.0,,1200000000.0,,,7133000000.0,-5000000.0,,435000000.0,,,10000000.0,,,,545000000.0,545000000.0,,,,9036000000.0,,121000000.0,,-209000000.0,5000000.0,,,,,0.630001,328333005.0,-1944000000.0,410000000.0,-84000000.0,-186000000.0,,10980000000.0,,,,,,1999000000.0,10000000.0,,,593000000.0,11000000.0,5000000.0,,,110000000.0,0.0,158000000.0,0.630001,,,22000000.0,110000000.0,,,649000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
