,annualDilutedAverageShares,annualCashDividendsPaid,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,annualPretaxIncome,quarterlyLongTermDebt,annualPurchaseOfInvestment,trailingInvestingCashFlow,quarterlyOperatingCashFlow,trailingPretaxIncome,trailingCashDividendsPaid,quarterlyNetIncome,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualRetainedEarnings,quarterlyAccountsReceivable,annualGoodwill,annualSaleOfInvestment,annualNetIncome,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,annualStockholdersEquity,annualOtherNonCashItems,annualIncomeTaxPayable,quarterlyCurrentDebt,quarterlyGoodwill,quarterlyInterestExpense,trailingSaleOfInvestment,annualTotalAssets,trailingStockBasedCompensation,trailingPurchaseOfInvestment,annualLongTermDebt,annualOperatingIncome,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,trailingOperatingCashFlow,quarterlyRepaymentOfDebt,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualAccountsPayable,annualBasicEPS,annualTaxProvision,trailingEndCashPosition,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,annualOtherIntangibleAssets,quarterlyEndCashPosition,annualOtherShortTermInvestments,annualCurrentAccruedExpenses,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,annualCommonStockIssuance,annualBasicAverageShares,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,quarterlyDilutedEPS,annualNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,annualCashAndCashEquivalents,annualNetIncomeCommonStockholders,annualRepurchaseOfCapitalStock,annualBeginningCashPosition,annualInterestExpense,trailingInterestExpense,trailingDeferredIncomeTax,quarterlyIncomeTaxPayable,annualCapitalExpenditure,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyRepurchaseOfCapitalStock,annualChangeInCashSupplementalAsReported,trailingSellingGeneralAndAdministration,annualInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,trailingNetIncomeCommonStockholders,quarterlyCapitalStock,annualRepaymentOfDebt,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,annualSellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,quarterlyDilutedAverageShares,quarterlyAccountsPayable,annualEndCashPosition,trailingRepaymentOfDebt,trailingCapitalExpenditure,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingTotalRevenue,quarterlyOtherNonCashItems,annualCashFlowFromContinuingFinancingActivities,trailingTaxProvision,annualStockBasedCompensation,annualNetOtherFinancingCharges,annualFreeCashFlow,annualCurrentDebt,annualTotalRevenue,annualCapitalStock,trailingChangeInWorkingCapital,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInWorkingCapital,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyOperatingIncome,trailingPurchaseOfBusiness,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,annualDilutedEPS,quarterlyBasicAverageShares,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyGrossPPE,trailingFreeCashFlow,quarterlyStockBasedCompensation,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,quarterlyNetPPE,quarterlyTaxProvision,quarterlyRetainedEarnings,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,trailingChangeInAccountPayable,annualOtherNonCurrentAssets,quarterlyTotalNonCurrentAssets,annualOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyCurrentLiabilities,annualCostOfRevenue,quarterlyGrossProfit,trailingBasicAverageShares,annualEbitda,trailingOperatingIncome,quarterlyResearchAndDevelopment,annualChangeInInventory,annualNonCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyChangesInAccountReceivables,annualNetPPE,quarterlyOtherNonCurrentLiabilities,annualInventory,quarterlyOtherIncomeExpense,annualTotalNonCurrentAssets,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,annualCurrentAssets,trailingDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,quarterlyEbitda,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,annualAccumulatedDepreciation,trailingChangesInAccountReceivables,annualResearchAndDevelopment,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyOtherNonCurrentAssets,annualDepreciationAndAmortization,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,annualOtherIncomeExpense,trailingDilutedAverageShares,annualGrossPPE,annualOtherNonCurrentLiabilities,annualGrossProfit,trailingOperatingExpense,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,annualOtherCurrentAssets,quarterlyNonCurrentDeferredRevenue,trailingCostOfRevenue,annualOtherCurrentLiabilities,trailingRepurchaseOfCapitalStock,trailingGrossProfit,trailingDepreciationAndAmortization,trailingChangeInInventory,quarterlyChangeInInventory,annualCurrentLiabilities,trailingBasicEPS
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,,,0.0,,,,,0.0,,,2688000.0,,2688000.0,,,,,,,,,,,,,,,0.0,,,,,,,,411000.0,,,,,,,,,,,,0.0,,,,0.0,,,,,2688000.0,0.0,0.021247,,,,,,,,,,,,,,0.021247,,,,,,,0.0,,,,,,,,,126512822.0,,,,,,,-1248000.0,,,,,,,,,,,,,,,2688000.0,,,,,,3099000.0,,126512822.0,2688000.0,,,,,,,,-224000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,,0.0,,,,,0.0,,,6474000.0,,6474000.0,,,,,,,,,,,,,,,0.0,,,,,,,,1266000.0,,,,,,,,,,,,0.0,,,,0.0,,,,,6474000.0,0.0,0.051173,,,,,,,,,,,,,,0.051173,,,,,,,0.0,,,,,,,,,126512822.0,,,,,,,-4411000.0,,,,,,,,,,,,,,,6474000.0,,,,,,7740000.0,,126512822.0,6474000.0,,,,,,,,1460000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,,,0.0,,,,,0.0,,,11768000.0,,11768000.0,,,,,,,,,,,,,,,298000.0,,,,,,,,686000.0,,,,,,,,,,,,0.0,,,,0.0,,,,,11768000.0,0.0,0.093018,,,,,,,,,,,,,0.0,0.093018,,,,,,,0.0,,,,,,,,,126512822.0,,,,,,,-11753000.0,,,,,,,,,,0.0,,,,,11768000.0,,,,,,12454000.0,,126512822.0,11768000.0,,,,,,,,1759000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,126512822.0,0.0,84000.0,0.0,41247000.0,0.0,0.0,,0.0,,,20317000.0,0.0,20317000.0,0.0,84000.0,,0.0,41247000.0,534876000.0,,289756000.0,,378356000.0,-3931000.0,,,,406000.0,,534876000.0,,,0.0,41247000.0,,3515000.0,,,0.0,0.0,403000.0,0.32603,0.0,,,,245036000.0,0.0,289756000.0,462000.0,0.0,0.0,15526000.0,245036000.0,0.0,126512822.0,20317000.0,0.0,,,462000.0,0.0,41247000.0,0.0,0.0,704000.0,,,,,0.0,0.0,,,0.0,,289756000.0,156520000.0,378356000.0,0.0,,0.0,0.0,,,5878000.0,,,,403000.0,0.0,,,15526000.0,,13481000.0,0.0,,0.0,,0.0,,47125000.0,0.0,,0.0,4542000.0,,,,20317000.0,,41247000.0,,289756000.0,156520000.0,23832000.0,0.32603,,20317000.0,,,,,,,,1547000.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,,,0.0,,,,,0.0,,,13075000.0,,13075000.0,,,,,,1693100000.0,,1420611000.0,,,,,,,899000.0,,,,,,,,2719000.0,,,,,,,,,,,,0.0,,,,0.0,,236555000.0,,,13075000.0,0.0,0.103349,,2839000.0,,,,,,,,,,,,0.103349,,,,,925681000.0,767419000.0,0.0,,735710000.0,,,,,,,126512822.0,,,,,31709000.0,,-16251000.0,,,,,,,,,,,,,,,13075000.0,,,,1318023000.0,,14825000.0,,126512822.0,13075000.0,,,,,,,,4659000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,,209699000.0,,,,,18053000.0,,,109222000.0,,109222000.0,,,,,,2742442000.0,,1759239000.0,,,,,,,2651000.0,,,,,,,,1480000.0,,,,209699000.0,,,,,,,,209699000.0,,,,-178284000.0,,454573000.0,,,109222000.0,-38104000.0,0.86,,1036000.0,,,,,,,,,,,,0.86,,,,,1496717000.0,1245725000.0,0.0,,2530000.0,,,,,,,128329744.0,,,,,19214000.0,,-1798000.0,,,,,,,,,,,,,,,109222000.0,,,,1759239000.0,,110702000.0,,126512822.0,109222000.0,,,,,,,,808000.0,,,,66939000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,,,-37496000.0,,,,,86527000.0,,,63145000.0,,63145000.0,,,,,,2931844000.0,-166000.0,1861200000.0,,,,,,,3443000.0,,,,,,,,7008000.0,,,,172203000.0,,,,,,,,172203000.0,,,,-122770000.0,,665600000.0,,,63145000.0,-130574000.0,0.48,,2276000.0,,,,,,,,,,,118709000.0,0.5,,,,,1670808000.0,1261036000.0,209699000.0,,2532000.0,,,,,-168909000.0,,129944642.0,149181000.0,,,,15688000.0,,-1412000.0,,,,,,,,,,-1253000.0,,,,-217101000.0,63145000.0,,,,1861200000.0,,70153000.0,,126536394.0,63145000.0,,,,,,,,2628000.0,,,0.0,85776000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,128684127.0,-62020000.0,7548000.0,99791000.0,265623000.0,2488618000.0,-741047000.0,,48360000.0,,,80507000.0,-993453000.0,80181000.0,102986000.0,7548000.0,,103394000.0,265949000.0,5958658000.0,242176000.0,4638740000.0,,1265850000.0,-25361000.0,,2488618000.0,,8031000.0,,5958658000.0,,,2488618000.0,-42474000.0,,15924000.0,,,152940000.0,271994000.0,253770000.0,2.1,0.0,,,,676917000.0,271994000.0,1973189000.0,6857000.0,-44308000.0,-692399000.0,3214000.0,676917000.0,,126539024.0,80507000.0,24420000.0,0.62,-498244000.0,6857000.0,271994000.0,265949000.0,,0.0,15024000.0,,,,-297198000.0,,-19736000.0,0.64,,271994000.0,,4638740000.0,4445583000.0,1265850000.0,172203000.0,,2532000.0,-59149000.0,,,27131000.0,-74853000.0,,129898246.0,253770000.0,271994000.0,,,3214000.0,,-5900000.0,1112507000.0,,78000.0,487068000.0,-144258000.0,2488618000.0,293215000.0,2532000.0,,743830000.0,20844000.0,,,-23940000.0,-20386000.0,,265623000.0,,1973189000.0,4445583000.0,96566000.0,2.06,126593203.0,80181000.0,,,,,,,,12749000.0,,,0.0,102986000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,,,-131499000.0,,3234805000.0,,,2064000.0,,,48772000.0,,56865000.0,,5968000.0,,,,6998834000.0,22569000.0,5802606000.0,,,,,3234805000.0,,38997000.0,,,,,,,,5413000.0,,-3117213000.0,,140495000.0,,,,,,,,140495000.0,,,-63297000.0,-1400500000.0,,680011000.0,,,48772000.0,-17068000.0,0.38,,7977000.0,,,,,,,,287000.0,,,1442648000.0,0.38,,,,,5438185000.0,1276314000.0,271994000.0,,2532000.0,,-2276993000.0,,,-1131552000.0,,129919967.0,7606000.0,,,,9928000.0,,-42834000.0,,,,,,,,,,1266937000.0,,,,-19132000.0,-9899000.0,,,,2345221000.0,,62729000.0,,126604509.0,57152000.0,,,,78000.0,,,,-5731000.0,,,287000.0,107446000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
