date,annualOtherNonCurrentAssets,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,annualSellingGeneralAndAdministration,annualOperatingExpense,annualCapitalExpenditure,trailingCapitalExpenditure,quarterlyAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualBeginningCashPosition,trailingOperatingExpense,annualCurrentAssets,trailingBeginningCashPosition,annualCashAndCashEquivalents,trailingNetOtherFinancingCharges,trailingInterestExpense,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,trailingNetIncomeCommonStockholders,trailingNetIncomeContinuousOperations,annualInterestExpense,annualEbitda,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualDilutedAverageShares,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyCurrentAssets,annualCommonStockIssuance,annualFreeCashFlow,quarterlyRetainedEarnings,annualOtherCurrentAssets,trailingOperatingCashFlow,annualCostOfRevenue,annualDilutedEPS,annualBasicEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlyAccumulatedDepreciation,annualTaxProvision,annualChangeInInventory,annualTotalLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,annualNetIncome,annualOtherNonCashItems,annualPurchaseOfBusiness,annualCashDividendsPaid,annualCurrentDebt,quarterlyOtherNonCurrentLiabilities,trailingTaxProvision,annualInvestingCashFlow,trailingInvestingCashFlow,annualAccountsReceivable,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,trailingPurchaseOfInvestment,trailingPurchaseOfBusiness,annualLongTermDebt,annualPurchaseOfInvestment,annualStockholdersEquity,quarterlyOtherNonCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,annualTotalAssets,trailingPretaxIncome,annualDepreciationAndAmortization,quarterlyGoodwill,annualCurrentLiabilities,quarterlyAccountsReceivable,annualRetainedEarnings,trailingNetIncome,annualStockBasedCompensation,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyNetPPE,quarterlyInventory,annualChangeInWorkingCapital,annualSaleOfInvestment,annualGoodwill,annualInventory,annualOtherShortTermInvestments,annualBasicAverageShares,annualNetPPE,trailingGrossProfit,quarterlyOtherIntangibleAssets,annualAccountsPayable,annualTotalRevenue,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualOperatingIncome,annualCapitalStock,trailingRepaymentOfDebt,annualRepaymentOfDebt,trailingTotalRevenue,annualEndCashPosition,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,annualCashCashEquivalentsAndMarketableSecurities,trailingChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,annualGrossPPE,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,annualPretaxIncome,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,quarterlyCurrentDebt,trailingEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlyNetIncome,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,annualChangesInAccountReceivables,quarterlyDilutedAverageShares,trailingSaleOfInvestment,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingCashDividendsPaid,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,trailingDepreciationAndAmortization,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,annualResearchAndDevelopment,quarterlyChangeInInventory,trailingDilutedAverageShares
1970-01-01 00:00:00.978220800,6885895000.0,,1624000000.0,130724000.0,57195000.0,-15992000.0,-2606000000.0,,,0.0,1545233000.0,1539000000.0,2515235000.0,8532000000.0,1506555000.0,709000000.0,2054000000.0,-153193000.0,385671000.0,8326000000.0,8832000000.0,,431035000.0,,982569000.0,2208444472.0,878068000.0,,,3946000000.0,10054164000.0,488230000.0,,,631214000.0,,863566000.0,6552000000.0,893630000.0,0.397596,0.399737,,,,5246000000.0,,102734000.0,,1723702000.0,978444000.0,,878068000.0,647206000.0,-236745000.0,-260299000.0,,,2346000000.0,-864222000.0,-4245000000.0,,,,-389000000.0,-758000000.0,309509000.0,-334793000.0,10364640000.0,,,12569399000.0,11178000000.0,,,741133000.0,,,8326000000.0,,-1453000000.0,,,,,0.0,0.0,145114000.0,,2196615357.0,,3818000000.0,,287657000.0,1381860000.0,,647206000.0,431035000.0,,-23646000000.0,-426666000.0,9064000000.0,1394163000.0,-277039000.0,0.0,1506555000.0,-3177000000.0,,,,175896000.0,1081178000.0,,,2279000000.0,,5355000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.009756800,6695009000.0,,,127495000.0,250350000.0,-5927000.0,,,,-3193000.0,1394163000.0,,2100820000.0,,1491919000.0,,,37690000.0,344052000.0,,,,206941000.0,,773963000.0,2210882303.0,800210000.0,,,,10188455000.0,457291000.0,,,445327000.0,,503894000.0,,748814000.0,0.361941,0.362872,,,,,,115037000.0,,1283965000.0,860062000.0,,800210000.0,451254000.0,-342354000.0,-330007000.0,,,,-203885000.0,,,,,,,311910000.0,-120429000.0,10872936000.0,,,12289275000.0,,,,510002000.0,,,,,,,,,,57175000.0,-158817000.0,105007000.0,,2205210466.0,,,,241903000.0,1206105000.0,,451254000.0,206941000.0,,,-334889000.0,,1429919000.0,207471000.0,0.0,1491919000.0,,,,,168959000.0,975099000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.041292800,222954000.0,,,147491000.0,385339000.0,-40886000.0,,,,0.0,1491919000.0,,1761520000.0,,822784000.0,,,-669671000.0,-30131000.0,,,,165059000.0,,528278000.0,2223202519.0,882487000.0,319722000.0,,,10921569000.0,550398000.0,,,250739000.0,,617494000.0,,1138738000.0,0.396944,0.399644,,,,,,137201000.0,,1061364000.0,947279000.0,,882487000.0,291625000.0,-845633000.0,-345982000.0,55400000.0,,,-170646000.0,,,,,,,528278000.0,-215673000.0,11441618000.0,,,12683089000.0,,,,533086000.0,,,,,,,,,,390000000.0,149024000.0,127879000.0,,2208184379.0,2923089000.0,,,432385000.0,1689136000.0,,291625000.0,165059000.0,,,-414537000.0,,822784000.0,537898000.0,0.0,822784000.0,,,,,180107000.0,1084480000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.072828800,500000000.0,,,206824000.0,111605000.0,-623319000.0,,,,,822784000.0,,1950960000.0,,956804000.0,,,198826000.0,195973000.0,,,,557993000.0,,292755000.0,2259759872.0,1465616000.0,311740000.0,,,12578686000.0,669598000.0,,,274501000.0,,690860000.0,,1460831000.0,0.648572,0.65034,,,,,,182228000.0,,854926000.0,1544038000.0,,1465616000.0,897820000.0,-10685000.0,-591173000.0,40000000.0,,,145116000.0,,,,,,,285133000.0,-171985000.0,12808354000.0,,7622000.0,14529646000.0,,,,562171000.0,,,,,,,,,,0.0,157012000.0,151113000.0,,2253613946.0,4545272000.0,,,487728000.0,2130429000.0,,897820000.0,557993000.0,,,,,1022249000.0,941035000.0,23312000.0,956804000.0,,,,,866366000.0,1726266000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.104451200,3227000.0,,,284009000.0,11074263000.0,-1447094000.0,,,,,1022249000.0,,3549151000.0,,2071466000.0,,,1051438000.0,1685561000.0,,,,606710000.0,,1932111000.0,2308477637.0,2057459000.0,172132000.0,,,14639868000.0,11680973000.0,,,-1000106000.0,,849359000.0,,1688834000.0,0.891262,0.89452,,,,,,224693000.0,,3014025000.0,2120788000.0,,2057459000.0,446988000.0,-286151000.0,-942089000.0,347781000.0,,,-127022000.0,,,,,,,1775691000.0,,13944396000.0,,156420000.0,18189019000.0,,,,1081914000.0,,,,,,,,,,,,623199000.0,,2300069196.0,5853967000.0,,,709783000.0,13369807000.0,,446988000.0,606710000.0,,,-12000000.0,,2071466000.0,1748439000.0,0.0,2071466000.0,,,,,1230598000.0,2345481000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.135987200,4657000000.0,,,348000000.0,11377000000.0,-2249000000.0,,,,,2071000000.0,,2766000000.0,,940000000.0,,,-1066000000.0,6337000000.0,,,,662000000.0,,7947000000.0,2363354977.0,2364000000.0,2007000000.0,,,24653000000.0,12039000000.0,,,-933000000.0,,1242000000.0,,2147000000.0,1.000273,1.004834,,,,,,54000000.0,,9792000000.0,2533000000.0,,2364000000.0,1316000000.0,0.0,-380000000.0,,,,-8217000000.0,,,,,,,0.0,,16159000000.0,,155000000.0,27419000000.0,,,,1845000000.0,,,,,,,,,,2000000.0,275000000.0,170000000.0,411000000.0,2352626388.0,6075000000.0,,,1284000000.0,14186000000.0,,1316000000.0,662000000.0,,,-122000000.0,,940000000.0,-5975000000.0,0.0,1351000000.0,,,,,1468000000.0,2587000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.167523200,2160000000.0,,,413000000.0,616000000.0,-2180000000.0,,,,,940000000.0,,2934000000.0,,781000000.0,,,-134000000.0,-124000000.0,,,,731000000.0,,6645000000.0,2501591018.0,2540000000.0,3104000000.0,,,32152000000.0,1347000000.0,,,-186000000.0,,1523000000.0,,3018000000.0,1.015354,1.018705,,,,,,99000000.0,,11643000000.0,2187000000.0,,2540000000.0,1994000000.0,-64000000.0,-365000000.0,,,,-1639000000.0,,,,,,,,,20921000000.0,,243000000.0,35086000000.0,,,,4998000000.0,,,,,,,,,,18000000.0,281000000.0,239000000.0,387000000.0,2493361348.0,8602000000.0,,,2272000000.0,4365000000.0,,1994000000.0,731000000.0,,,,,781000000.0,418000000.0,0.0,1168000000.0,,,,,320000000.0,2992000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.199059200,-1000000.0,,,880000000.0,665000000.0,-2137000000.0,,,,,781000000.0,,3896000000.0,,1230000000.0,,,414000000.0,361000000.0,,,577000000.0,5102000000.0,,7559000000.0,2561820081.0,3545000000.0,6605000000.0,,,41790000000.0,2391000000.0,,,919000000.0,,2000000.0,,3867000000.0,1.383532,1.392004,,,,,,210000000.0,-196000000.0,17211000000.0,3676000000.0,,3545000000.0,0.0,-2538000000.0,-1154000000.0,,,,-1161000000.0,,-2000000.0,,,,,,,26842000000.0,,468000000.0,45686000000.0,,639000000.0,,9652000000.0,,22810000000.0,,77000000.0,,,,,-366000000.0,10000000.0,3750000000.0,324000000.0,,2546229884.0,11201000000.0,,,,6258000000.0,,3056000000.0,1726000000.0,241000000.0,,-263000000.0,,1230000000.0,0.0,0.0,1230000000.0,,,,,,3886000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.230681600,0.0,,,582000000.0,37000000.0,-1990000000.0,,,,,1230000000.0,,5215000000.0,,2806000000.0,,,1907000000.0,87000000.0,,,627000000.0,5413000000.0,-2752000000.0,10877000000.0,2611744766.0,3706000000.0,7426000000.0,,,45278000000.0,1972000000.0,,,1727000000.0,,0.0,,2163000000.0,1.419,1.424027,,,,,,220000000.0,19000000.0,17779000000.0,3794000000.0,,3706000000.0,0.0,-557000000.0,-1431000000.0,2649000000.0,,,-3021000000.0,,,,,,,,-1115000000.0,30280000000.0,,631000000.0,50493000000.0,,772000000.0,,6902000000.0,,10735000000.0,,0.0,,,,,-153000000.0,462000000.0,2513000000.0,41000000.0,,2602395616.0,12921000000.0,,,,4135000000.0,,3717000000.0,1935000000.0,242000000.0,,-8994000000.0,,2806000000.0,0.0,0.0,2806000000.0,,,15673000000.0,,,4014000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.262217600,0.0,14029000000.0,,388000000.0,-8000000.0,-1206000000.0,,,16849000000.0,,3171000000.0,,6685000000.0,,3206000000.0,,,34000000.0,11000000.0,,,668000000.0,4748000000.0,-3185000000.0,10034000000.0,2614517568.0,3238000000.0,7039000000.0,6815000000.0,,45783000000.0,1533000000.0,6685000000.0,,1553000000.0,12497000000.0,0.0,,2055000000.0,1.239054,1.239798,736000000.0,33563000000.0,10034000000.0,,-3185000000.0,278000000.0,1000000.0,16849000000.0,2965000000.0,0.0,3238000000.0,0.0,-18000000.0,-1374000000.0,3304000000.0,0.0,,-601000000.0,,,0.0,,,,,-208000000.0,33563000000.0,0.0,736000000.0,52468000000.0,,837000000.0,2513000000.0,6815000000.0,,12497000000.0,,,,,10844000000.0,40000000.0,-553000000.0,2000000.0,2513000000.0,40000000.0,,2612904367.0,10844000000.0,,7039000000.0,,3588000000.0,3206000000.0,2759000000.0,1541000000.0,243000000.0,,-5676000000.0,,3206000000.0,0.0,0.0,3206000000.0,,45783000000.0,14029000000.0,52468000000.0,0.0,3243000000.0,243000000.0,3206000000.0,,3304000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
