date,annualOtherNonCurrentLiabilities,quarterlyStockholdersEquity,annualBasicEPS,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,annualBasicAverageShares,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualOtherCurrentLiabilities,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,trailingCapitalExpenditure,trailingOtherIncomeExpense,annualBeginningCashPosition,quarterlySaleOfInvestment,trailingInterestExpense,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingRepaymentOfDebt,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossPPE,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyOperatingIncome,trailingDepreciationAndAmortization,trailingNetIncomeContinuousOperations,quarterlyBasicEPS,quarterlyTotalRevenue,annualPurchaseOfBusiness,trailingStockBasedCompensation,annualDilutedAverageShares,annualNetOtherFinancingCharges,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,annualStockBasedCompensation,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,annualInvestingCashFlow,quarterlyAccumulatedDepreciation,trailingNetOtherFinancingCharges,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,trailingDeferredIncomeTax,quarterlyBasicAverageShares,annualOperatingExpense,quarterlyCashFlowFromContinuingFinancingActivities,annualCapitalStock,annualPurchaseOfInvestment,annualTotalRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,annualDilutedEPS,trailingFreeCashFlow,trailingBeginningCashPosition,quarterlyCurrentLiabilities,annualChangesInAccountReceivables,quarterlyGrossPPE,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,trailingCostOfRevenue,trailingChangesInAccountReceivables,annualInterestExpense,quarterlyPurchaseOfBusiness,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualGoodwill,quarterlyNetPPE,annualInventory,quarterlyPretaxIncome,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyTaxProvision,trailingOperatingExpense,annualDeferredIncomeTax,trailingChangeInInventory,quarterlyStockBasedCompensation,annualGrossProfit,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualTotalAssets,quarterlyTotalAssets,annualRetainedEarnings,annualNetIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyGoodwill,trailingPretaxIncome,trailingChangeInWorkingCapital,quarterlyLongTermDebt,annualGainsLossesNotAffectingRetainedEarnings,annualNetOtherInvestingChanges,annualOtherCurrentAssets,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualCostOfRevenue,annualOperatingIncome,annualCurrentDebt,annualPretaxIncome,annualCashDividendsPaid,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,annualEndCashPosition,trailingTaxProvision,trailingEndCashPosition,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingInvestingCashFlow,annualAccountsPayable,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDebt,annualOtherNonCashItems,quarterlyInterestExpense,annualDepreciationAndAmortization,quarterlyNetOtherFinancingCharges,annualInvestmentsAndAdvances,annualStockholdersEquity,quarterlyChangeInAccountPayable,annualSaleOfInvestment,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,annualTaxProvision,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyDilutedEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyChangeInInventory,annualCommonStockIssuance,quarterlyInvestingCashFlow,annualOtherShortTermInvestments,annualRepurchaseOfCapitalStock,annualOtherIntangibleAssets,annualNetPPE,annualNetIncomeCommonStockholders,annualCurrentLiabilities,annualChangeInAccountPayable,annualEbitda,annualOtherNonCurrentAssets,annualOperatingCashFlow,trailingOtherNonCashItems,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingBasicEPS
1985-02-28,,,,14990000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13200000.0,,,0.14,13200000.0,,,,,,,,,,,,,,,,,14990000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100000.0,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-05-31,,,,14990000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000000.0,,,0.16,15000000.0,,,,,,,,,,,,,,,,,14990000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300000.0,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-08-31,,28600000.0,0.63,,,14920635.0,15100000.0,,,,,,,,,0.0,,,,,,15100000.0,800000.0,,,,1500000.0,,,,15100000.0,2700000.0,15100000.0,2100000.0,9400000.0,,,-24500000.0,,,,15000000.0,,,14920635.0,,,,,,,,0.0,-700000.0,,,,,,15200000.0,,,,57300000.0,,,,0.63,,,4300000.0,,2700000.0,,,30800000.0,,,,,-700000.0,27100000.0,,2000000.0,2500000.0,,,-24500000.0,,,,,,33000000.0,,,,,,,,,2100000.0,,32900000.0,32900000.0,27100000.0,9400000.0,4300000.0,,,,,,,800000.0,,,,24300000.0,17800000.0,,19400000.0,,,,0.0,0.0,,,,,,,,,,,,,,,28600000.0,,,,,,10000000.0,2500000.0,,,100000.0,2700000.0,,,4300000.0,15100000.0,,,,,30800000.0,,,,,,,,,,,2000000.0,9400000.0,4300000.0,,17900000.0,100000.0,0.0,,,,,,,,,,,,,,,,,
1985-11-30,,,,15002000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14900000.0,,,0.15,14900000.0,,,,,,,,,,,,,,,,,15002000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300000.0,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-02-28,,,,15008000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18900000.0,,,0.2,18900000.0,,,,,,,,,,,,,,,,,15008000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-05-31,,,,15008000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15700000.0,,,0.17,15700000.0,,,,,,,,,,,,,,,,,15008000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500000.0,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-08-31,-100000.0,32500000.0,0.77,,,15064935.0,18800000.0,,,,,,,,,0.0,,,,,,18600000.0,1300000.0,,,,1300000.0,,,,18800000.0,3000000.0,18800000.0,2300000.0,11600000.0,,,-28000000.0,,,,20000000.0,,,15064935.0,,,200000.0,,,,,0.0,-900000.0,,,,,,18800000.0,,,,69400000.0,,,,0.77,,,5900000.0,,3000000.0,,,36200000.0,,,,,-900000.0,30900000.0,,2100000.0,2500000.0,,,-28000000.0,,,,,,40200000.0,,,,,,,,100000.0,2300000.0,,38500000.0,38500000.0,30900000.0,11600000.0,6000000.0,,,,,,,1300000.0,,,,29200000.0,21400000.0,,22700000.0,,,,0.0,0.0,,,,,,,,-100000.0,,,,,,,32500000.0,,,,,,11100000.0,2500000.0,,,200000.0,3800000.0,,,6000000.0,18800000.0,200000.0,,,100000.0,36200000.0,,,,,,,,,,,2100000.0,11600000.0,5900000.0,,21600000.0,200000.0,0.0,,,,,,,,,,,,,,,,,
1986-11-30,,,,15008000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16500000.0,,,0.17,16500000.0,,,,,,,,,,,,,,,,,15008000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500000.0,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-02-28,,,,15008000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19100000.0,,,0.18,19100000.0,,,,,,,,,,,,,,,,,15008000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600000.0,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-05-31,,,,15042000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17200000.0,,,0.16,17200000.0,,,,,,,,,,,,,,,,,15042000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300000.0,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-08-31,0.0,32800000.0,0.73,,,15068493.0,18000000.0,,,,,,,,,0.0,,,,,,21000000.0,1300000.0,,,,1000000.0,,,,18000000.0,3100000.0,18000000.0,2400000.0,11000000.0,,,-32900000.0,,,,18200000.0,,,15068493.0,,,200000.0,,,,,0.0,-1000000.0,,,,,,21200000.0,,,,70900000.0,,,,0.73,,,6100000.0,,3100000.0,,,36700000.0,,,,,-1000000.0,30800000.0,,2100000.0,2800000.0,,,-32900000.0,,,,,,41000000.0,,,,,,,,200000.0,2400000.0,,39100000.0,39100000.0,30800000.0,11000000.0,6300000.0,,,,,,,1300000.0,,,,29900000.0,19800000.0,,20700000.0,,,,0.0,0.0,,,,,,,,0.0,,,,,,,32800000.0,,,,,,9700000.0,2800000.0,,,300000.0,3500000.0,,,6300000.0,18000000.0,200000.0,,,200000.0,36700000.0,,,,,,,,,,,2100000.0,11000000.0,6100000.0,,20000000.0,300000.0,0.0,,,,,,,,,,,,,,,,,
1987-11-30,,,,15042000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18100000.0,,,0.24,18100000.0,,,,,,,,,,,,,,,,,15042000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600000.0,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-02-29,,,,15046000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21300000.0,,,0.28,21300000.0,,,,,,,,,,,,,,,,,15046000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100000.0,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-05-31,,,,15046000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100000.0,,,0.24,20100000.0,,,,,,,,,,,,,,,,,15046000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600000.0,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-08-31,0.0,36500000.0,1.03,,,15048544.0,21600000.0,,,,,,,,,0.0,,,,,,21900000.0,1200000.0,,,,1200000.0,,,,21600000.0,3500000.0,21600000.0,2600000.0,15500000.0,,,-35200000.0,,,,20600000.0,,,15048544.0,,,200000.0,,,,,0.0,-1200000.0,,,,,,22100000.0,,,,80000000.0,,,,1.03,,,6600000.0,,3500000.0,,,40700000.0,,,,,-1200000.0,34100000.0,,2300000.0,3600000.0,,,-35200000.0,,,,,,46300000.0,,,,,,,,200000.0,2600000.0,,43300000.0,43300000.0,34100000.0,15500000.0,6800000.0,,,,,,,1200000.0,,,,33700000.0,24200000.0,,25400000.0,,,,0.0,0.0,,,,,,,,0.0,,,,,,,36500000.0,,,,,,9900000.0,3600000.0,,,300000.0,4100000.0,,,6800000.0,21600000.0,200000.0,,,200000.0,40700000.0,,,,,,,,,,,2300000.0,15500000.0,6600000.0,,24400000.0,300000.0,0.0,,,,,,,,,,,,,,,,,
1988-11-30,,,,15088000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19700000.0,,,0.24,19700000.0,,,,,,,,,,,,,,,,,15088000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600000.0,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
