date,annualOtherNonCurrentLiabilities,quarterlyStockholdersEquity,annualBasicEPS,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,annualBasicAverageShares,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualOtherCurrentLiabilities,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,trailingCapitalExpenditure,trailingOtherIncomeExpense,annualBeginningCashPosition,quarterlySaleOfInvestment,trailingInterestExpense,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingRepaymentOfDebt,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossPPE,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyOperatingIncome,trailingDepreciationAndAmortization,trailingNetIncomeContinuousOperations,quarterlyBasicEPS,quarterlyTotalRevenue,annualPurchaseOfBusiness,trailingStockBasedCompensation,annualDilutedAverageShares,annualNetOtherFinancingCharges,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,annualStockBasedCompensation,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,annualInvestingCashFlow,quarterlyAccumulatedDepreciation,trailingNetOtherFinancingCharges,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,trailingDeferredIncomeTax,quarterlyBasicAverageShares,annualOperatingExpense,quarterlyCashFlowFromContinuingFinancingActivities,annualCapitalStock,annualPurchaseOfInvestment,annualTotalRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,annualDilutedEPS,trailingFreeCashFlow,trailingBeginningCashPosition,quarterlyCurrentLiabilities,annualChangesInAccountReceivables,quarterlyGrossPPE,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,trailingCostOfRevenue,trailingChangesInAccountReceivables,annualInterestExpense,quarterlyPurchaseOfBusiness,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualGoodwill,quarterlyNetPPE,annualInventory,quarterlyPretaxIncome,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyTaxProvision,trailingOperatingExpense,annualDeferredIncomeTax,trailingChangeInInventory,quarterlyStockBasedCompensation,annualGrossProfit,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualTotalAssets,quarterlyTotalAssets,annualRetainedEarnings,annualNetIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyGoodwill,trailingPretaxIncome,trailingChangeInWorkingCapital,quarterlyLongTermDebt,annualGainsLossesNotAffectingRetainedEarnings,annualNetOtherInvestingChanges,annualOtherCurrentAssets,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualCostOfRevenue,annualOperatingIncome,annualCurrentDebt,annualPretaxIncome,annualCashDividendsPaid,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,annualEndCashPosition,trailingTaxProvision,trailingEndCashPosition,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingInvestingCashFlow,annualAccountsPayable,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDebt,annualOtherNonCashItems,quarterlyInterestExpense,annualDepreciationAndAmortization,quarterlyNetOtherFinancingCharges,annualInvestmentsAndAdvances,annualStockholdersEquity,quarterlyChangeInAccountPayable,annualSaleOfInvestment,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,annualTaxProvision,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyDilutedEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentAssets,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyChangeInInventory,annualCommonStockIssuance,quarterlyInvestingCashFlow,annualOtherShortTermInvestments,annualRepurchaseOfCapitalStock,annualOtherIntangibleAssets,annualNetPPE,annualNetIncomeCommonStockholders,annualCurrentLiabilities,annualChangeInAccountPayable,annualEbitda,annualOtherNonCurrentAssets,annualOperatingCashFlow,trailingOtherNonCashItems,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingBasicEPS
1978-08-31,,,0.275501,,,14882000.0,,,230052000.0,,,,54510000.0,-17955000.0,403000.0,0.0,,2273000.0,,,-53381000.0,,,,,3226000.0,,,-2894000.0,,,,,-9600000.0,4100000.0,,,,7625000.0,54823000.0,,,,4695000.0,14882000.0,,,,,,,,0.0,,-2998000.0,,146744000.0,-516000.0,,,,,,26300000.0,,,,0.275501,51093000.0,31574000.0,,,,-33773000.0,,,190572000.0,-1386000.0,,,,,,,,,,,,149367000.0,,-4307000.0,,26300000.0,,,,,,,,,,54823000.0,0.0,,,4100000.0,-8100000.0,,78944000.0,1683000.0,,,,,420624000.0,,,,26300000.0,,,,80685000.0,,0.0,0.0,24121000.0,30025000.0,,,,-17216000.0,,,,,,,,,8100000.0,,,,-27719000.0,,,,,,,,,,,,,-191000.0,,-10400000.0,9600000.0,,69048000.0,,,,,,,,,,4100000.0,2300000.0,,26300000.0,,0.0,,,,,,,,,,,,,,,,,
1979-08-31,,,0.37,,,14864865.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,-12500000.0,5500000.0,,,,,,,,,,14864865.0,,,,,,,,0.0,,,,,,,,,,,35200000.0,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,35200000.0,,,,,,,,,,,0.0,,,5500000.0,-10600000.0,,,,,,,,,,,,35200000.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,10600000.0,,,,,,,,,,,,,,,,,,,-13300000.0,12500000.0,,,,,,,,,,,,5500000.0,2700000.0,,35200000.0,,0.0,,,,,,,,,,,,,,,,,
1980-08-31,,,0.37,,,14864865.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,-12500000.0,5500000.0,,,,,,,,,,14864865.0,,,,,,,,0.0,,,,,,,,,,,35800000.0,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,35800000.0,,,,,,,,,,,0.0,,,5500000.0,-12300000.0,,,,,,,,,,,,35800000.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,12300000.0,,,,,,,,,,,,,,,,,,,-13300000.0,12500000.0,,,,,,,,,,,,5500000.0,1000000.0,,35800000.0,,0.0,,,,,,,,,,,,,,,,,
1981-08-31,,,0.53,,,14716981.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,-19500000.0,7800000.0,,,,,,,,,,14716981.0,,,,,,,,0.0,,,,,,,,,,,44600000.0,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,44600000.0,,,,,,,,,,,0.0,,,7800000.0,-15700000.0,,,,,,,,,,,,44600000.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,15700000.0,,,,,,,,,,,,,,,,,,,-20300000.0,19500000.0,,,,,,,,,,,,7800000.0,4600000.0,,44600000.0,,0.0,,,,,,,,,,,,,,,,,
1982-08-31,,,0.61,,,14754098.0,10000000.0,,,,,,,,,0.0,,,,,,11300000.0,,,,,1700000.0,,,,,1300000.0,,700000.0,9000000.0,,,,,,,,,,14754098.0,,,,,,,,0.0,,,,,,,11400000.0,,,,48100000.0,,,,0.61,,,,,,,,,,,,,-600000.0,,,,1900000.0,,,,,,,,,27700000.0,,,,,,,,,,,22900000.0,,18300000.0,9000000.0,3300000.0,,,,,,,700000.0,,,,20400000.0,16300000.0,,18100000.0,,,,0.0,0.0,,,,,,,,,,,,,,,19600000.0,,,,,,9100000.0,,,,,,,,,10000000.0,,,,,22200000.0,,,,,,,,,,,700000.0,9000000.0,3300000.0,,16400000.0,0.0,0.0,,,,,,,,,,,,,,,,,
1983-08-31,,,0.54,,,14814815.0,11600000.0,,,,,,,,,0.0,,,,,,13600000.0,,,,,1300000.0,,,,,1300000.0,,700000.0,8000000.0,,,,,,,,,,14814815.0,,,,,,,,0.0,,,,,,,13700000.0,,,,50200000.0,,,,0.54,,,,,,,,,,,,,-600000.0,,,,2200000.0,,,,,,,,,28500000.0,,,,,,,,,,,24700000.0,,20700000.0,8000000.0,2500000.0,,,,,,,1900000.0,,,,21700000.0,14800000.0,,16100000.0,,,,0.0,0.0,,,,,,,,,,,,,,,22200000.0,,,,,,8100000.0,,,,,,,,,11600000.0,,,,,24000000.0,,,,,,,,,,,700000.0,8000000.0,2500000.0,,14900000.0,0.0,0.0,,,,,,,,,,,,,,,,,
1984-02-29,,,,14922000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15300000.0,,,0.17,15300000.0,,,,,,,,,,,,,,,,,14922000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500000.0,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-05-31,,,,14936000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000000.0,,,0.17,15000000.0,,,,,,,,,,,,,,,,,14936000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600000.0,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-08-31,,26000000.0,0.68,,,14852941.0,17000000.0,,,,,,,,,0.0,,,,,,14300000.0,600000.0,,,,1500000.0,,,,17000000.0,1500000.0,17000000.0,900000.0,10100000.0,,,-24800000.0,,,,13600000.0,,,14852941.0,,,,,,,,0.0,-600000.0,,,,,,14400000.0,,,,57300000.0,,,,0.68,,,4300000.0,,1500000.0,,,29400000.0,,,,,-600000.0,24400000.0,,900000.0,2000000.0,,,-24800000.0,,,,,,33300000.0,,,,,,,,,900000.0,,30300000.0,30300000.0,24400000.0,10100000.0,4300000.0,,,,,,,600000.0,,,,24000000.0,18900000.0,,20500000.0,,,,0.0,0.0,,,,,,,,,,,,,,,26000000.0,,,,,,10400000.0,2000000.0,,,0.0,3000000.0,,,4300000.0,17000000.0,,,,,29400000.0,,,,,,,,,,,900000.0,10100000.0,4300000.0,,19000000.0,0.0,0.0,,,,,,,,,,,,,,,,,
1984-11-30,,,,14990000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14200000.0,,,0.16,14200000.0,,,,,,,,,,,,,,,,,14990000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300000.0,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
