date,trailingNetIncome,annualGoodwill,annualTotalAssets,trailingPretaxIncome,quarterlyAccountsReceivable,quarterlyGoodwill,annualNetOtherInvestingChanges,quarterlyOtherNonCurrentLiabilities,annualRetainedEarnings,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualNetIncome,annualPretaxIncome,annualCashDividendsPaid,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,annualFreeCashFlow,annualIncomeTaxPayable,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualAccountsPayable,trailingInvestingCashFlow,annualOtherNonCashItems,annualOtherCurrentAssets,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualOperatingIncome,annualStockholdersEquity,annualNonCurrentDeferredRevenue,quarterlyOtherIncomeExpense,quarterlyInventory,annualTaxProvision,trailingEndCashPosition,annualCurrentLiabilities,quarterlyCurrentDebt,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualSaleOfInvestment,annualCommonStockIssuance,annualOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,annualEbitda,annualDilutedAverageShares,annualCurrentAssets,quarterlyBasicEPS,trailingInterestExpense,annualNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualBasicAverageShares,annualGrossPPE,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualDilutedEPS,annualBasicEPS,annualInterestExpense,quarterlyOtherIntangibleAssets,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,quarterlyCapitalStock,trailingGrossProfit,annualTotalNonCurrentAssets,annualRepaymentOfDebt,quarterlyDilutedAverageShares,annualSellingGeneralAndAdministration,annualCapitalExpenditure,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,trailingTaxProvision,annualInventory,quarterlyTaxProvision,quarterlyNetPPE,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,annualChangeInInventory,quarterlyEbitda,quarterlyAccumulatedDepreciation,annualCapitalStock,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,quarterlyDilutedEPS,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalRevenue,annualStockBasedCompensation,annualCurrentDebt,annualAccumulatedDepreciation,quarterlyCurrentAssets,quarterlyRetainedEarnings,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,annualDeferredIncomeTax,annualResearchAndDevelopment,annualGrossProfit,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue,trailingOperatingExpense,quarterlyCurrentLiabilities,annualChangesInAccountReceivables,quarterlyPretaxIncome,trailingCostOfRevenue,trailingBeginningCashPosition,quarterlyOtherNonCashItems,trailingPurchaseOfInvestment,trailingSaleOfInvestment,quarterlyNetOtherInvestingChanges,trailingNetOtherFinancingCharges,quarterlyBeginningCashPosition,trailingCapitalExpenditure,quarterlyStockBasedCompensation,quarterlyFreeCashFlow,trailingBasicEPS,trailingChangeInInventory,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,trailingRepurchaseOfCapitalStock,trailingCashDividendsPaid,trailingNetOtherInvestingChanges,quarterlyResearchAndDevelopment,trailingChangesInAccountReceivables,trailingDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,trailingCommonStockIssuance,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyChangeInInventory,trailingDeferredIncomeTax,quarterlyCashDividendsPaid,trailingBasicAverageShares,trailingOtherNonCashItems,trailingPurchaseOfBusiness,quarterlyEndCashPosition,quarterlyChangesInAccountReceivables,trailingDilutedEPS,trailingResearchAndDevelopment,annualRepurchaseOfCapitalStock,trailingChangeInWorkingCapital,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,trailingStockBasedCompensation,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported
1970-01-01 00:00:01.561852800,108203000000.0,,64948494240.0,142946000000.0,,,466969440.0,,1348746840.0,,,,,,4955340600.0,5946408720.0,,,,2396116240.0,,-5327094640.0,,,1769350520.0,-158264000000.0,-621797960.0,105150920.0,734414000000.0,,2870537320.0,2680106520.0,,40069952160.0,5414858400.0,54548488680.0,,,,991068120.0,70884000000.0,6162506280.0,,,40069952160.0,,,,214016000000.0,,,15481000000.0,,118516000000.0,,40069952160.0,,,33569638200.0,,,,18634067760.0,1321424160.0,8202599720.0,3684422000.0,,4223423960.0,,8094964920.0,9975000000.0,42630004480.0,,1695000000.0,4955340600.0,-11867000000.0,2245427520.0,37093435960.0,108203000000.0,9975000000.0,20441504440.0,1352886640.0,2976516200.0,0.496776,0.496776,175527520.0,,,,714529480.0,,611710000000.0,22318489760.0,,,3044408920.0,-5806483480.0,,,,,,34618000000.0,77000280.0,,,34217930880.0,462001680.0,157312400.0,,,1268434720.0,,4955340600.0,,,4348445920.0,15487819760.0,,2147728240.0,-1807436680.0,,,5724515440.0,,,18852000000.0,10385930240.0,206099000000.0,,,11139373840.0,211957760.0,,108328000000.0,,,,,,493194000000.0,,,,122704000000.0,82751000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,1735341280.0,1735341280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1735341280.0,,,,,,,,,,,,,,,,11644444444.0,,,,0.149027,,,,,,,,,,,,,,,,,,,,,,11644444444.0,,,,,,,,,,,,,,,5685395310.0,,,,,0.149027,,,,,,,,,,,,,,,,,,,,,,5685395310.0,5685395310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,1735427216.0,1735427216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1735427216.0,,,,,,,,,,,,,,,,11644444444.0,,,,0.149035,,,,,,,,,,,,,,,,,,,,,,11644444444.0,,,,,,,,,,,,,,,5685676857.0,,,,,0.149035,,,,,,,,,,,,,,,,,,,,,,5685676857.0,5685676857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,1714373800.0,1714373800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714373800.0,,,,,,,,,,,,,,,,11505555556.0,,,,0.149004,,,,,,,,,,,,,,,,,,,,,,11505555556.0,,,,,,,,,,,,,,,7487451000.0,,,,,0.149004,,,,,,,,,,,,,,,,,,,,,,7487451000.0,7487451000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,64543960180.0,,,,-1238523440.0,1757610470.0,6137976460.0,,990984330.0,,,,6899635260.0,9385788930.0,,64543960180.0,41508748820.0,-21711415250.0,,-36357617240.0,1715123860.0,1715123860.0,5962463780.0,,-124183500.0,2644280660.0,,,990984330.0,4598101060.0,2748594800.0,17481725240.0,7653015160.0,45828678840.0,,,101002580.0,2486153670.0,,15951784520.0,5337406830.0,,17481725240.0,,,,,,,,1715123860.0,,,17481725240.0,,,,,7521380650.0,18700379320.0,33987368170.0,-12214689060.0,13444105710.0,7521380650.0,,2748594800.0,,12251116220.0,11905714286.0,23035211360.0,,,6899635260.0,,4651913910.0,-22589806540.0,,11905714286.0,40925914260.0,1757610470.0,40071531780.0,0.579523,0.579523,159782770.0,,,-12214689060.0,1893384430.0,1261704360.0,,41508748820.0,,,5425163170.0,-35155520960.0,17481725240.0,45828678840.0,17481725240.0,5962463780.0,2644280660.0,,101002580.0,,33987368170.0,323704990.0,-221874520.0,48845510.0,-11203441040.0,-6938546090.0,1261704360.0,,6899635260.0,,,8669664080.0,26345943470.0,,5337406830.0,-6938546090.0,23035211360.0,6137976460.0,10023264230.0,,40925914260.0,,18700379320.0,,,,17676279390.0,133290290.0,,,4651913910.0,-11203441040.0,7489487270.0,,,,15951784520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,1975174722.24,1975174722.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975174722.24,,,,,,,,,,,,,,,,11930150000.0,,,,0.165562,,,,,,,,,,,,,,,,,,,,,,11930150000.0,,,,,,,,,,,,,,,8469899669.76,,,,,0.165562,,,,,,,,,,,,,,,,,,,,,,8469899669.76,8469899669.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,1975174722.24,1975174722.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975174722.24,,,,,,,,,,,,,,,,11930150000.0,,,,0.165562,,,,,,,,,,,,,,,,,,,,,,11930150000.0,,,,,,,,,,,,,,,8469899669.76,,,,,0.165562,,,,,,,,,,,,,,,,,,,,,,8469899669.76,8469899669.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,430460160.0,430460160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430460160.0,,,,,,,,,,,,,,,,13000000000.0,,,,0.033112,,,,,,,,,,,,,,,,,,,,,,13000000000.0,,,,,,,,,,,,,,,10844284800.0,,,,,0.033112,,,,,,,,,,,,,,,,,,,,,,10844284800.0,10844284800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,87433080960.0,,,,-6937031040.0,1490054400.0,7408881600.0,,7284710400.0,,,,4793008320.0,6440346240.0,,87433080960.0,51837336960.0,7963512960.0,,-36117263040.0,413904000.0,413904000.0,6026442240.0,,-1986739200.0,8741652480.0,,,7284710400.0,7408881600.0,8774764800.0,19345872960.0,13642275840.0,57093917760.0,,,206952000.0,1647337920.0,,21564398400.0,6200281920.0,,19345872960.0,,,,,,,,413904000.0,,,19345872960.0,,,16225036800.0,,9139000320.0,30339163200.0,42698336640.0,-51125422080.0,19668718080.0,9139000320.0,,8774764800.0,,21051157440.0,12072380000.0,35595744000.0,,,4793008320.0,,9337674240.0,1870846080.0,,12072380000.0,62847183360.0,1490054400.0,17483304960.0,0.397348,0.397348,339401280.0,,,-51125422080.0,-7615833600.0,1465220160.0,,51837336960.0,,,2259915840.0,-11705205120.0,19345872960.0,57093917760.0,19345872960.0,6026442240.0,8741652480.0,,206952000.0,,42698336640.0,18335947200.0,-8278080.0,-41390400.0,-14138960640.0,-20148846720.0,1465220160.0,,4793008320.0,,,15314448000.0,38625521280.0,,6200281920.0,-20148846720.0,35595744000.0,7408881600.0,9668797440.0,,62847183360.0,,30339163200.0,,,,23311073280.0,-811251840.0,,,9337674240.0,-14138960640.0,10844284800.0,,,,21564398400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,4362548160.0,4362548160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4362548160.0,,,,,,,,,,,,,,,,13868421053.0,,,,0.314567,,,,,,,,,,,,,,,,,,,,,,13868421053.0,,,,,,,,,,,,,,,14445249600.0,,,,,0.314567,,,,,,,,,,,,,,,,,,,,,,14445249600.0,14445249600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
