date,trailingNetIncome,annualGoodwill,annualTotalAssets,trailingPretaxIncome,quarterlyAccountsReceivable,quarterlyGoodwill,annualNetOtherInvestingChanges,quarterlyOtherNonCurrentLiabilities,annualRetainedEarnings,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualNetIncome,annualPretaxIncome,annualCashDividendsPaid,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,annualFreeCashFlow,annualIncomeTaxPayable,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualAccountsPayable,trailingInvestingCashFlow,annualOtherNonCashItems,annualOtherCurrentAssets,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualOperatingIncome,annualStockholdersEquity,annualNonCurrentDeferredRevenue,quarterlyOtherIncomeExpense,quarterlyInventory,annualTaxProvision,trailingEndCashPosition,annualCurrentLiabilities,quarterlyCurrentDebt,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualSaleOfInvestment,annualCommonStockIssuance,annualOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,annualEbitda,annualDilutedAverageShares,annualCurrentAssets,quarterlyBasicEPS,trailingInterestExpense,annualNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualBasicAverageShares,annualGrossPPE,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualDilutedEPS,annualBasicEPS,annualInterestExpense,quarterlyOtherIntangibleAssets,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,quarterlyCapitalStock,trailingGrossProfit,annualTotalNonCurrentAssets,annualRepaymentOfDebt,quarterlyDilutedAverageShares,annualSellingGeneralAndAdministration,annualCapitalExpenditure,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,trailingTaxProvision,annualInventory,quarterlyTaxProvision,quarterlyNetPPE,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,annualChangeInInventory,quarterlyEbitda,quarterlyAccumulatedDepreciation,annualCapitalStock,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,quarterlyDilutedEPS,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalRevenue,annualStockBasedCompensation,annualCurrentDebt,annualAccumulatedDepreciation,quarterlyCurrentAssets,quarterlyRetainedEarnings,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,annualDeferredIncomeTax,annualResearchAndDevelopment,annualGrossProfit,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue,trailingOperatingExpense,quarterlyCurrentLiabilities,annualChangesInAccountReceivables,quarterlyPretaxIncome,trailingCostOfRevenue,trailingBeginningCashPosition,quarterlyOtherNonCashItems,trailingPurchaseOfInvestment,trailingSaleOfInvestment,quarterlyNetOtherInvestingChanges,trailingNetOtherFinancingCharges,quarterlyBeginningCashPosition,trailingCapitalExpenditure,quarterlyStockBasedCompensation,quarterlyFreeCashFlow,trailingBasicEPS,trailingChangeInInventory,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,trailingRepurchaseOfCapitalStock,trailingCashDividendsPaid,trailingNetOtherInvestingChanges,quarterlyResearchAndDevelopment,trailingChangesInAccountReceivables,trailingDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,trailingCommonStockIssuance,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyChangeInInventory,trailingDeferredIncomeTax,quarterlyCashDividendsPaid,trailingBasicAverageShares,trailingOtherNonCashItems,trailingPurchaseOfBusiness,quarterlyEndCashPosition,quarterlyChangesInAccountReceivables,trailingDilutedEPS,trailingResearchAndDevelopment,annualRepurchaseOfCapitalStock,trailingChangeInWorkingCapital,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,trailingStockBasedCompensation,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported
,,,,,,,,1581113280.0,,,7003255680.0,,5463532800.0,,,,,96621749760.0,54345595200.0,,,,4370826240.0,4370826240.0,,,,,,736749120.0,,,8584368960.0,,,,,157283520.0,306288960.0,,,,2682097920.0,,,165561600.0,,,,,2822825280.0,,4370826240.0,,,,,,,,9950252160.0,30802735680.0,,,,,,,13706310000.0,,,,0.331123,,,,,,,,,,,,,,,8981716800.0,-51133700160.0,,1465220160.0,,,,13716375000.0,,,34221582720.0,65819014080.0,34221582720.0,5148965760.0,447016320.0,,,2011573440.0,44395343040.0,,,,8244967680.0,-24287886720.0,,,,0.331123,,,,,,,42276154560.0,16133977920.0,,,68683229760.0,,,,,,,,,,14387303040.0,6158891520.0,14445249600.0,,,,22218366720.0,,6382399680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,4639357800.0,4639357800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4639357800.0,,,,,,,,,,,,,,,,15583333333.0,,,,0.297713,,,,,,,,,,,,,,,,,,,,,,15583333333.0,,,,,,,,,,,,,,,18028164000.0,,,,,0.297713,,,,,,,,,,,,,,,,,,,,,,18028164000.0,18028164000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,156438000000.0,,7252000000.0,,-3881000000.0,17000000.0,18522000000.0,,23134000000.0,7252000000.0,,801000000.0,18027000000.0,26393000000.0,,156438000000.0,104309000000.0,13616000000.0,,-92880000000.0,4663003200.0,4663003200.0,11581000000.0,,-208000000.0,12204000000.0,,,23134000000.0,9759000000.0,28023000000.0,27702000000.0,27762000000.0,83777000000.0,3654000000.0,,828000000.0,8366000000.0,,44638000000.0,10471000000.0,801000000.0,27702000000.0,,,,,107000000.0,,,4663003200.0,,107000000.0,27702000000.0,,,55812000000.0,,0.0,72661000000.0,100992000000.0,-283755000000.0,35580000000.0,0.0,1179000000.0,28023000000.0,,36976000000.0,14409503000.0,52129000000.0,,,18027000000.0,,0.0,8353000000.0,,14394313000.0,133136000000.0,17000000.0,19349000000.0,1.25,1.25,824000000.0,,,-283755000000.0,-1551000000.0,1986000000.0,,104309000000.0,-8492000000.0,,7931000000.0,-21964000000.0,27702000000.0,83777000000.0,27702000000.0,11581000000.0,12204000000.0,,828000000.0,,100992000000.0,65653000000.0,-111000000.0,-408000000.0,-19672766000.0,-32144000000.0,1986000000.0,-67299000000.0,18027000000.0,,,13830000000.0,64984000000.0,,10471000000.0,-32144000000.0,52129000000.0,18522000000.0,23392000000.0,,133136000000.0,,72661000000.0,,,,51154000000.0,2447000000.0,,,0.0,-19127766000.0,18094234000.0,,3654000000.0,,44638000000.0,-985000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,6895261800.0,6895261800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6895261800.0,,,,,,,,,,,,,,,,18657718121.0,,,,0.369566,,,,,,,,,,,,,,,,,,,,,,18657718121.0,,,,,,,,,,,,,,,24397982700.0,,,,,0.369566,,,,,,,,,,,,,,,,,,,,,,24397982700.0,24397982700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6390159100.0,,,3182679500.0,,,30446256100.0,,8804035500.0,,,,,171410024500.0,113997793000.0,,,,6894427800.0,6894427800.0,,,,,,1397072300.0,,,34811073700.0,,,,,429868400.0,1182138100.0,,,,6340558900.0,,,479468600.0,,,,,5422955200.0,,6894427800.0,,,,,,,,264534400.0,73937364800.0,,,,,,,18605341875.0,,,,0.369521,,,,,,,,,,,,,,,15590996200.0,-283365942600.0,,1984008000.0,,,,18700015845.0,,,30363589100.0,97439592900.0,30363589100.0,13400320700.0,16955001700.0,,,3447213900.0,111005247600.0,,,,14202190600.0,-32099596100.0,,,,0.369521,,,,,,,57412231500.0,32289730200.0,,,143104843700.0,,,,,,,,,,19385411500.0,10168041000.0,24395031700.0,,,,39126291100.0,,10341641700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,7092914400.0,7092914400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7092914400.0,,,,,,,,,,,,,,,,18443680138.0,,,,0.384572,,,,,,,,,,,,,,,,,,,,,,18443680138.0,,,,,,,,,,,,,,,25693214400.0,,,,,0.384572,,,,,,,,,,,,,,,,,,,,,,25693214400.0,25693214400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,173749000000.0,,5728000000.0,,-6902000000.0,0.0,41504000000.0,,21591000000.0,5728000000.0,,630000000.0,28015000000.0,41717000000.0,,173749000000.0,126938000000.0,10398000000.0,,-46198000000.0,7133063200.0,7132063200.0,11317000000.0,,840000000.0,14970000000.0,,,21591000000.0,17664000000.0,26640000000.0,21821000000.0,42359000000.0,111779000000.0,4237000000.0,,1029000000.0,13703000000.0,,35298000000.0,4531000000.0,630000000.0,21821000000.0,,,,,93000000.0,,,7133063200.0,,93000000.0,21821000000.0,,,4000000.0,,0.0,61938000000.0,125189000000.0,-278722000000.0,49898000000.0,0.0,-1724000000.0,26640000000.0,,61121000000.0,18698023000.0,46811000000.0,,,28015000000.0,,0.0,-5881000000.0,,18605371000.0,164062000000.0,0.0,27702000000.0,1.51,1.51,1740000000.0,,,-278722000000.0,241000000.0,1986000000.0,,126938000000.0,-19952000000.0,,13222000000.0,-39500000000.0,21821000000.0,111779000000.0,21821000000.0,11317000000.0,14970000000.0,,1029000000.0,,125189000000.0,-9581000000.0,-40000000.0,-124000000.0,-31035134800.0,-38873000000.0,1986000000.0,0.0,28014000000.0,,,18060000000.0,100331000000.0,,4531000000.0,-38873000000.0,46811000000.0,41504000000.0,39912000000.0,,164062000000.0,,61938000000.0,,,,82271000000.0,1584000000.0,,,0.0,-32133134800.0,25838865200.0,,4237000000.0,,35298000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,7597740600.0,7597740600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7597740600.0,,,,,,,,,,,,,,,,18558158320.0,,,,0.409402,,,,,,,,,,,,,,,,,,,,,,18558158320.0,,,,,,,,,,,,,,,27538709400.0,,,,,0.409402,,,,,,,,,,,,,,,,,,,,,,27538709400.0,27538709400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5324000000.0,,,0.0,,,21415000000.0,,,,,,,193381000000.0,126892000000.0,,,,7617259400.0,7615259400.0,,,,,,,,,26533000000.0,,,,,,906000000.0,,,,3828000000.0,,,,,,,94000000.0,,,7681259400.0,,,,,,,,0.0,60227000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-278722000000.0,,2011000000.0,,,,,,,51159000000.0,132963000000.0,51159000000.0,10237000000.0,4709000000.0,,,,125300000000.0,,,,-3861709400.0,,,,,,,,,,,,66489000000.0,56719000000.0,,,125300000000.0,,,,,,,,,,0.0,-5425709400.0,27607290600.0,,4712000000.0,,33694000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,8752063140.0,8752063140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8752063140.0,,,,,,,,,,,,,,,,17632367632.0,,,,0.496363,,,,,,,,,,,,,,,,,,,,,,17632367632.0,,,,,,,,,,,,,,,36652880100.0,,,,,0.496363,,,,,,,,,,,,,,,,,,,,,,36652880100.0,36652880100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
