,annualOperatingIncome,trailingCommonStockIssuance,annualAccountsPayable,trailingFreeCashFlow,trailingOperatingIncome,quarterlyOtherNonCashItems,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyDilutedAverageShares,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualBasicAverageShares,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,annualChangeInWorkingCapital,annualOtherCurrentAssets,trailingCostOfRevenue,trailingTotalRevenue,quarterlyRetainedEarnings,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingTaxProvision,trailingEndCashPosition,quarterlyOperatingIncome,annualCashAndCashEquivalents,trailingPretaxIncome,annualNetOtherInvestingChanges,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualPretaxIncome,quarterlyFreeCashFlow,annualFreeCashFlow,annualCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualBasicEPS,annualCashDividendsPaid,annualNetIncome,annualDilutedAverageShares,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualTotalAssets,annualOtherNonCashItems,quarterlyBasicEPS,annualCurrentAssets,annualStockholdersEquity,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualLongTermDebt,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,quarterlyAccountsReceivable,annualCurrentLiabilities,annualDepreciationAndAmortization,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,annualDilutedEPS,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualAccountsReceivable,trailingOperatingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlyInventory,quarterlyGrossProfit,annualOtherIncomeExpense,annualOperatingCashFlow,annualTotalNonCurrentAssets,annualNetPPE,quarterlyCashAndCashEquivalents,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossProfit,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualCashFlowFromContinuingFinancingActivities,annualEbitda,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyNetPPE,trailingChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,annualGrossPPE,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualIncomeTaxPayable,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,trailingOperatingExpense,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingCapitalExpenditure,quarterlyGrossPPE,annualOperatingExpense,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualDeferredIncomeTax,annualInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,trailingNetIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyStockBasedCompensation,trailingStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualChangeInCashSupplementalAsReported,annualInventory,quarterlyEbitda,trailingChangeInWorkingCapital,annualInterestExpense,annualRepaymentOfDebt,annualGoodwill,annualPurchaseOfInvestment,annualCapitalStock,annualStockBasedCompensation,annualTotalRevenue,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingBasicAverageShares,trailingSaleOfInvestment,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,trailingBasicEPS,annualOtherShortTermInvestments,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualChangeInInventory,quarterlyOtherShortTermInvestments,trailingDilutedEPS,trailingDilutedAverageShares,quarterlySellingGeneralAndAdministration,trailingInterestExpense,trailingResearchAndDevelopment,trailingChangeInAccountPayable
1041292800,146180000.0,,31058000.0,,,,566000.0,-9508000.0,70908000.0,226531000.0,,,,,142786013.0,5915000.0,,1223800000.0,42046000.0,-683000.0,2758000.0,,,180047000.0,,81826000.0,67206000.0,,,40401000.0,5915000.0,,-5972000.0,1223800000.0,149378000.0,18646000.0,,109252000.0,649000.0,-14604000.0,,1646161000.0,1717069000.0,0.470412,-36841000.0,67206000.0,144227644.0,43754000.0,,18659000.0,18659000.0,1717069000.0,,,70908000.0,493269000.0,-25053000.0,2758000.0,582910000.0,46095000.0,67154000.0,,57680000.0,226531000.0,,,,0.465612,493269000.0,180047000.0,1985000.0,46095000.0,,,582910000.0,187300000.0,,10611000.0,0.0,-52414000.0,5915000.0,57680000.0,,,41425000.0,4555000.0,81826000.0,2079000.0,121560000.0,1646161000.0,1490841000.0,5915000.0,,5915000.0,5915000.0,322028000.0,,,35206000.0,3957000.0,34395000.0,190502000.0,,30453000.0,11794000.0,1490841000.0,,,1836892000.0,,10139000.0,,6587000.0,149378000.0,-47136000.0,,43754000.0,-346051000.0,,,,1010000.0,5186000.0,,,,,,,,-136164000.0,,1836892000.0,175848000.0,-346051000.0,1958000.0,47785000.0,18470000.0,-151050000.0,-23272000.0,,,10502000.0,13360000.0,,187300000.0,,,149378000.0,,,,31058000.0,566000.0,149378000.0,,,,,9232000.0,2134000.0,4905000.0,4555000.0,52315000.0,,40396000.0,,,,35206000.0,,322028000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,,,,,,,-9515000.0,72822000.0,227920000.0,,142883927.0,,,,,,,,,,,,183859000.0,,80489000.0,,,,32446000.0,,,,1231799000.0,,13324000.0,,,-4455000.0,,,1658872000.0,1731694000.0,,,,,,1003879000.0,13327000.0,13327000.0,,,0.096002,,,,2234000.0,,49119000.0,,,56714000.0,,,,,,499392000.0,,2645000.0,,,,580841000.0,189189000.0,,,55000.0,-21307000.0,8736000.0,,,,48043000.0,5138000.0,80489000.0,,,,,8736000.0,,,8736000.0,,,,35290000.0,5915000.0,,,,22265000.0,8938000.0,1504329000.0,,141615209.0,,,10612000.0,,4582000.0,161119000.0,-24001000.0,,40979000.0,-354733000.0,,,,,447000.0,,,,,,,,,,1859062000.0,,,2821000.0,19546000.0,,,-106000.0,,,-7650000.0,1865000.0,,,,,161119000.0,,,,17682000.0,110000.0,,,0.091202,,,,2665000.0,,,44505000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,,,,,,,-9541000.0,73381000.0,197018000.0,,145027624.0,,,,,,,,,,,,189556000.0,,83379000.0,,,,35290000.0,,,,1211711000.0,,15235000.0,,,-8784000.0,,,1680264000.0,1753645000.0,,,,,,,15237000.0,15237000.0,,,0.105603,,,,2011000.0,,45123000.0,,,59766000.0,,,,,,541934000.0,,4576000.0,,,,584118000.0,191481000.0,,,165000.0,-29984000.0,6600000.0,,,,48089000.0,5004000.0,83379000.0,,,,,6600000.0,,,6600000.0,,,,35406000.0,8736000.0,,,,25304000.0,10067000.0,1529091000.0,,143419331.0,,,10651000.0,,2071000.0,131112000.0,-34561000.0,,36230000.0,-353795000.0,,,,,3953000.0,,,,,,,,,,1882886000.0,,,-2136000.0,25777000.0,,,-581000.0,,,-1599000.0,2241000.0,,,,,131112000.0,,,,20783000.0,704000.0,,,0.105603,,,,36688000.0,,,47404000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,,,,,-2558000.0,,-9776000.0,100826000.0,246831000.0,,150579568.0,,,,,,,,,,,,192935000.0,,102153000.0,,,,46302000.0,,,,1411535000.0,,23620000.0,,,-681000.0,,,1948474000.0,2049300000.0,,,,,,1164704000.0,23623000.0,23623000.0,,,0.158404,,,,5362000.0,,71755000.0,,,68542000.0,,,,,,636915000.0,,6256000.0,,,,695811000.0,173335000.0,,,4194000.0,-232286000.0,20797000.0,,,,55851000.0,6125000.0,102153000.0,,,,,20797000.0,,,20797000.0,,,,37466000.0,6600000.0,,,,39387000.0,15764000.0,1793640000.0,,149208769.0,,,11722000.0,,199778000.0,144218000.0,-47386000.0,,29873000.0,-459891000.0,,,,,756000.0,,,,,,,,,,2253531000.0,,,14197000.0,46705000.0,,,-488000.0,,,12913000.0,3420000.0,,,,,144218000.0,,,,20391000.0,137000.0,,,0.158404,,,,92256000.0,,,59819000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,153561000.0,,32321000.0,,,,171000.0,-11095000.0,83969000.0,232001000.0,,,,,147121321.0,10757000.0,,1410706000.0,45923000.0,66000.0,5051000.0,,,210915000.0,,101212000.0,70795000.0,,,39523000.0,10757000.0,,25498000.0,1410706000.0,135845000.0,18714000.0,,116718000.0,-6027000.0,-19947000.0,,1985767000.0,2069736000.0,0.480012,-39927000.0,70903000.0,148736281.0,28438000.0,1178705000.0,18716000.0,18608000.0,2069736000.0,,,83969000.0,658118000.0,-1525000.0,5051000.0,696666000.0,63835000.0,70893000.0,,62320000.0,232001000.0,,,,0.474012,658118000.0,210915000.0,12021000.0,63835000.0,,,696666000.0,190395000.0,,134826000.0,1278000.0,-46576000.0,10757000.0,62320000.0,,,61689000.0,5841000.0,101212000.0,5692000.0,143373000.0,1985767000.0,1824291000.0,10757000.0,,10757000.0,10757000.0,367233000.0,,,46635000.0,20797000.0,191622000.0,205024000.0,,29762000.0,11154000.0,1824291000.0,,,2302304000.0,,11677000.0,,-14809000.0,135845000.0,-57372000.0,,28438000.0,-478013000.0,,,,5915000.0,5670000.0,,1178705000.0,,,,,,-163320000.0,,2302304000.0,213672000.0,-478013000.0,-10040000.0,51345000.0,26741000.0,-330153000.0,-350000.0,,,-3598000.0,19215000.0,,190395000.0,,,135845000.0,,,,32321000.0,171000.0,135845000.0,,,,,10826000.0,3217000.0,4842000.0,5841000.0,53296000.0,,44662000.0,,,,46635000.0,,367233000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,,,,,,,-11120000.0,83491000.0,238283000.0,,156339424.0,,,,,,,,,,,,215370000.0,,99768000.0,,,,36444000.0,,,,1413456000.0,,15575000.0,,,3835000.0,,,1997247000.0,2080738000.0,,,,,,1175173000.0,15575000.0,15575000.0,,,0.102003,,,,5132000.0,,66845000.0,,,58452000.0,,,,,,666311000.0,,4285000.0,,,,686312000.0,193788000.0,,,450000.0,-24911000.0,13668000.0,,,,63324000.0,6239000.0,99768000.0,,,,,13668000.0,,,13668000.0,,,,46756000.0,10757000.0,,,,25701000.0,10126000.0,1841725000.0,,154476138.0,,,11802000.0,,-5147000.0,159845000.0,-29134000.0,,23922000.0,-489821000.0,,,,,1036000.0,,,,,,,,,,2331546000.0,,,2911000.0,32969000.0,,,-79000.0,,,-95000.0,3595000.0,,,,,159845000.0,,,,11593000.0,,,,0.102003,,,,3433000.0,,,50788000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,,,,,,,-11145000.0,92749000.0,272494000.0,,156409423.0,,,,,,,,,,,,222097000.0,,106524000.0,,,,40473000.0,,,,1589954000.0,,17871000.0,,,-21089000.0,,,2174081000.0,2266830000.0,,,,,,1317460000.0,17871000.0,17871000.0,,,0.114003,,,,5572000.0,,66627000.0,,,67575000.0,,,,,,675847000.0,,397000.0,,,,770505000.0,197153000.0,,,26000.0,-115535000.0,12406000.0,,,,66051000.0,7196000.0,106524000.0,,,,,12406000.0,,,12406000.0,,,,46837000.0,13668000.0,,,,29787000.0,11916000.0,2000072000.0,,154827795.0,,,11436000.0,,84005000.0,192792000.0,-51357000.0,,23382000.0,-530051000.0,,,,,6059000.0,,,,,,,,,,2530123000.0,,,-1262000.0,30268000.0,,,42000.0,,,-6405000.0,1713000.0,,,,,192792000.0,,,,13075000.0,,,,0.114003,,,,2614000.0,,,55228000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,,,,,229000.0,,-11163000.0,103304000.0,285788000.0,,156701082.0,,,,,,,,,,,,222812000.0,,120305000.0,,,,50997000.0,,,,1617577000.0,,24087000.0,,,3920000.0,,,2195479000.0,2298783000.0,,,,,,1331789000.0,24087000.0,24087000.0,,,0.156004,,,,6109000.0,,69409000.0,,,70960000.0,,,,,,680119000.0,,-99000.0,,,,772225000.0,202616000.0,,,491000.0,-32594000.0,18640000.0,,,,69308000.0,7595000.0,120305000.0,,,,,18640000.0,,,18640000.0,,,,46957000.0,12406000.0,,,,39837000.0,15750000.0,2019292000.0,,155104455.0,,,12346000.0,,-10426000.0,188968000.0,-45334000.0,,23443000.0,-540984000.0,,,,,-2319000.0,,,,,,,,,,2560276000.0,,,6234000.0,49254000.0,,,-492000.0,,,-2851000.0,13010000.0,,,,,188968000.0,,,,15202000.0,,,,0.156004,,,,4050000.0,,,66286000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,177234000.0,,23534000.0,,,,-505000.0,-12379000.0,90127000.0,217382000.0,,,,,155407781.0,13116000.0,,1591780000.0,52124000.0,-2231000.0,5570000.0,,,245115000.0,,115442000.0,80007000.0,,,49320000.0,13116000.0,,17540000.0,1591780000.0,135310000.0,22474000.0,,132131000.0,-8799000.0,-22133000.0,,2250121000.0,2340248000.0,0.516013,-45807000.0,80007000.0,157132738.0,17196000.0,,22474000.0,22474000.0,2340248000.0,,,90127000.0,748468000.0,-1082000.0,5570000.0,784461000.0,58538000.0,80007000.0,,64538000.0,217382000.0,,,,0.510013,748468000.0,245115000.0,12957000.0,58538000.0,,,784461000.0,223887000.0,,56193000.0,305000.0,-59456000.0,13116000.0,64538000.0,,,66122000.0,6903000.0,115442000.0,1272000.0,173603000.0,2250121000.0,2069812000.0,13116000.0,,13116000.0,13116000.0,442039000.0,,,48036000.0,18640000.0,61252000.0,236098000.0,,36806000.0,14332000.0,2069812000.0,,,2626151000.0,,13095000.0,,-7180000.0,135310000.0,-69911000.0,,17196000.0,-556339000.0,,,,10757000.0,4742000.0,,,,,,,,-195736000.0,,2626151000.0,264805000.0,-556339000.0,-5524000.0,61112000.0,40577000.0,-232496000.0,-553000.0,,,7120000.0,22259000.0,,223887000.0,,,135310000.0,,,,23534000.0,-505000.0,135310000.0,,,,,9518000.0,46096000.0,2359000.0,6903000.0,63796000.0,,48679000.0,,,,48036000.0,,442039000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,,,,,,,-12411000.0,86313000.0,182993000.0,,161104305.0,,,,,,,,,,,,251575000.0,,113988000.0,,,,42771000.0,,,,1588315000.0,,18871000.0,,,4652000.0,,,2262239000.0,2348552000.0,,,,,,,18871000.0,18871000.0,,,0.120003,,,,4461000.0,,62961000.0,,,57180000.0,,,,,,760237000.0,,7765000.0,,,,811000000.0,222186000.0,,,481000.0,-27753000.0,17415000.0,,,,71217000.0,7257000.0,113988000.0,,,,,17415000.0,,,17415000.0,,,,48217000.0,13116000.0,,,,30821000.0,11950000.0,2088799000.0,,159197686.0,,,12795000.0,,-6941000.0,108179000.0,-34341000.0,,9379000.0,-570257000.0,,,,,1558000.0,,,,,,,,,,2659056000.0,,,4299000.0,38993000.0,,,-124000.0,,,3952000.0,740000.0,,,,,108179000.0,,,,11853000.0,-446000.0,,,0.120003,,,,4848000.0,,,58682000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,,,,,,,-12470000.0,82828000.0,230621000.0,,161867619.0,,,,,,,,,,,,261323000.0,,123100000.0,,,,48593000.0,,,,1692917000.0,,22218000.0,,,-34182000.0,,,2384801000.0,2467629000.0,,,,,,1449967000.0,22218000.0,22218000.0,,,0.138003,,,,4834000.0,,56457000.0,,,64701000.0,,,,,,773357000.0,,-61293000.0,,,,844539000.0,225578000.0,,,24000.0,-120675000.0,5365000.0,,,,74507000.0,7928000.0,123100000.0,,,,,5365000.0,,,5365000.0,,,,48383000.0,17415000.0,,,,36776000.0,14558000.0,2134320000.0,,159811004.0,,,12541000.0,,83951000.0,158876000.0,-58856000.0,,70643000.0,-585669000.0,,,,,2686000.0,,,,,,,,,,2719989000.0,,,-12050000.0,24674000.0,,,-300000.0,,,-15481000.0,2459000.0,,,,,158876000.0,,,,15288000.0,-2440000.0,,,0.138003,,,,5534000.0,,,64449000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,,,,,1638000.0,,-12504000.0,93379000.0,238214000.0,,162785930.0,,,,,,,,,,,,262994000.0,,136783000.0,,,,59091000.0,,,,1730008000.0,,27917000.0,,,425000.0,,,2418132000.0,2511511000.0,,,,,,1478923000.0,27917000.0,27917000.0,,,0.174004,,,,5938000.0,,64693000.0,,,69603000.0,,,,,,780089000.0,,19951000.0,,,,854469000.0,236904000.0,,,77000.0,-45474000.0,9475000.0,,,,77692000.0,8363000.0,136783000.0,,,,,9475000.0,,,9475000.0,,,,48560000.0,5365000.0,,,,46322000.0,18405000.0,2186192000.0,,160304325.0,,,13279000.0,,-14293000.0,141309000.0,-63452000.0,,50705000.0,-603589000.0,,,,,2960000.0,,,,,,,,,,2789781000.0,,,4110000.0,63877000.0,,,-917000.0,,,6286000.0,11363000.0,,,,,141309000.0,,,,18470000.0,-2366000.0,,,0.174004,,,,5840000.0,,,75841000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,196507000.0,,55455000.0,,,,-3632000.0,-13754000.0,89956000.0,263339000.0,,,,,159205000.0,11872000.0,,1813251000.0,56913000.0,18180000.0,7596000.0,,,285132000.0,,122908000.0,91156000.0,,,46052000.0,11872000.0,,-50027000.0,1813251000.0,163150000.0,22150000.0,,148069000.0,-8683000.0,-37788000.0,,2536769000.0,2626725000.0,0.576,-51139000.0,91156000.0,161507500.0,68625000.0,1538161000.0,22150000.0,22150000.0,2626725000.0,,,89956000.0,811923000.0,-1749000.0,7596000.0,878438000.0,44734000.0,91156000.0,,62690000.0,263339000.0,,,,0.568,811923000.0,285132000.0,-16450000.0,44734000.0,,,878438000.0,250346000.0,,21416000.0,595000.0,-105220000.0,11872000.0,62690000.0,,,76856000.0,7798000.0,122908000.0,1177000.0,199674000.0,2536769000.0,2279950000.0,11872000.0,,11872000.0,11872000.0,496779000.0,,,64829000.0,9475000.0,97128000.0,261995000.0,,34150000.0,12000000.0,2279950000.0,,,2900585000.0,,13447000.0,,34411000.0,163150000.0,-80813000.0,,68625000.0,-620635000.0,,,,14192000.0,2732000.0,,1538161000.0,,,,,,-237462000.0,,2900585000.0,300272000.0,-620635000.0,1321000.0,72130000.0,26027000.0,-299122000.0,-408000.0,,,23423000.0,11465000.0,,250346000.0,,,163150000.0,,,,55455000.0,-3632000.0,163150000.0,,,,,9936000.0,5194000.0,-2320000.0,7798000.0,63023000.0,,52062000.0,,,,64829000.0,,496779000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,,,,,1088000.0,,-13803000.0,125760000.0,268510000.0,,163616250.0,,,,,,,,,,,,287893000.0,,117949000.0,,,,40622000.0,,,,1865330000.0,,16564000.0,,,-33779000.0,,,2565373000.0,2691133000.0,,,,,,1584968000.0,16564000.0,16564000.0,,,0.104,,,,7919000.0,,46784000.0,,,57600000.0,,,,,,824194000.0,,5998000.0,,,,916459000.0,252521000.0,,,267000.0,-43396000.0,51445000.0,,,,77327000.0,8796000.0,117949000.0,,,,,51445000.0,,,51445000.0,,,,65105000.0,11872000.0,,,,27635000.0,11071000.0,2312171000.0,,161476250.0,,,14172000.0,,69860000.0,191816000.0,-46888000.0,,62522000.0,-638352000.0,,,,,2873000.0,,,,,,,,,,2950523000.0,,,39573000.0,13109000.0,,,-692000.0,,,-24908000.0,2026000.0,,,,,191816000.0,,,,29910000.0,-4558000.0,,,0.104,,,,7602000.0,,,58566000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,,,,,841000.0,,-13846000.0,105930000.0,240551000.0,,163690000.0,,,,,,,,,,,,296433000.0,,131749000.0,,,,50089000.0,,,,1836315000.0,,22386000.0,,,-40116000.0,,,2606864000.0,2712794000.0,,,,,,1583402000.0,22386000.0,22386000.0,,,0.136,,,,20260000.0,,178647000.0,,,67900000.0,,,,,,874807000.0,,13368000.0,,,,907198000.0,255575000.0,,,476000.0,-61225000.0,9299000.0,,,,81660000.0,8471000.0,131749000.0,,,,,9299000.0,,,9299000.0,,,,66042000.0,51445000.0,,,,37101000.0,14715000.0,2368906000.0,,162325000.0,,,14744000.0,,-15853000.0,21725000.0,-75048000.0,,49003000.0,-656068000.0,,,,,11843000.0,,,,,,,,,,3024974000.0,,,-42146000.0,34932000.0,,,0.0,,,-8137000.0,2837000.0,,,,,21725000.0,,,,40179000.0,-4192000.0,,,0.136,,,,41612000.0,,,68232000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,,,,,7820000.0,,-14634000.0,108845000.0,257951000.0,,165832500.0,,,,,,,,,,,,293401000.0,,146950000.0,,,,59523000.0,,,,1867089000.0,,27331000.0,,,-8012000.0,,,2647309000.0,2756154000.0,,,,,,1596264000.0,27331000.0,27331000.0,,,0.168,,,,11167000.0,,193150000.0,,,74408000.0,,,,,,887327000.0,,13377000.0,,,,917227000.0,259216000.0,,,91000.0,-57583000.0,14085000.0,,,,87427000.0,9185000.0,146950000.0,,,,,14085000.0,,,14085000.0,,,,66387000.0,9299000.0,,,,45565000.0,18234000.0,2417594000.0,,164575000.0,,,14752000.0,,8709000.0,30485000.0,-61672000.0,,36452000.0,-676685000.0,,,,,-7593000.0,,,,,,,,,,3094279000.0,,,4786000.0,53660000.0,,,-114000.0,,,-4214000.0,3354000.0,,,,,30485000.0,,,,34316000.0,-2756000.0,,,0.168,,,,12706000.0,,,78983000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,205547000.0,,49406000.0,,,-6145000.0,194000.0,-15740000.0,134700000.0,255611000.0,,,,,163406250.0,44039000.0,,1954459000.0,60246000.0,-9523000.0,10153000.0,,,319113000.0,,136843000.0,92004000.0,,,55313000.0,44039000.0,,58205000.0,1954459000.0,31155000.0,25723000.0,,152250000.0,-19073000.0,-100980000.0,,2743203000.0,2877903000.0,0.56,-58023000.0,92004000.0,164717500.0,11490000.0,1687256000.0,25723000.0,25723000.0,2877903000.0,3604000.0,,134700000.0,921630000.0,-972000.0,10153000.0,951660000.0,175050000.0,92004000.0,,72149000.0,255611000.0,,,,0.56,921630000.0,319113000.0,25462000.0,175050000.0,,,951660000.0,273199000.0,,66050000.0,360000.0,-63145000.0,44039000.0,72149000.0,,,81530000.0,8359000.0,136843000.0,1194000.0,170726000.0,2743203000.0,2505995000.0,44039000.0,,44039000.0,44039000.0,533491000.0,,,66509000.0,14085000.0,86790000.0,280588000.0,,41949000.0,16226000.0,2505995000.0,,,3185111000.0,,14764000.0,,24074000.0,31155000.0,-88098000.0,,11490000.0,-679116000.0,,,,11872000.0,13213000.0,,1687256000.0,,,,,,-271706000.0,,3185111000.0,327944000.0,-679116000.0,29954000.0,69025000.0,10794000.0,-225349000.0,-166000.0,,,27736000.0,2577000.0,,273199000.0,,,31155000.0,,,,49406000.0,194000.0,31155000.0,,,,,20336000.0,4130000.0,32167000.0,8359000.0,74807000.0,,58432000.0,,,,66509000.0,,533491000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,,,,,963000.0,,-15220000.0,108207000.0,238255000.0,,166553750.0,,,,,,,,,,,,320751000.0,,137301000.0,,,,43745000.0,,,,2075491000.0,,16858000.0,,,-13079000.0,,,2897310000.0,3005517000.0,,,,,,1825158000.0,16858000.0,16858000.0,,,0.104,,,,10864000.0,,168213000.0,,,73660000.0,,,,,,928164000.0,,-45818000.0,,,,1048614000.0,287703000.0,,,69000.0,-134362000.0,15102000.0,,,,93556000.0,8581000.0,137301000.0,,,,,15102000.0,,,15102000.0,,,,66630000.0,44039000.0,,,,27986000.0,11128000.0,2581746000.0,,165441250.0,,,16549000.0,,57803000.0,41167000.0,-60701000.0,,59708000.0,-725542000.0,,,,,-6528000.0,,,,,,,,,,3307288000.0,,,-28937000.0,47622000.0,,,-103000.0,,,3132000.0,2412000.0,,,,,41167000.0,,,,28875000.0,199000.0,,,0.104,,,,3606000.0,,,65090000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,,,,,1381000.0,,-15253000.0,119099000.0,284785000.0,,166900000.0,,,,,,,,,,,,329225000.0,,150624000.0,,,,54770000.0,,,,2130410000.0,,23727000.0,,,-32187000.0,,,2957435000.0,3076534000.0,,,,,,1833106000.0,23727000.0,23727000.0,,,0.144,,,,8310000.0,,223887000.0,,,89432000.0,,,,,,944266000.0,,504000.0,,,,1040069000.0,287104000.0,,,319000.0,-57437000.0,11498000.0,,,,95854000.0,9859000.0,150624000.0,,,,,11498000.0,,,11498000.0,,,,66801000.0,15102000.0,,,,39390000.0,15663000.0,2646778000.0,,165815000.0,,,16441000.0,,40515000.0,34169000.0,-45505000.0,,58898000.0,-751999000.0,,,,,3561000.0,,,,,,,,,,3398777000.0,,,-3604000.0,13318000.0,,,-149000.0,,,-32564000.0,2385000.0,,,,,34169000.0,,,,26729000.0,412000.0,,,0.144,,,,5355000.0,,,76459000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,,,,,964000.0,,-16633000.0,128743000.0,315424000.0,,167292500.0,,,,,,,,,,,,342110000.0,,165491000.0,,,,65347000.0,,,,2167474000.0,,29518000.0,,,2696000.0,,,3005592000.0,3134335000.0,,,,,,1839715000.0,29518000.0,29518000.0,,,0.176,,,,9247000.0,,68171000.0,,,94356000.0,,,,,,964939000.0,,6604000.0,,,,1038011000.0,290945000.0,,,260000.0,-60974000.0,15582000.0,,,,100144000.0,9558000.0,165491000.0,,,,,15582000.0,,,15582000.0,,,,66967000.0,11498000.0,,,,49159000.0,19641000.0,2705607000.0,,166253750.0,,,17103000.0,,-7215000.0,219825000.0,-69577000.0,,53820000.0,-771398000.0,,,,,-3705000.0,,,,,,,,,,3477005000.0,,,4084000.0,72273000.0,,,-590000.0,,,13641000.0,3064000.0,,,,,219825000.0,,,,27428000.0,1315000.0,,,0.176,,,,5558000.0,,,87573000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
