,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,trailingNetIncomeCommonStockholders,annualGrossPPE,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,annualBeginningCashPosition,annualRepaymentOfDebt,annualInterestExpense,annualDilutedAverageShares,annualDilutedEPS,trailingChangesInAccountReceivables,annualOtherNonCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,trailingGrossProfit,quarterlySaleOfInvestment,annualCapitalExpenditure,annualSellingGeneralAndAdministration,quarterlyDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,trailingInterestExpense,quarterlyCapitalStock,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyRepaymentOfDebt,annualBasicAverageShares,annualStockBasedCompensation,trailingStockBasedCompensation,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyStockBasedCompensation,trailingNetOtherFinancingCharges,quarterlyEbitda,trailingTaxProvision,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualTotalRevenue,annualCurrentDeferredRevenue,annualCurrentDebt,annualCostOfRevenue,annualCapitalStock,quarterlyCurrentAssets,quarterlyPretaxIncome,annualGrossProfit,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualAccumulatedDepreciation,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,trailingCostOfRevenue,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,trailingOperatingExpense,quarterlyTaxProvision,trailingBeginningCashPosition,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyNetPPE,annualChangesInAccountReceivables,annualRetainedEarnings,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyBasicEPS,trailingPretaxIncome,annualNetOtherInvestingChanges,annualAccountsReceivable,annualPretaxIncome,quarterlyFreeCashFlow,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualNetIncome,trailingChangeInWorkingCapital,quarterlyTotalAssets,annualCashDividendsPaid,annualFreeCashFlow,trailingCommonStockIssuance,annualAccountsPayable,trailingInvestingCashFlow,quarterlyDepreciationAndAmortization,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,trailingPurchaseOfInvestment,annualOtherCurrentAssets,annualOtherNonCashItems,annualEndCashPosition,annualOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNonCurrentDeferredRevenue,trailingTotalRevenue,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,trailingEndCashPosition,annualDepreciationAndAmortization,annualTaxProvision,annualCashAndCashEquivalents,annualBasicEPS,annualCurrentLiabilities,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,trailingOperatingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,trailingOtherIncomeExpense,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,trailingOperatingIncome,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyGrossProfit,annualOtherIntangibleAssets,annualOtherNonCurrentAssets,annualCommonStockIssuance,quarterlyCashDividendsPaid,annualNetPPE,annualSaleOfInvestment,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,annualOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentAssets,annualEbitda,trailingNetOtherInvestingChanges,annualRepurchaseOfCapitalStock,annualChangeInInventory,annualGoodwill,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,trailingChangeInAccountPayable,annualDeferredIncomeTax,trailingDeferredIncomeTax,quarterlyGoodwill,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,trailingBasicAverageShares,quarterlyCurrentDebt,trailingChangeInInventory,trailingResearchAndDevelopment,trailingCapitalExpenditure,annualOtherShortTermInvestments,quarterlyNonCurrentDeferredTaxesLiabilities,trailingSaleOfInvestment,annualCurrentAccruedExpenses,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,annualInventory,quarterlyInventory,trailingRepaymentOfDebt,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentAccruedExpenses,trailingDilutedEPS,quarterlyOtherShortTermInvestments
1159574400,,-1135799.0,,-2131083.0,,,,,354517974.0,,,,,,,,,,,,,,,,0.22,1187026.0,1187026.0,1833614.0,,39533.0,,,-24462811.0,,,,,,15121198.0,-11059086.0,-69185495.0,,,12625827.0,,,118154060.0,,,,,,,,,,,,,,,,565575276.0,,,8643796.0,,-1043320.0,,,,,10598310.0,,39529687.0,-646588.0,,,-1273451.0,-7723836.0,,,,,16979122.0,554516190.0,,,,,,,,0.22,,,,,-60541699.0,,232630841.0,,,639920269.0,,,,,,2027517.0,,8673547.0,8673547.0,2548517.0,,,,,,,,,,,,1187026.0,0.0,-127444444.0,,,,,,,,-64765482.0,2071900.0,,,284313242.0,,,857632.0,,8673547.0,39857355.0,,914524.0,4522888.0,,,,,-10048891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,-55012959.0,1135799.0,,495880.0,,661826459.0,30159698.0,,343721136.0,59115832.0,-118607528.0,4417955.0,39701976.0,0.76,,,,,,0.0,,,-235770706.0,10190850.0,,4102873.0,4102873.0,1187026.0,,39586.0,,,-65144717.0,39537877.0,,,-7649968.0,199765222.0,9493596.0,-10758514.0,-104857033.0,,,8687795.0,,,96249710.0,,,29672741.0,50471432.0,,,,39586.0,,,,,16895774.0,,,661826459.0,,,12945037.0,399983774.0,1923672.0,-10758514.0,,3342220.0,,6026990.0,,,2915847.0,0.0,,2452054.0,-12996468.0,,,,,14615609.0,651067945.0,-2693111.0,-12996468.0,,,744756745.0,,,,,0.0,,,-91911996.0,-68733148.0,304961898.0,30159698.0,,744756745.0,-36105732.0,-193687365.0,,,,2660805.0,-296861522.0,5106513.0,5593470.0,2242320.0,304961898.0,,343721136.0,,,-805650.0,4102873.0,33575658.0,,14615609.0,,4102873.0,0.0,-106278900.0,,8318303.0,,4102873.0,0.76,,,-2557666.0,1171542.0,,,399983774.0,,,1956174.0,,5593470.0,,,-8563281.0,3466606.0,,,,0.0,-10450846.0,651067945.0,,4102873.0,,6035331.0,42083341.0,,,,41893961.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,7730359.0,,,,,,,477678690.0,,,,,,,,,,,,,,,,0.24,31996738.0,31996738.0,4102873.0,,48916.0,,,-151862009.0,,,,,,18058348.0,-12595219.0,-17320106.0,,,13552935.0,,,52126572.0,,,,,,,,,,,,,,,,685914953.0,,,10119131.0,,-2756954.0,,,,,10880802.0,,42823619.0,27893865.0,136101634.0,,,-16147070.0,,,,,17244367.0,673319734.0,,,,,,,,0.24,,,,,-7200975.0,,274167107.0,,,813949360.0,,,,,,2672133.0,,6045783.0,10203952.0,4637681.0,,,,,,,,,,,,31996738.0,0.0,-34351838.0,,,,,,,,-94563502.0,5013234.0,,,334857162.0,,,,,10203952.0,43070303.0,,1081194.0,7177546.0,,,,,-10894247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,30451461.0,,,,,,,476272127.0,,,,,,,,,,,,,,,,0.23,8588912.0,8588912.0,31996738.0,,48986.0,,,-39999999.0,,,,,,24591291.0,-15407604.0,-11081163.0,,,21683035.0,,,-9971101.0,,,,,,,,,,,,,,,,692641591.0,,,-2489589.0,,9259629.0,,,,,18778745.0,,49040141.0,-23407826.0,-292238.0,,,-18072043.0,,,,,18526442.0,677233987.0,,,,,,,,0.23,,,,,-13570752.0,,279851471.0,,,802807112.0,,,,,,2904290.0,,13496613.0,11511582.0,3021472.0,,,,,,,,,,,,8588912.0,0.0,-10947136.0,,,,,,,,-28719825.0,5381638.0,,,326385021.0,,,,,11511582.0,49293328.0,,-563845.0,5812546.0,,,,,-14615019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,-592882.0,,,,,,,474897455.0,,,,,,,,,,,,,,,,0.24,7720381.0,7720381.0,8588912.0,,49046.0,,,-23500000.0,,,,,,25678608.0,-18696023.0,-99682012.0,,,22396068.0,,,86660004.0,,,,,,,,,,,,,,,,792697929.0,,,16557331.0,,-2557623.0,,,,,18926403.0,,49071806.0,-868531.0,0.0,,3998644.0,-20546402.0,,,,,20038859.0,774001906.0,,,,,,,,0.24,,,,,-83124681.0,,380387437.0,,,912518417.0,,,,,,3469665.0,,12061780.0,11646646.0,3463786.0,,,,,,,,,,,,7720381.0,0.0,-104085864.0,,,,,,,,-3424762.0,6999768.0,,,437468174.0,,,1999322.0,,11646646.0,49371555.0,,196345.0,6752205.0,,,,,-13890042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,90112261.0,37305373.0,,,,842904249.0,41239639.0,,513120443.0,4102873.0,-427556088.0,28236502.0,47903432.0,0.86,,,,,,0.0,,,-212980850.0,15791840.0,,94215134.0,94215134.0,7720381.0,,52133.0,,,-212194080.0,47717026.0,,,39365344.0,253463376.0,27959116.0,-22712733.0,-84897569.0,,,23423402.0,,,124647901.0,,,40009949.0,96287363.0,,,,52133.0,,,,,28404470.0,,,842904249.0,,,12642744.0,538385139.0,-17747694.0,-22712733.0,,-3779928.0,,19296942.0,,,86494753.0,0.0,,18386518.0,-27170405.0,,,,,20839338.0,820191516.0,2974229.0,-27170405.0,,,1051660686.0,,,,,74894311.0,,,-72254825.0,-130297234.0,480525166.0,41239639.0,,1051660686.0,-53078830.0,-176151233.0,,,,4126460.0,-200180732.0,8405774.0,7877460.0,4668902.0,480525166.0,,513120443.0,,,-13802642.0,94215134.0,67882893.0,,20839338.0,,94215134.0,0.0,-50795894.0,,13172548.0,,94215134.0,0.86,,,-3589145.0,10841861.0,,,538385139.0,,,4329066.0,,7877460.0,,,38651650.0,8662174.0,,,,135809396.0,-13679522.0,820191516.0,,94215134.0,,-6754157.0,36829617.0,,,,81055441.0,,-262343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,-3568442.0,,,,,,,640230894.0,,,,,,,,,,,,,,,,0.21,147001752.0,147001752.0,94215134.0,,64902.0,,,-144204757.0,,,,,,23413233.0,-18276267.0,-124059.0,,,19483499.0,,,43582530.0,,,,,,,,,,,,,,,,834284584.0,,,14776692.0,,-469087.0,,,,,15471502.0,,52933616.0,52786618.0,128601756.0,,,-30546850.0,,,,,19584007.0,816008317.0,,,,,,,,0.21,,,,,14652633.0,,415372109.0,,,1115776236.0,,,,,,4011997.0,,8454314.0,11233782.0,4414136.0,,,,,,,,,,,,147001752.0,0.0,-5572604.0,,,,,,,,-1880103.0,7119866.0,,,475387836.0,,,,,11233782.0,53045790.0,,-5199161.0,7941731.0,,,,,-14490308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,12421272.0,,,,,,,637285488.0,,,,,,,,,,,,,,,,0.21,3676748.0,3676748.0,147001752.0,,64952.0,,,-118165000.0,,,,,,31098150.0,-23614558.0,-345056579.0,,,26596401.0,,,135625965.0,,,,,,,,,,,,,,,,1095694696.0,,,29003295.0,,12069088.0,,,,,20987544.0,,64991168.0,-143325004.0,-572925.0,,,-34727511.0,,,,,,1072080138.0,,,,,,,,0.21,,,,,-316053284.0,,567397087.0,,,1265787985.0,,,,,,5608857.0,,8598665.0,13840660.0,4772314.0,,,,,,,,,,,,3676748.0,,-307954264.0,,,,,,,,,12403689.0,,18399668.0,625097335.0,,,,,13840660.0,65173660.0,,-317298.0,10110606.0,,,,,-14591686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,-8852830.0,,,,,,,628462142.0,,,,,,,,,,,,,,,,0.12,9611295.0,9611295.0,3676748.0,,65020.0,0.0,,-5240000.0,,,,,,33117401.0,-34262791.0,-42644566.0,1461119.0,,28126575.0,,,19821128.0,,,,,,,,,48098969.0,,,,,,,1135627693.0,51246099.0,,16358097.0,,-521212.0,,,,,17501779.0,0.0,65059876.0,5934547.0,221136.0,,-1508332.0,-45246483.0,,,,,,1101364902.0,,,1250452400.0,,,19739430.0,0.0,0.12,,,,,-26286469.0,,605402250.0,,,1298551369.0,,,,,,11301670.0,,7090653.0,7502212.0,4990826.0,,0.0,,,,,,,618584063.0,,,9611295.0,,-30244678.0,,,,,,,,,10411126.0,,19417133.0,669571097.0,,,,,7502212.0,65177364.0,,-145446.0,15615622.0,33117401.0,,,,-18014562.0,,,,,,,16476665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,-82467000.0,67655000.0,,,,1181964710.0,34486994.0,13645000.0,618358000.0,94215000.0,-267900000.0,40652716.0,62144011.0,0.55,,0.0,,1141631000.0,,,,,-430710000.0,24198129.0,,11748000.0,11748000.0,9611295.0,,65000.0,16698000.0,,-290243.0,62037511.0,6385000.0,,-3109000.0,216279000.0,29934217.0,-40334000.0,-42884796.0,1255289.0,,19913494.0,,,17249377.0,,,27204623.0,117563237.0,16110241.0,,0.0,65056.0,169809000.0,,117563000.0,,49759125.0,,,1181965000.0,54473000.0,,9778916.0,692595983.0,-13905789.0,-40333974.0,,8468000.0,,13842307.0,13645000.0,,2136839.0,81033.0,,6832299.0,-56698000.0,,,,,,1141631000.0,,-56698302.0,1141631000.0,,1311439440.0,32840000.0,0.0,,,67655000.0,32840000.0,,-33105880.0,-95567000.0,638366000.0,34486994.0,,1311440000.0,-65098000.0,-360793000.0,,,,5612476.0,-368663000.0,3077617.0,1910346.0,10020723.0,638365637.0,0.0,618356955.0,,16698000.0,-2827000.0,11748000.0,67804112.0,638366000.0,,,11748000.0,,-24891454.0,,26535000.0,,11747894.0,0.56,54473000.0,,-21811167.0,10772772.0,,16110000.0,692839000.0,,,,,1910346.0,,,2552905.0,16091910.0,29934217.0,,0.0,128331000.0,-18001444.0,1141630736.0,,11747894.0,,,69917000.0,0.0,638366000.0,169809000.0,93365108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,,236000.0,,,,,,,690088000.0,,,,,,,,,,,,,,,,0.14,11209000.0,11209000.0,11748000.0,,79000.0,0.0,,-68305000.0,,,,,,32373000.0,-41675000.0,-1348000.0,1487000.0,,25873000.0,,,-12657000.0,,,,,,,,,44930000.0,,,,,,,1177344000.0,28872000.0,,18311000.0,,1667000.0,,,,,19530000.0,0.0,76432000.0,-539000.0,67890000.0,,,-65336000.0,,,,,12928000.0,1135669000.0,,,1264724000.0,,,20906000.0,919000.0,0.14,,,,,16963000.0,,563010000.0,,,1309654000.0,,,,,,6343000.0,,10067000.0,10710000.0,5678000.0,,0.0,,,,,,,590458000.0,,,11209000.0,,-6193000.0,,,,,,,,-5081000.0,9463000.0,,,619330000.0,,,,,10710000.0,76432000.0,,1040000.0,11924000.0,31454000.0,,,,-13282000.0,,,,,,,15052000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,2789000.0,,,,,,,683193000.0,,,,,,,,,,,,,,,,0.09,7922000.0,7922000.0,11209000.0,,78000.0,0.0,,-1101000.0,,,,,,31514000.0,-47712000.0,-355000.0,1409000.0,,24623000.0,,,-15976000.0,,,,,,,,,47245000.0,,,,,,,1177266000.0,39343000.0,,10855000.0,,-4752000.0,,,,,17815000.0,0.0,78615795.0,-3287000.0,-42000.0,,,-73597000.0,,,,,,1129554000.0,,,1253969000.0,,,,1191000.0,0.09,,,,,10500000.0,,562692000.0,,,1301214000.0,,,,,,6808000.0,,8438000.0,7846000.0,5800000.0,,0.0,,,,,,,578456000.0,,,7922000.0,0.0,1834000.0,,,,,,,,-600000.0,9431000.0,,13258000.0,617799000.0,,,,,7846000.0,78615795.0,,1324000.0,12508000.0,30323000.0,,,,-16157000.0,,,,,,,14982000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,248000.0,,,,,,,678788136.0,,,,,,,,,,,,,,,,0.13,13094072.0,13094072.0,7922000.0,,78658.0,0.0,,2699000.0,,,,,,34093352.0,-54176752.0,-3154000.0,1386000.0,,26982355.0,,,-12563000.0,,,,,,,,,57498000.0,,,,,,,1180227868.0,45815000.0,,21277000.0,,-2290000.0,,,,,20516996.0,0.0,78665187.0,5172000.0,-5000.0,,6961000.0,-79382621.0,,,,,,1126051116.0,,,1250300000.0,,,,2251585.0,0.13,,,,,18123000.0,,566184629.0,,,1307798795.0,,,,,,6575000.0,,11120530.0,10373939.0,4859412.0,,0.0,,,,,,,582977000.0,,,13094000.0,-12794.0,-3542000.0,,,,,,,,-636000.0,9390069.0,,12770977.0,628791383.0,,,,,10373939.0,78665187.0,,906000.0,11324771.0,31841767.0,,,,-16163000.0,,,,,,,14328000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,3559000.0,-11050000.0,,,,1183639569.0,36330198.0,0.0,671445000.0,11748000.0,-57032000.0,37662501.0,78117099.0,0.45,,0.0,,1247207000.0,,0.0,,,-421000.0,21095970.0,,15307000.0,15307000.0,13094000.0,,79000.0,0.0,,9675000.0,78117099.0,5488000.0,,232000.0,-47056000.0,31770000.0,-60302000.0,4436000.0,1206000.0,,25614000.0,,,-5860000.0,,,39274881.0,129751430.0,15350492.0,,6113057.0,78725.0,62691000.0,,123638373.0,,46744012.0,,,1183639000.0,44597000.0,,12308000.0,638323402.0,4473000.0,-60302300.0,,-520000.0,,19031000.0,0.0,,2213000.0,160000.0,,-6080000.0,-88093000.0,,,,,,1123337000.0,,-88093261.0,1247207000.0,,1309898126.0,,1751000.0,,,-7777000.0,27538737.0,,16744000.0,-23243000.0,576678000.0,36330198.0,,1309898000.0,-61649000.0,62330000.0,,,,6583000.0,-12136000.0,9647000.0,7400000.0,4759000.0,576677892.0,0.0,671443794.0,,0.0,-902000.0,15307000.0,76894361.0,593726000.0,,,15307000.0,,-4235000.0,,26309000.0,,15306889.0,0.45,44597000.0,,-16926000.0,9379000.0,,15350000.0,638323000.0,,,,,7400000.0,,,-3038000.0,10988000.0,30019000.0,,13028000.0,68003000.0,-16047000.0,1123337269.0,4305000.0,15306889.0,,,62751000.0,13028000.0,593726000.0,62691000.0,102542403.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,,0.0,,,,,,,663382000.0,,,,,,,,,,,,,5247000.0,,,-0.04,10798000.0,10798000.0,15307000.0,,80000.0,0.0,,-12285000.0,,,,,,33710000.0,-67182000.0,-1448000.0,1529000.0,,26633000.0,,,-17030000.0,,,,,,,,,66420000.0,,,,,,,1184375000.0,30079000.0,,11070000.0,,-2361000.0,,,,,19595000.0,0.0,79176000.0,-4509000.0,9555000.0,,-2472000.0,-107240000.0,,,,,10832000.0,1117193000.0,,,1221891000.0,,,29456000.0,1066000.0,-0.04,,,,,9622000.0,,565222000.0,,,1288311000.0,,,,,,7038000.0,,-1878000.0,-2822000.0,6169000.0,,0.0,,,,,,,594724000.0,,,10798000.0,-12000000.0,1451000.0,,,,,,,,-2348000.0,9473000.0,,,624803000.0,,,,,-2822000.0,79176000.0,,-369000.0,13049000.0,32644000.0,,,,-16110000.0,,,,,,,13063000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,0.0,,,,,,,922703000.0,,,,,,,,-3160000.0,,,,,40635000.0,,,0.06,121637000.0,121637000.0,10798000.0,,110000.0,0.0,,-329011000.0,,,,,,31207000.0,-67117000.0,-86991000.0,2355000.0,,20872000.0,,,72360000.0,,,,,,,,,178773000.0,,,,,,,1188812000.0,38053000.0,,15880000.0,,13268000.0,,,,,14727000.0,0.0,103498000.0,110839000.0,278915000.0,,1903000.0,-123343000.0,,,,,21366000.0,1121695000.0,,,1203512000.0,,,29292000.0,1111000.0,0.06,,,,,-71111000.0,,382302000.0,,,1382285000.0,,,,,,6145000.0,,-15000.0,6223000.0,9464000.0,,0.0,,,,,,,421418000.0,,,121637000.0,,22599000.0,,,,,,,,-6045000.0,8557000.0,,,459471000.0,,,,,6223000.0,103498000.0,,-7540000.0,15369000.0,30096000.0,,,,-16325000.0,,,,,,,30113000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,0.0,,,,,,,906522000.0,,,,,,,,-7005000.0,,,,,650000.0,,,0.08,106481000.0,106481000.0,121637000.0,,110000.0,0.0,,-12229000.0,,,,,,29216000.0,-71830000.0,-990000.0,1366000.0,,22518000.0,,,-34126000.0,,,,,,,,,163370000.0,,,,,,,1190494000.0,66632000.0,,20543000.0,,-1400000.0,,,,,16067000.0,0.0,110046000.0,-15156000.0,0.0,,3468000.0,-136750000.0,,,,,,1118664000.0,,,1198639000.0,,,28233000.0,600000.0,0.08,,,,,19553000.0,,370013000.0,,,1362009000.0,,,,,,6451000.0,,9108000.0,8919000.0,6213000.0,,0.0,,,,,,,388737000.0,,,106481000.0,-342000.0,-1573000.0,,,,,,,,-1233000.0,8092000.0,,21266000.0,455369000.0,,,,,8919000.0,110046000.0,,429000.0,12549000.0,28616000.0,,,,-22326000.0,,,,,,,28821000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,83101000.0,90486000.0,,,,1197369288.0,22913231.0,0.0,899462000.0,15307000.0,-353965000.0,33993058.0,100707713.0,0.22,,20157000.0,-3641000.0,1121274932.0,35004000.0,-18715638.0,,,-144446000.0,28534961.0,,98408000.0,98408000.0,106481000.0,,110000.0,0.0,,-440000.0,100705795.0,6616000.0,,-5831000.0,-317000.0,29859000.0,-76094000.0,-55017000.0,1366000.0,,4296000.0,,,-21521000.0,,,13229002.0,121847270.0,23137000.0,369969691.0,4406987.0,110225.0,153496000.0,,117440283.0,,53020870.0,,,997365000.0,59111000.0,,13144000.0,449237647.0,-26186000.0,-76094356.0,,3905000.0,,14816000.0,0.0,,-8073000.0,-404000.0,,1006000.0,-148530000.0,,,,,,921271000.0,,-148530467.0,1195318000.0,,1348813709.0,28912000.0,2350000.0,,,90486000.0,28911861.0,13228000.0,-41873000.0,-20928000.0,369970000.0,22913231.0,,1348814000.0,-77087000.0,-83809000.0,,,,6678000.0,22781000.0,6799000.0,10593000.0,6689000.0,369970000.0,20157000.0,899461904.0,,23057868.0,-16679000.0,98408000.0,64419413.0,390127000.0,23136926.0,,98408000.0,-160000.0,304000.0,,26312000.0,,98408509.0,0.22,405944005.0,,-11302000.0,7887000.0,,23137000.0,449238000.0,,,,,10593000.0,,,1649000.0,12693000.0,27509000.0,35004000.0,23058000.0,288066000.0,-22326000.0,1121274932.0,,98408509.0,-3640751.0,,60637000.0,23058000.0,43293642.0,227538777.0,88905322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,580000.0,,,,,,,890160000.0,,,,,,,,-3124000.0,,,,,,,,0.09,7010000.0,7010000.0,98408000.0,,110000.0,0.0,,-6945000.0,,,,,,35699000.0,-83988000.0,-178133000.0,1838000.0,,26915000.0,,,72332000.0,,,,,,,,,64663000.0,10676000.0,,,,,,1223512000.0,58695000.0,,19286000.0,,-3976000.0,,,,,20871000.0,0.0,110400000.0,-91398000.0,0.0,,1530000.0,-160154000.0,,,,,,1139524000.0,,,1384425000.0,,,30675000.0,61000.0,0.09,,,,,-158847000.0,,476354000.0,,,1449088000.0,,,,,,,,10676000.0,10780000.0,6874000.0,,23768000.0,,,,,,,500122000.0,,,7010000.0,-2040000.0,-183016000.0,,,,,,,,-5463000.0,8155000.0,,20877000.0,558817000.0,,,,,10780000.0,110408000.0,,3251000.0,14767000.0,35638000.0,,,,-22374000.0,,,,,,,24033000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,889000.0,,,,,,,868597000.0,,,,,,,,-6710000.0,,,,,,,,0.02,227906000.0,227906000.0,7010000.0,,111000.0,0.0,,-150791000.0,,,,,,36448000.0,-92343000.0,-4597000.0,1823000.0,,23616000.0,,,204197000.0,,,,,,,,,287566000.0,2684000.0,,,,,,1227251000.0,67224000.0,,20406000.0,,-3559000.0,,,,,20019000.0,0.0,110589000.0,220896000.0,0.0,,5769000.0,-179931000.0,,,,,,1134908000.0,,,1391154000.0,,,32983000.0,256000.0,0.02,,,,,15809000.0,,718309000.0,,,1678720000.0,,,,,,,,2684000.0,2640000.0,7818000.0,,24485000.0,,,,,,,742794000.0,,,227906000.0,-4969000.0,-3707000.0,,,,,,,,1000.0,12387000.0,,20847000.0,810018000.0,,,,,2640000.0,110600000.0,,-13802000.0,16173000.0,36192000.0,,,,-22410000.0,,,,,,,36268000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,-1469000.0,,,,,,,837564000.0,,,,,,,,-11982000.0,,,,,,,,0.0,114368000.0,114368000.0,227906000.0,,111000.0,0.0,,-80074000.0,,,,,,37791000.0,-100772000.0,-26078000.0,1632000.0,,21034000.0,,,-104987000.0,,,,,,,,,177793000.0,474000.0,,,,,,1258288000.0,81242000.0,,27436000.0,,-5349000.0,,,,,23313000.0,0.0,110714000.0,-113538000.0,0.0,,6018000.0,-204343000.0,,,,,,1157516000.0,,,1417896000.0,,,34603000.0,312000.0,0.0,,,,,1358000.0,,649013000.0,,,1595689000.0,,,,,,8625000.0,,474000.0,425000.0,5736000.0,,27770000.0,,,,,,,676783000.0,,,114368000.0,-10955000.0,-35987000.0,,,,,,,,-11338000.0,11935000.0,,23576000.0,758025000.0,,,,,425000.0,110719000.0,,-2503000.0,14166000.0,37479000.0,,,,-22410000.0,,,,,,,95380000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
