,trailingNetIncome,annualRetainedEarnings,quarterlyTotalAssets,trailingPretaxIncome,annualNetIncome,quarterlyGoodwill,annualNetOtherInvestingChanges,quarterlyLongTermDebt,quarterlyOtherShortTermInvestments,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,annualCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualGoodwill,annualPretaxIncome,annualCommonStockIssuance,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyDepreciationAndAmortization,trailingCommonStockIssuance,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualOperatingIncome,trailingChangeInWorkingCapital,trailingInvestingCashFlow,annualAccountsPayable,quarterlyInvestmentsAndAdvances,trailingChangeInAccountPayable,annualOtherNonCashItems,trailingTotalRevenue,annualStockholdersEquity,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualEndCashPosition,annualDepreciationAndAmortization,annualTaxProvision,annualTotalAssets,quarterlyEndCashPosition,trailingEndCashPosition,annualCurrentAccruedExpenses,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,trailingOperatingCashFlow,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,annualSaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,annualInvestmentsAndAdvances,quarterlyInvestingCashFlow,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualNetIncomeCommonStockholders,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualBeginningCashPosition,quarterlySaleOfInvestment,annualInterestExpense,quarterlyChangesInAccountReceivables,trailingChangesInAccountReceivables,annualSellingGeneralAndAdministration,trailingRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCapitalExpenditure,quarterlyBeginningCashPosition,annualRepaymentOfDebt,quarterlyCashAndCashEquivalents,quarterlyStockholdersEquity,trailingInterestExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,trailingTaxProvision,quarterlyNetPPE,annualStockBasedCompensation,quarterlyTaxProvision,trailingNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualTotalRevenue,trailingOtherNonCashItems,annualCapitalStock,annualNetOtherFinancingCharges,annualFreeCashFlow,annualAccumulatedDepreciation,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualChangesInAccountReceivables,quarterlyOperatingCashFlow,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,trailingBeginningCashPosition,trailingPurchaseOfBusiness,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyGrossPPE,annualDilutedEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCurrentAssets,quarterlyTotalNonCurrentAssets,annualOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,annualCostOfRevenue,quarterlyGrossProfit,trailingBasicAverageShares,annualEbitda,trailingOperatingIncome,quarterlyResearchAndDevelopment,annualChangeInInventory,annualNonCurrentDeferredRevenue,quarterlyBasicAverageShares,quarterlyOperatingExpense,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,annualIncomeTaxPayable,annualInventory,quarterlyOtherIncomeExpense,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,annualDilutedAverageShares,trailingResearchAndDevelopment,quarterlyBasicEPS,quarterlyDeferredIncomeTax,annualCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,trailingDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,quarterlyEbitda,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,annualResearchAndDevelopment,annualBasicEPS,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyOtherNonCurrentAssets,annualCurrentDebt,quarterlyOtherCurrentAssets,annualOtherIncomeExpense,trailingDilutedAverageShares,annualOtherNonCurrentLiabilities,annualGrossProfit,annualNonCurrentDeferredTaxesLiabilities,trailingOperatingExpense,annualCurrentDeferredRevenue,annualOtherCurrentAssets,quarterlyNonCurrentDeferredRevenue,trailingCapitalExpenditure,quarterlyDilutedAverageShares,annualBasicAverageShares,annualDeferredIncomeTax,trailingStockBasedCompensation,trailingCostOfRevenue,annualOtherCurrentLiabilities,trailingGrossProfit,trailingChangeInInventory,quarterlyChangeInInventory,annualCurrentLiabilities,trailingBasicEPS
1041292800,,509000.0,11659084000.0,,219507000.0,,0.0,,,-11079561000.0,49707000.0,66693000.0,-1276000.0,-201999000.0,14935000.0,49707000.0,,,,,50426000.0,40281000.0,,-4274095000.0,50426000.0,219507000.0,,,14935000.0,11551857000.0,,1444000.0,,1080066000.0,3904000.0,,726000.0,106198000.0,,11659084000.0,726000.0,,14935000.0,,-3068202000.0,726000.0,,49874000.0,,-2249000.0,,6805466000.0,50426000.0,-57465000.0,11551857000.0,-364536000.0,,,,,10579018000.0,,302106000.0,75511000.0,,297000.0,0.0,219507000.0,,,,429000.0,2703666000.0,191758000.0,,,13963000.0,,14935000.0,75511000.0,,846000.0,,2002000.0,-83668862000.0,726000.0,1080066000.0,,,3972286000.0,,,,,,,,219507000.0,,,,233470000.0,,846000.0,0.0,302106000.0,,,,509000.0,,,398000.0,-3980000.0,,,50426000.0,296567000.0,,66693000.0,,-12849000.0,54330000.0,,,10579018000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,,12674741000.0,,,,,,,,,88072000.0,219000.0,,15915000.0,50087000.0,,,,,50775000.0,48519000.0,,,50775000.0,,,,,12318070000.0,,,,,3697000.0,,,,,,945000.0,,,,-2297069000.0,,,44048000.0,,953000.0,,,50775000.0,-57499000.0,,-60299000.0,,,,,11598029000.0,,,,,,1700524000.0,,,,,,536246000.0,,,,,,15915000.0,71000000.0,,846000.0,,726000.0,,945000.0,1076712000.0,,,,,,,,,,,,,,,,,,,,,,,496000.0,,,105000.0,,,,50775000.0,-27555000.0,,88072000.0,,-307000.0,54472000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,,14710127000.0,,,,,,,,,91458000.0,-641000.0,,16788000.0,58026000.0,,,,,58152000.0,57614000.0,,,58152000.0,,,,,12887495000.0,,,,,4201000.0,,,,,,304000.0,,,,-4920184000.0,,,51770000.0,,-953000.0,,,58152000.0,-50801000.0,,-2164239000.0,,,,,13548689000.0,,,,,,-2870524000.0,,,,,,5626469000.0,,,,,,16788000.0,1190000.0,,940000.0,,945000.0,,304000.0,1161438000.0,,,,,,,,,,,,,,,,,,,,,,,2216000.0,,,2052000.0,,,,58152000.0,2072141000.0,,91458000.0,,-6129000.0,62353000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,,12840958000.0,,,,,,,,,92523000.0,3077000.0,,13868000.0,53955000.0,,,,,28479000.0,72047000.0,,,28479000.0,,,,,11628271000.0,,,,,4110000.0,,,,,,3381000.0,,,,-2571157000.0,,,43922000.0,,3306000.0,,,28479000.0,-56420000.0,,891764000.0,,,,,11695230000.0,,,,,,180060000.0,,,,,,3282861000.0,,,,,,13868000.0,-51870000.0,,960000.0,,304000.0,,3381000.0,1145728000.0,,,,,,,,,,,,,,,,,,,,,,,3819000.0,,,-314000.0,,,,28479000.0,-981211000.0,,92523000.0,,1967000.0,32589000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,,1361000.0,12990286000.0,,180103000.0,,0.0,,,-13140073000.0,53743000.0,82866000.0,-3134000.0,-191595000.0,14989000.0,53743000.0,,,,,42697000.0,38390000.0,,-1204082000.0,42697000.0,180103000.0,,,14989000.0,12934679000.0,,1728000.0,,1149220000.0,4225000.0,,247000.0,216570000.0,,12990286000.0,247000.0,,14989000.0,,-3351663000.0,247000.0,,42264000.0,,-3306000.0,,11935991000.0,42697000.0,-26875000.0,12934679000.0,128692000.0,,,,,11841066000.0,,354919000.0,-47261000.0,,-479000.0,989940000.0,180103000.0,,,,726000.0,2490415000.0,182004000.0,,,16233000.0,,14989000.0,-47261000.0,,961000.0,,3381000.0,-116217261000.0,247000.0,1149220000.0,,,848684000.0,,,,,,,,180103000.0,,,,196336000.0,,961000.0,0.0,354919000.0,,,,1361000.0,,,-115000.0,-2575000.0,,,42697000.0,-214691000.0,,82866000.0,,1894000.0,46922000.0,,,11841066000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,,18338693000.0,,,,,,,,,87296000.0,491000.0,,21299000.0,71446000.0,,,,,58843000.0,41501000.0,,,58843000.0,,,,,18079598000.0,,,,,5790000.0,,,,,,738000.0,,,,-5430945000.0,,,50303000.0,,0.0,,,58843000.0,-45155000.0,,-4102567000.0,,,,,16650105000.0,,,,,,0.0,,,,,,1328378000.0,,,,,,21299000.0,4500000.0,,104049000.0,,247000.0,,738000.0,1688588000.0,,-26517895000.0,,,,,,,,,,,,,,,,,,,,,1261000.0,,,964000.0,,,,58843000.0,4015762000.0,,87296000.0,,-13417000.0,64633000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,,17242757000.0,,,,,,,,,113113000.0,3761000.0,,19959000.0,74874000.0,,,,,63835000.0,56159000.0,,,63835000.0,,,,,17121795000.0,,,,,5643000.0,,,,,,4499000.0,,,,-3351481000.0,,,55648000.0,,122759000.0,,,61837000.0,-60940000.0,,-805164000.0,,22905000.0,,,15690246000.0,,,,,,2526000.0,,,,,,2543791000.0,,,,,,19959000.0,-177489000.0,,103910000.0,,738000.0,,4499000.0,1552511000.0,,,,,,,494000.0,,,,,,,,,,,,,,,64329000.0,5424000.0,,,-1180000.0,,,,64329000.0,695812000.0,,113113000.0,,-3575000.0,69972000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,,18333836000.0,,,,,,,,,114628000.0,2273000.0,,24483000.0,74291000.0,,,,,66620000.0,39748000.0,,,66620000.0,,,,,18211030000.0,,,,,6159000.0,,,,,,6772000.0,,,,-2365948000.0,,,70173000.0,,19597000.0,,,64538000.0,-59754000.0,,-307308000.0,,38735000.0,,,16674246000.0,,,,,,0.0,,,,,,2058640000.0,,,,,,24483000.0,-91987000.0,,103920000.0,,4499000.0,,6772000.0,1659590000.0,,,,,,,1155000.0,,,,,,,,,,,,,,,67775000.0,9348000.0,,,631000.0,,,,67775000.0,194953000.0,,114628000.0,,8979000.0,74958000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,,4345000.0,19560299000.0,,248592000.0,,2526000.0,,,-14397323000.0,81557000.0,101880000.0,-919000.0,-230131000.0,35721000.0,81557000.0,,253050000.0,,,59294000.0,42324000.0,,-6456924000.0,59294000.0,253050000.0,,,35721000.0,19428895000.0,,-816000.0,,1700470000.0,6862000.0,,5853000.0,179732000.0,4458000.0,19560299000.0,5853000.0,,35721000.0,,-3248949000.0,5853000.0,,93992000.0,,-39648000.0,,7937873000.0,55629000.0,-64282000.0,19428895000.0,-1241885000.0,,38735000.0,38735000.0,,17859829000.0,,416917000.0,-120800000.0,,5606000.0,0.0,240847000.0,,,,247000.0,2007064000.0,270116000.0,,,24029000.0,,35721000.0,-120800000.0,,178290000.0,,6772000.0,-147045071000.0,5853000.0,1700470000.0,,,6045613000.0,,,,2384000.0,,,,248592000.0,,,,279939000.0,,178290000.0,0.0,416917000.0,,,61678000.0,4345000.0,,,-1231000.0,-5376000.0,,,61678000.0,1139086000.0,,101880000.0,,2637000.0,70078000.0,,,17859829000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,,19217143000.0,,,,,,,,,87535000.0,-3436000.0,,33770000.0,80172000.0,,,,,59333000.0,36122000.0,,,59333000.0,,,,,19091063000.0,,,,,6664000.0,,,,,,2417000.0,,,,-2361872000.0,,,113993000.0,,0.0,,,55685000.0,-64280000.0,,-757698000.0,,38735000.0,,,17607767000.0,,,,,,0.0,,,,,,1604174000.0,,,,,,33770000.0,-213280000.0,,178290000.0,,5853000.0,,2417000.0,1609376000.0,,,,,,,1578000.0,,,,,,,,,,,,,,,60911000.0,5455000.0,,,-1250000.0,,,,60911000.0,666727000.0,,87535000.0,,-6090000.0,69185000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,,19692945000.0,,,,,,,,,67987000.0,1252000.0,,29654000.0,87960000.0,,,,,46993000.0,42780000.0,,,46993000.0,,,,,19556836000.0,,,,,6800000.0,,,,,,3669000.0,,,,-2460318000.0,,,133758000.0,,0.0,,,43345000.0,-58223000.0,,155111000.0,,38674000.0,,,17992457000.0,,,,,,0.0,,,,,,2615429000.0,,,,,,29654000.0,-144853000.0,,178314000.0,,2417000.0,,3669000.0,1700488000.0,,,,,,,3022000.0,,,,,,,,,,,,,,,50015000.0,4680000.0,,,-272000.0,,,,50015000.0,-221846000.0,,67987000.0,,-10078000.0,58941000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,,19086565000.0,,,,,,,,,74973000.0,-1985000.0,,34171000.0,83806000.0,,,,,21186000.0,43916000.0,,,21186000.0,,,,,18956001000.0,,,,,6455000.0,,,,,,1684000.0,,,,-2035744000.0,,,155043000.0,,11000.0,,,17538000.0,-47768000.0,,167051000.0,,38489000.0,,,17527205000.0,,,,,,0.0,,,,,,2202795000.0,,,,,,34171000.0,-304555000.0,,178325000.0,,3669000.0,,1684000.0,1559360000.0,,,,,,,3353000.0,,,,,,,,,,,,,,,24539000.0,6138000.0,,,-616000.0,,,,24539000.0,-244009000.0,,74973000.0,,10518000.0,33408000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,,-146637000.0,16063422000.0,,-9247000.0,,0.0,,,-7416869000.0,71340000.0,51034000.0,3124000.0,-189998000.0,27994000.0,71340000.0,,1497000.0,,,-136759000.0,32062000.0,,2998217000.0,-136759000.0,1497000.0,,,27994000.0,15943313000.0,,-2458000.0,,1504023000.0,6359000.0,,4808000.0,154880000.0,10744000.0,16063422000.0,4808000.0,,27994000.0,,-558935000.0,4808000.0,,165766000.0,,-11000.0,,10415086000.0,-140407000.0,-19727000.0,15943313000.0,3433753000.0,,38305000.0,38305000.0,,14559399000.0,,281529000.0,-207117000.0,,-1045000.0,0.0,-23840000.0,,,,5853000.0,3992688000.0,568560000.0,,,26278000.0,,27994000.0,-207117000.0,,178325000.0,,1684000.0,-248646126000.0,4808000.0,1504023000.0,,,-3280791000.0,,,,2792000.0,,,,-9247000.0,,,,118873000.0,,178325000.0,0.0,281529000.0,,,-133967000.0,-146637000.0,,,-320000.0,2018000.0,,,-133967000.0,-3481663000.0,,51034000.0,,7668000.0,-42661000.0,,,14559399000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,,16472707000.0,,,,,,,,,39174000.0,-2405000.0,,37738000.0,75092000.0,,,,,-10949000.0,15998000.0,,,-10949000.0,,,,,16315839000.0,,,,,7177000.0,,,,,,2403000.0,,,,-3273966000.0,,,167512000.0,,0.0,,,-14597000.0,-16017000.0,,-1079280000.0,,36817000.0,,,15038778000.0,,,,,,0.0,,,,,,2194686000.0,,,,,,37738000.0,-249459000.0,,178325000.0,,4808000.0,,2403000.0,1433929000.0,,,,,,,2085000.0,,,,,,,,,,,,,,,-8864000.0,-174841000.0,,,1316000.0,,,,-8864000.0,1037701000.0,,39174000.0,,-927000.0,34367000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,,23783790000.0,,,,,21256703000.0,,,,24346000.0,51446000.0,,42100000.0,110647000.0,,,,,8578000.0,18264000.0,,,8578000.0,,,,,23474006000.0,,,,,8985000.0,,,,,,53849000.0,,,,-9318353000.0,,,242473000.0,,116471000.0,,,3415000.0,-18769000.0,,-7148957000.0,,35172000.0,,,21934893000.0,,,,,,0.0,,,,,,2169396000.0,,,,,,42100000.0,-384912000.0,,290199000.0,,2403000.0,,53849000.0,1843897000.0,,,,,,,1892000.0,,,,,,,,,,,,,,,10470000.0,-192748000.0,,,1665000.0,,,,10470000.0,7176057000.0,,24346000.0,,-25513000.0,41669000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,,28614384000.0,,,,,25844291000.0,,,,66500000.0,12995000.0,,66547000.0,130348000.0,,,,,42850000.0,15505000.0,,,42850000.0,,,,,28376761000.0,,,,,11542000.0,,,,,,66844000.0,,,,-5944274000.0,,,295726000.0,,28000.0,,,37477000.0,-24971000.0,,-4149996000.0,,34628000.0,,,26126147000.0,,,,,,8414000.0,,,,,,1785864000.0,,,,,,66547000.0,-119973000.0,,179136000.0,,53849000.0,,66844000.0,2483209000.0,,-73295822000.0,,,,,2273000.0,,,,,,,,,,,,,,,45123000.0,-183949000.0,,,-1590000.0,,,,45123000.0,4096491000.0,,66500000.0,,9457000.0,57389000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,,-175004000.0,30715980000.0,,93816000.0,,0.0,,,-23196076000.0,146089000.0,91609000.0,24938000.0,-95534000.0,83998000.0,146089000.0,,101354000.0,,,53337000.0,15447000.0,,-15039399000.0,53337000.0,101678000.0,,,83998000.0,30235374000.0,,70098000.0,,2654507000.0,12359000.0,,91782000.0,65214000.0,7538000.0,30715980000.0,91782000.0,,83998000.0,,-4659483000.0,91782000.0,,349302000.0,,10970000.0,,8156677000.0,47964000.0,-35777000.0,30235374000.0,-2661166000.0,,34150000.0,34150000.0,,28056149000.0,,221629000.0,-76112000.0,,86974000.0,-8414000.0,74259000.0,,,,4808000.0,2006731000.0,1055013000.0,,,40063000.0,,83998000.0,-76112000.0,,290607000.0,,66844000.0,-278481088000.0,91782000.0,2654507000.0,,-84796665000.0,14904744000.0,,,,1288000.0,,,,93816000.0,,,,147678000.0,,290607000.0,15998000.0,221629000.0,,,54625000.0,-175004000.0,,,68707000.0,-10161000.0,,,54949000.0,2594495000.0,,91609000.0,,6822000.0,21259000.0,,,28056149000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,,39584519000.0,,,,,,,,,37283000.0,4828000.0,,79362000.0,179816000.0,,,,,67432000.0,15725000.0,,,67432000.0,,,,,39238520000.0,,,,,12886000.0,,,,,,96610000.0,,,,-9644743000.0,,,380164000.0,,286000.0,,,62059000.0,-44389000.0,,-6560008000.0,,33815000.0,,,36160871000.0,,,,,,67000.0,,,,,,3084668000.0,,,,,,79362000.0,-60040000.0,,291183000.0,,91782000.0,,96610000.0,3418038000.0,,,,,,,2604000.0,,,,,,,,,,,,,,,70036000.0,-165522000.0,,,-926000.0,,,,70322000.0,6527553000.0,,37283000.0,,-38133000.0,84603000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,,39187464000.0,,,,,,,,,104127000.0,-4829000.0,,104456000.0,197060000.0,,,,,85733000.0,17083000.0,,,85733000.0,,,,,38765640000.0,,,,,12272000.0,,,,,,91781000.0,,,,-5303629000.0,,,468748000.0,,65921000.0,,,80360000.0,-57950000.0,,-1892114000.0,,33479000.0,,,36171549000.0,,,,,,0.0,,,,,,3411515000.0,,,,,,104456000.0,-467640000.0,,179782000.0,,96610000.0,,91781000.0,3010292000.0,,,,,,,839000.0,,,,,,,,,,,,,,,86572000.0,-149814000.0,,,1873000.0,,,,86585000.0,1783158000.0,,104127000.0,,7077000.0,100416000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,,45782678000.0,,,,,,,,,127149000.0,-1753000.0,,148462000.0,235787000.0,,,,,108287000.0,17228000.0,,,108287000.0,,,,,44901620000.0,,,,,17334000.0,,,,,,90028000.0,,,,-8512082000.0,,,519118000.0,,127210000.0,,,102914000.0,-70025000.0,,-5923478000.0,,33144000.0,,,41737952000.0,,,,,,-303833000.0,,,,,,2892437000.0,,,,,,148462000.0,-385960000.0,,291859000.0,,91781000.0,,90028000.0,4043397000.0,,-103064495000.0,,,,,2327000.0,,,,,,,,,,,,,,,110614000.0,-132832000.0,,,-12383000.0,,,,110720000.0,5794576000.0,,127149000.0,,12995000.0,129154000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,,-121893000.0,53903514000.0,,414384000.0,,0.0,,,-33143252000.0,271996000.0,256825000.0,13932000.0,-263671000.0,257608000.0,271996000.0,,423254000.0,,,152932000.0,16515000.0,,-21463937000.0,152932000.0,423904000.0,,,257608000.0,53209872000.0,,-10565000.0,,5316404000.0,20174000.0,,103960000.0,66551000.0,8870000.0,53903514000.0,103960000.0,,257608000.0,,-9682798000.0,103960000.0,,558435000.0,,2340000.0,,11679315000.0,147558000.0,-91307000.0,53209872000.0,-7088337000.0,,32808000.0,32808000.0,,48585536000.0,,525384000.0,-152197000.0,,12178000.0,303766000.0,392891000.0,,,,91782000.0,2290695000.0,1926465000.0,,,62666000.0,,257608000.0,-152197000.0,,292572000.0,,90028000.0,,103960000.0,5316404000.0,,,20950731000.0,,,,3100000.0,,,,414384000.0,,,,490217000.0,,292572000.0,195757000.0,525384000.0,,,156032000.0,-121893000.0,,,871000.0,78506000.0,,,156277000.0,6845444000.0,,256825000.0,,96567000.0,176044000.0,,,48585536000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,,59751693000.0,,,,,,,,,159033000.0,1445081000.0,,172575000.0,287261000.0,,,,,243036000.0,32939000.0,,,243036000.0,,,,,56161407000.0,,,,,23995000.0,,,,,,1549041000.0,,,,-11253627000.0,,,537606000.0,,70258000.0,,,237663000.0,-141991000.0,,-5056689000.0,,31806000.0,,,53508295000.0,,,,,,-500000000.0,,,,,,6696938000.0,,,,,,172575000.0,-335814000.0,,181772000.0,,103960000.0,,1549041000.0,6243398000.0,,,,,,,4610000.0,,,,,,,,,,,,,,,247646000.0,-109054000.0,,,322000.0,,,,247704000.0,6342737000.0,,159033000.0,,-102553000.0,272332000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,,61484135000.0,,,,,,,,,305846000.0,-86304000.0,,154615000.0,303228000.0,,,,,307992000.0,28200000.0,,,307992000.0,,,,,58805409000.0,,,,,27215000.0,,,,,,1462737000.0,,,,-6552091000.0,,,442251000.0,,1000.0,,,302658000.0,-230155000.0,,-1761055000.0,,30570000.0,,,54290886000.0,,,,,,500000000.0,,,,,,4291036000.0,,,,,,154615000.0,-478791000.0,,182473000.0,,1549041000.0,,1462737000.0,7193249000.0,,,,,,,7527000.0,,,,,,,,,,,,,,,315519000.0,-102594000.0,,,517000.0,,,,315519000.0,1368905000.0,,305846000.0,,-26197000.0,343104000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,,59965582000.0,,,,,,,,,366859000.0,-378923000.0,,168361000.0,295925000.0,,,,,302131000.0,14810000.0,,,302131000.0,,,,,54865617000.0,,,,,25455000.0,,,,,,1083814000.0,,,,-4126522000.0,,,458250000.0,,93675000.0,,,296796000.0,-301532000.0,,296117000.0,,29692000.0,,,52821154000.0,,,,,,-500000000.0,,,,,,4922639000.0,,,,,,168361000.0,-661498000.0,,291447000.0,,1462737000.0,,1083814000.0,7144428000.0,,,,,,,7538000.0,,,,,,,,,,,,,,,309669000.0,-102049000.0,,,35674000.0,,,,309669000.0,-1041899000.0,,366859000.0,,18627000.0,367257000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,,-884899000.0,57597615000.0,,346180000.0,,0.0,,,-26382213000.0,282532000.0,277845000.0,-174461000.0,-975068000.0,199985000.0,282532000.0,,372157000.0,,,-506979000.0,-71816000.0,,-2271703000.0,-506979000.0,372215000.0,,,199985000.0,55698735000.0,,905230000.0,,7183272000.0,26957000.0,,909353000.0,4133000.0,25977000.0,57597615000.0,909353000.0,,199985000.0,,-4449973000.0,909353000.0,,450805000.0,,-1000.0,,24110510000.0,-512114000.0,-301390000.0,55698735000.0,4249924000.0,,40297000.0,40297000.0,,50414343000.0,,1109583000.0,252230000.0,,805393000.0,500000000.0,325003000.0,,,,103960000.0,8199897000.0,1888912000.0,,,103622000.0,,199985000.0,252230000.0,,182503000.0,,1083814000.0,,909353000.0,7183272000.0,,,1967513000.0,,,,6302000.0,,,,346180000.0,,,,1245694000.0,,182503000.0,163933000.0,1109583000.0,,,-500677000.0,-884899000.0,,,868717000.0,-122669000.0,,,-500677000.0,-4702230000.0,,277845000.0,,-12546000.0,263001000.0,,,50414343000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
