date,annualOperatingCashFlow,quarterlyCurrentDeferredRevenue,annualCapitalStock,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,annualInventory,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyTaxProvision,annualOtherIntangibleAssets,annualEbitda,annualGrossProfit,annualCurrentLiabilities,annualOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,annualNetPPE,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,annualDilutedAverageShares,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualChangeInInventory,quarterlyChangesInAccountReceivables,quarterlyNetPPE,quarterlyNetOtherFinancingCharges,annualBasicAverageShares,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedEPS,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetIncomeContinuousOperations,annualCurrentAssets,annualAccountsReceivable,annualBeginningCashPosition,annualLongTermDebt,annualCashDividendsPaid,quarterlyOtherCurrentAssets,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualSellingGeneralAndAdministration,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTaxProvision,quarterlyChangeInAccountPayable,annualTotalAssets,quarterlyChangeInInventory,quarterlyInvestmentsAndAdvances,quarterlyInventory,quarterlyGrossProfit,quarterlyOtherIncomeExpense,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyLongTermDebt,quarterlyStockholdersEquity,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,annualOtherCurrentAssets,annualChangeInAccountPayable,annualOperatingIncome,annualCostOfRevenue,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,annualCurrentDebt,annualCommonStockIssuance,annualFreeCashFlow,annualEndCashPosition,quarterlyBasicEPS,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,annualChangeInWorkingCapital,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,annualAccountsPayable,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyTotalRevenue,quarterlyTotalNonCurrentAssets,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyTotalAssets,quarterlyChangeInWorkingCapital,quarterlyNetIncomeCommonStockholders,annualNetIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,annualCurrentDeferredRevenue,annualNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,annualInvestingCashFlow,quarterlySaleOfInvestment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,annualChangesInAccountReceivables,quarterlyDilutedAverageShares,annualPretaxIncome,annualInterestExpense,quarterlyDeferredIncomeTax,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyAccountsPayable,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyInterestExpense,quarterlyCurrentDebt,annualGrossPPE,annualOtherCurrentLiabilities,trailingStockBasedCompensation,annualNetOtherFinancingCharges,annualStockBasedCompensation,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,annualBasicEPS,annualPurchaseOfInvestment,trailingNetIncome,annualResearchAndDevelopment,trailingBasicAverageShares,trailingDeferredIncomeTax,quarterlyCommonStockIssuance,trailingFreeCashFlow,trailingRepurchaseOfCapitalStock,trailingChangeInCashSupplementalAsReported,trailingSellingGeneralAndAdministration,trailingTaxProvision,trailingCapitalExpenditure,trailingTotalRevenue,quarterlyOtherShortTermInvestments,trailingRepaymentOfDebt,trailingCostOfRevenue,trailingCashDividendsPaid,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingOperatingCashFlow,trailingInterestExpense,trailingNetOtherFinancingCharges,trailingNetIncomeCommonStockholders,trailingBasicEPS,trailingResearchAndDevelopment,trailingDepreciationAndAmortization,trailingGrossProfit,trailingCommonStockIssuance,trailingEndCashPosition,annualOtherShortTermInvestments,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,trailingPretaxIncome,trailingBeginningCashPosition,trailingOperatingIncome,trailingChangeInAccountPayable,trailingOperatingExpense,trailingInvestingCashFlow,trailingChangeInWorkingCapital,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,trailingNetIncomeContinuousOperations,trailingDilutedAverageShares
2016-12-31,1941000000.0,30000000.0,3000000.0,344000000.0,320000000.0,1240000000.0,0.0,-20000000.0,1232000000.0,3000000.0,395000000.0,26000000.0,1240000000.0,2285000000.0,3554000000.0,4148000000.0,-695000000.0,838000000.0,3515000000.0,6873000000.0,838000000.0,273700000.0,47000000.0,-15000000.0,-53000000.0,31000000.0,3515000000.0,-18000000.0,269789959.0,158000000.0,838000000.0,4.59,-221000000.0,1.03,-214000000.0,103000000.0,-2258000000.0,306000000.0,5419000000.0,2938000000.0,579000000.0,3959000000.0,-317000000.0,64000000.0,,-634000000.0,103000000.0,47000000.0,-13000000.0,1145000000.0,704000000.0,904000000.0,1257000000.0,1508000000.0,2401000000.0,0.0,2938000000.0,3238000000.0,5381000000.0,9000000.0,838000000.0,242000000.0,-43000000.0,12292000000.0,140000000.0,127000000.0,1232000000.0,1075000000.0,-377000000.0,904000000.0,281000000.0,158000000.0,1980000000.0,311000000.0,3959000000.0,2401000000.0,5381000000.0,16661000000.0,64000000.0,31000000.0,2275000000.0,13107000000.0,4148000000.0,5419000000.0,-79000000.0,12000000.0,,1113000000.0,838000000.0,1.041551,1980000000.0,178000000.0,269789959.0,123000000.0,531000000.0,21000000.0,-33000000.0,2563000000.0,838000000.0,-1000000.0,15000000.0,469000000.0,4313000000.0,6873000000.0,731000000.0,,12292000000.0,490000000.0,281000000.0,1257000000.0,9529000000.0,9529000000.0,1279000000.0,-1215000000.0,30000000.0,1218000000.0,683000000.0,,-125000000.0,-578000000.0,,-1215000000.0,5773000000.0,-199000000.0,271640000.0,1425000000.0,156000000.0,-146000000.0,127000000.0,,2563000000.0,-2258000000.0,-104000000.0,45000000.0,443000000.0,33000000.0,12000000.0,5773000000.0,45000000.0,,-86000000.0,68000000.0,1508000000.0,-1081000000.0,-896000000.0,259000000.0,-828000000.0,4.65918,-4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,,36000000.0,,321000000.0,402000000.0,1244000000.0,-40000000.0,-4000000.0,,3000000.0,838000000.0,61000000.0,,,,,,547000000.0,,,547000000.0,,,,,-189000000.0,3569000000.0,-56000000.0,,,,,-332000000.0,1.24,-215000000.0,115000000.0,,352000000.0,,,,,,57000000.0,,,,50000000.0,,,,913000000.0,,1557000000.0,,0.0,3132000000.0,3445000000.0,5456000000.0,-270000000.0,547000000.0,,59000000.0,,-143000000.0,159000000.0,1375000000.0,847000000.0,-92000000.0,,335000000.0,162000000.0,,288000000.0,3991000000.0,2579000000.0,,,,,,,4092000000.0,5487000000.0,-78000000.0,,,,,1.24,2057000000.0,175000000.0,269200000.0,,611000000.0,17000000.0,-13000000.0,,,,-15000000.0,75000000.0,4292000000.0,7010000000.0,526000000.0,,12497000000.0,-258000000.0,335000000.0,,,9548000000.0,,,,,290000000.0,,,,,-1087000000.0,,,269540000.0,,,8000000.0,,,2549000000.0,,-194000000.0,15000000.0,-291000000.0,34000000.0,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,32000000.0,,334000000.0,441000000.0,1232000000.0,0.0,-1000000.0,,3000000.0,547000000.0,62000000.0,,,,,,792000000.0,,,792000000.0,,,,,5000000.0,3671000000.0,-7000000.0,,,,,-181000000.0,1.38,-178000000.0,128000000.0,,386000000.0,,,,,,54000000.0,,,,54000000.0,,,,965000000.0,,1628000000.0,,-12000000.0,3127000000.0,3419000000.0,5601000000.0,-193000000.0,792000000.0,,62000000.0,,-110000000.0,178000000.0,1485000000.0,899000000.0,-90000000.0,,369000000.0,170000000.0,,301000000.0,4059000000.0,2895000000.0,,,,,,,4170000000.0,5849000000.0,-78000000.0,,,,,1.38,2257000000.0,181000000.0,267410000.0,,657000000.0,17000000.0,32000000.0,,,,-22000000.0,421000000.0,4318000000.0,7207000000.0,565000000.0,170000000.0,13056000000.0,-28000000.0,369000000.0,,,9771000000.0,,,,,599000000.0,,,,,-982000000.0,,,268030000.0,,,-5000000.0,,,2603000000.0,,-95000000.0,4000000.0,245000000.0,35000000.0,13000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,31000000.0,,351000000.0,466000000.0,1213000000.0,0.0,-799000000.0,,3000000.0,792000000.0,60000000.0,,,,,,557000000.0,,,557000000.0,,,,,-95000000.0,3819000000.0,-4000000.0,,,,,-178000000.0,1.48,-198000000.0,150000000.0,,413000000.0,,,,,,54000000.0,,,,53000000.0,,,,1036000000.0,,1670000000.0,,0.0,3225000000.0,3450000000.0,6409000000.0,-219000000.0,557000000.0,,93000000.0,,-157000000.0,207000000.0,1642000000.0,883000000.0,-32000000.0,,395000000.0,178000000.0,,317000000.0,4884000000.0,3203000000.0,,,,,,,4143000000.0,6710000000.0,-77000000.0,,,,,1.48,2485000000.0,183000000.0,266240000.0,,685000000.0,16000000.0,-56000000.0,,,,-26000000.0,-47000000.0,4333000000.0,7456000000.0,532000000.0,,14166000000.0,-427000000.0,395000000.0,,,10552000000.0,,,,,151000000.0,217000000.0,,,,-913000000.0,,,267160000.0,,,-1000000.0,,,2745000000.0,,-94000000.0,16000000.0,-235000000.0,36000000.0,15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,1468000000.0,28000000.0,3000000.0,63000000.0,-54000000.0,1219000000.0,-284000000.0,787000000.0,1083000000.0,3000000.0,557000000.0,40000000.0,1219000000.0,1941000000.0,2614000000.0,3540000000.0,-157000000.0,1596000000.0,2804000000.0,6528000000.0,1596000000.0,268030000.0,57000000.0,-324000000.0,-224000000.0,-8000000.0,2804000000.0,437000000.0,265839794.0,222000000.0,1596000000.0,5.06,1147000000.0,0.95,-107000000.0,162000000.0,-1798000000.0,-88000000.0,5641000000.0,2440000000.0,838000000.0,4132000000.0,-310000000.0,34000000.0,,-383000000.0,162000000.0,57000000.0,-31000000.0,952000000.0,546000000.0,713000000.0,1355000000.0,1944000000.0,3299000000.0,-16000000.0,2440000000.0,-44000000.0,5112000000.0,-570000000.0,1596000000.0,223000000.0,54000000.0,12169000000.0,186000000.0,147000000.0,1083000000.0,-15000000.0,57000000.0,713000000.0,256000000.0,222000000.0,2118000000.0,46000000.0,4132000000.0,3299000000.0,5112000000.0,12884000000.0,34000000.0,268000000.0,1545000000.0,10270000000.0,3540000000.0,5641000000.0,-77000000.0,17000000.0,,770000000.0,1596000000.0,0.962986,2118000000.0,7000000.0,265839794.0,-538000000.0,-2000000.0,12000000.0,6000000.0,2227000000.0,1596000000.0,,-15000000.0,321000000.0,-59000000.0,6528000000.0,-78000000.0,,12169000000.0,175000000.0,256000000.0,1355000000.0,8652000000.0,8652000000.0,1069000000.0,-471000000.0,28000000.0,1063000000.0,428000000.0,233000000.0,-26000000.0,-1252000000.0,,-471000000.0,4602000000.0,-287000000.0,267440000.0,1255000000.0,140000000.0,-28000000.0,147000000.0,233000000.0,2227000000.0,-1798000000.0,0.0,15000000.0,1039000000.0,35000000.0,17000000.0,4602000000.0,15000000.0,,370000000.0,62000000.0,1944000000.0,456000000.0,-17000000.0,758000000.0,-698000000.0,5.097055,-78000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,32000000.0,,289000000.0,370000000.0,1204000000.0,-5000000.0,,,3000000.0,1597000000.0,59000000.0,,,,,,1345000000.0,,,1345000000.0,,,,,-206000000.0,2890000000.0,-32000000.0,,,,,-205000000.0,1.15,-243000000.0,169000000.0,,316000000.0,,,,,,46000000.0,,,,72000000.0,,,,729000000.0,,1980000000.0,,,2646000000.0,2947000000.0,5154000000.0,-245000000.0,1346000000.0,,140000000.0,,-119000000.0,157000000.0,1202000000.0,683000000.0,5000000.0,,307000000.0,218000000.0,,259000000.0,4163000000.0,3467000000.0,,,,,,,3708000000.0,5926000000.0,-59000000.0,,,,,1.16,2278000000.0,155000000.0,265690000.0,,559000000.0,13000000.0,-25000000.0,,,,0.0,-88000000.0,3630000000.0,6634000000.0,394000000.0,,12560000000.0,-272000000.0,307000000.0,,,8862000000.0,,,,,155000000.0,,,,,-436000000.0,,,266440000.0,,,-7000000.0,,,2282000000.0,,-149000000.0,30000000.0,-251000000.0,34000000.0,60000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,27000000.0,,290000000.0,378000000.0,1245000000.0,-507000000.0,,,3000000.0,1346000000.0,83000000.0,,,,,,970000000.0,,,970000000.0,,,,,115000000.0,2972000000.0,-8000000.0,,,,,-116000000.0,1.1,-206000000.0,210000000.0,,303000000.0,,,,,,50000000.0,,,,68000000.0,,,,714000000.0,,2157000000.0,,,2598000000.0,2958000000.0,5120000000.0,-716000000.0,971000000.0,,5000000.0,,-38000000.0,155000000.0,1265000000.0,726000000.0,-29000000.0,,291000000.0,268000000.0,,260000000.0,4067000000.0,3523000000.0,,,,,,,3438000000.0,5340000000.0,-58000000.0,,,,,1.1,2510000000.0,156000000.0,264810000.0,,570000000.0,14000000.0,-24000000.0,,,,-6000000.0,339000000.0,3684000000.0,6976000000.0,436000000.0,,12316000000.0,120000000.0,291000000.0,,,8558000000.0,,,,,545000000.0,,,,,-622000000.0,,,265480000.0,,,-4000000.0,,,2307000000.0,,0.0,12000000.0,-375000000.0,36000000.0,22000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,36000000.0,,263000000.0,293000000.0,1216000000.0,0.0,-4000000.0,,3000000.0,971000000.0,66000000.0,,,,,,771000000.0,,,771000000.0,,,,,-37000000.0,3056000000.0,-34000000.0,,,,,-161000000.0,0.84,-212000000.0,243000000.0,,231000000.0,,,,,,64000000.0,,,,62000000.0,,,,751000000.0,,2162000000.0,,,2635000000.0,2834000000.0,5131000000.0,-208000000.0,772000000.0,,-67000000.0,,-93000000.0,157000000.0,1358000000.0,651000000.0,-66000000.0,,222000000.0,223000000.0,,232000000.0,4084000000.0,3608000000.0,,,,,,,3387000000.0,5204000000.0,-58000000.0,,,,,0.84,2610000000.0,163000000.0,264560000.0,,490000000.0,6000000.0,17000000.0,,,,0.0,-41000000.0,3485000000.0,7123000000.0,388000000.0,,12327000000.0,-230000000.0,222000000.0,,,8518000000.0,,,,,171000000.0,,,,,-638000000.0,,,265330000.0,,,-62000000.0,,,2254000000.0,,-65000000.0,9000000.0,-199000000.0,34000000.0,24000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,1628000000.0,36000000.0,3000000.0,305000000.0,293000000.0,1380000000.0,-685000000.0,19000000.0,1277000000.0,3000000.0,772000000.0,42000000.0,1380000000.0,2151000000.0,2729000000.0,3694000000.0,-128000000.0,567000000.0,3179000000.0,7703000000.0,567000000.0,265220000.0,88000000.0,-1197000000.0,-120000000.0,183000000.0,3179000000.0,-4000000.0,264410000.0,233000000.0,567000000.0,4.02,-73000000.0,0.94,-185000000.0,260000000.0,-2164000000.0,257000000.0,4777000000.0,2487000000.0,1597000000.0,4038000000.0,-233000000.0,47000000.0,,-499000000.0,260000000.0,88000000.0,-67000000.0,993000000.0,676000000.0,681000000.0,1067000000.0,2524000000.0,3459000000.0,,2487000000.0,2967000000.0,5116000000.0,-879000000.0,568000000.0,250000000.0,-16000000.0,12480000000.0,130000000.0,171000000.0,1277000000.0,669000000.0,-38000000.0,681000000.0,247000000.0,233000000.0,2511000000.0,242000000.0,4038000000.0,3459000000.0,5116000000.0,14435000000.0,47000000.0,62000000.0,1582000000.0,11706000000.0,3694000000.0,4777000000.0,-58000000.0,306000000.0,,782000000.0,568000000.0,0.94,2511000000.0,202000000.0,262610000.0,-142000000.0,532000000.0,25000000.0,-35000000.0,2334000000.0,567000000.0,,-12000000.0,572000000.0,3636000000.0,7703000000.0,364000000.0,,12480000000.0,240000000.0,247000000.0,1067000000.0,8810000000.0,8810000000.0,1147000000.0,-694000000.0,36000000.0,1107000000.0,757000000.0,,-14000000.0,-2048000000.0,,-694000000.0,5343000000.0,55000000.0,263650000.0,1334000000.0,141000000.0,59000000.0,171000000.0,,2334000000.0,-2164000000.0,-285000000.0,19000000.0,-204000000.0,37000000.0,306000000.0,5343000000.0,19000000.0,,-78000000.0,58000000.0,2524000000.0,-555000000.0,0.0,-1029000000.0,-846000000.0,4.04,-18000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,,61000000.0,,290000000.0,275000000.0,1334000000.0,0.0,-654000000.0,,3000000.0,568000000.0,33000000.0,,,,,,321000000.0,,,321000000.0,,,,,-249000000.0,3652000000.0,-34000000.0,,,,,-99000000.0,0.92,-235000000.0,293000000.0,,245000000.0,,,,,,65000000.0,,,,73000000.0,,,,688000000.0,,2503000000.0,,,2736000000.0,2962000000.0,5370000000.0,-235000000.0,322000000.0,,53000000.0,,-49000000.0,196000000.0,1326000000.0,613000000.0,-13000000.0,,240000000.0,242000000.0,,256000000.0,3995000000.0,3418000000.0,,,,,,,4014000000.0,4819000000.0,-57000000.0,,,,,0.93,2491000000.0,173000000.0,259080000.0,,486000000.0,15000000.0,-11000000.0,,,,-5000000.0,-151000000.0,3575000000.0,8200000000.0,323000000.0,,13019000000.0,-355000000.0,240000000.0,,,9384000000.0,,,,,84000000.0,,,,,-682000000.0,3652000000.0,,259550000.0,,,4000000.0,,,2340000000.0,,-226000000.0,8000000.0,-246000000.0,38000000.0,542000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,45000000.0,,303000000.0,298000000.0,1305000000.0,-23000000.0,-10000000.0,,3000000.0,322000000.0,31000000.0,,,,,,365000000.0,,,365000000.0,,,,,59000000.0,3681000000.0,0.0,,,,,-216000000.0,1.07,-216000000.0,320000000.0,,271000000.0,,,,,,90000000.0,,,,108000000.0,,,,749000000.0,,2517000000.0,,,2679000000.0,2958000000.0,5385000000.0,-234000000.0,381000000.0,,-27000000.0,,27000000.0,197000000.0,1304000000.0,669000000.0,-30000000.0,,274000000.0,238000000.0,,260000000.0,3997000000.0,3519000000.0,,,,,,,3991000000.0,4854000000.0,-57000000.0,,,,,1.07,2597000000.0,188000000.0,257020000.0,,529000000.0,21000000.0,-9000000.0,,,,1000000.0,296000000.0,3627000000.0,8254000000.0,366000000.0,,13108000000.0,38000000.0,274000000.0,,,9376000000.0,,,,,512000000.0,,,,,-699000000.0,3681000000.0,,257260000.0,,,-3000000.0,,,2284000000.0,,-120000000.0,13000000.0,59000000.0,43000000.0,517000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,33000000.0,,296000000.0,285000000.0,1128000000.0,0.0,-5000000.0,,3000000.0,381000000.0,38000000.0,,,,,,341000000.0,,,341000000.0,,,,,17000000.0,3556000000.0,0.0,,,,,-174000000.0,0.96,-168000000.0,310000000.0,,252000000.0,,,,,,121000000.0,,,,101000000.0,,,,710000000.0,,2136000000.0,,,2661000000.0,2882000000.0,5283000000.0,-163000000.0,358000000.0,,-45000000.0,,-41000000.0,200000000.0,1345000000.0,677000000.0,-57000000.0,,246000000.0,236000000.0,,262000000.0,3939000000.0,3565000000.0,,,,,,,3875000000.0,5385000000.0,-56000000.0,,,,,0.96,2745000000.0,178000000.0,255890000.0,,505000000.0,7000000.0,25000000.0,,,,0.0,157000000.0,3559000000.0,7554000000.0,381000000.0,,12939000000.0,-155000000.0,246000000.0,,,9158000000.0,,,,,325000000.0,,,,,-806000000.0,3556000000.0,,256440000.0,,,13000000.0,,,2232000000.0,,-44000000.0,50000000.0,-23000000.0,42000000.0,444000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,1624000000.0,43000000.0,3000000.0,333000000.0,268000000.0,1186000000.0,-311000000.0,-10000000.0,1286000000.0,3000000.0,358000000.0,30000000.0,1186000000.0,2007000000.0,2646000000.0,4054000000.0,-134000000.0,412000000.0,3722000000.0,8140000000.0,412000000.0,257390000.0,611000000.0,-334000000.0,8000000.0,99000000.0,3722000000.0,-11000000.0,256810000.0,229000000.0,412000000.0,3.85,-160000000.0,,-162000000.0,719000000.0,-2608000000.0,241000000.0,5319000000.0,2569000000.0,568000000.0,3971000000.0,-226000000.0,504000000.0,,-420000000.0,719000000.0,611000000.0,106000000.0,1076000000.0,717000000.0,1155000000.0,990000000.0,2407000000.0,3819000000.0,,2569000000.0,2909000000.0,5394000000.0,-479000000.0,429000000.0,132000000.0,152000000.0,13459000000.0,71000000.0,106000000.0,1286000000.0,687000000.0,-45000000.0,1155000000.0,230000000.0,229000000.0,2890000000.0,298000000.0,3971000000.0,3819000000.0,5394000000.0,14357000000.0,504000000.0,133000000.0,1424000000.0,11711000000.0,4054000000.0,5319000000.0,-56000000.0,393000000.0,,843000000.0,429000000.0,,2890000000.0,178000000.0,,-175000000.0,344000000.0,23000000.0,-8000000.0,2463000000.0,412000000.0,,-6000000.0,541000000.0,3596000000.0,8140000000.0,354000000.0,,13459000000.0,297000000.0,230000000.0,990000000.0,9448000000.0,9448000000.0,1222000000.0,-719000000.0,43000000.0,1009000000.0,703000000.0,,-33000000.0,-1111000000.0,,-719000000.0,3722000000.0,-74000000.0,,1126000000.0,164000000.0,-47000000.0,106000000.0,,2463000000.0,-2608000000.0,-30000000.0,43000000.0,71000000.0,41000000.0,393000000.0,3722000000.0,43000000.0,,-45000000.0,,2407000000.0,-649000000.0,-654000000.0,-139000000.0,-781000000.0,3.85,-10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
