date,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,trailingOperatingCashFlow,annualChangeInCashSupplementalAsReported,quarterlyAccumulatedDepreciation,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyCurrentDeferredRevenue,annualRepaymentOfDebt,quarterlyOtherCurrentAssets,annualGrossPPE,trailingCapitalExpenditure,quarterlyCurrentDebt,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherNonCashItems,trailingChangeInCashSupplementalAsReported,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,annualNonCurrentDeferredTaxesLiabilities,annualCapitalExpenditure,annualInvestingCashFlow,annualBeginningCashPosition,annualOperatingExpense,annualPurchaseOfBusiness,trailingSellingGeneralAndAdministration,annualPurchaseOfInvestment,annualNetIncomeContinuousOperations,trailingCashDividendsPaid,trailingBeginningCashPosition,annualInventory,quarterlyNetPPE,trailingCostOfRevenue,annualStockBasedCompensation,annualNetOtherFinancingCharges,annualDilutedAverageShares,annualInterestExpense,annualChangeInInventory,annualGoodwill,trailingNetIncome,trailingOperatingExpense,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualGrossProfit,quarterlyOtherCurrentLiabilities,annualResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyCurrentAssets,annualOtherShortTermInvestments,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualFreeCashFlow,annualCommonStockIssuance,annualNetOtherInvestingChanges,annualTotalRevenue,quarterlyGoodwill,annualCostOfRevenue,trailingCommonStockIssuance,annualRetainedEarnings,trailingResearchAndDevelopment,annualDilutedEPS,annualNetIncome,annualEndCashPosition,annualCurrentDebt,annualNonCurrentDeferredRevenue,annualTaxProvision,trailingEndCashPosition,trailingPurchaseOfInvestment,trailingTaxProvision,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualTotalAssets,annualPretaxIncome,quarterlyTotalAssets,trailingOperatingIncome,trailingInvestingCashFlow,annualBasicAverageShares,annualAccountsPayable,annualOperatingIncome,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,trailingSaleOfInvestment,annualStockholdersEquity,annualSaleOfInvestment,annualDepreciationAndAmortization,annualCashAndCashEquivalents,annualAccountsReceivable,quarterlyOtherNonCurrentAssets,trailingPretaxIncome,annualBasicEPS,quarterlyInventory,quarterlyAccountsReceivable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,annualCurrentAssets,annualEbitda,annualCurrentLiabilities,annualNetPPE,annualOperatingCashFlow,annualOtherNonCurrentAssets,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,annualChangesInAccountReceivables,quarterlyOtherNonCashItems,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlySellingGeneralAndAdministration,annualLongTermDebt,quarterlyNetOtherInvestingChanges,trailingNetOtherFinancingCharges,quarterlyBeginningCashPosition,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,quarterlyFreeCashFlow,trailingBasicEPS,trailingChangeInInventory,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,quarterlyPretaxIncome,quarterlyOtherShortTermInvestments,trailingRepurchaseOfCapitalStock,annualOtherIncomeExpense,quarterlyInterestExpense,quarterlyResearchAndDevelopment,trailingChangesInAccountReceivables,quarterlyTaxProvision,quarterlyEbitda,trailingDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyIncomeTaxPayable,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,trailingOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyChangeInInventory,quarterlyBasicAverageShares,trailingDeferredIncomeTax,annualChangeInAccountPayable,annualIncomeTaxPayable,quarterlyCashDividendsPaid,trailingBasicAverageShares,trailingOtherNonCashItems,annualDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyEndCashPosition,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,trailingDilutedEPS,quarterlyOperatingExpense,quarterlyOperatingIncome,trailingChangeInWorkingCapital,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,annualGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedEPS,trailingRepaymentOfDebt,quarterlyLongTermDebt,quarterlyRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,annualInvestmentsAndAdvances,trailingInterestExpense,quarterlyTotalRevenue,annualCurrentDeferredRevenue
1970-01-01 00:00:01.072828800,,294989000.0,,908000.0,44924000.0,,,,396463000.0,-43966000.0,,536507000.0,1922062000.0,,,,,-95200000.0,,34728000.0,191353000.0,,,147391000.0,-50089000.0,,,,,,,5484000.0,-25452000.0,-25275000.0,338955000.0,104763000.0,,1332045000.0,,192390000.0,-253604000.0,3596654000.0,46313000.0,,711261000.0,,-113224000.0,605480000.0,,-8692000.0,,536507000.0,1336138000.0,-15766000.0,536507000.0,289040000.0,,,,171437000.0,,,,301263000.0,,143895000.0,,177000.0,604042000.0,,315002000.0,-333288000.0,,100443000.0,0.25,151370000.0,294989000.0,,,-7308000.0,3546565000.0,-265000000.0,163844000.0,2633323000.0,,-74814000.0,631062000.0,185082000.0,,585924000.0,142274000.0,605480000.0,73921000.0,184277000.0,,35547000.0,,,310274000.0,395736000.0,,21956000.0,294989000.0,,,700351000.0,0.25,,,50408000.0,151370000.0,439709000.0,206233000.0,121029000.0,191054000.0,169347000.0,0.0,114274000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.104451200,,1146592000.0,,0.0,1831000.0,,,,,851603000.0,,,,,,,,,,55117000.0,199622000.0,,,208642000.0,,,,,,,,0.0,-22364000.0,-21574000.0,294989000.0,171627000.0,,,,270150000.0,,,18165000.0,,,,674295000.0,620935714.0,,28148000.0,,,,-57299000.0,,451577000.0,,,,134144000.0,,,,,,208562000.0,,790000.0,703575000.0,,251998000.0,,,,0.42,260793000.0,1146592000.0,,,10659000.0,,,,,,-32044000.0,1570413000.0,280809000.0,,,,620935714.0,131290000.0,279950000.0,,358000.0,,,,1412727000.0,,22284000.0,1146592000.0,,,,0.42,,,1831000.0,260793000.0,1370791000.0,302234000.0,132313000.0,179618000.0,230926000.0,11022000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.135987200,5946000.0,1347605000.0,,126126000.0,,,,,,222081000.0,,,,,,,,,,71455000.0,307077000.0,,,431854000.0,,,,,,,,,-73054000.0,-135973000.0,1146592000.0,232364000.0,-80846000.0,,,331467000.0,,,35451000.0,,,,-6714000.0,828667500.0,,-17286000.0,58479000.0,,,109165000.0,,556607000.0,,,,215000000.0,,,,,,384592000.0,,17817000.0,831379000.0,,274772000.0,,,,0.4,337006000.0,1347605000.0,,,5446000.0,,,,,,-82700000.0,1845248000.0,342452000.0,,,,828667500.0,85971000.0,324243000.0,,17769000.0,-10178000.0,,,1630248000.0,,25792000.0,1347605000.0,2998000.0,,,0.4,,,0.0,331467000.0,1538171000.0,350035000.0,215000000.0,231193000.0,457646000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.167523200,5618000.0,1583896000.0,,122434000.0,,,,,,246416000.0,,,,,,,,,,67720000.0,297663000.0,,,387676000.0,,,,,,,,,-23219000.0,10947000.0,1347605000.0,251568000.0,0.0,,,332977000.0,,,38197000.0,,,,0.0,832442500.0,,-2746000.0,58479000.0,,,85509000.0,,592300000.0,,,,238490000.0,,,1882000.0,,,394190000.0,,33852000.0,841475000.0,,249175000.0,,,,0.4,332977000.0,1582014000.0,,,54057000.0,,,,,,-181940000.0,2007743000.0,387034000.0,,,,832442500.0,102487000.0,340732000.0,,21340000.0,0.0,,,1769253000.0,,29733000.0,1582014000.0,3346000.0,,,0.4,,,0.0,332977000.0,1710080000.0,370465000.0,238490000.0,224368000.0,417409000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.199059200,19894000.0,1678442000.0,,6380000.0,0.0,87662000.0,,,,158252000.0,,,,,,,,,,339008000.0,364249000.0,,,675000.0,,,,,,,,,-92615000.0,-53508000.0,1582014000.0,369338000.0,,,,490641000.0,,,78352000.0,,,,0.0,827000000.0,,-40155000.0,58479000.0,,,-168966000.0,,738038000.0,,,,339462000.0,,,,,,309355000.0,,2462000.0,1012885000.0,,274847000.0,,,,0.59,490641000.0,1678442000.0,,,85300000.0,,,,,,-190210000.0,2408737000.0,575941000.0,,,,827000000.0,89172000.0,368700000.0,,0.0,,,,2069275000.0,,32084000.0,1678442000.0,8865000.0,,,0.59,,,0.0,490641000.0,2044488000.0,400784000.0,339462000.0,278547000.0,401970000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.230681600,19219000.0,1585644000.0,,6980000.0,0.0,87662000.0,,,,38990000.0,,,,,,,534402000.0,,,376238000.0,412685000.0,,,675000.0,,,,,-208079000.0,,,,-84156000.0,-35490000.0,1678442000.0,470803000.0,,,,398242000.0,,,76324000.0,,,,0.0,827000000.0,,2028000.0,58479000.0,,,-96853000.0,,914317000.0,,,,289740000.0,,,,,,321124000.0,,600000.0,1275179000.0,,360862000.0,,,,0.48,398242000.0,1585644000.0,,,77972000.0,,,,,,-330800000.0,2426457000.0,476214000.0,,,,827000000.0,64137000.0,443514000.0,,0.0,,,,2136717000.0,,36041000.0,1585644000.0,10714000.0,,,0.48,,,0.0,398242000.0,2013772000.0,479555000.0,289740000.0,326323000.0,405280000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.262217600,317000.0,2318189000.0,317000.0,0.0,0.0,87662000.0,,2722081000.0,,607192000.0,-251705000.0,,,,,86739000.0,708451000.0,,,489266000.0,585101000.0,87662000.0,2318189000.0,-51573000.0,,2318189000.0,225190000.0,,-251705000.0,,708451000.0,,-221237000.0,-268188000.0,1585644000.0,340220000.0,,,,767304000.0,,,136308000.0,456746000.0,,,0.0,827000000.0,,-59984000.0,58479000.0,,,413032000.0,,1178091000.0,0.0,33397000.0,0.0,547847000.0,,2684827000.0,,,547847000.0,836083000.0,,-86389000.0,1633223000.0,58479000.0,455132000.0,,,,0.93,767304000.0,2318189000.0,,,116712000.0,,,,,585101000.0,-181940000.0,3269928000.0,884016000.0,3269928000.0,,,827000000.0,225190000.0,837871000.0,0.0,86739000.0,,547847000.0,,2722081000.0,,45327000.0,2318189000.0,5873000.0,0.0,,0.93,136308000.0,5873000.0,0.0,767304000.0,2684827000.0,883198000.0,547847000.0,456746000.0,1057320000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.277856000,,,2532000.0,,,,,2919482000.0,,,,,,,,143001000.0,,,,,,87662000.0,2152748000.0,,,2152748000.0,328102000.0,,,,,,,,,,,,,,,,,620552000.0,,,,,,,,,,,,,0.0,,0.0,,,2642991000.0,,,606578000.0,,,,,91663000.0,,,,,,,,,,,,,,,883069000.0,,,,3526060000.0,,,,,,0.0,,,606578000.0,,,,,,,0.0,,,145500000.0,16762000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.293753600,2165000.0,2349021000.0,2165000.0,0.0,0.0,87662000.0,1138000.0,3229577000.0,,28519000.0,-303611000.0,,,,,35068000.0,1080392000.0,,,546801000.0,1030738000.0,87662000.0,2349021000.0,-2777000.0,,2349021000.0,202828000.0,74666000.0,-303611000.0,,1080392000.0,1138000.0,-368870000.0,-236646000.0,2318189000.0,491177000.0,-54579000.0,,,821756000.0,,,191925000.0,776781000.0,,,0.0,827000000.0,,-49668000.0,91663000.0,,,-280227000.0,,1435008000.0,0.0,21873000.0,75804000.0,742562000.0,,2941401000.0,,,666758000.0,210555000.0,,134466000.0,2038379000.0,91663000.0,603371000.0,,,,0.99,821756000.0,2349021000.0,,74666000.0,170052000.0,,,,,1030738000.0,-314260000.0,3972139000.0,991808000.0,3972139000.0,,,827000000.0,202828000.0,943831000.0,0.0,35068000.0,,742562000.0,,3229577000.0,,53027000.0,2349021000.0,6956000.0,0.0,,0.99,191925000.0,6956000.0,75804000.0,821756000.0,2941401000.0,996858000.0,666758000.0,776781000.0,579425000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.309392000,,,1798000.0,,,,17606000.0,3428274000.0,,,,,,,,153681000.0,,,,,,87662000.0,2007876000.0,,,2007876000.0,261118000.0,,,,,,,,,,,,,,,,,944073000.0,,,,,,,,,,,,,2600000.0,,92272000.0,,,2939291000.0,,,633207000.0,,,,,91663000.0,,,,,,,,,,,,,,,1215062000.0,,,,4154353000.0,,,,,,74666000.0,,,725479000.0,,,,,,,0.0,,,242946000.0,10535000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
