date,annualInvestingCashFlow,quarterlyNetIncome,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyDilutedAverageShares,annualAccountsReceivable,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,quarterlyLongTermDebt,trailingPurchaseOfInvestment,trailingPurchaseOfBusiness,annualStockholdersEquity,annualLongTermDebt,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualNonCurrentDeferredTaxesLiabilities,annualTotalAssets,trailingPretaxIncome,trailingNetIncome,trailingCashDividendsPaid,annualDepreciationAndAmortization,trailingStockBasedCompensation,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyGoodwill,quarterlyNetPPE,quarterlyInventory,annualStockBasedCompensation,annualRetainedEarnings,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyOtherIncomeExpense,annualChangeInWorkingCapital,annualBasicEPS,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyChangeInCashSupplementalAsReported,annualInventory,annualSaleOfInvestment,annualGoodwill,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,annualOtherIntangibleAssets,annualOperatingIncome,trailingOtherIncomeExpense,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,quarterlyCashAndCashEquivalents,annualCapitalStock,annualAccountsPayable,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingRepaymentOfDebt,trailingGrossProfit,annualOtherIncomeExpense,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualRepaymentOfDebt,quarterlyBasicEPS,annualEndCashPosition,trailingTotalRevenue,quarterlyBasicAverageShares,annualDilutedAverageShares,annualCashFlowFromContinuingFinancingActivities,annualCashCashEquivalentsAndMarketableSecurities,annualGrossPPE,annualNetOtherInvestingChanges,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,annualCashAndCashEquivalents,trailingChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,annualPretaxIncome,annualDilutedEPS,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,trailingOperatingIncome,trailingEndCashPosition,quarterlyTotalAssets,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualDeferredIncomeTax,quarterlySaleOfInvestment,trailingOperatingExpense,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalExpenditure,annualAccumulatedDepreciation,quarterlyGrossProfit,trailingDeferredIncomeTax,annualRepurchaseOfCapitalStock,annualCurrentAssets,annualOperatingExpense,trailingCapitalExpenditure,quarterlyTotalLiabilitiesNetMinorityInterest,annualChangesInAccountReceivables,trailingNetIncomeContinuousOperations,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,trailingBeginningCashPosition,quarterlyOtherCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyOperatingIncome,quarterlyNetOtherInvestingChanges,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,trailingInterestExpense,annualCurrentAccruedExpenses,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyEndCashPosition,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualEbitda,annualInterestExpense,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,quarterlyCashDividendsPaid,trailingFreeCashFlow,quarterlyCurrentLiabilities,trailingCommonStockIssuance,quarterlyOperatingExpense,annualTotalNonCurrentAssets,quarterlyPurchaseOfBusiness,annualGrossProfit,quarterlyPretaxIncome,annualCostOfRevenue,quarterlyCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,annualOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,annualChangeInInventory,trailingTaxProvision,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,annualOtherNonCashItems,annualBasicAverageShares,trailingOtherNonCashItems,annualCashDividendsPaid,quarterlyDilutedEPS,annualBeginningCashPosition,quarterlyOtherNonCurrentLiabilities,annualCurrentDebt,annualNetIncome,trailingDepreciationAndAmortization,annualFreeCashFlow,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1970-01-01 00:00:00.883526400,-53721796.645702,,-1372799000.0,,,,267665.269043,,,,-852997000.0,-1350000.0,49881653.389238,2895537.386443,,,,,54470721.872816,426566000.0,402783000.0,-198693000.0,20140.461216,9567000.0,,1693531.097135,,,,,-1698462.613557,,,,7532000.0,,1216310.272537,-0.209644,,57781000.0,,,,,56127009.084556,,,,,12841600.279525,,-1646742.837177,141523000.0,,2895537.386443,94117.400419,,51580116.002795,,631312.368973,,-2827018000.0,1157342000.0,,,,-5466619.846261,,291844.863732,1607154000.0,,8101667.0,53382329.140461,291844.863732,12841600.279525,-53721796.645702,1046417000.0,,,,291844.863732,286002000.0,,,-0.209644,,,,,,349079000.0,392655000.0,,,,,,,68949000.0,,29063970.649895,,,808263000.0,117296.296296,,,,,42625000.0,,788471.698113,1740860.237596,-527142000.0,,,366206000.0,,,106622000.0,,,,,,,,174413000.0,,,,,802932.914046,356191000.0,-1698462.613557,291844.863732,394463000.0,-1626602.375961,74011.0,,,,-4546893.081761,,85273000.0,,148953000.0,,53682250.174703,,,,,,,,612415000.0,,106289.308176,,,,,449812000.0,,,4589068.483578,,,60360000.0,-1698462.613557,,1093324.248777,8101667.0,-6547000.0,,,0.0,,,-1698462.613557,290880000.0,631312.368973,,,,,,,,,,,,,,
1970-01-01 00:00:00.915062400,-35503996.880484,,,,,,1741730.031845,,,,,,80551114.577241,1843114.317281,,,,,87798791.187366,,,,1215311.626698,,,5404562.292845,,,,,-5535192.045233,,,,,,1635796.45155,0.188471,,,,,,,41934750.113732,,,,,40656398.25827,,1252355.884838,,,1843114.317281,5331123.67583,,86086306.622474,705790.602457,4569441.736531,,,,142327.939169,,,-50692.142718,,1380386.040164,,,11017241.0,32034184.701371,1380386.040164,41894456.359264,-35503996.880484,,,,,1380386.040164,,,,0.188471,,,,,,,,,,,,,,,,4371872.359784,,,,198219.276012,,,-1238058.100994,,,,4076168.19393,2897250.926106,,,,,,,,,,,,,,,,,,,,1389484.629882,,2076428.153636,1108728.147137,,2540456.229284,550000.0,,,,-3818158.185481,,,,,,83722622.993436,,4149606.810944,,1181516.864886,,,,,,844869.045298,,,,,,,,7247676.610125,,,,2076428.153636,,-310651.848963,11017241.0,,-6031715.084162,,271657.893027,,1249106.38851,2076428.153636,,4569441.736531,,,,,,,,,,,,,,
1970-01-01 00:00:00.922838400,,917175.840634,,917175.840634,1754165.065143,14090472.0,,,,,,,,,,-2608384.47163,,,,,,,,,,,,,,,,,,,,-175615.316306,,,,,165012.127397,,,,,,532147.543374,,,,,,,,,,,,,,,,,,,1407573.327678,,0.06627,,,14090472.0,,,,,,,,,,,,1754165.065143,,,,-12591.28683,98000.0,417500.563294,,,,,,917175.840634,,,,,,,,,,,,,,1762117.456825,,,,,,,,,348579.835385,,,,,,1157735.689008,1012604.540816,2294265.000199,,,,,1575236.252303,1572585.455076,,,,,,,,,,1012604.540816,,-2241249.055653,,,,604381.767817,,,,917175.840634,,,,-346591.737465,,,,,-354544.129147,,174952.617,,,,,,,,,,,,,,0.06627,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.930700800,,1462517.891424,,1462517.891424,5879282.908971,14090472.0,,,,,,,,,,49637560.211199,,,,,,,,,,,,,,,,,,,,59016.259997,,,,,3856912.074018,,,,,,573203.90457,,,,,,,,,,,,,,,,,,,1572585.455076,,0.149237,,,14090472.0,,,,,,,,,,,,5879282.908971,,,,-3860774.742869,100000.0,433147.598044,,,,,,1462517.891424,,,,,,,,,,,,,,2111018.403576,,,,,,,,,3987419.404865,,,,,,1471336.413032,-46134266.221626,2684222.308146,,,,,1904484.011076,5462734.962725,,,,,,,,,,-51578685.793317,,-3063430.86593,,,,639681.990544,,,,1462517.891424,,,,-458607.120197,,,,,-307523.339327,,204182.692634,,,,,,,,,,,,,,0.149237,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.938649600,,881147.261906,,881147.261906,830740.948217,14090472.0,,,,,,,,,,-3993235.281699,,,,,,,,,,,,,,,,218022.047726,,,,117123.129094,,,,,756971.844998,,,,,,642134.364743,,,,,,,,,,,,,,,,,,,5462734.962725,,-0.040857,,,14090472.0,,,,,,,,,,,,830740.948217,,,,-544627.351483,503000.0,672633.465311,,,,,,881147.261906,,,,,,,,,,,,,,2044888.120174,,,,,,,,,-867928.911897,,,,,,1106541.19057,42782603.841051,2687022.484917,,,,,1779174.655882,6225230.501042,,,,,,,,,,3870723.958863,,-3344046.023914,,,,938346.929604,,-37345017.556341,,881147.261906,,,,-536950.487946,,,,,-322583.954027,,226074.877089,,,,,,,,,,,,,,-0.040857,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.946598400,-59714982.082813,1685752.10878,,1685752.10878,738824.203131,,4735799.161793,5922683.36636,,55782176.71387,,,141694917.594747,55782176.71387,4817272.306726,10951065.265964,,15078055.415548,225078538.730814,,,,2483550.019678,,4735799.161793,12523389.006649,,198325657.8266,,,-13512804.402312,11852778.41341,,,,6000.0,1260762.39531,0.255467,,,-1346667.203539,,,,68940089.620459,,1393782.672616,,,198325657.8266,,2870892.683297,,,70860232.129418,13367809.822347,6629704.556282,155207721.997059,4395407.124067,9203013.125462,6629704.556282,,,0.0,155207721.997059,6225230.501042,-5866066.435136,,6629704.556282,,,19483784.0,53987005.723834,6629704.556282,202161109.691852,-2398624.622841,,213085415.616607,,2205298.516222,6629704.556282,,738824.203131,4986432.650018,0.255467,,-1461882.06157,809000.0,960268.393028,46260.175512,,,225078538.730814,,1685752.10878,,,202161109.691852,,,4817272.306726,-37284.320562,,,874110.182072,,,-3835451.865252,4235048.29999,,,11993123.114207,7338797.097347,,83383621.136067,,,-2207307.933043,4395407.124067,,546000.0,,,-902242.539441,-59566.783082,5628830.972605,46260.175512,,,,58025.853587,6629704.556282,5922683.36636,,4977456.795067,3432228.842874,,5500818.183701,1510000.0,,,-13019624.789174,-5879875.442751,-4101821.23643,,12523389.006649,,5137290.839431,213085415.616607,-14526920.331939,10209689.780644,1694727.963731,3158120.041703,,-13512804.402312,-733344.499026,,15078055.415548,546000.0,-3835451.865252,-4881415.012634,141694917.594747,263299.444877,,70860232.129418,11993123.114207,83383621.136067,8975.85495,,,4977456.795067,-57316357.459971,-2075493.844635,19483784.0,,-12750547.181927,,1466516.608784,,2205298.516222,4977456.795067,,9203013.125462,,,,,,,,,,,,,,
1970-01-01 00:00:00.954460800,,2547262.037534,,2547262.037534,2634695.08585,24020472.0,,5691409.530891,,55338235.091633,,,,,14389276.715271,-4530684.180814,,,,,,,,,5237033.059331,,,196113015.820563,,,,,437165.241577,,,49568.342352,,,,,-1904250.485357,,,,,,2237459.897834,,,,,,,,,,4706238.726644,,,,4706238.726644,,,,0.0,6610489.212001,,0.103267,,,24020472.0,,,,,,,210870612.857477,,1915954.121745,,,2634695.08585,,,,-2065.347598,2294000.0,1619920.966032,,,,221514725.928374,,2547262.037534,,,199937351.122861,,,,,,,,,,,6426673.275779,,,,,,81693447.340521,,,-1781706.527875,3212992.41329,,409000.0,,301540.749308,4514161.40003,-19276.577581,8664133.173613,,,,,6134082.366062,4706238.726644,,,,,,,,,,-19276.577581,,-4010216.586118,,11948724.303634,,1912511.875749,,,,2984427.279111,,,-14936593.828741,-1672243.105181,,13982403.238465,,-3824335.302298,-518402.247098,139821278.587853,399300.535613,,69744723.036887,10644113.070896,,,,,,,,,,,0.103267,,424084.706789,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.962323200,,3895621.645343,,3895621.645343,5872883.484856,24020472.0,,5309387.97556,,53770381.122776,,,,,14037740.944536,-4647994.548551,,,,,,,,,4077912.432907,,,190978631.468791,,,,,157985.349222,,,153934.442832,,,,,1364804.784381,,,,,,2107146.474024,,,,,,,,,,5943354.825642,,,,5943354.825642,,,,0.0,4706238.726644,,0.162036,,,24020472.0,,,,,,,205134523.849711,,1565675.319853,,,5872883.484856,,,,-10087.371573,2234000.0,1427710.941607,,,,215712115.585862,,3895621.645343,,,194729095.635148,,,,,,,,,,,7435438.679405,,,,,,78628768.186882,,,707541.183379,3026702.224623,,240000.0,,22531.761916,5407960.031057,105020.762843,9542585.153428,,,,,6835670.972664,5943354.825642,,,,,,,,,,105020.762843,,-3855293.321724,,11216959.794754,,2027478.648348,,,,4053606.994565,,,-14685210.81592,-1559029.892152,,13170171.825946,,-3750464.166357,-782613.855255,137083347.398981,681227.424636,,67411808.392128,10577591.736151,,,,,,,,,,,0.162036,,471255.443405,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.970272000,,800053.248136,,800053.248136,4169471.482543,27020472.0,,5679579.339723,,54471512.247071,,,,,13759318.423855,13973007.802848,,,,,,,,,2707667.731629,,,195440628.328009,,,,,-68556.975506,,,83200.212993,,,,,9592294.476268,,,,,,2030085.197018,,,,,,,,,,15443956.336528,,,,15443956.336528,,,,0.0,5943354.825642,,0.03328,,,27020472.0,,,,,,,209488817.891374,,1162140.57508,,,4169471.482543,,,,-1146659.847389,2286000.0,1435195.568399,,,,228314696.485623,,800053.248136,,,199138045.793397,,,,,,,,,,,3823216.187433,,,,,,79607294.994675,,,2201694.630971,3450479.233227,,227000.0,,-125057.601746,2169861.554846,85315.452651,5853301.384452,,,,,3605057.123245,15443956.336528,,,,,,,,,,-8552863.461087,,-4249772.307281,,11301916.932907,,1653354.632588,,,,731496.27263,,,-18038471.778488,-1487177.4819,,13314030.883919,,-3697417.465389,-536710.202226,148707401.490948,288205.537806,,68305378.061768,18825878.594249,,,,,,,,,,,0.03328,,519834.930777,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.978220800,-8626875.625208,1809002.716916,,1809002.716916,2352626.505605,,3886628.876292,1537845.94865,,48182727.575859,,,146421473.824608,48182727.575859,1553851.283761,-11268487.126167,,13264421.473825,219074358.119373,,,,6206068.689563,,3886628.876292,10624874.958319,,194745581.86062,,,-20648216.072024,35335.260848,574510.5486,,,-425000.0,-455485.161721,0.36012,2734244.748249,,-9067520.332479,,,,18306102.034011,,1918095.923703,,,194745581.86062,,7774591.53051,,,62028009.336445,31005668.556185,6388796.265422,167069689.896632,2850283.427809,15029676.558853,6388796.265422,,,0.0,167069689.896632,15443956.336528,-2502834.278093,,6388796.265422,,,27020472.0,-6474158.052684,6388796.265422,204199399.799933,677559.186395,,207099699.899967,,662887.62921,6388796.265422,,1593706.865725,9996665.555185,0.36012,580860.286762,-907.340075,2133000.0,1723241.213525,279426.475492,,,219074358.119373,2734244.748249,1809002.716916,,,204199399.799933,,,1553851.283761,610870.290097,,,866288.762921,,-758919.63988,-9453817.939313,5450059.320448,,,11974658.219406,15042347.44915,,72652884.294765,,,-1583014.448196,2850283.427809,,217000.0,,411855.380619,-4091090.045635,506499.548483,7368155.244151,279426.475492,,,,-2367848.83211,6388796.265422,1537845.94865,,8912304.101367,-14671.557186,,13980660.220073,8947000.0,,,-159756.349383,-1159719.906636,-4393554.063637,,10624874.958319,,9541149.366083,207099699.899967,92663.742014,22816938.97966,2383513.265515,8188729.576526,,-20648216.072024,-1731699.570783,,13264421.473825,217000.0,-9453817.939313,-665107.973513,146421473.824608,-479557.882446,,62028009.336445,11974658.219406,72652884.294765,1084361.453818,,,8912304.101367,-8545515.171724,-6450150.050017,24748148.0,,-16508836.27876,,6403467.822608,580860.286762,662887.62921,8912304.101367,,14270756.918973,,,,,,,,,,,,,,
