,trailingNetIncome,quarterlyTotalAssets,annualTotalAssets,quarterlyAccountsReceivable,annualPretaxIncome,trailingPurchaseOfInvestment,annualCashDividendsPaid,annualNetIncome,annualLongTermDebt,quarterlyTotalNonCurrentAssets,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyOtherCurrentLiabilities,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualCommonStockIssuance,trailingSaleOfInvestment,annualSaleOfInvestment,annualOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,annualOperatingIncome,annualStockholdersEquity,annualPurchaseOfInvestment,annualAccountsReceivable,annualDepreciationAndAmortization,annualTotalRevenue,quarterlyLongTermDebt,annualInvestingCashFlow,annualRetainedEarnings,trailingEndCashPosition,annualEndCashPosition,trailingTotalRevenue,annualDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualNetPPE,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualInvestmentsAndAdvances,annualOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,trailingPretaxIncome,annualDilutedEPS,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,trailingInterestExpense,trailingBeginningCashPosition,quarterlyOtherCurrentAssets,annualInterestExpense,annualCurrentAssets,annualBasicAverageShares,quarterlyCapitalStock,annualNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualSellingGeneralAndAdministration,annualOtherIncomeExpense,quarterlyAccountsPayable,annualCapitalStock,trailingOperatingCashFlow,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,trailingNetOtherFinancingCharges,annualCapitalExpenditure,annualOtherCurrentLiabilities,annualBasicEPS,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,trailingTaxProvision,quarterlyNetPPE,annualTaxProvision,annualNetOtherFinancingCharges,annualOtherNonCashItems,trailingNetIncomeContinuousOperations,annualOtherCurrentAssets,annualTotalNonCurrentAssets,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualFreeCashFlow,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,trailingPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualBeginningCashPosition,annualPurchaseOfBusiness,quarterlyAccumulatedDepreciation,quarterlyCostOfRevenue,annualCostOfRevenue,annualChangesInAccountReceivables,quarterlyOtherNonCashItems,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlySellingGeneralAndAdministration,annualGrossProfit,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,trailingCapitalExpenditure,quarterlyStockBasedCompensation,annualResearchAndDevelopment,quarterlyFreeCashFlow,trailingBasicEPS,annualCurrentDebt,trailingChangeInInventory,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,annualOperatingExpense,annualEbitda,annualGoodwill,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,quarterlyGoodwill,quarterlyPretaxIncome,trailingRepurchaseOfCapitalStock,trailingCashDividendsPaid,quarterlyInterestExpense,quarterlyResearchAndDevelopment,trailingChangesInAccountReceivables,quarterlyTaxProvision,quarterlyEbitda,trailingDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,trailingOperatingIncome,quarterlyNetOtherFinancingCharges,trailingCommonStockIssuance,trailingOperatingExpense,quarterlyIncomeTaxPayable,annualStockBasedCompensation,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualInventory,quarterlyCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,annualCurrentAccruedExpenses,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,annualChangeInInventory,quarterlyNetIncomeContinuousOperations,quarterlyChangeInInventory,quarterlyBasicAverageShares,trailingDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,annualIncomeTaxPayable,quarterlyCashDividendsPaid,trailingGrossProfit,trailingBasicAverageShares,trailingOtherNonCashItems,annualDeferredIncomeTax,quarterlyEndCashPosition,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,trailingDilutedEPS,quarterlyOperatingExpense,trailingResearchAndDevelopment,quarterlyOperatingIncome,quarterlyOtherIntangibleAssets,annualRepurchaseOfCapitalStock,quarterlyCurrentDebt,trailingChangeInWorkingCapital,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,trailingStockBasedCompensation,trailingCostOfRevenue,quarterlyInventory,quarterlyCurrentAccruedExpenses,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentDeferredRevenue,quarterlyDilutedEPS,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,annualOtherIntangibleAssets,quarterlyChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalRevenue,annualCurrentDeferredRevenue
1341014400,,290564000000.0,,30929000000.0,,,,,,219239000000.0,,,,0.0,,21310000000.0,,,,,246311000000.0,144333000000.0,,,,,,,19362000000.0,,,,,,,67618000000.0,67618000000.0,,,,,,,,,246843000000.0,,,0.0,,,,,,,0.0,,,,12256000000.0,,,,,,21722000000.0,,,,,,,,,,,43721000000.0,,12737000000.0,,,,,,,,,,,,,71325000000.0,,532000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,290424000000.0,290424000000.0,22662000000.0,13349000000.0,,-2574000000.0,10405000000.0,19427000000.0,215914000000.0,,,5799000000.0,979000000.0,,-5081000000.0,0.0,,47922000000.0,,240910000000.0,142832000000.0,13283000000.0,45450000000.0,-61422000000.0,22662000000.0,1553000000.0,162765000000.0,19427000000.0,-16670000000.0,9542000000.0,,12890000000.0,,19993364857.0,66020000000.0,66020000000.0,9897000000.0,17478000000.0,19698000000.0,240910000000.0,4064000000.0,66020000000.0,142832000000.0,16308000000.0,244974000000.0,,-5081000000.0,16308000000.0,,0.52044,66020000000.0,-8659000000.0,,,0.0,1552000000.0,74510000000.0,19993364857.0,12256000000.0,10405000000.0,,24121000000.0,19496000000.0,181000000.0,19698000000.0,12256000000.0,,,,,,-2253000000.0,979000000.0,0.52044,-1245000000.0,45450000000.0,,17478000000.0,2944000000.0,9731000000.0,1816000000.0,,0.0,215914000000.0,-6643000000.0,9542000000.0,7644000000.0,,244974000000.0,,74510000000.0,24121000000.0,4064000000.0,,,10405000000.0,14135000000.0,-10000000.0,-6643000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,317483000000.0,,28898000000.0,,,,,,207531000000.0,,,,0.0,,29891000000.0,,,,,258964000000.0,136311000000.0,,,,,,,19494000000.0,,,,,,,81817000000.0,81817000000.0,,,,,,,,,259568000000.0,,,0.0,,,,,,,0.0,,,,13604000000.0,,,,,,11465000000.0,,,,,,,,,,,57915000000.0,,17167000000.0,,,,,,,,11430000000.0,,,,,109952000000.0,17167000000.0,604000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,319424000000.0,319424000000.0,24870000000.0,13439000000.0,,-3306000000.0,10558000000.0,19562000000.0,273216000000.0,,,16594000000.0,0.0,,25457000000.0,5754000000.0,,82513000000.0,,261222000000.0,152080000000.0,13362000000.0,57499000000.0,-92602000000.0,24870000000.0,1874000000.0,192001000000.0,19562000000.0,-14405000000.0,5122000000.0,,16272000000.0,,20732093973.0,16272000000.0,16272000000.0,22297000000.0,17554000000.0,20534000000.0,261222000000.0,698000000.0,16272000000.0,152080000000.0,63485000000.0,261920000000.0,,25457000000.0,63485000000.0,,0.509288,16272000000.0,-10347000000.0,,,0.0,2015000000.0,46208000000.0,20732093973.0,13604000000.0,10558000000.0,,25194000000.0,21247000000.0,63000000.0,20534000000.0,13604000000.0,,,,,,-1972000000.0,0.0,0.509288,3382000000.0,57499000000.0,,17554000000.0,2881000000.0,715000000.0,2269000000.0,,0.0,273216000000.0,-7640000000.0,5122000000.0,20325000000.0,,261920000000.0,,46208000000.0,25194000000.0,698000000.0,,,10558000000.0,12890000000.0,-2485000000.0,-7640000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,361291000000.0,,38027000000.0,,,,,,322145000000.0,,,,681000000.0,,10156000000.0,,,,,296078000000.0,143633000000.0,,,,,,,19621000000.0,,,,,,,21284000000.0,21284000000.0,,,,,,,,,297436000000.0,,,79066000000.0,,,,,,,0.0,,,,13604000000.0,,,,,,22241000000.0,,,,,,,,,,,63850000000.0,,17110000000.0,,,,,,,,7912000000.0,,,,,39146000000.0,17110000000.0,1358000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,,366130000000.0,366130000000.0,17400000000.0,19441000000.0,,-3007000000.0,15115000000.0,22449000000.0,325042000000.0,,,25614000000.0,755000000.0,,10348000000.0,7220000000.0,,89075000000.0,,278782000000.0,153664000000.0,19134000000.0,85770000000.0,-99532000000.0,17400000000.0,2352000000.0,224638000000.0,22449000000.0,-25140000000.0,9265000000.0,,24157000000.0,,21373500000.0,24157000000.0,24157000000.0,31467000000.0,17217000000.0,16702000000.0,278782000000.0,1573000000.0,24157000000.0,153664000000.0,88236000000.0,280355000000.0,,10348000000.0,88236000000.0,,0.707333,24157000000.0,-23648000000.0,,,0.0,1578000000.0,41088000000.0,21373500000.0,14828000000.0,15115000000.0,,26571000000.0,7831000000.0,219000000.0,16702000000.0,14828000000.0,,,-5000000000.0,531000000.0,,-1849000000.0,755000000.0,0.707333,7885000000.0,85770000000.0,,17217000000.0,4326000000.0,3279000000.0,1874000000.0,,0.0,325042000000.0,-9354000000.0,9265000000.0,29618000000.0,,280355000000.0,531000000.0,41088000000.0,26571000000.0,1573000000.0,,,15115000000.0,16272000000.0,0.0,-9354000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,426959000000.0,,38402000000.0,,,,,,383169000000.0,,,,737000000.0,,21881000000.0,,,,,323127000000.0,175315000000.0,,,,,,,16250000000.0,,,,,,,25444000000.0,25444000000.0,,,,,,,,,327315000000.0,,,98992000000.0,,,,,,,0.0,,,,14828000000.0,,,,,,17081000000.0,,,,,0.0,,,,,,99639000000.0,,17046000000.0,,,,,,,,19683000000.0,,,,,43790000000.0,17046000000.0,4188000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,420420000000.0,420420000000.0,20612000000.0,28203000000.0,,-4004000000.0,21847000000.0,16297000000.0,378061000000.0,,,22204000000.0,741000000.0,,24333000000.0,0.0,,81900000000.0,,307785000000.0,186230000000.0,27730000000.0,108946000000.0,-106544000000.0,20612000000.0,1853000000.0,265748000000.0,16297000000.0,-26507000000.0,21684000000.0,,22828000000.0,,22242000000.0,22828000000.0,22828000000.0,27232000000.0,17461000000.0,18622000000.0,307785000000.0,3684000000.0,22828000000.0,186230000000.0,98663000000.0,311469000000.0,,24333000000.0,98663000000.0,,0.982,22828000000.0,-10157000000.0,,,0.0,1527000000.0,42359000000.0,22242000000.0,14828000000.0,21847000000.0,,27924000000.0,7514000000.0,560000000.0,18622000000.0,14828000000.0,,,-6000000000.0,38000000.0,,-2141000000.0,741000000.0,0.982,-1329000000.0,108946000000.0,,17461000000.0,6356000000.0,9887000000.0,2286000000.0,,0.0,378061000000.0,-10463000000.0,21684000000.0,25091000000.0,,311469000000.0,38000000.0,42359000000.0,27924000000.0,3684000000.0,,,21847000000.0,24157000000.0,-3190000000.0,-10463000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,451963000000.0,,44933000000.0,,,,,,411928000000.0,,,,746000000.0,,35142000000.0,,,,,335474000000.0,186753000000.0,,,,,,,11111000000.0,,,,,,,21111000000.0,21111000000.0,,,,,,,,,339787000000.0,,,87109000000.0,,,,,,,0.0,,,,14828000000.0,,,,,,16191000000.0,,,,,,,,,,,112171000000.0,,17564000000.0,,,,,,,,27824000000.0,,,,,40035000000.0,17564000000.0,4313000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,475949000000.0,475949000000.0,31714000000.0,22451000000.0,,-4508000000.0,18020000000.0,23112000000.0,431815000000.0,,,22746000000.0,834000000.0,,72723000000.0,,,91809000000.0,,353123000000.0,214731000000.0,19506000000.0,119306000000.0,-129547000000.0,31714000000.0,1720000000.0,286678000000.0,23112000000.0,-18206000000.0,31576000000.0,,25144000000.0,,22242000000.0,25144000000.0,25144000000.0,22077000000.0,18162000000.0,28985000000.0,353123000000.0,3514000000.0,25144000000.0,214731000000.0,68286000000.0,356637000000.0,,72723000000.0,68286000000.0,,0.81,25144000000.0,30657000000.0,,,0.0,1161000000.0,44134000000.0,22242000000.0,14828000000.0,18020000000.0,,29635000000.0,7377000000.0,678000000.0,28985000000.0,14828000000.0,,,-8000000000.0,0.0,,-2105000000.0,834000000.0,0.81,2316000000.0,119306000000.0,,18162000000.0,4430000000.0,-2554000000.0,1847000000.0,,0.0,431815000000.0,-11473000000.0,31576000000.0,19972000000.0,,356637000000.0,0.0,44134000000.0,29635000000.0,3514000000.0,,,18021000000.0,22828000000.0,-24944000000.0,-11473000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,531092000000.0,,60684000000.0,,,,,,472330000000.0,,,,812000000.0,,55084000000.0,,,,,397254000000.0,214780000000.0,,,,,,,23187000000.0,,,,,,,35102000000.0,35102000000.0,,,,,,,,,403393000000.0,,,67170000000.0,,,,,,,0.0,,,,14828000000.0,,,,,,37994000000.0,,,,,,,,,,,127693000000.0,,17705000000.0,,,,,,,,39077000000.0,,,,,58762000000.0,17705000000.0,6139000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,524566000000.0,524566000000.0,39498000000.0,27161000000.0,,-4582000000.0,19807000000.0,23262000000.0,,,,19033000000.0,,,,,,98084000000.0,,,260261000000.0,,133107000000.0,-125911000000.0,39498000000.0,1693000000.0,325143000000.0,23262000000.0,-7523000000.0,,,34688000000.0,,22242000000.0,34688000000.0,34688000000.0,21441000000.0,18554000000.0,30732000000.0,,,34688000000.0,260261000000.0,,391452000000.0,,,,,0.890667,34688000000.0,7255000000.0,,,,1960000000.0,,22242000000.0,14828000000.0,19807000000.0,,30867000000.0,7974000000.0,-178000000.0,30732000000.0,14828000000.0,,,0.0,,,-1730000000.0,,0.890667,9544000000.0,133107000000.0,,18554000000.0,7353000000.0,2057000000.0,2675000000.0,,,,-12313000000.0,,19711000000.0,,391452000000.0,,,30867000000.0,,,,19808000000.0,25144000000.0,-1077000000.0,-12313000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,563585000000.0,,61976000000.0,,,,,,,,,,,,,,,,,,259585000000.0,,,,,,,23341000000.0,,,,,,,35458000000.0,35458000000.0,,,,,,,,,425520000000.0,,,,,,,,,,,,,,22242000000.0,,,,,,30434000000.0,,,,,,,,,,,138057000000.0,,18751000000.0,,,,,,,,,,,,,,18751000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,550619000000.0,550619000000.0,43975000000.0,23428000000.0,,-5012000000.0,15485000000.0,23420000000.0,,,,9989000000.0,,,,,,72917000000.0,,,262902000000.0,,141495000000.0,-82516000000.0,43975000000.0,1848000000.0,359746000000.0,23420000000.0,-8732000000.0,,,33797000000.0,,22242000000.0,33797000000.0,33797000000.0,9879000000.0,20080000000.0,29142000000.0,,,33797000000.0,262902000000.0,,409116000000.0,,,,,0.696,33797000000.0,-12416000000.0,,,,2021000000.0,,22242000000.0,22242000000.0,15485000000.0,,33340000000.0,8189000000.0,460000000.0,29142000000.0,22242000000.0,,,,,,-4177000000.0,,0.696,-891000000.0,141495000000.0,,20080000000.0,7942000000.0,4878000000.0,2394000000.0,,,,-13260000000.0,,5702000000.0,,409116000000.0,,,33340000000.0,,,,15486000000.0,34688000000.0,-98000000.0,-13260000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,20216000000.0,604214000000.0,,80351000000.0,,-71868000000.0,,,,,5974000000.0,,,,11925000000.0,,,65738000000.0,,,,271546000000.0,,,,,,,23488000000.0,,,42155000000.0,,371980000000.0,,42046000000.0,42046000000.0,,,,,,,,,445234000000.0,373000000.0,,,21741000000.0,,,,1925000000.0,35458000000.0,,,,,22242000000.0,,6588000000.0,,,,36593000000.0,,19037000000.0,20216000000.0,,,-16770000000.0,,,,,158972000000.0,1525000000.0,22568000000.0,,,,20216000000.0,,,,,,14860000000.0,,,,22568000000.0,,8611000000.0,-1587000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
