,trailingNetIncome,quarterlyTotalAssets,annualTotalAssets,quarterlyAccountsReceivable,annualPretaxIncome,trailingPurchaseOfInvestment,annualCashDividendsPaid,annualNetIncome,annualLongTermDebt,quarterlyTotalNonCurrentAssets,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyOtherCurrentLiabilities,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualCommonStockIssuance,trailingSaleOfInvestment,annualSaleOfInvestment,annualOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,annualOperatingIncome,annualStockholdersEquity,annualPurchaseOfInvestment,annualAccountsReceivable,annualDepreciationAndAmortization,annualTotalRevenue,quarterlyLongTermDebt,annualInvestingCashFlow,annualRetainedEarnings,trailingEndCashPosition,annualEndCashPosition,trailingTotalRevenue,annualDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualNetPPE,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualInvestmentsAndAdvances,annualOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,trailingPretaxIncome,annualDilutedEPS,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,trailingInterestExpense,trailingBeginningCashPosition,quarterlyOtherCurrentAssets,annualInterestExpense,annualCurrentAssets,annualBasicAverageShares,quarterlyCapitalStock,annualNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualSellingGeneralAndAdministration,annualOtherIncomeExpense,quarterlyAccountsPayable,annualCapitalStock,trailingOperatingCashFlow,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,trailingNetOtherFinancingCharges,annualCapitalExpenditure,annualOtherCurrentLiabilities,annualBasicEPS,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,trailingTaxProvision,quarterlyNetPPE,annualTaxProvision,annualNetOtherFinancingCharges,annualOtherNonCashItems,trailingNetIncomeContinuousOperations,annualOtherCurrentAssets,annualTotalNonCurrentAssets,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualFreeCashFlow,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,trailingPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualBeginningCashPosition,annualPurchaseOfBusiness,quarterlyAccumulatedDepreciation,quarterlyCostOfRevenue,annualCostOfRevenue,annualChangesInAccountReceivables,quarterlyOtherNonCashItems,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlySellingGeneralAndAdministration,annualGrossProfit,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,trailingCapitalExpenditure,quarterlyStockBasedCompensation,annualResearchAndDevelopment,quarterlyFreeCashFlow,trailingBasicEPS,annualCurrentDebt,trailingChangeInInventory,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,annualOperatingExpense,annualEbitda,annualGoodwill,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,quarterlyGoodwill,quarterlyPretaxIncome,trailingRepurchaseOfCapitalStock,trailingCashDividendsPaid,quarterlyInterestExpense,quarterlyResearchAndDevelopment,trailingChangesInAccountReceivables,quarterlyTaxProvision,quarterlyEbitda,trailingDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,trailingOperatingIncome,quarterlyNetOtherFinancingCharges,trailingCommonStockIssuance,trailingOperatingExpense,quarterlyIncomeTaxPayable,annualStockBasedCompensation,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualInventory,quarterlyCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,annualCurrentAccruedExpenses,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,annualChangeInInventory,quarterlyNetIncomeContinuousOperations,quarterlyChangeInInventory,quarterlyBasicAverageShares,trailingDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,annualIncomeTaxPayable,quarterlyCashDividendsPaid,trailingGrossProfit,trailingBasicAverageShares,trailingOtherNonCashItems,annualDeferredIncomeTax,quarterlyEndCashPosition,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,trailingDilutedEPS,quarterlyOperatingExpense,trailingResearchAndDevelopment,quarterlyOperatingIncome,quarterlyOtherIntangibleAssets,annualRepurchaseOfCapitalStock,quarterlyCurrentDebt,trailingChangeInWorkingCapital,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,trailingStockBasedCompensation,trailingCostOfRevenue,quarterlyInventory,quarterlyCurrentAccruedExpenses,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentDeferredRevenue,quarterlyDilutedEPS,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,annualOtherIntangibleAssets,quarterlyChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalRevenue,annualCurrentDeferredRevenue
1104451200,,,88262000000.0,,505000000.0,,-644000000.0,208000000.0,2000000000.0,,,,,,,,,,,,,,625000000.0,16518000000.0,,,1348000000.0,62003000000.0,,-7477000000.0,,,16275000000.0,,18731148044.0,,,6705000000.0,15169000000.0,,,,27998000000.0,,42842000000.0,,,,,,0.011104,27998000000.0,-6206000000.0,,,,120000000.0,27998000000.0,18731148044.0,,208000000.0,,,7135000000.0,10123000000.0,,11142000000.0,,,,,,-1281000000.0,,0.011104,-1729000000.0,,,,297000000.0,-313000000.0,0.0,,,60264000000.0,,,5424000000.0,,71744000000.0,320000000.0,,,,,,208000000.0,18004000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,,,93380000000.0,,2203000000.0,,-802000000.0,1113000000.0,2000000000.0,,,,,,,,,,,,,,,16836000000.0,,,1102000000.0,62332000000.0,,-956000000.0,,,15895000000.0,,19043634024.0,,,2651000000.0,10789000000.0,,,,15895000000.0,,62709000000.0,,,,,,0.058445,15895000000.0,655000000.0,,,,324000000.0,15895000000.0,19043634024.0,,1113000000.0,,,6372000000.0,11388000000.0,,11142000000.0,,,,,,-1677000000.0,,0.058445,-380000000.0,,,,1090000000.0,-1273000000.0,0.0,,,77485000000.0,,,974000000.0,,76544000000.0,482000000.0,,,,,,1113000000.0,16275000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,,,106124000000.0,,3800000000.0,,0.0,2082000000.0,3000000000.0,,,,,,,,,,,,,,,20727000000.0,,,948000000.0,71348000000.0,,-912000000.0,,,21606000000.0,,19049947407.0,,,5324000000.0,10474000000.0,,,,21606000000.0,162000000.0,67227000000.0,,,,,,0.109292,21606000000.0,74000000.0,,,,347000000.0,21606000000.0,19049947407.0,,2082000000.0,,,6904000000.0,11717000000.0,,11142000000.0,,,-2000000000.0,,,-954000000.0,,0.109292,5711000000.0,,,,1718000000.0,299000000.0,0.0,,,84518000000.0,,,4370000000.0,,85397000000.0,2230000000.0,,,,,,2082000000.0,15895000000.0,-160000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,,,134265000000.0,,4456000000.0,,-1014000000.0,2991000000.0,3000000000.0,,,,12042000000.0,,,,,,43078000000.0,45443000000.0,,,6256000000.0,26078000000.0,-48577000000.0,13898000000.0,1009000000.0,76411000000.0,,-4833000000.0,,,25314000000.0,,19064166243.0,,,11259000000.0,11721000000.0,9813000000.0,,1610000000.0,76232000000.0,1025000000.0,56579000000.0,,,17837000000.0,,,0.156632,30789000000.0,-816000000.0,,,,315000000.0,88463000000.0,19064166243.0,,2991000000.0,,,11311000000.0,12000000.0,,11142000000.0,,,,,,-890000000.0,296000000.0,0.156632,3708000000.0,,,,1465000000.0,-1389000000.0,563000000.0,,0.0,45802000000.0,,,10369000000.0,,108187000000.0,2777000000.0,,,,,,2991000000.0,21606000000.0,-812000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,,,152852000000.0,,-447000000.0,,0.0,50000000.0,3000000000.0,,,,6560000000.0,,,,,,33560000000.0,47729000000.0,,,84981000000.0,21809000000.0,-44259000000.0,20736000000.0,993000000.0,85514000000.0,,-8616000000.0,,,21685000000.0,,19064166243.0,,,4276000000.0,12136000000.0,18258000000.0,,1178000000.0,76785000000.0,521000000.0,68517000000.0,,,22883000000.0,,,0.002338,29056000000.0,80000000.0,,,,227000000.0,89906000000.0,19064166243.0,,50000000.0,,17023000000.0,10474000000.0,357000000.0,,11142000000.0,,,,,,-1267000000.0,252000000.0,0.002338,-3629000000.0,,,,-497000000.0,938000000.0,442000000.0,,0.0,62946000000.0,-4887000000.0,,3009000000.0,,131043000000.0,138000000.0,,,,,,50000000.0,25314000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,,165383000000.0,165383000000.0,17170000000.0,2167000000.0,,,1783000000.0,,56155000000.0,,73157000000.0,22978000000.0,,,34330000000.0,,,48676000000.0,73157000000.0,143620000000.0,644000000.0,97899000000.0,21763000000.0,-73836000000.0,17170000000.0,993000000.0,97873000000.0,,-22900000000.0,,,23087000000.0,,19063824040.0,105300000000.0,32143000000.0,21682000000.0,12282000000.0,16595000000.0,143620000000.0,0.0,105300000000.0,644000000.0,84015000000.0,143620000000.0,,34330000000.0,84015000000.0,,0.093512,32143000000.0,582000000.0,,,0.0,264000000.0,109228000000.0,19063824040.0,11142000000.0,1783000000.0,,17631000000.0,11044000000.0,0.0,16595000000.0,11142000000.0,,,,0.0,,-1126000000.0,,0.093512,1402000000.0,21763000000.0,,12282000000.0,384000000.0,-2172000000.0,-2353000000.0,,0.0,56155000000.0,-5349000000.0,,20556000000.0,,143620000000.0,0.0,109228000000.0,17631000000.0,0.0,,,1783000000.0,21685000000.0,,-5349000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,186291000000.0,,13621000000.0,,,,,,27321000000.0,,86640000000.0,,,,18995000000.0,,,,,163980000000.0,405000000.0,,,,,,,14000000000.0,,,,,,,127478000000.0,40838000000.0,,,,,,,,,163980000000.0,,,99991000000.0,,,,,,,0.0,,,,11142000000.0,,,,,,,,,,,,,,,,,22311000000.0,,11476000000.0,,,,,,,,,,,,,158970000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,,201785000000.0,201785000000.0,10330000000.0,6494000000.0,,,5212000000.0,14157000000.0,31972000000.0,,111568000000.0,31341000000.0,0.0,,14427000000.0,,,53322000000.0,111568000000.0,165687000000.0,1611000000.0,6494000000.0,24834000000.0,-99365000000.0,10330000000.0,1111000000.0,44935000000.0,14157000000.0,-43675000000.0,,,17727000000.0,,19064166243.0,143777000000.0,32209000000.0,34152000000.0,11765000000.0,10555000000.0,165687000000.0,11264000000.0,143777000000.0,1611000000.0,127123000000.0,176951000000.0,,14427000000.0,127123000000.0,,0.273521,32209000000.0,1246000000.0,,,0.0,732000000.0,169813000000.0,19064166243.0,11142000000.0,5212000000.0,,17437000000.0,14252000000.0,-82908000000.0,10555000000.0,11142000000.0,,,-2795000000.0,,,-1212000000.0,0.0,0.273521,-5360000000.0,24834000000.0,,11765000000.0,1282000000.0,1621000000.0,-2962000000.0,,0.0,31972000000.0,-5672000000.0,,32940000000.0,,176951000000.0,,169813000000.0,17437000000.0,11264000000.0,,,5212000000.0,23087000000.0,-1001000000.0,-5672000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,260784000000.0,,18789000000.0,,,,,,203362000000.0,,,,493000000.0,,25857000000.0,,,,,229112000000.0,144732000000.0,,,,,,,19210000000.0,,,,,,,54159000000.0,54159000000.0,,,,,,,,,230191000000.0,,,0.0,,,,,,,0.0,,,,11142000000.0,,,,,,19315000000.0,,,,,,,,,,,30593000000.0,,11589000000.0,,,,,,,,,,,,,57422000000.0,,1079000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,,265644000000.0,265644000000.0,22093000000.0,10286000000.0,,-2507000000.0,8027000000.0,19299000000.0,188249000000.0,,,19046000000.0,536000000.0,,18825000000.0,4959000000.0,,47346000000.0,,229422000000.0,122756000000.0,10286000000.0,35160000000.0,-62062000000.0,22093000000.0,1251000000.0,137063000000.0,19299000000.0,-44681000000.0,10221000000.0,,14135000000.0,,19159764217.0,58638000000.0,58638000000.0,25642000000.0,12770000000.0,25746000000.0,229422000000.0,1062000000.0,58638000000.0,122756000000.0,0.0,230484000000.0,,18825000000.0,0.0,,0.418681,58638000000.0,-32619000000.0,,,0.0,1333000000.0,77395000000.0,19159764217.0,12256000000.0,8027000000.0,,18480000000.0,17282000000.0,0.0,25746000000.0,12256000000.0,,,,,,-2629000000.0,536000000.0,0.418681,-3592000000.0,35160000000.0,,12770000000.0,2259000000.0,9163000000.0,-5037000000.0,,0.0,188249000000.0,-5710000000.0,10221000000.0,23013000000.0,,230484000000.0,,77395000000.0,18480000000.0,1062000000.0,,,8027000000.0,17727000000.0,-976000000.0,-5710000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
