date,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,annualOtherCurrentLiabilities,annualDilutedEPS,annualNetIncomeCommonStockholders,annualBasicAverageShares,annualInterestExpense,quarterlyOtherIntangibleAssets,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,quarterlyOperatingExpense,quarterlyChangeInInventory,annualBeginningCashPosition,trailingOtherIncomeExpense,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,annualCapitalExpenditure,quarterlyCurrentDeferredRevenue,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBasicEPS,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlySaleOfInvestment,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingRepaymentOfDebt,quarterlyTotalRevenue,quarterlyStockBasedCompensation,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOperatingIncome,annualNetOtherFinancingCharges,annualInventory,trailingTaxProvision,quarterlyEbitda,trailingNetOtherFinancingCharges,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualOperatingExpense,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalRevenue,annualPurchaseOfBusiness,annualCapitalStock,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,quarterlyBasicEPS,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,annualResearchAndDevelopment,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualDeferredIncomeTax,trailingFreeCashFlow,trailingCashDividendsPaid,annualTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualNonCurrentDeferredTaxesLiabilities,quarterlyPurchaseOfBusiness,trailingNetIncome,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyNetPPE,annualChangeInWorkingCapital,annualDilutedAverageShares,annualChangesInAccountReceivables,quarterlyPretaxIncome,trailingOperatingExpense,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyResearchAndDevelopment,annualNetOtherInvestingChanges,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,quarterlyBasicAverageShares,quarterlyAccountsReceivable,annualRetainedEarnings,trailingPretaxIncome,annualNetIncome,annualPretaxIncome,quarterlyTotalAssets,annualCommonStockIssuance,annualFreeCashFlow,annualAccountsReceivable,quarterlyTotalNonCurrentAssets,annualPurchaseOfInvestment,annualCashDividendsPaid,quarterlyFreeCashFlow,quarterlyLongTermDebt,trailingInvestingCashFlow,annualAccountsPayable,trailingOperatingIncome,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalAssets,annualEndCashPosition,trailingTotalRevenue,annualLongTermDebt,annualStockholdersEquity,annualOtherNonCashItems,annualOtherCurrentAssets,annualOperatingIncome,annualDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,annualCurrentLiabilities,annualCashAndCashEquivalents,quarterlyInterestExpense,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualSaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyDilutedEPS,quarterlyOtherIncomeExpense,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualCurrentAssets,annualEbitda,annualRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyCurrentAccruedExpenses,trailingChangeInAccountPayable,trailingOtherNonCashItems,trailingChangeInWorkingCapital,trailingBasicAverageShares,annualGoodwill,annualNonCurrentDeferredRevenue,trailingOperatingCashFlow,trailingPurchaseOfBusiness,annualStockBasedCompensation,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingSaleOfInvestment,quarterlyCommonStockIssuance,trailingDilutedEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingChangeInInventory,quarterlyGoodwill,trailingBasicEPS
2004-09-30,,,,-13785000.0,626804000.0,,,,,,,,47585000.0,,,19577000.0,-4036000.0,,,,155784000.0,,23736000.0,,181141000.0,,,,254472438.0,,6803000.0,17048000.0,178562000.0,,,,79692000.0,129234000.0,,,69481000.0,,,-9675000.0,-7483000.0,,17625000.0,,,,26560000.0,,,-171948000.0,,,,,,,47779000.0,,0.115,118545000.0,,,,261774000.0,,296796000.0,,21976000.0,,,,,,1956000.0,3359000.0,,,,,,53873000.0,,124848000.0,,,,35856000.0,,7427000.0,185323000.0,,,,32279000.0,25357000.0,254472438.0,13721000.0,,,,,1036329000.0,,,,774555000.0,,,38104000.0,2673000.0,,,,18041000.0,269243000.0,,8935000.0,28831000.0,28831000.0,,271916000.0,,,,,,,,,,4898000.0,23888000.0,,,182000.0,,,,,390461000.0,,28831000.0,525444000.0,,155784000.0,-18320000.0,,28255000.0,37202000.0,-7483000.0,,0.115,28515000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,344536000.0,,,-19951000.0,663632000.0,58462000.0,,65027000.0,0.821897,208712000.0,254472438.0,2288000.0,47956000.0,,277204000.0,37598000.0,6162000.0,121319000.0,,,187164000.0,-29377000.0,22811000.0,,213638000.0,0.821897,792765000.0,66174000.0,,,1000.0,18626000.0,181652000.0,-65243000.0,,,72645000.0,155784000.0,201046000.0,,97367000.0,,208712000.0,-9238000.0,-28589000.0,1552000.0,16771000.0,0.0,21111000.0,,26394000.0,,15062000.0,-206882000.0,84277000.0,22811000.0,141620000.0,315763000.0,,181652000.0,69379000.0,,,121526000.0,,,,294368000.0,,344536000.0,-206882000.0,21933000.0,174143000.0,11518000.0,,,403305000.0,-10199000.0,3437000.0,,,,,,65027000.0,,137654000.0,-15425000.0,254472438.0,,74647000.0,,12011000.0,223451000.0,,-54414000.0,,42998000.0,26474000.0,,29545000.0,223451000.0,,208712000.0,253923000.0,1087133000.0,,177633000.0,29545000.0,792765000.0,,-42453000.0,60141000.0,4575000.0,,18626000.0,,24392000.0,277204000.0,-83305000.0,9623000.0,58187000.0,58187000.0,31048000.0,281779000.0,1087133000.0,179781000.0,,4575000.0,663632000.0,,1000.0,89866000.0,33405000.0,,15062000.0,121526000.0,187164000.0,-574000.0,,,,,403305000.0,,58187000.0,532486000.0,,179781000.0,-18857000.0,,21111000.0,54369000.0,,,,61362000.0,,281779000.0,137654000.0,72645000.0,,207010000.0,532486000.0,213638000.0,26474000.0,47956000.0,294368000.0,123271000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,,,-5336000.0,726905000.0,,,,,,,,47162000.0,,,16100000.0,-750000.0,,,,222617000.0,,25406000.0,,238398000.0,,,,254472438.0,12803000.0,0.0,17725000.0,183025000.0,,,,90956000.0,181139000.0,,,77441000.0,,,-2470000.0,-4285000.0,,26477000.0,,,,34068000.0,,,-206882000.0,,,,,,,35452000.0,,0.24845,142100000.0,,,-1000.0,310834000.0,,342826000.0,,36164000.0,,,,,,5708000.0,2067000.0,,,,,,87362000.0,,135944000.0,,,,78152000.0,,9424000.0,265636000.0,,,,34864000.0,15781000.0,254472438.0,21740000.0,,,,,1157368000.0,,,,846534000.0,,,32982000.0,3894000.0,,,,16100000.0,260627000.0,,7591000.0,63323000.0,63323000.0,,264521000.0,,,,,,,,,,,11607000.0,,,996000.0,,,,,406621000.0,,63323000.0,590143000.0,,217303000.0,4997000.0,,22952000.0,42577000.0,-4285000.0,,0.24845,65188000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,,,9771000.0,806878000.0,,,,,,,,44529000.0,,,17178000.0,-1866000.0,,,,70075000.0,,32232000.0,,85234000.0,,,,254472438.0,,0.0,14559000.0,183391000.0,,,,87050000.0,217303000.0,,,88103000.0,,,-4160000.0,-9537000.0,,32981000.0,,,,42320000.0,,,-206882000.0,,,,,,,20420000.0,,0.325,128159000.0,,,,175569000.0,,341897000.0,,-150786000.0,,,,,,-31075000.0,,,,,,,55408000.0,,135015000.0,,,,80026000.0,,-5908000.0,348773000.0,,,,37944000.0,15159000.0,254472438.0,34115000.0,,,,,1206118000.0,,,,1030549000.0,,,16260000.0,2905000.0,,,,15347000.0,254057000.0,,9339000.0,85795000.0,82594000.0,,256962000.0,,,,,,,,,,,25960000.0,,,555000.0,,,,,385121000.0,,82594000.0,755456000.0,,66880000.0,-161669000.0,,25010000.0,50159000.0,,,0.325,62704000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,,,-9376000.0,896483000.0,,,,,,,,42176000.0,,,22169000.0,-2282000.0,,,,81087000.0,,32221000.0,,96636000.0,,,,254455438.0,,0.0,12178000.0,178402000.0,,,,155800000.0,66880000.0,,,80132000.0,,,-4507000.0,-12992000.0,,24993000.0,,,,32847000.0,,,-206882000.0,,,,,,,37074000.0,,0.16,112128000.0,,,,170669000.0,,337254000.0,,19144000.0,,,,,,9892000.0,,,,,,,55880000.0,,130372000.0,,,,53122000.0,,8690000.0,379999000.0,,,,32970000.0,15549000.0,254455438.0,20138000.0,,,,,1279773000.0,,,,1109104000.0,,,32567000.0,2636000.0,,,,21027000.0,253720000.0,,7854000.0,40716000.0,40716000.0,,256356000.0,,,,,,,,,,1706000.0,11849000.0,,,443000.0,,,,,368484000.0,,40716000.0,843870000.0,,81086000.0,-4938000.0,,26232000.0,47162000.0,0.0,,0.16,50459000.0,,,,,621000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,393699000.0,,,-149012000.0,836976000.0,-75406000.0,,76931000.0,1.07856,274485000.0,254459688.0,1691000.0,1547000.0,,256305000.0,53043000.0,-3642000.0,172280000.0,,,96874000.0,-20493000.0,31235000.0,,112300000.0,1.07856,1044378000.0,76065000.0,,,0.0,15486000.0,174073000.0,-65379000.0,,,18697000.0,81086000.0,294952000.0,,97971000.0,,277523000.0,-9356000.0,-38565000.0,-8540000.0,8958000.0,0.0,27530000.0,,27185000.0,,8127000.0,-223556000.0,108756000.0,31235000.0,139835000.0,344699000.0,,174073000.0,71281000.0,,,131779000.0,,,,204489000.0,,393699000.0,-223556000.0,20072000.0,204864000.0,,,,388483000.0,5259000.0,,,,,,,76931000.0,,170143000.0,-10216000.0,254459688.0,,114123000.0,,12894000.0,466345000.0,,-153953000.0,,35970000.0,15426000.0,,27231000.0,466345000.0,,274485000.0,321272000.0,1248867000.0,,143734000.0,27231000.0,1044378000.0,,-55086000.0,61925000.0,399000.0,,15486000.0,,29672000.0,256305000.0,-174253000.0,18227000.0,94736000.0,94812000.0,24496000.0,256704000.0,1248867000.0,96874000.0,,399000.0,836976000.0,-1000.0,0.0,96108000.0,43011000.0,,8127000.0,131779000.0,96874000.0,369000.0,,,,,388483000.0,,94812000.0,782818000.0,,96874000.0,-12643000.0,,27530000.0,62001000.0,0.0,,,122425000.0,,256704000.0,170143000.0,18697000.0,-32847000.0,164227000.0,782818000.0,112300000.0,15426000.0,1547000.0,204489000.0,139119000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,,,-10214000.0,939009000.0,,,,,,,,,,,21260000.0,1032000.0,,,,149596000.0,,,,166178000.0,,,,254442328.0,,0.0,14253000.0,177711000.0,,,,5922000.0,98899000.0,,,132020000.0,,,-6669000.0,-6647000.0,,61761000.0,,,,70937000.0,,,-223556000.0,,,,,,,74150000.0,,0.49,160051000.0,,,,261493000.0,,396062000.0,,50697000.0,,,,,,-3345000.0,,,,,,,140021000.0,,172506000.0,,,,133326000.0,,-6514000.0,573799000.0,,,,48999000.0,16582000.0,254442328.0,32187000.0,,,,,1392978000.0,,,,1131485000.0,,,67481000.0,505000.0,,,,21193000.0,259936000.0,,9176000.0,125053000.0,125053000.0,,260441000.0,,,,,,,,,,,5777000.0,,,603000.0,,,,,420492000.0,,125053000.0,844196000.0,,149596000.0,-16806000.0,,27608000.0,83021000.0,0.0,,0.49,103006000.0,,,,,-4225000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,,,-13385000.0,1083522000.0,,,,,,,,,,,24188000.0,-303000.0,,,,143075000.0,,48592000.0,,159721000.0,,,,254442328.0,,61211000.0,21088000.0,183054000.0,,,,-15705000.0,149596000.0,,,168591000.0,,,-9482000.0,-19039000.0,,86609000.0,,,,98665000.0,,,-223556000.0,,,,,,,25444000.0,,0.545,159677000.0,,,,329327000.0,,403412000.0,,-19491000.0,,,,,,-75184000.0,,,,,,,70849000.0,,179856000.0,,,,189240000.0,,25365000.0,729138000.0,,,,57794000.0,16646000.0,254442328.0,41352000.0,,,,,1545972000.0,,,,1216645000.0,,,15962000.0,285000.0,,,,23865000.0,251889000.0,,12056000.0,138067000.0,138067000.0,,252174000.0,,,,,,,,,,,19148000.0,,,323000.0,,,,,411851000.0,,138067000.0,922411000.0,,133078000.0,-25896000.0,,28111000.0,110797000.0,-8008000.0,,0.545,124320000.0,,,,,-23920000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,,,3832000.0,1168657000.0,,,,,,,,,,,24857000.0,-2958000.0,,,,224100000.0,,46822000.0,,293623000.0,,,,254442328.0,,59452000.0,20254000.0,184116000.0,,,,-16806000.0,133078000.0,,,146358000.0,,,-17337000.0,-7950000.0,,67635000.0,,,,78621000.0,,,-415294000.0,,,,,,,182180000.0,,0.325,170034000.0,,,,460674000.0,,628920000.0,,80710000.0,,,,,,3579000.0,,,,,,,87390000.0,,213626000.0,,,,121638000.0,,17026000.0,813737000.0,,,,53866000.0,69523000.0,254442328.0,62811000.0,,,,,1656776000.0,,,,1196102000.0,,,164843000.0,202000.0,,,,28765000.0,261341000.0,,10986000.0,82356000.0,82356000.0,,261543000.0,,,,,,,,,,-80089000.0,15568000.0,,,553000.0,,,,,431577000.0,,82356000.0,867765000.0,,214101000.0,-93520000.0,,31181000.0,92492000.0,-4173000.0,,0.325,52338000.0,,,,,-87000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,475085000.0,,,17717000.0,1209069000.0,79749000.0,,94264000.0,1.68,428057000.0,254442328.0,1167000.0,64753000.0,,258824000.0,7672000.0,2577000.0,96851000.0,,,239533000.0,-74239000.0,43032000.0,,359292000.0,1.68,1244280000.0,92767000.0,,,0.0,28539000.0,159456000.0,-76789000.0,,,5278000.0,214101000.0,286732000.0,,194997000.0,,428057000.0,-40751000.0,-43153000.0,348000.0,90712000.0,-19111000.0,30621000.0,,107234000.0,,10491000.0,-259442000.0,78757000.0,43032000.0,265313000.0,646872000.0,,159456000.0,77075000.0,,,176326000.0,,,,491491000.0,,475085000.0,-259442000.0,-32167000.0,381559000.0,-21651000.0,,,435265000.0,19350000.0,-1737000.0,,,,,,94264000.0,,215643000.0,-55600000.0,254442328.0,,145291000.0,,25866000.0,852148000.0,,-2050000.0,,96613000.0,119759000.0,,93617000.0,852148000.0,,428057000.0,594508000.0,1735771000.0,,284610000.0,93617000.0,1244280000.0,-126054000.0,-59767000.0,36324000.0,115000.0,,28539000.0,,14147000.0,258824000.0,-202311000.0,16522000.0,78001000.0,78001000.0,64033000.0,258939000.0,1735771000.0,176600000.0,,115000.0,1209069000.0,5662000.0,0.0,302802000.0,48740000.0,-42897000.0,10491000.0,176326000.0,239533000.0,-333000.0,,,,,435265000.0,,78001000.0,852437000.0,,176600000.0,-66089000.0,,30621000.0,98384000.0,-6930000.0,,,51798000.0,,258939000.0,215643000.0,5278000.0,-31535000.0,358849000.0,852437000.0,359292000.0,119759000.0,64753000.0,491491000.0,351542000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,,,-3673000.0,1198691000.0,,,,,,,,69299000.0,,,24158000.0,-137000.0,,,,198516000.0,,20279000.0,,255361000.0,,,,254442328.0,,0.0,23123000.0,174403000.0,,,,4836000.0,96851000.0,,,164592000.0,,,-13206000.0,-6495000.0,,78150000.0,,,,88356000.0,,,-259442000.0,,,,,,,78926000.0,,0.145,184239000.0,,,2470000.0,358440000.0,,476004000.0,,52834000.0,,,,,,-277000.0,-22989000.0,,,,,,130415000.0,,216562000.0,,,,52816000.0,,555000.0,841739000.0,,,,62284000.0,56845000.0,254442328.0,66815000.0,,,,,1689552000.0,,,,1331112000.0,,,65720000.0,29000.0,,,,24158000.0,211664000.0,,10206000.0,36662000.0,36662000.0,,211693000.0,,,,,,,,,,-2747000.0,10422000.0,,,1549000.0,,,,,395932000.0,,36662000.0,904883000.0,,149685000.0,-19597000.0,,28735000.0,102308000.0,-4260000.0,,0.145,-25901000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,,,-16250000.0,1215985000.0,,,,,,,,74018000.0,,,34212000.0,36000.0,,,,86337000.0,,,,194902000.0,,,,254442328.0,,0.0,23626000.0,159892000.0,,,,3980000.0,149685000.0,,,187787000.0,,,-23033000.0,63951000.0,,93956000.0,,,,107718000.0,,,-259442000.0,,,,,,,-181076000.0,,0.055,154083000.0,,,5565000.0,313437000.0,,501279000.0,,-143097000.0,,,,,,48461000.0,-39595000.0,,,,,,83167000.0,,241837000.0,,,,40121000.0,,-2892000.0,859889000.0,,,,59619000.0,108565000.0,254442328.0,78401000.0,,,,,1739663000.0,,,,1426226000.0,,,-204109000.0,83000000.0,,,,34212000.0,164165000.0,,13762000.0,14472000.0,14472000.0,,247165000.0,,,,,,,,,,-42885000.0,47290000.0,,,2246000.0,,,,,401248000.0,,14472000.0,936340000.0,,86337000.0,-25972000.0,,31168000.0,128168000.0,-10897000.0,,0.055,-52602000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,,,-37931000.0,1315289000.0,,,,,,,,79796000.0,,,35783000.0,-2800000.0,,,,212583000.0,,,,212583000.0,,,,254442328.0,0.0,0.0,24374000.0,159456000.0,,,,3866000.0,86337000.0,,,195816000.0,,,-20758000.0,-27334000.0,,79839000.0,,,,92737000.0,,,-259442000.0,,,,,,,66032000.0,,0.395,162534000.0,,,8229000.0,364105000.0,,502638000.0,,25748000.0,,,,,,-10100000.0,-2199000.0,,,,,,106343000.0,,243196000.0,,,,155840000.0,,23545000.0,959780000.0,,,,80194000.0,,254442328.0,109242000.0,,,,,1864005000.0,,,,1499900000.0,,,45274000.0,73125000.0,,,,33012000.0,167854000.0,,12898000.0,99891000.0,99891000.0,,240979000.0,,,,,,,,,,,31817000.0,,,3083000.0,,,,,403513000.0,,99891000.0,1000678000.0,,112085000.0,-12950000.0,,34035000.0,115622000.0,-1986000.0,,0.395,67687000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,528372000.0,,,26173000.0,1414602000.0,126264000.0,,118156000.0,1.08,274761000.0,254408333.0,8614000.0,84187000.0,,174316000.0,56795000.0,-1627000.0,176600000.0,,,381612000.0,-61649000.0,,,384541000.0,1.08,1416027000.0,150408000.0,,1000.0,0.0,24662000.0,188903000.0,-22658000.0,,,5549000.0,112085000.0,-140590000.0,,238233000.0,,274761000.0,-4652000.0,-52780000.0,-4528000.0,163664000.0,-26199000.0,35149000.0,,165348000.0,,20869000.0,-283380000.0,150948000.0,,233040000.0,786428000.0,,188903000.0,239117000.0,,,163687000.0,,,-98365000.0,565442000.0,,528372000.0,-283380000.0,190779000.0,553388000.0,-32506000.0,,,401253000.0,-36458000.0,32277000.0,,,,,,118156000.0,,244992000.0,1626000.0,254408333.0,,186279000.0,,22767000.0,1056937000.0,,-31681000.0,,17774000.0,2929000.0,,115300000.0,1056937000.0,,274761000.0,435056000.0,1981469000.0,,141350000.0,115300000.0,1416027000.0,-17378000.0,-69972000.0,234465000.0,63250000.0,,24662000.0,,74205000.0,174316000.0,-54077000.0,1684000.0,123736000.0,123736000.0,43975000.0,237566000.0,1981469000.0,302864000.0,,63250000.0,1414602000.0,-82101000.0,0.0,402440000.0,38550000.0,,20869000.0,163687000.0,381612000.0,1736000.0,,,,,401253000.0,55715000.0,123736000.0,945730000.0,,302864000.0,4442000.0,,35149000.0,220459000.0,-9056000.0,,,-127764000.0,,237566000.0,244992000.0,5549000.0,-22901000.0,202999000.0,945730000.0,384541000.0,2929000.0,84187000.0,565442000.0,440990000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,,,,-447000.0,1323013000.0,,,,,,,,85600000.0,,,-364726000.0,-6547000.0,,,,335387000.0,,,,338767000.0,,,,254442328.0,,0.0,28228000.0,815323000.0,,,,4917000.0,302864000.0,,,226258000.0,,,-14989000.0,449468000.0,,527070000.0,,,,537495000.0,,,-283380000.0,,,,,,,-480352000.0,,-0.245,654302000.0,,,-75956000.0,556721000.0,,527844000.0,,-92565000.0,,,,,,-74015000.0,-147390000.0,,,,,,145902000.0,,244464000.0,,,,-161401000.0,,-100747000.0,339559000.0,,,,63914000.0,3380000.0,254442328.0,128530000.0,,,,,2259496000.0,,,,1702775000.0,,,-495341000.0,53415000.0,,,,50409000.0,66060000.0,,10425000.0,-62968000.0,-62968000.0,,119475000.0,,,,,,,,,,-46340000.0,480172000.0,,,6523000.0,,,,,773777000.0,,-62968000.0,1082905000.0,,210299000.0,-61681000.0,,41696000.0,162344000.0,0.0,,-0.245,-649589000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,,,,66311000.0,1448718000.0,,31726000.0,,,,,,89780000.0,,,39242000.0,-7456000.0,,,,462413000.0,,,,472475000.0,,,,508884656.0,,0.0,31514000.0,752559000.0,,,-450534000.0,8896000.0,210299000.0,,,216355000.0,,,-15984000.0,-57231000.0,,105963000.0,,,,119254000.0,,,-283380000.0,,,,,,,207034000.0,,0.24,252668000.0,,,34126000.0,679155000.0,,533049000.0,,200130000.0,,,,,,-7493000.0,30555000.0,,,,,,91641000.0,,249669000.0,,,,175681000.0,,37086000.0,461285000.0,,,,71150000.0,10062000.0,508884656.0,95936000.0,,,,,2349609000.0,,,,1670454000.0,,,191050000.0,403540000.0,,,,46564000.0,67539000.0,,12913000.0,121726000.0,121726000.0,,471079000.0,,,,,,,,,,0.0,129513000.0,,,9697000.0,,,3286000.0,,723747000.0,,121726000.0,1078028000.0,,410429000.0,50327000.0,,49152000.0,145205000.0,-26377000.0,,0.24,86541000.0,,,,,-30320000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,,,,-91314000.0,1553300000.0,,,,,,,,107681000.0,,,31261000.0,2671000.0,,,,498038000.0,,,,521380000.0,,,,254442328.0,10717000.0,0.0,39405000.0,815324000.0,,,,12893000.0,410429000.0,,,207565000.0,,,-11143000.0,-121086000.0,,57407000.0,,,,79897000.0,,,-283380000.0,,,,,,,208911000.0,,0.4,241910000.0,,,109441000.0,775345000.0,,545083000.0,,-17753000.0,,,,,,-55934000.0,16078000.0,,,,,,90996000.0,,261703000.0,,,,69982000.0,,22427000.0,561870000.0,,,,118897000.0,23342000.0,254442328.0,142434000.0,,,,,2374025000.0,,,,1598680000.0,,,197768000.0,303665000.0,,,,17256000.0,82731000.0,,22490000.0,100585000.0,100585000.0,,386396000.0,,,,,,,,,,,111509000.0,,,10047000.0,,,,,628306000.0,,100585000.0,998983000.0,,392676000.0,-105578000.0,,46481000.0,88668000.0,-3207000.0,,0.4,69817000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,585498000.0,,,104341000.0,1531601000.0,229163000.0,,74770000.0,0.6,153283000.0,254442328.0,33934000.0,110014000.0,-716824000.0,96736000.0,435441000.0,3009000.0,302864000.0,,,554752000.0,-61175000.0,,,607625000.0,0.6,1479811000.0,85987000.0,,-37481000.0,0.0,35944000.0,752559000.0,155013000.0,,,-17795000.0,392676000.0,300831000.0,,165185000.0,,253373000.0,-11349000.0,-116138000.0,-8323000.0,-338466000.0,0.0,43472000.0,,-414459000.0,,98190000.0,-338200000.0,141218000.0,,371800000.0,815363000.0,,752559000.0,214927000.0,4561000.0,,213465000.0,,,-59103000.0,788487000.0,,585498000.0,-338200000.0,139351000.0,443563000.0,-91565000.0,,,539306000.0,70257000.0,9192000.0,,,,,,74770000.0,,247298000.0,-57247000.0,254442328.0,43664000.0,16284000.0,,14589000.0,517583000.0,,13592000.0,,68210000.0,52873000.0,,101817000.0,517583000.0,,203328000.0,171958000.0,2268298000.0,,89345000.0,101817000.0,1479811000.0,-29541000.0,-88163000.0,203578000.0,229105000.0,,35944000.0,,6230000.0,96736000.0,-76370000.0,20460000.0,94030000.0,43985000.0,-26645000.0,325841000.0,2268298000.0,532027000.0,,229105000.0,1531601000.0,-22959000.0,0.0,302345000.0,62993000.0,-14949000.0,98190000.0,213465000.0,554752000.0,7667000.0,,,,4561000.0,539306000.0,0.0,-6060000.0,1929000.0,882947000.0,532027000.0,40562000.0,,43472000.0,96975000.0,29584000.0,882947000.0,,801383000.0,11282000.0,325841000.0,247298000.0,-17795000.0,-57843000.0,150520000.0,1929000.0,607625000.0,52873000.0,110014000.0,788487000.0,268885000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,,,,-17340000.0,1621698000.0,,-13460000.0,,,,,,112109000.0,,,31111000.0,-3839000.0,,,,493376000.0,,,,535658000.0,,,,253759664.0,,0.0,36327000.0,750540000.0,,,0.0,-22899000.0,532027000.0,,,176971000.0,,,-18223000.0,-24545000.0,,59009000.0,,,,154389000.0,,,,,,,,,,29939000.0,5656000.0,0.39,219338000.0,,,13789000.0,728954000.0,,,,-64903000.0,,,,,,-36106000.0,13576000.0,,,,,,0.0,,255426000.0,,,,131599000.0,,22062000.0,612784000.0,7243000.0,,,86851000.0,42282000.0,253759664.0,95654000.0,,,,,2290935000.0,,,,1561981000.0,,,11716000.0,204559000.0,,,,23868000.0,91884000.0,,17947000.0,109537000.0,100290000.0,,296443000.0,,,,,,,,,,-34914000.0,177355000.0,,,4843000.0,,,333000.0,,515781000.0,,100290000.0,2266000.0,,467124000.0,-70297000.0,,47311000.0,90120000.0,0.0,968531000.0,0.39,75952000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
