date,annualOperatingIncome,trailingFreeCashFlow,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,annualFreeCashFlow,trailingOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,trailingCostOfRevenue,trailingTotalRevenue,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,trailingNetOtherInvestingChanges,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingNetIncome,trailingTaxProvision,trailingEndCashPosition,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOperatingIncome,annualPretaxIncome,annualCurrentDebt,trailingPretaxIncome,annualNetIncome,annualCashDividendsPaid,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualCostOfRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualCurrentDeferredRevenue,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingSaleOfInvestment,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualLongTermDebt,annualStockholdersEquity,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,annualCurrentAssets,annualOtherNonCurrentAssets,annualOtherNonCashItems,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,annualCurrentLiabilities,quarterlyGoodwill,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTaxProvision,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyAccountsReceivable,annualTotalAssets,quarterlyInvestmentsAndAdvances,annualBasicEPS,quarterlyChangeInAccountPayable,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyGrossProfit,annualAccountsReceivable,trailingOperatingCashFlow,trailingNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,trailingGrossProfit,annualNetPPE,annualOtherIncomeExpense,annualTotalNonCurrentAssets,trailingOtherIncomeExpense,annualGrossProfit,quarterlyPretaxIncome,quarterlyOperatingExpense,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyTaxProvision,quarterlyCashAndCashEquivalents,annualEbitda,annualOperatingCashFlow,annualDilutedAverageShares,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyNetPPE,trailingCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyCapitalExpenditure,annualPurchaseOfBusiness,quarterlyDilutedEPS,annualCapitalExpenditure,annualInvestingCashFlow,annualDeferredIncomeTax,trailingInvestingCashFlow,trailingOperatingExpense,quarterlySaleOfInvestment,trailingDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingCashFlow,annualBasicAverageShares,annualInvestmentsAndAdvances,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,trailingBeginningCashPosition,annualDilutedEPS,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyAccountsPayable,quarterlyInterestExpense,annualAccumulatedDepreciation,quarterlyCurrentDebt,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,trailingCapitalExpenditure,trailingNetOtherFinancingCharges,trailingStockBasedCompensation,annualOtherCurrentLiabilities,quarterlyStockBasedCompensation,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualGoodwill,annualStockBasedCompensation,quarterlyBasicAverageShares,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyBasicEPS,trailingChangeInWorkingCapital,annualInterestExpense,annualTotalRevenue,annualRepaymentOfDebt,annualPurchaseOfInvestment,annualCurrentAccruedExpenses,quarterlyCurrentAccruedExpenses,trailingChangeInAccountPayable,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,annualRetainedEarnings,annualNonCurrentDeferredRevenue,quarterlyChangesInAccountReceivables,annualIncomeTaxPayable,annualInventory,trailingResearchAndDevelopment,trailingDilutedEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyInventory,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingCommonStockIssuance,annualGainsLossesNotAffectingRetainedEarnings,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,annualCapitalStock,quarterlyChangeInInventory,trailingBasicEPS
2017-06-30,,,,,,,112000000.0,,,,501000000.0,598000000.0,,6841000000.0,,,,,,,,-18000000.0,,616000000.0,11656000000.0,,,-3000000.0,,,,12254000000.0,-27000000.0,33000000.0,,,,,,-121000000.0,,,7342000000.0,,,,-27000000.0,-27000000.0,,,,85000000.0,,,214000000.0,58000000.0,,,,,,414000000.0,,,3968000000.0,-14000000.0,443000000.0,,-13000000.0,,70000000.0,,1706000000.0,,-164000000.0,57000000.0,4912000000.0,202000000.0,,,,-25000000.0,478000000.0,6305000000.0,315000000.0,,,,,,,-54000000.0,169000000.0,,0.0,,5313000000.0,626000000.0,-445000000.0,,443000000.0,-27000000.0,443000000.0,,,,,,,93000000.0,,,-76000000.0,576000000.0,,-54000000.0,,0.0,,,-0.13,,,,,,,,,,-119000000.0,,,,169000000.0,,,,-172000000.0,-69000000.0,-183000000.0,122000000.0,62000000.0,,,,19000000.0,388000000.0,,,,,10000000.0,,120000000.0,,,207000000.0,,,,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,,,,,,111000000.0,,,,510000000.0,575000000.0,,6474000000.0,,,,,,,,13000000.0,,501000000.0,11618000000.0,,,-2000000.0,,,,12193000000.0,-37000000.0,-17000000.0,,,,,,68000000.0,,,6984000000.0,,,,-35000000.0,-37000000.0,,,,78000000.0,,,218000000.0,63000000.0,,,,,,354000000.0,,,3968000000.0,5000000.0,420000000.0,,-1000000.0,,77000000.0,,1771000000.0,,15000000.0,53000000.0,5207000000.0,147000000.0,,,,28000000.0,477000000.0,5934000000.0,306000000.0,,,,,,,-46000000.0,164000000.0,,0.0,,5212000000.0,443000000.0,-301000000.0,,420000000.0,-11000000.0,420000000.0,,,,,,,98000000.0,,,-76000000.0,569000000.0,,-106000000.0,,-1000000.0,-8000000.0,,-0.17,,,,,,14000000.0,,,,76000000.0,,,,174000000.0,,,,14000000.0,-14000000.0,-23000000.0,154000000.0,57000000.0,,,,20000000.0,0.0,,,,,10000000.0,,122000000.0,,,216000000.0,,,,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,-40000000.0,,258000000.0,5826000000.0,-359000000.0,1938000000.0,110000000.0,-85000000.0,,6131000000.0,305000000.0,479000000.0,0.0,5826000000.0,282000000.0,,,,113000000.0,,,-18000000.0,-282000000.0,570000000.0,11323000000.0,282000000.0,-21000000.0,-1000000.0,,,,11802000000.0,415000000.0,24000000.0,-304000000.0,0.0,,255000000.0,0.0,-119000000.0,257000000.0,1219000000.0,6131000000.0,,604000000.0,8000000.0,415000000.0,415000000.0,,16000000.0,0.0,113000000.0,5796000000.0,5669000000.0,,61000000.0,,199000000.0,479000000.0,501000000.0,-4000000.0,383000000.0,255000000.0,305000000.0,3956000000.0,-3000000.0,282000000.0,-561000000.0,-4000000.0,405000000.0,84000000.0,11802000000.0,1661000000.0,1.23,-254000000.0,53000000.0,5669000000.0,187000000.0,84000000.0,,,-61000000.0,-31000000.0,5796000000.0,8000000.0,,95000000.0,-44000000.0,11323000000.0,,564000000.0,-82000000.0,163000000.0,282000000.0,0.0,5110000000.0,5110000000.0,420000000.0,1000000.0,,282000000.0,-497000000.0,282000000.0,321000000.0,-75000000.0,211000000.0,,,172000000.0,95000000.0,,,-77000000.0,501000000.0,168000000.0,-13000000.0,61000000.0,-15000000.0,,-1647000000.0,,-10000000.0,-1662000000.0,-548000000.0,,,1000000.0,,0.0,,-119000000.0,207000000.0,1661000000.0,-31000000.0,172000000.0,,1.21,,-205000000.0,-495000000.0,-138000000.0,258000000.0,45000000.0,-77000000.0,0.0,,9000000.0,0.0,,,,9000000.0,4000000.0,114000000.0,73000000.0,3956000000.0,32000000.0,,-18000000.0,1847000000.0,,,,220000000.0,1783000000.0,-1673000000.0,-9000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,,,,,,111000000.0,,,,615000000.0,563000000.0,0.0,5569000000.0,,,,,,,,6000000.0,,114000000.0,11279000000.0,,,-4000000.0,,,,11842000000.0,-17000000.0,-118000000.0,,,,,,178000000.0,,,6184000000.0,,,,-17000000.0,-17000000.0,,,,224000000.0,,,233000000.0,92000000.0,,,,,,81000000.0,,,3956000000.0,16000000.0,270000000.0,,8000000.0,,69000000.0,,1651000000.0,,276000000.0,40000000.0,5655000000.0,33000000.0,,,,88000000.0,-81000000.0,5558000000.0,413000000.0,,,,,,,-77000000.0,151000000.0,,0.0,,5002000000.0,282000000.0,-496000000.0,,270000000.0,-60000000.0,270000000.0,,,,,,,95000000.0,,,-87000000.0,575000000.0,,-209000000.0,,-2000000.0,-1000000.0,,-0.07,,,,,,9000000.0,,0.0,,179000000.0,,,,182000000.0,,,,208000000.0,-47000000.0,-12000000.0,144000000.0,47000000.0,,,,11000000.0,,,,,,6000000.0,,81000000.0,,,231000000.0,,,,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,,,,,,116000000.0,,,,579000000.0,467000000.0,0.0,5360000000.0,,,,,,,13419000000.0,-4000000.0,,585000000.0,11122000000.0,,,-395000000.0,,,,11589000000.0,9000000.0,6000000.0,,,,,,67000000.0,,,5939000000.0,,,,10000000.0,9000000.0,,,,155000000.0,,,232000000.0,93000000.0,,,,,,414000000.0,,,3956000000.0,228000000.0,206000000.0,,0.0,,114000000.0,,1473000000.0,,20000000.0,49000000.0,5648000000.0,171000000.0,,,,52000000.0,-86000000.0,5353000000.0,355000000.0,,,,,,,11000000.0,165000000.0,,-4000000.0,,4953000000.0,270000000.0,-354000000.0,,198000000.0,1000000.0,198000000.0,,,,5000000.0,,,94000000.0,,,-86000000.0,646000000.0,,-358000000.0,,-4000000.0,-2000000.0,,0.04,,,,,,234000000.0,,0.0,-69000000.0,69000000.0,,,,180000000.0,,,,-9000000.0,-6000000.0,-64000000.0,176000000.0,47000000.0,,18000000.0,,9000000.0,,,,,,6000000.0,,174000000.0,,,231000000.0,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,,,,,,118000000.0,,,,501000000.0,408000000.0,0.0,5296000000.0,,,,,,,,-1000000.0,,647000000.0,11075000000.0,,,,,,,11483000000.0,42000000.0,31000000.0,,,,,,25000000.0,,,5797000000.0,,,,42000000.0,42000000.0,,,,104000000.0,,,232000000.0,101000000.0,,,,,,450000000.0,,,3956000000.0,-12000000.0,155000000.0,,-3000000.0,,153000000.0,,1568000000.0,,-73000000.0,48000000.0,5684000000.0,197000000.0,,,,94000000.0,-70000000.0,5265000000.0,235000000.0,,,,,,,76000000.0,166000000.0,,-2000000.0,,4845000000.0,206000000.0,-77000000.0,,151000000.0,34000000.0,151000000.0,,,,,,,92000000.0,,,-87000000.0,614000000.0,,-73000000.0,,5000000.0,-8000000.0,,0.18,,,,,,1000000.0,,0.0,,33000000.0,,,,179000000.0,,,,-59000000.0,16000000.0,-51000000.0,224000000.0,49000000.0,,,,3000000.0,,,,,,7000000.0,,243000000.0,,,231000000.0,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,-110000000.0,,233000000.0,5044000000.0,133000000.0,,115000000.0,254000000.0,,5404000000.0,360000000.0,310000000.0,,5044000000.0,160000000.0,,,,40000000.0,,,2000000.0,98000000.0,481000000.0,10647000000.0,160000000.0,6000000.0,,,,,10957000000.0,-184000000.0,-29000000.0,-200000000.0,,,-150000000.0,0.0,-16000000.0,-150000000.0,1273000000.0,5404000000.0,,664000000.0,93000000.0,-185000000.0,-184000000.0,,244000000.0,0.0,40000000.0,5039000000.0,5550000000.0,,96000000.0,,204000000.0,310000000.0,416000000.0,3000000.0,328000000.0,-150000000.0,360000000.0,3956000000.0,-5000000.0,160000000.0,-50000000.0,1000000.0,460000000.0,110000000.0,10957000000.0,1449000000.0,-0.65,-90000000.0,67000000.0,5550000000.0,153000000.0,110000000.0,,,-132000000.0,-91000000.0,5039000000.0,93000000.0,,90000000.0,102000000.0,10647000000.0,,554000000.0,-210000000.0,182000000.0,160000000.0,-3000000.0,4736000000.0,4736000000.0,155000000.0,-382000000.0,,160000000.0,-25000000.0,160000000.0,452000000.0,268000000.0,232000000.0,,,178000000.0,90000000.0,,,-88000000.0,416000000.0,282000000.0,24000000.0,96000000.0,-5000000.0,-3000000.0,-9000000.0,,-14000000.0,227000000.0,-86000000.0,,,0.0,,,,-13000000.0,231000000.0,1449000000.0,-91000000.0,178000000.0,,-0.65,,-42000000.0,-49000000.0,5000000.0,233000000.0,49000000.0,-88000000.0,,,9000000.0,,,,,9000000.0,6000000.0,-122000000.0,-46000000.0,3956000000.0,25000000.0,,-6000000.0,-616000000.0,,,,192000000.0,1827000000.0,-1309000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,,,,,,,110000000.0,,,,629000000.0,566000000.0,0.0,5343000000.0,,,,,,,,1000000.0,,246000000.0,10801000000.0,,,,,,,11367000000.0,-148000000.0,-58000000.0,,,,,,216000000.0,,,5972000000.0,,,,-148000000.0,-148000000.0,,,,84000000.0,,,233000000.0,139000000.0,,,,,,148000000.0,,,3956000000.0,-10000000.0,372000000.0,,,,110000000.0,,1478000000.0,,243000000.0,46000000.0,5392000000.0,98000000.0,,,,-84000000.0,0.0,5204000000.0,410000000.0,,,,,,,-192000000.0,156000000.0,,-2000000.0,,4632000000.0,160000000.0,-2000000.0,,372000000.0,-44000000.0,372000000.0,,,,,,,90000000.0,,,-91000000.0,645000000.0,,-3000000.0,,-1000000.0,-8000000.0,,-0.64,,,,,,0.0,,0.0,,224000000.0,,,,181000000.0,,,,209000000.0,-44000000.0,212000000.0,164000000.0,50000000.0,,,,23000000.0,,,,,,7000000.0,,-32000000.0,,,231000000.0,,,,-0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,,,,,,114000000.0,,,,538000000.0,574000000.0,0.0,5414000000.0,,,,,,,,-7000000.0,,620000000.0,10724000000.0,,,,,,,11298000000.0,-77000000.0,14000000.0,,,,,,-28000000.0,,,5952000000.0,,,,-77000000.0,-77000000.0,,,,102000000.0,,,233000000.0,158000000.0,,,,,,441000000.0,,,3956000000.0,-11000000.0,334000000.0,,,,138000000.0,,1196000000.0,,-94000000.0,51000000.0,5343000000.0,179000000.0,,,,-50000000.0,0.0,5256000000.0,287000000.0,,,,,,,-87000000.0,165000000.0,,-4000000.0,,4522000000.0,372000000.0,-1000000.0,,334000000.0,-10000000.0,334000000.0,,,,,,,90000000.0,,,-91000000.0,960000000.0,,-1000000.0,,0.0,-3000000.0,,-0.33,,,,,,0.0,,0.0,,-25000000.0,,,,181000000.0,,,,-95000000.0,-32000000.0,-38000000.0,225000000.0,51000000.0,,,,18000000.0,,,,,,8000000.0,,78000000.0,,,231000000.0,,,,-0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,,,,,,116000000.0,,,,507000000.0,653000000.0,,5495000000.0,,,,,,,,2000000.0,,633000000.0,10708000000.0,,,,,,,11361000000.0,41000000.0,32000000.0,,,,,,61000000.0,,,6002000000.0,,,,42000000.0,41000000.0,,,,137000000.0,,,233000000.0,166000000.0,,,,,,434000000.0,,,3956000000.0,-1000000.0,419000000.0,,0.0,,97000000.0,,1208000000.0,,,51000000.0,5356000000.0,199000000.0,,,,86000000.0,0.0,5329000000.0,245000000.0,,,,,,,70000000.0,167000000.0,,-1000000.0,,4412000000.0,334000000.0,-2000000.0,,419000000.0,28000000.0,419000000.0,,,,,,,100000000.0,,,-92000000.0,1032000000.0,,14000000.0,,16000000.0,-16000000.0,,0.18,,,,,,16000000.0,,,,77000000.0,,,,192000000.0,,,,-25000000.0,18000000.0,85000000.0,240000000.0,48000000.0,,,,19000000.0,,,,,,6000000.0,,234000000.0,,,231000000.0,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
