date,annualOperatingIncome,trailingFreeCashFlow,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,annualFreeCashFlow,trailingOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,trailingCostOfRevenue,trailingTotalRevenue,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,trailingNetOtherInvestingChanges,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingNetIncome,trailingTaxProvision,trailingEndCashPosition,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOperatingIncome,annualPretaxIncome,annualCurrentDebt,trailingPretaxIncome,annualNetIncome,annualCashDividendsPaid,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualCostOfRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualCurrentDeferredRevenue,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingSaleOfInvestment,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualLongTermDebt,annualStockholdersEquity,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,annualCurrentAssets,annualOtherNonCurrentAssets,annualOtherNonCashItems,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,annualCurrentLiabilities,quarterlyGoodwill,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTaxProvision,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyAccountsReceivable,annualTotalAssets,quarterlyInvestmentsAndAdvances,annualBasicEPS,quarterlyChangeInAccountPayable,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyGrossProfit,annualAccountsReceivable,trailingOperatingCashFlow,trailingNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,trailingGrossProfit,annualNetPPE,annualOtherIncomeExpense,annualTotalNonCurrentAssets,trailingOtherIncomeExpense,annualGrossProfit,quarterlyPretaxIncome,quarterlyOperatingExpense,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyTaxProvision,quarterlyCashAndCashEquivalents,annualEbitda,annualOperatingCashFlow,annualDilutedAverageShares,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyNetPPE,trailingCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyCapitalExpenditure,annualPurchaseOfBusiness,quarterlyDilutedEPS,annualCapitalExpenditure,annualInvestingCashFlow,annualDeferredIncomeTax,trailingInvestingCashFlow,trailingOperatingExpense,quarterlySaleOfInvestment,trailingDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingCashFlow,annualBasicAverageShares,annualInvestmentsAndAdvances,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,trailingBeginningCashPosition,annualDilutedEPS,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyAccountsPayable,quarterlyInterestExpense,annualAccumulatedDepreciation,quarterlyCurrentDebt,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,trailingCapitalExpenditure,trailingNetOtherFinancingCharges,trailingStockBasedCompensation,annualOtherCurrentLiabilities,quarterlyStockBasedCompensation,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualGoodwill,annualStockBasedCompensation,quarterlyBasicAverageShares,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyBasicEPS,trailingChangeInWorkingCapital,annualInterestExpense,annualTotalRevenue,annualRepaymentOfDebt,annualPurchaseOfInvestment,annualCurrentAccruedExpenses,quarterlyCurrentAccruedExpenses,trailingChangeInAccountPayable,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,annualRetainedEarnings,annualNonCurrentDeferredRevenue,quarterlyChangesInAccountReceivables,annualIncomeTaxPayable,annualInventory,trailingResearchAndDevelopment,trailingDilutedEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyInventory,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingCommonStockIssuance,annualGainsLossesNotAffectingRetainedEarnings,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,annualCapitalStock,quarterlyChangeInInventory,trailingBasicEPS
2014-12-31,-116000000.0,197000000.0,,,-35000000.0,,,-32000000.0,-41000000.0,,,,,,522000000.0,1351000000.0,1980000000.0,,,-3000000.0,,,-36000000.0,,,,233000000.0,,-368000000.0,-51000000.0,425000000.0,,,,-277000000.0,,-419000000.0,-29000000.0,,,-29000000.0,0.0,,215000000.0,175000000.0,,,,16000000.0,104000000.0,-2157000000.0,,,,,,455000000.0,136000000.0,,,-3000000.0,,-29000000.0,,,,,-248000000.0,,16000000.0,,,,0.52,,,,,,263000000.0,-368000000.0,,,,,629000000.0,,-140000000.0,,-180000000.0,59000000.0,,,,,,,,,-387000000.0,,,,-240000000.0,-30000000.0,345000000.0,,264000000.0,,,34000000.0,-2000000.0,,,896000000.0,,,,,-49000000.0,,-2000000.0,-257000000.0,-201000000.0,-27000000.0,670000000.0,,-107000000.0,,,,342000000.0,,,,155000000.0,0.52,-10000000.0,,,,,,,,-368000000.0,,,-30000000.0,10000000.0,27000000.0,,,-374000000.0,,,57000000.0,,583000000.0,-87000000.0,198000000.0,,47000000.0,21000000.0,59000000.0,-670000000.0,-543000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,233000000.0,,,,,2000000.0,,,,,,,,,,,,,,,5000000.0,,,,,,-27000000.0,,,,,-51000000.0,-19000000.0,,,,,,-12000000.0,,,,,,,-51000000.0,-51000000.0,,,,,,,,,,,,,,,,,,213000000.0,671000000.0,,-10000000.0,,,,,,22000000.0,17000000.0,,,,,,-58000000.0,,,,,,,,,,-81000000.0,19000000.0,,,,,522000000.0,,,,-30000000.0,,,,,,,,,,,,,,-52000000.0,,6000000.0,,,,,,,,,249000000.0,,-58000000.0,,-12000000.0,,,,,,,,23000000.0,-42000000.0,149000000.0,,4000000.0,,,,,,,,,,7000000.0,,-75000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,,,,,2000000.0,,,,,,,,,,,,,,,-3000000.0,,,,,,-24000000.0,,,,,12000000.0,-17000000.0,,,,,,-11000000.0,,,,,,,12000000.0,12000000.0,,,,,,,,,,,,,,,,,,41000000.0,462000000.0,,-14000000.0,,,,,,12000000.0,15000000.0,,,,,,41000000.0,,,,,,,,,,18000000.0,17000000.0,,,,,671000000.0,,,,6000000.0,,,,,,,,,,,,,,-239000000.0,,3000000.0,,,,,,,,,80000000.0,,-242000000.0,,-11000000.0,,,,,,,,17000000.0,-5000000.0,-209000000.0,,6000000.0,,,,,,,,,,8000000.0,,26000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,,,,3000000.0,,,,,,,,,,,,,,,-1000000.0,,0.0,,,,-88000000.0,,,,,-121000000.0,-23000000.0,,,,,,12000000.0,,,,,,,-121000000.0,-121000000.0,,,,,,,338000000.0,,,,,,,0.0,,,,-42000000.0,404000000.0,,-6000000.0,,,,,,3000000.0,20000000.0,,0.0,,,,-170000000.0,,,,,,,,,,-196000000.0,23000000.0,,,,,462000000.0,,,,-75000000.0,,,,,,,,,,,,,,-29000000.0,,-26000000.0,,,-0.07,,,,,,53000000.0,,-3000000.0,,13000000.0,,,,,,,,-2000000.0,-75000000.0,-58000000.0,,3000000.0,,,,,,,,,,12000000.0,,-190000000.0,,,335000000.0,,,,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,-81000000.0,,17000000.0,1093000000.0,0.0,,2000000.0,-68000000.0,,969000000.0,-124000000.0,97000000.0,,1093000000.0,76000000.0,,,,18000000.0,,,3000000.0,3000000.0,0.0,1855000000.0,76000000.0,-18000000.0,-357000000.0,,,,1952000000.0,-15000000.0,-22000000.0,-277000000.0,255000000.0,,-175000000.0,,-57000000.0,-175000000.0,0.0,969000000.0,,81000000.0,0.0,-15000000.0,-15000000.0,,509000000.0,-350000000.0,18000000.0,1033000000.0,983000000.0,,60000000.0,,72000000.0,97000000.0,303000000.0,4000000.0,0.0,-175000000.0,-124000000.0,0.0,-250000000.0,76000000.0,-102000000.0,12000000.0,9000000.0,3000000.0,1952000000.0,1448000000.0,-0.517751,-37000000.0,20000000.0,983000000.0,0.0,3000000.0,,,11000000.0,0.0,1033000000.0,0.0,,104000000.0,-176000000.0,1855000000.0,,0.0,-18000000.0,22000000.0,76000000.0,,303000000.0,303000000.0,404000000.0,,,76000000.0,-3000000.0,76000000.0,-248000000.0,-35000000.0,340000000.0,,,197000000.0,104000000.0,,,-93000000.0,303000000.0,522000000.0,-53000000.0,60000000.0,-44000000.0,-32000000.0,,,-33000000.0,-38000000.0,-102000000.0,,,127000000.0,,-47000000.0,,-25000000.0,338000000.0,1448000000.0,0.0,197000000.0,,-0.517751,,-35000000.0,20000000.0,-328000000.0,17000000.0,7000000.0,-93000000.0,255000000.0,,3000000.0,,,,,3000000.0,10000000.0,-446000000.0,-9000000.0,0.0,37000000.0,,-61000000.0,-373000000.0,,,,20000000.0,0.0,0.0,-496000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,,,,,,3000000.0,,,,-118000000.0,528000000.0,,1116000000.0,,,,61000000.0,,,,-4000000.0,,,1818000000.0,,,-99000000.0,,,,2346000000.0,289000000.0,-23000000.0,,,,,,428000000.0,,,998000000.0,,,,289000000.0,289000000.0,,,,7000000.0,,,83721405.0,57000000.0,,,,,,,,,,-46000000.0,456000000.0,,-2000000.0,,4000000.0,,1452000000.0,,137000000.0,20000000.0,1348000000.0,,,,,488000000.0,24000000.0,1035000000.0,,,,,,,,462000000.0,23000000.0,,,,,76000000.0,-1000000.0,,517000000.0,173000000.0,456000000.0,,,,,,,103000000.0,,,-88000000.0,263000000.0,,-2000000.0,,-1000000.0,,,3.451925,,,,,,55000000.0,,,,428000000.0,,,,191000000.0,,,,139000000.0,35000000.0,380000000.0,21000000.0,3000000.0,,,,65000000.0,,,,,,8000000.0,,468000000.0,,,83721405.0,,,,3.451925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,,,,3000000.0,,,,65000000.0,561000000.0,,1116000000.0,,,,,,,,0.0,,,1840000000.0,,,-159000000.0,,,,2401000000.0,-45000000.0,-12000000.0,,,,,,-43000000.0,,,1181000000.0,,,,-45000000.0,-45000000.0,,,,4000000.0,,,78947368.0,56000000.0,,,,,,,,,,142000000.0,554000000.0,,25000000.0,,3000000.0,,1522000000.0,,-21000000.0,9000000.0,1220000000.0,,,,,-39000000.0,29000000.0,1031000000.0,1000000.0,,,,,,,-55000000.0,12000000.0,,,,,456000000.0,0.0,,554000000.0,-10000000.0,554000000.0,,,,,,,92000000.0,,,-68000000.0,226000000.0,,-1000000.0,,-1000000.0,,,-0.57,,,,,,276000000.0,,,,-43000000.0,,,,160000000.0,,,,-21000000.0,-24000000.0,98000000.0,21000000.0,4000000.0,,,,45000000.0,,,,,,2000000.0,,-48000000.0,,,78947368.0,,,,-0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,,,,,,1000000.0,,,,45000000.0,228000000.0,,1648000000.0,,,,,,,,9000000.0,,0.0,2719000000.0,,,-1000000.0,,,,2947000000.0,41000000.0,-16000000.0,,,,,,49000000.0,,,1693000000.0,,,,41000000.0,41000000.0,,,,6000000.0,,,85416667.0,55000000.0,,,,,,0.0,,,0.0,-745000000.0,220000000.0,,-746000000.0,,2000000.0,,2334000000.0,,-109000000.0,15000000.0,1254000000.0,0.0,,,,68000000.0,47000000.0,1546000000.0,0.0,,,,,,,47000000.0,16000000.0,,,,,554000000.0,0.0,,220000000.0,6000000.0,220000000.0,,,,,,,91000000.0,,,-68000000.0,294000000.0,,361000000.0,,-77000000.0,,,0.48,,,,,,3000000.0,,,,50000000.0,,,,159000000.0,,,,-107000000.0,91000000.0,-334000000.0,26000000.0,5000000.0,,,,12000000.0,,,,,,2000000.0,,53000000.0,,,83673469.0,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,-68000000.0,,16000000.0,1678000000.0,-12000000.0,0.0,3000000.0,376000000.0,,1709000000.0,31000000.0,175000000.0,,1678000000.0,168000000.0,,,,5000000.0,,,-7000000.0,-29000000.0,0.0,2820000000.0,168000000.0,-715000000.0,0.0,,,,2995000000.0,40000000.0,-17000000.0,500000000.0,5000000.0,,329000000.0,,-58000000.0,329000000.0,0.0,1709000000.0,,68000000.0,0.0,40000000.0,40000000.0,,335000000.0,0.0,5000000.0,1583000000.0,1286000000.0,,56000000.0,,58000000.0,175000000.0,350000000.0,-2000000.0,0.0,329000000.0,31000000.0,0.0,8000000.0,168000000.0,171000000.0,8000000.0,10000000.0,2000000.0,2995000000.0,2380000000.0,3.92614,-19000000.0,14000000.0,1286000000.0,0.0,2000000.0,,,70000000.0,39000000.0,1583000000.0,0.0,,89000000.0,587000000.0,2820000000.0,,0.0,46000000.0,17000000.0,168000000.0,,1000000.0,1000000.0,220000000.0,-1000000.0,,168000000.0,6000000.0,168000000.0,529000000.0,378000000.0,83797309.0,,,160000000.0,89000000.0,,,-71000000.0,350000000.0,76000000.0,-3000000.0,56000000.0,-2000000.0,-1000000.0,,,-2000000.0,-641000000.0,112000000.0,,,1000000.0,,,,-57000000.0,83797309.0,2380000000.0,39000000.0,160000000.0,,3.92614,,-40000000.0,10000000.0,-52000000.0,16000000.0,7000000.0,-71000000.0,5000000.0,,3000000.0,,,,,3000000.0,1000000.0,92000000.0,56000000.0,0.0,13000000.0,,-81000000.0,355000000.0,,,,19000000.0,0.0,-2000000.0,-259000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,,,,,,,72000000.0,,,,748000000.0,781000000.0,-15000000.0,7234000000.0,,,,,,,11706000000.0,42000000.0,,96000000.0,11705000000.0,,,-3000000.0,,,,12486000000.0,-96000000.0,-80000000.0,,,,,,87000000.0,,,7982000000.0,,,,-96000000.0,-96000000.0,,,,118000000.0,,,179000000.0,56000000.0,,,,,,68000000.0,,,3968000000.0,-1650000000.0,626000000.0,,-3000000.0,,37000000.0,,1677000000.0,,44000000.0,36000000.0,4504000000.0,28000000.0,,,,14000000.0,524000000.0,6654000000.0,485000000.0,,,,,,,-122000000.0,108000000.0,,-1647000000.0,,5414000000.0,168000000.0,-928000000.0,,626000000.0,-26000000.0,626000000.0,,,,5000000.0,,,94000000.0,,,-72000000.0,552000000.0,,2020000000.0,,-2000000.0,-156000000.0,,-0.55,,,,,,,,-306000000.0,-62000000.0,87000000.0,,,,166000000.0,,,,81000000.0,30000000.0,458000000.0,132000000.0,56000000.0,,43000000.0,,24000000.0,1550000000.0,,,,,8000000.0,,6000000.0,,,173000000.0,,,,-0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
