,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualTotalLiabilitiesNetMinorityInterest,quarterlyGoodwill,annualNetOtherInvestingChanges,annualOtherShortTermInvestments,annualCommonStockIssuance,annualFreeCashFlow,annualRetainedEarnings,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualGoodwill,quarterlyAccountsReceivable,annualCashDividendsPaid,annualNetIncome,annualPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,annualAccountsReceivable,quarterlyLongTermDebt,trailingOperatingIncome,annualTotalRevenue,annualOtherCurrentAssets,annualPretaxIncome,annualAccountsPayable,trailingInvestingCashFlow,annualInvestingCashFlow,trailingTaxProvision,annualTaxProvision,annualTotalAssets,annualOperatingIncome,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNonCurrentDeferredRevenue,annualLongTermDebt,trailingTotalRevenue,annualStockholdersEquity,annualDepreciationAndAmortization,quarterlyOtherNonCurrentAssets,annualCashAndCashEquivalents,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyInventory,trailingEndCashPosition,annualSaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,annualCurrentAssets,annualOperatingCashFlow,trailingPretaxIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCashCashEquivalentsAndMarketableSecurities,annualOtherNonCurrentAssets,annualNetPPE,annualDilutedAverageShares,quarterlyStockholdersEquity,annualOtherNonCurrentLiabilities,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualGrossPPE,annualChangeInCashSupplementalAsReported,annualBasicAverageShares,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualBasicEPS,annualDilutedEPS,trailingGrossProfit,annualInterestExpense,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCapitalStock,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,trailingInterestExpense,annualCapitalExpenditure,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,annualTotalNonCurrentAssets,trailingChangeInCashSupplementalAsReported,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,annualOtherNonCashItems,annualAccumulatedDepreciation,annualNetOtherFinancingCharges,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCurrentDebt,quarterlyOtherCurrentLiabilities,trailingCostOfRevenue,annualBeginningCashPosition,annualCostOfRevenue,quarterlyAccumulatedDepreciation,annualGrossProfit,annualInventory,quarterlyNetPPE,trailingNetIncome,annualChangeInInventory,trailingFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyNonCurrentDeferredRevenue,trailingBeginningCashPosition,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,trailingDeferredIncomeTax,quarterlyChangeInInventory,trailingOtherNonCashItems,quarterlyPurchaseOfInvestment,trailingStockBasedCompensation,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyNetOtherFinancingCharges,trailingBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyNetIncomeContinuousOperations,trailingChangeInWorkingCapital,quarterlyEbitda,quarterlyTotalRevenue,quarterlyStockBasedCompensation,annualOtherIncomeExpense,trailingCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualChangesInAccountReceivables,trailingDilutedAverageShares,quarterlyNetIncome,quarterlyCurrentAccruedExpenses,trailingPurchaseOfInvestment,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingSaleOfInvestment,trailingChangeInInventory,quarterlyCommonStockIssuance,quarterlyEndCashPosition,annualIncomeTaxPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlySellingGeneralAndAdministration,trailingRepaymentOfDebt,quarterlyGrossProfit,quarterlyDepreciationAndAmortization,trailingRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyCostOfRevenue,trailingChangeInAccountPayable,quarterlyBeginningCashPosition,annualResearchAndDevelopment,annualInvestmentsAndAdvances,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyOperatingIncome,quarterlyOperatingExpense,trailingChangesInAccountReceivables,trailingBasicAverageShares,trailingCashDividendsPaid,quarterlyBasicEPS,quarterlyIncomeTaxPayable,trailingPurchaseOfBusiness,trailingCapitalExpenditure,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,trailingNetOtherInvestingChanges,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,trailingDepreciationAndAmortization,quarterlyInterestExpense,quarterlyCapitalExpenditure,annualStockBasedCompensation
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915062400,,,852125000.0,,-16389000.0,,,104974000.0,,,,,,-46605000.0,82162000.0,-7574000.0,,,,,217130000.0,36845000.0,135690000.0,45688000.0,,-160689000.0,,5896000.0,1697726000.0,126166000.0,87614000.0,,,,,845601000.0,,,30887000.0,,208610000.0,,,,,,137850000.0,241661000.0,,643515000.0,30887000.0,157732000.0,946298000.0,1304158730.0,,,,-266140000.0,126166000.0,,105413000.0,82162000.0,,49248000.0,1304158730.0,,,0.063,0.063,,,,,,,,,-136687000.0,19795000.0,,1559876000.0,,,,-1050000.0,,82659000.0,241661000.0,,46605000.0,5149000.0,,56238000.0,,,38366000.0,85815000.0,,131315000.0,782000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,,,958139000.0,,24769000.0,,,173274000.0,,,,,,-49156000.0,82807000.0,0.0,,,,,220638000.0,220314000.0,142361000.0,62717000.0,,-7107000.0,,7612000.0,1946673000.0,123690000.0,252335000.0,,,,,981658000.0,,,18641000.0,,355117000.0,,,,,,304622000.0,207948000.0,,603022000.0,18641000.0,318002000.0,918238000.0,2139228298.0,,,,-218003000.0,123690000.0,,270585000.0,82807000.0,,164721000.0,2139228298.0,,,0.0636,0.0636,,,,,,,,,-34674000.0,20087000.0,,1642051000.0,,,,0.0,,83474000.0,207948000.0,,103040000.0,10281000.0,,20692000.0,,,87614000.0,86667000.0,,133971000.0,3284000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,,,490690000.0,,9122000.0,,,62907000.0,,,,,,-51452000.0,89815000.0,,,,,,217893000.0,92696000.0,154378000.0,35545000.0,,-135386000.0,,10946000.0,1568747000.0,124592000.0,141752000.0,,,,,1070810000.0,,,53924000.0,,206414000.0,,,,,,195977000.0,209993000.0,,284276000.0,53924000.0,11116000.0,942410000.0,2139228298.0,,,,-222319000.0,124592000.0,,169538000.0,89815000.0,,-109280000.0,2139228298.0,,,0.06663,0.06663,,,,,,,,,-147086000.0,20679000.0,,1372770000.0,,,,,,143432000.0,209993000.0,,51452000.0,5318000.0,,,,,251032000.0,87983000.0,,129910000.0,3849000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,,,530944000.0,,-8289000.0,,,27595000.0,,,,,,-56289000.0,154340000.0,,,,,,224671000.0,240931000.0,164917000.0,20093000.0,,-165550000.0,,9566000.0,1738747000.0,128208000.0,245935000.0,,,,,1200294000.0,,,9599000.0,,129887000.0,,,21353000.0,,,297783000.0,207558000.0,,401057000.0,9599000.0,11043000.0,1013775000.0,2144206724.0,,,,-145304000.0,128208000.0,,108481000.0,154340000.0,,104183000.0,2141231964.0,,,0.07208,0.07198,,,,,,,,,-179963000.0,21331000.0,,1440964000.0,,,,,,155351000.0,207558000.0,,57812000.0,1068000.0,,,,,141752000.0,95395000.0,,129276000.0,3278000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,,,459162000.0,,91809000.0,,2108000.0,82539000.0,,,,,,-68814000.0,154560000.0,-24581000.0,,,,,241644000.0,204985000.0,167774000.0,36999000.0,,-62194000.0,,11515000.0,1755376000.0,109581000.0,228304000.0,,,,,1287902000.0,,,26080000.0,,248677000.0,,,0.0,,,289865000.0,220537000.0,,210485000.0,26080000.0,7817000.0,1048158000.0,2146368560.0,,,,-184468000.0,109581000.0,,210189000.0,154560000.0,,-17631000.0,2146070536.0,,,0.07202,0.07201,,,,,,,,,-137998000.0,23220000.0,,1465511000.0,,,,,,156259000.0,220537000.0,,-20404000.0,29543000.0,,,,,245935000.0,102520000.0,,139124000.0,2648000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,,,570458000.0,,114400000.0,,,19347000.0,,,,,,-87528000.0,154331000.0,0.0,,,,,257495000.0,249564000.0,180613000.0,56043000.0,,-129118000.0,,24424000.0,1900266000.0,126136000.0,271779000.0,,,,,1321164000.0,,,23205000.0,,89725000.0,,,12308000.0,,,355908000.0,217757000.0,,480733000.0,23205000.0,12056000.0,1105971000.0,2148260022.0,,445512000.0,,-330097000.0,126136000.0,,32848000.0,154331000.0,,43475000.0,2147363295.0,,,0.07187,0.07184,,,,,,,,,-198410000.0,27010000.0,,1544358000.0,,,,-74430000.0,,156189000.0,217757000.0,,283057000.0,18942000.0,,,,,228304000.0,112417000.0,,145078000.0,2600000.0,,,,,35221000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,,,757444000.0,,71845000.0,,,-12335000.0,,,,,,-98131000.0,206292000.0,-13075000.0,,,,,275296000.0,43179000.0,244520000.0,51414000.0,,-534687000.0,,35784000.0,2239692000.0,156438000.0,89281000.0,,,,,1472807000.0,,,46145000.0,,90426000.0,,,0.0,,,164384000.0,266188000.0,,667018000.0,46145000.0,11297000.0,1237014000.0,2169211356.0,,615145000.0,,-78238000.0,156438000.0,,35520000.0,206292000.0,,-182498000.0,2160125654.0,,,0.0955,0.0951,,,,,,,,,-278523000.0,31144000.0,,2075308000.0,,,,-338980000.0,,208736000.0,266188000.0,,10006000.0,6219000.0,,2658000.0,,,271779000.0,112639000.0,,162657000.0,1637000.0,,,,,51873000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,,,964807000.0,,75706000.0,725000.0,,-63722000.0,,,,,,-180651000.0,334937000.0,-19516000.0,,,,,295648000.0,0.0,360381000.0,53628000.0,,-211341000.0,,22426000.0,2855150000.0,154705000.0,157337000.0,,,750624000.0,,1879948000.0,,,157337000.0,,141484000.0,,,78902000.0,,,244681000.0,287063000.0,,823323000.0,158062000.0,38575000.0,1401503000.0,2198966298.0,,10395000.0,,-128385000.0,154705000.0,,0.0,334937000.0,,68056000.0,2198966298.0,3803000.0,,0.0528,0.0519,,,,,,,,,-350785000.0,31424000.0,,2610469000.0,,,,-30900000.0,,331919000.0,287063000.0,,-18900000.0,25392000.0,,87036000.0,,,89281000.0,115551000.0,,180097000.0,2486000.0,,,,,72699000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,,,778954000.0,,71160000.0,579000.0,,-228605000.0,92424000.0,,,,,-186509000.0,294458000.0,-68098000.0,,,,,253960000.0,0.0,343654000.0,172728000.0,,403318000.0,,49196000.0,2987155000.0,73287000.0,224510000.0,,,523294000.0,,2172634000.0,,,224510000.0,,248251000.0,,,0.0,,,362271000.0,210318000.0,,530703000.0,225089000.0,158000.0,1110392000.0,2228684298.0,,5207000.0,,-889986000.0,73287000.0,,0.0,291082000.0,,67173000.0,2228684298.0,38240000.0,,0.130607,0.130607,,,,,,,,,-438923000.0,33806000.0,,2624884000.0,,,,-15842000.0,,291082000.0,210318000.0,,12207000.0,79987000.0,,67847000.0,,,157337000.0,100686000.0,,153274000.0,3553000.0,,,,,2202000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
