,trailingNetIncome,annualGoodwill,annualTotalAssets,trailingPretaxIncome,quarterlyAccountsReceivable,quarterlyGoodwill,annualNetOtherInvestingChanges,annualRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingChangeInWorkingCapital,annualNetIncome,annualPretaxIncome,annualCashDividendsPaid,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualFreeCashFlow,annualIncomeTaxPayable,trailingCommonStockIssuance,quarterlyDepreciationAndAmortization,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualAccountsPayable,trailingInvestingCashFlow,annualOtherNonCashItems,annualOtherCurrentAssets,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualDepreciationAndAmortization,annualOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualDilutedAverageShares,annualStockholdersEquity,trailingCashFlowFromContinuingFinancingActivities,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,annualTaxProvision,trailingEndCashPosition,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,annualCurrentAccruedExpenses,quarterlyCurrentDebt,annualCurrentLiabilities,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,annualBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingNetOtherInvestingChanges,annualEbitda,annualCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualGrossPPE,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,trailingChangesInAccountReceivables,quarterlyChangeInInventory,annualInterestExpense,quarterlyBasicEPS,quarterlyOtherIntangibleAssets,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,annualOtherIncomeExpense,quarterlySaleOfInvestment,quarterlyCapitalStock,trailingGrossProfit,annualRepaymentOfDebt,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,trailingInterestExpense,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,trailingTaxProvision,annualDilutedEPS,quarterlyTaxProvision,annualInventory,quarterlyNetPPE,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,annualChangeInInventory,trailingNetOtherFinancingCharges,trailingChangeInInventory,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualCapitalStock,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,trailingOtherNonCashItems,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalRevenue,annualStockBasedCompensation,annualCurrentDebt,quarterlyPurchaseOfBusiness,annualAccumulatedDepreciation,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,quarterlyGrossPPE,trailingOperatingExpense,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,annualBasicEPS,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyDilutedAverageShares,annualGrossProfit,quarterlyOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentLiabilities,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,annualChangesInAccountReceivables,quarterlyPretaxIncome,trailingPurchaseOfBusiness,trailingCostOfRevenue,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,trailingBasicAverageShares,annualResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,trailingSaleOfInvestment,trailingResearchAndDevelopment,trailingDilutedAverageShares
1254268800,,,,,309281000.0,86353000.0,,,499788000.0,221707000.0,101117000.0,,12910322000.0,,1013213000.0,889138000.0,,,,,-1.7,20102056000.0,21726521000.0,,,,170651000.0,,-750388000.0,-750388000.0,,,,,,332752000.0,,,,16274249000.0,,,,,-171990000.0,-13787000.0,896990000.0,98121000.0,,,441214000.0,,,0.0,,,181899000.0,3142220000.0,,,3919671000.0,,1474611000.0,-64573000.0,,,-750388000.0,,,,,,,,,,375246000.0,17431378000.0,,,,,,,,,,,-32178000.0,-398000.0,,,,,,,,,,2280000.0,,-1.7,344976000.0,,-1602000.0,644085000.0,,0.0,4412000.0,,,,,,896990000.0,4295143000.0,896990000.0,,411356000.0,,2614274000.0,,130708000.0,0.0,,,-407860000.0,,15751056000.0,,,,,,,-805698000.0,9320000.0,,-29170000.0,,,,,,,,,,,,,1624465000.0,804450000.0,,,,,,,,,130287000.0,,441214000.0,,-104868000.0,527337000.0,0.0,-632000.0,,-830526000.0,0.0,,1533223000.0,,,1157129000.0,,,,-1158248000.0,,,-68810000.0,,-389297000.0,,,,,,,,,,,
1262217600,,86353000.0,22518210000.0,,368474000.0,86353000.0,-5463000.0,370532000.0,1145063000.0,0.0,55432000.0,0.0,12976037000.0,368474000.0,1130058000.0,902746000.0,,-1291682000.0,-2012593000.0,,,19464709000.0,22518210000.0,451064000.0,,,167396000.0,-330255000.0,-433918000.0,-433918000.0,155796000.0,,232185000.0,0.0,,1673695000.0,12976037000.0,689273000.0,-875649000.0,16264177000.0,2056207000.0,378513000.0,3870432000.0,,-55969000.0,880154000.0,2056207000.0,101809000.0,-720911000.0,,,922067000.0,1130058000.0,1079824000.0,2383601000.0,2056207000.0,220609000.0,3031303000.0,378513000.0,,3611799000.0,,1841091000.0,63239000.0,,,-433918000.0,,3611799000.0,,,2056207000.0,0.0,1105055000.0,753452000.0,344253000.0,352352000.0,18647778000.0,15069952000.0,-1937000.0,587914000.0,352352000.0,16264177000.0,,,-547889000.0,3053501000.0,0.0,-70213000.0,-409000.0,,-1291682000.0,0.0,,1746409000.0,19431267000.0,0.0,295644000.0,,-3688000.0,775431000.0,,344253000.0,2625659000.0,-1937000.0,549670000.0,-285590000.0,746266000.0,4412000.0,,-8258155000.0,19464709000.0,,-136850000.0,2056207000.0,3870432000.0,2056207000.0,,896990000.0,,-1513332000.0,,155796000.0,0.0,,-3.41,-285416000.0,101809000.0,15069952000.0,-51393000.0,1488750000.0,,6571000.0,,,-331329000.0,9495000.0,-4361315000.0,-14166000.0,4412000.0,-963685000.0,,-1291682000.0,,,3539306000.0,5978589000.0,36571000.0,1079824000.0,,-4361315000.0,3053501000.0,370532000.0,0.0,3314932000.0,19431267000.0,,18647778000.0,,-3.41,,69598000.0,-344690000.0,,2439283000.0,247300000.0,1145588000.0,0.0,1318000.0,-429308000.0,-1291421000.0,0.0,,1452416000.0,,,2383601000.0,,3031303000.0,-121088000.0,-719334000.0,,,-228221000.0,,-72954000.0,,,,,,,,,,,
1269993600,,,,,563101000.0,86353000.0,,,-1615620000.0,253245000.0,-98851000.0,,12694671000.0,,1038133000.0,919648000.0,,,,,-0.22,19229153000.0,21009903000.0,,,,163134000.0,,-96741000.0,-96741000.0,,,,,,305115000.0,,,,16063335000.0,,,,,-316234000.0,117739000.0,440587000.0,96367000.0,,,441240000.0,-262000000.0,,0.0,,,264175000.0,3115419000.0,,,3492021000.0,,468249000.0,-70831000.0,,,-96741000.0,,,,,,,,,,351700000.0,17229165000.0,,,,,,,,,,,21187000.0,-292000.0,,,,,,,,,,5442000.0,,-0.22,343533000.0,,-2007000.0,537744000.0,,0.0,4413000.0,,,,,,440587000.0,3780738000.0,440587000.0,,2056207000.0,,-3971170000.0,,117986000.0,0.0,,,-60352000.0,,14955546000.0,,,,,,,270216000.0,9555000.0,,-53942000.0,,,,,,,,,,,,,1780750000.0,273791000.0,,,,,,,,,-44909000.0,,441240000.0,,25052000.0,-1254477000.0,,,,69495000.0,0.0,,1457392000.0,,,1165830000.0,,,,-157093000.0,,,-207371000.0,,91106000.0,,,,,,,,,,,
1277856000,,,,,363031000.0,86353000.0,,,572621000.0,243293000.0,369600000.0,,13046639000.0,,1077524000.0,954379000.0,,,,,-2.0,18195591000.0,19987547000.0,,,,164766000.0,,-883476000.0,-883476000.0,,,,,,1441173000.0,,,,15943402000.0,,,,,-49952000.0,-23861000.0,1013208000.0,96805000.0,,,441297000.0,-40000000.0,,0.0,,,291169000.0,2653470000.0,,,2118498000.0,,1605939000.0,-110384000.0,,,-883476000.0,,,,,,,,,,832954000.0,17138389000.0,,,,,,,,,,,-36503000.0,15102000.0,,,,,,,,,,-438000.0,,-2.0,343192000.0,,-2770000.0,583316000.0,,,4413000.0,,,,,,1013208000.0,2849158000.0,1013208000.0,,440587000.0,,-3991837000.0,,117463000.0,0.0,,,-479495000.0,,14814594000.0,,,,,,,-907036000.0,8002000.0,,-25153000.0,,,,,,,,,,,,,1791956000.0,-609685000.0,,,,,,,,,394753000.0,,441297000.0,,32236000.0,227820000.0,,,,-1022623000.0,0.0,,1537695000.0,,,1194987000.0,,,,-1362971000.0,,,306011000.0,,-440283000.0,,,,,,,,,,,
1285804800,,,,,324206000.0,86353000.0,,,-460451000.0,252209000.0,-18890000.0,,12623851000.0,,1165908000.0,956270000.0,,,,,-0.72,17847571000.0,19136372000.0,,,,158857000.0,,-317991000.0,-317991000.0,,,,,,641355000.0,,,,15277044000.0,,,,,-54736000.0,-21029000.0,552757000.0,93479000.0,,,441328000.0,-106000000.0,,0.0,,,285139000.0,2400984000.0,,,2115760000.0,,800212000.0,98101000.0,,,-317991000.0,,,,,,,,,,605271000.0,16596001000.0,,,,,,,,,,,2738000.0,94133000.0,,,,,,,,,,3326000.0,,-0.72,342995000.0,,-1619000.0,601435000.0,,,4413000.0,,,,,,552757000.0,2540371000.0,552757000.0,,1013208000.0,,-3714411000.0,,153049000.0,0.0,,,-192936000.0,,14697192000.0,,,,,,,-66931000.0,8599000.0,,-49444000.0,,,,,,,,,,,,,1288801000.0,-927676000.0,,,,,,,,,30554000.0,,441328000.0,,-587760000.0,-436269000.0,,,,-198777000.0,0.0,,1557705000.0,,,1318957000.0,,,,-510927000.0,,,34761000.0,,,,,,,,,,,,,
1293753600,,86353000.0,18896266000.0,,321894000.0,86353000.0,133388000.0,-1066865000.0,-53793000.0,0.0,44664000.0,-702999000.0,12047698000.0,321894000.0,1079137000.0,927245000.0,,-1437397000.0,-2216025000.0,,,17505400000.0,18961045000.0,296523000.0,,,146666000.0,-586079000.0,-139189000.0,-139189000.0,167084000.0,,-12329000.0,0.0,,1766247000.0,12047698000.0,633423000.0,-1080497000.0,14716279000.0,498964000.0,450449000.0,2998545000.0,,-165157000.0,-94797000.0,498964000.0,96392000.0,-778628000.0,,,-294999000.0,1079137000.0,0.0,1246221000.0,498964000.0,273097000.0,2469333000.0,450449000.0,,1923155000.0,,467788000.0,-107810000.0,,,-139189000.0,,1923155000.0,,,498964000.0,,588456000.0,113422000.0,342804000.0,598738000.0,15962500000.0,14554350000.0,-301000.0,504014000.0,598738000.0,14651500000.0,,,-469022000.0,1390866000.0,0.0,-4798000.0,24445000.0,,-1437397000.0,0.0,,-1557243000.0,19385780000.0,199248000.0,2056207000.0,,-2912000.0,1113580000.0,,342804000.0,2708765000.0,-301000.0,539196000.0,56486000.0,,4885000.0,,-11962339000.0,17505400000.0,,-207491000.0,498964000.0,2998545000.0,498964000.0,,552757000.0,,-284921000.0,,167084000.0,0.0,,-3.19,-45845000.0,96392000.0,14554350000.0,-190924000.0,-1475178000.0,,5418000.0,,,234729000.0,8832000.0,-4831430000.0,-78952000.0,4885000.0,,,-1437397000.0,,,3757542000.0,6019233000.0,34988000.0,0.0,,-4831430000.0,1455645000.0,-1066865000.0,,3342188000.0,19385780000.0,,15897721000.0,,-3.19,,123616000.0,-634082000.0,,2261691000.0,551788000.0,-12252000.0,,,198883000.0,71408000.0,0.0,,1466441000.0,,,1246221000.0,,2404554000.0,-17376000.0,-185034000.0,,,65482000.0,,,,,,,,,,,,,
1301529600,,,,,317974000.0,86353000.0,,,-67689000.0,0.0,-10481000.0,,12081108000.0,,1033907000.0,940057000.0,,,,,-0.18,17393938000.0,18760349000.0,,,,152397000.0,,-89871000.0,-89871000.0,,,,,,306138000.0,,,,14668747000.0,,,,,-110537000.0,-44245000.0,431275000.0,95097000.0,,,488539000.0,-136683000.0,,,,,269914000.0,2371875000.0,,,1941786000.0,,458535000.0,-660000.0,,,-89871000.0,,,,,,,,,,596551000.0,15841187000.0,,,,,,,,,,,-4486000.0,611000.0,,,,,,,,,,1294000.0,,-0.18,342626000.0,,2261000.0,564897000.0,,59994000.0,4886000.0,,,,,,431275000.0,2919162000.0,431275000.0,,498964000.0,,-1402870000.0,,138533000.0,0.0,,,-54583000.0,,14426622000.0,,,,,,,277857000.0,9210000.0,,-34459000.0,,,,,,,,,,,,,1366411000.0,-1156736000.0,,,,,,,,,23978000.0,,488539000.0,,-4339000.0,18870000.0,,,,106362000.0,0.0,,1504954000.0,,,1172440000.0,,,,-144454000.0,,,-25032000.0,,-65418000.0,,,,,,,,,,,
1309392000,,,,,370075000.0,2906755000.0,,,490278000.0,219484000.0,222226000.0,,12630291000.0,,931102000.0,1130608000.0,,,,,6.22,25422910000.0,27216190000.0,,,,177467000.0,,3450691000.0,3441985000.0,,,,,,342182000.0,,,,15585891000.0,,,,,331683000.0,-41019000.0,921553000.0,105318000.0,,,488609000.0,-116095000.0,,,,,270224000.0,2736116000.0,,,1690136000.0,,-2976356000.0,-704000.0,,,3441985000.0,,,,,,,,,,598248000.0,17170916000.0,,,,,,,,,,,-2522000.0,-1389000.0,,,,,,,,,,-1935000.0,,7.04,5209866000.0,,-1520000.0,675377000.0,,92804000.0,4886000.0,,,,,,921553000.0,6365851000.0,921553000.0,,431275000.0,,-2493270000.0,,179703000.0,0.0,,,-78174000.0,,15017905000.0,,,,,,,3820208000.0,9396000.0,,-50719000.0,,,,,,,,,,,,,1793280000.0,2285249000.0,,,,,,,,,272945000.0,,554890000.0,,4395000.0,-114103000.0,,,,3651733000.0,0.0,,1805985000.0,2244000.0,,1585025000.0,,,,3372517000.0,,,172897000.0,,-80713000.0,,,,,,,,,,,
1317340800,,,,,463407000.0,2905378000.0,,,893572000.0,193578000.0,92971000.0,,13099074000.0,,1502623000.0,1442623000.0,,,,,-0.25,25131216000.0,27853023000.0,,,,249520000.0,,-106575000.0,-123786000.0,,,,,,429409000.0,,,,15896070000.0,,,,,-95269000.0,-26287000.0,1815125000.0,104279000.0,,,488636000.0,-95109000.0,,351608000.0,,,272542000.0,2603418000.0,,,1659719000.0,,678929000.0,-3186000.0,,,-123786000.0,,,,,,,,,,577063000.0,17911417000.0,,,,,,,,,,,-100125000.0,525000.0,,,,,,,,,,1035000.0,,-0.25,5120662000.0,,-3276000.0,790964000.0,,90349000.0,4886000.0,,,,,,1815125000.0,6248856000.0,1815125000.0,,921553000.0,,-1476133000.0,,158477000.0,0.0,,,-79680000.0,,14868394000.0,,,,,,,335807000.0,10055000.0,,-91146000.0,,,,,,,,,,,0.0,,2721807000.0,2161463000.0,,,,,,,,,184117000.0,,488636000.0,,12701000.0,804810000.0,,,,112035000.0,0.0,,2233587000.0,2639000.0,,2015347000.0,,,,-186255000.0,,,-46466000.0,,-76500000.0,,,,,,,,,,,
1325289600,,2896609000.0,27766276000.0,,491730000.0,2896609000.0,331699000.0,1981389000.0,50788000.0,0.0,69166000.0,-330313000.0,13470167000.0,491730000.0,1037591000.0,1505176000.0,,3114637000.0,2831631000.0,,,24953556000.0,27766276000.0,373882000.0,7611000.0,,237762000.0,-21312000.0,-19301000.0,-113691000.0,170994000.0,,-3490487000.0,0.0,,458029000.0,13470167000.0,817146000.0,470047000.0,16139290000.0,1865913000.0,560895000.0,6086578000.0,,-147189000.0,-3432043000.0,1865913000.0,112735000.0,-403313000.0,,,17574000.0,1566159000.0,,1744764000.0,1865913000.0,274152000.0,2502096000.0,488652000.0,,1635572000.0,,4191796000.0,-1975000.0,,,-113691000.0,,1635572000.0,,,1865913000.0,,0.0,0.0,5048117000.0,506614000.0,17884054000.0,14866644000.0,5978000.0,675126000.0,506614000.0,16139290000.0,,,4735609000.0,2812720000.0,,-47910000.0,331952000.0,,3114637000.0,0.0,,1366949000.0,20203743000.0,167027000.0,498964000.0,,-8433000.0,1086832000.0,,5048117000.0,1535758000.0,5978000.0,791713000.0,-138683000.0,-243147000.0,4888000.0,,-6846200000.0,24953556000.0,,-301244000.0,1865913000.0,6086578000.0,1865913000.0,,1815125000.0,,-1473927000.0,,170994000.0,0.0,,5.62,-190876000.0,112735000.0,14866644000.0,-6525000.0,711922000.0,,-8039000.0,,,301737000.0,11046000.0,-5337099000.0,-124920000.0,4888000.0,-128848000.0,,3234944000.0,,,5026361000.0,7849312000.0,39707000.0,,-535894000.0,-5337099000.0,2812720000.0,1981389000.0,,2352904000.0,20203743000.0,,17884054000.0,,6.37,,194086000.0,-394437000.0,,2822951000.0,-3503244000.0,2345000.0,,,68759000.0,-3400083000.0,0.0,,2296889000.0,7611000.0,,1744764000.0,,2502096000.0,-155043000.0,-210177000.0,,,-32640000.0,,-171806000.0,,,,,,,,,,,
1333152000,,,,,477484000.0,2897049000.0,,,-231021000.0,176028000.0,177937000.0,,13359953000.0,,1666582000.0,1498400000.0,,,,,-0.44,24797351000.0,27391028000.0,,,,236809000.0,,-203307000.0,-217253000.0,,,,,,346466000.0,,,,16007406000.0,,,,,-109941000.0,-84442000.0,1634892000.0,110674000.0,,,488861000.0,-57702000.0,,,,,284342000.0,2471425000.0,,,1589915000.0,,583275000.0,-236694000.0,,,-217253000.0,,,,,,,,,,557980000.0,17899793000.0,,,,,,,,,,,-5243000.0,1410000.0,,,,,,,,,,2061000.0,,-0.44,4965587000.0,,6837000.0,789190000.0,,60108000.0,4889000.0,,,,,,1634892000.0,5878407000.0,1634892000.0,,1865913000.0,,-2476228000.0,,163626000.0,0.0,,,27129000.0,,14786820000.0,,,,,,,344973000.0,10604000.0,,-113757000.0,,,,,,,,,,,,,2593677000.0,1764136000.0,,,,,,,,,291694000.0,,488861000.0,,-5266000.0,-412922000.0,,,,205915000.0,0.0,,2287590000.0,62179000.0,,1892387000.0,,,,-176178000.0,,,147289000.0,,-41862000.0,,,,,,,,,,,
1341014400,,,,,478588000.0,2900237000.0,,,97029000.0,0.0,118089000.0,,13225319000.0,,1615496000.0,1476248000.0,,,,,-0.3,24585591000.0,27263008000.0,,,,235643000.0,,-70434000.0,-145452000.0,,,,,,442485000.0,,,,15921417000.0,,,,,-115012000.0,-20790000.0,1731921000.0,113316000.0,,,488931000.0,-102477000.0,,141674000.0,,,276323000.0,2513840000.0,,,1498864000.0,,678128000.0,-9192000.0,,,-145452000.0,,,,,,,,,,514002000.0,17850801000.0,,,,,,,,,,,-13152000.0,-2221000.0,,,,,,,,,,-2629000.0,,-0.3,4889311000.0,,11046000.0,847517000.0,,90074000.0,4889000.0,,,,,,1731921000.0,5725785000.0,1731921000.0,,1634892000.0,,-257900000.0,,171878000.0,0.0,,,-51304000.0,,14783177000.0,,,,,,,390228000.0,10192000.0,,-102473000.0,,,,,,,,,,,,,2677417000.0,1618684000.0,,,,,,,,,220562000.0,,488931000.0,,-9469000.0,-9192000.0,,,,169389000.0,0.0,,2323765000.0,336000.0,,1929384000.0,,,,-121738000.0,,,-82749000.0,,-1821000.0,,,,,,,,,,,
1348963200,,,,,412390000.0,2901273000.0,,,711238000.0,186725000.0,274479000.0,,13825451000.0,,1824346000.0,1462554000.0,,,,,-0.37,24483544000.0,27831361000.0,,,,228414000.0,,-154674000.0,-181159000.0,,,,,,388666000.0,,,,16540004000.0,,,,,-98454000.0,-18889000.0,2443159000.0,107772000.0,,,488945000.0,-35134000.0,,,,,275771000.0,2527828000.0,,,1488662000.0,,617080000.0,-17112000.0,,,-181159000.0,,,,,,,,,,515077000.0,18565858000.0,,,,,,,,,,,50922000.0,1173000.0,,,,,,,,,,5549000.0,,-0.37,4813183000.0,,12533000.0,792424000.0,,75119000.0,4890000.0,,,,,,2443159000.0,5553270000.0,2443159000.0,,1731921000.0,,-740576000.0,,201150000.0,0.0,,,-2585000.0,,14765349000.0,,,,,,,346926000.0,9336000.0,,-100527000.0,,,,,,,,,,,,,3347817000.0,1437525000.0,,,,,,,,,375006000.0,,488945000.0,,12906000.0,434412000.0,,,,175344000.0,0.0,,2254978000.0,358000.0,,2025854000.0,,,,-157259000.0,,,199887000.0,,-7235000.0,,,,,,,,,,,
1356912000,,2902847000.0,26284738000.0,,443677000.0,2902847000.0,-1472000.0,213698000.0,-899650000.0,179879000.0,-83917000.0,-285469000.0,13589283000.0,443677000.0,1724701000.0,1484080000.0,,-1767691000.0,-1734213000.0,,-2.5,23777646000.0,26284738000.0,486588000.0,1350000.0,,226831000.0,-446417000.0,-1188497000.0,-1223827000.0,199620000.0,,86710000.0,0.0,,307901000.0,13589283000.0,927697000.0,834957000.0,16243051000.0,1543509000.0,488988000.0,4365548000.0,,-123010000.0,-1186238000.0,1543509000.0,107577000.0,-117301000.0,,489211000.0,-90156000.0,1724701000.0,,1925671000.0,1543509000.0,279922000.0,2473889000.0,488988000.0,233615000.0,1444547000.0,,623309000.0,-109978000.0,,,-1223827000.0,,1444547000.0,,,1543509000.0,,0.0,315438000.0,4737833000.0,497767000.0,18168722000.0,14194652000.0,14303000.0,909351000.0,497767000.0,16243051000.0,163270000.0,,309842000.0,2507092000.0,,-31267000.0,-1834000.0,,-1767691000.0,0.0,,-322404000.0,19907902000.0,179879000.0,1865913000.0,,202000.0,1116358000.0,-2.5,4737833000.0,1239774000.0,14303000.0,810431000.0,-1452812000.0,90137000.0,4892000.0,,-7643245000.0,23777646000.0,,-422763000.0,1543509000.0,4365548000.0,1543509000.0,,2443159000.0,,-4168541000.0,,199620000.0,0.0,,-3.62,-90541000.0,107577000.0,14194652000.0,-372976000.0,-786959000.0,,5183000.0,,,-772285000.0,9428000.0,-5713250000.0,-106006000.0,4892000.0,-54300000.0,,-1616912000.0,,233615000.0,5921282000.0,9160844000.0,39560000.0,,-17300000.0,-5713250000.0,2507092000.0,213698000.0,,2404605000.0,19907902000.0,,18168722000.0,,-3.62,,22089000.0,-117203000.0,489211000.0,3239562000.0,88539000.0,-799257000.0,,,102755000.0,187122000.0,0.0,,2294511000.0,1350000.0,,1925671000.0,,2473889000.0,1260000.0,-1279038000.0,,,-161672000.0,,-66285000.0,,,,,,,,,,,
1364688000,,,,,475581000.0,2898087000.0,,,-62872000.0,140750000.0,97241000.0,,13690699000.0,,1688209000.0,1493595000.0,,,,,0.01,23618629000.0,26057874000.0,,,,211918000.0,,22578000.0,6546000.0,,,,,,303901000.0,,,,16307833000.0,,,,,-103616000.0,-15508000.0,1480637000.0,105047000.0,,,489291000.0,-60138000.0,,,,,225447000.0,2476384000.0,,,1435136000.0,,564589000.0,-255522000.0,,,6546000.0,,,-66476000.0,,,,,,,500969000.0,18178821000.0,,,,,,,,,,,-45930000.0,-113000.0,,,,,,,,,,2509000.0,,0.01,4666659000.0,,7982000.0,858553000.0,,60112000.0,4894000.0,,,,,,1480637000.0,4372857000.0,1480637000.0,,1543509000.0,,0.0,,178435000.0,0.0,,,30431000.0,,14117778000.0,,,,,,,490374000.0,8623000.0,,-97415000.0,,,,,,,,,,,-6400000.0,,2439245000.0,220244000.0,,,,,,,,,194656000.0,,492305000.0,,-12833000.0,-152522000.0,,,,293964000.0,0.0,,2352148000.0,4344000.0,,1870988000.0,,,,53009000.0,,,-131382000.0,,63125000.0,,,,,,,,,,,
1372550400,,,,,440326000.0,2900543000.0,,,-201964000.0,149864000.0,389943000.0,,13111961000.0,,1860865000.0,1579869000.0,,,,,-0.19,23511897000.0,25722137000.0,,,,218151000.0,,-30578000.0,-92958000.0,,,,,,314324000.0,,,,15766825000.0,,,,,-136597000.0,-125264000.0,1278673000.0,101110000.0,,,489484000.0,-60194000.0,,,,,214500000.0,2505000000.0,,,1408139000.0,,588345000.0,-22242000.0,,,-92958000.0,,,164706000.0,,,,,,,551818000.0,17864971000.0,,,,,,,,,,,32227000.0,1919000.0,,,,,,,,,,3947000.0,,-0.19,4609088000.0,,11308000.0,901396000.0,,75156000.0,4896000.0,,,,,,1278673000.0,4289061000.0,1278673000.0,,1480637000.0,,-3255234000.0,,229599000.0,0.0,,,3865000.0,,14042309000.0,,,,,,,405938000.0,7932000.0,,-145463000.0,,,,,,,,,,,-8000000.0,,2210240000.0,127286000.0,,,,,,,,,535406000.0,,489484000.0,,2605000.0,-601476000.0,,,,313051000.0,0.0,,2481265000.0,7682000.0,,2098146000.0,,,,-26713000.0,,,200428000.0,,6018000.0,,,,,,,,,,,
1380499200,,,,,411077000.0,2900758000.0,,,96730000.0,157613000.0,229000000.0,,13034518000.0,,1956178000.0,1580077000.0,,,,,-0.07,23374820000.0,25658835000.0,,,,211682000.0,,23625000.0,-31859000.0,,,,,,342847000.0,,,,15670194000.0,,,,,-131139000.0,-45548000.0,1375403000.0,98330000.0,,,489672000.0,-54114000.0,,,,,208939000.0,2478063000.0,,,1416462000.0,,612998000.0,-60856000.0,,,-31859000.0,,,91917000.0,,,,,,,539892000.0,17831664000.0,,,,,,,,,,,29033000.0,-226000.0,,,,,,,,,,2782000.0,,-0.07,4548415000.0,,11619000.0,882960000.0,,69126000.0,4898000.0,,,,,,1375403000.0,4262357000.0,1375403000.0,,1278673000.0,,-150028000.0,,202792000.0,0.0,,,-8150000.0,,13969293000.0,,,,,,,436096000.0,7379000.0,,-136695000.0,,,,,,,,,,,-9453000.0,,2284015000.0,95427000.0,,,,,,,,,365695000.0,,489672000.0,,19507000.0,-137884000.0,,,,269962000.0,0.0,,2463037000.0,2500000.0,,2161470000.0,,,,15475000.0,,,122819000.0,,-11841000.0,,,,,,,,,,,
