date,annualGrossPPE,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualBasicAverageShares,quarterlyChangesInAccountReceivables,trailingInterestExpense,annualInterestExpense,quarterlyChangeInInventory,annualOtherNonCurrentLiabilities,annualRepaymentOfDebt,annualBeginningCashPosition,trailingGrossProfit,trailingOtherIncomeExpense,quarterlySaleOfInvestment,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyOtherIntangibleAssets,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,annualOtherIncomeExpense,annualBasicEPS,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,trailingCapitalExpenditure,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,annualDilutedAverageShares,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyCapitalExpenditure,trailingChangeInInventory,trailingDepreciationAndAmortization,annualStockBasedCompensation,quarterlyOperatingIncome,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,annualCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicEPS,annualOperatingExpense,annualCapitalStock,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualTotalRevenue,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,trailingOperatingExpense,annualDeferredIncomeTax,annualGrossProfit,quarterlyPretaxIncome,quarterlyCurrentAssets,trailingCostOfRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualInventory,quarterlyTaxProvision,quarterlyRetainedEarnings,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,annualAccumulatedDepreciation,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualChangeInWorkingCapital,quarterlyNetPPE,annualDilutedEPS,trailingNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualNetOtherInvestingChanges,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualGoodwill,quarterlyAccountsReceivable,annualTotalAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualNetIncome,annualTotalLiabilitiesNetMinorityInterest,trailingPretaxIncome,trailingChangeInWorkingCapital,quarterlyTotalAssets,annualCashDividendsPaid,annualRetainedEarnings,annualAccountsReceivable,annualPurchaseOfInvestment,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,quarterlyLongTermDebt,quarterlyBasicAverageShares,annualAccountsPayable,trailingInvestingCashFlow,annualOperatingIncome,trailingOperatingIncome,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,annualFreeCashFlow,trailingSaleOfInvestment,trailingCommonStockIssuance,quarterlyDepreciationAndAmortization,annualPretaxIncome,annualEndCashPosition,trailingTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNonCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,trailingTotalRevenue,annualLongTermDebt,trailingPurchaseOfInvestment,annualOtherNonCashItems,annualOtherCurrentAssets,annualDepreciationAndAmortization,quarterlyCurrentDebt,annualCurrentLiabilities,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualStockholdersEquity,quarterlyInvestingCashFlow,quarterlyEndCashPosition,trailingEndCashPosition,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyInventory,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,trailingChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingCashFlow,quarterlyOperatingExpense,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,annualCommonStockIssuance,quarterlyCashDividendsPaid,annualSaleOfInvestment,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualRepurchaseOfCapitalStock,annualCurrentAssets,annualEbitda,annualOtherNonCurrentAssets,annualNetPPE,trailingNetOtherInvestingChanges,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,annualIncomeTaxPayable,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDilutedEPS,annualOtherIntangibleAssets
1970-01-01 00:00:00.859766400,,,,1144000000.0,,,,,,960000000.0,,,,,,7650000000.0,232000000.0,,274000000.0,,,,,,-1114000000.0,156800000.0,536000000.0,,,,,,,,,263000000.0,,-2645000000.0,616800000,-42000000.0,,,616800000,,-33000000.0,1450000000.0,,616800000,,,,,,,0.5,,,84000000.0,,,,,,,5387000000.0,,,,,3422000000.0,,,,,-56000000.0,,-808000000.0,,,,,,487000000.0,,,,,,,,,1219000000.0,,,,,,1161000000.0,,,,,,,,1535000000.0,109000000.0,,,,,,,,,156800000.0,,-2862000000.0,,2263000000.0,,78400000,78400000,,,679000000.0,0.0,,,,316000000.0,,,,11072000000.0,,-719000000.0,,,,,,,,,,,,,750000000.0,,,78400000,,,,,,,2589000000.0,,,-118000000.0,,,,,,0.5,,,,,,,,,,,-177000000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.867628800,,,,,,,,,,,,,,,,,,,,,,,,,,157000000.0,,,,,,,,,,,,,616900000,,,,616900000,,,,,616900000,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157000000.0,,,,,,78500000,78500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78500000,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.875577600,,,,,,,,,,,,,,,,,,,,,,,,,,156900000.0,,,,,,,,,,,,,616900000,,,,616900000,,,,,616900000,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156900000.0,,,,,,78500000,78500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78500000,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.883526400,15209100000.0,-100000.0,305800000.0,,4279600000.0,21000000.0,,157464000.0,,,312000000.0,,10793100000.0,,77300000.0,,,,,-203800000.0,,312700000.0,163700000.0,,,,,,-147000000.0,98200000.0,17077800000.0,,98200000.0,58300000.0,1.94,,143000000.0,,970800000,,157464000.0,,-1110900000,,,,,-1110900000,-18900000.0,1022000000.0,0.0,772700000.0,-5635900000.0,,,1595400000.0,143000000.0,,,305800000.0,486300000.0,2821400000.0,,,,-29600000.0,2335100000.0,,1003000000.0,,,,15209100000.0,1808800000.0,,2628500000.0,,,,237800000.0,,646600000.0,,,,-5635900000.0,-100000.0,,60900000.0,9573200000.0,1.94,,,,-62300000.0,,17077800000.0,,,503300000.0,18080800000.0,723500000.0,,305800000.0,13801200000.0,,,18080800000.0,-237800000.0,646600000.0,503300000.0,-8900000.0,-147000000.0,,6969800000.0,,312700000.0,,739700000.0,,-1857500000.0,70400000,70400000,,652600000.0,,,,489600000.0,98200000.0,,,,10793100000.0,,6969800000.0,,535800000.0,163700000.0,,772700000.0,1808800000.0,723500000.0,98200000.0,,,4279600000.0,,,,183800000.0,,70400000,4931300000.0,,,,,237800000.0,,2628500000.0,,,13801200000.0,856400000.0,,,,,1558200000.0,,,98200000.0,,-5000000.0,1003000000.0,1275500000.0,4931300000.0,9573200000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.891302400,,,,,4321100000.0,,-11200000.0,,,,,-10000000.0,,,,,,34000000.0,,,,271900000.0,188900000.0,,,220892857.0,,,-145700000.0,48800000.0,,98200000.0,48800000.0,,,,143000000.0,,1200000000,,,,536000000,-64100000.0,,,,322500000,,,,,-5701300000.0,-116100000.0,0.56,,,,,,,,253500000.0,213400000.0,,,,200600000.0,948700000.0,,,,15204700000.0,1600900000.0,,,,-87500000.0,9700000.0,,76900000.0,686900000.0,,,,,600600000.0,-49400000.0,,9503400000.0,,,,,,,17101300000.0,,,463200000.0,,728400000.0,209700000.0,,,,,18050000000.0,,,,,,189400000.0,7149000000.0,220892857.0,,,,,,123700000,123700000,,,,,,,,,,,,,,,,,,600600000.0,,,,145100000.0,-145500000.0,,-186800000.0,48800000.0,,,,123700000,5039300000.0,,,990300000.0,0.0,247800000.0,,2617100000.0,21600000.0,,13728900000.0,,667800000.0,,,0.56,,-83400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.899164800,,,,,4471500000.0,,-7700000.0,,,,,200000.0,,,,,,,,,,506500000.0,201400000.0,,,226923077.0,,,-143900000.0,71000000.0,,48800000.0,71000000.0,,,,143700000.0,,1277100000,,,,478300000,-307100000.0,,,,282800000,,,,,-5549100000.0,58200000.0,0.13,,,,,,,,278800000.0,165100000.0,,,,121900000.0,1151300000.0,,,,14683700000.0,1844900000.0,,,,32600000.0,-25000000.0,,61900000.0,632800000.0,,,,,609900000.0,22100000.0,,9134600000.0,,,,,,,17184400000.0,,,627000000.0,,728500000.0,323400000.0,,,,,18335700000.0,,,,,,-28300000.0,6996800000.0,226923077.0,,,,,,29500000,60000000,,,,,,,,,,,10862800000.0,,,,,,,609900000.0,,,,155800000.0,33900000.0,,-314900000.0,71000000.0,,,,29500000,5316100000.0,,,953700000.0,305100000.0,251900000.0,,2583300000.0,-6300000.0,,13864200000.0,,670900000.0,,,0.13,,-83600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.907113600,,,,,4556000000.0,,3900000.0,,,,,21300000.0,,,,,,,,,,262200000.0,152600000.0,,,229718310.0,,,-141400000.0,117700000.0,,71000000.0,117700000.0,,,,143700000.0,,1416700000,,,,658100000,-76600000.0,,,,445500000,,,,,-5738200000.0,-146200000.0,0.71,,,,,,,,265400000.0,212500000.0,,,,288200000.0,1174900000.0,,-6000000.0,,14815800000.0,2080100000.0,,,,-112800000.0,8400000.0,,125100000.0,709800000.0,,,,,951400000.0,46700000.0,,9077600000.0,,,0.0,,,,17048200000.0,,,673900000.0,,866500000.0,291200000.0,,,,,18223100000.0,,,,,,188800000.0,6606300000.0,229718310.0,,,,,,163100000,163100000,,,,,,,,,,,10442200000.0,,,,,,,951400000.0,,,,154600000.0,200000.0,,-72500000.0,117700000.0,,,,163100000,5304100000.0,,,1125500000.0,0.0,230700000.0,,2556500000.0,-5300000.0,,13667100000.0,,680000000.0,,,0.71,,-86000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.915062400,15255400000.0,1130900000.0,410900000.0,,4569200000.0,-20400000.0,-67200000.0,226373000.0,,,608600000.0,-25700000.0,10190400000.0,,98200000.0,,,,,-652900000.0,,305300000.0,171900000.0,,,,,,-139000000.0,77800000.0,16996400000.0,117700000.0,77800000.0,7600000.0,1.82,,143700000.0,,1967400000,,226373000.0,,513800000,-205100000.0,,,,313100000,-14200000.0,-392900000.0,116500000.0,1130900000.0,-6012800000.0,-188800000.0,,3513500000.0,143700000.0,,,441400000.0,983700000.0,5861200000.0,357600000.0,200700000.0,,-5900000.0,4877500000.0,152500000.0,1067100000.0,,0.0,,15255400000.0,2183000000.0,,2569100000.0,,66100000.0,1000000.0,256000000.0,57800000.0,718400000.0,,,,-6012800000.0,1130900000.0,-39800000.0,-101600000.0,9242600000.0,1.82,,300000.0,,-82200000.0,,16996400000.0,,,561400000.0,18063500000.0,746800000.0,150300000.0,410900000.0,13494300000.0,,,18063500000.0,-339100000.0,718400000.0,561400000.0,-47800000.0,-139000000.0,152500000.0,6352400000.0,,305300000.0,,1364000000.0,,-782900000.0,94700000,94700000,,502400000.0,,,,763100000.0,77800000.0,,,,10190400000.0,,6352400000.0,,791700000.0,171900000.0,,1130900000.0,2183000000.0,746800000.0,77800000.0,153100000.0,63600000.0,4569200000.0,-208700000.0,77800000.0,,321700000.0,,94700000,5115800000.0,,,1817100000.0,-100000.0,256000000.0,,2569100000.0,-2400000.0,,13494300000.0,1155300000.0,1504000000.0,,,,204200000.0,-86100000.0,,77800000.0,,-21400000.0,1067100000.0,2186300000.0,5115800000.0,9242600000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.922838400,,,,,4579600000.0,,-7500000.0,,,,,-5000000.0,,,,,,41300000.0,,,,271000000.0,196900000.0,,,227833333.0,,,-136400000.0,45600000.0,,77800000.0,45600000.0,,,,143500000.0,,1417400000,,,,591600000,-90700000.0,,,,375600000,,,,,-6119300000.0,-187900000.0,0.6,,,,,,,,212600000.0,215900000.0,,,,229600000.0,1085200000.0,,-44500000.0,,15338900000.0,2133800000.0,,,,-130200000.0,-6400000.0,,92900000.0,769000000.0,,,,,1107200000.0,-32200000.0,,9219600000.0,,,,,,,17103200000.0,,,582700000.0,,755600000.0,204400000.0,,,,,18188400000.0,,,,,,121900000.0,6335300000.0,227833333.0,,,,,,136700000,136700000,,,,,,,,,,,,,,,,,,1107200000.0,,,,148800000.0,,,-56900000.0,45600000.0,,,,136700000,5234600000.0,,,1213000000.0,0.0,260000000.0,,2559600000.0,2700000.0,,13608800000.0,,837400000.0,,,0.6,,-86100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.930700800,,,,,4593200000.0,,6200000.0,,,,,11700000.0,,,,,,-100000.0,,,,304100000.0,210700000.0,,,227818182.0,,,-133900000.0,226500000.0,,45600000.0,226500000.0,,,,143400000.0,,1523900000,,,,607000000,-93000000.0,,,,374100000,,,,,-6109400000.0,-5000000.0,0.55,,,,,,,,272800000.0,232900000.0,,,,226700000.0,1411400000.0,,-52600000.0,,15333600000.0,2510600000.0,,,,-73700000.0,-8300000.0,,101400000.0,809000000.0,,,,,1430000000.0,180900000.0,,9224200000.0,,,,,,,16971800000.0,,,724800000.0,,776500000.0,204300000.0,,,,,18383200000.0,,,,,,179800000.0,6142800000.0,227818182.0,,,,,,125300000,125300000,,,,,,,,,,,10190600000.0,,,,,,,1430000000.0,,,,150700000.0,,,-86900000.0,226500000.0,,,,125300000,5140200000.0,,,1319600000.0,-100000.0,249400000.0,,2538400000.0,3400000.0,,13790000000.0,,945500000.0,,,0.55,,-85300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
