,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,quarterlyRetainedEarnings,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGoodwill,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualRetainedEarnings,quarterlyCurrentAssets,trailingNetIncome,annualDilutedAverageShares,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,trailingPretaxIncome,annualPretaxIncome,trailingPurchaseOfInvestment,annualDilutedEPS,annualCashDividendsPaid,quarterlyDilutedEPS,annualCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,annualEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,quarterlyTotalAssets,trailingOperatingIncome,annualNonCurrentDeferredRevenue,annualOtherCurrentAssets,trailingTotalRevenue,annualNetIncome,annualLongTermDebt,annualOperatingIncome,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,annualAccountsPayable,trailingInvestingCashFlow,annualFreeCashFlow,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,trailingTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyGrossProfit,annualRepurchaseOfCapitalStock,annualBasicAverageShares,quarterlyNetIncome,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,annualTaxProvision,trailingSaleOfInvestment,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyChangeInInventory,quarterlyAccountsReceivable,annualCurrentLiabilities,annualNetPPE,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyOperatingExpense,quarterlyCurrentAccruedExpenses,quarterlyEndCashPosition,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyInvestingCashFlow,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualSaleOfInvestment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,quarterlyBasicEPS,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,trailingRepaymentOfDebt,quarterlyPretaxIncome,annualChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,trailingGrossProfit,trailingNetIncomeCommonStockholders,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,quarterlyAccumulatedDepreciation,trailingInterestExpense,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,annualBeginningCashPosition,annualTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,trailingCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,quarterlyResearchAndDevelopment,annualBasicEPS,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyDilutedAverageShares,trailingOtherNonCashItems,annualInvestingCashFlow,trailingSellingGeneralAndAdministration,quarterlyIncomeTaxPayable,annualCapitalExpenditure,annualChangeInInventory,quarterlyGrossPPE,trailingStockBasedCompensation,annualOperatingExpense,trailingDeferredIncomeTax,quarterlyCapitalExpenditure,annualCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyOperatingCashFlow,trailingNetOtherFinancingCharges,annualChangesInAccountReceivables,annualInterestExpense,trailingBeginningCashPosition,trailingCostOfRevenue,trailingChangesInAccountReceivables,annualPurchaseOfInvestment,trailingCashDividendsPaid,quarterlyTaxProvision,annualTotalRevenue,quarterlyOtherCurrentLiabilities,trailingResearchAndDevelopment,quarterlyNetPPE,annualCapitalStock,quarterlyStockBasedCompensation,trailingOperatingExpense,quarterlyEbitda,trailingChangeInInventory,annualNetOtherFinancingCharges,annualGrossProfit,annualStockBasedCompensation,annualGoodwill,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualInventory,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,trailingDilutedAverageShares,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingBasicAverageShares,trailingRepurchaseOfCapitalStock,trailingDilutedEPS
1301529600,3830608000000.0,,806213000000.0,,1203683000000.0,,10662776000000.0,,1736557000000.0,,6819594000000.0,,6702844000000.0,,,,,,2260802000000.0,,,,,,823.398,,192486000000.0,,,542534000000.0,,22937219000000.0,,,,,,,,-322874000000.0,16234375000000.0,,,,,610075000000.0,,,-8101000000.0,3152845000000.0,,-467372000000.0,10650202000000.0,,282701000000.0,,3722387000000.0,,,542534000000.0,,,,,,537268000000.0,3282716000000.0,,640495486.0,420898000000.0,154924000000.0,-3343000000.0,,,,-19578000000.0,4032991000000.0,,,,186474000000.0,2895313000000.0,1864396000000.0,1385026000000.0,,,-299275000000.0,,,,,,,,659405000000.0,44639000000.0,,847.041,,,,768901000000.0,,-29411000000.0,,,,54621000000.0,11217152000000.0,,-16460088000000.0,,-940574000000.0,2191239000000.0,1385026000000.0,,3475808000.0,,,,711033000000.0,,,,1795507000000.0,2270398000000.0,80944000000.0,,,,295987000000.0,59365000000.0,,,231180000000.0,-478764000000.0,297982000000.0,,,,231633000000.0,1787082000000.0,582239000000.0,,,660111604.0,,,,459656000000.0,,,24490604000000.0,,,,-302896000000.0,,3908861000000.0,827074000000.0,1506579000000.0,,,,,,,,,231633000000.0,,17164000000.0,,8030516000000.0,,,,1459920000000.0,,,,,,,-560000000.0,,,728540000000.0,,,,,,,,,
1309392000,3805857000000.0,,831830000000.0,,723996000000.0,,11126256000000.0,,1754861000000.0,,6201344000000.0,,6098155000000.0,,,,,,2478537000000.0,,,,,,710.4,,319258111000.0,,,467794000000.0,,22612315000000.0,,,,,,,,-20343000000.0,16514160000000.0,,,,,629675000000.0,,,-3187000000.0,3049926000000.0,,109152000000.0,10007201000000.0,,281333000000.0,,3823903000000.0,,,467794000000.0,,,,,,465436000000.0,3212951000000.0,,640495486.0,445576000000.0,170318000000.0,-18616000000.0,,,,-29305000000.0,3794094000000.0,,,,217050000000.0,3155459000000.0,1885166000000.0,958071000000.0,,,-1260956000000.0,,,,,,,,1385026000000.0,44639000000.0,,730.38,,,,648066000000.0,,-142117000000.0,,,,-98989000000.0,11540923000000.0,,-16824431000000.0,,-637047000000.0,1789901000000.0,958071000000.0,,4610933000.0,,,,410331000000.0,,,,1695385000000.0,2251390000000.0,85320000000.0,,,,-45909000000.0,58723000000.0,,,450909000000.0,-808552000000.0,662362000000.0,,,,182630000000.0,1298288000000.0,442938000000.0,,,727438838.0,,,,303995000000.0,,,25365967000000.0,,,,-911805000000.0,,4040953000000.0,668444000000.0,1635801000000.0,,,,,,,,,182630000000.0,,16929000000.0,,8541536000000.0,,,,1363061000000.0,,,,,,,40573000000.0,,,-433707000000.0,,,,,,,,,
1317340800,3903773000000.0,,1050907000000.0,,647766000000.0,,11442251000000.0,,1755040000000.0,,6665282000000.0,,6788585000000.0,,,,,,2371158000000.0,,,,,,591.963,,71209000000.0,,,386166000000.0,,23142912000000.0,,,,,,,,-382370000000.0,16354327000000.0,,,,,655569000000.0,,,50000000.0,2814407000000.0,,894929000000.0,10569055000000.0,,264968000000.0,,3820418000000.0,,,386166000000.0,,,,,,381001000000.0,3311596000000.0,,635127559.0,438859000000.0,176430000000.0,-235849000000.0,,,,-30590000000.0,3284063000000.0,,,-71096000000.0,244720000000.0,3056746000000.0,657384000000.0,1728719000000.0,,,-675749000000.0,,,,,,,,958071000000.0,44639000000.0,,608.058,,,,501249000000.0,,96006000000.0,,,,212740000000.0,11490346000000.0,,-17228546000000.0,,-379729000000.0,2779412000000.0,1728505000000.0,,3939562000.0,,,,-106406000000.0,,,,1998051000000.0,2817276000000.0,100357000000.0,,,,8083000000.0,67776000000.0,,,225585000000.0,182384000000.0,285878000000.0,,,,,1296445000000.0,284553000000.0,,,654743676.0,,,,216557000000.0,,,25437495000000.0,,,,-616757000000.0,,4065138000000.0,763672000000.0,1264523000000.0,,,,,,,,,120248000000.0,,592004000000.0,,8208949000000.0,,,,1257175000000.0,,,,,,,496639000000.0,,,771158000000.0,,,,,,,,,
1325289600,4959737000000.0,2180223000000.0,1074393000000.0,,85672000000.0,,11642525000000.0,320494000000.0,1749933000000.0,,6673590000000.0,11642525000000.0,6117479000000.0,,655712063.0,24366036000000.0,11633327000000.0,-37872000000.0,3309548000000.0,,2182858000000.0,,2466.753,-668293000000.0,,290791000000.0,76966000000.0,1650794000000.0,2363554000000.0,216395000000.0,959276000000.0,24366036000000.0,,212172000000.0,3350444000.0,,1612889000000.0,4400357000000.0,2155608000000.0,-17431000000.0,18248557000000.0,1703268000000.0,,2661117000000.0,,587384000000.0,293725000000.0,,-8776000000.0,3201264000000.0,11661881000000.0,,11633327000000.0,61396000000.0,268346000000.0,3201264000000.0,3662631000000.0,-208012000000.0,635963396.0,216395000000.0,863549000000.0,1650794000000.0,599093000000.0,,2482703000000.0,198306000000.0,4400357000000.0,,,290791000000.0,219590000000.0,620009000000.0,6117479000000.0,,2732006000000.0,-62115140000.0,2732006000000.0,6673590000000.0,9030998000000.0,0.0,311032000000.0,3981752000000.0,863549000000.0,1650794000000.0,1074393000000.0,,-2003081000000.0,6306395000000.0,268346000000.0,381671000000.0,4959737000000.0,,1612889000000.0,2995803000000.0,1728719000000.0,44639000000.0,5009337000000.0,,-1579118000000.0,76966000000.0,,262328000000.0,988019000000.0,-164453000000.0,,,2725187000000.0,-206244000000.0,11661881000000.0,501505000000.0,-17563443000000.0,,378232000000.0,2725187000000.0,1650794000000.0,,3350444000.0,,659405000000.0,18248557000000.0,,-71299000000.0,,26594441000000.0,2995803000000.0,2363554000000.0,92376000000.0,,10231128000000.0,,123510000000.0,85518000000.0,2536.128,,212172000000.0,25617000000.0,934001000000.0,,1583765000000.0,,,1703268000000.0,,-239975000000.0,,,,-4239061000000.0,,293725000000.0,-3645278000000.0,-132222622000.0,26594441000000.0,,12873394000000.0,,-1813820000000.0,-1079315000000.0,3973663000000.0,-319121000000.0,1899492000000.0,,,343776000000.0,,,,-743018000000.0,,64022000000.0,15988278000000.0,501505000000.0,,9030998000000.0,44639000000.0,,,942088000000.0,,-20014000000.0,15029002000000.0,,1749933000000.0,271382000000.0,-475256000000.0,219590000000.0,-17563443000000.0,-77972000000.0,0.0,,,,,,,,
1333152000,7572331000000.0,,731226000000.0,,657485000000.0,,11359342000000.0,,1740203000000.0,,6582580000000.0,,5555731000000.0,,,,,,2555042000000.0,,,,,,478.632,,72801000000.0,,,306424000000.0,,26546901000000.0,,,,,,,,-3129281000000.0,20991170000000.0,,,,,625804000000.0,,,-2665000000.0,6160188000000.0,,-319446000000.0,14154911000000.0,,257827000000.0,,3714133000000.0,,,306424000000.0,,,,,,300381000000.0,6315444000000.0,,627882874.0,390897000000.0,184070000000.0,-30061000000.0,,,,17128000000.0,2485797000000.0,,,,271436000000.0,3237449000000.0,1492765000000.0,1769391000000.0,,,-3174210000000.0,,,,,,,,1650794000000.0,44639000000.0,,488.067,,,,381984000000.0,,-3068049993000.0,,,,-7513000000.0,11342733000000.0,,-17891837000000.0,,-939847000000.0,2500617000000.0,1769391000000.0,,3787252000.0,,,,248702000000.0,,,,2940927000000.0,1746460000000.0,97035000000.0,,,,433736000000.0,66544000000.0,,,200837000000.0,2074117000000.0,144288000000.0,,,,,1966387000000.0,229440000000.0,,,648679324.0,,,,347662000000.0,,,26588293000000.0,,,,-563683000000.0,,3985569000000.0,476684000000.0,1221168000000.0,,,,,,,,,81603000000.0,,5673000000.0,,8696456000000.0,,,,1104823000000.0,,,,,,,146806000000.0,,,121075000000.0,,,,,,,,,
1341014400,7950488000000.0,,562266000000.0,,81281000000.0,,11500953000000.0,,1740251000000.0,,5322259000000.0,,4754447000000.0,,,,,,2597518000000.0,,,,,,211.899,,71584000000.0,,,143396000000.0,,25773391000000.0,,,,,,,,-1116000000.0,21018944000000.0,,,,,624062000000.0,,,-2251000000.0,6150182000000.0,,462710000000.0,13272747000000.0,,263263000000.0,,3715943000000.0,,,143396000000.0,,,,,,244367000000.0,6682493000000.0,,627882874.0,264151000000.0,226429000000.0,-32078000000.0,,,,-63397000000.0,1843465000000.0,,,,299334000000.0,3295845000000.0,921864000000.0,1176948000000.0,,,-539814000000.0,,,,,,,,1769391000000.0,44639000000.0,,228.327,,,,310473000000.0,,-41424581000.0,,,,16075000000.0,11471832000000.0,,-18339861000000.0,,-872968000000.0,1739214000000.0,1176948000000.0,,2704090000.0,,,,-290989000000.0,,,,2834024000000.0,1151246000000.0,102404000000.0,,,,137549000000.0,70620000000.0,,,205540000000.0,-835180000000.0,53113000000.0,,,,,313129000000.0,216928000000.0,,,676718625.0,,,,166241000000.0,,,27111009000000.0,,,,-699950000000.0,,4015277000000.0,420098000000.0,781231000000.0,,,,,,,,,66106000000.0,,739478000000.0,,8771148000000.0,,,,1036939000000.0,,,,,,,-235000000.0,,,-593763000000.0,,,,,,,,,
1348963200,8187184000000.0,,558570000000.0,,116298000000.0,,11610756000000.0,,1740149000000.0,,5312383000000.0,,5443180000000.0,,,,,,1880215000000.0,,,,,,284.826,,73613000000.0,,,178872000000.0,,26058496000000.0,,,,,,,,3092239000000.0,20615316000000.0,,,,,659169000000.0,,,187000000.0,5721313000000.0,,70516000000.0,13499567000000.0,,23670000000.0,,2989681000000.0,,,178872000000.0,,,,,,175534000000.0,6856825000000.0,,627882874.0,376321000000.0,238606000000.0,-37307000000.0,,,,-34091000000.0,1950202000000.0,,,-69684000000.0,1135835000000.0,2676341000000.0,1175599000000.0,1168091000000.0,,,-976086000000.0,,,,,,,,1176948000000.0,44639000000.0,,284.826,,,,195340000000.0,,-3144250000000.0,,,,24561000000.0,11540535000000.0,,-18070424000000.0,,-1336180000000.0,1726661000000.0,1168091000000.0,,4218085000.0,,,,-124820000000.0,,,,2739298000000.0,919726000000.0,102899000000.0,,,,9809000000.0,83982000000.0,,,209291000000.0,-111770000000.0,286451000000.0,,,,13590000000.0,399993000000.0,175800000000.0,,,627882874.0,,,,0.0,,,27143307000000.0,,,,-965648000000.0,,4125516000000.0,313340000000.0,1081946000000.0,,,,,,,,,19806000000.0,,4012022767000.0,,9072883000000.0,,,,957408000000.0,,,,,,,81645000000.0,,,-5910000000.0,,,,,,,,,
1356912000,6565882000000.0,204308000000.0,574544000000.0,,-395998000000.0,,12124657000000.0,-25636000000.0,1744483000000.0,,6174895000000.0,12124657000000.0,5294421000000.0,,648839171.0,25595559000000.0,12740777000000.0,-15092000000.0,1816602000000.0,,1550887000000.0,,1791.651,-655133000000.0,,366963000000.0,62379000000.0,920125000000.0,1493112000000.0,523013000000.0,4106440000000.0,25595559000000.0,,160821000000.0,3123624000.0,,1151705000000.0,5348457000000.0,1822525000000.0,-54787000000.0,20301138000000.0,253884000000.0,,459066000000.0,,703983000000.0,60253000000.0,,78841000000.0,5586333000000.0,11854777000000.0,-138857000000.0,12740777000000.0,516263000000.0,26494000000.0,5586333000000.0,3247381000000.0,0.0,627882874.0,523013000000.0,890863000000.0,920125000000.0,295887000000.0,,2613018000000.0,524825000000.0,5348457000000.0,,,366963000000.0,242146000000.0,359673000000.0,5294421000000.0,,1954920000000.0,-28544000000.0,1954920000000.0,6174895000000.0,9712719000000.0,2133000000.0,950007000000.0,2676679000000.0,890863000000.0,920125000000.0,574544000000.0,,-619474000000.0,3999664000000.0,26494000000.0,1040971000000.0,6565882000000.0,74923000000.0,1151705000000.0,2689658000000.0,1168091000000.0,44639000000.0,4576284000000.0,,-2991067000000.0,62379000000.0,,650223000000.0,-724653000000.0,-9975000000.0,,,1494669000000.0,-48215000000.0,11854777000000.0,294305000000.0,-18476317000000.0,,157928000000.0,1494669000000.0,920125000000.0,,3123624000.0,,1650794000000.0,20301138000000.0,-16131000000.0,231394000000.0,,28189036000000.0,2689658000000.0,1493112000000.0,110040000000.0,,7188600000000.0,,459877000000.0,83410000000.0,1834.275,,160821000000.0,-541900000000.0,-279544000000.0,,1255000000000.0,,125604000000.0,253884000000.0,-25636000000.0,-3154225000000.0,,,,-5309584000000.0,,60253000000.0,-3540598000000.0,-108904000000.0,28189036000000.0,,10371514000000.0,,-1311317000000.0,585267000000.0,4197388000000.0,570702000000.0,915319000000.0,,-183238000000.0,412379000000.0,,,,-92945000000.0,,125398000000.0,16300479000000.0,294305000000.0,,9712719000000.0,44639000000.0,,,1464246000000.0,,74112000000.0,12194039000000.0,,1744483000000.0,304557000000.0,288047000000.0,242146000000.0,-18476317000000.0,-246055000000.0,0.0,277217000000.0,,,,,,,
1364688000,6754034000000.0,,527105000000.0,,134785000000.0,,11890283000000.0,,1736161000000.0,,6287108000000.0,,5081678000000.0,,,,,,1707902000000.0,,,,,,563.991,,61834000000.0,,,354154000000.0,,25408842000000.0,,,,,,,,-20999000000.0,20327164000000.0,,,,,681973000000.0,,,-1672000000.0,5808572000000.0,,6519000000.0,13041142000000.0,,28833000000.0,,2977167000000.0,,,354154000000.0,,,,,,345934000000.0,5750275000000.0,,627882874.0,634757000000.0,205115000000.0,77496000000.0,,,,18477000000.0,2223429000000.0,,,,1135470000000.0,2554421000000.0,979105000000.0,1124348000000.0,,,-165735000000.0,,,,,,,,920125000000.0,44639000000.0,,563.991,,,,427906000000.0,,-116933000000.0,,,,183438000000.0,11585120000000.0,,-18910687000000.0,,-999872000000.0,1651453000000.0,1124348000000.0,,1951802000.0,,,,-149972000000.0,,,,2653778000000.0,1070255000000.0,89907000000.0,,,,315826000000.0,81597000000.0,,,150409000000.0,-305185000000.0,-393493000000.0,,,,81972000000.0,253537000000.0,2176000000.0,,,627882874.0,,,,102955000000.0,,,28488676000000.0,,,,-539363000000.0,,4112637000000.0,422746000000.0,674148000000.0,,,,,,,,,81972000000.0,,5008425676000.0,,9577989000000.0,,,,1199786000000.0,,,,,,,72509000000.0,,,203228000000.0,,,,,,,,,
1372550400,6371453000000.0,,542662000000.0,,107729000000.0,,12575236000000.0,,1733668000000.0,,5688502000000.0,,5230666000000.0,,,,,,1692792000000.0,,,,,,739.593,,61783000000.0,,,465586000000.0,,25436408000000.0,,,,,,,,5526000000.0,20205742000000.0,,,,,709786000000.0,,,68000000.0,6025352000000.0,,19123000000.0,12059955000000.0,,35070000000.0,,3124710000000.0,,,466644000000.0,,,,,,467710000000.0,5431570000000.0,,629481423.0,613074000000.0,179640000000.0,98430000000.0,,,,6044000000.0,2266083000000.0,,,,1039513000000.0,2552903000000.0,954551000000.0,1282743000000.0,,,-614162000000.0,,,,,,,,1124348000000.0,44639000000.0,,739.593,,,,600697000000.0,,-44404000000.0,,,,8172000000.0,12592345000000.0,,-19273485000000.0,,-110959000000.0,1825405000000.0,1282743000000.0,,3486596000.0,,,,-48348000000.0,,,,2569800000000.0,1613567000000.0,83017000000.0,,,,5219000000.0,80614000000.0,,,98885000000.0,71047000000.0,-492201000000.0,,,,132986000000.0,275004000000.0,-27530000000.0,,,629481423.0,,,,89102000000.0,,,28660260000000.0,,,,-592700000000.0,,4164223000000.0,571807000000.0,700429000000.0,,,,,,,,,132987000000.0,,3928936521000.0,,9386775000000.0,,,,1393500000000.0,,,,,,,84706000000.0,,,157314000000.0,,,,,,,,,
1380499200,6497160000000.0,,562057000000.0,,78514000000.0,,12785128000000.0,,1733261000000.0,,5653315000000.0,,5381630000000.0,,,,,,1657083000000.0,,,,,,786.546,,62576000000.0,,,499793000000.0,,25933478000000.0,,,,,,,,-38215000000.0,20551848000000.0,,,,,709947000000.0,,,3000000.0,6244481000000.0,,-58912000000.0,12150475000000.0,,36330000000.0,,3076480000000.0,,,504026000000.0,,,,,,330360000000.0,5180127000000.0,63038000000.0,635387135.0,593647000000.0,176220000000.0,-74549000000.0,,,,-26758000000.0,2272797000000.0,,,-70509000000.0,1048114000000.0,2508399000000.0,985695000000.0,1470615000000.0,,,-554124000000.0,,,,,,,,1282743000000.0,44639000000.0,,786.546,,,,429716000000.0,,-26659000000.0,,,,10619000000.0,13047893000000.0,,-19705861000000.0,,12537000000.0,2032672000000.0,1470615000000.0,,1902316000.0,,,,-76194000000.0,,,,2707540000000.0,1771607000000.0,78669000000.0,,,,-21942000000.0,77469000000.0,,,87672000000.0,-57969000000.0,-325000000000.0,,,,156657000000.0,185611000000.0,-18181000000.0,,,635387135.0,,,,136487000000.0,,,29094292000000.0,,,,-728787000000.0,,4124594000000.0,568081000000.0,807301000000.0,,,,,,,,,99356000000.0,,3782724124000.0,,9388431000000.0,,,,1218332000000.0,,,,,,,48038000000.0,,,195208000000.0,,,,,,,,,
1388448000,6340738000000.0,-969870000000.0,417542000000.0,,115253000000.0,,13102495000000.0,-12270000000.0,1733261000000.0,,6069220000000.0,13102495000000.0,5123415000000.0,,632861189.0,26576515000000.0,12409958000000.0,134425000000.0,1699390000000.0,,1827101000000.0,,2576.421,-655946000000.0,,544662000000.0,62705000000.0,1398639000000.0,1302277000000.0,311011000000.0,4354299000000.0,26576515000000.0,,50894000000.0,1759492000.0,,1638964000000.0,5010387000000.0,2015343000000.0,-20995000000.0,21453100000000.0,214716000000.0,,436281000000.0,,728078000000.0,112316000000.0,,13478000000.0,6301966000000.0,13452372000000.0,28562000000.0,12409958000000.0,319384000000.0,47589000000.0,6301966000000.0,3151031000000.0,0.0,632861189.0,314140000000.0,988193000000.0,1398639000000.0,400797000000.0,,2829784000000.0,294202000000.0,5010387000000.0,168825000000.0,,544662000000.0,177120000000.0,28992000000.0,5123415000000.0,,2257316000000.0,-37373000000.0,2257316000000.0,6069220000000.0,10196607000000.0,2243000000.0,1143810000000.0,2681071000000.0,988193000000.0,1398639000000.0,417542000000.0,,-1172456000000.0,3558570000000.0,47589000000.0,474218000000.0,6340738000000.0,-4708000000.0,1630544000000.0,2750782000000.0,1470615000000.0,44639000000.0,4988719000000.0,,-1761355000000.0,62705000000.0,,384509000000.0,478936000000.0,-4175000000.0,,,1816181000000.0,-67804000000.0,13452372000000.0,21171000000.0,-19948184000000.0,,-663061000000.0,1816181000000.0,1398639000000.0,,1759492000.0,,920125000000.0,21453100000000.0,6760000000.0,130090000000.0,,30144791000000.0,2750782000000.0,1302277000000.0,80241000000.0,,6698394000000.0,,175115000000.0,112705000000.0,2576.421,,50894000000.0,-281050000000.0,240824000000.0,168825000000.0,1426304000000.0,,90307000000.0,214716000000.0,-12270000000.0,-192171000000.0,,,,-2506477000000.0,,112316000000.0,-3122289000000.0,-39610000000.0,30144791000000.0,,10232412000000.0,,-1261439000000.0,-573157000000.0,4294841000000.0,469960000000.0,1376692000000.0,,-267754000000.0,331834000000.0,,,,-74683000000.0,,90307000000.0,16602054000000.0,21171000000.0,,10196607000000.0,44639000000.0,,,1192828000000.0,,11877000000.0,12247755000000.0,,1733261000000.0,352385000000.0,114131000000.0,177120000000.0,-19948184000000.0,-76814000000.0,,461922000000.0,,,,,,,
1396224000,5958926000000.0,,366300000000.0,,-257442000000.0,,13089941000000.0,,1733261000000.0,,6283342000000.0,,4781781000000.0,,,,,,1913629000000.0,,,,,,422.244,,63348000000.0,,,269814000000.0,,26067226000000.0,,,,,,,,-1617000000.0,21285445000000.0,,,,,703210000000.0,,,-5099000000.0,6439464000000.0,,-25425000000.0,12242268000000.0,,64324000000.0,,3055126000000.0,,,269814000000.0,,,,,,267309000000.0,4748135000000.0,229109000000.0,639066090.0,542613000000.0,189405000000.0,137145000000.0,,,,-26265000000.0,2245130000000.0,,,,1146794000000.0,2796539000000.0,1002465000000.0,1067354000000.0,,,-608985000000.0,,,,,,,,1398639000000.0,44639000000.0,,422.244,,,,332577000000.0,,-20738000000.0,,,,-2605000000.0,13113486000000.0,,-20370801000000.0,,-621408000000.0,1433654000000.0,1067354000000.0,,3120000000.0,,,,7350000000.0,,,,2653885000000.0,1917945000000.0,78636000000.0,,,,59273000000.0,100906000000.0,,,42802000000.0,-111856000000.0,-564642000000.0,,,,65268000000.0,163798000000.0,-21094000000.0,,,639066090.0,,,,133673000000.0,,,30337634000000.0,,,,-646888000000.0,,4201920000000.0,258587000000.0,389446000000.0,,,,,,,,,65268000000.0,,16956000000.0,,9966833000000.0,,,,1114423000000.0,,,,,,,64733000000.0,,,-331395000000.0,,,,,,,,,
1404086400,6661799000000.0,,374967000000.0,,263800000000.0,,13254623000000.0,,1751075000000.0,,6162670000000.0,,5592624000000.0,,,,,,1661156000000.0,,,,,,766.899,,66097000000.0,,,490116000000.0,,27027649000000.0,,,,,,,,-27567000000.0,21435025000000.0,,,,,717438000000.0,,,-817358000000.0,6534878000000.0,,143864000000.0,12824469000000.0,,69813000000.0,,3128362000000.0,,,498536000000.0,,,,,,497639000000.0,5251943000000.0,280458000000.0,639066090.0,521850000000.0,399899000000.0,112869000000.0,,,,-116607000000.0,2483091000000.0,,,,1177006000000.0,2564906000000.0,953562000000.0,1331263000000.0,,,-842150000000.0,,,,,,,,1067354000000.0,44639000000.0,,766.899,,,,608006000000.0,,-127738000000.0,,,,-9143000000.0,13493924000000.0,,,,193093000000.0,1706230000000.0,1331263000000.0,,838000000.0,,,,-203294000000.0,,,,2566599000000.0,1814027000000.0,82593000000.0,,,,43176000000.0,104054000000.0,,,35139000000.0,120856000000.0,-145409000000.0,,,,110367000000.0,417181000000.0,-94064000000.0,,,639066090.0,,,,63270000000.0,,,10057105000000.0,,,,-722782000000.0,,4305368000000.0,563456000000.0,986582000000.0,,,,,,,,,110367000000.0,,33122000000.0,,10057105000000.0,,,,1408037000000.0,,,,,,,71984000000.0,,,265288000000.0,,,,,,,,,
