date,trailingNetOtherFinancingCharges,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,trailingNetIncomeContinuousOperations,annualCurrentDebt,annualInvestmentsAndAdvances,annualAccumulatedDepreciation,trailingEndCashPosition,trailingTaxProvision,trailingOperatingIncome,annualNetOtherFinancingCharges,trailingOperatingExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualCostOfRevenue,annualBeginningCashPosition,annualOtherNonCurrentAssets,annualOperatingExpense,annualCurrentAssets,annualDilutedEPS,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,trailingBeginningCashPosition,annualRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,trailingCostOfRevenue,annualTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyIncomeTaxPayable,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualRetainedEarnings,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualEbitda,annualBasicEPS,annualNetIncome,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualCommonStockIssuance,annualOtherIntangibleAssets,annualFreeCashFlow,quarterlyAccountsReceivable,annualOtherShortTermInvestments,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualOtherCurrentAssets,quarterlyOtherCurrentAssets,annualLongTermDebt,annualStockholdersEquity,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalAssets,annualTaxProvision,annualDepreciationAndAmortization,quarterlyCurrentDebt,annualCurrentLiabilities,annualOtherNonCashItems,quarterlyNetPPE,annualPurchaseOfBusiness,quarterlyInventory,quarterlyInvestmentsAndAdvances,annualInventory,annualSaleOfInvestment,annualIncomeTaxPayable,annualNetPPE,annualGrossProfit,annualOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,trailingPurchaseOfBusiness,trailingNetIncome,trailingPretaxIncome,annualChangeInInventory,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,annualBasicAverageShares,annualNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualOtherNonCurrentLiabilities,annualRepaymentOfDebt,annualChangeInWorkingCapital,quarterlyCapitalStock,annualPretaxIncome,annualInterestExpense,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,annualGoodwill,annualCapitalExpenditure,annualOperatingIncome,trailingGrossProfit,annualInvestingCashFlow,annualAccountsPayable,trailingInvestingCashFlow,annualCapitalStock,annualPurchaseOfInvestment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalRevenue,annualOtherIncomeExpense,trailingCapitalExpenditure,trailingRepaymentOfDebt,annualEndCashPosition,annualNonCurrentDeferredRevenue,quarterlyAccountsPayable,trailingTotalRevenue,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,trailingDeferredIncomeTax,quarterlyChangeInInventory,trailingOtherNonCashItems,quarterlyPurchaseOfInvestment,trailingStockBasedCompensation,annualChangeInAccountPayable,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,trailingBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyNetIncomeContinuousOperations,trailingChangeInWorkingCapital,quarterlyEbitda,quarterlyTotalRevenue,quarterlyStockBasedCompensation,trailingCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,annualChangesInAccountReceivables,trailingDilutedAverageShares,quarterlyNetIncome,quarterlyCurrentAccruedExpenses,trailingPurchaseOfInvestment,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingDilutedEPS,trailingSaleOfInvestment,trailingChangeInInventory,quarterlyCommonStockIssuance,quarterlyEndCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlySellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyDepreciationAndAmortization,trailingRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyCostOfRevenue,trailingChangeInAccountPayable,quarterlyBeginningCashPosition,annualResearchAndDevelopment,quarterlyDilutedAverageShares,quarterlyOperatingIncome,quarterlyOperatingExpense,trailingChangesInAccountReceivables,trailingBasicAverageShares,trailingCashDividendsPaid,quarterlyBasicEPS,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,trailingDepreciationAndAmortization,quarterlyInterestExpense,quarterlyCapitalExpenditure,annualStockBasedCompensation
,,,,,,,,,,,,,,,,,,,,,,18867468000.0,,,,,,,,16808162000.0,10069122000.0,,,,,8542124000.0,,,,,,,398026000.0,,,,,1653032000.0,,,,,,307601000.0,,7699184000.0,,73237000.0,,,30520244000.0,8798346000.0,,,,3117440000.0,,,18744070000.0,,2925263000.0,,,,,,,,0.0,1933911000.0,,,,,,,,,,,,39817260000.0,,,61843000.0,,,,113728000.0,,,13625000.0,56625422000.0,,,,,,,,,,,10182499000.0,10244342000.0,,,,,,,1131208000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9486026000.0,3046389000.0,,3037948000.0,,-7479128000.0,,,,613064000.0,,9203365000.0,4278180000.0,18389919000.0,6256581000.0,1697362000.0,2899761000.0,16177050000.0,2.02,,20088309000.0,,,0.0,147811000.0,,20088309000.0,1166409289.0,16177050000.0,10884944000.0,,26524613000.0,,2398883000.0,8649068000.0,4278180000.0,,,5380232000.0,2.11,2398883000.0,196055000.0,-739107000.0,4644000.0,26911000.0,783505000.0,1812311000.0,0.0,42928260000.0,3154484000.0,,1812311000.0,413139000.0,,7985725000.0,118245000.0,118245000.0,7985725000.0,31305082000.0,31305082000.0,9203365000.0,59105310000.0,558997000.0,1414859000.0,3037948000.0,10884944000.0,273504000.0,19045485000.0,-749795000.0,2995039000.0,,2995039000.0,8950000.0,,19045485000.0,5818511000.0,3093490000.0,5436612000.0,1697362000.0,-7479128000.0,,,,55733000.0,413139000.0,9486026000.0,5436612000.0,,26524613000.0,1570529000.0,42928260000.0,1137162342.0,-1472855000.0,0.0,196055000.0,-5980743000.0,-1640119000.0,113737000.0,3605386000.0,359987000.0,26911000.0,59105310000.0,8649068000.0,-2309985000.0,2918750000.0,,-4227934000.0,6893057000.0,,113737000.0,0.0,,9486026000.0,9486026000.0,24208430000.0,,,,7827362000.0,147811000.0,6893057000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,26385545000.0,,,,446419000.0,,,,21943175000.0,15500234000.0,,,,,8659464000.0,,,,,,,194043000.0,,,,,2940936000.0,,,,,,418563000.0,,9584634000.0,,90390000.0,,,32497619000.0,10885311000.0,,,,6400246000.0,,,19955864000.0,,3302802000.0,,,,,,,,0.0,1618074000.0,,,,,,,,,,,,45663936000.0,,,693259000.0,,,,113737000.0,,,25186000.0,67607111000.0,,,,,,,,,,,11669594000.0,12362853000.0,,,,,,,2052479000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14446800000.0,3109716000.0,,2320309000.0,10217503000.0,-9084054000.0,,,,13220000.0,,11301967000.0,5513731000.0,21213553000.0,7827362000.0,12356043000.0,3502237000.0,21780074000.0,2.27,,26092533000.0,7395229000.0,,,129748000.0,,26092533000.0,1187597990.0,21780074000.0,14790566000.0,,31328060000.0,626774000.0,2639278000.0,7245773000.0,5513731000.0,,,5653527000.0,2.32,2639278000.0,27333000.0,-796160000.0,0.0,1270110000.0,3143091000.0,2249637000.0,,45248720000.0,3770529000.0,,2249637000.0,364053000.0,,9877742000.0,2679475000.0,2679475000.0,9877742000.0,34267909000.0,34267909000.0,11301967000.0,67028794000.0,684850000.0,1488671000.0,2320309000.0,14790566000.0,219491000.0,22244006000.0,-3673185000.0,3726623000.0,10217503000.0,3726623000.0,1731000.0,626774000.0,22244006000.0,6399225000.0,6942108000.0,9182703000.0,12356043000.0,-9084054000.0,,,,-606330000.0,364053000.0,14446800000.0,9182703000.0,,31328060000.0,4324118000.0,45248720000.0,1137371000.0,-868499000.0,,27333000.0,-4783408000.0,1429003000.0,113737000.0,3794566000.0,370290000.0,1270110000.0,67028794000.0,7245773000.0,-3799017000.0,2896988000.0,,-8835177000.0,11475556000.0,,113737000.0,-611427000.0,7395229000.0,14446800000.0,14446800000.0,27612778000.0,1179668000.0,,,12506461000.0,129748000.0,11475556000.0,,6217187000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,33115155000.0,,,,500720000.0,,,,26848049000.0,16700375000.0,,,,,7415485000.0,,,,,,,7853356000.0,,,,,2030494000.0,,,,,,363776000.0,,7311418000.0,,1346244000.0,,,36240425000.0,16414780000.0,,,,5054891000.0,,,24005806000.0,,4244423000.0,,,,,,,,0.0,567586000.0,,,,,,,,,,,,49482130000.0,,,362312000.0,,,,113757000.0,,,21316000.0,76330179000.0,,,,,,,,,,,16834139000.0,17196451000.0,,,,,,,2632327000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12579439000.0,3665247000.0,,5704951000.0,,,,,,58335000.0,,15872037000.0,371521000.0,23737684000.0,12506461000.0,636015000.0,3512310000.0,23497978000.0,2.38,,32158704000.0,,,-4560000.0,522390000.0,,32158704000.0,1187555462.0,23497978000.0,16286667000.0,,,,2775880000.0,7453561000.0,371521000.0,,,6669203000.0,2.44,2775880000.0,239320000.0,-796210000.0,,23681000.0,-5250409000.0,1633069000.0,36631000.0,53857455000.0,4642327000.0,,1633069000.0,371353000.0,,14481034000.0,1177992000.0,1177992000.0,14481034000.0,37609667000.0,37609667000.0,15872037000.0,77355433000.0,583456000.0,1773857000.0,5704951000.0,16286667000.0,28305000.0,26317184000.0,-3582967000.0,5285611000.0,,5285611000.0,0.0,,26317184000.0,6734075000.0,-926268000.0,3446916000.0,636015000.0,,,,,-1321014000.0,371353000.0,12616070000.0,3446916000.0,,,-1908641000.0,53857455000.0,1137500120.0,610051000.0,36631000.0,239320000.0,-3889885000.0,-4511365000.0,113757000.0,4248703000.0,646643000.0,23681000.0,77355433000.0,7453561000.0,-4324141000.0,3221765000.0,,-6832675000.0,1904594000.0,,113757000.0,-7694000.0,,12579439000.0,12616070000.0,30471759000.0,,,,11077445000.0,522390000.0,1904594000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,39522953000.0,,,,,,,,28380485000.0,18095781000.0,,,372324000.0,,7493495000.0,,,,,,,239240000.0,,,,,3742394000.0,,,,,,428617000.0,2780302000.0,19989133000.0,,101830000.0,,,38452116000.0,21427172000.0,,,,5681316000.0,,,28473494000.0,,5705575000.0,14886765000.0,,,,,,,5413951000.0,1183928000.0,,,,,,,,,,,,57881626000.0,,,109756000.0,,,,113757000.0,,,80562000.0,86262111000.0,,,,,,,,,,38053966000.0,15220938000.0,15330694000.0,,,,,,,8241599000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12236964000.0,3632968000.0,,6276941000.0,,-12440849000.0,,,,88836000.0,,21540950000.0,572286000.0,28207604000.0,11077445000.0,419238000.0,5184763000.0,27292086000.0,2.81,,41868265000.0,,,0.0,115475000.0,,41868265000.0,1187571000.0,27292086000.0,20327315000.0,,46886511000.0,,3270383000.0,7549326000.0,572286000.0,,,7061687000.0,2.87,3270383000.0,128585000.0,-796300000.0,0.0,438888000.0,-2753052000.0,2403154000.0,,62215865000.0,5393012000.0,,2403154000.0,375979000.0,,20337602000.0,60953000.0,60953000.0,20337602000.0,39609465000.0,39609465000.0,21540950000.0,89507951000.0,568953000.0,1863130000.0,6276941000.0,20327315000.0,611256000.0,34445662000.0,-2444372000.0,5913959000.0,,5913959000.0,904052000.0,,34445662000.0,7362045000.0,5381042000.0,6951842000.0,419238000.0,-12440849000.0,,,,-625394000.0,375979000.0,12236964000.0,6951842000.0,,46886511000.0,438237000.0,62215865000.0,1137571000.0,-6633000.0,,128585000.0,-9451042000.0,362544000.0,113757000.0,4201921000.0,996636000.0,438888000.0,89507951000.0,7549326000.0,-8134094000.0,2177282000.0,,-9369645000.0,2616491000.0,,113757000.0,0.0,,12236964000.0,12236964000.0,35569649000.0,,,,11515682000.0,115475000.0,2616491000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,10316157000.0,,,,,,,,43808562000.0,,,,,,,,27877190000.0,23211267000.0,,37935064000.0,,,7616124000.0,,,,,,,363408000.0,,,,,3796409000.0,,,,,,194144000.0,,19465390000.0,,63172000.0,,,43795222000.0,20597295000.0,,,,5570850000.0,,,37935064000.0,,6207424000.0,,,,,,,,3538153000.0,429852000.0,,,,,,,,,,,,69319584000.0,,,126582000.0,,,,116649000.0,,,490813000.0,97196774000.0,,,,,,,,,,,12936781000.0,13063363000.0,,,,,,,3378397000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10795467000.0,4755455000.0,,7290085000.0,,-15109095000.0,,,,996552000.0,,19649589000.0,11366440000.0,34023315000.0,11515682000.0,606292000.0,5687883000.0,26206857000.0,3.54,,45553745000.0,,,,327245000.0,,45553745000.0,1191064972.0,26206857000.0,25904156000.0,,55891471000.0,,4183878000.0,7659735000.0,11366440000.0,,,8688255000.0,3.61,4183878000.0,34614000.0,-863944000.0,,670412000.0,-470246000.0,4393374000.0,,83414967000.0,5957247000.0,,4393374000.0,233462000.0,,18479218000.0,30721000.0,30721000.0,18479218000.0,54021238000.0,54021238000.0,19649589000.0,109621824000.0,545287000.0,2253769000.0,7290085000.0,25904156000.0,828650000.0,40782376000.0,-673384000.0,5661492000.0,,5661492000.0,240062000.0,,40782376000.0,8337213000.0,6153257000.0,5690597000.0,606292000.0,-15109095000.0,,,,482326000.0,233462000.0,10795467000.0,5690597000.0,,55891471000.0,-1651798000.0,83414967000.0,1160128990.0,3628000.0,,34614000.0,-7481830000.0,908162000.0,127019000.0,5300742000.0,1133744000.0,670412000.0,109621824000.0,7659735000.0,-6623503000.0,2649330000.0,,-6725415000.0,2383225000.0,,127019000.0,,,10795467000.0,10795467000.0,42360528000.0,,,,10132463000.0,327245000.0,2383225000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,13064533000.0,,,,,,,,48526813000.0,,,,,,,,30802323000.0,28096450000.0,,40759626000.0,,,7643249000.0,,,,,,,357972000.0,,,,,4636221000.0,,,,,,305488000.0,,19200641000.0,,151994000.0,,,55641817000.0,20430363000.0,,,,6673996000.0,,,40759626000.0,,5727600000.0,,,,,,,,9294668000.0,919672000.0,,,,,,,,,,,,83947660000.0,,,,,,,30401883000.0,,,1348115000.0,114749983000.0,,,,,,,,,,,13007221000.0,13007221000.0,,,,,,,6555592000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11207706000.0,5405647000.0,,17775991000.0,,-17158231000.0,,,,-59317000.0,,20895263000.0,13306115000.0,39359764000.0,10132463000.0,2021350000.0,5876531000.0,33246023000.0,3.77,,56012927000.0,,,-69162000.0,393365000.0,,56012927000.0,1284890298.0,33246023000.0,35117664000.0,,58438001000.0,,4831678000.0,8832689000.0,13306115000.0,,,9493642000.0,3.78,4831678000.0,40082000.0,-1123313000.0,,2258328000.0,-1998795000.0,5320835000.0,,90817895000.0,6003893000.0,,5320835000.0,319441000.0,,19439172000.0,0.0,0.0,19439172000.0,57176356000.0,57176356000.0,20895263000.0,124063918000.0,564834000.0,2350670000.0,17775991000.0,35117664000.0,896608000.0,41279770000.0,-6074939000.0,5393368000.0,,5393368000.0,615007000.0,,41279770000.0,8576031000.0,853918000.0,7656455000.0,2021350000.0,-17158231000.0,,,,118209000.0,319441000.0,11207706000.0,7656455000.0,,58438001000.0,1286209000.0,90817895000.0,1279452041.0,4369000.0,,40082000.0,-10023921000.0,-6938398000.0,30401883000.0,5970481000.0,1172491000.0,2258328000.0,124063918000.0,8832689000.0,-2852713000.0,2699500000.0,,-8132389000.0,2238403000.0,,30401883000.0,,,11207706000.0,11207706000.0,47935795000.0,,,,11223622000.0,393365000.0,2238403000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,15963266000.0,,,,,,,,56355970000.0,,,,,,,,37227111000.0,31034900000.0,,40924460000.0,,,8914835000.0,,,,,,,403010000.0,,,,,6673726000.0,,,,,,313347000.0,,23826280000.0,,29953000.0,,,59340591000.0,25321070000.0,,,,12353596000.0,,,40924460000.0,,5484017000.0,,,,,,,,8442681000.0,1983132000.0,,,,,,,,,,,,89490244000.0,,,,,,,30401883000.0,,,2188400000.0,126717355000.0,,,,,,,,,,,14168786000.0,14168786000.0,,,,,,,3033164000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,13693804000.0,5955913000.0,,7047965000.0,,-18692154000.0,,,,-273840000.0,,29806391000.0,17220043000.0,51098897000.0,11223622000.0,2250526000.0,6670891000.0,33638050000.0,4.41,,56113870000.0,,,-92376000.0,731624000.0,,56113870000.0,1283912186.0,33638050000.0,26307479000.0,,58315807000.0,,5667378000.0,8927959000.0,17220043000.0,,,10701227000.0,4.41,5667378000.0,30322000.0,-1181602000.0,,2533370000.0,10421419000.0,3544455000.0,,91127990000.0,6511836000.0,,3544455000.0,480481000.0,,27707641000.0,73003000.0,73003000.0,27707641000.0,58187267000.0,58187267000.0,29806391000.0,124766040000.0,681961000.0,2761490000.0,7047965000.0,26307479000.0,1098473000.0,39623653000.0,-331941000.0,4644199000.0,,4644199000.0,102927000.0,,39623653000.0,9051048000.0,14589262000.0,8256953000.0,2250526000.0,-18692154000.0,,,,455288000.0,480481000.0,13693804000.0,8256953000.0,,58315807000.0,3443229000.0,91127990000.0,1283912186.0,-31214000.0,,30322000.0,-19233724000.0,6682274000.0,30401883000.0,6637874000.0,1301863000.0,2533370000.0,124766040000.0,8927959000.0,-4167843000.0,2380157000.0,,-6401111000.0,2637942000.0,,30401883000.0,-2400086000.0,,13693804000.0,13693804000.0,60149945000.0,,,,14209132000.0,731624000.0,2637942000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,19004722000.0,,,,,,,,76150804000.0,,,,,,,,32512843000.0,40054208000.0,,45884349000.0,,,15342603000.0,,,,,,,1133857000.0,,,,,4625066000.0,,,,,,3194813000.0,,29564219000.0,,98289000.0,,,58242384000.0,36096596000.0,,,,21158146000.0,,,45884349000.0,,5287484000.0,,,,,,,,9757185000.0,2830741000.0,,,,,,,,,,,,113129519000.0,,,,,,,30401883000.0,,,7580039000.0,145642362000.0,,,,,,,,,,,12657145000.0,12657145000.0,,,,,,,2768832000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,15971552000.0,6639245000.0,,18418558000.0,,-27737514000.0,,,,30320000.0,,37409639000.0,20313014000.0,46523010000.0,14209132000.0,2666050000.0,6033796000.0,33836298000.0,4.92,,76669835000.0,,,-705052000.0,699358000.0,,76669835000.0,1266544776.0,33836298000.0,39260196000.0,,72695319000.0,,6235883000.0,15772276000.0,20313014000.0,,,12314972000.0,4.92,6235883000.0,323278000.0,-1212499000.0,,6022013000.0,7422440000.0,3677157000.0,,110872463000.0,6644464000.0,,3677157000.0,2081420000.0,,32210535000.0,56547000.0,56547000.0,32210535000.0,57321208000.0,57321208000.0,37409639000.0,144708761000.0,857723000.0,3325669000.0,18418558000.0,39260196000.0,1206883000.0,44957805000.0,-13078174000.0,4952949000.0,,4952949000.0,0.0,,44957805000.0,9435824000.0,11963462000.0,9500657000.0,2666050000.0,-27737514000.0,,,,-432158000.0,2081420000.0,15971552000.0,9500657000.0,,72695319000.0,2446961000.0,110872463000.0,1266544776.0,44190000.0,,323278000.0,-9970367000.0,5411656000.0,30401883000.0,7496968000.0,1492335000.0,6022013000.0,144708761000.0,15772276000.0,-4541022000.0,3402028000.0,,-17718375000.0,2906913000.0,,30401883000.0,-2869838000.0,,15971552000.0,15971552000.0,55958834000.0,,,,16063717000.0,699358000.0,2906913000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,23206962000.0,,,,,,,,87513447000.0,,,,,,,,31875787000.0,33266523000.0,,47078253000.0,,,16417581000.0,,,,,,,1183897000.0,,,,,47702000.0,,,,,,2278220000.0,,48385408000.0,,39738000.0,,,61405484000.0,54246924000.0,,,,11604767000.0,,,47078253000.0,,5648406000.0,,,,,,,,10612661000.0,2731480000.0,,,,,,,,,,,,128525198000.0,,,,,,,30401883000.0,,,6313181000.0,160400985000.0,,,,,,,,,,,17148935000.0,17148935000.0,,,,,,,2650130000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,17841609000.0,7187277000.0,,6391739000.0,,-32622456000.0,,,,64099000.0,,60425845000.0,,48145142000.0,16063717000.0,,6351395000.0,33402727000.0,5.45,,92376013000.0,,,-3733000.0,1320289000.0,,92376013000.0,1262094090.0,33402727000.0,31950168000.0,,85973550000.0,,6880378000.0,16910280000.0,,,,13131581000.0,5.45,6880378000.0,230691000.0,-1199016000.0,,6756268000.0,-426200000.0,4013063000.0,,138146291000.0,6666229000.0,,4013063000.0,2594476000.0,,54095369000.0,,,54095369000.0,67568050000.0,67568050000.0,60425845000.0,171549018000.0,845131000.0,3502639000.0,6391739000.0,31950168000.0,1133243000.0,53351094000.0,-9264331000.0,5294480000.0,,5294480000.0,120444000.0,,53351094000.0,9362883000.0,8326909000.0,,,-32622456000.0,,,,24529000.0,2594476000.0,17841609000.0,,,85973550000.0,-26196000.0,138146291000.0,1262094090.0,15481000.0,,230691000.0,-17639523000.0,2667367000.0,30401883000.0,8032408000.0,1596534000.0,6756268000.0,171549018000.0,16910280000.0,-8753109000.0,3011488000.0,,-11954207000.0,4121974000.0,,30401883000.0,-722085000.0,,17841609000.0,17841609000.0,57508025000.0,,,,16959763000.0,1320289000.0,4121974000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,93391335000.0,,,,,,,,32680862000.0,30992928000.0,,53823357000.0,,,16748168000.0,,,,,,,1713359000.0,,,,,,,,,,,2356940000.0,,55599636000.0,,,,,70846018000.0,62398407000.0,,,,5179960000.0,,,53823357000.0,,5784788000.0,,,,,,,,,,,,,,,,,,,,,143413787000.0,,,,,,,30401883000.0,,,6575998000.0,176094649000.0,,,,,,,,,,,16474264000.0,16474264000.0,,,,,,,2386499000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,17935496000.0,7936641000.0,,1539407000.0,,-34295788000.0,,,,3181000.0,,64295879000.0,,57201105000.0,16959763000.0,,7367766000.0,32795608000.0,6.0,,93480908000.0,,,0.0,1503644000.0,,93480908000.0,1262053268.0,32795608000.0,29185029000.0,,87482438000.0,,7577383000.0,16553016000.0,,,,15023388000.0,6.0,7577383000.0,205198000.0,-1262053000.0,,6253346000.0,1661654000.0,5216897000.0,,141700672000.0,7022649000.0,,5216897000.0,2250422000.0,,57983308000.0,,,57983308000.0,69672617000.0,69672617000.0,64295879000.0,174496280000.0,1158810000.0,3950193000.0,1539407000.0,29185029000.0,1417942000.0,53186650000.0,-2888871000.0,5138624000.0,,5138624000.0,1152715000.0,,53186650000.0,10563665000.0,9022426000.0,,,-34295788000.0,,,,-63288000.0,2250422000.0,17935496000.0,,,87482438000.0,1411073000.0,141700672000.0,1262053268.0,776246000.0,,205198000.0,-7878971000.0,2209024000.0,30401883000.0,9095451000.0,1977744000.0,6253346000.0,174496280000.0,16553016000.0,-7360772000.0,3195899000.0,,-3872797000.0,2635717000.0,,30401883000.0,,,17935496000.0,17935496000.0,67764770000.0,,,,17909131000.0,1503644000.0,2635717000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,96498116000.0,,,,,,,,34302621000.0,28455814000.0,,55281283000.0,,,16770790000.0,,,,,,,2617892000.0,,,,,,,,,,,2300230000.0,,60130075000.0,,,,,72149530000.0,68042302000.0,,,,2136886000.0,,,55281283000.0,,5454040000.0,,,,,,,,,,,,,,,,,,,,,146216257000.0,,,,,,,30401883000.0,,,6493496000.0,180518878000.0,,,,,,,,,,,17987481000.0,17987481000.0,,,,,,,2500560000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
