date,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingInterestExpense,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualRepaymentOfDebt,annualInterestExpense,quarterlyStockholdersEquity,trailingChangesInAccountReceivables,trailingNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,annualDilutedEPS,annualBeginningCashPosition,annualDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,trailingGrossProfit,quarterlyOtherIntangibleAssets,annualSellingGeneralAndAdministration,annualCapitalExpenditure,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,trailingCapitalExpenditure,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyEbitda,trailingStockBasedCompensation,quarterlyNetPPE,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,trailingTaxProvision,quarterlyDilutedEPS,quarterlyTotalRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyAccumulatedDepreciation,annualTotalRevenue,annualCapitalStock,annualCostOfRevenue,trailingOtherNonCashItems,trailingResearchAndDevelopment,annualPurchaseOfBusiness,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,trailingFreeCashFlow,annualOperatingExpense,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyPretaxIncome,annualBasicAverageShares,quarterlyPurchaseOfBusiness,annualTotalLiabilitiesNetMinorityInterest,quarterlyOperatingCashFlow,annualAccumulatedDepreciation,annualDeferredIncomeTax,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingCostOfRevenue,quarterlyChangeInCashSupplementalAsReported,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyResearchAndDevelopment,trailingOperatingExpense,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,quarterlyAccountsReceivable,trailingNetIncome,quarterlyBasicAverageShares,quarterlyCostOfRevenue,quarterlyTotalAssets,annualGoodwill,annualNetOtherInvestingChanges,annualTotalAssets,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,trailingPretaxIncome,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualPretaxIncome,annualNetIncome,trailingChangeInWorkingCapital,quarterlyFreeCashFlow,annualAccountsReceivable,quarterlyNetIncome,trailingInvestingCashFlow,annualFreeCashFlow,annualAccountsPayable,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyDepreciationAndAmortization,trailingSaleOfInvestment,annualStockholdersEquity,trailingTotalRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCashItems,annualEndCashPosition,annualOtherCurrentAssets,quarterlyBasicEPS,annualOperatingIncome,trailingPurchaseOfInvestment,annualCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTaxProvision,annualCashAndCashEquivalents,annualDepreciationAndAmortization,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDilutedAverageShares,quarterlySellingGeneralAndAdministration,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,trailingChangeInAccountPayable,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,annualBasicEPS,trailingOtherIncomeExpense,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,trailingOperatingCashFlow,quarterlyGrossProfit,quarterlyOtherIncomeExpense,annualOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingExpense,annualOtherShortTermInvestments,trailingRepurchaseOfCapitalStock,annualCommonStockIssuance,annualNetPPE,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualSaleOfInvestment,annualChangeInAccountPayable,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualEbitda,annualOperatingCashFlow,annualRepurchaseOfCapitalStock,annualCurrentAssets,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,annualInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDebt,annualInventory,trailingRepaymentOfDebt,trailingCashDividendsPaid,trailingChangeInInventory,quarterlyInvestmentsAndAdvances,annualCurrentDebt,trailingPurchaseOfBusiness,annualCashDividendsPaid,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingNetOtherFinancingCharges,trailingBasicEPS,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,annualChangeInInventory,quarterlyCashDividendsPaid,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,annualLongTermDebt,trailingDilutedAverageShares
2015-12-31,242802000.0,,,378347000.0,50806000.0,11330000.0,-372893000.0,22122000.0,0.0,0.0,,-124179000.0,-984624000.0,5039000.0,-0.366763,398008000.0,1016713000.0,,-152000.0,689121000.0,,175816000.0,-28305000.0,246372000.0,-317000.0,,,,,,,-52691000.0,,,,641130000.0,,0.0,,73524000.0,650366000.0,89307000.0,-291000.0,,,,,-372893000.0,,58663000.0,9000.0,182341000.0,1392000.0,828426000.0,-48730000.0,,-123678000.0,-416861000.0,258051000.0,,905134000.0,,,,1016713000.0,,174791000.0,,-6727000.0,-7700000.0,-984624000.0,-15486000.0,,,855347000.0,,-41905000.0,352467000.0,,,,,82235000.0,,,,,1733560000.0,,-693219000.0,,-984624000.0,,,,133944000.0,-14356000.0,938936000.0,,,-984915000.0,,-9551000.0,-380482000.0,-372893000.0,-71175000.0,,44325000.0,,-422094000.0,-334927000.0,702000.0,,-100942000.0,,1807580000.0,764145000.0,1544468000.0,,,626000.0,640810000.0,0.0,,-381729000.0,-2264834000.0,17213000.0,156258000.0,,,-7589000.0,640810000.0,15307000.0,,,1164611000.0,730814000.0,,,,,39425000.0,-1044439000.0,,-0.366763,37762000.0,,,-364170000.0,,,25119000.0,0.0,,0.0,0.0,0.0,44079000.0,18533000.0,0.0,-6724000.0,640810000.0,43230000.0,-366422000.0,-306622000.0,-1000000.0,692564000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,-19300000.0,-7161000.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,640810000.0,-99406000.0,,,,5538000.0,,,,,-0.102857,38798000.0,192186000.0,-13014000.0,,,,,,,,,0.0,,,,,,,,-104455000.0,,-50936000.0,,-92541000.0,,,,,-103821000.0,,,-125823000.0,,,,961000.0,487000.0,0.0,,0.0,,121000.0,28098000.0,,,,,,1016713000.0,75773000.0,,,,,,,,,,,,,-105555000.0,,-104576000.0,,,,-104576000.0,,5049000.0,,,,,,,,,-0.102857,,,,,514987000.0,-225468000.0,,,,0.0,-142218000.0,,,1016713000.0,38748000.0,0.0,,,,-104576000.0,,,47000.0,,,-36975000.0,-993000.0,,,66846000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,-768000.0,-16881000.0,,,,,,,,,,,,,,,,,,,,,,,88575000.0,,,,,,,,514987000.0,-109931000.0,,,,4742000.0,,,,,-0.113989,71798000.0,964961000.0,-16421000.0,,,,,,,,,0.0,,,,,,,,-115927000.0,,0.0,,-134110000.0,,,,,-115859000.0,,,72983000.0,,,,1057000.0,-29807000.0,-204000.0,,0.0,,-33000.0,36052000.0,,,,,,1016713000.0,94757000.0,,,,,,,,,,,,,-150531000.0,,-115894000.0,,,,-115894000.0,,5996000.0,,,,,,,,,-0.113989,,,,,587970000.0,-757868000.0,,,,0.0,-829254000.0,,,1016713000.0,56848000.0,0.0,,,,-115894000.0,,,-287000.0,,,-22959000.0,-939000.0,,,92900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,13020000.0,-54446000.0,,,,,,,,,,,,,,,,,,,,,,,256233000.0,,,,,,,,587970000.0,-123014000.0,,,,14795000.0,,,,,-0.122186,128204000.0,-10017000.0,-17202000.0,,,,,,,,,-10593000.0,,,,,,,,-131099000.0,,-17160000.0,,-216866000.0,,,,,-130968000.0,,,-384518000.0,,,,-2378000.0,-105465000.0,-7027000.0,,0.0,,-6871000.0,54562000.0,,,,,,1016713000.0,127780000.0,,,,,,,,,,,,,-234068000.0,,-124228000.0,,,,-124228000.0,,7437000.0,,,,,,,,,-0.122186,,,,,203452000.0,-157635000.0,,,,648000.0,-392526000.0,,,1016713000.0,76830000.0,0.0,,,,-124228000.0,,,1896000.0,,,424000.0,-1421000.0,,,131392000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,-490689000.0,0.0,-39946000.0,,118395000.0,,-514643000.0,0.0,-5000000.0,1424000.0,1323709000.0,,,47134000.0,-0.51,640810000.0,1016713000.0,-2057000.0,-4568000.0,,75982000.0,289531000.0,-67013000.0,542807000.0,,383780000.0,987368000.0,150121000.0,0.0,0.0,8419000.0,,10000.0,203452000.0,-158833000.0,,100585000.0,-5395000.0,6767000.0,31842000.0,1141890000.0,,,,165682000.0,-5240000.0,-20376000.0,-514643000.0,-17810000.0,404482000.0,10000.0,451660000.0,,,-104001000.0,0.0,-47178000.0,,473207000.0,118395000.0,,351949000.0,1179985000.0,-170242000.0,1016713000.0,-35905000.0,399083000.0,-167728000.0,-17810000.0,-7952000.0,,-150496000.0,-169737000.0,0.0,,-53331000.0,-118434000.0,,837247000.0,1249000.0,-15711000.0,-721000.0,183676000.0,,-2930696000.0,-297000.0,64964000.0,,542807000.0,-2930696000.0,162659000.0,,,153350000.0,1722792000.0,319137000.0,-7048000.0,1722792000.0,343530000.0,319137000.0,,,-1571860000.0,-521723000.0,-514643000.0,,-188104000.0,162659000.0,-169945000.0,,-678258000.0,8419000.0,-169945000.0,-1021334000.0,10633000.0,,1323709000.0,,47134000.0,47134000.0,889000.0,150121000.0,0.0,,-520385000.0,,343530000.0,351949000.0,150121000.0,119637000.0,-7080000.0,150121000.0,29115000.0,776000.0,-207862000.0,,,,117105000.0,-5395000.0,47103000.0,,,-169945000.0,-0.51,,4830000.0,399083000.0,,12332000.0,-1215000.0,47103000.0,-2057000.0,182069000.0,837247000.0,,,100585000.0,47134000.0,728588000.0,6486000.0,987368000.0,75982000.0,-491184000.0,-611245000.0,-10593000.0,1179985000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,,0.0,13444000.0,,,,,,,,3735518000.0,,,,,,,-1635000.0,,,79781000.0,,,,,445047000.0,3242556000.0,1427114000.0,,0.0,13849000.0,,12000.0,150121000.0,-2198706000.0,,116132000.0,,1992121000.0,,,,,-2.31,149648000.0,2446788000.0,-17993000.0,,,,,,,,,-206579000.0,,,,,,242285000.0,3463206000.0,-2211851000.0,,-18013000.0,,-154997000.0,,,,,-2213767000.0,0.0,,1276993000.0,,,1815442000.0,1892000.0,48865000.0,-1488000.0,,2657797000.0,-3420444000.0,-3014000.0,805848000.0,,578571000.0,,147677000.0,,956206494.0,163358000.0,4041777000.0,,,,228436000.0,332205000.0,,,,,,,-172990000.0,,-2208837000.0,,,,-2208837000.0,,12450000.0,,,,63974000.0,63974000.0,,,,-2.31,,,,,1427114000.0,-1014798000.0,,,,695000.0,-1423839000.0,,,956206494.0,1394209000.0,-5024000.0,50453000.0,,,-2208837000.0,,,5619000.0,306259000.0,,-13710000.0,187000.0,,,2200057000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,9899000.0,-21653000.0,,,,,,,,3540907000.0,,,,,,,3590000.0,,,136005000.0,,,,,839527000.0,2797596000.0,501677000.0,,0.0,17770000.0,,12000.0,1427114000.0,-429298000.0,,128031000.0,,245028000.0,,,,,-0.36,181671000.0,-5980000.0,-27085000.0,,,,,,,,,-1828000.0,,,,,,258309000.0,3046898000.0,-442881000.0,,-206163000.0,,-209574000.0,,,,,-449018000.0,0.0,,-925437000.0,,,2295919000.0,-3564000.0,-20253000.0,-277000.0,,0.0,-3863537000.0,212000.0,255735000.0,,828576000.0,,171525000.0,,1230813889.0,152148000.0,3875474000.0,,,,240539000.0,502825000.0,,,,,,,-236659000.0,,-443093000.0,,,,-443093000.0,,12585000.0,,,,76258000.0,76258000.0,,,,-0.36,,,,,501677000.0,-709883000.0,,,,998000.0,-1326061000.0,,,1230813889.0,222806000.0,-4341000.0,61715000.0,,,-443093000.0,,,3698000.0,334567000.0,,29523000.0,786000.0,,,478541000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,0.0,-16304000.0,,,,,,,,3175270000.0,,,,,,,11682000.0,,,164612000.0,,,,,987842000.0,2298068000.0,317554000.0,,0.0,15207000.0,,12000.0,501677000.0,-437105000.0,,143112000.0,,221702000.0,,,,,-0.36,207937000.0,-153062000.0,-26253000.0,,,,,,,,,-158827000.0,,,,,,296164000.0,2547731000.0,-455459000.0,,-128231000.0,,-194013000.0,,,,,-461827000.0,0.0,,-184123000.0,,,1980514000.0,-2042000.0,2654000.0,-12632000.0,,0.0,-4306696000.0,-12300000.0,239442000.0,,994649000.0,,194971000.0,,1230997222.0,210710000.0,3542380000.0,,,,280957000.0,612823000.0,,,,,,,-220266000.0,,-443159000.0,,,,-443159000.0,,17467000.0,,,,70946000.0,70946000.0,,,,-0.36,,,,,317554000.0,162952000.0,,,,887000.0,-670406000.0,,,1232993000.0,219612000.0,-307000.0,74102000.0,,,-443159000.0,,,-5214000.0,367110000.0,,-2773000.0,1002000.0,,,459054000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,183942000.0,372000.0,-79844000.0,,204525000.0,,-3445066000.0,114824000.0,0.0,3456000.0,2992327000.0,,,82983000.0,-2.95,150121000.0,1167818983.0,14157000.0,4528000.0,,166473000.0,2058200000.0,-92625000.0,1054772000.0,,721877000.0,2043039000.0,334063000.0,0.0,0.0,71194000.0,,12000.0,317554000.0,-333555000.0,,166762000.0,-9672000.0,181044000.0,2639895000.0,2265348000.0,,,-0.28,285693000.0,-22398000.0,-21294000.0,-3445066000.0,-37763000.0,824949000.0,12000.0,717462000.0,,,-386011000.0,-26922000.0,107487000.0,,3593063000.0,204525000.0,,346256000.0,2366794000.0,-353217000.0,1167818983.0,-33604000.0,429239000.0,-176083000.0,-37763000.0,-17490000.0,,11065000.0,-360964000.0,114824000.0,,16509000.0,-104357000.0,,1708976000.0,-2642000.0,-20201000.0,-3093000.0,1534863000.0,0.0,-4656667000.0,-3240000.0,233838000.0,,1054772000.0,-4656667000.0,279473000.0,,1249917857.0,191246000.0,3421566000.0,639882000.0,10271000.0,3421566000.0,275062000.0,639882000.0,,,-3872667000.0,-3463408000.0,-3445066000.0,,-197377000.0,279473000.0,-349977000.0,,-827292000.0,71194000.0,-349977000.0,-1346739000.0,18786000.0,,2992327000.0,,82983000.0,82983000.0,-6356000.0,334063000.0,0.0,-0.28,-3485576000.0,,275062000.0,346256000.0,334063000.0,214990000.0,-18342000.0,334063000.0,61288000.0,876000.0,-452361000.0,,,1249917857.0,221573000.0,0.0,81655000.0,,,-349977000.0,-2.95,,45593000.0,429239000.0,,94447000.0,2553000.0,81655000.0,14157000.0,455411000.0,1708976000.0,,2657797000.0,166762000.0,82983000.0,2994293000.0,49696000.0,2043039000.0,166473000.0,-3398664000.0,-734667000.0,-394156000.0,2366794000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,,48697000.0,,,,,,,,2791848000.0,,,,,,,20963000.0,,,156525000.0,,,,,832835000.0,1821353000.0,466323000.0,,,28562000.0,,12000.0,337007000.0,-361720000.0,,191043000.0,,133258000.0,,,,,-0.3,230666000.0,45258000.0,-36375000.0,,,,,,,,,-551000.0,,,,,,301357000.0,2111231000.0,-384207000.0,,0.0,,-231981000.0,,,,,-392530000.0,,,132524000.0,,,1355030000.0,-3392000.0,2149000.0,236000.0,,0.0,-5042452000.0,1578000.0,200986000.0,,1070799000.0,,231409000.0,,1285950000.0,196798000.0,3182030000.0,,,,272795000.0,645707000.0,,,,,,,-268356000.0,,-385785000.0,,,,-385785000.0,,21553000.0,,,,88825000.0,88825000.0,,,,-0.3,,,,,469531000.0,319247000.0,,,,934000.0,-477213000.0,,,1285950000.0,225412000.0,,77524000.0,,,-385785000.0,,,-37069000.0,390182000.0,,33868000.0,3153000.0,,,426398000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
