date,trailingNetIncomeCommonStockholders,annualGrossPPE,annualOtherNonCurrentLiabilities,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyDilutedEPS,trailingInterestExpense,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualBeginningCashPosition,trailingGrossProfit,trailingOperatingExpense,annualCapitalStock,quarterlyOperatingExpense,quarterlyPretaxIncome,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualInterestExpense,quarterlyGrossPPE,trailingBeginningCashPosition,annualInventory,annualAccumulatedDepreciation,quarterlyTaxProvision,quarterlyNetPPE,annualOtherNonCurrentAssets,annualGrossProfit,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualNetPPE,annualOperatingCashFlow,annualEbitda,annualDepreciationAndAmortization,quarterlyTotalRevenue,annualCurrentLiabilities,annualChangeInInventory,quarterlyOperatingIncome,annualStockholdersEquity,quarterlyBasicAverageShares,annualTaxProvision,annualCurrentDebt,quarterlyBasicEPS,quarterlyGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,trailingOperatingCashFlow,annualNetIncomeContinuousOperations,quarterlyAccumulatedDepreciation,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualDilutedAverageShares,annualCostOfRevenue,trailingCommonStockIssuance,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualCashDividendsPaid,annualFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualDilutedEPS,annualLongTermDebt,trailingTaxProvision,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,annualOtherCurrentAssets,annualOtherNonCashItems,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,annualTotalAssets,quarterlyAccountsReceivable,trailingNetIncome,quarterlyCostOfRevenue,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,annualNetIncome,annualRetainedEarnings,annualAccountsReceivable,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,trailingCostOfRevenue,quarterlyCurrentAssets,annualBasicEPS,trailingFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyCurrentLiabilities,trailingCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,annualCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyEbitda,quarterlyInterestExpense,annualNetOtherFinancingCharges,annualStockBasedCompensation,trailingEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeCommonStockholders,annualBasicAverageShares,trailingInvestingCashFlow,annualAccountsPayable,trailingOperatingIncome,annualCapitalExpenditure,annualInvestingCashFlow,annualOperatingIncome,trailingTotalRevenue,quarterlyOtherIntangibleAssets,annualPretaxIncome,annualEndCashPosition,trailingRepaymentOfDebt,quarterlyAccountsPayable,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,trailingRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,quarterlyGoodwill,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyNetOtherFinancingCharges,annualSaleOfInvestment,quarterlyFreeCashFlow,annualGoodwill,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyOtherNonCashItems,trailingNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,annualChangesInAccountReceivables,trailingSaleOfInvestment,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,annualRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,quarterlyRepaymentOfDebt,annualPurchaseOfBusiness,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,trailingChangeInInventory,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyStockBasedCompensation,trailingPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,trailingDepreciationAndAmortization,trailingOtherIncomeExpense,annualResearchAndDevelopment,quarterlyChangeInInventory,trailingDilutedAverageShares
,,,,,,,0.0562,,,,,,,,317458000.0,453834000.0,,,,,,,,471000.0,,,,,,,,,,2007443000.0,,,472740000.0,,8052628774.0,,,0.0563,790198000.0,91175000.0,,,,,,,,,,,453363000.0,453363000.0,,,,,,,,,,,,,,,,,,1217245000.0,,,,,,,,,,,,,,,,,,,,8066957295.0,,,,,,,,596304000.0,21284000.0,,,,,,453363000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5150944000.0,,,,,,,,,,302796000.0,487610000.0,,,,6862977000.0,,,,478000.0,6634725000.0,,,,,,,,,2062828000.0,,,515609000.0,,,,,,818405000.0,370389000.0,,13636000.0,,,-228252000.0,,,,,,487132000.0,487132000.0,,,3268619000.0,,,,0.0,0.0,,,,,,7605857000.0,,812299000.0,,1244423000.0,,,10075842000.0,,,,,3133961000.0,,,,2469985000.0,,,,,,1656279000.0,,,2760081000.0,0.0,,,,,28552000.0,633444000.0,20744000.0,,,,4924898000.0,34067000.0,487132000.0,,,,,,,,,14141000.0,,,,1626709000.0,1639043000.0,1639043000.0,,80575000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.0767,,,,,,,,345259000.0,619134000.0,,,,,,,,475000.0,,,,,,,,,,2324357000.0,,,637751000.0,,8055455729.0,,,0.0768,983010000.0,92436000.0,,,,,,,,,,,618659000.0,618659000.0,,,,,,,,,,,,,,,,,,1341347000.0,,,,,,,,,,,,,,,,,,,,8065958279.0,,,,,,,,768553000.0,21970000.0,,,,,,618659000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8694095000.0,0.0,0.0,6449882000.0,2214882000.0,,,0.0,999638000.0,1948414000.0,,,80632000.0,324394000.0,656208000.0,20147000.0,2943439000.0,82958000.0,8694095000.0,,13361000.0,-1971509000.0,480000.0,6722586000.0,25811000.0,3638061000.0,,3783389000.0,6722586000.0,3078706000.0,2799083000.0,499339000.0,2513231000.0,1933097000.0,1697000.0,698051000.0,6449882000.0,,1904000.0,200554000.0,,1022445000.0,788735000.0,,13361000.0,,2214882000.0,-1971509000.0,,1322034000.0,8066661000.0,5269798000.0,,655728000.0,655728000.0,-1381546000.0,2468781000.0,3082521000.0,0.2746,2939039000.0,,5663000.0,0.0,389988000.0,7682111000.0,5663000.0,83153000.0,-1186000.0,7682111000.0,11465500000.0,764396000.0,,1490786000.0,,5015618000.0,11465500000.0,2214882000.0,4034468000.0,764396000.0,,2939039000.0,3082521000.0,8907859000.0,,3783389000.0,0.2749,,,19374000.0,15000.0,1933097000.0,,,4034468000.0,0.0,,15000.0,189126000.0,2943424000.0,200554000.0,798799000.0,16977000.0,-40000.0,12026000.0,,5015618000.0,25811000.0,655728000.0,8058505000.0,,1724343000.0,,-609925000.0,-597810000.0,2316027000.0,,20147000.0,2216786000.0,2943424000.0,,1724343000.0,2943424000.0,2943439000.0,,80632000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.0931,,,,,,,,370717000.0,752969000.0,,,,,,,,1329000.0,,,,,,,,,,2706001000.0,,,786209000.0,,8064806867.0,,,0.0932,1156926000.0,103323000.0,,,,,,,,,,,751640000.0,751640000.0,,,,,,,,,,,,,,,,,,1549075000.0,,,,,,,,,,,,,,,,,,,,8073469388.0,,,,,,,,900607000.0,20141000.0,,,,,,751640000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5242246000.0,,,,,,,,,,317148000.0,620176000.0,,,,,,,,1400000.0,6850706000.0,,,,,,,,,2369254000.0,,,641313000.0,,,,,,958461000.0,466619000.0,,13561000.0,,,,,,,,,618776000.0,618776000.0,,,3256332000.0,,,,0.0,0.0,,,,,,7831074000.0,,680288000.0,,1410793000.0,,,10038963000.0,,,,,3107699000.0,,,,2207889000.0,,,,,,1540385000.0,,,3604884000.0,0.0,,0.0,,,0.0,765263000.0,15334000.0,,,,4796717000.0,31329000.0,618776000.0,,,,,,,,,22023000.0,,,,1531608000.0,1507785000.0,1507785000.0,,80659000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.0796,,,,,,,,340528000.0,644440000.0,,,,,,,,1374000.0,,,,,,,,,,2319428000.0,,,656092000.0,,8058471178.0,,,0.0798,996620000.0,75752000.0,,,,,,,,,,,643066000.0,643066000.0,,,,,,,,,,,,,,,,,,1322808000.0,,,,,,,,,,,,,,,,,,,,8078718593.0,,,,,,,,792730000.0,16607000.0,,,,,,643066000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9302472000.0,0.0,0.0,6429347000.0,2547704000.0,,,-819679000.0,-406479000.0,2943424000.0,,,80677000.0,314051000.0,538617000.0,20705000.0,2535315000.0,65621000.0,9302472000.0,,13913000.0,-2389498000.0,4395000.0,6912974000.0,22984000.0,4006841000.0,,3194946000.0,6912974000.0,3223849000.0,3145281000.0,523458000.0,2110547000.0,1619805000.0,-560000.0,553798000.0,6429347000.0,,8498000.0,0.0,,867849000.0,701772000.0,26504000.0,13913000.0,,2547704000.0,-2389498000.0,,1377138000.0,8072743000.0,5498389000.0,,534222000.0,534222000.0,-2600916000.0,2497360000.0,3298439000.0,0.3156,3115447000.0,,6538000.0,0.0,443863000.0,8152645000.0,6538000.0,60236000.0,-878000.0,8152645000.0,11347591000.0,577637000.0,,1242698000.0,,4918244000.0,11347591000.0,2547704000.0,4782172000.0,577637000.0,-210381000.0,3115447000.0,3298439000.0,9505230000.0,,3194946000.0,0.3159,,26504000.0,10677000.0,0.0,1619805000.0,,,4782172000.0,0.0,,0.0,22561000.0,2535315000.0,0.0,683963000.0,10821000.0,-51480000.0,23120000.0,,4918244000.0,22984000.0,534222000.0,8065321000.0,,1608344000.0,,-726489000.0,-917220000.0,2629703000.0,,20705000.0,2556202000.0,2535315000.0,,1608344000.0,2535315000.0,2535315000.0,,80677000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5106358000.0,,,,,,,,,,,,,,,,,,,,7204694000.0,,,,,,,,,,,,,,,,,,,,26807000.0,11976000.0,,,,,,,,,,,,,3476003000.0,,,,7120000.0,0.0,,,,,,8519028000.0,,534036000.0,,,,,11027581000.0,,,,,3294489000.0,,,,2508553000.0,,,,,,2445220000.0,,,3445009000.0,0.0,,,,,,,,,,,5921223000.0,29529000.0,,,,,,,,,,23117000.0,,,,1395361000.0,1955421000.0,1955421000.0,,80689000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10443403000.0,0.0,0.0,5838605000.0,1459442000.0,,,-820188000.0,-1252692000.0,2535315000.0,,,80693000.0,,,27870000.0,1283102000.0,49842000.0,10443403000.0,,11903000.0,-2854942000.0,,7588461000.0,23253000.0,2798744000.0,,1800790000.0,7588461000.0,1967522000.0,2055606000.0,535136000.0,,1440842000.0,2023000.0,,5838605000.0,,11186000.0,,,,,31848000.0,11903000.0,,1459442000.0,-2854942000.0,,1260693000.0,8070572000.0,4021334000.0,,,,-2070963000.0,843886000.0,3492244000.0,0.1808,3305452000.0,,7901000.0,0.0,349123000.0,8970901000.0,7901000.0,59084000.0,-1356000.0,8970901000.0,10771691000.0,451308000.0,,,,4933086000.0,10771691000.0,1459442000.0,4171480000.0,451308000.0,-141775000.0,3305452000.0,3492244000.0,6820078000.0,,1800790000.0,0.1809,,31848000.0,3563000.0,,1440842000.0,,,4171480000.0,0.0,,,-147673000.0,1283102000.0,,,,-8121000.0,19879000.0,,4933086000.0,23253000.0,,8068742000.0,,1429362000.0,,-1123636000.0,-1252083000.0,1538051000.0,,27870000.0,1470628000.0,1283102000.0,,1429362000.0,1283102000.0,1283102000.0,,80693000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4323488000.0,,,,,,,,,,,,,,,,,,,,7878130000.0,,,,,,,,,,,,,,,,,,,,34994000.0,11143000.0,,,,,,,,,,,,,4487338000.0,,,,8643000.0,0.0,,,,,,9307546000.0,,403856000.0,,,,,10387350000.0,,,,,4254748000.0,,,,1079804000.0,,,,,,1576524000.0,,,2652175000.0,0.0,,,,,59705000.0,,,,,,6063862000.0,32000000.0,,,,,,,,,,29338000.0,,,,1508989000.0,656162000.0,656162000.0,,80701000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11482000000.0,0.0,0.0,5007000000.0,1224000000.0,,,-1000000000.0,2000000.0,1283000000.0,,,81000000.0,,,35000000.0,1284000000.0,77000000.0,11482000000.0,,14000000.0,-3371000000.0,,8111000000.0,36000000.0,2722000000.0,,1660000000.0,8111000000.0,2346000000.0,1956000000.0,611000000.0,,1654000000.0,-2000000.0,,5007000000.0,,44000000.0,20000000.0,,,,47000000.0,14000000.0,,1224000000.0,-3371000000.0,,1359000000.0,8071651000.0,3931000000.0,,,,-2070000000.0,1295000000.0,4522000000.0,0.1517,4274000000.0,,10000000.0,0.0,328000000.0,9523000000.0,10000000.0,96000000.0,-2000000.0,9523000000.0,11183000000.0,297000000.0,,,,6176000000.0,11183000000.0,1224000000.0,3327000000.0,297000000.0,-100000000.0,4274000000.0,4522000000.0,6653000000.0,,1660000000.0,0.1517,,47000000.0,5000000.0,,1654000000.0,,,3327000000.0,0.0,,,331000000.0,1284000000.0,20000000.0,,,-27000000.0,14000000.0,,6176000000.0,36000000.0,,8070042000.0,,1622000000.0,,-1051000000.0,-1149000000.0,1363000000.0,,35000000.0,1268000000.0,1284000000.0,,1622000000.0,1284000000.0,1284000000.0,,81000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3607000000.0,,,,,,,,,,,,,,,,,,,,7809000000.0,,,,,,,,,,,,,,,,,,,,56000000.0,15000000.0,,,,,,,,,,,,,5054000000.0,,,,10000000.0,0.0,,,,,,9197000000.0,,260000000.0,,,,,10263000000.0,,,,,4796000000.0,,,,1066000000.0,,,,,,1602000000.0,,,1938000000.0,0.0,,,,,34000000.0,,,,,,6656000000.0,35000000.0,,,,,,,,,,35000000.0,,,,1560000000.0,781000000.0,781000000.0,,81000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11602000000.0,0.0,0.0,4538000000.0,1603000000.0,,,-669000000.0,-42000000.0,1284000000.0,,,81000000.0,,,34000000.0,1239000000.0,143000000.0,11602000000.0,,15000000.0,-3915000000.0,,7687000000.0,34000000.0,3261000000.0,,1558000000.0,7687000000.0,2626000000.0,2444000000.0,676000000.0,,1597000000.0,-1000000.0,,4538000000.0,,22000000.0,47000000.0,,,,62000000.0,15000000.0,,1603000000.0,-3915000000.0,,1465000000.0,8077253000.0,4454000000.0,,,,-2067000000.0,2194000000.0,4512000000.0,0.1985,4228000000.0,,0.0,0.0,362000000.0,9089000000.0,0.0,166000000.0,-1000000.0,9089000000.0,10647000000.0,237000000.0,,,,6109000000.0,10647000000.0,1603000000.0,2864000000.0,237000000.0,-45000000.0,4228000000.0,4512000000.0,7715000000.0,,1558000000.0,0.1986,,62000000.0,12000000.0,,1597000000.0,,,2864000000.0,0.0,,,126000000.0,1239000000.0,47000000.0,,,12000000.0,12000000.0,,6109000000.0,34000000.0,,8072709000.0,,1537000000.0,,-432000000.0,-461000000.0,1796000000.0,,34000000.0,1625000000.0,1239000000.0,,1537000000.0,1239000000.0,1239000000.0,,81000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3501000000.0,,,,,,,,,,,,,,,,,,,,8190000000.0,,,,,,,,,,,,,,,,,,,,57000000.0,14000000.0,,,,,,,,,,,,,4943000000.0,,,,,,,,,,,8936000000.0,,320000000.0,,,,,10345000000.0,,,,,4657000000.0,,,,1409000000.0,,,,,,1901000000.0,,,,,,,,,73000000.0,,,,,,6844000000.0,34000000.0,,,,,,,,,,,,,,1815000000.0,1063000000.0,1063000000.0,,81000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12589000000.0,,,4409000000.0,1875000000.0,,,-5083000000.0,1437000000.0,1239000000.0,,,81000000.0,,,46000000.0,2676000000.0,214000000.0,12589000000.0,,14000000.0,-4455000000.0,,8134000000.0,32000000.0,3786000000.0,,3180000000.0,8134000000.0,3049000000.0,2737000000.0,655000000.0,,1943000000.0,1000000.0,,4409000000.0,,-7000000.0,0.0,,,,50000000.0,14000000.0,,1875000000.0,-4455000000.0,,1505000000.0,8086274000.0,4879000000.0,,,,-2052000000.0,2533000000.0,5706000000.0,0.2319,5427000000.0,,,,383000000.0,8878000000.0,,223000000.0,-2000000.0,8878000000.0,12058000000.0,367000000.0,,,,7649000000.0,12058000000.0,1875000000.0,,367000000.0,,5427000000.0,5706000000.0,8665000000.0,,3180000000.0,0.2321,,50000000.0,23000000.0,,1943000000.0,,,,,,,80000000.0,2676000000.0,0.0,,,,13000000.0,,7649000000.0,32000000.0,,8078946000.0,,1928000000.0,,-516000000.0,-513000000.0,2281000000.0,,46000000.0,1868000000.0,2676000000.0,,1928000000.0,2676000000.0,2676000000.0,,81000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3456000000.0,,,,,,,,,,,,,,,,,,,,8103000000.0,,,,,,,,,,,,,,,,,,,,42000000.0,14000000.0,,,,,,,,,,,,,5751000000.0,,,,,,,,,,,8862000000.0,,417000000.0,,,,,11092000000.0,,,,,5472000000.0,,,,2230000000.0,,,,,,1885000000.0,,,1728000000.0,,,,,,,,,,,,7636000000.0,82000000.0,,,,,,,,,,,,,,1865000000.0,1785000000.0,1785000000.0,,81000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
