date,trailingNetIncomeCommonStockholders,annualGrossPPE,annualOtherNonCurrentLiabilities,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyDilutedEPS,trailingInterestExpense,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualBeginningCashPosition,trailingGrossProfit,trailingOperatingExpense,annualCapitalStock,quarterlyOperatingExpense,quarterlyPretaxIncome,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualInterestExpense,quarterlyGrossPPE,trailingBeginningCashPosition,annualInventory,annualAccumulatedDepreciation,quarterlyTaxProvision,quarterlyNetPPE,annualOtherNonCurrentAssets,annualGrossProfit,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualNetPPE,annualOperatingCashFlow,annualEbitda,annualDepreciationAndAmortization,quarterlyTotalRevenue,annualCurrentLiabilities,annualChangeInInventory,quarterlyOperatingIncome,annualStockholdersEquity,quarterlyBasicAverageShares,annualTaxProvision,annualCurrentDebt,quarterlyBasicEPS,quarterlyGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,trailingOperatingCashFlow,annualNetIncomeContinuousOperations,quarterlyAccumulatedDepreciation,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualDilutedAverageShares,annualCostOfRevenue,trailingCommonStockIssuance,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualCashDividendsPaid,annualFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualDilutedEPS,annualLongTermDebt,trailingTaxProvision,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,annualOtherCurrentAssets,annualOtherNonCashItems,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,annualTotalAssets,quarterlyAccountsReceivable,trailingNetIncome,quarterlyCostOfRevenue,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,annualNetIncome,annualRetainedEarnings,annualAccountsReceivable,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,trailingCostOfRevenue,quarterlyCurrentAssets,annualBasicEPS,trailingFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyCurrentLiabilities,trailingCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,annualCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyEbitda,quarterlyInterestExpense,annualNetOtherFinancingCharges,annualStockBasedCompensation,trailingEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeCommonStockholders,annualBasicAverageShares,trailingInvestingCashFlow,annualAccountsPayable,trailingOperatingIncome,annualCapitalExpenditure,annualInvestingCashFlow,annualOperatingIncome,trailingTotalRevenue,quarterlyOtherIntangibleAssets,annualPretaxIncome,annualEndCashPosition,trailingRepaymentOfDebt,quarterlyAccountsPayable,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,trailingRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,quarterlyGoodwill,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyNetOtherFinancingCharges,annualSaleOfInvestment,quarterlyFreeCashFlow,annualGoodwill,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyOtherNonCashItems,trailingNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,annualChangesInAccountReceivables,trailingSaleOfInvestment,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,annualRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,quarterlyRepaymentOfDebt,annualPurchaseOfBusiness,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,trailingChangeInInventory,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyStockBasedCompensation,trailingPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,trailingDepreciationAndAmortization,trailingOtherIncomeExpense,annualResearchAndDevelopment,quarterlyChangeInInventory,trailingDilutedAverageShares
1970-01-01 00:00:01.561852800,1963000000.0,5980163000.0,0.0,0.0,,175736000.0,,271000000.0,,-24418000.0,439395000.0,3888000000.0,1587000000.0,0.0,,,46222000.0,417769000.0,114290000.0,,1063000000.0,10915000.0,-411138000.0,,,60770000.0,1710601000.0,1963000000.0,840743000.0,5569025000.0,256183000.0,570062000.0,279867000.0,,2062833000.0,-2414000.0,,1261856000.0,,169000.0,44107000.0,,,,,,2855000000.0,175736000.0,,378000000.0,1444140000.0,6280000000.0,1342718000.0,24000000.0,,,,-1741670000.0,,0.027983,3682028000.0,-10000000.0,,,515123000.0,6178637000.0,124112000.0,136243000.0,70506000.0,,7019380000.0,,1963000000.0,,1953000000.0,5757524000.0,,175736000.0,1152415000.0,,,,3694691000.0,3053319000.0,4980000000.0,,0.027983,2329000000.0,,,,,-2051000000.0,,,,-2000000.0,,-339991000.0,417769000.0,,,,1143772000.0,15163000.0,1781000000.0,,,,6280000000.0,-497000000.0,1988857000.0,2301000000.0,-1997853000.0,-1917981000.0,266461000.0,8868000000.0,,175905000.0,417769000.0,-4814000000.0,,,,-526000000.0,,718000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5987586000.0,0.0,0.0,3685392000.0,213836000.0,,,-856502000.0,490807000.0,417769000.0,,,80479000.0,,,41005000.0,908334000.0,137617000.0,5987586000.0,,9630000.0,-682128000.0,,5305458000.0,48794000.0,1865209000.0,,1230536000.0,5305458000.0,703856000.0,684719000.0,333065000.0,,905328000.0,1279000.0,,3685392000.0,,201000.0,86685000.0,,,,,9630000.0,,213836000.0,-682128000.0,,1486706000.0,6434991000.0,1435905000.0,,,,,316657000.0,2745182000.0,0.0332,2732612000.0,,17172000.0,0.0,528786000.0,6105366000.0,17172000.0,176146000.0,107687000.0,6105366000.0,7335902000.0,,,,,3650510000.0,7335902000.0,213836000.0,1353836000.0,,,2732612000.0,2745182000.0,3301114000.0,,1230536000.0,0.0332,,,1700900000.0,,905328000.0,,,1353836000.0,0.0,,,-96319000.0,908334000.0,86685000.0,,,-1161559000.0,7702000.0,,3650510000.0,48794000.0,,6434991000.0,,818471000.0,,-387199000.0,-272192000.0,378503000.0,,41005000.0,214037000.0,908334000.0,,818471000.0,908334000.0,908334000.0,,80479000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3943860000.0,,,,,,,,,,,,,,,,,,,,5414194000.0,,,,,,,,,,,,,,,,,,,,,8307000.0,,,,,,,,,,,,,2339007000.0,,,,0.0,0.0,,,,,,6287386000.0,,,,,,,7450761000.0,,,,,2324213000.0,,,,1163375000.0,,,,,,1167894000.0,,,,0.0,,173461000.0,,,306662000.0,,,,,,3506901000.0,41360000.0,,,,,,,,,,38050000.0,,,,860990000.0,698804000.0,872265000.0,,80479000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.0247,,,,,,,,373421000.0,202360000.0,,,,,,,,3212000.0,,,,,,,,,,1076553000.0,,,225858000.0,,8062672065.0,,,0.0247,599279000.0,51621000.0,,,,,,,,,,,199148000.0,199148000.0,,,,,,,,,,,,,,,,,,477274000.0,,,,,,,,,,,,,,,,,,,,8062672065.0,,,,,,,,304791000.0,24549000.0,,,,,,199148000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6475864000.0,0.0,0.0,4362367000.0,666450000.0,,,-618333000.0,135527000.0,908334000.0,,,80479000.0,183405000.0,217331000.0,34637000.0,1040761000.0,118683000.0,6475864000.0,,8710000.0,-972552000.0,529000.0,5503312000.0,35591000.0,2294515000.0,,1478550000.0,5503312000.0,1362852000.0,1102816000.0,313789000.0,1085252000.0,1350715000.0,888000.0,424364000.0,4362367000.0,,3894000.0,343267000.0,,607769000.0,,,8710000.0,,666450000.0,-972552000.0,,1323365000.0,8047865000.0,1847789000.0,,216802000.0,216802000.0,,1015400000.0,2761467000.0,0.0828,2746451000.0,,137456000.0,0.0,406910000.0,6995999000.0,137456000.0,139249000.0,-759541000.0,6995999000.0,8474549000.0,,,477483000.0,,4112182000.0,8474549000.0,666450000.0,2033788000.0,,,2746451000.0,2761467000.0,4142304000.0,,1478550000.0,0.0828,,,,,1350715000.0,,,2033788000.0,0.0,,,133392000.0,1040761000.0,343267000.0,312583000.0,22684000.0,-984000.0,9571000.0,,4112182000.0,35591000.0,216802000.0,8047865000.0,,960226000.0,,-347452000.0,-1098509000.0,971150000.0,,34637000.0,670344000.0,1040761000.0,,960226000.0,1040761000.0,1040761000.0,,80479000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4909370000.0,,,,,,,,,,,,,,,,,,,,5748197000.0,,,,,,,,,,,,,,,,,,,,,9153000.0,,,,,,,,,,,,,2420302000.0,,,,167642000.0,0.0,,,,,,6843218000.0,,,,,,,8872787000.0,,,,,2404005000.0,,,,2029569000.0,,,,,,1543115000.0,,,2573329000.0,0.0,,,,,632030000.0,,,,,,3963417000.0,29897000.0,,,,,,,,,,30784000.0,,,,865475000.0,1543185000.0,1543185000.0,,80487000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.0349,,,,,,,,392828000.0,281666000.0,,,,,,,,606000.0,,,,,,,,,,1194765000.0,,,293823000.0,,8030285714.0,,,0.035,686651000.0,59799000.0,,,,,,,,,,,281060000.0,281060000.0,,,,,,,,,,,,,,,,,,508114000.0,,,,,,,,,,,,,,,,,,,,8053295129.0,,,,,,,,362160000.0,13400000.0,,,,,,281060000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7459326000.0,0.0,0.0,5515772000.0,1133050000.0,,,-2845480000.0,1446536000.0,1040761000.0,,,80493000.0,408775000.0,312972000.0,31824000.0,2491284000.0,52883000.0,7459326000.0,,10489000.0,-1209640000.0,523000.0,6249686000.0,27039000.0,2761686000.0,,3062619000.0,6249686000.0,1376058000.0,1469361000.0,281157000.0,1325182000.0,1262400000.0,-1760000.0,341550000.0,5515772000.0,,2271000.0,80372000.0,,750325000.0,428521000.0,,10489000.0,,1133050000.0,-1209640000.0,,1556485000.0,8051357000.0,2119101000.0,,312449000.0,312449000.0,,591554000.0,3349513000.0,0.1407,3328843000.0,,0.0,0.0,613388000.0,7065066000.0,0.0,63235000.0,774197000.0,7065066000.0,10127685000.0,,,574857000.0,,4611913000.0,10127685000.0,1133050000.0,,,,3328843000.0,3349513000.0,4880787000.0,,3062619000.0,0.1408,,,2267000.0,,1262400000.0,,,,0.0,,,-173579000.0,2491284000.0,80372000.0,385863000.0,8424000.0,2267000.0,10007000.0,,4611913000.0,27039000.0,312449000.0,8048538000.0,,1179875000.0,,-784504000.0,3076000.0,1205201000.0,,31824000.0,1135321000.0,2491284000.0,,1179875000.0,2491284000.0,2491284000.0,,80493000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4772409000.0,,,,,,,,,,,,,,,,,,,,6535596000.0,,,,,,,,,,,,,,,,,,,,,13971000.0,,,,,,,,,,,,,3249972000.0,,,,3906000.0,0.0,,,,,,7364484000.0,,,,,,,9439622000.0,,,,,3221532000.0,,,,2075138000.0,,,,,,1417241000.0,,,2405138000.0,0.0,,,,,0.0,,,,,,4667213000.0,31590000.0,,,,,,,,,,15130000.0,,,,1368130000.0,1360340000.0,1360340000.0,,80512000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8184617000.0,0.0,0.0,5586126000.0,1235681000.0,,,-140336000.0,-552306000.0,2491284000.0,,,80554000.0,,,16202000.0,1948414000.0,53658000.0,8184617000.0,,15069000.0,-1527887000.0,,6656730000.0,29488000.0,2448687000.0,,2752770000.0,6656730000.0,1900631000.0,1645202000.0,354021000.0,,1554143000.0,-4556000.0,,5586126000.0,,1842000.0,0.0,,,,,15069000.0,,1235681000.0,-1527887000.0,,1016667000.0,8057344000.0,4062687000.0,,,,-1201488000.0,899280000.0,3247210000.0,0.1534,3124014000.0,,0.0,0.0,309308000.0,7634709000.0,0.0,53952000.0,-1022000.0,7634709000.0,10387479000.0,734191000.0,,,,4801353000.0,10387479000.0,1235681000.0,3201133000.0,734191000.0,,3124014000.0,3247210000.0,6511374000.0,,2752770000.0,0.1535,,,11572000.0,,1554143000.0,,,3201133000.0,0.0,,,48415000.0,1948414000.0,0.0,,,-532000.0,11688000.0,,4801353000.0,29488000.0,,8051324000.0,,1503274000.0,,-1001351000.0,-986305000.0,1432020000.0,,16202000.0,1237523000.0,1948414000.0,,1503274000.0,1948414000.0,1948414000.0,,80554000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
