date,quarterlyTotalNonCurrentAssets,quarterlyGoodwill,trailingNetIncome,annualGoodwill,annualTotalAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualNetOtherInvestingChanges,trailingPretaxIncome,quarterlyDilutedAverageShares,annualBasicAverageShares,annualRetainedEarnings,annualAccountsReceivable,annualPurchaseOfInvestment,annualPretaxIncome,quarterlyLongTermDebt,annualNetIncome,trailingChangeInWorkingCapital,quarterlyTotalAssets,annualCashDividendsPaid,annualFreeCashFlow,annualInvestingCashFlow,trailingSaleOfInvestment,trailingCommonStockIssuance,annualAccountsPayable,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualStockholdersEquity,trailingPurchaseOfInvestment,annualOtherNonCashItems,annualOtherCurrentAssets,annualOperatingIncome,annualEndCashPosition,annualBasicEPS,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyOtherIncomeExpense,trailingEndCashPosition,annualTaxProvision,annualDepreciationAndAmortization,annualDilutedAverageShares,quarterlyCurrentDebt,annualCurrentLiabilities,annualCashAndCashEquivalents,quarterlyInterestExpense,annualCurrentAccruedExpenses,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,trailingOperatingIncome,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyOperatingExpense,trailingRepurchaseOfCapitalStock,annualOtherIntangibleAssets,annualCommonStockIssuance,annualOtherNonCurrentAssets,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,annualSaleOfInvestment,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualDilutedEPS,annualChangeInAccountPayable,annualOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentAssets,annualEbitda,annualRepurchaseOfCapitalStock,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualRepaymentOfDebt,annualBeginningCashPosition,annualInterestExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,annualTotalNonCurrentAssets,annualOtherIncomeExpense,trailingGrossProfit,quarterlyCashAndCashEquivalents,annualCapitalExpenditure,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,quarterlyCapitalStock,trailingInterestExpense,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,trailingRepaymentOfDebt,annualChangeInInventory,annualStockBasedCompensation,quarterlyNetPPE,quarterlyEbitda,trailingStockBasedCompensation,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualInventory,trailingChangeInInventory,trailingTaxProvision,trailingDepreciationAndAmortization,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualCapitalStock,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualTotalRevenue,annualCurrentDeferredRevenue,annualCurrentDebt,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyDilutedEPS,annualOperatingExpense,trailingOperatingExpense,trailingSellingGeneralAndAdministration,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyGrossPPE,annualTotalLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualGrossProfit,trailingCostOfRevenue,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,trailingPurchaseOfBusiness,quarterlyRetainedEarnings,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,trailingOtherIncomeExpense,quarterlyStockBasedCompensation,annualChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlySaleOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,trailingChangesInAccountReceivables,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,trailingChangeInAccountPayable,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,trailingDeferredIncomeTax,quarterlyOtherNonCashItems,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,trailingDilutedAverageShares
1991-12-31,,,,,,,,,,,872728000.0,,,,,,,,,,,,,,,,,59768800.0,59768800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068485,59768800.0,,,872728000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189765940.0,,,,189765940.0,,,,,,,,,,,,,,,,,0.068485,,,,,,,,,,,,,,,,189765940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-31,612986299.538769,,,,918555165.259769,,,95212443.477504,-13898820.0,,,717781075.0,423179466.364981,95212443.477504,-82932469.932991,380012185.188408,5519136.367592,257637536.506831,,918555165.259769,,120630953.963972,-180113736.315377,,,23362992.254808,,78405847.506831,78405847.506831,,,160680.0,5519136.367592,632245246.88887,,-143165880.0,0.0,368457935.427726,96075201.810112,0.359388,,6318970.6727,1897509.007049,,,122374648.681577,85073285.179706,717781075.0,15807914.019668,279990947.698199,111883115.82978,,,352374.553999,,,,286309918.370899,,,78405847.506831,,,,,,401700.0,20625097.902706,-111883115.82978,574029334.957793,,20974.675833,111883115.82978,,0.359388,,206933355.147507,-111883115.82978,6318970.6727,305568865.720999,467013742.233052,,,816254400.0,263515200.0,257637536.506831,,632245246.88887,52103891.393264,160680.0,,43971310.416848,1928271.864938,,401700.0,612986299.538769,-2490540.0,,111883115.82978,-86302401.183535,97693440.0,111883115.82978,,70228807.936646,,23362992.254808,0.0,,1683567.31355,,574029334.957793,-187357362.946654,,0.0,25226760.0,249185768.547559,,-243671220.0,1897509.007049,,,,,2192552.780437,70228807.936646,257637536.506831,252267600.0,818483588.547559,,15807914.019668,,305568865.720999,,450025653.119833,,,,279990947.698199,816254400.0,286309918.370899,13922989.818119,,-243671220.0,564067140.0,,,7714485.771473,,-200839884.572274,263515200.0,,352374.553999,,,423179466.364981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-30,,,,,,,,,,,873637092.0,,,,,,,,,,,,,,,,,71572397.0,71572397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081925,71572397.0,,,873637092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211663634.0,,,,211663634.0,,,,,,,,,,,,,,,,,0.081925,,,,,,,,,,,,,,,,211663634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-30,,,,,,,,,,,873637092.0,,,,,,,,,,,,,,,,,69137223.0,69137223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079137,69137223.0,,,873637092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204462006.0,,,,204462006.0,,,,,,,,,,,,,,,,,0.079137,,,,,,,,,,,,,,,,204462006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-31,,,,,,,,,,,781091560.0,,,,,,,,,,,,,,,,,59252580.0,59252580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075859,59252580.0,,,781091560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180571410.0,,,,180571410.0,,,,,,,,,,,,,,,,,0.075859,,,,,,,,,,,,,,,,180571410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-31,701010455.671613,,,,1082244305.25545,,,87306982.262668,-33433855.919666,,,719265156.0,553167478.549334,87306982.262668,-58648680.085474,401456502.084547,4698368.045905,276044684.329284,,1082244305.25545,,155501790.110728,-255602924.044769,,,40619595.283992,,57863977.249443,57736994.329284,,,583184.0,4698368.045905,742217658.19399,,-35574224.0,33907984.0,382753909.833983,160770336.366761,0.384308,,44177606.90964,4048514.278029,,,125284834.835104,85801861.1796,719265156.0,1607205.391432,295492990.003138,162377541.758192,,,510421.541818,,,,339670596.912778,,,57736994.329284,,,,,,83478624.0,1004658.985969,-162377541.758192,559668506.089269,,12580112.0,195811397.677859,33433855.919666,0.384308,,330047283.453624,-162377541.758192,44177606.90964,381233849.583838,488818261.293167,,,870110528.0,256351024.0,276044684.329284,,742217658.19399,75233645.402788,583184.0,-215372.992035,85536690.963972,1559898.029019,,83478624.0,701010455.671613,15496032.0,,162377541.758192,-174545493.342897,110221776.0,195811397.677859,,62551537.484497,,40619595.283992,33907984.0,,-1025822.805995,,559668506.089269,-247934429.886433,,83312.0,833120.0,175807574.686122,,-303422304.0,4048514.278029,,,,,1857436.439981,62551537.484497,276171667.249443,248936256.0,826758404.686122,,1607205.391432,,381233849.583838,,444004494.852139,,,,295492990.003138,870110528.0,339670596.912778,18085106.678023,,-303422304.0,588182720.0,,,3301555.924149,33433855.919666,-268196920.166017,256351024.0,,510421.541818,,,553167478.549334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,,,,,,,,,,,800909758.0,,,,,,,,,,,,,,,,,76066421.0,76066421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.094975,76066421.0,,,800909758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251770356.0,,,,251770356.0,,,,,,,,,,,,,,,,,0.094975,,,,,,,,,,,,,,,,251770356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-30,,,,,,,,,,,800909758.0,,,,,,,,,,,,,,,,,74973100.0,74973100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09361,74973100.0,,,800909758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248151600.0,,,,248151600.0,,,,,,,,,,,,,,,,,0.09361,,,,,,,,,,,,,,,,248151600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,,,,,,,,,,,852727983.0,,,,,,,,,,,,,,,,,84064498.0,84064498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.098583,84064498.0,,,852727983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304621779.0,,,,304621779.0,,,,,,,,,,,,,,,,,0.098583,,,,,,,,,,,,,,,,304621779.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-03-31,927260592.702904,,,,1358032154.877141,,,121384029.784066,-53993472.0,,,720848032.0,651891514.519732,121384029.784066,-41749921.072226,468140318.689501,2448297.840655,315701563.66344,,1358032154.877141,-93450240.0,99349349.218168,-354874329.113924,,,55537703.648548,,73982579.225614,73724863.66344,,,778752.0,2448297.840655,899040738.644825,,48542208.0,21978112.0,416854921.816828,123445754.281459,0.43738,,46131085.629188,15205218.16828,,,152181039.463887,102957367.088608,720848032.0,18426662.695458,412216041.697692,141872416.976917,,,773146.686523,,,,458347127.32688,,,73724863.66344,,,,,,84970496.0,5540884.586746,-141872416.976917,687069688.756515,,12460032.0,163907097.542815,22034680.565897,0.43738,,308743243.484736,-141872416.976917,46131085.629188,430771562.174237,571999690.245719,,,1104443392.0,355630080.0,315701563.66344,,899040738.644825,-42909641.10201,778752.0,-2319440.059568,166355395.38347,902004.46761,,84970496.0,927260592.702904,30371328.0,,141872416.976917,-209393894.266567,166047232.0,163907097.542815,,65330895.011169,,55537703.648548,21978112.0,,-10050906.924795,,687069688.756515,-358338748.842889,,-18949632.0,-109198336.0,268554356.145942,,-419314688.0,15205218.16828,,,,,-44713650.03723,65330895.011169,315959279.225614,386693632.0,1095935428.145942,,18426662.695458,,430771562.174237,,679080506.329114,,,,412216041.697692,1104443392.0,458347127.32688,21648107.222636,,-419314688.0,706155008.0,,,-33374165.301564,22034680.565897,-410526150.183172,355630080.0,,773146.686523,,,651891514.519732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-30,,,,,,,,,,,874546183.0,,,,,,,,,,,,,,,,,80347202.0,80347202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091873,80347202.0,,,874546183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390126591.0,,,,390126591.0,,,,,,,,,,,,,,,,,0.091873,,,,,,,,,,,,,,,,390126591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-30,,,,,,,,,,,874546183.0,,,,,,,,,,,,,,,,,77875824.0,77875824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089047,77875824.0,,,874546183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378126792.0,,,,378126792.0,,,,,,,,,,,,,,,,,0.089047,,,,,,,,,,,,,,,,378126792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,,,,,,,,,,,874546183.0,,,,,,,,,,,,,,,,,78447252.0,78447252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089701,78447252.0,,,874546183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380901366.0,,,,380901366.0,,,,,,,,,,,,,,,,,0.089701,,,,,,,,,,,,,,,,380901366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-31,1343610190.835997,,,,1719308728.082922,,,179554625.593335,-169312032.0,,,726356003.0,758959837.256611,179554625.593335,-209195776.421583,452667945.36472,170772062.384966,289580625.787077,,1719308728.082922,-107434944.0,24883929.090381,-567817107.430011,,,65503283.92909,,54604809.920759,54238869.787077,,,26745408.0,170772062.384966,996942904.194517,,160472448.0,0.0,445349142.691078,-24396008.912138,0.3987,,181750266.395428,14881565.436404,,,162721379.44396,112587581.129517,726356003.0,43790835.997288,539761697.181052,19394827.08515,,,3903361.425942,,,,721511963.57648,,,54238869.787077,,,,,,77063040.0,3903361.425942,-19394827.08515,787747127.772934,,20550144.0,19394827.08515,,0.3987,,254206412.864477,-19394827.08515,181750266.395428,375698537.246924,568792947.786496,,,1296321216.0,476128704.0,289580625.787077,,996942904.194517,-141252891.601279,26745408.0,,116856882.689141,3537421.29226,,77063040.0,1343610190.835997,16394784.0,,19394827.08515,-229322483.774097,249623808.0,19394827.08515,,185897587.910491,,65503283.92909,0.0,,-487920.178243,,787747127.772934,-686498731.34302,,-102070752.0,-36416064.0,263237895.60651,,-505442880.0,14881565.436404,,,,,-1341780.490168,185897587.910491,289946565.920759,607362528.0,1405941993.60651,,43790835.997288,,375698537.246924,,960592850.915432,,,,539761697.181052,1296321216.0,721511963.57648,24761949.04582,,-505442880.0,804251040.0,,,-92582853.821563,,-697354955.308922,476128704.0,,3903361.425942,,,758959837.256611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-06-30,,,,,,,,,,,825195493.0,,,,,,,,,,,,,,,,,79624092.0,79624092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.096491,79624092.0,,,825195493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396616700.0,,,,396616700.0,,,,,,,,,,,,,,,,,0.096491,,,,,,,,,,,,,,,,396616700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,,,,,,,,,,,825195493.0,,,,,,,,,,,,,,,,,81087630.0,81087630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.098265,81087630.0,,,825195493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403906750.0,,,,403906750.0,,,,,,,,,,,,,,,,,0.098265,,,,,,,,,,,,,,,,403906750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,,,,,,,,,,,825195493.0,,,,,,,,,,,,,,,,,374746755.0,374746755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114387,374746755.0,,,825195493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424037067.0,,,,424037067.0,,,,,,,,,,,,,,,,,0.114387,,,,,,,,,,,,,,,,424037067.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-31,1727842056.816621,,,,2142519290.479171,,,210072351.89058,-4373976.094888,,,728386084.0,996173055.610679,210072351.89058,-33776815.399411,577243345.189211,170099070.356745,376404942.832283,,2142519290.479171,-129497811.0,49571729.075394,-554644468.698957,,,90274006.625044,,118403309.184066,117552813.832283,,,10108311.0,170099070.356745,1241844712.940207,,189510933.0,0.0,557195954.754309,-82012051.779145,0.519322,,190267960.127616,9962945.549466,,,199987907.005144,142032723.747882,728386084.0,97320968.111252,708705626.707781,15308916.332107,,,10084444.885436,,,,898973586.835397,,,117552813.832283,,,,,,108498907.020409,8869451.525745,-15308916.332107,1041370808.591186,,,15308916.332107,,0.519322,,481380369.109588,-15308916.332107,190267960.127616,414677233.66255,739444958.707964,,,1682036807.156269,487825497.0,376404942.832283,,1241844712.940207,-10691941.565281,10108311.0,,-73628597.597277,20168889.770871,,108498907.020409,1727842056.816621,51815043.0,,15308916.332107,-431808640.034194,280326546.0,15308916.332107,,185650985.36079,,90274006.625044,0.0,,4981472.774733,,1041370808.591186,-649351891.039918,,-136501995.0,-257164983.0,456899562.958769,,-640665998.565083,9962945.549466,,,,,-4981472.774733,185650985.36079,377255438.184066,735518913.0,1703663688.958769,,97320968.111252,,414677233.66255,,1146467734.20446,,,,708705626.707781,1682036807.156269,898973586.835397,32926320.047627,,-640665998.565083,967771287.0,,,47020243.020043,,-689568171.245691,487825497.0,,10084444.885436,,,996173055.610679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-30,,,,,,,,,,,822424928.0,,,,,,,,,,,,,,,,,108891108.0,108891108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.132402,108891108.0,,,822424928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484433028.0,,,,484433028.0,,,,,,,,,,,,,,,,,0.132402,,,,,,,,,,,,,,,,484433028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,2249247560.0,,,,,289845710.0,,,,,822424928.0,,,,,,387955960.0,,,2780404440.0,,,,,,,,108682130.0,108682130.0,,,12093590.0,,,,,,,,,,400049550.0,16898990.0,10892240.0,,,,,,,,2402700.0,,,,,,1499284800.0,,0.132148,108682130.0,,193657620.0,822424928.0,43889320.0,,,,,,,,,,,,,937933990.0,,,,,,,,,,1255570930.0,,,,,,,108521950.0,,,,26349610.0,,,26349610.0,,,,1099235250.0,6887740.0,,,,1202791620.0,193657620.0,,,,483503330.0,,-644564320.0,,,,,,,,,,,,,158097660.0,531156880.0,0.132148,,,,,1099235250.0,1847355940.0,,,,,,,,,,149768300.0,0.0,,,49415530.0,,228817130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,,,,,,,,,,,806281664.0,,,,,,,,,,,,,,,,,130644222.0,130644222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162033,130644222.0,,,806281664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666960447.0,,,,666960447.0,,,,,,,,,,,,,,,,,0.162033,,,,,,,,,,,,,,,,666960447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-31,2720141606.341511,,,,3419308077.565593,,,307932567.394936,-9883209.407449,,,730323574.0,787691789.773658,307932567.394936,-339417648.792951,761148313.079367,738275742.736415,513644511.775689,,3419308077.565593,-183707117.0,14260059.28789,-1164806823.020734,,,239314856.366078,,257236830.773592,252436414.775689,,,18448298.0,738275742.736415,1087153034.819352,,208965768.0,0.0,662739785.122343,-222654589.079236,0.70406,,818894493.760031,27814175.046677,,,242703385.305775,217854173.081333,730323574.0,281671468.112287,1430523967.375283,59016879.033051,,,10306775.524911,,,,2249418461.135314,,,252436414.775689,,,,,,208112152.379705,22025438.108028,-59016879.033051,1779401259.45822,,6635869.173573,59016879.033051,,0.70406,,510114794.130171,-59016879.033051,818894493.760031,699166471.224082,1030677552.491074,,,2725224399.751056,910518334.0,513644511.775689,,1087153034.819352,33461723.279505,18448298.0,-201052717.08867,-261763860.591569,51675066.330374,,208112152.379705,2720141606.341511,113620826.0,,59016879.033051,-495854734.842281,476552296.0,59016879.033051,,216442286.023126,,239314856.366078,0.0,,-847132.234924,,1779401259.45822,-521017167.590258,,-226207168.0,278965852.0,1135549917.803957,,-945823140.292836,27814175.046677,,,,,-340970724.556979,216442286.023126,518444927.773592,1077242672.0,2469390464.803957,,281671468.112287,,699166471.224082,,1806650679.681614,,,,1430523967.375283,2725224399.751056,2249418461.135314,47015839.038291,,-945823140.292836,1394743053.0,,,-30637949.163091,,-671100761.877657,910518334.0,,10306775.524911,,,787691789.773658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,,,,,,,,,,,842727975.0,,,,,,,,,,,,,,,,,137151195.0,137151195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162747,137151195.0,,,842727975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835335110.0,,,,835335110.0,,,,,,,,,,,,,,,,,0.162747,,,,,,,,,,,,,,,,835335110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-30,,,,,,,,,,,842727975.0,,,,,,,,,,,,,,,,,139340460.0,139340460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165345,139340460.0,,,842727975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848669080.0,,,,848669080.0,,,,,,,,,,,,,,,,,0.165345,,,,,,,,,,,,,,,,848669080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-31,,,,,,,,,,,855000712.0,,,,,,,,,,,,,,,,,170999829.0,170999829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,170999829.0,,,855000712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981089928.0,,,,981089928.0,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,981089928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-03-31,2968418098.041511,,,,3885886793.999097,,,439633357.863224,15839845.461692,,,733330156.0,77956886.487933,439633357.863224,,1009712501.881554,998842019.701962,650365419.544748,,3885886793.999097,-192665825.0,65999356.090381,-1341417500.961683,,,307789938.285026,,242249294.468248,198456780.544748,,,-92851.0,998842019.701962,438701602.24783,,7149527.0,557106.0,965298817.547791,-735776350.955829,0.885019,,1081457684.266863,44879562.141459,,,315554568.413306,369751686.708702,735477886.0,759536119.148367,2215093682.995769,23759768.192537,,,8385800.538543,,,,3296551367.262631,,,198456780.544748,,,,,,213682621.13027,23138597.782275,-23759768.192537,2440733834.523591,,,23759768.192537,,0.885019,,867930355.739158,-23759768.192537,1081457684.266863,917468695.957586,1481646721.078423,-1708218.628222,,3772678486.728772,1156459205.0,650365419.544748,,438701602.24783,-18635112.307872,-92851.0,-177965322.540182,-724595283.571106,102182532.488167,,213682621.13027,2968418098.041511,126648764.0,,23759768.192537,-801930999.648777,816345992.0,23759768.192537,,239616485.758726,,307789938.285026,557106.0,,-11491652.589855,,2440733834.523591,-1580102273.630279,,14206203.0,277810192.0,1144972316.190932,,-1331944652.205181,44879562.141459,,,,,-719936505.494138,239616485.758726,694157933.468248,1593601713.0,3836969624.190932,,759536119.148367,,917468695.957586,,2871670806.64314,,,,2215093682.995769,3772678486.728772,3296551367.262631,52178314.462043,,-1331944652.205181,2241515991.0,,,33387909.551605,,-1726698490.452209,1156459205.0,,8385800.538543,,,77956886.487933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,,,,,,,,,,,841515853.0,,,,,,,,,,,,,,,,,252915275.0,252915275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.300547,252915275.0,,,841515853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186160800.0,,,,1186160800.0,,,,,,,,,,,,,,,,,0.300547,,,,,,,,,,,,,,,,1186160800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,3207820616.0,,,,,743660456.0,,,,,857576472.0,,,,,,1102677730.0,,,4234638870.0,,,,,,,,240136820.0,240136820.0,,,23928828.0,,,,,,,,,,1126606558.0,51930648.0,88078452.0,,,,,,,,31311126.0,,,,,,3361491210.0,,0.280018,240136820.0,,382861248.0,857576472.0,95969874.0,,,,,,,,,,,,,476879480.0,,,,,,,,,,750448776.0,,,,,,,244888644.0,,,,9333940.0,,,9333940.0,,,,2234884652.0,0.0,,,,2486052492.0,382861248.0,,,,1126521704.0,,-908022654.0,,,,,,,,,,,,,329403228.0,1026818254.0,0.280018,,,,,2234884652.0,3394075146.0,,,,,,,,,,286891374.0,0.0,,,89266408.0,,403820186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
