,trailingSellingGeneralAndAdministration,annualDilutedEPS,trailingOperatingExpense,annualOperatingExpense,annualCapitalExpenditure,annualSellingGeneralAndAdministration,trailingCapitalExpenditure,quarterlyAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,trailingInterestExpense,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,annualNetOtherFinancingCharges,quarterlyEndCashPosition,annualNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualInterestExpense,annualBasicAverageShares,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyOperatingExpense,annualCommonStockIssuance,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherNonCashItems,quarterlyRetainedEarnings,trailingOperatingCashFlow,quarterlyDilutedEPS,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyStockholdersEquity,quarterlyDilutedAverageShares,trailingFreeCashFlow,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,trailingTaxProvision,annualBasicEPS,annualNetIncome,annualNetIncomeContinuousOperations,annualOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCashDividendsPaid,quarterlyNetIncome,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,trailingInvestingCashFlow,quarterlyBasicAverageShares,annualPurchaseOfInvestment,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,trailingPurchaseOfInvestment,quarterlyCapitalExpenditure,trailingPretaxIncome,quarterlyOperatingCashFlow,annualTotalAssets,trailingSaleOfInvestment,trailingCashDividendsPaid,annualDepreciationAndAmortization,quarterlyGoodwill,trailingNetIncome,quarterlyNetPPE,annualRetainedEarnings,quarterlyCommonStockIssuance,quarterlyTaxProvision,annualChangeInWorkingCapital,quarterlyChangeInCashSupplementalAsReported,annualSaleOfInvestment,annualGoodwill,annualNetPPE,annualOtherIntangibleAssets,annualOperatingIncome,quarterlyOtherIntangibleAssets,annualOperatingCashFlow,annualAccountsPayable,annualCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualTotalRevenue,annualRepaymentOfDebt,annualEndCashPosition,trailingTotalRevenue,quarterlyBasicEPS,annualGrossPPE,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyTotalAssets,annualDilutedAverageShares,annualCashAndCashEquivalents,trailingChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,annualPretaxIncome,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlySaleOfInvestment,trailingEndCashPosition,annualOtherShortTermInvestments,quarterlyCostOfRevenue,annualCostOfRevenue,annualTotalNonCurrentAssets,annualChangesInAccountReceivables,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyGrossProfit,annualGrossProfit,annualLongTermDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentAssets,quarterlyStockBasedCompensation,annualResearchAndDevelopment,trailingBasicEPS,annualCurrentDebt,annualCashCashEquivalentsAndMarketableSecurities,trailingChangeInInventory,annualEbitda,quarterlyTotalNonCurrentAssets,annualCurrentLiabilities,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,quarterlyOtherShortTermInvestments,trailingRepurchaseOfCapitalStock,annualOtherIncomeExpense,trailingNetOtherInvestingChanges,quarterlyResearchAndDevelopment,trailingChangesInAccountReceivables,quarterlyOtherNonCurrentLiabilities,quarterlyEbitda,trailingDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,trailingOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCommonStockIssuance,annualOtherCurrentAssets,quarterlyIncomeTaxPayable,annualStockBasedCompensation,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,annualAccountsReceivable,trailingOtherIncomeExpense,annualInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentLiabilities,annualNonCurrentDeferredRevenue,annualCurrentAccruedExpenses,annualChangeInInventory,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,trailingDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,annualIncomeTaxPayable,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,trailingGrossProfit,trailingBasicAverageShares,trailingOtherNonCashItems,annualDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingDilutedEPS,annualAccumulatedDepreciation,trailingResearchAndDevelopment,annualRepurchaseOfCapitalStock,quarterlyCurrentDebt,trailingChangeInWorkingCapital,trailingStockBasedCompensation,annualNonCurrentDeferredTaxesLiabilities,trailingCostOfRevenue,quarterlyInventory,quarterlyCurrentAccruedExpenses,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,annualCurrentAssets,annualOtherCurrentLiabilities,quarterlyLongTermDebt,annualOtherNonCurrentLiabilities,quarterlyChangeInAccountPayable,annualOtherNonCurrentAssets,annualCurrentDeferredRevenue
1222732800,,,,,,,,6527000000.0,994298000000.0,,,,0.0,,10728000000.0,8531000000.0,5400000000.0,,88459000000.0,,,,,,4515000000.0,0.0,4368000000.0,,,,5418000000.0,,14093000000.0,,0.095017,3534000000.0,-60000000.0,94372000000.0,42455429600.0,,,,,,,,,,,,4034000000.0,,4034000000.0,,42455429600.0,,212483000000.0,,,-329000000.0,,-47560000000.0,,,,,,,8531000000.0,,,1384000000.0,,-42896000000.0,,,,,,403000000.0,,,,23185000000.0,39033000000.0,,131355000000.0,,,,,0.095017,,,-339158000000.0,1088675000000.0,,,,-47889000000.0,,6072000000.0,-1000000.0,,4034000000.0,,344002000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,,0.323059,,16096000000.0,-1523000000.0,13242000000.0,,6427000000.0,1092491000000.0,,,,-62000000.0,,9177000000.0,8645000000.0,1095000000.0,-22000000.0,168649000000.0,13320000000.0,78104000000.0,,22776000000.0,41230884706.0,-11111000000.0,0.0,4020000000.0,0.0,138708000000.0,,1137000000.0,,9645000000.0,,,3330000000.0,0.0,95343000000.0,,,4426000000.0,1092491000000.0,,0.323059,13320000000.0,13320000000.0,,,90545000000.0,-2088000000.0,869000000.0,-57549000000.0,869000000.0,,,-427619000000.0,203580000000.0,95343000000.0,,-590000000.0,,92395000000.0,1187837000000.0,,,,,,8645000000.0,9645000000.0,,268000000.0,,80190000000.0,371525000000.0,,8645000000.0,762000000.0,17615000000.0,762000000.0,140231000000.0,6427000000.0,39033000000.0,238239000000.0,39033000000.0,,88459000000.0,40155000000.0,-632000000.0,168649000000.0,,,8645000000.0,1000000.0,494268000000.0,1187837000000.0,41230884706.0,238239000000.0,,91805000000.0,17746000000.0,5833000000.0,1000000.0,,869000000.0,203580000000.0,-504794000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,,,,,,,,6461000000.0,1157289000000.0,,,,0.0,,8298000000.0,8550000000.0,4257000000.0,,87186000000.0,,,,,,-7680000000.0,,3482000000.0,,,,4276000000.0,,12874000000.0,,0.076014,2866000000.0,-127000000.0,98277000000.0,42479109500.0,,,,,,,,,,,,3229000000.0,,3229000000.0,,42479109500.0,,192284000000.0,,,-190000000.0,,-73668000000.0,,,,,,,8550000000.0,,,1047000000.0,,-81468000000.0,,,,,,759000000.0,,,,42002000000.0,39033000000.0,,168654000000.0,,,,,0.076014,,,-205374000000.0,1255569000000.0,,,,-73858000000.0,,5090000000.0,0.0,,3229000000.0,,197861000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,,,,,,6444000000.0,1302414000000.0,,,,3000000.0,,8806000000.0,8607000000.0,5073000000.0,,66248000000.0,,,,,,7661000000.0,,3028000000.0,,,,5082000000.0,,13362000000.0,,,2394000000.0,-395000000.0,99059000000.0,,,,,,,,,,,,,3818000000.0,,3818000000.0,,,,197390000000.0,,,-385000000.0,,-28167000000.0,,,,,,,8607000000.0,,,1264000000.0,,-20933000000.0,,,,,,770000000.0,,,,181980000000.0,39033000000.0,,87186000000.0,,,,,,,,96658000000.0,1401477000000.0,,,,-28552000000.0,,4790000000.0,0.0,,3818000000.0,,-88614000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,,,,,,,6183000000.0,1325433000000.0,,,,8000000.0,,10108000000.0,8632000000.0,5704000000.0,,88643000000.0,,,,,,4192000000.0,,3936000000.0,,,,5736000000.0,,17710000000.0,,0.104519,3208000000.0,-50000000.0,103423000000.0,41600082909.0,,,,,,,,,,,,4348000000.0,,4348000000.0,,41600082909.0,,189194000000.0,,,-244000000.0,,21521000000.0,,,,,,,8632000000.0,,,1388000000.0,,22395000000.0,,,,,,768000000.0,,,,50911000000.0,39033000000.0,,66248000000.0,,,,,0.104519,,,-32550000000.0,1428861000000.0,,,,21277000000.0,,4717000000.0,-3330000000.0,,4348000000.0,,36984000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,,0.351564,,19060000000.0,-2192000000.0,16299000000.0,,6538000000.0,1668023000000.0,,,,-4000000.0,,13589000000.0,10321000000.0,4088000000.0,1499000000.0,167248000000.0,14320000000.0,-16702000000.0,,20147000000.0,40732272432.0,-8508000000.0,0.0,8614000000.0,1499000000.0,-9889000000.0,,4171000000.0,,17721000000.0,,,7831000000.0,-2255000000.0,102798000000.0,,,4705000000.0,1668023000000.0,,0.351564,14320000000.0,14560000000.0,-2619000000.0,-13007000000.0,183950000000.0,-3330000000.0,2925000000.0,-4335000000.0,3165000000.0,,,-199985000000.0,211582000000.0,102798000000.0,,-1373000000.0,,72617000000.0,1775031000000.0,,,1144000000.0,887000000.0,,10321000000.0,17721000000.0,,1006000000.0,-27077000000.0,63304000000.0,210759000000.0,887000000.0,10321000000.0,795000000.0,19122000000.0,795000000.0,-7697000000.0,6538000000.0,39033000000.0,305811000000.0,39033000000.0,,88643000000.0,40801000000.0,-2827000000.0,167248000000.0,,,10321000000.0,7000000.0,-58719000000.0,1775031000000.0,40732272432.0,305811000000.0,,71244000000.0,19265000000.0,5550000000.0,1499000000.0,,2925000000.0,211582000000.0,64528000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,,,,,,,,7123000000.0,1640933000000.0,,,,0.0,,12160000000.0,10209000000.0,5781000000.0,,122817000000.0,,,,,,626000000.0,,5226000000.0,,,,5793000000.0,,22033000000.0,,0.104519,4408000000.0,-8000000.0,107502000000.0,41255648000.0,,,,,,,,,,,,4312000000.0,,4407000000.0,,41255648000.0,,209402000000.0,,,-204000000.0,,-45138000000.0,,,,,886000000.0,,10209000000.0,,,1386000000.0,,-44586000000.0,,,,,,791000000.0,,,,74212000000.0,39033000000.0,,167403000000.0,,,,,0.104519,,,-77536000000.0,1752802000000.0,,,,-45342000000.0,,5349000000.0,0.0,,4312000000.0,,78365000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,,,,,,7592000000.0,1825946000000.0,,,,56000000.0,,13335000000.0,10201000000.0,8430000000.0,,154709000000.0,,,,,,-38770000000.0,,4244000000.0,,,,8488000000.0,,24971000000.0,,,3366000000.0,-5090000000.0,109951000000.0,,,,,,,,,,,,,6373000000.0,,6432000000.0,,,,247642000000.0,,,-390000000.0,,56667000000.0,,,,,879000000.0,,10201000000.0,,,2056000000.0,,32047000000.0,,,,,,803000000.0,,,,351008000000.0,39033000000.0,,122817000000.0,,,,,,,,-117591000000.0,1940168000000.0,,,,56277000000.0,,5776000000.0,-502000000.0,,6373000000.0,,79206000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,,,,,,,8347000000.0,1826575000000.0,,,,2000000.0,,14627000000.0,10131000000.0,8672000000.0,,159358000000.0,,,,,,7440000000.0,-2933000000.0,5187000000.0,,,,8717000000.0,,31479000000.0,,0.161529,4218000000.0,-1607000000.0,116662000000.0,40289879529.0,,,,,,,,,,,,6508000000.0,,6581000000.0,,40289879529.0,,247814000000.0,,,-353000000.0,,1859000000.0,,,,,870000000.0,,10131000000.0,,,2136000000.0,,4649000000.0,,,,,,810000000.0,,,,140140000000.0,39033000000.0,,154709000000.0,,,,,0.161529,,,-128445000000.0,1947615000000.0,,,,1506000000.0,,6354000000.0,0.0,,6508000000.0,,136202000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,,0.522595,,22547000000.0,-1647000000.0,18862000000.0,,8569000000.0,1956776000000.0,,,,399602000000.0,,15471000000.0,9974000000.0,5086000000.0,0.0,173910000000.0,21509000000.0,6662000000.0,,24325000000.0,41158058109.0,-8694000000.0,0.0,7890000000.0,,35678000000.0,,5697000000.0,,30576000000.0,,,6870000000.0,-108000000.0,120175000000.0,,,6916000000.0,1956776000000.0,,0.522595,21509000000.0,21779000000.0,-5249000000.0,,167248000000.0,-3435000000.0,4316000000.0,-39398000000.0,4359000000.0,,,-438147000000.0,275736000000.0,120175000000.0,,-700000000.0,,23937000000.0,2081314000000.0,,,1195000000.0,857000000.0,,9974000000.0,30576000000.0,,1338000000.0,8549000000.0,14552000000.0,399660000000.0,857000000.0,9974000000.0,838000000.0,27969000000.0,838000000.0,37325000000.0,8569000000.0,39033000000.0,386911000000.0,39033000000.0,,159358000000.0,55593000000.0,-6813000000.0,173910000000.0,,,9974000000.0,399660000000.0,-114575000000.0,2081314000000.0,41158058109.0,386911000000.0,,23237000000.0,28695000000.0,6846000000.0,0.0,,4316000000.0,275736000000.0,105887000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,,,,,,,9771000000.0,2013072000000.0,,,,0.0,,16810000000.0,9861000000.0,8684000000.0,,126238000000.0,,,,,,7148000000.0,,6427000000.0,,,,8719000000.0,,37081000000.0,,0.161529,5268000000.0,-7000000.0,126900000000.0,40271307059.0,,,,,,,,,,,,6505000000.0,,6589000000.0,,40271307059.0,,244108000000.0,,,-337000000.0,,-54422000000.0,,,,,849000000.0,,9861000000.0,,,2130000000.0,,-47672000000.0,,,,,,823000000.0,,,,143930000000.0,39033000000.0,,173910000000.0,,,,,0.161529,,,-106747000000.0,2144398000000.0,,,,-54759000000.0,,7869000000.0,0.0,,6505000000.0,,114210000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,,,,,,10173000000.0,2105561000000.0,,,,41000000.0,,18440000000.0,9807000000.0,11551000000.0,,164060000000.0,,,,,,-18373000000.0,,6709000000.0,,,,11607000000.0,,43359000000.0,,,5436000000.0,-3993000000.0,135116000000.0,,,,,,,,,,,,,8519000000.0,,8684000000.0,,,,268106000000.0,,,-181000000.0,,61913000000.0,,,,,838000000.0,,9807000000.0,,,2923000000.0,,37822000000.0,,,,,,834000000.0,,,,482652000000.0,39033000000.0,,126238000000.0,,,,,,,,-150110000000.0,2245218000000.0,,,,61732000000.0,,9941000000.0,-1190000000.0,,8519000000.0,,131914000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,,,,,,,11274000000.0,2097481000000.0,,,,2000000.0,,20180000000.0,9706000000.0,12243000000.0,,172936000000.0,,,,,,14202000000.0,-29000000.0,6101000000.0,,,,12263000000.0,,52561000000.0,,0.21,4724000000.0,-273000000.0,169270000000.0,43819047619.0,,,,,,,,,,,,9202000000.0,,8947000000.0,,43819047619.0,,240660000000.0,,,-605000000.0,,-29932000000.0,,,,,822000000.0,,9706000000.0,,,3316000000.0,,8876000000.0,,,,,,838000000.0,,,,255487000000.0,46787000000.0,,164060000000.0,,,,,0.21,,,-89077000000.0,2270843000000.0,,,,-30537000000.0,,11085000000.0,25667000000.0,,9202000000.0,,103837000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,,0.71,,28316000000.0,-1973000000.0,22973000000.0,,13599000000.0,2587100000000.0,,,,-6000000.0,,21461000000.0,10116000000.0,8947000000.0,25765000000.0,479083000000.0,30819000000.0,305173000000.0,,41517000000.0,43407042254.0,-13575000000.0,-2666000000.0,9079000000.0,25765000000.0,298131000000.0,,9001000000.0,,50622000000.0,,,7545000000.0,273000000.0,174496000000.0,,,10746000000.0,2587100000000.0,,0.71,30819000000.0,30844000000.0,-5867000000.0,,173910000000.0,-3885000000.0,6593000000.0,-10598000000.0,6624000000.0,,,-502095000000.0,258071000000.0,174496000000.0,,-850000000.0,,322545000000.0,2765881000000.0,,,1340000000.0,818000000.0,,10116000000.0,50622000000.0,98000000.0,2377000000.0,260297000000.0,306147000000.0,493391000000.0,818000000.0,10116000000.0,869000000.0,41425000000.0,869000000.0,300104000000.0,13599000000.0,46787000000.0,903930000000.0,46787000000.0,,172936000000.0,76891000000.0,-4000000000.0,479083000000.0,,,10116000000.0,37000000.0,-156161000000.0,2765881000000.0,43407042254.0,903930000000.0,,321695000000.0,41590000000.0,12622000000.0,98000000.0,,6593000000.0,258071000000.0,143430000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,,,,,,,14458000000.0,2469580000000.0,,,,0.0,,21687000000.0,10266000000.0,11591000000.0,,329658000000.0,,,,,,-22729000000.0,,7862000000.0,,,,11606000000.0,,59185000000.0,,0.18,6278000000.0,-7000000.0,183299000000.0,47572222222.0,,,,,,,,,,,,8563000000.0,,8673000000.0,,47572222222.0,,286443000000.0,,,-495000000.0,,-126654000000.0,,,,,817000000.0,,10266000000.0,,,2933000000.0,,-149425000000.0,,,,,,862000000.0,,,,418275000000.0,46787000000.0,,479083000000.0,,,,,0.18,,,-107579000000.0,2657376000000.0,,,,-127149000000.0,,14808000000.0,0.0,,8563000000.0,,85334000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,,,,,,17269000000.0,2723885000000.0,,,,11000000.0,,22504000000.0,10196000000.0,14240000000.0,,367434000000.0,,,,,,-30714000000.0,,7954000000.0,,,,14270000000.0,,63211000000.0,,,6281000000.0,-2590000000.0,187892000000.0,,,,,,,,,,,,,10810000000.0,,10912000000.0,,,,324080000000.0,,,-606000000.0,,51103000000.0,,,,,822000000.0,,10196000000.0,,,3358000000.0,,37776000000.0,,,,,,893000000.0,,,,823409000000.0,46787000000.0,,329658000000.0,,,,,,,,-198465000000.0,2916365000000.0,,,,50497000000.0,,16600000000.0,-222000000.0,,10810000000.0,,168354000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,,,,,,,20669000000.0,2712276000000.0,,,,0.0,,22121000000.0,10254000000.0,10529000000.0,,306585000000.0,,,,,,-23910000000.0,-7613000000.0,7484000000.0,,,,10571000000.0,,71064000000.0,,0.17,5832000000.0,1016000000.0,194923000000.0,46194117647.0,,,,,,,,,,,,7853000000.0,,7959000000.0,,46194117647.0,,337164000000.0,,,-228000000.0,,-32448000000.0,,,,,824000000.0,,10254000000.0,,,2612000000.0,,-60849000000.0,,,,,,899000000.0,,,,386228000000.0,46787000000.0,,367434000000.0,,,,,0.17,,,-169695000000.0,2911945000000.0,,,,-32676000000.0,,16322000000.0,0.0,,7853000000.0,,146024000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,0.66,,34827000000.0,-3588000000.0,28179000000.0,,21499000000.0,2756853000000.0,,,,3000000.0,,23204000000.0,11520000000.0,5144000000.0,0.0,336828000000.0,31032000000.0,-142255000000.0,,63324000000.0,47018181818.0,-23999000000.0,-101000000.0,11527000000.0,,-59014000000.0,,5162000000.0,,57351000000.0,,,9788000000.0,-11250000000.0,198356000000.0,,,10224000000.0,2756853000000.0,,0.66,31032000000.0,31385000000.0,-13104000000.0,,479083000000.0,-7936000000.0,3806000000.0,-101352000000.0,3841000000.0,,,-645390000000.0,350442000000.0,198356000000.0,,-2259000000.0,,52573000000.0,2959939000000.0,,,1517000000.0,817000000.0,,11520000000.0,57351000000.0,,1321000000.0,-103384000000.0,30243000000.0,547622000000.0,817000000.0,11520000000.0,966000000.0,41504000000.0,966000000.0,-55426000000.0,21499000000.0,46787000000.0,816561000000.0,46787000000.0,,306585000000.0,89516000000.0,-12831000000.0,336828000000.0,,,11520000000.0,14000000.0,-169651000000.0,2959939000000.0,47018181818.0,816561000000.0,,50314000000.0,41609000000.0,15594000000.0,0.0,,3806000000.0,350442000000.0,147910000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,,,,,,,22011000000.0,2906288000000.0,,,,0.0,,24056000000.0,11378000000.0,12285000000.0,,244042000000.0,,,,,,-25734000000.0,-37000000.0,9244000000.0,,,,12367000000.0,,66569000000.0,,0.2,7463000000.0,-3648000000.0,207965000000.0,46090000000.0,,,,,,,,,,,,9218000000.0,,9332000000.0,,46090000000.0,,377809000000.0,,,-896000000.0,,-64413000000.0,,,,,814000000.0,,11378000000.0,,,3035000000.0,,-92786000000.0,,,,,,946000000.0,,,,280751000000.0,46787000000.0,,336828000000.0,,,,,0.2,,,-219376000000.0,3119084000000.0,,,,-65309000000.0,,16766000000.0,0.0,,9218000000.0,,194518000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,,,,,,21084000000.0,3220968000000.0,,,,22000000.0,,25825000000.0,11739000000.0,14810000000.0,,340955000000.0,,,,,,-13138000000.0,,8650000000.0,,,,14876000000.0,,70724000000.0,,,6843000000.0,-3856000000.0,211107000000.0,,,,,,,,,,,,,11173000000.0,,11311000000.0,,,,414411000000.0,,,-145000000.0,,111794000000.0,,,,,803000000.0,,11739000000.0,,,3565000000.0,,96913000000.0,,,,,,937000000.0,,,,833220000000.0,46787000000.0,,244042000000.0,,,,,,,,-106604000000.0,3436945000000.0,,,,111649000000.0,,17958000000.0,37000000.0,,11173000000.0,,93532000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,,,,,,,23868000000.0,3176598000000.0,,,,6000000.0,,26674000000.0,12525000000.0,13893000000.0,,198117000000.0,,,,,,19879000000.0,,9771000000.0,,,,13946000000.0,,81193000000.0,,0.22,7856000000.0,-3768000000.0,219824000000.0,47586363636.0,,,,,,,,,,,,10469000000.0,,10596000000.0,,47586363636.0,,377406000000.0,,,-1275000000.0,,-158197000000.0,,,,,799000000.0,,12525000000.0,,,3350000000.0,,-142838000000.0,,,,,,929000000.0,,,,250345000000.0,46787000000.0,,340955000000.0,,,,,0.22,,,-114578000000.0,3401408000000.0,,,,-159472000000.0,,20304000000.0,-7018000000.0,,10469000000.0,,135741000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,0.84,,40333000000.0,-5292000000.0,32845000000.0,,28143000000.0,3410468000000.0,,,,18000000.0,,27894000000.0,13734000000.0,11297000000.0,0.0,199643000000.0,39175000000.0,-137185000000.0,,77647000000.0,46636904762.0,8669000000.0,-2317000000.0,12668000000.0,,-141520000000.0,,11360000000.0,,76690000000.0,,,10683000000.0,1935000000.0,225601000000.0,,,12832000000.0,3410468000000.0,,0.84,39175000000.0,39717000000.0,-11940000000.0,,336828000000.0,-9335000000.0,8315000000.0,-10324000000.0,8478000000.0,,,-483562000000.0,353752000000.0,225601000000.0,,-2976000000.0,,-25412000000.0,3641193000000.0,,,1790000000.0,792000000.0,,13734000000.0,76690000000.0,,2882000000.0,-192444000000.0,1526000000.0,478400000000.0,792000000.0,13734000000.0,1263000000.0,52285000000.0,1263000000.0,-136228000000.0,28143000000.0,46787000000.0,750501000000.0,46787000000.0,,198117000000.0,104449000000.0,-9337000000.0,199643000000.0,,,13734000000.0,46000000.0,-43004000000.0,3641193000000.0,46636904762.0,750501000000.0,,-28388000000.0,52549000000.0,22619000000.0,0.0,,8315000000.0,353752000000.0,54609000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,,,,,,,33126000000.0,3738160000000.0,,,,62000000.0,,29720000000.0,13562000000.0,14351000000.0,,202821000000.0,,,,,,2499000000.0,,10500000000.0,,,,14374000000.0,,87396000000.0,,0.23,8365000000.0,,237953000000.0,46547826087.0,,,,,,,,,,,,10706000000.0,,10931000000.0,,46547826087.0,,371727000000.0,,,-742000000.0,,-13074000000.0,,,,,799000000.0,,13562000000.0,,91000000.0,3443000000.0,,3178000000.0,,,,,,1256000000.0,,,,267515000000.0,46787000000.0,,199643000000.0,,,,,0.23,,,-287506000000.0,3981514000000.0,,,,-13816000000.0,,27818000000.0,-5453000000.0,,10706000000.0,,290744000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
