,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualPretaxIncome,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyBasicEPS,trailingPretaxIncome,annualTotalAssets,annualNonCurrentDeferredRevenue,trailingNetIncome,quarterlyResearchAndDevelopment,annualLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,annualStockholdersEquity,trailingStockBasedCompensation,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyBasicAverageShares,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingChangeInInventory,annualDepreciationAndAmortization,annualRetainedEarnings,annualCommonStockIssuance,annualStockBasedCompensation,quarterlyLongTermDebt,quarterlyInventory,annualAccountsReceivable,trailingOperatingCashFlow,trailingChangeInWorkingCapital,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,annualTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualAccountsPayable,quarterlyDilutedAverageShares,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,annualCashFlowFromContinuingFinancingActivities,annualBasicEPS,annualCashCashEquivalentsAndMarketableSecurities,trailingCashFlowFromContinuingFinancingActivities,annualEndCashPosition,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualOperatingIncome,annualNetPPE,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyFreeCashFlow,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,annualCashAndCashEquivalents,annualGrossPPE,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,trailingEndCashPosition,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeCommonStockholders,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,trailingCapitalExpenditure,annualInterestExpense,annualCapitalExpenditure,quarterlyGrossPPE,trailingInterestExpense,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualOtherNonCurrentAssets,quarterlyChangeInWorkingCapital,trailingOperatingExpense,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,annualChangesInAccountReceivables,annualRepurchaseOfCapitalStock,annualCurrentAssets,quarterlyAccountsPayable,trailingNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockholdersEquity,annualEbitda,annualRepaymentOfDebt,trailingNetIncomeCommonStockholders,quarterlyStockBasedCompensation,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyEbitda,annualCurrentAccruedExpenses,annualDilutedEPS,quarterlyInvestingCashFlow,quarterlyGrossProfit,annualChangeInCashSupplementalAsReported,trailingChangesInAccountReceivables,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyChangeInInventory,trailingGrossProfit,annualDilutedAverageShares,trailingResearchAndDevelopment,annualCapitalStock,quarterlyCurrentDeferredRevenue,trailingCostOfRevenue,annualResearchAndDevelopment,quarterlyOtherNonCashItems,quarterlyAccumulatedDepreciation,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlySellingGeneralAndAdministration,annualTaxProvision,quarterlyRetainedEarnings,quarterlyTaxProvision,trailingTaxProvision,quarterlyNetPPE,annualInventory,quarterlyPretaxIncome,quarterlyCurrentAssets,annualGrossProfit,annualBasicAverageShares,annualTotalNonCurrentAssets,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,annualOtherNonCashItems,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOperatingIncome,quarterlyTotalRevenue,annualTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualFreeCashFlow,annualCurrentDebt,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualBeginningCashPosition,annualNetIncome,trailingOtherNonCashItems,annualCostOfRevenue,annualNetOtherFinancingCharges,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,quarterlyGoodwill,trailingCommonStockIssuance,trailingPurchaseOfBusiness,annualCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyOtherShortTermInvestments,annualOtherIntangibleAssets,quarterlySaleOfInvestment,annualOtherCurrentAssets,annualInvestmentsAndAdvances,trailingBasicEPS,trailingDilutedEPS,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,annualPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfInvestment,quarterlyNetOtherInvestingChanges,annualPurchaseOfBusiness,annualGoodwill,annualNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyPurchaseOfBusiness,annualDeferredIncomeTax,trailingCashDividendsPaid,quarterlyOtherCurrentAssets,trailingNetOtherFinancingCharges,annualSaleOfInvestment,trailingSaleOfInvestment,annualOtherShortTermInvestments,trailingDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares,annualChangeInAccountPayable
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,,,-18741000.0,-3756000.0,,,,,,75609000.0,713000.0,,,6335000.0,,,1948000.0,-112509000.0,,,22141000.0,,,,,4305000.0,-118631000.0,1092000.0,1661000.0,,,13341000.0,,,,,71085000.0,165977000.0,,5443000.0,,-10699000.0,,,20583000.0,-0.242106,47857000.0,,47857000.0,137000.0,,-18375000.0,6925000.0,,,,,514000.0,,47857000.0,17958000.0,,,,,,,,-15000.0,,,,811000.0,-3756000.0,,,46736000.0,-11033000.0,577000.0,,,,,,-5131000.0,-80000.0,68107000.0,,,,,-13625000.0,-393000.0,,,-18762000.0,1525000.0,,4482000.0,-0.242106,,,6114000.0,,,,,,77494992.0,,1000.0,,,32164000.0,,,,,,21000.0,,,,,4838000.0,,,60525000.0,77494992.0,7502000.0,,,,-18762000.0,,149000.0,,,-1995000.0,,,188118000.0,78900000.0,-14455000.0,4224000.0,1827000.0,,41743000.0,-18762000.0,,10560000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,-5394000.0,,,,-15345000.0,-15345000.0,-5184000.0,-0.185121,,,,,27189000.0,,,,,,,,,82891536.0,,5241000.0,,,,,,,,,,,-31000.0,,,,,,82891536.0,,,,,,,,,,93459000.0,,,,,-5803000.0,,,659000.0,,,-1799000.0,848000.0,,,,,-15345000.0,,,,,,,,,,,,8421000.0,,,,,,,,,,,,,,,589000.0,,,-13822000.0,,,-619000.0,31366000.0,,,88065000.0,46299000.0,-411000.0,,,,,,,,120000.0,,,,19110000.0,,,16000.0,,,,-15329000.0,,,,,0.0,-0.185121,,,-619000.0,,,411000.0,,-14933000.0,36607000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,-17977000.0,38771000.0,-112398000.0,-6709000.0,-75524000.0,-75524000.0,-50999000.0,,,124310000.0,1102000.0,,53133000.0,25489000.0,3751000.0,,28015000.0,-219987000.0,,28088000.0,32362000.0,,5071000.0,14900000.0,,3905000.0,-231116000.0,1798000.0,2658000.0,25489000.0,8570000.0,28088000.0,,,-98000.0,65080000.0,146313000.0,311935000.0,,8792000.0,,-76409000.0,65080000.0,,105367000.0,-1.45,65080000.0,,70088000.0,-249000.0,88065000.0,-110764000.0,11127000.0,1000.0,,-53828000.0,4187000.0,38771000.0,688000.0,65080000.0,25210000.0,-8991000.0,890000.0,124310000.0,,18074000.0,6947000.0,-75524000.0,-37000.0,344297000.0,,,2409000.0,-6709000.0,25210000.0,,87936000.0,-14083000.0,6947000.0,21595000.0,,,1102000.0,,-14747000.0,0.0,106236000.0,8792000.0,,-37000.0,-219987000.0,-106084000.0,-773000.0,,1063000.0,-112485000.0,3751000.0,-73904000.0,5071000.0,-1.45,-2829000.0,35654000.0,22231000.0,,70088000.0,110619000.0,-1721000.0,,77494992.0,,1000.0,2776000.0,,109900000.0,921000.0,-14083000.0,,32362000.0,26906000.0,87000.0,-231116000.0,42000.0,,11127000.0,8570000.0,-75482000.0,106236000.0,117652000.0,77494992.0,18074000.0,0.0,,311935000.0,-112485000.0,-2829000.0,1247000.0,,35878000.0,-3732000.0,-74965000.0,50554000.0,344297000.0,228416000.0,-83118000.0,4187000.0,2776000.0,,47857000.0,-112485000.0,,28661000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,56144000.0,,,,,,,,,,,,,4364000.0,,,,,26803000.0,,,14115000.0,,,,,,,24777000.0,12325000.0,,,,,56034000.0,,,,,,,56034000.0,,,,,,,,,,,2000.0,,,4887000.0,,,,,,,155594000.0,,48368000.0,10031000.0,,,140298000.0,,,,,52829000.0,,,,,,,,1131000.0,,,,,9429000.0,,-34000.0,15296000.0,,,,,,,,,,,,,,,,,,,,,3236000.0,,,,-14492000.0,,43227000.0,,,-245630000.0,,,38337000.0,,,107226000.0,,,,,,97071000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,-39015000.0,416447000.0,63452000.0,,,-9603000.0,-9603000.0,14526000.0,-0.329048,-99489000.0,,,-99641000.0,22209000.0,,4791000.0,410674000.0,,,9321000.0,26150000.0,,29184218.0,17962000.0,15480000.0,-6456000.0,,,,,22307000.0,13305000.0,,-23072000.0,60474000.0,-272000.0,427436000.0,,,221158000.0,,29184218.0,,427436000.0,-97458000.0,,,,451575000.0,,,61042000.0,,,2000.0,-11000000.0,848000.0,7383000.0,,708000.0,,,578000.0,2041000.0,572815000.0,477553000.0,98671000.0,51831000.0,-9603000.0,,151367000.0,-511000.0,-39015000.0,,,,2775000.0,,,,18188000.0,259265000.0,88065000.0,1202000.0,389424000.0,,,,11959000.0,-99641000.0,-160000.0,421448000.0,,,-99641000.0,3874000.0,,,-8887000.0,,,-13678000.0,45727000.0,,-7053000.0,477489000.0,54823000.0,-980000.0,161807000.0,,108341000.0,,3082000.0,59351000.0,,26000.0,,-62087000.0,48236000.0,32614000.0,,-255233000.0,8000.0,152000.0,46840000.0,,-9595000.0,474144000.0,,,,-11000000.0,-0.329048,103131000.0,,-13678000.0,,5111000.0,415638000.0,,-9096000.0,61207000.0,,,,,,118984000.0,,,993000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
