,trailingSellingGeneralAndAdministration,trailingOperatingExpense,annualOperatingExpense,annualOtherNonCurrentAssets,annualCapitalExpenditure,annualSellingGeneralAndAdministration,trailingCapitalExpenditure,quarterlyAccountsPayable,quarterlyGrossProfit,annualCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,trailingInterestExpense,quarterlyNetOtherInvestingChanges,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,annualNetOtherFinancingCharges,quarterlyEbitda,quarterlyEndCashPosition,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualEbitda,annualInterestExpense,quarterlyChangeInInventory,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyBasicAverageShares,quarterlyCashDividendsPaid,quarterlyBasicEPS,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualTotalNonCurrentAssets,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,annualCommonStockIssuance,annualFreeCashFlow,quarterlyPretaxIncome,annualGrossProfit,annualCostOfRevenue,quarterlyOtherNonCashItems,annualBasicAverageShares,quarterlyRetainedEarnings,annualResearchAndDevelopment,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyStockholdersEquity,trailingCostOfRevenue,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,annualChangeInInventory,annualTaxProvision,trailingTaxProvision,quarterlyOtherCurrentAssets,annualNetIncome,annualNetIncomeContinuousOperations,annualOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCurrentDebt,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,quarterlyNetIncome,annualInvestingCashFlow,trailingSaleOfInvestment,quarterlyNetIncomeContinuousOperations,trailingInvestingCashFlow,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,annualStockholdersEquity,annualLongTermDebt,quarterlyLongTermDebt,trailingPurchaseOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyDilutedEPS,annualNonCurrentDeferredTaxesLiabilities,trailingPretaxIncome,quarterlyOperatingCashFlow,trailingCashDividendsPaid,annualTotalAssets,annualDepreciationAndAmortization,quarterlyGoodwill,quarterlyInventory,trailingNetIncome,quarterlyNetPPE,annualInventory,annualCurrentLiabilities,annualRetainedEarnings,quarterlyCommonStockIssuance,trailingNetOtherInvestingChanges,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,annualDilutedAverageShares,annualChangeInWorkingCapital,quarterlyChangeInCashSupplementalAsReported,annualSaleOfInvestment,annualGoodwill,annualOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyAccountsReceivable,annualNetPPE,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualOperatingIncome,annualAccountsPayable,annualCapitalStock,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,trailingGrossProfit,quarterlyCapitalStock,trailingResearchAndDevelopment,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualTotalRevenue,annualRepaymentOfDebt,trailingTotalRevenue,annualDilutedEPS,annualEndCashPosition,annualBasicEPS,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,annualGrossPPE,quarterlyPurchaseOfInvestment,quarterlyTotalAssets,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,annualNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,annualPretaxIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyCurrentDebt,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,trailingOperatingIncome,quarterlySaleOfInvestment,trailingEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,annualDeferredIncomeTax,trailingChangeInAccountPayable,annualStockBasedCompensation,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,trailingOperatingCashFlow,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingBasicEPS,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualGainsLossesNotAffectingRetainedEarnings,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInInventory,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,annualIncomeTaxPayable,trailingDepreciationAndAmortization,trailingOtherIncomeExpense,trailingDilutedAverageShares,quarterlyAccumulatedDepreciation
1301529600,,,,,,,,8846000000.0,1675000000.0,,48164000000.0,,,,,,16000000.0,22595000000.0,544000000.0,62816000000.0,,48000000.0,2072000000.0,,,,,,,,,,-1163000000.0,9230000000.0,-445000000.0,0.007692,29989000000.0,34645000000.0,,1131000000.0,0.0,,,48000000.0,,,,,11742000000.0,,,1120000000.0,72000000.0,13519000000.0,-8944000000.0,54182000000.0,,,,,,,0.0,,,,,,,670000000.0,,71000000.0,,,47000000.0,,,,,11642000000.0,,,12777000000.0,,0.0,-1147000000.0,0.007692,,,,,,,0.0,14489000000.0,,62816000000.0,,,,0.0,,1000000.0,0.0,,,-1579000000.0,,,,20920000000.0,2767000000.0,,,6929000000.0,,,,2072000000.0,,,7235000000.0,,,3651000000.0,,,,,,,,9230000000.0,,-33000000.0,103599000000.0,,73610000000.0,,,,-982000000.0,,2072000000.0,0.0,,-38000000.0,7600000000.0,71000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,,,,,,10752000000.0,1936000000.0,,50293000000.0,,,,,,10000000.0,23739000000.0,673000000.0,62479000000.0,,874000000.0,2429000000.0,,,,,,,,,,-1926000000.0,,-1418000000.0,,31357000000.0,35867000000.0,,1263000000.0,,,,85000000.0,,,,,10807000000.0,,,1206000000.0,59000000.0,14426000000.0,-5101000000.0,53211000000.0,,,,,,,0.0,,,,,,,721000000.0,,149000000.0,,,97000000.0,,,,,11218000000.0,,,13646000000.0,,0.0,-1865000000.0,,,,,,,,,14360000000.0,,62479000000.0,,,,,,-12000000.0,,,,357000000.0,,,,21803000000.0,2771000000.0,,,6894000000.0,,,,2429000000.0,,,7235000000.0,,,2072000000.0,,,,,,,,,,-72000000.0,104705000000.0,,73348000000.0,,,,1428000000.0,,2429000000.0,789000000.0,,-36000000.0,7595000000.0,149000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,,,,,,,10560000000.0,1401000000.0,,49047000000.0,,,,,,6000000.0,23382000000.0,266000000.0,62363000000.0,,272000000.0,1982000000.0,,,,,,,,,,-1229000000.0,8233333333.0,-394000000.0,0.002308,30501000000.0,34053000000.0,,1135000000.0,,,,-65000000.0,,,,,10826000000.0,,,1094000000.0,48000000.0,14994000000.0,-6115000000.0,53176000000.0,,,,,,,0.0,,,,,,,710000000.0,,19000000.0,,,-22000000.0,,,,,8710000000.0,,,14236000000.0,,0.0,-1228000000.0,0.002308,,,,,,,,14750000000.0,,62363000000.0,,,,,,-43000000.0,,,,-447000000.0,,,,21981000000.0,2484000000.0,,,6852000000.0,,,,1982000000.0,,,7235000000.0,,,2429000000.0,,,,,,,,8233333333.0,,-9000000.0,103826000000.0,,73325000000.0,,,,542000000.0,,1982000000.0,337000000.0,,421000000.0,8490000000.0,19000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,,,5057000000.0,0.0,-5506000000.0,4888000000.0,,10252000000.0,-995000000.0,28364000000.0,50683000000.0,,,,,,11000000.0,20707000000.0,-2523000000.0,62834000000.0,351000000.0,-3011000000.0,2341000000.0,-2146000000.0,,10206000000.0,-1310000000.0,,5266000000.0,1492000000.0,,13860000000.0,-1228000000.0,,-392000000.0,,28364000000.0,36823000000.0,74624000000.0,1528000000.0,,463000000.0,-843000000.0,-3349000000.0,4017000000.0,86406000000.0,,9393265993.0,8441000000.0,,94000000.0,1468000000.0,39000000.0,13860000000.0,-2390000000.0,50751000000.0,,50683000000.0,,-1144000000.0,-949000000.0,,94000000.0,-2146000000.0,-2332000000.0,1422000000.0,0.0,3651000000.0,10630000000.0,686000000.0,-2649000000.0,-2385000000.0,-5546000000.0,,-2454000000.0,,-114000000.0,1879000000.0,,10206000000.0,50751000000.0,13135000000.0,13135000000.0,,0.0,-1266000000.0,,39000000.0,,,,102988000000.0,7055000000.0,0.0,14242000000.0,,62834000000.0,14242000000.0,36823000000.0,8441000000.0,20000000.0,,-895000000.0,0.0,9393265993.0,-189000000.0,359000000.0,28000000.0,0.0,0.0,21702000000.0,1879000000.0,62834000000.0,6824000000.0,6824000000.0,-1040000000.0,10252000000.0,7235000000.0,2341000000.0,4663000000.0,,7235000000.0,,,1982000000.0,90423000000.0,-22550000000.0,,-0.228462,2341000000.0,-0.228462,2341000000.0,,62834000000.0,0.0,102988000000.0,43000000.0,74624000000.0,2341000000.0,,,-1831000000.0,-3281000000.0,2341000000.0,338000000.0,686000000.0,4000000.0,10630000000.0,-2385000000.0,,,26000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,,,,,,,11272000000.0,-554000000.0,,51195000000.0,,,,,,8000000.0,18890000000.0,-1651000000.0,62311000000.0,,-2152000000.0,2342000000.0,,,,,,,,,,-994000000.0,9403831418.0,-745000000.0,-0.200769,26937000000.0,38371000000.0,,1097000000.0,,,,-2565000000.0,,,,,6553000000.0,,,1066000000.0,38000000.0,12824000000.0,-23610000000.0,48871000000.0,,,,,,,94000000.0,,,,,,,686000000.0,,-1888000000.0,,,-1936000000.0,,,,,4036000000.0,,,12100000000.0,,0.0,-941000000.0,-0.200769,,,,,,,,13128000000.0,,62311000000.0,,,,200000000.0,,-629000000.0,,,,1000000.0,,,,19444000000.0,2079000000.0,,,6782000000.0,,,,2342000000.0,,,7235000000.0,,,2341000000.0,,,,,,,,9403831418.0,,-61000000.0,101772000000.0,,74835000000.0,,,,1764000000.0,,2342000000.0,413000000.0,,195000000.0,16680000000.0,-1888000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,,,,,,14747000000.0,1607000000.0,,56163000000.0,,,,,,10000000.0,20488000000.0,506000000.0,61650000000.0,,260000000.0,2596000000.0,,,,,,,,,,-536000000.0,,-560000000.0,,32612000000.0,46294000000.0,,1101000000.0,,,,-214000000.0,,,,,6465000000.0,,,1065000000.0,40000000.0,9869000000.0,-13481000000.0,48796000000.0,,,,,,,94000000.0,,,,,,,700000000.0,,-88000000.0,,,-144000000.0,,,,,9626000000.0,,,9129000000.0,,0.0,-751000000.0,,,,,,,,0.0,12763000000.0,,61650000000.0,,,,100000000.0,,-70000000.0,0.0,,,254000000.0,,,,18881000000.0,2516000000.0,,,6746000000.0,,,,2596000000.0,,,7235000000.0,,,2342000000.0,,,,,,,,,,0.0,106709000000.0,,74097000000.0,,,,-1736000000.0,,2596000000.0,474000000.0,,105000000.0,16303000000.0,-88000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,,,,,,,12170000000.0,228000000.0,,55233000000.0,,,,,,8000000.0,18998000000.0,-993000000.0,61090000000.0,,-1260000000.0,1937000000.0,,,,,,,,,,-673000000.0,9407272727.0,-498000000.0,-0.126923,30473000000.0,47137000000.0,,1221000000.0,,,,-1716000000.0,,,,,5271000000.0,,,1178000000.0,38000000.0,8096000000.0,-7820000000.0,47603000000.0,,,,,,,38000000.0,,,,,,,694000000.0,,-1194000000.0,,,-1255000000.0,,,,,14610000000.0,,,7364000000.0,,0.0,-697000000.0,-0.126923,,,,,,,,11432000000.0,,61090000000.0,,,,0.0,,-461000000.0,,,,-659000000.0,,,,18770000000.0,2293000000.0,,,6704000000.0,,,,1937000000.0,,,7235000000.0,,,2596000000.0,,,,,,,,9407272727.0,,-14000000.0,104525000000.0,,74052000000.0,,,,-1095000000.0,,1937000000.0,456000000.0,,0.0,14003000000.0,-1194000000.0,,,30000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,,4545000000.0,0.0,-2918000000.0,4378000000.0,,9081000000.0,837000000.0,26989000000.0,53008000000.0,,,,,,10000000.0,19372000000.0,-289000000.0,61236000000.0,300000000.0,-439000000.0,2049000000.0,-4157000000.0,,13506000000.0,-292000000.0,,2070000000.0,1874000000.0,,9053000000.0,-549000000.0,,-495000000.0,,26989000000.0,43955000000.0,74248000000.0,1126000000.0,,300000000.0,-1465000000.0,-1001000000.0,2118000000.0,75630000000.0,,9398434783.0,4284000000.0,,0.0,1069000000.0,28000000.0,9053000000.0,-5423000000.0,46598000000.0,,53008000000.0,,3859000000.0,-1116000000.0,,0.0,-4157000000.0,-4380000000.0,1817000000.0,,2341000000.0,15130000000.0,661000000.0,-2298000000.0,-987000000.0,-2752000000.0,,-1045000000.0,,-112000000.0,2247000000.0,,13506000000.0,46598000000.0,8364000000.0,8364000000.0,,0.0,-529000000.0,,28000000.0,,,,101237000000.0,5692000000.0,,10642000000.0,,61236000000.0,10642000000.0,43955000000.0,4284000000.0,0.0,,44000000.0,,9398434783.0,188000000.0,112000000.0,236000000.0,,,18535000000.0,2247000000.0,61236000000.0,6677000000.0,6677000000.0,-2427000000.0,9081000000.0,7235000000.0,2049000000.0,1453000000.0,,7235000000.0,,,1937000000.0,77748000000.0,-50334000000.0,,-0.442308,2049000000.0,-0.442308,2049000000.0,,61236000000.0,-37000000.0,101237000000.0,36000000.0,74248000000.0,2049000000.0,,,-398000000.0,-5496000000.0,2049000000.0,562000000.0,661000000.0,0.0,15130000000.0,-987000000.0,,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,,,,,,,9374000000.0,2620000000.0,,42985000000.0,,,,,,-1586000000.0,19168000000.0,1227000000.0,52251000000.0,,519000000.0,1622000000.0,,,,,,,,,,-872000000.0,9360000000.0,-396000000.0,0.057692,25325000000.0,36278000000.0,,1393000000.0,0.0,,,519000000.0,,,,,4822000000.0,,,1285000000.0,23000000.0,6707000000.0,-13785000000.0,46835000000.0,,,,,,,0.0,,,,,,,770000000.0,,540000000.0,,,526000000.0,,,,,8956000000.0,,,5914000000.0,,0.0,-637000000.0,0.057692,,,,,,,0.0,10654000000.0,,52251000000.0,,,,0.0,,-7000000.0,0.0,,,-1501000000.0,,,,16548000000.0,1787000000.0,,,6236000000.0,,,,1622000000.0,,,7235000000.0,,,3123000000.0,,,,,,,,9360000000.0,,-14000000.0,89885000000.0,,64560000000.0,,,,4850000000.0,,1622000000.0,0.0,,0.0,11570000000.0,540000000.0,,,1365000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,,,,,,11240000000.0,1879000000.0,,41046000000.0,,,,,,2491000000.0,17754000000.0,616000000.0,51786000000.0,,828000000.0,1893000000.0,,,,,,,,,,1033000000.0,,-502000000.0,,24258000000.0,32488000000.0,,1263000000.0,,,,113000000.0,,,,,4984000000.0,,,1249000000.0,23000000.0,8558000000.0,-11861000000.0,47005000000.0,,,,,,,0.0,,,,,,,822000000.0,,162000000.0,,,162000000.0,,,,,4276000000.0,,,7713000000.0,,0.0,-463000000.0,,,,,,,,,11119000000.0,,51786000000.0,,,,,,-49000000.0,,,,1345000000.0,,,,15875000000.0,1568000000.0,,,6196000000.0,,,,1893000000.0,,,7235000000.0,,,1622000000.0,,,,,,,,,,-32000000.0,88116000000.0,,63858000000.0,,,,4713000000.0,,1893000000.0,715000000.0,,0.0,9990000000.0,162000000.0,,,-965000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,,,,,,,14600000000.0,1982000000.0,,45214000000.0,,,,,,129000000.0,19238000000.0,622000000.0,51249000000.0,,304000000.0,951000000.0,,,,,,,,,,-872000000.0,9100000000.0,-337000000.0,0.006923,28842000000.0,37282000000.0,,1360000000.0,,,,69000000.0,,,,,5046000000.0,,,1321000000.0,23000000.0,7932000000.0,-6439000000.0,47067000000.0,,,,,,,0.0,,,,,,,884000000.0,,63000000.0,,,62000000.0,,,,,4976000000.0,,,7025000000.0,,0.0,-930000000.0,0.006923,,,,,,,,11239000000.0,,51249000000.0,,,,,,7000000.0,0.0,,,-942000000.0,,,,17256000000.0,2075000000.0,,,6185000000.0,,,,951000000.0,,,7235000000.0,,,1893000000.0,,,,,,,,9100000000.0,,-72000000.0,92346000000.0,,63504000000.0,,,,144000000.0,,951000000.0,235000000.0,,0.0,9180000000.0,63000000.0,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,,5207000000.0,0.0,-2948000000.0,5013000000.0,,15390000000.0,1919000000.0,29299000000.0,45775000000.0,,,,,,-994000000.0,19169000000.0,728000000.0,51234000000.0,0.0,326000000.0,1126000000.0,770000000.0,,7272000000.0,-1997000000.0,,6220000000.0,1241000000.0,,7970000000.0,-1879000000.0,,-223000000.0,,29299000000.0,37805000000.0,63566000000.0,1191000000.0,,,7615000000.0,27000000.0,8400000000.0,66929000000.0,,9443396226.0,5054000000.0,,0.0,1158000000.0,20000000.0,7970000000.0,-4351000000.0,47026000000.0,,45775000000.0,,-2731000000.0,-27000000.0,,0.0,770000000.0,755000000.0,1205000000.0,,3123000000.0,9241000000.0,935000000.0,-1458000000.0,5000000.0,-2590000000.0,,5000000.0,,-118000000.0,2134000000.0,,7272000000.0,47026000000.0,7015000000.0,7015000000.0,,0.0,-918000000.0,,20000000.0,,,,92865000000.0,4251000000.0,,12356000000.0,,51234000000.0,12356000000.0,37805000000.0,5054000000.0,,,22000000.0,,9443396226.0,4727000000.0,-899000000.0,408000000.0,,,17250000000.0,2134000000.0,51234000000.0,6147000000.0,6147000000.0,3193000000.0,15390000000.0,7235000000.0,1126000000.0,10563000000.0,,7235000000.0,,,951000000.0,75329000000.0,-36436000000.0,,0.081538,1126000000.0,0.081538,1126000000.0,,51234000000.0,0.0,92865000000.0,40000000.0,63566000000.0,1126000000.0,,,-2092000000.0,728000000.0,1126000000.0,299000000.0,935000000.0,0.0,9241000000.0,5000000.0,,,7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,,,,,,,13875000000.0,1949000000.0,,46242000000.0,,,,,,83000000.0,18399000000.0,1037000000.0,50688000000.0,,694000000.0,2511000000.0,,,,,,,,,,-577000000.0,9295000000.0,-202000000.0,0.030769,30558000000.0,38581000000.0,,912000000.0,,,,376000000.0,,,,,5340000000.0,,,887000000.0,20000000.0,7661000000.0,-5722000000.0,47318000000.0,,,,,,,0.0,,,,,,,926000000.0,,286000000.0,,,286000000.0,,,,,6815000000.0,,,6715000000.0,,0.0,-611000000.0,0.030769,,,,,,,,13104000000.0,,50688000000.0,,,,,,90000000.0,,,,1385000000.0,,,,16450000000.0,2560000000.0,,,6108000000.0,,,,2511000000.0,,,7235000000.0,,,1126000000.0,,,,,,,,9295000000.0,,-50000000.0,93624000000.0,,63066000000.0,,,,434000000.0,,2511000000.0,318000000.0,,1000000.0,11138000000.0,286000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,,,,,,10981000000.0,2074000000.0,,43795000000.0,,,,,,5000000.0,19778000000.0,1046000000.0,50575000000.0,,794000000.0,1214000000.0,,,,,,,,,,-801000000.0,,-730000000.0,,28267000000.0,37136000000.0,,1028000000.0,,,,442000000.0,,,,,5436000000.0,,,978000000.0,20000000.0,6659000000.0,-5201000000.0,47427000000.0,,,,,,,0.0,,,,,,,917000000.0,,291000000.0,,,291000000.0,,,,,7824000000.0,,,5722000000.0,,0.0,-813000000.0,,,,,,,,,12277000000.0,,50575000000.0,,,,,,151000000.0,,,,-1297000000.0,,,,17704000000.0,1977000000.0,,,6070000000.0,,,,1214000000.0,,,7235000000.0,,,2511000000.0,,,,,,,,,,-528000000.0,91286000000.0,,63019000000.0,,,,-473000000.0,,1214000000.0,352000000.0,,-1000000.0,11038000000.0,291000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,,,,,,,9815000000.0,2481000000.0,,44080000000.0,,,,,,-23000000.0,19009000000.0,1353000000.0,50934000000.0,,907000000.0,3629000000.0,,,,,,,,,,-1407000000.0,9370833333.0,-360000000.0,0.036923,28933000000.0,37304000000.0,,1128000000.0,,,,593000000.0,,,,,5782000000.0,,,1085000000.0,24000000.0,6776000000.0,-5440000000.0,47795000000.0,,,,,,,0.0,,,,,,,910000000.0,,346000000.0,,,345000000.0,,,,,7419000000.0,,,5842000000.0,,0.0,-1286000000.0,0.036923,,,,,,,,11924000000.0,,50934000000.0,,,,,,248000000.0,,,,2415000000.0,,,,16528000000.0,1296000000.0,,,6031000000.0,,,,3629000000.0,,,7235000000.0,,,1214000000.0,,,,,,,,9370833333.0,,-99000000.0,92281000000.0,,63348000000.0,,,,-454000000.0,,3629000000.0,314000000.0,,344000000.0,14336000000.0,346000000.0,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,,,4281000000.0,0.0,-4416000000.0,4068000000.0,,8645000000.0,2052000000.0,26624000000.0,43095000000.0,,,,969000000.0,,61000000.0,16860000000.0,839000000.0,52093000000.0,343000000.0,487000000.0,1712000000.0,928000000.0,,7701000000.0,586000000.0,,6875000000.0,1312000000.0,,6344000000.0,-1640000000.0,,-344000000.0,,26624000000.0,36751000000.0,64667000000.0,1213000000.0,,343000000.0,-2279000000.0,168000000.0,8556000000.0,65490000000.0,,9425000000.0,5787000000.0,,0.0,1118000000.0,20000000.0,6344000000.0,-4452000000.0,47793000000.0,,43095000000.0,,1239000000.0,655000000.0,,0.0,928000000.0,924000000.0,1264000000.0,,1126000000.0,14672000000.0,970000000.0,-1636000000.0,5000000.0,-4425000000.0,,2000000.0,,-680000000.0,1835000000.0,,7701000000.0,47793000000.0,5354000000.0,5354000000.0,,0.0,-1706000000.0,,20000000.0,,,,91291000000.0,3984000000.0,,10865000000.0,,52093000000.0,10865000000.0,36751000000.0,5787000000.0,0.0,,166000000.0,,9425000000.0,-4056000000.0,-1917000000.0,541000000.0,,,14808000000.0,1835000000.0,52093000000.0,6234000000.0,6234000000.0,4275000000.0,8645000000.0,7235000000.0,1712000000.0,2137000000.0,,7235000000.0,,,3629000000.0,74046000000.0,-20815000000.0,,0.098462,1712000000.0,0.098462,1712000000.0,,52093000000.0,-3000000.0,91291000000.0,126000000.0,64667000000.0,1712000000.0,969000000.0,,-1786000000.0,1579000000.0,1712000000.0,319000000.0,970000000.0,-1000000.0,14672000000.0,5000000.0,,,5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,,,,,,,7768000000.0,1859000000.0,,41146000000.0,,,,959000000.0,,14000000.0,14961000000.0,702000000.0,52462000000.0,,334000000.0,1745000000.0,,,,,,,,,,-607000000.0,8233333333.0,-256000000.0,0.002308,25249000000.0,35019000000.0,,1157000000.0,,,,22000000.0,,,,,5806000000.0,,,1074000000.0,33000000.0,6127000000.0,-6885000000.0,48231000000.0,,,,,,,0.0,,,,,,,960000000.0,,19000000.0,,,18000000.0,,,,,8171000000.0,,,5134000000.0,,0.0,-1241000000.0,0.002308,,,,,,,,10406000000.0,,52462000000.0,,,,,,4000000.0,,,,33000000.0,,,,13102000000.0,2004000000.0,,,6195000000.0,,,,1745000000.0,,,7235000000.0,,,1712000000.0,,,,,,,,8233333333.0,,-32000000.0,89779000000.0,,64530000000.0,,,,-308000000.0,,1745000000.0,312000000.0,,-7000000.0,13840000000.0,19000000.0,,,650000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,,,,,,8245000000.0,1731000000.0,,42565000000.0,,,,959000000.0,,10000000.0,14031000000.0,638000000.0,53075000000.0,,-54000000.0,2190000000.0,,,,,,,,,,-942000000.0,,-877000000.0,,26053000000.0,35361000000.0,,1093000000.0,,,,143000000.0,,,,,5616000000.0,,,1028000000.0,23000000.0,7204000000.0,-9045000000.0,48023000000.0,,,,,,,0.0,,,,,,,960000000.0,,136000000.0,,,133000000.0,,,,,7187000000.0,,,6221000000.0,,0.0,-1110000000.0,,,,,,,,,10331000000.0,,53075000000.0,,,,,,10000000.0,,,,445000000.0,,,,12300000000.0,1788000000.0,,,6157000000.0,,,,2190000000.0,,,7235000000.0,,,1745000000.0,,,,,,,,,,-2000000.0,90998000000.0,,64945000000.0,,,,-352000000.0,,2190000000.0,-197000000.0,,11000000.0,15435000000.0,136000000.0,,,160000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,,,,,,,9279000000.0,728000000.0,,49322000000.0,,,,938000000.0,,236000000.0,12571000000.0,-316000000.0,53599000000.0,,-624000000.0,9603000000.0,,,,,,,,,,-697000000.0,9415972222.0,-231000000.0,-0.110769,31304000000.0,43690000000.0,,1044000000.0,,,,-1055000000.0,,,,,4573000000.0,,,1005000000.0,18000000.0,5632000000.0,-5477000000.0,46977000000.0,,,,,,,0.0,,,,,,,-1000000.0,,-1043000000.0,,,-1045000000.0,,,,,12893000000.0,,,4675000000.0,,0.0,-823000000.0,-0.110769,,,,,,,,10299000000.0,,53599000000.0,,,,0.0,,-10000000.0,,,,7413000000.0,,,,11843000000.0,1401000000.0,,,6124000000.0,,,,9603000000.0,,,7235000000.0,,,2190000000.0,,,,,,,,9415972222.0,,-128000000.0,96706000000.0,,65402000000.0,,,,2599000000.0,,9603000000.0,431000000.0,,-1000000.0,16267000000.0,-1043000000.0,,,18000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
