,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyFreeCashFlow,annualCommonStockIssuance,quarterlyRetainedEarnings,annualFreeCashFlow,trailingFreeCashFlow,quarterlyGoodwill,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyDilutedEPS,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualNetOtherInvestingChanges,annualCurrentDebt,annualPretaxIncome,annualEndCashPosition,trailingPurchaseOfInvestment,annualTaxProvision,annualCurrentDeferredRevenue,annualTotalAssets,annualOtherCurrentAssets,annualCostOfRevenue,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualLongTermDebt,annualNetIncome,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,trailingTotalRevenue,quarterlyPurchaseOfInvestment,annualOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,annualDilutedAverageShares,annualDilutedEPS,trailingTaxProvision,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,annualSaleOfInvestment,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCashItems,quarterlyGrossProfit,annualStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyNetOtherFinancingCharges,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualBasicAverageShares,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyChangeInInventory,trailingPretaxIncome,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualAccountsReceivable,trailingOperatingCashFlow,annualCurrentAssets,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualNetPPE,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualOperatingCashFlow,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualOtherIntangibleAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentLiabilities,annualChangeInAccountPayable,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,annualOtherNonCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyPretaxIncome,trailingGrossProfit,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,annualCashCashEquivalentsAndMarketableSecurities,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyBasicEPS,annualBeginningCashPosition,trailingOtherIncomeExpense,quarterlyOtherCurrentAssets,trailingChangeInCashSupplementalAsReported,annualOtherIncomeExpense,annualTotalNonCurrentAssets,annualGrossPPE,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,trailingCapitalExpenditure,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,trailingOtherNonCashItems,quarterlyChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,quarterlyOperatingIncome,annualPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualCapitalExpenditure,quarterlyIncomeTaxPayable,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,annualInvestingCashFlow,annualChangeInInventory,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,annualPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,trailingBeginningCashPosition,annualInterestExpense,quarterlyDilutedAverageShares,trailingChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyOtherCurrentLiabilities,trailingNetIncome,annualCapitalStock,annualGoodwill,annualStockBasedCompensation,quarterlyTaxProvision,trailingCostOfRevenue,quarterlyNetPPE,annualBasicEPS,annualChangesInAccountReceivables,annualDeferredIncomeTax,quarterlyStockBasedCompensation,trailingOperatingExpense,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,quarterlyEbitda,annualInventory,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingDilutedEPS,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,trailingBasicEPS
559958400,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164116000.0,32600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,406500000.0,,,,,,,,,406500000.0,,,,,,,,,,,,,164116000.0,,,,,,,,,,,,,,,,,,,,,,406500000.0,,,,,,,,,,,,,,,,,,
567907200,,577900000.0,888500000.0,,,,765100000.0,0.0,,,1689600000.0,,310600000.0,318900000.0,,765100000.0,,,27400000.0,286400000.0,0.0,,126100000.0,,1711600000.0,53800000.0,833800000.0,1711600000.0,,,390600000.0,160300000.0,,1392700000.0,,,291400000.0,,,163469388.0,0.98,,,,45000000.0,,182000000.0,,,,,888500000.0,,,823100000.0,,,,42500000.0,,,163469388.0,75900000.0,,,,,142300000.0,390600000.0,,,,,318900000.0,,35700000.0,,,644300000.0,160200000.0,182000000.0,0.0,,,,,566400000.0,577900000.0,310600000.0,,,,,372900000.0,,45000000.0,,566400000.0,,,,283200000.0,,,75900000.0,,,823100000.0,-317600000.0,,,,,0.0,,53800000.0,,18000000.0,1392700000.0,961900000.0,,,,,,482900000.0,75900000.0,27400000.0,75900000.0,,,,,142300000.0,-950400000.0,,,,,,,,,447800000.0,0.0,,564400000.0,,961900000.0,,160300000.0,,,,,22900000.0,,,,283200000.0,,,,,,,644300000.0,0.98,,,,,,,,,,855800000.0,-950400000.0,35700000.0,,-317600000.0,,,,,,,,,,,,,,,
575769600,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163990000.0,45500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,430400000.0,,,,,,,,,430400000.0,,,,,,,,,,,,,163990000.0,,,,,,,,,,,,,,,,,,,,,,430400000.0,,,,,,,,,,,,,,,,,,
583632000,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163496000.0,45100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,456400000.0,,,,,,,,,456400000.0,,,,,,,,,,,,,163496000.0,,,,,,,,,,,,,,,,,,,,,,456400000.0,,,,,,,,,,,,,,,,,,
591580800,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162376000.0,26700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,404100000.0,,,,,,,,,404100000.0,,,,,,,,,,,,,162376000.0,,,,,,,,,,,,,,,,,,,,,,404100000.0,,,,,,,,,,,,,,,,,,
599529600,,572300000.0,1041800000.0,,,,902500000.0,0.0,,,1700000000.0,,469500000.0,330900000.0,,902500000.0,,,294300000.0,252800000.0,0.0,,91800000.0,,1914700000.0,108900000.0,869700000.0,1914700000.0,,,377500000.0,167700000.0,,1583800000.0,,,251000000.0,,,161153846.0,1.04,,,,34300000.0,,222400000.0,,,,,1041800000.0,,,872900000.0,,,,43800000.0,,,161153846.0,12800000.0,,,,,160500000.0,377500000.0,,,,,330900000.0,,43100000.0,,,814700000.0,167600000.0,222400000.0,0.0,,,,,546700000.0,572300000.0,469500000.0,,,,,341700000.0,,34300000.0,,546700000.0,,,,175200000.0,,,12800000.0,,,872900000.0,-321600000.0,,,,,0.0,,108900000.0,,28900000.0,1583800000.0,1136300000.0,,,,,,488600000.0,12800000.0,294300000.0,12800000.0,,,,,160500000.0,-1039900000.0,,,,,,,,,409100000.0,0.0,,579300000.0,,1136300000.0,,161000000.0,,,,,27200000.0,,,,175200000.0,,,,,,,814700000.0,1.04,,,,,,,,,,830300000.0,-1039900000.0,43100000.0,,-321600000.0,,,,,,,,,,,,,,,
607305600,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158494000.0,31500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,423100000.0,,,,,,,,,423100000.0,,,,,,,,,,,,,158494000.0,,,,,,,,,,,,,,,,,,,,,,423100000.0,,,,,,,,,,,,,,,,,,
615168000,,580100000.0,,,,,958000000.0,,,,,,513100000.0,325700000.0,0.27,,136200000.0,,,,,,,,,,,1985200000.0,41300000.0,,,,,1659500000.0,,,,,,,,,,,197900000.0,,228500000.0,,,,,1093200000.0,,229800000.0,,,,152962963.0,39200000.0,,,,,,41300000.0,,,,382200000.0,,,,,,2100000.0,40000000.0,230500000.0,,,,,,,,,,,,,,,,,,2700000.0,,,539800000.0,158400000.0,65900000.0,,,,,,,,892000000.0,-343300000.0,,,,0.27,,,109600000.0,,,,,,,,,,,6000000.0,245900000.0,6000000.0,8500000.0,,,,,71400000.0,,,,86000000.0,,,,,460300000.0,,,,,1234500000.0,,,,,,,,152962963.0,,,181200000.0,,,,,26700000.0,,891200000.0,,,,,,,,,,,,93600000.0,,,,,,,,,,,,,,,,,,
623116800,,724200000.0,,,-15600000.0,,1160300000.0,,,,,,363600000.0,375400000.0,1.35,,137900000.0,,,,,,,,,,,2182000000.0,210800000.0,,,,,1806600000.0,,,,,,,,,,27000000.0,339600000.0,,265300000.0,,,,,1087800000.0,,194300000.0,,,0.0,156148148.0,16400000.0,,,,,,210800000.0,,,,384600000.0,257100000.0,0.0,,,,194600000.0,45800000.0,221000000.0,,,,,,,-10100000.0,,,,,,,,0.0,,,2700000.0,,,605700000.0,164900000.0,28000000.0,,,-104100000.0,,,,,1094200000.0,-358300000.0,,,,1.35,,,59400000.0,,,,,,,,,,,81800000.0,32200000.0,81800000.0,4200000.0,,22500000.0,,,29400000.0,,130700000.0,,106000000.0,,,,,415300000.0,,,,,1293900000.0,-60900000.0,,,-226500000.0,45300000.0,,,156148148.0,,,225400000.0,,,,,11600000.0,,935600000.0,,,,,,,400000.0,,,-600000.0,,56400000.0,,75800000.0,,,,,,,,,,,,,,,,
631065600,,685300000.0,1120400000.0,78700000.0,24400000.0,1500000.0,1133700000.0,22000000.0,,,1768900000.0,,435100000.0,373500000.0,,1133700000.0,200300000.0,-115000000.0,74900000.0,132500000.0,0.0,,64300000.0,,2187500000.0,65800000.0,897800000.0,2187500000.0,-19100000.0,,337400000.0,266600000.0,-38400000.0,1814000000.0,,,169000000.0,,106600000.0,157692308.0,1.69,,,29100000.0,52700000.0,,241200000.0,-61100000.0,,,,1120400000.0,200000.0,241300000.0,1067100000.0,,0.0,,-19000000.0,99000000.0,,156764706.0,76000000.0,,-19000000.0,,,295200000.0,337400000.0,-52800000.0,0.0,,,373500000.0,0.0,50900000.0,228900000.0,,972500000.0,266500000.0,241200000.0,251600000.0,,0.0,,,600300000.0,685300000.0,435100000.0,,,0.0,,268000000.0,2700000.0,52700000.0,,600300000.0,229400000.0,-13700000.0,,253600000.0,-3100000.0,,76000000.0,,63200000.0,1067100000.0,-369400000.0,,-265900000.0,,,12800000.0,,65800000.0,,198500000.0,1814000000.0,1341900000.0,,,,,,603100000.0,76000000.0,74900000.0,76000000.0,500000.0,,34900000.0,,295200000.0,11900000.0,,3100000.0,,106600000.0,-229600000.0,,,,470200000.0,77500000.0,-1600000.0,702100000.0,,1341900000.0,-49700000.0,68200000.0,,-27100000.0,74100000.0,,20700000.0,,,,253600000.0,,2700000.0,,,5300000.0,,972500000.0,1.7,,134600000.0,,,0.0,100000.0,,300000.0,-19600000.0,871100000.0,41000000.0,50900000.0,-5800000.0,-369400000.0,,,,,,,,,,,,,,,
638841600,,664800000.0,,,19400000.0,,1139200000.0,,,,,,452100000.0,325700000.0,0.11,,147300000.0,,,,,,,,,,,2142800000.0,16600000.0,,,,,1817100000.0,,,,,,,,,,31100000.0,325900000.0,,241300000.0,,,,,1116900000.0,,212500000.0,,,-100000.0,150909091.0,16600000.0,,,,,,16600000.0,,,,338900000.0,-36500000.0,0.0,,,,0.0,52800000.0,218700000.0,,,,,,,-20100000.0,,,,,,,,76000000.0,,,2700000.0,,,593000000.0,178400000.0,29100000.0,,,-2600000.0,,,,,1025900000.0,-386600000.0,,,,0.11,,,79200000.0,,,,,,,,,,,16500000.0,66100000.0,16500000.0,5000000.0,,17900000.0,,,34100000.0,,-12500000.0,,93200000.0,,,,,431200000.0,,,,,1369400000.0,-33900000.0,,,-76300000.0,53300000.0,,,150909091.0,,,292800000.0,,,,,12500000.0,,982800000.0,,,,,,,200000.0,,,-47200000.0,,65200000.0,,-59500000.0,,,,,,,,,,,,,,,,
646704000,,663500000.0,,,31800000.0,,1156800000.0,,,,,,447900000.0,337400000.0,0.18,,154000000.0,,,,,,,,,,,2155600000.0,26800000.0,,,,,1818200000.0,,,,,,,,,,31400000.0,322900000.0,,239900000.0,,,,,1111400000.0,,236900000.0,,,-100000.0,148888889.0,26800000.0,,,,,,26800000.0,,,,340600000.0,-28100000.0,0.0,,,,-100000.0,47100000.0,232000000.0,,,,,,,-9900000.0,,,,,,,,0.0,,,2700000.0,,,585500000.0,185400000.0,47300000.0,,,100000.0,,,,,1044200000.0,-404000000.0,,,,0.18,,,74900000.0,,,,,,,,,,,36100000.0,67900000.0,36100000.0,5600000.0,,5600000.0,,,51500000.0,,-2600000.0,,94700000.0,,,,,468900000.0,,,,,1396800000.0,-28200000.0,,,-12400000.0,60000000.0,,,148888889.0,,,285300000.0,,,,,20500000.0,,992800000.0,,,,,,,200000.0,,,-2200000.0,,82900000.0,,19600000.0,,,,,,,,,,,,,,,,
654652800,,630900000.0,,,25700000.0,,1155900000.0,,,,,,499600000.0,357200000.0,0.06,,147000000.0,,,,,,,,,,,2174100000.0,9200000.0,,,,,1816900000.0,,,,,,,,,,31700000.0,327700000.0,,240800000.0,,,,,1130500000.0,,196200000.0,,,100000.0,153333333.0,9200000.0,,,,,,9200000.0,,,,303200000.0,-19900000.0,0.0,,,,100000.0,47600000.0,224500000.0,,,,,,,-10700000.0,,,,,,,,0.0,,,2700000.0,,,578100000.0,178700000.0,15200000.0,,,-400000.0,,,,,1043600000.0,-421700000.0,,,,0.06,,,70400000.0,,,,,,,,,,,47100000.0,105900000.0,47100000.0,4800000.0,,2900000.0,,,17500000.0,,2900000.0,,111300000.0,,,,,420700000.0,,,,,1419700000.0,-19500000.0,,,-14200000.0,45200000.0,,,153333333.0,,,282400000.0,,,,,6000000.0,,998000000.0,,,,,,,0.0,,,0.0,,49200000.0,,11000000.0,,,,,,,,,,,,,,,,
662601600,,683600000.0,1092000000.0,23000000.0,36400000.0,400000.0,1157000000.0,113300000.0,,,1776800000.0,,408400000.0,338000000.0,,1157000000.0,157600000.0,3800000.0,45400000.0,114100000.0,0.0,,49300000.0,,2149600000.0,70800000.0,914800000.0,2149600000.0,12100000.0,,319400000.0,64800000.0,-51400000.0,1811600000.0,,,129900000.0,,125200000.0,154047619.0,0.42,,,32000000.0,71800000.0,,228800000.0,-49400000.0,,,,1092000000.0,100000.0,216500000.0,1057600000.0,,-100000.0,,12200000.0,126200000.0,,154047619.0,32300000.0,,12200000.0,,,292400000.0,319400000.0,-12500000.0,0.0,,,338000000.0,-200000.0,46300000.0,239500000.0,,1013400000.0,64700000.0,228800000.0,214100000.0,,-10700000.0,,,569400000.0,683600000.0,408400000.0,,,0.0,,256100000.0,1800000.0,71800000.0,,569400000.0,189600000.0,22600000.0,,237800000.0,6700000.0,,32300000.0,,-43700000.0,1057600000.0,-437300000.0,,-160800000.0,,,76000000.0,,70800000.0,,-200000.0,1811600000.0,1450700000.0,,,,,,605900000.0,32300000.0,45400000.0,32300000.0,4200000.0,,-3400000.0,,292400000.0,26900000.0,,9400000.0,,125200000.0,-100800000.0,,,,456000000.0,-97000000.0,4500000.0,732100000.0,,1450700000.0,-19200000.0,64800000.0,,-57900000.0,55600000.0,,19600000.0,,,,237800000.0,,1800000.0,,,10400000.0,,1013400000.0,0.42,,-2800000.0,,,-200000.0,0.0,,,0.0,862000000.0,58900000.0,46300000.0,-14800000.0,-437300000.0,,,,,,,,,,,,,,,
670377600,,660500000.0,,,26800000.0,,1151400000.0,,,,,,433700000.0,350800000.0,0.04,,146400000.0,,,,,,,,,,,2146500000.0,5100000.0,,,,,1795700000.0,,,,,,,,,,29400000.0,340900000.0,,227400000.0,,,,,1094200000.0,,190800000.0,,,0.0,127500000.0,5100000.0,,,,,,5100000.0,,,,319600000.0,-14900000.0,0.0,,,,0.0,49600000.0,226100000.0,,,,,,,-10800000.0,,,,,,,,32300000.0,,,1800000.0,,,562100000.0,175800000.0,8700000.0,,,0.0,,,,,1052300000.0,-454200000.0,,,,0.04,,,85500000.0,,,,,,,,,,,34300000.0,33200000.0,34300000.0,7900000.0,,5400000.0,,,15000000.0,,3300000.0,,115200000.0,,,,,416900000.0,,,,,1460400000.0,-14900000.0,,,-24900000.0,41700000.0,,,127500000.0,,,285300000.0,,,,,3600000.0,,1006200000.0,,,,,,,100000.0,,,,,44400000.0,,2000000.0,,,,,,,,,,,,,,,,
678240000,,648900000.0,,,44400000.0,,1148000000.0,,,,,,421800000.0,325200000.0,0.03,,169700000.0,,,,,,,,,,,2119900000.0,5400000.0,,,,,1794700000.0,,,,,,,,,,29400000.0,336700000.0,,245400000.0,,,,,1070700000.0,,217500000.0,,,100000.0,180000000.0,5400000.0,,,,,,5400000.0,,,,312200000.0,-26000000.0,0.0,,,,0.0,39700000.0,222900000.0,,,,,,,-10900000.0,,,,,,,,0.0,,,1800000.0,,,554900000.0,199100000.0,12800000.0,,,-15200000.0,,,,,1049200000.0,-471600000.0,,,,0.03,,,86600000.0,,,,,,,,,,,14900000.0,3100000.0,14900000.0,8300000.0,,26900000.0,,,18400000.0,,-4200000.0,,116800000.0,,,,,440400000.0,,,,,1466000000.0,-10800000.0,,,-48500000.0,55200000.0,,,180000000.0,,,301900000.0,,,,,7400000.0,,994400000.0,,,,,,,100000.0,,,,,47800000.0,,-19400000.0,,,,,,,,,,,,,,,,
686188800,,559900000.0,,,44500000.0,,1140400000.0,,,,,,479700000.0,307800000.0,0.02,,145500000.0,,,,,,,,,,,2081300000.0,1900000.0,,,,,1773500000.0,,,,,,,,,,29200000.0,45900000.0,,246800000.0,,,,,1039600000.0,,183700000.0,,,-100000.0,150000000.0,1900000.0,,,,,,1900000.0,,,300100000.0,213900000.0,-6400000.0,0.0,,,,-100000.0,41300000.0,209700000.0,,,,,,,-10800000.0,,,,,,,,0.0,,,1800000.0,,,547700000.0,174700000.0,2700000.0,,,-200000.0,,,,,1041700000.0,-487400000.0,,,,0.02,,,79500000.0,,,,,,,,,,,10800000.0,64700000.0,10800000.0,7700000.0,,12900000.0,,,9000000.0,,8700000.0,,132800000.0,,,,,393400000.0,,,,,1466400000.0,-6200000.0,,,-48400000.0,50700000.0,,,150000000.0,,,282200000.0,,,,,800000.0,,979000000.0,,,,,,,0.0,,,,,38200000.0,,-4100000.0,,,,,,,,,,,,,,,,
694137600,,615200000.0,1052800000.0,29200000.0,45700000.0,200000.0,1159000000.0,161400000.0,,,1703100000.0,,437600000.0,389000000.0,,1159000000.0,156500000.0,26400000.0,53100000.0,68800000.0,0.0,,21800000.0,,2128000000.0,72400000.0,918900000.0,2128000000.0,34500000.0,,213500000.0,47000000.0,-32600000.0,1739000000.0,,,93700000.0,,133400000.0,156333333.0,0.3,,,-15600000.0,112300000.0,,231900000.0,,,,,1052800000.0,100000.0,192300000.0,1075200000.0,,-100000.0,,34600000.0,72400000.0,,156333333.0,85200000.0,,34600000.0,,,289400000.0,213500000.0,34000000.0,0.0,,,389000000.0,0.0,40800000.0,260200000.0,,966600000.0,46900000.0,231900000.0,201100000.0,,-100000.0,,,540500000.0,615200000.0,437600000.0,,,0.0,,166100000.0,1800000.0,112300000.0,,540500000.0,140900000.0,44600000.0,,251100000.0,41800000.0,,85200000.0,,52900000.0,1075200000.0,-503300000.0,,-134900000.0,,,32300000.0,,72400000.0,,0.0,1739000000.0,1469900000.0,,,,,,618100000.0,85200000.0,53100000.0,85200000.0,6700000.0,,-16000000.0,,289400000.0,51400000.0,,900000.0,,133400000.0,-39700000.0,,,,452500000.0,-13300000.0,5500000.0,690500000.0,,1469900000.0,-7800000.0,47000000.0,,-13100000.0,53500000.0,,30600000.0,,,,251100000.0,,1800000.0,,,10000000.0,,966600000.0,0.3,,8700000.0,,,-100000.0,0.0,,,,784200000.0,35800000.0,40800000.0,74400000.0,-503300000.0,,,,,,,,,,,,,,,
702000000,,621900000.0,,,46000000.0,,1159800000.0,,,,,,438000000.0,428700000.0,0.09,,158500000.0,,,,,,,,,,,2137200000.0,13900000.0,,,,,1708500000.0,,,,,,,,,,26700000.0,109400000.0,,224800000.0,,,,,1059900000.0,,220000000.0,,,0.0,154444444.0,13900000.0,,,,,,13900000.0,,,298800000.0,213700000.0,-300000.0,0.0,,,,0.0,37000000.0,220400000.0,,,,,,,-21800000.0,,,,,,,,85200000.0,,,1800000.0,,,533800000.0,185200000.0,26900000.0,,,4700000.0,,,,,1077300000.0,-514600000.0,,,,0.09,,,74500000.0,,,,,,,,,,,113600000.0,53200000.0,113600000.0,6500000.0,,-500000.0,,,34800000.0,,9400000.0,,121100000.0,,,,,440400000.0,,,,,1464500000.0,-5000000.0,,,-22200000.0,51000000.0,,,154444444.0,,,263700000.0,,,,,13000000.0,,949900000.0,,,,,,,1300000.0,,100000.0,,,61500000.0,,28400000.0,,,,,,,,,,,,,,,,
709862400,,600300000.0,,,34900000.0,,1163300000.0,,,,,,460200000.0,420700000.0,0.1,,168000000.0,,,,,,,,,,,2141800000.0,15200000.0,,,,,1721100000.0,,,,,,,,,,26900000.0,106900000.0,,216900000.0,,,,,1060500000.0,,232100000.0,,,0.0,152000000.0,15200000.0,,,,,,15200000.0,,,287500000.0,205900000.0,-41200000.0,0.0,,,,100000.0,42500000.0,215900000.0,,,,,,,-11100000.0,,,,,,,,0.0,,,1800000.0,,,557400000.0,194900000.0,28300000.0,,,-29700000.0,,,,,1081300000.0,-531400000.0,,,,0.1,,,74900000.0,,,,,,,,,,,106300000.0,60500000.0,106300000.0,6300000.0,,10300000.0,,,37200000.0,,-11300000.0,,132700000.0,,,,,448000000.0,,,,,1478200000.0,-11500000.0,,,-12600000.0,46400000.0,,,152000000.0,,,267000000.0,,,,,13100000.0,,946800000.0,,,,,,,200000.0,,-200000.0,,,64100000.0,,-7300000.0,,,,,,,,,,,,,,,,
717811200,,581100000.0,,,7900000.0,,1114800000.0,,,,,,406000000.0,423500000.0,-0.22,,162300000.0,,,,,,,,,,,2020300000.0,-33900000.0,,,,,1596800000.0,,,,,,,,,,26700000.0,104600000.0,,213100000.0,,,,,987100000.0,,201200000.0,,,0.0,154090909.0,-33900000.0,,,,,,-33900000.0,,,270900000.0,205600000.0,54200000.0,0.0,,,,-48200000.0,43100000.0,228500000.0,,,,,,,-11000000.0,,,,,,,,0.0,,,1800000.0,,,478000000.0,189000000.0,-44100000.0,,,-500000.0,,,,,1033200000.0,-542200000.0,,,,-0.22,,,66800000.0,,,,,,,,,,,119500000.0,10600000.0,119500000.0,5900000.0,,-5300000.0,,,12200000.0,,-16600000.0,,138500000.0,,,,,429700000.0,,,,,1447900000.0,-13300000.0,,,-62200000.0,21200000.0,,,154090909.0,,,256900000.0,,,,,-10200000.0,,905700000.0,,,,,,,300000.0,,,,,38900000.0,,13200000.0,,,,,,,,,,,,,,,,
725760000,,594500000.0,993600000.0,16000000.0,20100000.0,2000000.0,1065300000.0,108900000.0,,,1773500000.0,,399100000.0,432800000.0,,1065300000.0,191700000.0,-26700000.0,2600000.0,-200000.0,0.0,,11100000.0,,1995000000.0,70500000.0,896700000.0,1995000000.0,-40100000.0,,206900000.0,-44700000.0,-54900000.0,1562200000.0,,,88400000.0,,139100000.0,154482759.0,-0.29,,,27600000.0,199900000.0,,203200000.0,,,,,993600000.0,100000.0,223600000.0,1001400000.0,,-200000.0,,-6600000.0,107900000.0,,154482759.0,118500000.0,,-40000000.0,,,187700000.0,206900000.0,-18500000.0,0.0,,,432800000.0,-5500000.0,51600000.0,231800000.0,,902800000.0,-44800000.0,203200000.0,156000000.0,,-11000000.0,,,456200000.0,594500000.0,399100000.0,,,0.0,,196300000.0,1800000.0,199900000.0,,456200000.0,219300000.0,-11400000.0,,257400000.0,-1200000.0,,118500000.0,,33300000.0,1001400000.0,-555800000.0,,-116900000.0,,,85200000.0,,70500000.0,,-53800000.0,1562200000.0,1458600000.0,,,,,,680500000.0,118500000.0,2600000.0,118500000.0,7400000.0,,11500000.0,,187700000.0,4300000.0,,300000.0,,139100000.0,-47100000.0,,,,455400000.0,-5800000.0,-10700000.0,788400000.0,,1458600000.0,-17300000.0,-11300000.0,,-19900000.0,37400000.0,,26100000.0,,,,257400000.0,,1800000.0,,,-4800000.0,,902800000.0,-0.29,,-18200000.0,,,-200000.0,200000.0,,,,876800000.0,31900000.0,51600000.0,-1000000.0,-555800000.0,,,,,,,,,,,,,,,
