,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyFreeCashFlow,annualCommonStockIssuance,quarterlyRetainedEarnings,annualFreeCashFlow,trailingFreeCashFlow,quarterlyGoodwill,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyDilutedEPS,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualNetOtherInvestingChanges,annualCurrentDebt,annualPretaxIncome,annualEndCashPosition,trailingPurchaseOfInvestment,annualTaxProvision,annualCurrentDeferredRevenue,annualTotalAssets,annualOtherCurrentAssets,annualCostOfRevenue,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualLongTermDebt,annualNetIncome,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,trailingTotalRevenue,quarterlyPurchaseOfInvestment,annualOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,annualDilutedAverageShares,annualDilutedEPS,trailingTaxProvision,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,annualSaleOfInvestment,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCashItems,quarterlyGrossProfit,annualStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyNetOtherFinancingCharges,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualBasicAverageShares,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyChangeInInventory,trailingPretaxIncome,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualAccountsReceivable,trailingOperatingCashFlow,annualCurrentAssets,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualNetPPE,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualOperatingCashFlow,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualOtherIntangibleAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentLiabilities,annualChangeInAccountPayable,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,annualOtherNonCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyPretaxIncome,trailingGrossProfit,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,annualCashCashEquivalentsAndMarketableSecurities,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyBasicEPS,annualBeginningCashPosition,trailingOtherIncomeExpense,quarterlyOtherCurrentAssets,trailingChangeInCashSupplementalAsReported,annualOtherIncomeExpense,annualTotalNonCurrentAssets,annualGrossPPE,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,trailingCapitalExpenditure,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,trailingOtherNonCashItems,quarterlyChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,quarterlyOperatingIncome,annualPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualCapitalExpenditure,quarterlyIncomeTaxPayable,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,annualInvestingCashFlow,annualChangeInInventory,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,annualPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,trailingBeginningCashPosition,annualInterestExpense,quarterlyDilutedAverageShares,trailingChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyOtherCurrentLiabilities,trailingNetIncome,annualCapitalStock,annualGoodwill,annualStockBasedCompensation,quarterlyTaxProvision,trailingCostOfRevenue,quarterlyNetPPE,annualBasicEPS,annualChangesInAccountReceivables,annualDeferredIncomeTax,quarterlyStockBasedCompensation,trailingOperatingExpense,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,quarterlyEbitda,annualInventory,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingDilutedEPS,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,trailingBasicEPS
883526400,,1213400000.0,1910900000.0,-10100000.0,117100000.0,,1488900000.0,299500000.0,,,2866400000.0,,697500000.0,615800000.0,,1488900000.0,262800000.0,-6100000.0,104000000.0,437400000.0,0.0,,175100000.0,,3639000000.0,145600000.0,1238400000.0,3639000000.0,79300000.0,,535400000.0,262300000.0,-61900000.0,3023200000.0,,,455000000.0,,189600000.0,197150000.0,1.33,,,45200000.0,491300000.0,,278600000.0,-164400000.0,,,,1910900000.0,54000000.0,443000000.0,1728100000.0,,100000.0,,79300000.0,173900000.0,,193040000.0,106800000.0,,79300000.0,,,186700000.0,535400000.0,-4200000.0,0.0,,,615800000.0,16700000.0,32100000.0,325400000.0,,1366900000.0,262200000.0,278600000.0,452200000.0,,-16500000.0,,,1377700000.0,1213400000.0,697500000.0,,,0.0,,628900000.0,,491300000.0,,1377700000.0,308000000.0,141200000.0,,403900000.0,-5900000.0,,106800000.0,,67700000.0,1728100000.0,-868300000.0,,-265300000.0,,,39100000.0,,145600000.0,,24400000.0,3023200000.0,2235200000.0,,,,,,999100000.0,106800000.0,104000000.0,106800000.0,10700000.0,,,,186700000.0,135000000.0,,,,189600000.0,-152700000.0,,,,768400000.0,-119100000.0,1200000.0,1173000000.0,,2235200000.0,-26100000.0,262300000.0,,-69900000.0,143200000.0,,42100000.0,,,,403900000.0,,,,,61900000.0,,1366900000.0,1.36,,-26600000.0,,,400000.0,,,,-37100000.0,1628000000.0,180200000.0,32100000.0,69000000.0,-868300000.0,,,,,,,,,,,,,,,
891302400,,1143900000.0,,,49400000.0,,1537200000.0,,,,,,753800000.0,595500000.0,0.33,,242900000.0,,,,,,,,,,,3595200000.0,64600000.0,,,,,2999700000.0,,,,,,,,,,45800000.0,497700000.0,,290900000.0,,,,,1897700000.0,,405100000.0,,,100000.0,190000000.0,64600000.0,,,,,,64600000.0,,,187400000.0,458800000.0,-16200000.0,0.0,,,,9000000.0,38100000.0,317500000.0,,,,,,,-16400000.0,,,,,,,,106800000.0,,,,,,1364400000.0,288700000.0,115200000.0,,,-900000.0,,,,,1697500000.0,-890500000.0,,,,0.34,,,150100000.0,,,,,,,,,,,65700000.0,179700000.0,65700000.0,10100000.0,,,,,116400000.0,,,,168100000.0,,,,,722600000.0,,,,,2234900000.0,-25200000.0,,,-99400000.0,74600000.0,,,195757576.0,,,406000000.0,,,,,50600000.0,,1344400000.0,,,,,,,2300000.0,,,-84400000.0,,162200000.0,,-41100000.0,,,,,,,,,,,,,,,,
899164800,,1190800000.0,,,134800000.0,,1594700000.0,,,,,,599200000.0,519400000.0,0.38,,245900000.0,,,,,,,,,,,3480800000.0,75000000.0,,,,,2961400000.0,,,,,,,,,,47100000.0,548200000.0,,283200000.0,,,,,1790000000.0,,438000000.0,,,-100000.0,192307692.0,82700000.0,,,,,,75000000.0,,,184700000.0,457900000.0,-19000000.0,0.0,,,,11900000.0,36900000.0,311200000.0,,,,,,,-18100000.0,,,,,,,,0.0,,,,,,1352600000.0,292900000.0,146500000.0,,,0.0,,,,,1690800000.0,-917900000.0,,,,0.39,,,115100000.0,,,,,,,,,,,42200000.0,104100000.0,42200000.0,10500000.0,,,,,145100000.0,,,,172900000.0,,,,,749200000.0,,,,,2243500000.0,-19000000.0,,,-158300000.0,153800000.0,,,197368421.0,,,322200000.0,,,,,63800000.0,,1325600000.0,,,,,,,2400000.0,,,-66200000.0,,192200000.0,,-23500000.0,,,,,,,,,,,,,,,,
907113600,,1237500000.0,,,103400000.0,,1630000000.0,,,,,,665000000.0,491700000.0,0.29,,223600000.0,,,,,,,,,,,3454300000.0,55000000.0,,,,,2962600000.0,,,,,,,,,,48700000.0,549100000.0,,281900000.0,,,,,1902500000.0,,373800000.0,,,-100000.0,189655172.0,55000000.0,,,,,,55000000.0,,,189400000.0,499000000.0,-12500000.0,0.0,,,,5300000.0,34600000.0,308900000.0,,,,,,,-17900000.0,,,,,,,,0.0,,,,,,1340100000.0,272400000.0,96400000.0,,,3800000.0,,,,,1551800000.0,-913500000.0,,,,0.29,,,115000000.0,,,,,,,,,,,31800000.0,172000000.0,31800000.0,10300000.0,,,,,101400000.0,,,,174700000.0,,,,,682700000.0,,,,,2254100000.0,-16300000.0,,,-117700000.0,119700000.0,,,189655172.0,,,318300000.0,,,,,41400000.0,,1340600000.0,,,,,,,1700000.0,,,-167700000.0,,150200000.0,,-10400000.0,,,,,,,,,,,,,,,,
915062400,,1305800000.0,1933600000.0,-45800000.0,82300000.0,38900000.0,1677500000.0,369900000.0,,,2936700000.0,,627800000.0,522000000.0,,1677500000.0,247400000.0,1700000.0,126000000.0,505500000.0,0.0,,218900000.0,,3465100000.0,121800000.0,1273400000.0,3465100000.0,84300000.0,,597800000.0,278900000.0,-69600000.0,2943100000.0,,,515300000.0,,163800000.0,192846000.0,1.45,,,46600000.0,542700000.0,,289300000.0,-480900000.0,,,,1933600000.0,47600000.0,446400000.0,1531500000.0,,200000.0,,84300000.0,188200000.0,,188762000.0,36000000.0,,84300000.0,,,165300000.0,597800000.0,-8500000.0,0.0,,,522000000.0,7400000.0,32300000.0,335800000.0,,1326200000.0,278900000.0,289300000.0,451500000.0,,-17200000.0,,,1327600000.0,1305800000.0,627800000.0,,,0.0,,703500000.0,,542700000.0,,1327600000.0,294000000.0,147400000.0,,338000000.0,-1200000.0,,36000000.0,,-70800000.0,1531500000.0,-897300000.0,,-466100000.0,,,106800000.0,,121800000.0,,33600000.0,2943100000.0,2223500000.0,,,,,,959800000.0,36000000.0,126000000.0,36000000.0,12300000.0,,,,165300000.0,152400000.0,,,,163800000.0,-81600000.0,,,,782200000.0,-56200000.0,-200000.0,1148000000.0,,2223500000.0,-21100000.0,286600000.0,,-90700000.0,103400000.0,,43300000.0,,,,338000000.0,,,,,63100000.0,,1326200000.0,1.48,,-12600000.0,,,100000.0,32500000.0,,,-162600000.0,1663300000.0,199000000.0,32300000.0,4200000.0,-897300000.0,,,,,,,,,,,,,,,
922838400,,1329600000.0,,,107400000.0,,1721800000.0,,,,,,710500000.0,517200000.0,0.34,,294000000.0,,,,,,,,,,,3464100000.0,61400000.0,,,,,2946900000.0,,,,,,,,,,48500000.0,566700000.0,,326100000.0,,,,,2040100000.0,,414100000.0,,,0.0,180588235.0,61400000.0,,,,,,61400000.0,,,165300000.0,597600000.0,-15200000.0,0.0,,,,47900000.0,36800000.0,281300000.0,,,,,,,-17100000.0,,,,,,,,36000000.0,,,,,,1314900000.0,342500000.0,107500000.0,,,-1600000.0,,,,,1424000000.0,-929700000.0,,,,0.34,,,119200000.0,,,,,,,,,,,39800000.0,188300000.0,39800000.0,11900000.0,,,,,71600000.0,,,,169500000.0,,,,,695400000.0,,,,,2235600000.0,-13600000.0,,,-102000000.0,121000000.0,,,180588235.0,,,352700000.0,,,,,46100000.0,,1305900000.0,,,,,,,4500000.0,,11100000.0,-151300000.0,,120100000.0,,3800000.0,,,,,,,,,,,,,,,,
930700800,,1356600000.0,,,91600000.0,,1786700000.0,,,,,,696200000.0,520400000.0,0.47,,287300000.0,,,,,,,,,,,3457600000.0,83500000.0,,,,,2937200000.0,,,,,,,,,,48600000.0,581900000.0,,352000000.0,,,,,2052800000.0,,490800000.0,,,100000.0,177659574.0,83500000.0,,,,,,83500000.0,,,177100000.0,597600000.0,-12900000.0,0.0,,,,3300000.0,28000000.0,288600000.0,,,,,,,-18500000.0,,,,,,,,0.0,,,,,,1302100000.0,335900000.0,145300000.0,,,-8600000.0,,,,,1404800000.0,-962000000.0,,,,0.47,,,118000000.0,,,,,,,,,,,31900000.0,208400000.0,31900000.0,12800000.0,,,,,154900000.0,,,,153400000.0,,,,,779400000.0,,,,,2245100000.0,-15700000.0,,,-102300000.0,107300000.0,,,177659574.0,,,334400000.0,,,,,61800000.0,,1283100000.0,,,,,,,2900000.0,,-24800000.0,-106700000.0,,203500000.0,,-7900000.0,,,,,,,,,,,,,,,,
938649600,,1235700000.0,,,135800000.0,,1828500000.0,,,,,,851200000.0,529200000.0,0.34,,303900000.0,,,,,,,,,,,3465300000.0,60000000.0,,,,,2936100000.0,,,,,,,,,,48700000.0,595300000.0,,350100000.0,,,,,2086900000.0,,465400000.0,,,-100000.0,171428571.0,60000000.0,,,,,,60000000.0,,,143100000.0,497300000.0,-25800000.0,43600000.0,,,,4900000.0,33900000.0,264300000.0,,,,,,,-18200000.0,,,,,,,,0.0,,,18900000.0,,,1318300000.0,352600000.0,104700000.0,,,-8000000.0,,,,,1378400000.0,-992700000.0,,,,0.35,,,127500000.0,,,,,,,,,,,43600000.0,321400000.0,43600000.0,12900000.0,,,,,112800000.0,,,7200000.0,177800000.0,,,,,729700000.0,,,,,2260400000.0,-17800000.0,,,-116200000.0,153600000.0,,,176470588.0,,,352000000.0,,,,,44700000.0,,1267700000.0,,,,,,,6500000.0,,44900000.0,-116800000.0,,161500000.0,,11700000.0,,,,,,,,,,,,,,,,
946598400,,1373600000.0,2047100000.0,91400000.0,192900000.0,28000000.0,1600700000.0,527700000.0,,,3130600000.0,3200000.0,673500000.0,614900000.0,,1600700000.0,295300000.0,-20900000.0,102800000.0,538500000.0,63900000.0,,228300000.0,,3495800000.0,155500000.0,1181300000.0,3495800000.0,105300000.0,,598300000.0,310200000.0,-72000000.0,2880900000.0,,,571300000.0,,191700000.0,179244000.0,1.73,,,51700000.0,634300000.0,,357500000.0,-423700000.0,,,,2047100000.0,-200000.0,535400000.0,1448700000.0,,-100000.0,,105300000.0,197500000.0,,175587000.0,63900000.0,,105300000.0,,,141000000.0,598300000.0,-29000000.0,63900000.0,,,614900000.0,5500000.0,28700000.0,347100000.0,,1218400000.0,310200000.0,357500000.0,601100000.0,,-18200000.0,,,1305000000.0,1373600000.0,673500000.0,,,43600000.0,,768800000.0,17900000.0,634300000.0,,1305000000.0,347000000.0,180900000.0,,379000000.0,-2700000.0,,63900000.0,,27900000.0,1448700000.0,-976800000.0,,-490400000.0,,,36000000.0,,155500000.0,,17900000.0,2880900000.0,2195200000.0,,,,,,1180500000.0,63900000.0,102800000.0,63900000.0,13000000.0,,,,141000000.0,188400000.0,,,3200000.0,191700000.0,-73400000.0,,,,882500000.0,-82900000.0,3100000.0,1378000000.0,,2195200000.0,-26300000.0,310200000.0,,-169900000.0,219200000.0,,50700000.0,,,,379000000.0,,17900000.0,,,75600000.0,,1218400000.0,1.77,,-44600000.0,,,-100000.0,14100000.0,,-31400000.0,-48900000.0,1949300000.0,240100000.0,28700000.0,20300000.0,-976800000.0,,,,,,,,,,,,,,,
954460800,,1417215000.0,,,135144000.0,,1669853000.0,,,,,,935798000.0,590102000.0,0.47,,328976000.0,,,,,,,,,,,3742601000.0,83063000.0,,,,,3152499000.0,,,,,,,,,,51663000.0,647169000.0,,364565000.0,,,,,2353013000.0,,437972000.0,,,0.0,172960000.0,83063000.0,,,,,,83063000.0,,,132222000.0,637824000.0,-317102000.0,36110000.0,,,,49564000.0,31237000.0,359288000.0,,,,,,363544000.0,-18136000.0,,,,,,,,63861000.0,,,17955000.0,,,1551779000.0,328976000.0,143218000.0,,,-7246000.0,,,,,1389588000.0,-1008375000.0,,,,0.48,,,159211000.0,,,,,,,,,,,36110000.0,341925000.0,36110000.0,15342000.0,,,,,108996000.0,,,-829000.0,200355000.0,,,,,797260000.0,,,,,2244530000.0,-13578000.0,,,140629000.0,148722000.0,,,177155000.0,,,393518000.0,,,,,60155000.0,,1236155000.0,,,,,,,15667000.0,,13996000.0,-135709000.0,,160659000.0,,-27751000.0,,,,,,,,,,,,,,,,
962323200,,1426548000.0,,,-160439000.0,,1752819000.0,,,,,,938721000.0,597467000.0,0.59,,334739000.0,,,,,,,,,,,3707677000.0,101738000.0,,,,,3110210000.0,,,,,,,,,,52436000.0,663160000.0,,362079000.0,,,,,2365269000.0,,520617000.0,,,0.0,169501000.0,101738000.0,,,,,,101738000.0,,,125946000.0,637442000.0,-16967000.0,37549000.0,,,,3622000.0,32295000.0,364971000.0,,,,,,370613000.0,-19463000.0,,,,,,,,36110000.0,,,17987000.0,,,1531656000.0,334739000.0,174310000.0,,,-2388000.0,,,,,1342408000.0,-1038025000.0,,,,0.6,,,157010000.0,,,,,,,,,,,37549000.0,2593000.0,37549000.0,15190000.0,,,,,185878000.0,,,-4442000.0,194973000.0,,,,,885588000.0,,,,,2254500000.0,-310857000.0,,,-132012000.0,150418000.0,,,173047000.0,,,741155000.0,,,,,72572000.0,,1216475000.0,,,,,,,7662000.0,,-3756000.0,-143451000.0,,238314000.0,,1439000.0,,,,,,,,,,,,,,,,
970272000,,1416804000.0,,,66563000.0,,1808633000.0,,,,,,981681000.0,600974000.0,0.44,,317850000.0,,,,,,,,,,,3656990000.0,74965000.0,,,,,3056016000.0,,,,,,,,,,51319000.0,674783000.0,,340397000.0,,,,,2398485000.0,,434036000.0,,,0.0,166564000.0,74965000.0,,,,,,74965000.0,,,104618000.0,637403000.0,43597000.0,42864000.0,,,,26101000.0,41255000.0,353253000.0,,,,,,347691000.0,-19151000.0,,,,,,,,37549000.0,,,18018000.0,,,1516149000.0,317850000.0,124771000.0,,,2921000.0,,,,,1258505000.0,-1069708000.0,,,,0.45,,,169164000.0,,,,,,,,,,,42864000.0,2500000.0,42864000.0,17516000.0,,,,,116186000.0,,,-7063000.0,193031000.0,,,,,787289000.0,,,,,2269178000.0,-15304000.0,,,-120149000.0,81867000.0,,,169903000.0,,,786150000.0,,,,,49806000.0,,1199470000.0,,,,,,,6170000.0,,-44418000.0,-146772000.0,,167505000.0,,5315000.0,,,,,,,,,,,,,,,,
978220800,,1448146000.0,2325516000.0,32824000.0,167011000.0,37503000.0,1467103000.0,208279000.0,,,3489455000.0,-3820000.0,877370000.0,610766000.0,,1467103000.0,415656000.0,-4553000.0,2599000.0,673086000.0,69043000.0,,275550000.0,,3606679000.0,164796000.0,1230077000.0,3606679000.0,137769000.0,,636866000.0,397536000.0,-75398000.0,2995913000.0,,,635921000.0,,178302000.0,171597000.0,2.32,,,72555000.0,705033000.0,,308655000.0,-580584000.0,,,,2325516000.0,,822552000.0,1281163000.0,,0.0,,137769000.0,227973000.0,,167987000.0,69043000.0,,137769000.0,,,106247000.0,636866000.0,95512000.0,69043000.0,341863000.0,,610766000.0,67913000.0,35064000.0,151093000.0,,1207160000.0,397536000.0,308655000.0,589857000.0,341863000.0,-18648000.0,,,1480098000.0,1448146000.0,877370000.0,,,42864000.0,,863894000.0,16738000.0,705033000.0,,1480098000.0,643629000.0,230786000.0,,696469000.0,2160000.0,,69043000.0,,5182000.0,1281163000.0,-1081114000.0,,-389715000.0,,,63861000.0,,164796000.0,,101263000.0,2995913000.0,2288274000.0,,,,,,1395484000.0,69043000.0,2599000.0,69043000.0,16050000.0,,,,106247000.0,178923000.0,,,-3820000.0,178302000.0,-381578000.0,,,,973645000.0,-194960000.0,-4576000.0,1623457000.0,,2288274000.0,-41839000.0,397536000.0,,-278183000.0,208850000.0,,64098000.0,,,,696469000.0,,16738000.0,,,93017000.0,,1207160000.0,2.37,,-28166000.0,,,0.0,8004000.0,,,-154652000.0,2259378000.0,251478000.0,35064000.0,26179000.0,-1081114000.0,,,,,,,,,,,,,,,
985996800,,1406223000.0,,,89174000.0,,1510043000.0,,,1052585000.0,,,863785000.0,537774000.0,0.37,,314518000.0,,,,,,,,,,,3500190000.0,61274000.0,,,,,2962416000.0,,,,,,,,,,49705000.0,701265000.0,,303700000.0,,,,,2270008000.0,,429002000.0,,,0.0,161889000.0,60082000.0,,,,,,61274000.0,,,107978000.0,513610000.0,-19879000.0,61815000.0,,,,50991000.0,37112000.0,349150000.0,228085000.0,,,,,310663000.0,-18624000.0,,,,,,,,69043000.0,,,16898000.0,,,411509000.0,314518000.0,101835000.0,,,2927000.0,,,,,1230182000.0,-1110454000.0,,,,0.38,,,65245000.0,,,,,,,,,,,61815000.0,388679000.0,61815000.0,14791000.0,,,,,114484000.0,,,-1119000.0,154940000.0,,,,,778152000.0,,,,,2305076000.0,-22806000.0,,,-99329000.0,111980000.0,,,165109000.0,,,92081000.0,,,,,41753000.0,,1194622000.0,,,,,,,33288000.0,,1001000.0,-168742000.0,,164189000.0,,-7228000.0,,,,,,,,,,,,,,,,
993859200,,1426146000.0,,,120334000.0,,1755584000.0,,,1033389000.0,,,697893000.0,547709000.0,1.64,,370020000.0,,,,,,,,,,,3464505000.0,265474000.0,,,,,2916796000.0,,,,,,,,,,47146000.0,722492000.0,,307630000.0,,,,,2124039000.0,,418231000.0,,,0.0,158758000.0,24216000.0,,,,,,265474000.0,,,107127000.0,513819000.0,417461000.0,113306000.0,,,,54133000.0,28418000.0,342051000.0,436223000.0,,,,,292367000.0,-19934000.0,,,,,,,,61815000.0,,,16923000.0,,,402380000.0,370020000.0,39827000.0,,,-2584000.0,,,,,1340466000.0,-1121899000.0,,,,1.67,,,50679000.0,,,,,,,,,,,113306000.0,42972000.0,113306000.0,10399000.0,,,,,48211000.0,,,-2373000.0,153956000.0,,,,,760282000.0,,,,,2295296000.0,-16627000.0,,,-502931000.0,136961000.0,,,161687000.0,,,64742000.0,,,,,15611000.0,,1173397000.0,,,,,,,5511000.0,,-175659000.0,-141765000.0,,95357000.0,,51491000.0,,,,,,,,,,,,,,,,
1001808000,,1436430000.0,,,84990000.0,,1779737000.0,,,1024842000.0,,,776604000.0,485282000.0,0.28,,287760000.0,,,,,,,,,,,3375500000.0,43838000.0,,,,,2890218000.0,,,,,,,,,,48340000.0,735959000.0,,307200000.0,,,,,2213034000.0,,369021000.0,,,0.0,155853000.0,43838000.0,,,,,,43838000.0,,,104423000.0,514038000.0,-20862000.0,54576000.0,,,,59623000.0,29364000.0,327872000.0,430181000.0,,,,,288085000.0,-19685000.0,,,,,,,,113306000.0,,,17001000.0,,,398768000.0,287760000.0,73677000.0,,,-557000.0,,,,,1162466000.0,-1146545000.0,,,,0.28,,,50318000.0,,,,,,,,,,,54576000.0,128530000.0,54576000.0,11249000.0,,,,,81261000.0,,,-6162000.0,155734000.0,,,,,696893000.0,,,,,2305953000.0,-17669000.0,,,-140527000.0,102659000.0,,,158881000.0,,,62159000.0,,,,,29839000.0,,1159408000.0,,,,,,,16980000.0,,10481000.0,-223002000.0,,129601000.0,,-58730000.0,,,,,,,,,,,,,,,,
1009756800,,1428155000.0,2289031000.0,240909000.0,86373000.0,57349000.0,1354173000.0,380871000.0,,,3015958000.0,-11774000.0,860876000.0,559890000.0,,1354173000.0,306394000.0,-6295000.0,160834000.0,339854000.0,51952000.0,,137632000.0,,3438684000.0,79033000.0,1362864000.0,3438684000.0,74086000.0,,517094000.0,444672000.0,-77018000.0,2878794000.0,,,374403000.0,,170950000.0,160081000.0,2.78,,,48817000.0,764704000.0,,301692000.0,-648723000.0,,,,2289031000.0,,436841000.0,1149653000.0,,18539000.0,,74086000.0,194008000.0,,157082000.0,51952000.0,467386000.0,74086000.0,,,64748000.0,517094000.0,-39346000.0,51952000.0,318529000.0,,559890000.0,-152097000.0,31639000.0,343789000.0,467386000.0,1166863000.0,444672000.0,301692000.0,471238000.0,318529000.0,-18775000.0,,,1410239000.0,1428155000.0,860876000.0,,,54576000.0,,568411000.0,15646000.0,764704000.0,,1410239000.0,306394000.0,124515000.0,,61706000.0,-6081000.0,,51952000.0,,-17091000.0,1149653000.0,-1149414000.0,,-825703000.0,,,69043000.0,,79033000.0,,12650000.0,2878794000.0,2316277000.0,,,,,,1278691000.0,51952000.0,160834000.0,51952000.0,10760000.0,,,,64748000.0,130447000.0,,,-11774000.0,170950000.0,-90367000.0,,,,780630000.0,337374000.0,323000.0,1278691000.0,,2316277000.0,-33265000.0,202222000.0,,-82916000.0,119638000.0,,47199000.0,,,,61706000.0,,15646000.0,,,50429000.0,,1166863000.0,2.83,,-52940000.0,,,18539000.0,1570000.0,,,-115214000.0,1653094000.0,179264000.0,31639000.0,-2624000.0,-1149414000.0,,,,,,,,,,,,,,,
1017532800,,1435266000.0,,,-91297000.0,,1389913000.0,,,1017766000.0,,,837884000.0,504420000.0,0.35,,309203000.0,,,,,,,,,,,3447885000.0,54470000.0,,,,,2943465000.0,,,,,,,,,,,772036000.0,,379749000.0,,,,,2273150000.0,,407734000.0,,,1808000.0,151104000.0,54470000.0,,,,,,54470000.0,,,65143000.0,516575000.0,-103579000.0,71293000.0,,,,1319000.0,28349000.0,329363000.0,228078000.0,,,,,277895000.0,-18730000.0,,,,,,,,51952000.0,,,15733000.0,,,388183000.0,309203000.0,89295000.0,,,-77476000.0,,,,,1174735000.0,-1158010000.0,,,,0.36,,,48146000.0,,,,,,,,,,,71293000.0,384488000.0,71293000.0,10555000.0,,-119664000.0,,,98531000.0,,,-11028000.0,156895000.0,,,,,737097000.0,,,,,2315777000.0,-26103000.0,,,188114000.0,-65194000.0,,,154249000.0,,,68423000.0,,,,,34825000.0,,1157767000.0,,,,,,,23664000.0,,,-41724000.0,,98531000.0,,19341000.0,,,,,,,,,,,,,,,,
1025395200,,1545584000.0,,,152422000.0,,1427570000.0,,,1017766000.0,,,726563000.0,488984000.0,0.51,,305820000.0,,,,,,,,,,,3527419000.0,78761000.0,,,,,3038435000.0,,,,,,,,,,,778193000.0,,476221000.0,,,,,2272147000.0,,447548000.0,,,6555000.0,151789000.0,78761000.0,,,,,,78761000.0,,,65705000.0,620623000.0,-140032000.0,55670000.0,,,,-1012000.0,24026000.0,324663000.0,260249000.0,,,,,281003000.0,-20508000.0,,,,,,,,71293000.0,,,15852000.0,,,383893000.0,305820000.0,129116000.0,,,68129000.0,,,,,1255272000.0,-1187750000.0,,,,0.52,,,49548000.0,,,,,,,,,,,55670000.0,212888000.0,55670000.0,11600000.0,,,,,141728000.0,,,-9927000.0,187795000.0,,,,,772211000.0,,,,,2348305000.0,-33603000.0,,,-61616000.0,186025000.0,,,155555000.0,,,65631000.0,,,,,50355000.0,,1160555000.0,,,,,,,27366000.0,,,-4345000.0,,141728000.0,,-15623000.0,,,,,,,,,,,,,,,,
