date,annualPretaxIncome,quarterlyLongTermDebt,trailingCashDividendsPaid,annualTotalAssets,trailingNetIncome,annualGoodwill,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,annualAccountsReceivable,annualDilutedAverageShares,annualLongTermDebt,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualNetIncome,quarterlyCurrentAccruedExpenses,trailingInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,annualSaleOfInvestment,annualOtherNonCashItems,annualStockholdersEquity,quarterlyNetIncomeContinuousOperations,trailingStockBasedCompensation,quarterlyGoodwill,annualDepreciationAndAmortization,annualTotalRevenue,trailingChangeInAccountPayable,trailingSaleOfInvestment,annualInvestingCashFlow,annualRetainedEarnings,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualTaxProvision,annualCapitalStock,annualOtherCurrentAssets,trailingResearchAndDevelopment,annualStockBasedCompensation,annualCostOfRevenue,quarterlyTaxProvision,trailingCostOfRevenue,quarterlyNetPPE,quarterlyStockBasedCompensation,annualTotalNonCurrentAssets,annualBasicAverageShares,annualNetOtherFinancingCharges,annualResearchAndDevelopment,trailingTaxProvision,trailingDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlyEbitda,annualGrossProfit,annualInventory,trailingChangeInInventory,trailingPurchaseOfBusiness,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualNonCurrentDeferredTaxesLiabilities,annualChangeInWorkingCapital,quarterlyDilutedEPS,annualFreeCashFlow,quarterlyRetainedEarnings,annualPurchaseOfBusiness,quarterlyPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,trailingOtherNonCashItems,quarterlyPretaxIncome,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,trailingFreeCashFlow,annualChangeInInventory,quarterlyGrossPPE,annualOperatingExpense,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,trailingBeginningCashPosition,quarterlyChangeInInventory,quarterlyBasicEPS,annualInterestExpense,trailingInterestExpense,trailingChangesInAccountReceivables,annualCurrentAssets,annualBeginningCashPosition,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,trailingChangeInCashSupplementalAsReported,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,annualDeferredIncomeTax,trailingOperatingExpense,annualGrossPPE,trailingCapitalExpenditure,annualOtherNonCurrentAssets,quarterlyChangesInAccountReceivables,annualSellingGeneralAndAdministration,quarterlyRepurchaseOfCapitalStock,quarterlyBasicAverageShares,annualAccumulatedDepreciation,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyChangeInAccountPayable,annualRepaymentOfDebt,trailingRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingExpense,quarterlyGrossProfit,trailingNetOtherFinancingCharges,trailingGrossProfit,annualOtherCurrentLiabilities,annualCapitalExpenditure,trailingDeferredIncomeTax,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,annualBasicEPS,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,annualCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyDilutedAverageShares,trailingOperatingIncome,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyInventory,trailingTotalRevenue,trailingOtherIncomeExpense,annualOperatingIncome,annualOtherIncomeExpense,annualCurrentLiabilities,annualAccountsPayable,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualNetPPE,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,trailingEndCashPosition,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualDilutedEPS,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualEbitda,quarterlyOtherIntangibleAssets,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualCommonStockIssuance,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,trailingPurchaseOfInvestment,annualPurchaseOfInvestment,annualCurrentDeferredRevenue,quarterlyCommonStockIssuance,quarterlyPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,trailingDilutedAverageShares
1970-01-01 00:00:01.262217600,-148000000.0,,-295000000.0,,1461000000.0,,,,,500000000.0,,,-101000000.0,-100000000.0,,-365000000.0,,,,54000000.0,,,,-149000000.0,,10000000.0,,,68000000.0,,124000000.0,2760000000.0,48000000.0,154000000.0,-1821000000.0,,,,,,,-47000000.0,,,450000000.0,15000000.0,1078000000.0,,2006000000.0,,,,500000000.0,1205000000.0,368000000.0,321000000.0,404000000.0,,,1682000000.0,,-71000000.0,-141000000.0,,,,,357000000.0,,-37000000.0,,-2254000000.0,,1461000000.0,,-8000000.0,,,,1365000000.0,-16000000.0,,1467000000.0,,1586000000.0,,,-101000000.0,,,,1286000000.0,,,26000000.0,226000000.0,-122000000.0,,6000000.0,112000000.0,,529000000.0,-100000000.0,,-334000000.0,2190000000.0,,-432000000.0,,,1066000000.0,,,,,,,0.0,-600000000.0,,,,,10000000.0,4144000000.0,,-135000000.0,13000000.0,,1461000000.0,,93000000.0,,-0.2,99000000.0,,1823000000.0,,,,,1954000000.0,,1797000000.0,,6150000000.0,14000000.0,215000000.0,-337000000.0,,,,98000000.0,,,,-898000000.0,,,,1820000000.0,,,,38000000.0,-0.2,0.0,,,,2000000.0,,,,,,,1782000000.0,,568000000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.293753600,178000000.0,,,5284000000.0,,934000000.0,,,773000000.0,500000000.0,673000000.0,,-207000000.0,110000000.0,,,,,,,,,,,,-5000000.0,3344000000.0,,,,185000000.0,3582000000.0,,,-9000000.0,,,,,38000000.0,,67000000.0,,188000000.0,,16000000.0,1444000000.0,,,,,3168000000.0,500000000.0,-70000000.0,411000000.0,,,,,2138000000.0,995000000.0,,,,,1940000000.0,218000000.0,100000000.0,,130000000.0,,-81000000.0,,,,,,,,,117000000.0,,1851000000.0,,,,,111000000.0,,,,,,,37000000.0,,,2116000000.0,99000000.0,30000000.0,,,110000000.0,,-68000000.0,,1905000000.0,,92000000.0,,1382000000.0,,,-757000000.0,,,,0.0,,,,,,,,396000000.0,-124000000.0,,,,,-36000000.0,,0.22,63000000.0,,-277000000.0,,,,,,,,,,,287000000.0,-72000000.0,808000000.0,206000000.0,,254000000.0,1148000000.0,,,,,,,,924000000.0,,1132000000.0,25000000.0,0.22,-3000000.0,,24000000.0,,400000000.0,,141000000.0,,,-74000000.0,63000000.0,,63000000.0,196000000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.301529600,,,,,,,,,,,,,,,,,,381000000.0,,,36000000.0,,,,,,,77000000.0,,,,,,,,,76000000.0,335000000.0,-38000000.0,,,,,,,,,35000000.0,,,6000000.0,,,,,,,2000000.0,170000000.0,,,,,101000000.0,-151000000.0,,,,0.152,,,,-345000000.0,,77000000.0,,112000000.0,,983000000.0,,,,,,,,-34000000.0,,150000000.0,351000000.0,63000000.0,,,0.152,,,,,,,,,,,,,,,,,,,500000000.0,,,63000000.0,,,,,,452000000.0,602000000.0,,,,,,0.0,,,,,,,76000000.0,,,-379000000.0,99000000.0,500000000.0,,-29000000.0,,,,,,,,,,,,,0.0,,9000000.0,,,,,49000000.0,,,,,,,,,,,29000000.0,389000000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.309392000,,,,,,,,,,,,,,,,,,454000000.0,,,14000000.0,,,,,,,66000000.0,,,,,,,,,66000000.0,360000000.0,0.0,,,,,,,,,38000000.0,,,5000000.0,,,,,,,0.0,163000000.0,,,,,105000000.0,34000000.0,,,,,,,,0.0,,-22000000.0,,104000000.0,,1074000000.0,,,,,,,,-23000000.0,,137000000.0,-101000000.0,139000000.0,,,,,,,,,,,,,,,,,,,,,,,,,99000000.0,,,,,,483000000.0,620000000.0,,,,,,-1000000.0,,,,,,,66000000.0,,,-24000000.0,113000000.0,,,-24000000.0,,,,,,,,,,,,,-49000000.0,,9000000.0,,,,,50000000.0,,,,,,,,,,,116000000.0,-52000000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.317340800,,,,,,,,,,,,,,,,,,398000000.0,,,31000000.0,,,,,,,95000000.0,,,,,,,,,94000000.0,331000000.0,0.0,,,,,,,,,53000000.0,,,4000000.0,,,,,,,0.0,209000000.0,,,,,102000000.0,10000000.0,,,,,,,,0.0,,18000000.0,,148000000.0,,1049000000.0,,,,,,,,-24000000.0,,201000000.0,-128000000.0,181000000.0,,,,,,,,,,,,,,,,,,,,,,,,,113000000.0,,,,,,450000000.0,651000000.0,,,,,,4000000.0,,,,,,,94000000.0,,,-20000000.0,144000000.0,,,-44000000.0,,,,,,,,,,,,,0.0,,9000000.0,,,,,52000000.0,,,,,,,,,,,157000000.0,-128000000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.325289600,394000000.0,575000000.0,,5711000000.0,,989000000.0,461000000.0,5711000000.0,871000000.0,500000000.0,575000000.0,3400000000.0,-416000000.0,245000000.0,150000000.0,,871000000.0,419000000.0,,,-65000000.0,124000000.0,1132000000.0,,,97000000.0,3720000000.0,10000000.0,,989000000.0,205000000.0,4233000000.0,,,-449000000.0,,9000000.0,427000000.0,-105000000.0,0.0,-906000000.0,146000000.0,,202000000.0,,19000000.0,1652000000.0,20000000.0,,1243000000.0,4000000.0,3400000000.0,500000000.0,529000000.0,427000000.0,,,70000000.0,93000000.0,2581000000.0,1063000000.0,,,119000000.0,-10000000.0,1975000000.0,311000000.0,-117000000.0,,362000000.0,,-345000000.0,0.0,,-8000000.0,,30000000.0,18000000.0,1127000000.0,,40000000.0,2149000000.0,1949000000.0,843000000.0,,2311000000.0,-54000000.0,248000000.0,144000000.0,-152000000.0,114000000.0,,,,36000000.0,,,2311000000.0,63000000.0,-85000000.0,202000000.0,,192000000.0,,65000000.0,,2149000000.0,,97000000.0,,1453000000.0,,,-906000000.0,,144000000.0,,-143000000.0,,214000000.0,-65000000.0,564000000.0,708000000.0,,,461000000.0,-135000000.0,,28000000.0,,150000000.0,16000000.0,3720000000.0,0.38,79000000.0,-44000000.0,-30000000.0,311000000.0,-26000000.0,79000000.0,,,-105000000.0,,1063000000.0,,,632000000.0,-202000000.0,843000000.0,214000000.0,79000000.0,497000000.0,1243000000.0,,-367000000.0,,9000000.0,79000000.0,0.0,,928000000.0,54000000.0,1132000000.0,-16000000.0,0.38,0.0,97000000.0,18000000.0,1975000000.0,635000000.0,928000000.0,124000000.0,60000000.0,320000000.0,-65000000.0,79000000.0,,79000000.0,31000000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.333152000,,579000000.0,,,,,453000000.0,5906000000.0,,,,3380000000.0,,,140000000.0,,848000000.0,393000000.0,,,34000000.0,250000000.0,1151000000.0,,,,,112000000.0,,990000000.0,,,,,,,111000000.0,338000000.0,0.0,,,,,,,,,59000000.0,,1242000000.0,6000000.0,,,,,,,1000000.0,227000000.0,,,,,102000000.0,-163000000.0,,,,0.222,,,,0.0,,-9000000.0,,171000000.0,12000000.0,1047000000.0,,,,,805000000.0,,2526000000.0,-31000000.0,,198000000.0,71000000.0,-4000000.0,,,0.222,,,,,,,238000000.0,,,,,,,,,,,,500000000.0,,,79000000.0,,,,200000000.0,-31000000.0,456000000.0,654000000.0,,,,,,-2000000.0,,,,3934000000.0,,,111000000.0,,322000000.0,-33000000.0,113000000.0,500000000.0,,-19000000.0,,1230000000.0,,,,,,,113000000.0,,,,-52000000.0,,8000000.0,113000000.0,,,,48000000.0,,,,,88000000.0,,1956000000.0,,915000000.0,,-35000000.0,123000000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.341014400,,573000000.0,,,,,384000000.0,5800000000.0,,,,3323000000.0,,,103000000.0,,889000000.0,378000000.0,,,-7000000.0,232000000.0,1128000000.0,,,,,173000000.0,,980000000.0,,,,,,,173000000.0,344000000.0,0.0,,,,,,,,,79000000.0,,1199000000.0,6000000.0,,,,,,,-4000000.0,314000000.0,,,,,92000000.0,-143000000.0,,,,0.346,,,,-1000000.0,,-17000000.0,,252000000.0,32000000.0,1094000000.0,,,,,741000000.0,,2477000000.0,-24000000.0,,264000000.0,-53000000.0,74000000.0,,,0.346,,,,,,,222000000.0,,,,,,,,,,,,500000000.0,,,113000000.0,,,,222000000.0,-193000000.0,452000000.0,716000000.0,,,,,,-1000000.0,,,,3915000000.0,,,173000000.0,,323000000.0,-26000000.0,106000000.0,500000000.0,,-4000000.0,,1172000000.0,,,,,,,106000000.0,,,,-10000000.0,,8000000.0,106000000.0,,,,54000000.0,,,,,88000000.0,,1869000000.0,,888000000.0,,50000000.0,-43000000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.348963200,,580000000.0,,,,,355000000.0,5904000000.0,,,,3349000000.0,,,145000000.0,,848000000.0,359000000.0,,,27000000.0,91000000.0,1058000000.0,,,,,161000000.0,,981000000.0,,,,,,,162000000.0,335000000.0,0.0,,,,,,,,,52000000.0,,1204000000.0,6000000.0,,,,,,,2000000.0,274000000.0,,,,,94000000.0,-96000000.0,,,,0.324,,,,1000000.0,,-55000000.0,,213000000.0,42000000.0,1019000000.0,,,,,737000000.0,,2555000000.0,-26000000.0,,215000000.0,-18000000.0,74000000.0,,,0.324,,,,,,,230000000.0,,,,,,,,,,,,500000000.0,,,106000000.0,,,,195000000.0,-169000000.0,445000000.0,660000000.0,,,,,,-5000000.0,,,,4094000000.0,,,162000000.0,,299000000.0,-30000000.0,133000000.0,500000000.0,,5000000.0,,1272000000.0,,,,,,,133000000.0,,,,-1000000.0,,7000000.0,133000000.0,,,,54000000.0,,,,,69000000.0,,1795000000.0,,877000000.0,,48000000.0,-17000000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.356912000,710000000.0,509000000.0,,6262000000.0,,985000000.0,507000000.0,6262000000.0,900000000.0,500000000.0,509000000.0,3398000000.0,-63000000.0,436000000.0,194000000.0,,900000000.0,433000000.0,,,184000000.0,107000000.0,1098000000.0,,,3000000.0,4026000000.0,-10000000.0,,985000000.0,200000000.0,4336000000.0,,,-135000000.0,,-10000000.0,453000000.0,0.0,73000000.0,-1011000000.0,274000000.0,4183000000.0,201000000.0,,28000000.0,1563000000.0,84000000.0,,1241000000.0,10000000.0,3398000000.0,500000000.0,-15000000.0,409000000.0,,,4000000.0,126000000.0,2773000000.0,1345000000.0,,,121000000.0,253000000.0,2221000000.0,323000000.0,-149000000.0,,328000000.0,,0.0,0.0,,7000000.0,,74000000.0,30000000.0,1176000000.0,,-318000000.0,2252000000.0,1943000000.0,1123000000.0,,2864000000.0,-45000000.0,436000000.0,153000000.0,-78000000.0,310000000.0,,,,31000000.0,,,2864000000.0,79000000.0,-65000000.0,201000000.0,,436000000.0,,-74000000.0,,2252000000.0,,88000000.0,,1470000000.0,,,-1011000000.0,4183000000.0,133000000.0,,0.0,,319000000.0,-157000000.0,590000000.0,743000000.0,,,507000000.0,-126000000.0,,-1000000.0,,194000000.0,238000000.0,4026000000.0,0.872,317000000.0,32000000.0,-78000000.0,323000000.0,-46000000.0,317000000.0,,,-71000000.0,,1345000000.0,,,830000000.0,-89000000.0,1123000000.0,319000000.0,317000000.0,454000000.0,1241000000.0,,0.0,,8000000.0,317000000.0,73000000.0,,868000000.0,44000000.0,1098000000.0,96000000.0,0.872,0.0,88000000.0,30000000.0,2221000000.0,941000000.0,868000000.0,107000000.0,265000000.0,-78000000.0,-157000000.0,317000000.0,,317000000.0,-9000000.0,,,,,,,,,,,,,,,,,
