date,quarterlyCurrentAssets,quarterlyCashDividendsPaid,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,annualOperatingIncome,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualChangeInAccountPayable,trailingChangeInAccountPayable,annualAccountsPayable,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualChangeInWorkingCapital,annualOtherCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyRetainedEarnings,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlyPurchaseOfInvestment,quarterlyBasicEPS,trailingEndCashPosition,quarterlyTotalRevenue,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,trailingTaxProvision,annualCashDividendsPaid,annualCurrentDeferredRevenue,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualDilutedEPS,trailingSaleOfInvestment,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,annualLongTermDebt,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,trailingPretaxIncome,annualCurrentAssets,annualTotalAssets,quarterlyOtherCurrentAssets,annualStockholdersEquity,annualCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyGoodwill,annualBasicEPS,quarterlyInventory,quarterlyCostOfRevenue,quarterlyOtherIncomeExpense,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,annualRetainedEarnings,annualCurrentLiabilities,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInInventory,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualAccountsReceivable,annualSaleOfInvestment,quarterlyGrossProfit,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyPretaxIncome,annualNetPPE,quarterlyDilutedEPS,trailingGrossProfit,quarterlyOperatingExpense,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,annualOtherIntangibleAssets,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEbitda,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyTaxProvision,annualCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualDilutedAverageShares,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualGrossPPE,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualIncomeTaxPayable,trailingOtherIncomeExpense,quarterlyOtherIntangibleAssets,quarterlyGrossPPE,annualInvestingCashFlow,annualDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyRepurchaseOfCapitalStock,quarterlyBasicAverageShares,annualOperatingExpense,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,trailingOperatingExpense,trailingCapitalExpenditure,quarterlyOperatingCashFlow,annualAccumulatedDepreciation,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,annualChangesInAccountReceivables,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingInterestExpense,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,quarterlyAccountsPayable,trailingNetIncome,trailingPurchaseOfBusiness,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyEbitda,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,trailingChangeInInventory,quarterlyNetPPE,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingStockBasedCompensation,annualInventory,quarterlyStockBasedCompensation,annualBasicAverageShares,annualRepaymentOfDebt,trailingChangeInWorkingCapital,annualCapitalStock,annualGoodwill,annualStockBasedCompensation,annualInterestExpense,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualOtherShortTermInvestments,annualNonCurrentDeferredRevenue,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1970-01-01 00:00:00.307497600,,,,,83100000.0,846000000.0,,921300000.0,-580200000.0,,,-216000000.0,,,24080000000.0,,9100000.0,-308900000.0,32900000.0,,0.0,,16309000000.0,,,2172000000.0,,19300000.0,45600000.0,,-276000000.0,,,78500000.0,,,680900000.0,,1538000000.0,,45600000.0,0.0,64600000.0,,,-680100000.0,,,0.13653,17000000.0,138600000.0,,,116900000.0,,,1068000000.0,413400000.0,0.0,,308900000.0,,,,0.13653,,,,43900000.0,,,,5478000000.0,,,139300000.0,271300000.0,,,,,1405000000.0,,,,,,,,-6167000000.0,-413400000.0,240400000.0,,202100000.0,,7771000000.0,,19300000.0,8200000.0,64600000.0,,0.0,,,101800000.0,,,,,,,,1860000000.0,321541053.0,,-11625000000.0,,821000000.0,,,,,252000000.0,301000000.0,0.0,,-701900000.0,,,-204000000.0,,,0.0,,,6233000000.0,,,157300000.0,,,6233000000.0,-559000000.0,,-49900000.0,,,12107000000.0,566000000.0,,,,,306000000.0,1344000000.0,4800000.0,-883000000.0,,5478000000.0,-60000000.0,292000000.0,,,,,,36000000.0,,206700000.0,-121000000.0,100000000.0,171400000.0,,321541053.0,,-1269000000.0,,,,12800000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.339120000,,,,,67000000.0,,,964900000.0,116600000.0,,,,,,,,37200000.0,348100000.0,27100000.0,,0.0,,,,,,,25700000.0,34000000.0,,,,,61100000.0,,,719500000.0,,,,34000000.0,0.0,9100000.0,,,23500000.0,,,0.101565,,157200000.0,,,107700000.0,,,,386900000.0,675300000.0,,327200000.0,,,,0.101565,,,,32400000.0,,,,,,,155800000.0,231500000.0,,,,,,,,,,,,,,288400000.0,245400000.0,,201900000.0,,,,25700000.0,5800000.0,63000000.0,,0.0,,,88200000.0,,,,,,,,,319007532.0,,,,,,,,,265400000.0,,0.0,,800000.0,,,,,,0.0,,,,,,178400000.0,,,,,,-63500000.0,,,,,,,,,,,8100000.0,,,,,,,,,,,,,222400000.0,,,145100000.0,,319007532.0,,,,,,11600000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.370656000,,,,,82800000.0,,,1128400000.0,118600000.0,,,,,,,,38200000.0,434600000.0,36500000.0,,0.0,,,,,,,57500000.0,48100000.0,,,,,84600000.0,,,845500000.0,,,,48100000.0,0.0,22300000.0,,,25000000.0,,,0.14319,,175100000.0,,,104200000.0,,,,471400000.0,792000000.0,,357400000.0,,,,0.14319,,,,46500000.0,,,,,,,185400000.0,316000000.0,,,,,,,,,,,,,,320600000.0,282900000.0,,234300000.0,,,,57500000.0,11900000.0,61300000.0,,0.0,,,107800000.0,,,,,,,,,324743348.0,,,,,,,,,318500000.0,,0.0,,700000.0,,,,,,0.0,,,,,,200100000.0,,,,,,-84200000.0,,,,,,,,,,,13700000.0,,,,,,,,,,,,,293700000.0,,,150600000.0,,324743348.0,,,,,,10000000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.402192000,,,,,103700000.0,,,1251500000.0,129200000.0,,,,,,,,42900000.0,479600000.0,44200000.0,,0.0,,,,,,,72600000.0,53800000.0,,,,,98000000.0,,,906000000.0,,,,53800000.0,0.0,21100000.0,,,18700000.0,,,0.15984,,207800000.0,,,104500000.0,,,,526600000.0,861200000.0,,381600000.0,,,,0.15984,,,,52300000.0,,,,,,,219300000.0,350400000.0,,,,,,,,,,,,,,334600000.0,345500000.0,,256300000.0,,,,72600000.0,5000000.0,59600000.0,,0.0,,,137700000.0,,,,,,,,,327202202.0,,,,,,,,,364400000.0,,0.0,,800000.0,,,,,,0.0,,,,,,241800000.0,,,,,,-108100000.0,,,,,,,,,,,23900000.0,,,,,,,,,,,,,329300000.0,,,157800000.0,,327202202.0,,,,,,10800000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.433728000,,,,,103600000.0,,,1323400000.0,134700000.0,,,,,,,,32800000.0,507500000.0,47900000.0,,0.0,,,,,,,114600000.0,59000000.0,,,,,106900000.0,,,948700000.0,,,,59000000.0,0.0,10400000.0,,,25600000.0,,,0.174825,,227600000.0,,,105200000.0,,,,554000000.0,926000000.0,,418500000.0,,,,0.174825,,,,59000000.0,,,,,,,,372800000.0,,,,,,,,,,,,,,372000000.0,374700000.0,,277000000.0,,,,114600000.0,14200000.0,69400000.0,,0.0,,,143300000.0,,,,,,,,,337480337.0,,,,,,,,,316700000.0,,0.0,,0.0,,,,,,0.0,,,,,,271100000.0,,,,,,-39700000.0,,,,,,,,,,,29500000.0,,,,,,,,,,,,,362400000.0,,,159700000.0,,337480337.0,,,,,,10900000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.449539200,,,,,,,,,,,,,,,,,,,,,,,,,0.024975,,303500000.0,,,,,,,,,,,,,,,,,,,,8100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,338642643.0,,,,,,,,,,,,,,,,,,,,,0.024975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338642643.0,,,,,,,,,,,,,,303500000.0,,,,,,,,,,,,303500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.457401600,,,,,,,,,,,,,,,,,,,,,,,,,0.02997,,318100000.0,,,,,,,,,,,,,,,,,,,,9800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,338642643.0,,,,,,,,,,,,,,,,,,,,,0.02997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338642643.0,,,,,,,,,,,,,,318100000.0,,,,,,,,,,,,318100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.465350400,599900000.0,,,390500000.0,112900000.0,,,1425300000.0,141600000.0,,,,,,,,64100000.0,532100000.0,53400000.0,300500000.0,0.0,141600000.0,,,,,459600000.0,86000000.0,66700000.0,,,,,120100000.0,532100000.0,,1022200000.0,,,,66700000.0,0.0,14600000.0,392300000.0,992200000.0,42400000.0,25600000.0,,0.19647,,246300000.0,100000.0,42400000.0,109400000.0,,,,599900000.0,992200000.0,64100000.0,460100000.0,,,,0.19647,158800000.0,,,66700000.0,,,,,,460100000.0,300500000.0,390500000.0,109400000.0,32100000.0,,,,,,,,,,,,392300000.0,403100000.0,,293600000.0,,,,86000000.0,16800000.0,56300000.0,86000000.0,0.0,,86000000.0,156800000.0,,,,,,,,,339492034.0,,,,,-175100000.0,14600000.0,,,468700000.0,,0.0,,100000.0,,,,56300000.0,468700000.0,0.0,,,,,,290200000.0,,,,,,-175100000.0,,,,,,,-852800000.0,375900000.0,,,32100000.0,,,,,,,,-852800000.0,,,,293600000.0,375900000.0,,,158800000.0,,339492034.0,,,,,,9500000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.473299200,,,,,,,,,,,,,,,,,,,,,,,,,0.06993,,388800000.0,,,,,,,,,,,,,,,,,,,,23800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,338642643.0,,,,,,,,,,,,,,,,,,,,,0.06993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338642643.0,,,,,,,,,,,,,,388800000.0,,,,,,,,,,,,388800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.481075200,,,,,,,,,,,,,,,,,,,,,,,,,0.02664,,325500000.0,,,,,,,,,,,,,,,,,,,,8900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,339051051.0,,,,,,,,,,,,,,,,,,,,,0.02664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339051051.0,,,,,,,,,,,,,,325500000.0,,,,,,,,,,,,325500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
