date,quarterlyCurrentAssets,quarterlyCashDividendsPaid,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,annualOperatingIncome,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualChangeInAccountPayable,trailingChangeInAccountPayable,annualAccountsPayable,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualChangeInWorkingCapital,annualOtherCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyRetainedEarnings,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlyPurchaseOfInvestment,quarterlyBasicEPS,trailingEndCashPosition,quarterlyTotalRevenue,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,trailingTaxProvision,annualCashDividendsPaid,annualCurrentDeferredRevenue,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualDilutedEPS,trailingSaleOfInvestment,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,annualLongTermDebt,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,trailingPretaxIncome,annualCurrentAssets,annualTotalAssets,quarterlyOtherCurrentAssets,annualStockholdersEquity,annualCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyGoodwill,annualBasicEPS,quarterlyInventory,quarterlyCostOfRevenue,quarterlyOtherIncomeExpense,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,annualRetainedEarnings,annualCurrentLiabilities,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInInventory,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualAccountsReceivable,annualSaleOfInvestment,quarterlyGrossProfit,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyPretaxIncome,annualNetPPE,quarterlyDilutedEPS,trailingGrossProfit,quarterlyOperatingExpense,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,annualOtherIntangibleAssets,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEbitda,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyTaxProvision,annualCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualDilutedAverageShares,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualGrossPPE,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualIncomeTaxPayable,trailingOtherIncomeExpense,quarterlyOtherIntangibleAssets,quarterlyGrossPPE,annualInvestingCashFlow,annualDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyRepurchaseOfCapitalStock,quarterlyBasicAverageShares,annualOperatingExpense,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,trailingOperatingExpense,trailingCapitalExpenditure,quarterlyOperatingCashFlow,annualAccumulatedDepreciation,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,annualChangesInAccountReceivables,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingInterestExpense,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,quarterlyAccountsPayable,trailingNetIncome,trailingPurchaseOfBusiness,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyEbitda,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,trailingChangeInInventory,quarterlyNetPPE,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingStockBasedCompensation,annualInventory,quarterlyStockBasedCompensation,annualBasicAverageShares,annualRepaymentOfDebt,trailingChangeInWorkingCapital,annualCapitalStock,annualGoodwill,annualStockBasedCompensation,annualInterestExpense,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualOtherShortTermInvestments,annualNonCurrentDeferredRevenue,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1970-01-01 00:00:00.488937600,,,,,,,,,,,,,,,,,,,,,,,,,0.024975,,461900000.0,,,,,,,,,,,,,,,,,,,,10600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,460180180.0,,,,,,,,,,,,,,,,,,,,,0.024975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460180180.0,,,,,,,,,,,,,,461900000.0,,,,,,,,,,,,461900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.496886400,915800000.0,,,792700000.0,132200000.0,,,1787000000.0,231300000.0,,,,,,,,275100000.0,1024000000.0,63800000.0,305600000.0,0.0,231300000.0,,,,,610800000.0,40200000.0,78300000.0,,,,,142100000.0,1024000000.0,,1306100000.0,,,,78300000.0,0.0,288300000.0,873500000.0,1789300000.0,90700000.0,35000000.0,,0.1998,,286800000.0,42700000.0,90700000.0,139400000.0,,,,915800000.0,1789300000.0,275100000.0,765300000.0,,,,0.1998,226000000.0,,,78300000.0,,,,,,765300000.0,305600000.0,792700000.0,139400000.0,49200000.0,,,,,,,,,,,,873500000.0,480900000.0,,574500000.0,,,,40200000.0,22200000.0,208300000.0,40200000.0,0.0,,40200000.0,194100000.0,,,,,,,,,391891892.0,,,,,-222500000.0,288300000.0,,,797000000.0,,0.0,,42700000.0,,,,208300000.0,797000000.0,0.0,,,,,,348700000.0,,,,,,-222500000.0,,,,,,,-1044000000.0,504400000.0,,,49200000.0,,,,,,,,-1044000000.0,,,,574500000.0,504400000.0,,,226000000.0,,391891892.0,,,,,,12300000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.504835200,,,,,,,,,,,,,,,,,,,,,,,,,0.071595,,707000000.0,,,,,,,,,,,,,,,,,,,,33900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,448792793.0,,,,,,,,,,,,,,,,,,,,,0.071595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448792793.0,,,,,,,,,,,,,,707000000.0,,,,,,,,,,,,707000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.512611200,,,,,,,,,,,,,,,,,,,,,,,,,0.018315,,626300000.0,,,,,,,,,,,,,,,,,,,,9500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,452660661.0,,,,,,,,,,,,,,,,,,,,,0.018315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452660661.0,,,,,,,,,,,,,,626300000.0,,,,,,,,,,,,626300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.520473600,,,,,,,,,,,,,,,,,,,,,,,,,0.02664,,602600000.0,,,,,,,,,,,,,,,,,,,,13500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,454222222.0,,,,,,,,,,,,,,,,,,,,,0.02664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454222222.0,,,,,,,,,,,,,,602600000.0,,,,,,,,,,,,602600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.528422400,738800000.0,,,592000000.0,183500000.0,,,2639400000.0,254300000.0,,,,,,,,96800000.0,846300000.0,78500000.0,357400000.0,0.0,254300000.0,,,,,703500000.0,18600000.0,95900000.0,,,,,174400000.0,846300000.0,,2024400000.0,,,,95900000.0,0.0,103800000.0,936300000.0,1675100000.0,126600000.0,39000000.0,,0.19647,,341100000.0,52000000.0,126600000.0,133300000.0,,,,738800000.0,1675100000.0,96800000.0,828800000.0,,,,0.19647,218900000.0,,,95900000.0,,,,,,828800000.0,357400000.0,592000000.0,133300000.0,69000000.0,,,,,,,,,,,,936300000.0,615000000.0,,609300000.0,,,,18600000.0,13700000.0,200400000.0,18600000.0,0.0,,18600000.0,273900000.0,,,,,,,,,488115234.0,,,,,-291900000.0,103800000.0,,,901200000.0,,0.0,,52000000.0,,,,200400000.0,901200000.0,0.0,,,,,,431500000.0,,,,,,-291900000.0,,,,,,,-1752400000.0,488200000.0,,,69000000.0,,,,,,,,-1752400000.0,,,,609300000.0,488200000.0,,,218900000.0,,488115234.0,,,,,,22800000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.536371200,,,,,,,,,,,,,,,,,,,,,,,,,0.04662,,602800000.0,,,,,,,,,,,,,,,,,,,,22700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,454102102.0,,,,,,,,,,,,,,,,,,,,,0.04662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454102102.0,,,,,,,,,,,,,,602800000.0,,,,,,,,,,,,602800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.544147200,,,,,,,,,,,,,,,,,,,,,,,,,0.02331,,603000000.0,,,,,,,,,,,,,,,,,,,,12200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,454102102.0,,,,,,,,,,,,,,,,,,,,,0.02331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454102102.0,,,,,,,,,,,,,,603000000.0,,,,,,,,,,,,603000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.552009600,,,,,,,,,,,,,,,,,,,,,,,,,0.034965,,653000000.0,,,,,,,,,,,,,,,,,,,,17500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,454102102.0,,,,,,,,,,,,,,,,,,,,,0.034965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454102102.0,,,,,,,,,,,,,,653000000.0,,,,,,,,,,,,653000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.559958400,790100000.0,,,651000000.0,178000000.0,,,2676800000.0,317700000.0,,,,,,,,116400000.0,968700000.0,81400000.0,400900000.0,0.0,317700000.0,,,,,818100000.0,20300000.0,89600000.0,,,,,171000000.0,968700000.0,,2034600000.0,,,,89600000.0,0.0,140300000.0,949000000.0,1739100000.0,106000000.0,37200000.0,,0.18315,,366300000.0,50000000.0,106000000.0,198200000.0,,,,790100000.0,1739100000.0,116400000.0,770400000.0,,,,0.18315,211100000.0,,,83200000.0,,,,,,770400000.0,400900000.0,651000000.0,198200000.0,69500000.0,,,,,,,,,,,,949000000.0,642200000.0,,648400000.0,,,,20300000.0,8900000.0,194600000.0,20300000.0,0.0,,20300000.0,275900000.0,,,,,,,,,454272454.0,,,,,-355600000.0,140300000.0,,,1004000000.0,,0.0,,50000000.0,,,,194600000.0,1004000000.0,0.0,,,,,,464200000.0,,,,,,-355600000.0,,,,,,,-1680700000.0,510700000.0,,,69500000.0,,,,,,,,-1680700000.0,,,,648400000.0,510700000.0,,,211100000.0,,454272454.0,,,,,,16000000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.567907200,,,,,,,,,,,,,,,,,,,,,,,,,0.068265,,732800000.0,,,,,,,,,,,,,,,,,,,,29700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,443279279.0,,,,,,,,,,,,,,,,,,,,,0.064935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443279279.0,,,,,,,,,,,,,,732800000.0,,,,,,,,,,,,732800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.575769600,,,,,,,,,,,,,,,,,,,,,,,,,0.04329,,745400000.0,,,,,,,,,,,,,,,,,,,,19100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,443279279.0,,,,,,,,,,,,,,,,,,,,,0.041625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443279279.0,,,,,,,,,,,,,,745400000.0,,,,,,,,,,,,745400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.583632000,,,,,,,,,,,,,,,,,,,,,,,,,0.05661,,792900000.0,,,,,,,,,,,,,,,,,,,,24300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,443279279.0,,,,,,,,,,,,,,,,,,,,,0.05328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443279279.0,,,,,,,,,,,,,,792900000.0,,,,,,,,,,,,792900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
